"","date","SKT"
"1","2007-01-03",19.674999
"2","2007-01-04",19.43
"3","2007-01-05",18.84
"4","2007-01-08",18.805
"5","2007-01-09",18.924999
"6","2007-01-10",19.35
"7","2007-01-11",19.41
"8","2007-01-12",19.5
"9","2007-01-16",19.68
"10","2007-01-17",19.66
"11","2007-01-18",19.450001
"12","2007-01-19",19.690001
"13","2007-01-22",19.639999
"14","2007-01-23",19.745001
"15","2007-01-24",20.01
"16","2007-01-25",20.129999
"17","2007-01-26",20.174999
"18","2007-01-29",20.105
"19","2007-01-30",20.275
"20","2007-01-31",20.299999
"21","2007-02-01",20.525
"22","2007-02-02",20.93
"23","2007-02-05",21.01
"24","2007-02-06",21.35
"25","2007-02-07",21.690001
"26","2007-02-08",21.525
"27","2007-02-09",21.445
"28","2007-02-12",21.07
"29","2007-02-13",21.465
"30","2007-02-14",21.264999
"31","2007-02-15",21.110001
"32","2007-02-16",21.155001
"33","2007-02-20",21.469999
"34","2007-02-21",21.375
"35","2007-02-22",21.075001
"36","2007-02-23",20.65
"37","2007-02-26",20.43
"38","2007-02-27",19.875
"39","2007-02-28",20.09
"40","2007-03-01",19.995001
"41","2007-03-02",19.775
"42","2007-03-05",18.905001
"43","2007-03-06",19.559999
"44","2007-03-07",19.465
"45","2007-03-08",19.674999
"46","2007-03-09",20.004999
"47","2007-03-12",20.084999
"48","2007-03-13",19.48
"49","2007-03-14",19.52
"50","2007-03-15",19.700001
"51","2007-03-16",19.445
"52","2007-03-19",19.775
"53","2007-03-20",20
"54","2007-03-21",20.344999
"55","2007-03-22",20.209999
"56","2007-03-23",20.325001
"57","2007-03-26",20.1
"58","2007-03-27",19.870001
"59","2007-03-28",19.91
"60","2007-03-29",19.870001
"61","2007-03-30",20.195
"62","2007-04-02",20.25
"63","2007-04-03",20.225
"64","2007-04-04",20.09
"65","2007-04-05",20.035
"66","2007-04-09",20.01
"67","2007-04-10",20.084999
"68","2007-04-11",19.66
"69","2007-04-12",19.73
"70","2007-04-13",19.915001
"71","2007-04-16",20.385
"72","2007-04-17",20.875
"73","2007-04-18",20.875
"74","2007-04-19",20.65
"75","2007-04-20",20.735001
"76","2007-04-23",20.969999
"77","2007-04-24",20.879999
"78","2007-04-25",20.75
"79","2007-04-26",20.66
"80","2007-04-27",20.485001
"81","2007-04-30",20.27
"82","2007-05-01",20.225
"83","2007-05-02",20.65
"84","2007-05-03",20.815001
"85","2007-05-04",20.85
"86","2007-05-07",20.57
"87","2007-05-08",20.459999
"88","2007-05-09",20.780001
"89","2007-05-10",20.559999
"90","2007-05-11",20.85
"91","2007-05-14",20.555
"92","2007-05-15",20.295
"93","2007-05-16",20.145
"94","2007-05-17",19.975
"95","2007-05-18",20
"96","2007-05-21",20.26
"97","2007-05-22",20.764999
"98","2007-05-23",20.67
"99","2007-05-24",20.565001
"100","2007-05-25",20.58
"101","2007-05-29",20.995001
"102","2007-05-30",21.145
"103","2007-05-31",20.975
"104","2007-06-01",20.870001
"105","2007-06-04",20.809999
"106","2007-06-05",20.389999
"107","2007-06-06",20.424999
"108","2007-06-07",19.945
"109","2007-06-08",20.059999
"110","2007-06-11",19.615
"111","2007-06-12",19.125
"112","2007-06-13",19.610001
"113","2007-06-14",19.405001
"114","2007-06-15",19.85
"115","2007-06-18",19.5
"116","2007-06-19",19.754999
"117","2007-06-20",19.245001
"118","2007-06-21",18.98
"119","2007-06-22",18.709999
"120","2007-06-25",18.495001
"121","2007-06-26",18.42
"122","2007-06-27",18.815001
"123","2007-06-28",18.780001
"124","2007-06-29",18.725
"125","2007-07-02",19.23
"126","2007-07-03",19.235001
"127","2007-07-05",19.299999
"128","2007-07-06",19.285
"129","2007-07-09",19.059999
"130","2007-07-10",18.51
"131","2007-07-11",18.445
"132","2007-07-12",18.865
"133","2007-07-13",19.075001
"134","2007-07-16",18.865
"135","2007-07-17",18.940001
"136","2007-07-18",18.98
"137","2007-07-19",19.01
"138","2007-07-20",18.445
"139","2007-07-23",18.209999
"140","2007-07-24",17.655001
"141","2007-07-25",17.620001
"142","2007-07-26",17.25
"143","2007-07-27",16.639999
"144","2007-07-30",16.674999
"145","2007-07-31",16.715
"146","2007-08-01",16.965
"147","2007-08-02",17.275
"148","2007-08-03",16.605
"149","2007-08-06",17.629999
"150","2007-08-07",17.66
"151","2007-08-08",18.120001
"152","2007-08-09",18.205
"153","2007-08-10",18.475
"154","2007-08-13",18.004999
"155","2007-08-14",17.610001
"156","2007-08-15",17.5
"157","2007-08-16",18.344999
"158","2007-08-17",18.65
"159","2007-08-20",18.93
"160","2007-08-21",19.094999
"161","2007-08-22",18.98
"162","2007-08-23",18.629999
"163","2007-08-24",18.870001
"164","2007-08-27",18.5
"165","2007-08-28",18.370001
"166","2007-08-29",18.799999
"167","2007-08-30",18.82
"168","2007-08-31",19.035
"169","2007-09-04",18.995001
"170","2007-09-05",18.370001
"171","2007-09-06",18.555
"172","2007-09-07",18.565001
"173","2007-09-10",18.18
"174","2007-09-11",18.445
"175","2007-09-12",18.545
"176","2007-09-13",18.815001
"177","2007-09-14",19.290001
"178","2007-09-17",19.110001
"179","2007-09-18",20.07
"180","2007-09-19",20.424999
"181","2007-09-20",20.135
"182","2007-09-21",20.094999
"183","2007-09-24",20.545
"184","2007-09-25",20.25
"185","2007-09-26",20.455
"186","2007-09-27",20.34
"187","2007-09-28",20.295
"188","2007-10-01",20.844999
"189","2007-10-02",20.940001
"190","2007-10-03",21.205
"191","2007-10-04",21.445
"192","2007-10-05",22
"193","2007-10-08",21.940001
"194","2007-10-09",22.02
"195","2007-10-10",21.549999
"196","2007-10-11",21.184999
"197","2007-10-12",21.41
"198","2007-10-15",21.045
"199","2007-10-16",20.885
"200","2007-10-17",21
"201","2007-10-18",21.295
"202","2007-10-19",20.885
"203","2007-10-22",20.799999
"204","2007-10-23",20.870001
"205","2007-10-24",20.549999
"206","2007-10-25",20.395
"207","2007-10-26",20.655001
"208","2007-10-29",20.49
"209","2007-10-30",20.775
"210","2007-10-31",21.059999
"211","2007-11-01",20.76
"212","2007-11-02",20.575001
"213","2007-11-05",20.5
"214","2007-11-06",20.98
"215","2007-11-07",20.424999
"216","2007-11-08",20.754999
"217","2007-11-09",20.795
"218","2007-11-12",21.02
"219","2007-11-13",21.785
"220","2007-11-14",21.809999
"221","2007-11-15",22.004999
"222","2007-11-16",21.629999
"223","2007-11-19",21.469999
"224","2007-11-20",20.870001
"225","2007-11-21",20.915001
"226","2007-11-23",21.385
"227","2007-11-26",20.365
"228","2007-11-27",20.785
"229","2007-11-28",21.424999
"230","2007-11-29",20.91
"231","2007-11-30",21.055
"232","2007-12-03",20.889999
"233","2007-12-04",20.145
"234","2007-12-05",20.715
"235","2007-12-06",21.295
"236","2007-12-07",21.129999
"237","2007-12-10",21.465
"238","2007-12-11",20.42
"239","2007-12-12",20.264999
"240","2007-12-13",20.115
"241","2007-12-14",19.555
"242","2007-12-17",18.795
"243","2007-12-18",18.995001
"244","2007-12-19",19.26
"245","2007-12-20",19.290001
"246","2007-12-21",19.35
"247","2007-12-24",19.959999
"248","2007-12-26",19.73
"249","2007-12-27",19.17
"250","2007-12-28",18.83
"251","2007-12-31",18.855
"252","2008-01-02",18.75
"253","2008-01-03",18.495001
"254","2008-01-04",17.504999
"255","2008-01-07",17.959999
"256","2008-01-08",17.155001
"257","2008-01-09",17.16
"258","2008-01-10",17.530001
"259","2008-01-11",17.299999
"260","2008-01-14",17.045
"261","2008-01-15",16.975
"262","2008-01-16",17.459999
"263","2008-01-17",17.535
"264","2008-01-18",17.504999
"265","2008-01-22",17.594999
"266","2008-01-23",18.99
"267","2008-01-24",19.094999
"268","2008-01-25",18.545
"269","2008-01-28",18.92
"270","2008-01-29",18.59
"271","2008-01-30",18.504999
"272","2008-01-31",18.785
"273","2008-02-01",19.475
"274","2008-02-04",19.445
"275","2008-02-05",18.969999
"276","2008-02-06",18.615
"277","2008-02-07",19
"278","2008-02-08",18.799999
"279","2008-02-11",18.52
"280","2008-02-12",18.65
"281","2008-02-13",19.040001
"282","2008-02-14",18.459999
"283","2008-02-15",18.264999
"284","2008-02-19",17.815001
"285","2008-02-20",18.165001
"286","2008-02-21",17.82
"287","2008-02-22",18.135
"288","2008-02-25",18.434999
"289","2008-02-26",18.549999
"290","2008-02-27",18.135
"291","2008-02-28",17.92
"292","2008-02-29",17.75
"293","2008-03-03",17.700001
"294","2008-03-04",17.620001
"295","2008-03-05",17.549999
"296","2008-03-06",17.16
"297","2008-03-07",17.445
"298","2008-03-10",17.385
"299","2008-03-11",18.135
"300","2008-03-12",18.055
"301","2008-03-13",18.584999
"302","2008-03-14",18.26
"303","2008-03-17",18.735001
"304","2008-03-18",19.02
"305","2008-03-19",19.209999
"306","2008-03-20",19.995001
"307","2008-03-24",20.305
"308","2008-03-25",20.195
"309","2008-03-26",19.975
"310","2008-03-27",19.77
"311","2008-03-28",19.395
"312","2008-03-31",19.235001
"313","2008-04-01",20.075001
"314","2008-04-02",20.51
"315","2008-04-03",20.975
"316","2008-04-04",20.68
"317","2008-04-07",20.85
"318","2008-04-08",20.93
"319","2008-04-09",20.415001
"320","2008-04-10",20.625
"321","2008-04-11",20.205
"322","2008-04-14",20.174999
"323","2008-04-15",19.715
"324","2008-04-16",20.035
"325","2008-04-17",20.129999
"326","2008-04-18",20.4
"327","2008-04-21",20.004999
"328","2008-04-22",19.885
"329","2008-04-23",20.205
"330","2008-04-24",20.620001
"331","2008-04-25",20.780001
"332","2008-04-28",20.139999
"333","2008-04-29",20.09
"334","2008-04-30",20.17
"335","2008-05-01",20
"336","2008-05-02",20.055
"337","2008-05-05",19.785
"338","2008-05-06",19.959999
"339","2008-05-07",19.725
"340","2008-05-08",19.475
"341","2008-05-09",19.43
"342","2008-05-12",19.74
"343","2008-05-13",19.775
"344","2008-05-14",19.99
"345","2008-05-15",20.190001
"346","2008-05-16",20.125
"347","2008-05-19",19.995001
"348","2008-05-20",19.764999
"349","2008-05-21",19.440001
"350","2008-05-22",19.145
"351","2008-05-23",18.745001
"352","2008-05-27",19.219999
"353","2008-05-28",19.040001
"354","2008-05-29",19.110001
"355","2008-05-30",19.120001
"356","2008-06-02",18.885
"357","2008-06-03",19.27
"358","2008-06-04",19.485001
"359","2008-06-05",20.049999
"360","2008-06-06",19.705
"361","2008-06-09",19.450001
"362","2008-06-10",19.375
"363","2008-06-11",19.059999
"364","2008-06-12",19.030001
"365","2008-06-13",19.049999
"366","2008-06-16",19.305
"367","2008-06-17",19.17
"368","2008-06-18",19.004999
"369","2008-06-19",19.495001
"370","2008-06-20",18.82
"371","2008-06-23",17.99
"372","2008-06-24",17.799999
"373","2008-06-25",18.215
"374","2008-06-26",17.9
"375","2008-06-27",17.934999
"376","2008-06-30",17.965
"377","2008-07-01",17.99
"378","2008-07-02",18.165001
"379","2008-07-03",18.299999
"380","2008-07-07",17.950001
"381","2008-07-08",19.120001
"382","2008-07-09",17.905001
"383","2008-07-10",18.41
"384","2008-07-11",18.200001
"385","2008-07-14",17.455
"386","2008-07-15",17.290001
"387","2008-07-16",18.049999
"388","2008-07-17",18.209999
"389","2008-07-18",18.385
"390","2008-07-21",18.504999
"391","2008-07-22",18.860001
"392","2008-07-23",19.219999
"393","2008-07-24",18.305
"394","2008-07-25",18.455
"395","2008-07-28",17.945
"396","2008-07-29",18.48
"397","2008-07-30",18.875
"398","2008-07-31",18.67
"399","2008-08-01",18.75
"400","2008-08-04",18.610001
"401","2008-08-05",19.805
"402","2008-08-06",19.905001
"403","2008-08-07",19.455
"404","2008-08-08",19.9
"405","2008-08-11",20.280001
"406","2008-08-12",20
"407","2008-08-13",19.91
"408","2008-08-14",20.049999
"409","2008-08-15",19.98
"410","2008-08-18",19.745001
"411","2008-08-19",19.325001
"412","2008-08-20",19.184999
"413","2008-08-21",18.889999
"414","2008-08-22",19.434999
"415","2008-08-25",19.120001
"416","2008-08-26",19.23
"417","2008-08-27",19.299999
"418","2008-08-28",19.965
"419","2008-08-29",20.059999
"420","2008-09-02",20.145
"421","2008-09-03",20.559999
"422","2008-09-04",20.355
"423","2008-09-05",20.275
"424","2008-09-08",21.174999
"425","2008-09-09",20.555
"426","2008-09-10",20.905001
"427","2008-09-11",21.275
"428","2008-09-12",21.415001
"429","2008-09-15",20.575001
"430","2008-09-16",20.615
"431","2008-09-17",19.85
"432","2008-09-18",21.674999
"433","2008-09-19",22.385
"434","2008-09-22",21.514999
"435","2008-09-23",21.15
"436","2008-09-24",20.825001
"437","2008-09-25",21.125
"438","2008-09-26",22.1
"439","2008-09-29",21.34
"440","2008-09-30",21.895
"441","2008-10-01",21.290001
"442","2008-10-02",20.5
"443","2008-10-03",19.424999
"444","2008-10-06",18.785
"445","2008-10-07",17.48
"446","2008-10-08",17.325001
"447","2008-10-09",16.02
"448","2008-10-10",17.110001
"449","2008-10-13",18.405001
"450","2008-10-14",17.459999
"451","2008-10-15",15.365
"452","2008-10-16",16.525
"453","2008-10-17",16.805
"454","2008-10-20",16.860001
"455","2008-10-21",16.379999
"456","2008-10-22",15.42
"457","2008-10-23",14.955
"458","2008-10-24",14.47
"459","2008-10-27",13.83
"460","2008-10-28",15.27
"461","2008-10-29",16.045
"462","2008-10-30",17.58
"463","2008-10-31",18.084999
"464","2008-11-03",17.58
"465","2008-11-04",18.305
"466","2008-11-05",17.075001
"467","2008-11-06",16.360001
"468","2008-11-07",17.355
"469","2008-11-10",15.95
"470","2008-11-11",15.51
"471","2008-11-12",15.23
"472","2008-11-13",16.9
"473","2008-11-14",14.86
"474","2008-11-17",15.08
"475","2008-11-18",14.745
"476","2008-11-19",13.505
"477","2008-11-20",13.1
"478","2008-11-21",13.615
"479","2008-11-24",15.8
"480","2008-11-25",16.975
"481","2008-11-26",18.08
"482","2008-11-28",18.32
"483","2008-12-01",15.59
"484","2008-12-02",17.754999
"485","2008-12-03",17.855
"486","2008-12-04",17.370001
"487","2008-12-05",17.955
"488","2008-12-08",18.945
"489","2008-12-09",17.615
"490","2008-12-10",18.57
"491","2008-12-11",17.42
"492","2008-12-12",18.485001
"493","2008-12-15",17.785
"494","2008-12-16",19.065001
"495","2008-12-17",19.389999
"496","2008-12-18",18.555
"497","2008-12-19",18.545
"498","2008-12-22",18.629999
"499","2008-12-23",18.32
"500","2008-12-24",18.684999
"501","2008-12-26",18.645
"502","2008-12-29",17.764999
"503","2008-12-30",18.245001
"504","2008-12-31",18.809999
"505","2009-01-02",18.34
"506","2009-01-05",17.9
"507","2009-01-06",18.83
"508","2009-01-07",17.889999
"509","2009-01-08",17.790001
"510","2009-01-09",16.875
"511","2009-01-12",15.66
"512","2009-01-13",15.845
"513","2009-01-14",14.87
"514","2009-01-15",15.025
"515","2009-01-16",15.345
"516","2009-01-20",14.195
"517","2009-01-21",15.03
"518","2009-01-22",15.325
"519","2009-01-23",15.775
