"","date","MCRB"
"1","2015-06-26",51.400002
"2","2015-06-29",38
"3","2015-06-30",41.5
"4","2015-07-01",39.799999
"5","2015-07-02",40.110001
"6","2015-07-06",40.110001
"7","2015-07-07",39.799999
"8","2015-07-08",39.970001
"9","2015-07-09",39.84
"10","2015-07-10",40.900002
"11","2015-07-13",42.290001
"12","2015-07-14",42.169998
"13","2015-07-15",43.740002
"14","2015-07-16",46.5
"15","2015-07-17",43.990002
"16","2015-07-20",42.380001
"17","2015-07-21",39.16
"18","2015-07-22",41.07
"19","2015-07-23",41.119999
"20","2015-07-24",38.200001
"21","2015-07-27",35.049999
"22","2015-07-28",36.419998
"23","2015-07-29",37.619999
"24","2015-07-30",38.029999
"25","2015-07-31",37.849998
"26","2015-08-03",38.91
"27","2015-08-04",39.110001
"28","2015-08-05",40.509998
"29","2015-08-06",40.049999
"30","2015-08-07",40.049999
"31","2015-08-10",40.07
"32","2015-08-11",40.02
"33","2015-08-12",39.360001
"34","2015-08-13",40.145
"35","2015-08-14",38.970001
"36","2015-08-17",38.860001
"37","2015-08-18",38.029999
"38","2015-08-19",40.400002
"39","2015-08-20",39.290001
"40","2015-08-21",40.560001
"41","2015-08-24",38.009998
"42","2015-08-25",38.5
"43","2015-08-26",39.16
"44","2015-08-27",40.490002
"45","2015-08-28",41.02
"46","2015-08-31",41.330002
"47","2015-09-01",40.970001
"48","2015-09-02",42
"49","2015-09-03",43.439999
"50","2015-09-04",44.259998
"51","2015-09-08",48.23
"52","2015-09-09",49.490002
"53","2015-09-10",47.709999
"54","2015-09-11",48.66
"55","2015-09-14",46.880001
"56","2015-09-15",46.73
"57","2015-09-16",48.68
"58","2015-09-17",48.439999
"59","2015-09-18",45.720001
"60","2015-09-21",43.32
"61","2015-09-22",38.599998
"62","2015-09-23",39.669998
"63","2015-09-24",39.150002
"64","2015-09-25",38.349998
"65","2015-09-28",34.650002
"66","2015-09-29",27
"67","2015-09-30",29.639999
"68","2015-10-01",25.83
"69","2015-10-02",26.15
"70","2015-10-05",27.74
"71","2015-10-06",28.17
"72","2015-10-07",29.299999
"73","2015-10-08",29.219999
"74","2015-10-09",29.799999
"75","2015-10-12",29.34
"76","2015-10-13",29.049999
"77","2015-10-14",29.08
"78","2015-10-15",30.41
"79","2015-10-16",30.93
"80","2015-10-19",31.49
"81","2015-10-20",29.59
"82","2015-10-21",28.049999
"83","2015-10-22",28.73
"84","2015-10-23",28.82
"85","2015-10-26",31.01
"86","2015-10-27",30.58
"87","2015-10-28",31.9
"88","2015-10-29",31.33
"89","2015-10-30",29.639999
"90","2015-11-02",30.790001
"91","2015-11-03",31.200001
"92","2015-11-04",34.119999
"93","2015-11-05",32.669998
"94","2015-11-06",31.57
"95","2015-11-09",32.759998
"96","2015-11-10",31.43
"97","2015-11-11",30.870001
"98","2015-11-12",30.65
"99","2015-11-13",30.219999
"100","2015-11-16",29.16
"101","2015-11-17",28.34
"102","2015-11-18",30.360001
"103","2015-11-19",31.809999
"104","2015-11-20",33.27
"105","2015-11-23",32.380001
"106","2015-11-24",33.009998
"107","2015-11-25",34.889999
"108","2015-11-27",34.560001
"109","2015-11-30",35.830002
"110","2015-12-01",35.169998
"111","2015-12-02",34.330002
"112","2015-12-03",34.169998
"113","2015-12-04",35.740002
"114","2015-12-07",34.82
"115","2015-12-08",37.02
"116","2015-12-09",36.650002
"117","2015-12-10",37.049999
"118","2015-12-11",36.779999
"119","2015-12-14",37.91
"120","2015-12-15",40.900002
"121","2015-12-16",43.849998
"122","2015-12-17",42.5
"123","2015-12-18",41.09
"124","2015-12-21",38.16
"125","2015-12-22",37.599998
"126","2015-12-23",35.77
"127","2015-12-24",35.41
"128","2015-12-28",35
"129","2015-12-29",36.580002
"130","2015-12-30",35.619999
"131","2015-12-31",35.09
"132","2016-01-04",34.099998
"133","2016-01-05",34.470001
"134","2016-01-06",32.77
"135","2016-01-07",30.549999
"136","2016-01-08",30.040001
"137","2016-01-11",30.280001
"138","2016-01-12",31.33
"139","2016-01-13",28.219999
"140","2016-01-14",31.6
"141","2016-01-15",29.33
"142","2016-01-19",25.73
"143","2016-01-20",25.48
"144","2016-01-21",24.34
"145","2016-01-22",24.879999
"146","2016-01-25",24.58
"147","2016-01-26",24.77
"148","2016-01-27",24.92
"149","2016-01-28",24.58
"150","2016-01-29",26.93
"151","2016-02-01",26.200001
"152","2016-02-02",25.719999
"153","2016-02-03",24.780001
"154","2016-02-04",26.299999
"155","2016-02-05",25.08
"156","2016-02-08",23.27
"157","2016-02-09",22.309999
"158","2016-02-10",23.209999
"159","2016-02-11",24.790001
"160","2016-02-12",25.889999
"161","2016-02-16",25
"162","2016-02-17",25.43
"163","2016-02-18",24.370001
"164","2016-02-19",23.65
"165","2016-02-22",24.07
"166","2016-02-23",24.040001
"167","2016-02-24",24.5
"168","2016-02-25",24.530001
"169","2016-02-26",24.73
"170","2016-02-29",23.110001
"171","2016-03-01",23.719999
"172","2016-03-02",26.73
"173","2016-03-03",26.860001
"174","2016-03-04",27.790001
"175","2016-03-07",29.6
"176","2016-03-08",25.120001
"177","2016-03-09",25.17
"178","2016-03-10",24.93
"179","2016-03-11",25.299999
"180","2016-03-14",25.879999
"181","2016-03-15",24.59
"182","2016-03-16",24.690001
"183","2016-03-17",25.940001
"184","2016-03-18",24.77
"185","2016-03-21",24.84
"186","2016-03-22",25.01
"187","2016-03-23",24.639999
"188","2016-03-24",24.700001
"189","2016-03-28",24.450001
"190","2016-03-29",25.51
"191","2016-03-30",25.129999
"192","2016-03-31",26.559999
"193","2016-04-01",27.549999
"194","2016-04-04",28.32
"195","2016-04-05",27.98
"196","2016-04-06",29.85
"197","2016-04-07",31.5
"198","2016-04-08",30.98
"199","2016-04-11",30.25
"200","2016-04-12",30.49
"201","2016-04-13",30.209999
"202","2016-04-14",29.91
"203","2016-04-15",29.959999
"204","2016-04-18",30.139999
"205","2016-04-19",29.889999
"206","2016-04-20",30.59
"207","2016-04-21",31.32
"208","2016-04-22",31.790001
"209","2016-04-25",32.599998
"210","2016-04-26",31.18
"211","2016-04-27",30
"212","2016-04-28",29.5
"213","2016-04-29",29.52
"214","2016-05-02",29.700001
"215","2016-05-03",27.73
"216","2016-05-04",26.530001
"217","2016-05-05",25.1
"218","2016-05-06",24.07
"219","2016-05-09",25.790001
"220","2016-05-10",26.15
"221","2016-05-11",25.33
"222","2016-05-12",23.370001
"223","2016-05-13",23.870001
"224","2016-05-16",24.950001
"225","2016-05-17",25.43
"226","2016-05-18",27.1
"227","2016-05-19",27.530001
"228","2016-05-20",28.9
"229","2016-05-23",28.77
"230","2016-05-24",30.01
"231","2016-05-25",28.98
"232","2016-05-26",29.280001
"233","2016-05-27",29.459999
"234","2016-05-31",30.43
"235","2016-06-01",30.9
"236","2016-06-02",32.099998
"237","2016-06-03",29.92
"238","2016-06-06",32.099998
"239","2016-06-07",32.790001
"240","2016-06-08",34.299999
"241","2016-06-09",32.669998
"242","2016-06-10",33.529999
"243","2016-06-13",34.5
"244","2016-06-14",30.51
"245","2016-06-15",30.24
"246","2016-06-16",29.49
"247","2016-06-17",29.389999
"248","2016-06-20",30.26
"249","2016-06-21",29.280001
"250","2016-06-22",29.379999
"251","2016-06-23",30.370001
"252","2016-06-24",28.290001
"253","2016-06-27",27.059999
"254","2016-06-28",29.43
"255","2016-06-29",29.84
"256","2016-06-30",29.049999
"257","2016-07-01",29.93
"258","2016-07-05",29.09
"259","2016-07-06",30.02
"260","2016-07-07",29.99
"261","2016-07-08",29.99
"262","2016-07-11",30.51
"263","2016-07-12",32.310001
"264","2016-07-13",31.66
"265","2016-07-14",32.040001
"266","2016-07-15",32.73
"267","2016-07-18",33.369999
"268","2016-07-19",32.950001
"269","2016-07-20",33.700001
"270","2016-07-21",33.66
"271","2016-07-22",34.470001
"272","2016-07-25",34.009998
"273","2016-07-26",34.880001
"274","2016-07-27",35.09
"275","2016-07-28",35.77
"276","2016-07-29",10.94
"277","2016-08-01",9.73
"278","2016-08-02",9.58
"279","2016-08-03",9.62
"280","2016-08-04",9.31
"281","2016-08-05",9.6
"282","2016-08-08",9.69
"283","2016-08-09",9.53
"284","2016-08-10",9.21
"285","2016-08-11",9.73
"286","2016-08-12",10.53
"287","2016-08-15",10.7
"288","2016-08-16",11.14
"289","2016-08-17",11.42
"290","2016-08-18",11.82
"291","2016-08-19",11.04
"292","2016-08-22",11.4
"293","2016-08-23",11.55
"294","2016-08-24",10.96
"295","2016-08-25",10.66
"296","2016-08-26",10.88
"297","2016-08-29",10.93
"298","2016-08-30",10.81
"299","2016-08-31",10.47
"300","2016-09-01",10.15
"301","2016-09-02",10.13
"302","2016-09-06",10.68
"303","2016-09-07",10.7
"304","2016-09-08",11.16
"305","2016-09-09",10.45
"306","2016-09-12",11.28
"307","2016-09-13",11.39
"308","2016-09-14",11.8
"309","2016-09-15",12.48
"310","2016-09-16",12.59
"311","2016-09-19",12.55
"312","2016-09-20",14.22
"313","2016-09-21",14.36
"314","2016-09-22",13.54
"315","2016-09-23",13.4
"316","2016-09-26",13.02
"317","2016-09-27",13.29
"318","2016-09-28",13.2
"319","2016-09-29",12.68
"320","2016-09-30",12.29
"321","2016-10-03",11.92
"322","2016-10-04",11.72
"323","2016-10-05",12.07
"324","2016-10-06",11.41
"325","2016-10-07",11.525
"326","2016-10-10",11.82
"327","2016-10-11",11.425
"328","2016-10-12",11.01
"329","2016-10-13",11.44
"330","2016-10-14",11.45
"331","2016-10-17",11.35
"332","2016-10-18",11.67
"333","2016-10-19",11.71
"334","2016-10-20",12.36
"335","2016-10-21",12.32
"336","2016-10-24",12.22
"337","2016-10-25",12.15
"338","2016-10-26",11.87
"339","2016-10-27",11.58
"340","2016-10-28",11.18
"341","2016-10-31",10.79
"342","2016-11-01",11.1
"343","2016-11-02",10.56
"344","2016-11-03",10.19
"345","2016-11-04",10.42
"346","2016-11-07",10.8
"347","2016-11-08",10.59
"348","2016-11-09",11.4
"349","2016-11-10",12.99
"350","2016-11-11",12.33
"351","2016-11-14",12.36
"352","2016-11-15",12.41
"353","2016-11-16",11.82
"354","2016-11-17",11.78
"355","2016-11-18",11.63
"356","2016-11-21",11.49
"357","2016-11-22",10.87
"358","2016-11-23",11.06
"359","2016-11-25",10.9
"360","2016-11-28",10.45
"361","2016-11-29",10.29
"362","2016-11-30",9.99
"363","2016-12-01",9.94
"364","2016-12-02",10.32
"365","2016-12-05",10.45
"366","2016-12-06",10.42
"367","2016-12-07",9.78
"368","2016-12-08",9.69
"369","2016-12-09",9.79
"370","2016-12-12",9.44
"371","2016-12-13",9.22
"372","2016-12-14",8.99
"373","2016-12-15",9.2
"374","2016-12-16",9.76
"375","2016-12-19",10
"376","2016-12-20",10.09
"377","2016-12-21",9.86
"378","2016-12-22",9.75
"379","2016-12-23",10.17
"380","2016-12-27",9.96
"381","2016-12-28",9.85
"382","2016-12-29",9.98
"383","2016-12-30",9.9
"384","2017-01-03",10.01
"385","2017-01-04",10.99
"386","2017-01-05",10.79
"387","2017-01-06",11.11
"388","2017-01-09",11
"389","2017-01-10",10.95
"390","2017-01-11",10.81
"391","2017-01-12",10.79
"392","2017-01-13",10.94
"393","2017-01-17",10.51
"394","2017-01-18",10.48
"395","2017-01-19",10.26
"396","2017-01-20",10.15
"397","2017-01-23",9.85
"398","2017-01-24",9.82
"399","2017-01-25",10.09
"400","2017-01-26",9.89
"401","2017-01-27",9.92
"402","2017-01-30",9.41
"403","2017-01-31",9.89
"404","2017-02-01",9.45
"405","2017-02-02",9.44
"406","2017-02-03",9.77
"407","2017-02-06",9.81
"408","2017-02-07",9.5
"409","2017-02-08",9.29
"410","2017-02-09",9.52
"411","2017-02-10",9.48
"412","2017-02-13",9.6
"413","2017-02-14",9.78
"414","2017-02-15",9.95
"415","2017-02-16",9.64
"416","2017-02-17",9.56
"417","2017-02-21",9.55
"418","2017-02-22",9.36
"419","2017-02-23",9.19
"420","2017-02-24",9.09
"421","2017-02-27",9.71
"422","2017-02-28",9.68
"423","2017-03-01",9.91
"424","2017-03-02",9.76
"425","2017-03-03",9.6
"426","2017-03-06",9.53
"427","2017-03-07",9.29
"428","2017-03-08",9.38
"429","2017-03-09",9.38
"430","2017-03-10",9.33
"431","2017-03-13",9.33
"432","2017-03-14",9.13
"433","2017-03-15",9.27
"434","2017-03-16",12.71
"435","2017-03-17",12.04
"436","2017-03-20",11.99
"437","2017-03-21",11.1
"438","2017-03-22",10.76
"439","2017-03-23",10.71
"440","2017-03-24",10.83
"441","2017-03-27",11.37
"442","2017-03-28",11
"443","2017-03-29",11.25
"444","2017-03-30",11.16
"445","2017-03-31",11.27
"446","2017-04-03",11.33
"447","2017-04-04",11.02
"448","2017-04-05",10.44
"449","2017-04-06",11.11
"450","2017-04-07",10.85
"451","2017-04-10",11.16
"452","2017-04-11",10.84
"453","2017-04-12",10.65
"454","2017-04-13",10.62
"455","2017-04-17",9.98
"456","2017-04-18",9.66
"457","2017-04-19",9.43
"458","2017-04-20",9.64
"459","2017-04-21",9.46
"460","2017-04-24",9.76
"461","2017-04-25",10.18
"462","2017-04-26",10.11
"463","2017-04-27",10
"464","2017-04-28",9.83
"465","2017-05-01",9.87
"466","2017-05-02",9.79
"467","2017-05-03",9.77
"468","2017-05-04",10.56
"469","2017-05-05",9.99
"470","2017-05-08",9.6
"471","2017-05-09",9.93
"472","2017-05-10",9.97
"473","2017-05-11",9.86
"474","2017-05-12",9.98
"475","2017-05-15",10.13
"476","2017-05-16",10.18
"477","2017-05-17",9.83
"478","2017-05-18",9.85
"479","2017-05-19",9.75
"480","2017-05-22",9.72
"481","2017-05-23",9.81
"482","2017-05-24",9.89
"483","2017-05-25",9.57
"484","2017-05-26",9.38
"485","2017-05-30",9.08
"486","2017-05-31",9.12
"487","2017-06-01",9.42
"488","2017-06-02",9.52
"489","2017-06-05",9.72
"490","2017-06-06",9.79
"491","2017-06-07",9.67
"492","2017-06-08",9.72
"493","2017-06-09",9.92
"494","2017-06-12",10.49
"495","2017-06-13",10.35
"496","2017-06-14",10.22
"497","2017-06-15",10
"498","2017-06-16",10.49
"499","2017-06-19",10.84
"500","2017-06-20",11.21
"501","2017-06-21",11.67
"502","2017-06-22",11.56
"503","2017-06-23",11.68
"504","2017-06-26",12.1
"505","2017-06-27",11.93
"506","2017-06-28",11.9
"507","2017-06-29",11.65
"508","2017-06-30",11.3
"509","2017-07-03",11.53
"510","2017-07-05",11.13
"511","2017-07-06",11.03
"512","2017-07-07",11.14
"513","2017-07-10",10.73
"514","2017-07-11",10.97
"515","2017-07-12",11.07
"516","2017-07-13",11.02
"517","2017-07-14",11.26
"518","2017-07-17",11.46
"519","2017-07-18",12.24
"520","2017-07-19",12.46
"521","2017-07-20",13.6
"522","2017-07-21",13.74
"523","2017-07-24",14.5
