"","date","COTY"
"1","2013-06-13",17.360001
"2","2013-06-14",17.52
"3","2013-06-17",17.389999
"4","2013-06-18",17.299999
"5","2013-06-19",17.190001
"6","2013-06-20",16.75
"7","2013-06-21",16.99
"8","2013-06-24",16.610001
"9","2013-06-25",16.75
"10","2013-06-26",17.02
"11","2013-06-27",17.24
"12","2013-06-28",17.18
"13","2013-07-01",17.18
"14","2013-07-02",17.26
"15","2013-07-03",17.25
"16","2013-07-05",17.26
"17","2013-07-08",17.27
"18","2013-07-09",17.379999
"19","2013-07-10",17.389999
"20","2013-07-11",17.450001
"21","2013-07-12",17.5
"22","2013-07-15",17.18
"23","2013-07-16",17.32
"24","2013-07-17",17.299999
"25","2013-07-18",17.15
"26","2013-07-19",17.08
"27","2013-07-22",16.950001
"28","2013-07-23",17.059999
"29","2013-07-24",17.129999
"30","2013-07-25",17.35
"31","2013-07-26",17.110001
"32","2013-07-29",17.219999
"33","2013-07-30",17.129999
"34","2013-07-31",17.190001
"35","2013-08-01",17.27
"36","2013-08-02",17.26
"37","2013-08-05",17.48
"38","2013-08-06",17.51
"39","2013-08-07",17.280001
"40","2013-08-08",16.809999
"41","2013-08-09",16.940001
"42","2013-08-12",16.959999
"43","2013-08-13",16.59
"44","2013-08-14",16.76
"45","2013-08-15",16.99
"46","2013-08-16",16.889999
"47","2013-08-19",16.99
"48","2013-08-20",16.99
"49","2013-08-21",16.84
"50","2013-08-22",16.780001
"51","2013-08-23",16.58
"52","2013-08-26",16.530001
"53","2013-08-27",15.91
"54","2013-08-28",15.63
"55","2013-08-29",16.01
"56","2013-08-30",16.299999
"57","2013-09-03",16.139999
"58","2013-09-04",16.209999
"59","2013-09-05",16.01
"60","2013-09-06",15.8
"61","2013-09-09",15.56
"62","2013-09-10",15.44
"63","2013-09-11",15.43
"64","2013-09-12",15.41
"65","2013-09-13",15.87
"66","2013-09-16",16.25
"67","2013-09-17",15.64
"68","2013-09-18",15.56
"69","2013-09-19",15.74
"70","2013-09-20",15.85
"71","2013-09-23",15.73
"72","2013-09-24",15.64
"73","2013-09-25",15.51
"74","2013-09-26",15.62
"75","2013-09-27",15.98
"76","2013-09-30",16.209999
"77","2013-10-01",16.030001
"78","2013-10-02",16.059999
"79","2013-10-03",16.02
"80","2013-10-04",16
"81","2013-10-07",16
"82","2013-10-08",15.92
"83","2013-10-09",15.8
"84","2013-10-10",15.99
"85","2013-10-11",16.360001
"86","2013-10-14",16.299999
"87","2013-10-15",16
"88","2013-10-16",16.16
"89","2013-10-17",16.15
"90","2013-10-18",16.290001
"91","2013-10-21",16.309999
"92","2013-10-22",16.09
"93","2013-10-23",16.110001
"94","2013-10-24",15.96
"95","2013-10-25",15.95
"96","2013-10-28",15.85
"97","2013-10-29",15.72
"98","2013-10-30",15.75
"99","2013-10-31",15.38
"100","2013-11-01",15.51
"101","2013-11-04",15.41
"102","2013-11-05",15.28
"103","2013-11-06",15.4
"104","2013-11-07",15.11
"105","2013-11-08",14.99
"106","2013-11-11",15.22
"107","2013-11-12",15.26
"108","2013-11-13",15.44
"109","2013-11-14",15.63
"110","2013-11-15",15.73
"111","2013-11-18",15.49
"112","2013-11-19",15.54
"113","2013-11-20",15.41
"114","2013-11-21",15.9
"115","2013-11-22",16.09
"116","2013-11-25",16.190001
"117","2013-11-26",16.190001
"118","2013-11-27",16.52
"119","2013-11-29",16.42
"120","2013-12-02",16.120001
"121","2013-12-03",16.200001
"122","2013-12-04",16.059999
"123","2013-12-05",16.049999
"124","2013-12-06",15.57
"125","2013-12-09",15.69
"126","2013-12-10",15.53
"127","2013-12-11",15.55
"128","2013-12-12",15.63
"129","2013-12-13",15.25
"130","2013-12-16",15.17
"131","2013-12-17",15.06
"132","2013-12-18",15.09
"133","2013-12-19",15.18
"134","2013-12-20",15.11
"135","2013-12-23",15.06
"136","2013-12-24",15.02
"137","2013-12-26",14.99
"138","2013-12-27",15.49
"139","2013-12-30",15.41
"140","2013-12-31",15.25
"141","2014-01-02",15.57
"142","2014-01-03",15.58
"143","2014-01-06",15.2
"144","2014-01-07",15.19
"145","2014-01-08",15.1
"146","2014-01-09",15.16
"147","2014-01-10",15.16
"148","2014-01-13",15.03
"149","2014-01-14",15.14
"150","2014-01-15",15.3
"151","2014-01-16",15.43
"152","2014-01-17",14.71
"153","2014-01-21",14.41
"154","2014-01-22",14.42
"155","2014-01-23",14.47
"156","2014-01-24",13.91
"157","2014-01-27",13.58
"158","2014-01-28",13.89
"159","2014-01-29",13.41
"160","2014-01-30",13.5
"161","2014-01-31",13.49
"162","2014-02-03",13.29
"163","2014-02-04",13.42
"164","2014-02-05",13.36
"165","2014-02-06",13.51
"166","2014-02-07",13.25
"167","2014-02-10",13.25
"168","2014-02-11",13.25
"169","2014-02-12",13.42
"170","2014-02-13",13.72
"171","2014-02-14",14.74
"172","2014-02-18",14.19
"173","2014-02-19",14.11
"174","2014-02-20",14.55
"175","2014-02-21",14.47
"176","2014-02-24",14.69
"177","2014-02-25",14.83
"178","2014-02-26",14.8
"179","2014-02-27",14.71
"180","2014-02-28",14.85
"181","2014-03-03",14.91
"182","2014-03-04",15.07
"183","2014-03-05",15.01
"184","2014-03-06",15.08
"185","2014-03-07",15.62
"186","2014-03-10",15.85
"187","2014-03-11",15.21
"188","2014-03-12",15.45
"189","2014-03-13",15.23
"190","2014-03-14",14.92
"191","2014-03-17",15.16
"192","2014-03-18",15.21
"193","2014-03-19",15.06
"194","2014-03-20",15.04
"195","2014-03-21",15.17
"196","2014-03-24",15.09
"197","2014-03-25",15.03
"198","2014-03-26",14.9
"199","2014-03-27",14.93
"200","2014-03-28",14.99
"201","2014-03-31",14.98
"202","2014-04-01",15
"203","2014-04-02",15
"204","2014-04-03",15.11
"205","2014-04-04",15.21
"206","2014-04-07",15.19
"207","2014-04-08",15.27
"208","2014-04-09",15.32
"209","2014-04-10",15.53
"210","2014-04-11",15.38
"211","2014-04-14",15.59
"212","2014-04-15",15.61
"213","2014-04-16",15.75
"214","2014-04-17",15.75
"215","2014-04-21",15.66
"216","2014-04-22",15.65
"217","2014-04-23",15.76
"218","2014-04-24",15.63
"219","2014-04-25",15.63
"220","2014-04-28",15.92
"221","2014-04-29",15.89
"222","2014-04-30",16.049999
"223","2014-05-01",16.040001
"224","2014-05-02",16.360001
"225","2014-05-05",16.15
"226","2014-05-06",15.83
"227","2014-05-07",15.88
"228","2014-05-08",15.75
"229","2014-05-09",15.71
"230","2014-05-12",15.84
"231","2014-05-13",15.44
"232","2014-05-14",15.77
"233","2014-05-15",15.97
"234","2014-05-16",16.08
"235","2014-05-19",16.200001
"236","2014-05-20",16.200001
"237","2014-05-21",16.17
"238","2014-05-22",16.43
"239","2014-05-23",16.379999
"240","2014-05-27",16.58
"241","2014-05-28",16.540001
"242","2014-05-29",16.51
"243","2014-05-30",16.68
"244","2014-06-02",16.610001
"245","2014-06-03",16.91
"246","2014-06-04",16.92
"247","2014-06-05",16.889999
"248","2014-06-06",17.85
"249","2014-06-09",17.799999
"250","2014-06-10",17.440001
"251","2014-06-11",17.219999
"252","2014-06-12",17.110001
"253","2014-06-13",17.110001
"254","2014-06-16",16.969999
"255","2014-06-17",17.059999
"256","2014-06-18",17.120001
"257","2014-06-19",17.370001
"258","2014-06-20",16.93
"259","2014-06-23",16.959999
"260","2014-06-24",16.75
"261","2014-06-25",16.809999
"262","2014-06-26",16.82
"263","2014-06-27",16.84
"264","2014-06-30",17.129999
"265","2014-07-01",17.49
"266","2014-07-02",17.799999
"267","2014-07-03",18.15
"268","2014-07-07",18
"269","2014-07-08",17.959999
"270","2014-07-09",17.92
"271","2014-07-10",17.82
"272","2014-07-11",17.49
"273","2014-07-14",17.190001
"274","2014-07-15",17.52
"275","2014-07-16",17.389999
"276","2014-07-17",17.309999
"277","2014-07-18",17.32
"278","2014-07-21",17.18
"279","2014-07-22",17.309999
"280","2014-07-23",17.280001
"281","2014-07-24",17.110001
"282","2014-07-25",17.129999
"283","2014-07-28",17
"284","2014-07-29",17
"285","2014-07-30",17.01
"286","2014-07-31",17.110001
"287","2014-08-01",16.98
"288","2014-08-04",17.209999
"289","2014-08-05",17.309999
"290","2014-08-06",17.440001
"291","2014-08-07",17.049999
"292","2014-08-08",17.33
"293","2014-08-11",17.620001
"294","2014-08-12",17.57
"295","2014-08-13",17.559999
"296","2014-08-14",17.620001
"297","2014-08-15",17.85
"298","2014-08-18",17.92
"299","2014-08-19",18.01
"300","2014-08-20",17.959999
"301","2014-08-21",18.09
"302","2014-08-22",18.35
"303","2014-08-25",18.23
"304","2014-08-26",18.02
"305","2014-08-27",18.01
"306","2014-08-28",17.389999
"307","2014-08-29",17.190001
"308","2014-09-02",17.219999
"309","2014-09-03",17.219999
"310","2014-09-04",17.190001
"311","2014-09-05",17.299999
"312","2014-09-08",17.26
"313","2014-09-09",17.15
"314","2014-09-10",17.32
"315","2014-09-11",17.559999
"316","2014-09-12",17.559999
"317","2014-09-15",17.379999
"318","2014-09-16",17.23
"319","2014-09-17",17.540001
"320","2014-09-18",17.700001
"321","2014-09-19",17.48
"322","2014-09-22",17.33
"323","2014-09-23",17.280001
"324","2014-09-24",17.34
"325","2014-09-25",17
"326","2014-09-26",17.120001
"327","2014-09-29",16.74
"328","2014-09-30",16.549999
"329","2014-10-01",16.370001
"330","2014-10-02",16.040001
"331","2014-10-03",15.96
"332","2014-10-06",15.94
"333","2014-10-07",16.299999
"334","2014-10-08",16.42
"335","2014-10-09",16.25
"336","2014-10-10",16.26
"337","2014-10-13",16.209999
"338","2014-10-14",16.41
"339","2014-10-15",16.370001
"340","2014-10-16",16.549999
"341","2014-10-17",16.42
"342","2014-10-20",16.41
"343","2014-10-21",16.610001
"344","2014-10-22",16.59
"345","2014-10-23",16.4
"346","2014-10-24",16.32
"347","2014-10-27",16.51
"348","2014-10-28",16.59
"349","2014-10-29",16.309999
"350","2014-10-30",16.219999
"351","2014-10-31",16.6
"352","2014-11-03",17.110001
"353","2014-11-04",16.799999
"354","2014-11-05",17.23
"355","2014-11-06",17.93
"356","2014-11-07",18.360001
"357","2014-11-10",18.82
"358","2014-11-11",18.700001
"359","2014-11-12",19.35
"360","2014-11-13",19.450001
"361","2014-11-14",19.15
"362","2014-11-17",18.98
"363","2014-11-18",19.129999
"364","2014-11-19",19.440001
"365","2014-11-20",19.75
"366","2014-11-21",19.889999
"367","2014-11-24",19.84
"368","2014-11-25",20.139999
"369","2014-11-26",19.99
"370","2014-11-28",20.24
"371","2014-12-01",20.23
"372","2014-12-02",20.09
"373","2014-12-03",20
"374","2014-12-04",19.950001
"375","2014-12-05",20.200001
"376","2014-12-08",19.959999
"377","2014-12-09",19.99
"378","2014-12-10",19.92
"379","2014-12-11",20.07
"380","2014-12-12",19.76
"381","2014-12-15",19.459999
"382","2014-12-16",19.110001
"383","2014-12-17",19.639999
"384","2014-12-18",20.040001
"385","2014-12-19",20.049999
"386","2014-12-22",20.059999
"387","2014-12-23",20.27
"388","2014-12-24",20.67
"389","2014-12-26",20.879999
"390","2014-12-29",20.879999
"391","2014-12-30",20.84
"392","2014-12-31",20.66
"393","2015-01-02",20.43
"394","2015-01-05",20.370001
"395","2015-01-06",20.219999
"396","2015-01-07",20.290001
"397","2015-01-08",20.459999
"398","2015-01-09",19.860001
"399","2015-01-12",19.32
"400","2015-01-13",19.02
"401","2015-01-14",18.91
"402","2015-01-15",18.93
"403","2015-01-16",18.709999
"404","2015-01-20",18.719999
"405","2015-01-21",18.780001
"406","2015-01-22",19.129999
"407","2015-01-23",18.950001
"408","2015-01-26",19.35
"409","2015-01-27",19.1
"410","2015-01-28",18.719999
"411","2015-01-29",19.32
"412","2015-01-30",19.02
"413","2015-02-02",19.209999
"414","2015-02-03",19.6
"415","2015-02-04",18.93
"416","2015-02-05",21.24
"417","2015-02-06",21.879999
"418","2015-02-09",22.15
"419","2015-02-10",21.940001
"420","2015-02-11",21.950001
"421","2015-02-12",22.030001
"422","2015-02-13",22.030001
"423","2015-02-17",22.290001
"424","2015-02-18",22.299999
"425","2015-02-19",22.08
"426","2015-02-20",22.23
"427","2015-02-23",22.450001
"428","2015-02-24",22.309999
"429","2015-02-25",22.41
"430","2015-02-26",22.18
"431","2015-02-27",22.6
"432","2015-03-02",23.040001
"433","2015-03-03",22.74
"434","2015-03-04",22.690001
"435","2015-03-05",23.059999
"436","2015-03-06",22.549999
"437","2015-03-09",23.16
"438","2015-03-10",22.18
"439","2015-03-11",22.02
"440","2015-03-12",22.48
"441","2015-03-13",22.280001
"442","2015-03-16",22.389999
"443","2015-03-17",22.959999
"444","2015-03-18",23.24
"445","2015-03-19",23.129999
"446","2015-03-20",23.639999
"447","2015-03-23",24.42
"448","2015-03-24",24.48
"449","2015-03-25",24.370001
"450","2015-03-26",23.959999
"451","2015-03-27",24.32
"452","2015-03-30",24.18
"453","2015-03-31",24.27
"454","2015-04-01",24.209999
"455","2015-04-02",23.77
"456","2015-04-06",24.01
"457","2015-04-07",23.629999
"458","2015-04-08",23.639999
"459","2015-04-09",23.5
"460","2015-04-10",23.33
"461","2015-04-13",23.52
"462","2015-04-14",24.780001
"463","2015-04-15",24.969999
"464","2015-04-16",25.059999
"465","2015-04-17",25.07
"466","2015-04-20",25.200001
"467","2015-04-21",25.16
"468","2015-04-22",24.959999
"469","2015-04-23",25
"470","2015-04-24",24.780001
"471","2015-04-27",24.75
"472","2015-04-28",24.5
"473","2015-04-29",24.280001
"474","2015-04-30",23.91
"475","2015-05-01",24.530001
"476","2015-05-04",24.75
"477","2015-05-05",24.65
"478","2015-05-06",24.219999
"479","2015-05-07",24.68
"480","2015-05-08",23.870001
"481","2015-05-11",23.690001
"482","2015-05-12",23.6
"483","2015-05-13",23.530001
"484","2015-05-14",23.940001
"485","2015-05-15",23.709999
"486","2015-05-18",24.07
"487","2015-05-19",24.59
"488","2015-05-20",24.450001
"489","2015-05-21",24.370001
"490","2015-05-22",24.290001
"491","2015-05-26",24.559999
"492","2015-05-27",24.870001
"493","2015-05-28",25.139999
"494","2015-05-29",24.93
"495","2015-06-01",25.219999
"496","2015-06-02",25.459999
"497","2015-06-03",25.68
"498","2015-06-04",25.65
"499","2015-06-05",25.809999
"500","2015-06-08",25.51
"501","2015-06-09",25.74
"502","2015-06-10",26.190001
"503","2015-06-11",25.92
"504","2015-06-12",26.27
"505","2015-06-15",26.049999
"506","2015-06-16",31.08
"507","2015-06-17",31.219999
"508","2015-06-18",30.91
"509","2015-06-19",31.66
"510","2015-06-22",31.440001
"511","2015-06-23",31.799999
"512","2015-06-24",31.950001
"513","2015-06-25",32.130001
"514","2015-06-26",32.450001
"515","2015-06-29",32.220001
"516","2015-06-30",31.969999
"517","2015-07-01",32.68
"518","2015-07-02",32.360001
"519","2015-07-06",32.23
"520","2015-07-07",32.139999
"521","2015-07-08",31.52
"522","2015-07-09",30.040001
"523","2015-07-10",28.690001
"524","2015-07-13",27.969999
"525","2015-07-14",27.870001
"526","2015-07-15",27.9
"527","2015-07-16",27.6
"528","2015-07-17",27.48
"529","2015-07-20",27.6
"530","2015-07-21",27.02
"531","2015-07-22",27.309999
"532","2015-07-23",27.209999
"533","2015-07-24",26.700001
"534","2015-07-27",26.51
"535","2015-07-28",26.59
"536","2015-07-29",26.84
"537","2015-07-30",26.91
"538","2015-07-31",26.73
"539","2015-08-03",26.83
"540","2015-08-04",27.49
"541","2015-08-05",28.32
"542","2015-08-06",27.98
"543","2015-08-07",28.6
"544","2015-08-10",29.209999
"545","2015-08-11",29.66
"546","2015-08-12",28.719999
"547","2015-08-13",30.469999
"548","2015-08-14",29.610001
"549","2015-08-17",29.280001
"550","2015-08-18",29.290001
"551","2015-08-19",29.049999
"552","2015-08-20",28.700001
"553","2015-08-21",28.299999
"554","2015-08-24",27.75
"555","2015-08-25",27.629999
"556","2015-08-26",28.32
"557","2015-08-27",28.91
"558","2015-08-28",30.139999
"559","2015-08-31",30.309999
"560","2015-09-01",28.35
"561","2015-09-02",28.690001
"562","2015-09-03",28.860001
"563","2015-09-04",28.790001
"564","2015-09-08",28.73
"565","2015-09-09",28.889999
"566","2015-09-10",28.43
"567","2015-09-11",29.370001
"568","2015-09-14",28.16
"569","2015-09-15",28.75
"570","2015-09-16",28.799999
"571","2015-09-17",29.219999
"572","2015-09-18",28.309999
"573","2015-09-21",27.91
"574","2015-09-22",27.190001
"575","2015-09-23",27.139999
"576","2015-09-24",26.91
"577","2015-09-25",26.870001
"578","2015-09-28",25.780001
"579","2015-09-29",25.559999
"580","2015-09-30",27.059999
"581","2015-10-01",27.459999
