"","date","NXGN"
"1","2007-01-03",18.815001
"2","2007-01-04",18.905001
"3","2007-01-05",18.870001
"4","2007-01-08",18.764999
"5","2007-01-09",19.09
"6","2007-01-10",19.43
"7","2007-01-11",20.315001
"8","2007-01-12",20.549999
"9","2007-01-16",20.82
"10","2007-01-17",21.084999
"11","2007-01-18",20.924999
"12","2007-01-19",20.68
"13","2007-01-22",20.559999
"14","2007-01-23",20.684999
"15","2007-01-24",20.985001
"16","2007-01-25",20.83
"17","2007-01-26",20.934999
"18","2007-01-29",21.23
"19","2007-01-30",21.475
"20","2007-01-31",21.215
"21","2007-02-01",21.59
"22","2007-02-02",22.07
"23","2007-02-05",22.565001
"24","2007-02-06",20.629999
"25","2007-02-07",20.875
"26","2007-02-08",21.08
"27","2007-02-09",20.035
"28","2007-02-12",20.915001
"29","2007-02-13",21.045
"30","2007-02-14",20.92
"31","2007-02-15",20.9
"32","2007-02-16",20.91
"33","2007-02-20",21.475
"34","2007-02-21",21.280001
"35","2007-02-22",21.174999
"36","2007-02-23",21.379999
"37","2007-02-26",21.370001
"38","2007-02-27",20.24
"39","2007-02-28",20.465
"40","2007-03-01",20.254999
"41","2007-03-02",19.77
"42","2007-03-05",19.35
"43","2007-03-06",19.615
"44","2007-03-07",19.51
"45","2007-03-08",19.52
"46","2007-03-09",19.545
"47","2007-03-12",19.48
"48","2007-03-13",19.115
"49","2007-03-14",19.190001
"50","2007-03-15",19.27
"51","2007-03-16",19.209999
"52","2007-03-19",19.5
"53","2007-03-20",19.84
"54","2007-03-21",20.285
"55","2007-03-22",20.5
"56","2007-03-23",20.955
"57","2007-03-26",20.565001
"58","2007-03-27",20.4
"59","2007-03-28",20.24
"60","2007-03-29",20.110001
"61","2007-03-30",20
"62","2007-04-02",19.940001
"63","2007-04-03",20.215
"64","2007-04-04",20.25
"65","2007-04-05",20.264999
"66","2007-04-09",19.780001
"67","2007-04-10",19.809999
"68","2007-04-11",19.6
"69","2007-04-12",19.525
"70","2007-04-13",19.655001
"71","2007-04-16",19.67
"72","2007-04-17",20.215
"73","2007-04-18",19.924999
"74","2007-04-19",19.995001
"75","2007-04-20",20.610001
"76","2007-04-23",20.805
"77","2007-04-24",20.945
"78","2007-04-25",21.02
"79","2007-04-26",21.035
"80","2007-04-27",20.975
"81","2007-04-30",20.235001
"82","2007-05-01",20.035
"83","2007-05-02",20.305
"84","2007-05-03",20.305
"85","2007-05-04",20.684999
"86","2007-05-07",20.775
"87","2007-05-08",20.799999
"88","2007-05-09",20.834999
"89","2007-05-10",20.469999
"90","2007-05-11",20.67
"91","2007-05-14",20.215
"92","2007-05-15",19.795
"93","2007-05-16",20.105
"94","2007-05-17",19.950001
"95","2007-05-18",20.215
"96","2007-05-21",20.545
"97","2007-05-22",20.795
"98","2007-05-23",20.799999
"99","2007-05-24",20.440001
"100","2007-05-25",20.555
"101","2007-05-29",20.485001
"102","2007-05-30",20.424999
"103","2007-05-31",20.475
"104","2007-06-01",20.389999
"105","2007-06-04",20.139999
"106","2007-06-05",19.879999
"107","2007-06-06",20.004999
"108","2007-06-07",20.5
"109","2007-06-08",20.1
"110","2007-06-11",19.98
"111","2007-06-12",19.415001
"112","2007-06-13",19.48
"113","2007-06-14",19.48
"114","2007-06-15",18.969999
"115","2007-06-18",19.084999
"116","2007-06-19",19.17
"117","2007-06-20",19.309999
"118","2007-06-21",19.135
"119","2007-06-22",18.860001
"120","2007-06-25",18.514999
"121","2007-06-26",18.57
"122","2007-06-27",19
"123","2007-06-28",19.34
"124","2007-06-29",18.985001
"125","2007-07-02",19
"126","2007-07-03",19.075001
"127","2007-07-05",19.525
"128","2007-07-06",19.52
"129","2007-07-09",20.275
"130","2007-07-10",19.98
"131","2007-07-11",19.945
"132","2007-07-12",20.33
"133","2007-07-13",20.065001
"134","2007-07-16",19.975
"135","2007-07-17",20.485001
"136","2007-07-18",20.26
"137","2007-07-19",20.485001
"138","2007-07-20",20.32
"139","2007-07-23",20.24
"140","2007-07-24",19.855
"141","2007-07-25",19.875
"142","2007-07-26",19.785
"143","2007-07-27",19.965
"144","2007-07-30",20.025
"145","2007-07-31",19.370001
"146","2007-08-01",19.305
"147","2007-08-02",20.07
"148","2007-08-03",20.815001
"149","2007-08-06",22.035
"150","2007-08-07",20.25
"151","2007-08-08",22.025
"152","2007-08-09",21.629999
"153","2007-08-10",20.209999
"154","2007-08-13",19.254999
"155","2007-08-14",19.155001
"156","2007-08-15",18.950001
"157","2007-08-16",19.32
"158","2007-08-17",19.84
"159","2007-08-20",19.799999
"160","2007-08-21",19.415001
"161","2007-08-22",19.405001
"162","2007-08-23",19.155001
"163","2007-08-24",19.1
"164","2007-08-27",18.885
"165","2007-08-28",18.370001
"166","2007-08-29",18.5
"167","2007-08-30",18.43
"168","2007-08-31",18.424999
"169","2007-09-04",18.584999
"170","2007-09-05",18.4
"171","2007-09-06",18.275
"172","2007-09-07",17.5
"173","2007-09-10",16.809999
"174","2007-09-11",16.865
"175","2007-09-12",16.67
"176","2007-09-13",16.355
"177","2007-09-14",16.745001
"178","2007-09-17",16.665001
"179","2007-09-18",17.254999
"180","2007-09-19",17.49
"181","2007-09-20",17.280001
"182","2007-09-21",17.18
"183","2007-09-24",16.9
"184","2007-09-25",17.865
"185","2007-09-26",18.43
"186","2007-09-27",18.135
"187","2007-09-28",18.315001
"188","2007-10-01",18.559999
"189","2007-10-02",19.264999
"190","2007-10-03",19.275
"191","2007-10-04",19.405001
"192","2007-10-05",19.344999
"193","2007-10-08",19.190001
"194","2007-10-09",19.32
"195","2007-10-10",19.235001
"196","2007-10-11",19.215
"197","2007-10-12",19.264999
"198","2007-10-15",19.145
"199","2007-10-16",18.905001
"200","2007-10-17",19.014999
"201","2007-10-18",18.940001
"202","2007-10-19",18.305
"203","2007-10-22",18.115
"204","2007-10-23",18.26
"205","2007-10-24",18.094999
"206","2007-10-25",18.245001
"207","2007-10-26",18.395
"208","2007-10-29",18.049999
"209","2007-10-30",17.91
"210","2007-10-31",18.115
"211","2007-11-01",17.23
"212","2007-11-02",17.08
"213","2007-11-05",16.625
"214","2007-11-06",15.26
"215","2007-11-07",14.315
"216","2007-11-08",13.5
"217","2007-11-09",15.1
"218","2007-11-12",14.925
"219","2007-11-13",14.825
"220","2007-11-14",14.775
"221","2007-11-15",14.76
"222","2007-11-16",14.855
"223","2007-11-19",14.595
"224","2007-11-20",14.84
"225","2007-11-21",14.565
"226","2007-11-23",14.36
"227","2007-11-26",14.315
"228","2007-11-27",14.505
"229","2007-11-28",14.905
"230","2007-11-29",14.955
"231","2007-11-30",14.795
"232","2007-12-03",14.54
"233","2007-12-04",14.76
"234","2007-12-05",14.695
"235","2007-12-06",14.835
"236","2007-12-07",14.985
"237","2007-12-10",15.54
"238","2007-12-11",15.125
"239","2007-12-12",15.365
"240","2007-12-13",15.405
"241","2007-12-14",15.28
"242","2007-12-17",15.16
"243","2007-12-18",15.42
"244","2007-12-19",15.7
"245","2007-12-20",15.95
"246","2007-12-21",16.405001
"247","2007-12-24",16.305
"248","2007-12-26",16.344999
"249","2007-12-27",15.925
"250","2007-12-28",15.835
"251","2007-12-31",15.245
"252","2008-01-02",15.23
"253","2008-01-03",15.005
"254","2008-01-04",14.795
"255","2008-01-07",14.615
"256","2008-01-08",14.535
"257","2008-01-09",14.14
"258","2008-01-10",13.84
"259","2008-01-11",13.88
"260","2008-01-14",13.985
"261","2008-01-15",14.11
"262","2008-01-16",14.1
"263","2008-01-17",14.225
"264","2008-01-18",14.115
"265","2008-01-22",13.74
"266","2008-01-23",14.375
"267","2008-01-24",14.405
"268","2008-01-25",14.125
"269","2008-01-28",14.625
"270","2008-01-29",14.855
"271","2008-01-30",15.09
"272","2008-01-31",15.195
"273","2008-02-01",15.845
"274","2008-02-04",15.89
"275","2008-02-05",15.05
"276","2008-02-06",16.959999
"277","2008-02-07",16.51
"278","2008-02-08",16.754999
"279","2008-02-11",16.995001
"280","2008-02-12",17.094999
"281","2008-02-13",17.25
"282","2008-02-14",16.075001
"283","2008-02-15",15.91
"284","2008-02-19",16.07
"285","2008-02-20",16.075001
"286","2008-02-21",15.875
"287","2008-02-22",15.83
"288","2008-02-25",16.07
"289","2008-02-26",16.514999
"290","2008-02-27",16.205
"291","2008-02-28",16.674999
"292","2008-02-29",16.290001
"293","2008-03-03",15.975
"294","2008-03-04",16.5
"295","2008-03-05",16.405001
"296","2008-03-06",15.94
"297","2008-03-07",16.01
"298","2008-03-10",15.445
"299","2008-03-11",15.55
"300","2008-03-12",15.505
"301","2008-03-13",15.76
"302","2008-03-14",15.385
"303","2008-03-17",15.25
"304","2008-03-18",15.46
"305","2008-03-19",15.8
"306","2008-03-20",16.155001
"307","2008-03-24",16.459999
"308","2008-03-25",16.365
"309","2008-03-26",16
"310","2008-03-27",15.425
"311","2008-03-28",14.76
"312","2008-03-31",14.935
"313","2008-04-01",14.925
"314","2008-04-02",14.775
"315","2008-04-03",15.265
"316","2008-04-04",14.88
"317","2008-04-07",14.78
"318","2008-04-08",14.745
"319","2008-04-09",14.745
"320","2008-04-10",15.155
"321","2008-04-11",14.945
"322","2008-04-14",15.015
"323","2008-04-15",15.495
"324","2008-04-16",15.55
"325","2008-04-17",15.625
"326","2008-04-18",15.9
"327","2008-04-21",16.004999
"328","2008-04-22",15.74
"329","2008-04-23",16.115
"330","2008-04-24",16.110001
"331","2008-04-25",16.205
"332","2008-04-28",16.055
"333","2008-04-29",16.014999
"334","2008-04-30",16.059999
"335","2008-05-01",16.799999
"336","2008-05-02",15.895
"337","2008-05-05",15.84
"338","2008-05-06",15.965
"339","2008-05-07",16.305
"340","2008-05-08",16.305
"341","2008-05-09",16.235001
"342","2008-05-12",16.84
"343","2008-05-13",17.065001
"344","2008-05-14",17.184999
"345","2008-05-15",17.219999
"346","2008-05-16",16.885
"347","2008-05-19",17.34
"348","2008-05-20",17.18
"349","2008-05-21",17.280001
"350","2008-05-22",17.184999
"351","2008-05-23",16.975
"352","2008-05-27",17.1
"353","2008-05-28",17.200001
"354","2008-05-29",17
"355","2008-05-30",16.465
"356","2008-06-02",16.92
"357","2008-06-03",17.1
"358","2008-06-04",17.030001
"359","2008-06-05",17.115
"360","2008-06-06",16.855
"361","2008-06-09",17.315001
"362","2008-06-10",17.504999
"363","2008-06-11",15.735
"364","2008-06-12",16.105
"365","2008-06-13",16.395
"366","2008-06-16",16.450001
"367","2008-06-17",16.48
"368","2008-06-18",16.309999
"369","2008-06-19",16.200001
"370","2008-06-20",15.895
"371","2008-06-23",15.79
"372","2008-06-24",15.135
"373","2008-06-25",15.625
"374","2008-06-26",14.95
"375","2008-06-27",14.845
"376","2008-06-30",14.64
"377","2008-07-01",14.84
"378","2008-07-02",14.63
"379","2008-07-03",14.38
"380","2008-07-07",14.62
"381","2008-07-08",14.865
"382","2008-07-09",14.305
"383","2008-07-10",14.06
"384","2008-07-11",14.13
"385","2008-07-14",13.815
"386","2008-07-15",14.755
"387","2008-07-16",14.75
"388","2008-07-17",14.97
"389","2008-07-18",14.975
"390","2008-07-21",15.405
"391","2008-07-22",15.885
"392","2008-07-23",16.02
"393","2008-07-24",15.445
"394","2008-07-25",15.815
"395","2008-07-28",15.5
"396","2008-07-29",15.77
"397","2008-07-30",16.379999
"398","2008-07-31",16.424999
"399","2008-08-01",16.174999
"400","2008-08-04",15.69
"401","2008-08-05",16.075001
"402","2008-08-06",16.6
"403","2008-08-07",16.645
"404","2008-08-08",18.9
"405","2008-08-11",20.355
"406","2008-08-12",19.965
"407","2008-08-13",20
"408","2008-08-14",20.205
"409","2008-08-15",20.004999
"410","2008-08-18",20.040001
"411","2008-08-19",20.290001
"412","2008-08-20",20.52
"413","2008-08-21",20.705
"414","2008-08-22",20.764999
"415","2008-08-25",20.780001
"416","2008-08-26",21.42
"417","2008-08-27",21.495001
"418","2008-08-28",21.764999
"419","2008-08-29",21.41
"420","2008-09-02",21.645
"421","2008-09-03",21.754999
"422","2008-09-04",21.209999
"423","2008-09-05",21.465
"424","2008-09-08",22.395
"425","2008-09-09",22.805
"426","2008-09-10",23.67
"427","2008-09-11",22.445
"428","2008-09-12",20.754999
"429","2008-09-15",19.610001
"430","2008-09-16",20.65
"431","2008-09-17",19.98
"432","2008-09-18",21.84
"433","2008-09-19",22.98
"434","2008-09-22",21.790001
"435","2008-09-23",21.445
"436","2008-09-24",21.110001
"437","2008-09-25",21.555
"438","2008-09-26",22.32
"439","2008-09-29",21.030001
"440","2008-09-30",21.129999
"441","2008-10-01",21.469999
"442","2008-10-02",20.5
"443","2008-10-03",18.915001
"444","2008-10-06",17.610001
"445","2008-10-07",18.375
"446","2008-10-08",18.5
"447","2008-10-09",18
"448","2008-10-10",19.145
"449","2008-10-13",21.295
"450","2008-10-14",19.700001
"451","2008-10-15",17.5
"452","2008-10-16",18.98
"453","2008-10-17",18.615
"454","2008-10-20",18.75
"455","2008-10-21",18.684999
"456","2008-10-22",17.764999
"457","2008-10-23",17.004999
"458","2008-10-24",16.665001
"459","2008-10-27",15.6
"460","2008-10-28",17.434999
"461","2008-10-29",18.620001
"462","2008-10-30",18.115
"463","2008-10-31",19.245001
"464","2008-11-03",19.225
"465","2008-11-04",20.135
"466","2008-11-05",21.1
"467","2008-11-06",18.975
"468","2008-11-07",19.469999
"469","2008-11-10",19.67
"470","2008-11-11",19.120001
"471","2008-11-12",17.775
"472","2008-11-13",18.855
"473","2008-11-14",17.795
"474","2008-11-17",17.33
"475","2008-11-18",16.84
"476","2008-11-19",15.94
"477","2008-11-20",14.7
"478","2008-11-21",15.565
"479","2008-11-24",15.81
"480","2008-11-25",15.3
"481","2008-11-26",15.18
"482","2008-11-28",15.035
"483","2008-12-01",13.695
"484","2008-12-02",14.02
"485","2008-12-03",15.88
"486","2008-12-04",16.08
"487","2008-12-05",16.879999
"488","2008-12-08",17.959999
"489","2008-12-09",17.635
"490","2008-12-10",18.440001
"491","2008-12-11",17.405001
"492","2008-12-12",18.26
"493","2008-12-15",18.145
"494","2008-12-16",20.120001
"495","2008-12-17",20.405001
"496","2008-12-18",20.355
"497","2008-12-19",21.15
"498","2008-12-22",21.549999
"499","2008-12-23",21.66
"500","2008-12-24",22.155001
"501","2008-12-26",22.014999
"502","2008-12-29",21.52
"503","2008-12-30",21.815001
"504","2008-12-31",21.809999
"505","2009-01-02",21.805
"506","2009-01-05",21.059999
"507","2009-01-06",19.635
"508","2009-01-07",19.1
"509","2009-01-08",19.184999
"510","2009-01-09",19.75
"511","2009-01-12",20.075001
"512","2009-01-13",20.299999
"513","2009-01-14",19.545
"514","2009-01-15",20.09
"515","2009-01-16",20.655001
"516","2009-01-20",19.575001
"517","2009-01-21",20.495001
"518","2009-01-22",19.450001
"519","2009-01-23",19.190001
"520","2009-01-26",19.57
"521","2009-01-27",19.879999
"522","2009-01-28",19.57
"523","2009-01-29",19.575001
"524","2009-01-30",18.639999
"525","2009-02-02",18.67
"526","2009-02-03",18.76
"527","2009-02-04",18.555
"528","2009-02-05",17.615
"529","2009-02-06",18.66
"530","2009-02-09",18.674999
"531","2009-02-10",18.514999
"532","2009-02-11",18.844999
"533","2009-02-12",19.42
"534","2009-02-13",19.975
"535","2009-02-17",19.645
"536","2009-02-18",19.57
"537","2009-02-19",19.6
"538","2009-02-20",19.85
"539","2009-02-23",19.625
"540","2009-02-24",20.02
"541","2009-02-25",19.950001
"542","2009-02-26",19.809999
"543","2009-02-27",19.385
"544","2009-03-02",18.295
"545","2009-03-03",18.07
"546","2009-03-04",18.280001
"547","2009-03-05",17.754999
"548","2009-03-06",17.745001
"549","2009-03-09",18.82
"550","2009-03-10",20.450001
"551","2009-03-11",20.365
"552","2009-03-12",21.17
"553","2009-03-13",21.25
"554","2009-03-16",20.610001
"555","2009-03-17",21.5
"556","2009-03-18",22.34
"557","2009-03-19",21.895
"558","2009-03-20",21.745001
"559","2009-03-23",22.73
"560","2009-03-24",23.735001
"561","2009-03-25",23.225
"562","2009-03-26",24.084999
"563","2009-03-27",23.475
"564","2009-03-30",21.969999
"565","2009-03-31",22.625
"566","2009-04-01",22
"567","2009-04-02",23.469999
"568","2009-04-03",23.610001
"569","2009-04-06",23.115
"570","2009-04-07",22.355
"571","2009-04-08",22.815001
"572","2009-04-09",24.695
"573","2009-04-13",24.014999
"574","2009-04-14",23.815001
"575","2009-04-15",23.620001
"576","2009-04-16",25.129999
"577","2009-04-17",25.74
"578","2009-04-20",25.190001
"579","2009-04-21",25.174999
"580","2009-04-22",26.25
"581","2009-04-23",25.940001
"582","2009-04-24",25.495001
"583","2009-04-27",25.815001
"584","2009-04-28",25.82
"585","2009-04-29",27.215
"586","2009-04-30",26.809999
"587","2009-05-01",27.205
"588","2009-05-04",27.809999
"589","2009-05-05",28.110001
"590","2009-05-06",27.57
"591","2009-05-07",27.155001
"592","2009-05-08",27.23
"593","2009-05-11",27.629999
"594","2009-05-12",28.190001
"595","2009-05-13",27.25
"596","2009-05-14",27.42
"597","2009-05-15",27.540001
"598","2009-05-18",29.655001
"599","2009-05-19",29.5
"600","2009-05-20",28.264999
"601","2009-05-21",26.094999
"602","2009-05-22",25.48
"603","2009-05-26",26.959999
"604","2009-05-27",26.379999
"605","2009-05-28",26.334999
"606","2009-05-29",24.965
"607","2009-06-01",25.035
"608","2009-06-02",25.465
"609","2009-06-03",25.83
"610","2009-06-04",25.344999
"611","2009-06-05",25.165001
"612","2009-06-08",24.905001
"613","2009-06-09",25.540001
"614","2009-06-10",25.424999
"615","2009-06-11",25.52
"616","2009-06-12",25.639999
"617","2009-06-15",25.4
"618","2009-06-16",25.205
"619","2009-06-17",26.385
"620","2009-06-18",26.450001
"621","2009-06-19",26.165001
"622","2009-06-22",25.41
"623","2009-06-23",25.395
"624","2009-06-24",25.924999
"625","2009-06-25",27.665001
"626","2009-06-26",28.235001
"627","2009-06-29",28.924999
"628","2009-06-30",28.48
"629","2009-07-01",28.165001
"630","2009-07-02",27.084999
"631","2009-07-06",26.205
"632","2009-07-07",25.725
"633","2009-07-08",26.165001
"634","2009-07-09",26.545
