"","date","PAE"
"1","2018-11-05",9.75
"2","2018-11-06",9.75
"3","2018-11-07",9.75
"4","2018-11-08",9.75
"5","2018-11-09",9.742
"6","2018-11-12",9.742
"7","2018-11-13",9.65
"8","2018-11-14",9.7
"9","2018-11-15",9.67
"10","2018-11-16",9.7
"11","2018-11-19",9.7
"12","2018-11-20",9.65
"13","2018-11-21",9.65
"14","2018-11-23",9.65
"15","2018-11-26",9.65
"16","2018-11-27",9.65
"17","2018-11-28",9.6
"18","2018-11-29",9.62
"19","2018-11-30",9.63
"20","2018-12-03",9.63
"21","2018-12-04",9.63
"22","2018-12-06",9.63
"23","2018-12-07",9.65
"24","2018-12-10",9.65
"25","2018-12-11",9.65
"26","2018-12-12",9.65
"27","2018-12-13",9.65
"28","2018-12-14",9.65
"29","2018-12-17",9.65
"30","2018-12-18",9.65
"31","2018-12-19",9.65
"32","2018-12-20",9.6
"33","2018-12-21",9.7
"34","2018-12-24",9.7
"35","2018-12-26",9.672
"36","2018-12-27",9.672
"37","2018-12-28",9.72
"38","2018-12-31",9.72
"39","2019-01-02",9.72
"40","2019-01-03",9.72
"41","2019-01-04",9.65
"42","2019-01-07",9.65
"43","2019-01-08",9.61
"44","2019-01-09",9.61
"45","2019-01-10",9.61
"46","2019-01-11",9.7
"47","2019-01-14",9.7
"48","2019-01-15",9.7
"49","2019-01-16",9.64
"50","2019-01-17",9.64
"51","2019-01-18",9.68
"52","2019-01-22",9.7
"53","2019-01-23",9.72
"54","2019-01-24",9.72
"55","2019-01-25",9.75
"56","2019-01-28",9.75
"57","2019-01-29",9.75
"58","2019-01-30",9.78
"59","2019-01-31",9.8
"60","2019-02-01",9.85
"61","2019-02-04",9.85
"62","2019-02-05",9.85
"63","2019-02-06",9.95
"64","2019-02-07",9.95
"65","2019-02-08",9.95
"66","2019-02-11",10
"67","2019-02-12",9.99
"68","2019-02-13",9.962
"69","2019-02-14",9.962
"70","2019-02-15",9.96
"71","2019-02-19",9.96
"72","2019-02-20",9.99
"73","2019-02-21",9.99
"74","2019-02-22",9.98
"75","2019-02-25",9.97
"76","2019-02-26",9.98
"77","2019-02-27",9.98
"78","2019-02-28",9.98
"79","2019-03-01",9.98
"80","2019-03-04",9.98
"81","2019-03-05",9.96
"82","2019-03-06",9.96
"83","2019-03-07",9.96
"84","2019-03-08",9.96
"85","2019-03-11",9.96
"86","2019-03-12",9.96
"87","2019-03-13",9.96
"88","2019-03-14",9.96
"89","2019-03-15",9.9
"90","2019-03-18",9.9
"91","2019-03-19",9.9
"92","2019-03-20",9.9
"93","2019-03-21",9.9
"94","2019-03-22",9.9
"95","2019-03-25",9.9
"96","2019-03-26",9.9
"97","2019-03-27",9.9
"98","2019-03-28",9.9
"99","2019-03-29",9.9
"100","2019-04-01",9.9
"101","2019-04-02",9.9
"102","2019-04-03",9.9
"103","2019-04-04",9.9
"104","2019-04-05",9.9
"105","2019-04-08",9.9
"106","2019-04-09",9.9
"107","2019-04-10",9.9
"108","2019-04-11",9.9
"109","2019-04-12",9.92
"110","2019-04-15",9.92
"111","2019-04-16",9.9
"112","2019-04-17",9.93
"113","2019-04-18",9.91
"114","2019-04-22",9.92
"115","2019-04-23",9.9
"116","2019-04-24",9.9
"117","2019-04-25",9.9
"118","2019-04-26",9.9
"119","2019-04-29",9.9
"120","2019-04-30",9.93
"121","2019-05-01",9.9
"122","2019-05-02",9.9
"123","2019-05-03",9.9
"124","2019-05-06",9.9
"125","2019-05-07",9.9
"126","2019-05-08",9.9
"127","2019-05-09",9.9
"128","2019-05-10",9.9
"129","2019-05-13",9.9
"130","2019-05-14",9.92
"131","2019-05-15",9.92
"132","2019-05-16",9.92
"133","2019-05-17",9.92
"134","2019-05-20",9.92
"135","2019-05-21",9.92
"136","2019-05-22",9.92
"137","2019-05-23",9.92
"138","2019-05-24",9.91
"139","2019-05-28",9.91
"140","2019-05-29",9.9
"141","2019-05-30",9.9
"142","2019-05-31",9.9
"143","2019-06-03",9.91
"144","2019-06-04",9.91
"145","2019-06-05",9.93
"146","2019-06-06",9.92
"147","2019-06-07",9.92
"148","2019-06-10",9.91
"149","2019-06-11",9.93
"150","2019-06-12",9.95
"151","2019-06-13",9.93
"152","2019-06-14",10
"153","2019-06-17",10.05
"154","2019-06-18",10.05
"155","2019-06-19",10.04
"156","2019-06-20",10
"157","2019-06-21",10.1
"158","2019-06-24",10.05
"159","2019-06-25",10.04
"160","2019-06-26",10.05
"161","2019-06-27",10.04
"162","2019-06-28",10.05
"163","2019-07-01",10.03
"164","2019-07-02",10.04
"165","2019-07-03",10.1
"166","2019-07-05",10.04
"167","2019-07-08",10.04
"168","2019-07-09",10.04
"169","2019-07-10",10.04
"170","2019-07-11",10.06
"171","2019-07-12",10.06
"172","2019-07-15",10.02
"173","2019-07-16",10
"174","2019-07-17",10
"175","2019-07-18",10.04
"176","2019-07-19",10.03
"177","2019-07-22",10.05
"178","2019-07-23",10.04
"179","2019-07-24",10.03
"180","2019-07-25",10.04
"181","2019-07-26",10.03
"182","2019-07-29",10.03
"183","2019-07-30",10.03
"184","2019-07-31",10.03
"185","2019-08-01",10.04
"186","2019-08-02",10.03
"187","2019-08-05",10.04
"188","2019-08-06",10.03
"189","2019-08-07",10.03
"190","2019-08-08",10.03
"191","2019-08-09",10.03
"192","2019-08-12",10.03
"193","2019-08-13",10.06
"194","2019-08-14",10.06
"195","2019-08-15",10.06
"196","2019-08-16",10.03
"197","2019-08-19",10.06
"198","2019-08-20",10.06
"199","2019-08-21",10.06
"200","2019-08-22",10.07
"201","2019-08-23",10.07
"202","2019-08-26",10.07
"203","2019-08-27",10.06
"204","2019-08-28",10.06
"205","2019-08-29",10.06
"206","2019-08-30",10.05
"207","2019-09-03",10.05
"208","2019-09-04",10.05
"209","2019-09-05",10.06
"210","2019-09-06",10.06
"211","2019-09-09",10.06
"212","2019-09-10",10.05
"213","2019-09-11",10.05
"214","2019-09-12",10.06
"215","2019-09-13",10.1
"216","2019-09-16",10.13
"217","2019-09-17",10.13
"218","2019-09-18",10.11
"219","2019-09-19",10.12
"220","2019-09-20",10.11
"221","2019-09-23",10.12
"222","2019-09-24",10.11
"223","2019-09-25",10.1
"224","2019-09-26",10.11
"225","2019-09-27",10.11
"226","2019-09-30",10.11
"227","2019-10-01",10.1
"228","2019-10-02",10.1
"229","2019-10-03",10.13
"230","2019-10-04",10.1
"231","2019-10-07",10.1
"232","2019-10-08",10.1
"233","2019-10-09",10.07
"234","2019-10-10",10.07
"235","2019-10-11",10.07
"236","2019-10-14",10.07
"237","2019-10-15",10.07
"238","2019-10-16",10.07
"239","2019-10-17",10.07
"240","2019-10-18",10.07
"241","2019-10-21",10.07
"242","2019-10-22",10.1
"243","2019-10-23",10.1
"244","2019-10-24",10.08
"245","2019-10-25",10.08
"246","2019-10-28",10.08
"247","2019-10-29",10.1
"248","2019-10-30",10.084
"249","2019-10-31",10.1
"250","2019-11-01",10.21
"251","2019-11-04",10.21
"252","2019-11-05",10.21
"253","2019-11-06",10.22
"254","2019-11-07",10.22
"255","2019-11-08",10.22
"256","2019-11-11",10.22
"257","2019-11-12",10.22
"258","2019-11-13",10.22
"259","2019-11-14",10.2
"260","2019-11-15",10.23
"261","2019-11-18",10.23
"262","2019-11-19",10.23
"263","2019-11-20",10.25
"264","2019-11-21",10.25
"265","2019-11-22",10.27
"266","2019-11-25",10.23
"267","2019-11-26",10.22
"268","2019-11-27",10.22
"269","2019-11-29",10.18
"270","2019-12-02",10.25
"271","2019-12-03",10.25
"272","2019-12-04",10.24
"273","2019-12-05",10.24
"274","2019-12-06",10.25
"275","2019-12-09",10.237
"276","2019-12-10",10.24
"277","2019-12-11",10.24
"278","2019-12-12",10.24
"279","2019-12-13",10.24
"280","2019-12-16",10.29
"281","2019-12-17",10.25
"282","2019-12-18",10.284
"283","2019-12-19",10.25
"284","2019-12-20",10.3
"285","2019-12-23",10.43
"286","2019-12-24",10.4
"287","2019-12-26",10.4
"288","2019-12-27",10.4
"289","2019-12-30",10.35
"290","2019-12-31",10.34
"291","2020-01-02",10.36
"292","2020-01-03",10.39
"293","2020-01-06",10.365
"294","2020-01-07",10.345
"295","2020-01-08",10.4
"296","2020-01-09",10.4
"297","2020-01-10",10.41
"298","2020-01-13",10.5
"299","2020-01-14",10.72
"300","2020-01-15",10.85
"301","2020-01-16",10.85
"302","2020-01-17",10.8
"303","2020-01-21",10.75
"304","2020-01-22",10.83
"305","2020-01-23",10.8
"306","2020-01-24",10.715
"307","2020-01-27",10.57
"308","2020-01-28",10.59
"309","2020-01-29",10.47
"310","2020-01-30",10.36
"311","2020-01-31",10.37
"312","2020-02-03",10.31
"313","2020-02-04",10.2
"314","2020-02-05",10.62
"315","2020-02-06",11.04
"316","2020-02-07",11.06
"317","2020-02-10",11.15
"318","2020-02-11",11.5
"319","2020-02-12",11.6
"320","2020-02-13",11.65
"321","2020-02-14",11.6
"322","2020-02-18",11.66
"323","2020-02-19",11.71
"324","2020-02-20",11.61
"325","2020-02-21",11.7
"326","2020-02-24",11.5
"327","2020-02-25",11.41
"328","2020-02-26",11.33
"329","2020-02-27",10.93
"330","2020-02-28",10.95
"331","2020-03-02",10.75
"332","2020-03-03",10.64
"333","2020-03-04",10.95
"334","2020-03-05",10.75
"335","2020-03-06",10.6
"336","2020-03-09",9.79
"337","2020-03-10",9.93
"338","2020-03-11",9.41
"339","2020-03-12",7.55
"340","2020-03-13",6
"341","2020-03-16",5.1
"342","2020-03-17",4.85
"343","2020-03-18",3.45
"344","2020-03-19",5
"345","2020-03-20",6.12
"346","2020-03-23",6.42
"347","2020-03-24",6.31
"348","2020-03-25",6.42
"349","2020-03-26",6.95
"350","2020-03-27",6.92
"351","2020-03-30",6.94
"352","2020-03-31",6.49
"353","2020-04-01",6.52
"354","2020-04-02",6.37
"355","2020-04-03",6.48
"356","2020-04-06",6.5
"357","2020-04-07",6.3
"358","2020-04-08",6.54
"359","2020-04-09",6.75
"360","2020-04-13",6.8
"361","2020-04-14",6.73
"362","2020-04-15",6.43
"363","2020-04-16",6.37
"364","2020-04-17",6.66
"365","2020-04-20",7.25
"366","2020-04-21",6.98
"367","2020-04-22",7.3
"368","2020-04-23",7.49
"369","2020-04-24",7.86
"370","2020-04-27",8.08
"371","2020-04-28",7.97
"372","2020-04-29",8.37
"373","2020-04-30",8.49
"374","2020-05-01",8.04
"375","2020-05-04",7.94
"376","2020-05-05",8.3
"377","2020-05-06",8.5
"378","2020-05-07",8.98
"379","2020-05-08",9.46
"380","2020-05-11",9.38
"381","2020-05-12",9.41
"382","2020-05-13",9.28
"383","2020-05-14",9.13
"384","2020-05-15",9.1
"385","2020-05-18",9.45
"386","2020-05-19",9.7
"387","2020-05-20",9.69
"388","2020-05-21",9.55
"389","2020-05-22",9.41
"390","2020-05-26",9.34
"391","2020-05-27",9.19
"392","2020-05-28",9.27
"393","2020-05-29",9.4
"394","2020-06-01",9.71
"395","2020-06-02",10
"396","2020-06-03",10.5
"397","2020-06-04",10.72
"398","2020-06-05",10.98
"399","2020-06-08",11.17
"400","2020-06-09",11.04
"401","2020-06-10",10.78
"402","2020-06-11",9.97
"403","2020-06-12",10.55
"404","2020-06-15",10.72
"405","2020-06-16",10.65
"406","2020-06-17",10.66
"407","2020-06-18",10.49
"408","2020-06-19",11.24
"409","2020-06-22",11.08
"410","2020-06-23",10.88
"411","2020-06-24",10.83
"412","2020-06-25",10.06
"413","2020-06-26",9.23
"414","2020-06-29",9.3
"415","2020-06-30",9.56
"416","2020-07-01",9.52
"417","2020-07-02",9.74
"418","2020-07-06",9.71
"419","2020-07-07",9.41
"420","2020-07-08",9.59
"421","2020-07-09",9.28
"422","2020-07-10",9.64
"423","2020-07-13",9.3
"424","2020-07-14",9.17
"425","2020-07-15",9.16
"426","2020-07-16",8.86
"427","2020-07-17",8.5
"428","2020-07-20",8.77
"429","2020-07-21",8.81
"430","2020-07-22",8.85
"431","2020-07-23",8.68
"432","2020-07-24",8.33
"433","2020-07-27",8.355
"434","2020-07-28",8.32
"435","2020-07-29",8.21
