"","date","WOW"
"198","2018-03-08",9.48
"199","2018-03-09",9.25
"200","2018-03-12",9.13
"201","2018-03-13",9.23
"202","2018-03-14",9.18
"203","2018-03-15",7.04
"204","2018-03-16",7.41
"205","2018-03-19",7.35
"206","2018-03-20",7.35
"207","2018-03-21",7.69
"208","2018-03-22",7.33
"209","2018-03-23",7.31
"210","2018-03-26",7.19
"211","2018-03-27",7.17
"212","2018-03-28",7.18
"213","2018-03-29",7.15
"214","2018-04-02",7.04
"215","2018-04-03",7
"216","2018-04-04",7.1
"217","2018-04-05",7.13
"218","2018-04-06",6.85
"219","2018-04-09",6.79
"220","2018-04-10",6.81
"221","2018-04-11",6.75
"222","2018-04-12",6.82
"223","2018-04-13",6.9
"224","2018-04-16",6.84
"225","2018-04-17",6.85
"226","2018-04-18",6.9
"227","2018-04-19",6.96
"228","2018-04-20",7
"229","2018-04-23",7.05
"230","2018-04-24",6.97
"231","2018-04-25",6.97
"232","2018-04-26",6.93
"233","2018-04-27",6.51
"234","2018-04-30",6.33
"235","2018-05-01",6.34
"236","2018-05-02",6.4
"237","2018-05-03",6.25
"238","2018-05-04",6.46
"239","2018-05-07",6.7
"240","2018-05-08",6.5
"241","2018-05-09",6.6
"242","2018-05-10",6.75
"243","2018-05-11",8.69
"244","2018-05-14",8.74
"245","2018-05-15",8.33
"246","2018-05-16",8.28
"247","2018-05-17",8.48
"248","2018-05-18",8.67
"249","2018-05-21",8.93
"250","2018-05-22",8.87
"251","2018-05-23",8.95
"252","2018-05-24",8.77
"253","2018-05-25",8.68
"254","2018-05-29",8.72
"255","2018-05-30",8.51
"256","2018-05-31",8.85
"257","2018-06-01",8.92
"258","2018-06-04",8.65
"259","2018-06-05",8.77
"260","2018-06-06",8.94
"261","2018-06-07",9
"262","2018-06-08",9.23
"263","2018-06-11",9.48
"264","2018-06-12",9.52
"265","2018-06-13",9.24
"266","2018-06-14",9.33
"267","2018-06-15",9.68
"268","2018-06-18",9.6
"269","2018-06-19",9.75
"270","2018-06-20",9.69
"271","2018-06-21",9.44
"272","2018-06-22",9.79
"273","2018-06-25",9.74
"274","2018-06-26",9.7
"275","2018-06-27",9.57
"276","2018-06-28",9.66
"277","2018-06-29",9.66
"278","2018-07-02",9.82
"279","2018-07-03",10.3
"280","2018-07-05",10.57
"281","2018-07-06",11
"282","2018-07-09",11.43
"283","2018-07-10",10.98
"284","2018-07-11",10.65
"285","2018-07-12",10.9
"286","2018-07-13",10.88
"287","2018-07-16",11.14
"288","2018-07-17",10.77
"289","2018-07-18",10.96
"290","2018-07-19",10.76
"291","2018-07-20",10.66
"292","2018-07-23",10.65
"293","2018-07-24",10.41
"294","2018-07-25",10.12
"295","2018-07-26",10.4
"296","2018-07-27",10.4
"297","2018-07-30",10.6
"298","2018-07-31",10.88
"299","2018-08-01",10.98
"300","2018-08-02",10.77
"301","2018-08-03",10.91
"302","2018-08-06",10.97
"303","2018-08-07",10.93
"304","2018-08-08",10.87
"305","2018-08-09",10.93
"306","2018-08-10",12.65
"307","2018-08-13",11.97
"308","2018-08-14",11.8
"309","2018-08-15",11.82
"310","2018-08-16",11.9
"311","2018-08-17",11.69
"312","2018-08-20",11.8
"313","2018-08-21",11.79
"314","2018-08-22",11.73
"315","2018-08-23",11.61
"316","2018-08-24",11.77
"317","2018-08-27",11.86
"318","2018-08-28",11.77
"319","2018-08-29",11.83
"320","2018-08-30",11.61
"321","2018-08-31",11.65
"322","2018-09-04",11.4
"323","2018-09-05",11.29
"324","2018-09-06",10.91
"325","2018-09-07",11.14
"326","2018-09-10",11.17
"327","2018-09-11",11.18
"328","2018-09-12",11.28
"329","2018-09-13",11.14
"330","2018-09-14",11.18
"331","2018-09-17",11.28
"332","2018-09-18",11.49
"333","2018-09-19",11.52
"334","2018-09-20",11.62
"335","2018-09-21",11.47
"336","2018-09-24",11.23
"337","2018-09-25",11.4
"338","2018-09-26",11.41
"339","2018-09-27",11.33
"340","2018-09-28",11.21
"341","2018-10-01",11.21
"342","2018-10-02",11.69
"343","2018-10-03",11.96
"344","2018-10-04",12.3
"345","2018-10-05",11.74
"346","2018-10-08",11.35
"347","2018-10-09",11.54
"348","2018-10-10",11.22
"349","2018-10-11",11.08
"350","2018-10-12",11.09
"351","2018-10-15",11.3
"352","2018-10-16",11.37
"353","2018-10-17",11.03
"354","2018-10-18",10.86
"355","2018-10-19",10.83
"356","2018-10-22",10.6
"357","2018-10-23",10.39
"358","2018-10-24",9.86
"359","2018-10-25",9.92
"360","2018-10-26",9.57
"361","2018-10-29",9.31
"362","2018-10-30",9.54
"363","2018-10-31",9.74
"364","2018-11-01",9.75
"365","2018-11-02",9.77
"366","2018-11-05",9.99
"367","2018-11-06",10.22
"368","2018-11-07",10.43
"369","2018-11-08",10.38
"370","2018-11-09",10.88
"371","2018-11-12",10.74
"372","2018-11-13",10.46
"373","2018-11-14",10.49
"374","2018-11-15",10.32
"375","2018-11-16",10.18
"376","2018-11-19",10.03
"377","2018-11-20",9.73
"378","2018-11-21",10
"379","2018-11-23",9.86
"380","2018-11-26",9.64
"381","2018-11-27",9.38
"382","2018-11-28",9.5
"383","2018-11-29",9.4
"384","2018-11-30",9.34
"385","2018-12-03",9.17
"386","2018-12-04",8.82
"387","2018-12-06",8.7
"388","2018-12-07",8.48
"389","2018-12-10",8.13
"390","2018-12-11",8.05
"391","2018-12-12",8.14
"392","2018-12-13",7.91
"393","2018-12-14",7.98
"394","2018-12-17",7.85
"395","2018-12-18",7.95
"396","2018-12-19",7.87
"397","2018-12-20",7.3
"398","2018-12-21",7.02
"399","2018-12-24",6.76
"400","2018-12-26",6.89
"401","2018-12-27",6.76
"402","2018-12-28",7.03
"403","2018-12-31",7.13
"404","2019-01-02",7.49
"405","2019-01-03",7.43
"406","2019-01-04",7.64
"407","2019-01-07",7.84
"408","2019-01-08",8.05
"409","2019-01-09",7.88
"410","2019-01-10",7.95
"411","2019-01-11",7.94
"412","2019-01-14",7.97
"413","2019-01-15",8.1
"414","2019-01-16",7.83
"415","2019-01-17",7.8
"416","2019-01-18",7.89
"417","2019-01-22",7.66
"418","2019-01-23",7.58
"419","2019-01-24",7.79
"420","2019-01-25",7.58
"421","2019-01-28",7.52
"422","2019-01-29",7.36
"423","2019-01-30",7.23
"424","2019-01-31",7.56
"425","2019-02-01",7.85
"426","2019-02-04",7.89
"427","2019-02-05",7.8
"428","2019-02-06",7.56
"429","2019-02-07",7.52
"430","2019-02-08",7.7
"431","2019-02-11",7.86
"432","2019-02-12",7.92
"433","2019-02-13",7.89
"434","2019-02-14",8.08
"435","2019-02-15",8.49
"436","2019-02-19",8.6
"437","2019-02-20",8.26
"438","2019-02-21",8.32
"439","2019-02-22",8.62
"440","2019-02-25",8.51
"441","2019-02-26",8.41
"442","2019-02-27",8.33
"443","2019-02-28",8.22
"444","2019-03-01",8.3
"445","2019-03-04",8.19
"446","2019-03-05",8.02
"447","2019-03-06",7.93
"448","2019-03-07",7.98
"449","2019-03-08",7.5
"450","2019-03-11",7.91
"451","2019-03-12",7.86
"452","2019-03-13",8.24
"453","2019-03-14",8.5
"454","2019-03-15",9.18
"455","2019-03-18",9.21
"456","2019-03-19",9.31
"457","2019-03-20",9.22
"458","2019-03-21",9.44
"459","2019-03-22",9.5
"460","2019-03-25",9.46
"461","2019-03-26",9.41
"462","2019-03-27",9.31
"463","2019-03-28",9.3
"464","2019-03-29",9.1
"465","2019-04-01",9.44
"466","2019-04-02",9.43
"467","2019-04-03",9.44
"468","2019-04-04",9.49
"469","2019-04-05",9.74
"470","2019-04-08",9.53
"471","2019-04-09",9.37
"472","2019-04-10",9.73
"473","2019-04-11",9.59
"474","2019-04-12",9.52
"475","2019-04-15",9.2
"476","2019-04-16",9.21
"477","2019-04-17",9.4
"478","2019-04-18",9.25
"479","2019-04-22",9.05
"480","2019-04-23",8.78
"481","2019-04-24",8.51
"482","2019-04-25",8.24
"483","2019-04-26",8.28
"484","2019-04-29",8.27
"485","2019-04-30",7.99
"486","2019-05-01",7.99
"487","2019-05-02",8.02
"488","2019-05-03",8.08
"489","2019-05-06",8.14
"490","2019-05-07",7.92
"491","2019-05-08",7.83
"492","2019-05-09",8.37
"493","2019-05-10",8.42
"494","2019-05-13",8.09
"495","2019-05-14",8.17
"496","2019-05-15",8.3
"497","2019-05-16",8.33
"498","2019-05-17",8.39
"499","2019-05-20",8.4
"500","2019-05-21",8.33
"501","2019-05-22",8.26
"502","2019-05-23",7.94
"503","2019-05-24",7.95
"504","2019-05-28",7.83
"505","2019-05-29",7.77
"506","2019-05-30",7.63
"507","2019-05-31",7.46
"508","2019-06-03",7.33
"509","2019-06-04",7.3
"510","2019-06-05",7.15
"511","2019-06-06",7.24
"512","2019-06-07",7.29
"513","2019-06-10",7.27
"514","2019-06-11",7.2
"515","2019-06-12",7.17
"516","2019-06-13",7.12
"517","2019-06-14",7.16
"518","2019-06-17",7.08
"519","2019-06-18",7.34
"520","2019-06-19",7.46
"521","2019-06-20",7.42
"522","2019-06-21",7.16
"523","2019-06-24",7.17
"524","2019-06-25",7.03
"525","2019-06-26",7
"526","2019-06-27",7.02
"527","2019-06-28",7.26
"528","2019-07-01",7.31
"529","2019-07-02",7.36
"530","2019-07-03",7.55
"531","2019-07-05",7.88
"532","2019-07-08",7.86
"533","2019-07-09",7.64
"534","2019-07-10",7.63
"535","2019-07-11",7.58
"536","2019-07-12",7.68
"537","2019-07-15",7.6
"538","2019-07-16",7.75
"539","2019-07-17",7.77
"540","2019-07-18",7.34
"541","2019-07-19",7.31
"542","2019-07-22",7.3
"543","2019-07-23",7.44
"544","2019-07-24",7.82
"545","2019-07-25",7.68
"546","2019-07-26",7.81
"547","2019-07-29",7.69
"548","2019-07-30",7.69
"549","2019-07-31",7.59
"550","2019-08-01",7.46
"551","2019-08-02",7.32
"552","2019-08-05",7.07
"553","2019-08-06",6.56
"554","2019-08-07",6.18
"555","2019-08-08",6.18
"556","2019-08-09",6.06
"557","2019-08-12",5.96
"558","2019-08-13",5.69
"559","2019-08-14",5.64
"560","2019-08-15",5.57
"561","2019-08-16",5.69
"562","2019-08-19",5.66
"563","2019-08-20",5.52
"564","2019-08-21",5.39
"565","2019-08-22",5.2
"566","2019-08-23",4.99
"567","2019-08-26",5.21
"568","2019-08-27",5.27
"569","2019-08-28",5.55
"570","2019-08-29",5.63
"571","2019-08-30",5.62
"572","2019-09-03",5.39
"573","2019-09-04",5.46
"574","2019-09-05",5.46
"575","2019-09-06",5.48
"576","2019-09-09",5.63
"577","2019-09-10",5.68
"578","2019-09-11",5.7
"579","2019-09-12",5.78
"580","2019-09-13",5.91
"581","2019-09-16",6.21
"582","2019-09-17",6.4
"583","2019-09-18",6.4
"584","2019-09-19",6.36
"585","2019-09-20",6.35
"586","2019-09-23",6.5
"587","2019-09-24",6.48
"588","2019-09-25",6.45
"589","2019-09-26",6.26
"590","2019-09-27",5.99
"591","2019-09-30",6.16
"592","2019-10-01",6
"593","2019-10-02",6.11
"594","2019-10-03",6.01
"595","2019-10-04",6.09
"596","2019-10-07",5.93
"597","2019-10-08",5.7
"598","2019-10-09",5.6
"599","2019-10-10",5.75
"600","2019-10-11",5.75
"601","2019-10-14",5.8
"602","2019-10-15",6
"603","2019-10-16",5.91
"604","2019-10-17",5.99
"605","2019-10-18",5.95
"606","2019-10-21",5.93
"607","2019-10-22",5.95
"608","2019-10-23",6.19
"609","2019-10-24",6.04
"610","2019-10-25",6.11
"611","2019-10-28",6.19
"612","2019-10-29",6.21
"613","2019-10-30",6.27
"614","2019-10-31",6.35
"615","2019-11-01",7.15
"616","2019-11-04",6.72
"617","2019-11-05",6.46
"618","2019-11-06",6.49
"619","2019-11-07",6.43
"620","2019-11-08",6.46
"621","2019-11-11",6.56
"622","2019-11-12",6.55
"623","2019-11-13",6.48
"624","2019-11-14",6.42
"625","2019-11-15",6.4
"626","2019-11-18",6.38
"627","2019-11-19",6.33
"628","2019-11-20",6.23
"629","2019-11-21",6.11
"630","2019-11-22",6.15
"631","2019-11-25",6.07
"632","2019-11-26",5.89
"633","2019-11-27",5.98
"634","2019-11-29",6.13
"635","2019-12-02",5.94
"636","2019-12-03",5.98
"637","2019-12-04",6.27
"638","2019-12-05",6.74
"639","2019-12-06",6.89
"640","2019-12-09",6.67
"641","2019-12-10",6.51
"642","2019-12-11",6.58
"643","2019-12-12",6.65
"644","2019-12-13",6.54
"645","2019-12-16",6.53
"646","2019-12-17",6.52
"647","2019-12-18",6.53
"648","2019-12-19",6.53
"649","2019-12-20",6.63
"650","2019-12-23",7
"651","2019-12-24",6.98
"652","2019-12-26",7.09
"653","2019-12-27",7.06
"654","2019-12-30",7.02
"655","2019-12-31",7.42
"656","2020-01-02",7.19
"657","2020-01-03",7.12
"658","2020-01-06",7.08
"659","2020-01-07",7
"660","2020-01-08",7.02
"661","2020-01-09",6.88
"662","2020-01-10",6.72
"663","2020-01-13",6.72
"664","2020-01-14",6.65
"665","2020-01-15",6.75
"666","2020-01-16",6.68
"667","2020-01-17",6.7
"668","2020-01-21",6.59
"669","2020-01-22",6.6
"670","2020-01-23",6.6
"671","2020-01-24",6.67
"672","2020-01-27",6.72
"673","2020-01-28",6.85
"674","2020-01-29",6.77
"675","2020-01-30",6.8
"676","2020-01-31",6.75
"677","2020-02-03",6.92
"678","2020-02-04",7.09
"679","2020-02-05",7.34
"680","2020-02-06",7.52
"681","2020-02-07",7.53
"682","2020-02-10",7.83
"683","2020-02-11",8.01
"684","2020-02-12",7.71
"685","2020-02-13",7.5
"686","2020-02-14",7.45
"687","2020-02-18",7.38
"688","2020-02-19",7.46
"689","2020-02-20",7.51
"690","2020-02-21",7.45
"691","2020-02-24",7.02
"692","2020-02-25",6.91
"693","2020-02-26",6.72
"694","2020-02-27",6.49
"695","2020-02-28",6.29
"696","2020-03-02",6.3
"697","2020-03-03",6.22
"698","2020-03-04",6.26
"699","2020-03-05",5.26
"700","2020-03-06",5.19
"701","2020-03-09",4.68
"702","2020-03-10",4.69
"703","2020-03-11",4.09
"704","2020-03-12",3.38
"705","2020-03-13",3.83
"706","2020-03-16",3.35
"707","2020-03-17",3.56
"708","2020-03-18",3.36
"709","2020-03-19",3.92
"710","2020-03-20",3.23
"711","2020-03-23",3.14
"712","2020-03-24",3.58
"713","2020-03-25",3.84
"714","2020-03-26",4.34
"715","2020-03-27",4.02
"716","2020-03-30",4.12
"717","2020-03-31",4.76
"718","2020-04-01",4.02
"719","2020-04-02",4.01
"720","2020-04-03",4.02
"721","2020-04-06",4.54
"722","2020-04-07",4.48
"723","2020-04-08",4.45
"724","2020-04-09",4.71
"725","2020-04-13",4.5
"726","2020-04-14",4.58
"727","2020-04-15",4.42
"728","2020-04-16",4.59
"729","2020-04-17",5.86
"730","2020-04-20",5.49
"731","2020-04-21",5.3
"732","2020-04-22",5.34
"733","2020-04-23",5.55
"734","2020-04-24",5.47
"735","2020-04-27",5.5
"736","2020-04-28",5.61
"737","2020-04-29",6.21
"738","2020-04-30",5.92
"739","2020-05-01",5.84
"740","2020-05-04",5.48
"741","2020-05-05",5.06
"742","2020-05-06",5.05
"743","2020-05-07",5.44
"744","2020-05-08",5.46
"745","2020-05-11",5.4
"746","2020-05-12",5.28
"747","2020-05-13",5.32
"748","2020-05-14",5.25
"749","2020-05-15",5.29
"750","2020-05-18",5.2
"751","2020-05-19",5.25
"752","2020-05-20",5.63
"753","2020-05-21",6.17
"754","2020-05-22",6.13
"755","2020-05-26",6.31
"756","2020-05-27",6.51
"757","2020-05-28",6.17
"758","2020-05-29",6.51
"759","2020-06-01",6.47
"760","2020-06-02",6.4
"761","2020-06-03",6.5
"762","2020-06-04",6.81
"763","2020-06-05",6.72
"764","2020-06-08",6.9
"765","2020-06-09",6.79
"766","2020-06-10",6.72
"767","2020-06-11",6.29
"768","2020-06-12",6.2
"769","2020-06-15",6.35
"770","2020-06-16",6.47
"771","2020-06-17",6.21
"772","2020-06-18",6.3
"773","2020-06-19",6.4
"774","2020-06-22",6.15
"775","2020-06-23",6.13
"776","2020-06-24",5.82
"777","2020-06-25",6.04
"778","2020-06-26",5.32
"779","2020-06-29",5.64
"780","2020-06-30",5.27
"781","2020-07-01",5.48
"782","2020-07-02",5.25
"783","2020-07-06",5.33
"784","2020-07-07",5.16
"785","2020-07-08",5.11
"786","2020-07-09",4.96
"787","2020-07-10",5.26
"788","2020-07-13",5.31
"789","2020-07-14",5.28
"790","2020-07-15",5.5
"791","2020-07-16",5.48
"792","2020-07-17",5.5
"793","2020-07-20",5.38
"794","2020-07-21",5.29
"795","2020-07-22",5.63
"796","2020-07-23",5.54
"797","2020-07-24",6.1
"798","2020-07-27",5.73
"799","2020-07-28",5.7
"800","2020-07-29",5.78
"801","2020-07-30",5.72
"802","2020-07-31",5.46
"803","2020-08-03",5.62
"804","2020-08-04",6.41
"805","2020-08-05",6.34
"806","2020-08-06",6.52
"807","2020-08-07",6.47
"808","2020-08-10",6.56
"809","2020-08-11",6.52
"810","2020-08-12",6.67
"811","2020-08-13",6.45
"812","2020-08-14",6.49
"813","2020-08-17",6.22
"814","2020-08-18",6.09
"815","2020-08-19",6.08
"816","2020-08-20",6
"817","2020-08-21",5.95
"818","2020-08-24",6.13
"819","2020-08-25",6.16
"820","2020-08-26",6.15
"821","2020-08-27",6.09
"822","2020-08-28",6.03
"823","2020-08-31",5.75
"824","2020-09-01",5.8
"825","2020-09-02",5.87
"826","2020-09-03",5.78
"827","2020-09-04",5.7
"828","2020-09-08",5.95
"829","2020-09-09",5.97
"830","2020-09-10",5.72
"831","2020-09-11",5.6
"832","2020-09-14",5.76
"833","2020-09-15",5.9
"834","2020-09-16",6.06
"835","2020-09-17",5.96
"836","2020-09-18",5.8
"837","2020-09-21",5.38
"838","2020-09-22",5.51
"839","2020-09-23",5.19
"840","2020-09-24",5.1
"841","2020-09-25",5.15
"842","2020-09-28",5.21
"843","2020-09-29",5.12
"844","2020-09-30",5.19
"845","2020-10-01",5.23
"846","2020-10-02",5.3
"847","2020-10-05",5.45
"848","2020-10-06",5.21
"849","2020-10-07",5.29
"850","2020-10-08",5.31
"851","2020-10-09",5.27
"852","2020-10-12",5.53
"853","2020-10-13",5.32
"854","2020-10-14",5.29
"855","2020-10-15",5.36
"856","2020-10-16",5.36
"857","2020-10-19",5.19
"858","2020-10-20",5.1
"859","2020-10-21",5.18
"860","2020-10-22",5.28
"861","2020-10-23",5.25
"862","2020-10-26",5.06
"863","2020-10-27",4.97
"864","2020-10-28",4.76
"865","2020-10-29",4.97
"866","2020-10-30",4.99
"867","2020-11-02",5.22
"868","2020-11-03",5.38
"869","2020-11-04",5.45
"870","2020-11-05",5.7
"871","2020-11-06",5.95
"872","2020-11-09",6.15
"873","2020-11-10",6.51
"874","2020-11-11",6.62
"875","2020-11-12",6.69
"876","2020-11-13",6.83
"877","2020-11-16",7.16
"878","2020-11-17",7.33
"879","2020-11-18",7.2
"880","2020-11-19",7.15
"881","2020-11-20",7.26
"882","2020-11-23",7.64
"883","2020-11-24",8.21
"884","2020-11-25",8.34
"885","2020-11-27",8.14
