"","date","OSIS"
"1","2007-01-03",20.190001
"2","2007-01-04",20.959999
"3","2007-01-05",21.26
"4","2007-01-08",21.5
"5","2007-01-09",21.4
"6","2007-01-10",21.700001
"7","2007-01-11",21.719999
"8","2007-01-12",21.66
"9","2007-01-16",21.4
"10","2007-01-17",21.559999
"11","2007-01-18",21.219999
"12","2007-01-19",21.129999
"13","2007-01-22",20.65
"14","2007-01-23",20.74
"15","2007-01-24",22.09
"16","2007-01-25",22.389999
"17","2007-01-26",22.440001
"18","2007-01-29",22.24
"19","2007-01-30",22.610001
"20","2007-01-31",23.98
"21","2007-02-01",23.65
"22","2007-02-02",24.18
"23","2007-02-05",23.809999
"24","2007-02-06",24.02
"25","2007-02-07",24.940001
"26","2007-02-08",24.959999
"27","2007-02-09",24.98
"28","2007-02-12",24.379999
"29","2007-02-13",24.24
"30","2007-02-14",24.67
"31","2007-02-15",25.01
"32","2007-02-16",25.790001
"33","2007-02-20",26.07
"34","2007-02-21",26.25
"35","2007-02-22",26.309999
"36","2007-02-23",26.040001
"37","2007-02-26",27.49
"38","2007-02-27",25.34
"39","2007-02-28",25
"40","2007-03-01",25.08
"41","2007-03-02",24.549999
"42","2007-03-05",24.01
"43","2007-03-06",24.57
"44","2007-03-07",24.43
"45","2007-03-08",24.860001
"46","2007-03-09",25.129999
"47","2007-03-12",25.030001
"48","2007-03-13",24.389999
"49","2007-03-14",24.280001
"50","2007-03-15",24.65
"51","2007-03-16",25.01
"52","2007-03-19",25.49
"53","2007-03-20",25.1
"54","2007-03-21",25.889999
"55","2007-03-22",25.799999
"56","2007-03-23",25.77
"57","2007-03-26",26.040001
"58","2007-03-27",26.1
"59","2007-03-28",26.16
"60","2007-03-29",25.93
"61","2007-03-30",26.440001
"62","2007-04-02",26.379999
"63","2007-04-03",26.52
"64","2007-04-04",26.35
"65","2007-04-05",26.200001
"66","2007-04-09",26.24
"67","2007-04-10",26.5
"68","2007-04-11",26.450001
"69","2007-04-12",26.34
"70","2007-04-13",26.93
"71","2007-04-16",27.370001
"72","2007-04-17",26.91
"73","2007-04-18",27.01
"74","2007-04-19",26.700001
"75","2007-04-20",27.07
"76","2007-04-23",27.030001
"77","2007-04-24",26.940001
"78","2007-04-25",26.889999
"79","2007-04-26",27.040001
"80","2007-04-27",27.040001
"81","2007-04-30",26.41
"82","2007-05-01",26.43
"83","2007-05-02",26.389999
"84","2007-05-03",26.09
"85","2007-05-04",26.379999
"86","2007-05-07",26.49
"87","2007-05-08",27.18
"88","2007-05-09",29.219999
"89","2007-05-10",28.049999
"90","2007-05-11",28.799999
"91","2007-05-14",28.379999
"92","2007-05-15",27.790001
"93","2007-05-16",28.1
"94","2007-05-17",27.59
"95","2007-05-18",27.9
"96","2007-05-21",28.139999
"97","2007-05-22",27.719999
"98","2007-05-23",27.57
"99","2007-05-24",26.719999
"100","2007-05-25",26.950001
"101","2007-05-29",27
"102","2007-05-30",26.610001
"103","2007-05-31",26.77
"104","2007-06-01",28.389999
"105","2007-06-04",28.530001
"106","2007-06-05",27.77
"107","2007-06-06",27.610001
"108","2007-06-07",27.23
"109","2007-06-08",27.719999
"110","2007-06-11",27.450001
"111","2007-06-12",27.120001
"112","2007-06-13",27.870001
"113","2007-06-14",27.85
"114","2007-06-15",28.26
"115","2007-06-18",28.23
"116","2007-06-19",27.91
"117","2007-06-20",27.41
"118","2007-06-21",27.040001
"119","2007-06-22",26.91
"120","2007-06-25",26.690001
"121","2007-06-26",26.959999
"122","2007-06-27",27.33
"123","2007-06-28",27.469999
"124","2007-06-29",27.35
"125","2007-07-02",27.450001
"126","2007-07-03",27.969999
"127","2007-07-05",27.799999
"128","2007-07-06",27.35
"129","2007-07-09",27.25
"130","2007-07-10",27.4
"131","2007-07-11",27.530001
"132","2007-07-12",28.549999
"133","2007-07-13",28.33
"134","2007-07-16",28.01
"135","2007-07-17",27.76
"136","2007-07-18",27.709999
"137","2007-07-19",27.549999
"138","2007-07-20",27.059999
"139","2007-07-23",26.92
"140","2007-07-24",25.790001
"141","2007-07-25",26.15
"142","2007-07-26",25.110001
"143","2007-07-27",24.68
"144","2007-07-30",25.32
"145","2007-07-31",24.76
"146","2007-08-01",25.23
"147","2007-08-02",25.32
"148","2007-08-03",24.299999
"149","2007-08-06",23.74
"150","2007-08-07",23.57
"151","2007-08-08",25.469999
"152","2007-08-09",25.370001
"153","2007-08-10",24.98
"154","2007-08-13",24.870001
"155","2007-08-14",24.809999
"156","2007-08-15",24.790001
"157","2007-08-16",26.17
"158","2007-08-17",25.9
"159","2007-08-20",25.84
"160","2007-08-21",26.110001
"161","2007-08-22",25.93
"162","2007-08-23",24.690001
"163","2007-08-24",25.120001
"164","2007-08-27",25.42
"165","2007-08-28",24.690001
"166","2007-08-29",24.690001
"167","2007-08-30",24.51
"168","2007-08-31",24.91
"169","2007-09-04",25.559999
"170","2007-09-05",20.559999
"171","2007-09-06",21.799999
"172","2007-09-07",21.24
"173","2007-09-10",20.65
"174","2007-09-11",21.08
"175","2007-09-12",20.59
"176","2007-09-13",20.709999
"177","2007-09-14",20.68
"178","2007-09-17",20.02
"179","2007-09-18",20.9
"180","2007-09-19",21.33
"181","2007-09-20",21.780001
"182","2007-09-21",21.950001
"183","2007-09-24",22.16
"184","2007-09-25",21.879999
"185","2007-09-26",21.98
"186","2007-09-27",22.01
"187","2007-09-28",22.51
"188","2007-10-01",23.35
"189","2007-10-02",23.5
"190","2007-10-03",23.83
"191","2007-10-04",23.700001
"192","2007-10-05",23.91
"193","2007-10-08",23.93
"194","2007-10-09",23.889999
"195","2007-10-10",23.93
"196","2007-10-11",23.780001
"197","2007-10-12",24.1
"198","2007-10-15",24.32
"199","2007-10-16",24
"200","2007-10-17",23.76
"201","2007-10-18",23.92
"202","2007-10-19",23
"203","2007-10-22",23.09
"204","2007-10-23",23.299999
"205","2007-10-24",22.860001
"206","2007-10-25",23.08
"207","2007-10-26",23.610001
"208","2007-10-29",23.950001
"209","2007-10-30",24.389999
"210","2007-10-31",25.030001
"211","2007-11-01",24.540001
"212","2007-11-02",24.059999
"213","2007-11-05",23.83
"214","2007-11-06",25.85
"215","2007-11-07",25.049999
"216","2007-11-08",25.129999
"217","2007-11-09",25.200001
"218","2007-11-12",24.690001
"219","2007-11-13",24.99
"220","2007-11-14",25.049999
"221","2007-11-15",24.68
"222","2007-11-16",24.75
"223","2007-11-19",24.309999
"224","2007-11-20",24.65
"225","2007-11-21",24.219999
"226","2007-11-23",24.23
"227","2007-11-26",24.190001
"228","2007-11-27",23.969999
"229","2007-11-28",25.299999
"230","2007-11-29",25.27
"231","2007-11-30",24.790001
"232","2007-12-03",24.98
"233","2007-12-04",24.610001
"234","2007-12-05",25.5
"235","2007-12-06",26.09
"236","2007-12-07",26.75
"237","2007-12-10",26.860001
"238","2007-12-11",26.950001
"239","2007-12-12",26.24
"240","2007-12-13",26.299999
"241","2007-12-14",26.25
"242","2007-12-17",25.66
"243","2007-12-18",25.91
"244","2007-12-19",26.040001
"245","2007-12-20",26.66
"246","2007-12-21",27.200001
"247","2007-12-24",27.25
"248","2007-12-26",27.07
"249","2007-12-27",26.209999
"250","2007-12-28",26.02
"251","2007-12-31",26.469999
"252","2008-01-02",25.620001
"253","2008-01-03",25.190001
"254","2008-01-04",25.17
"255","2008-01-07",25.290001
"256","2008-01-08",24.719999
"257","2008-01-09",25
"258","2008-01-10",24.93
"259","2008-01-11",23.57
"260","2008-01-14",24.110001
"261","2008-01-15",23.59
"262","2008-01-16",24.18
"263","2008-01-17",23.450001
"264","2008-01-18",22.92
"265","2008-01-22",22.459999
"266","2008-01-23",22.620001
"267","2008-01-24",22.950001
"268","2008-01-25",22.559999
"269","2008-01-28",22.549999
"270","2008-01-29",22.719999
"271","2008-01-30",22.280001
"272","2008-01-31",23.33
"273","2008-02-01",23.799999
"274","2008-02-04",24.129999
"275","2008-02-05",25.33
"276","2008-02-06",22.99
"277","2008-02-07",24.030001
"278","2008-02-08",23.18
"279","2008-02-11",23.120001
"280","2008-02-12",22.91
"281","2008-02-13",23
"282","2008-02-14",21.99
"283","2008-02-15",22.23
"284","2008-02-19",22
"285","2008-02-20",22.35
"286","2008-02-21",21.67
"287","2008-02-22",21.49
"288","2008-02-25",21.959999
"289","2008-02-26",22.280001
"290","2008-02-27",21.940001
"291","2008-02-28",21.4
"292","2008-02-29",21.15
"293","2008-03-03",21.07
"294","2008-03-04",21.16
"295","2008-03-05",21.209999
"296","2008-03-06",20.700001
"297","2008-03-07",20.83
"298","2008-03-10",20.610001
"299","2008-03-11",21.27
"300","2008-03-12",21.629999
"301","2008-03-13",22.309999
"302","2008-03-14",22.129999
"303","2008-03-17",21.780001
"304","2008-03-18",22.4
"305","2008-03-19",21.98
"306","2008-03-20",22.42
"307","2008-03-24",22.65
"308","2008-03-25",22.35
"309","2008-03-26",22.129999
"310","2008-03-27",23.48
"311","2008-03-28",22.99
"312","2008-03-31",23.02
"313","2008-04-01",23.6
"314","2008-04-02",23.76
"315","2008-04-03",23.99
"316","2008-04-04",24.379999
"317","2008-04-07",23.950001
"318","2008-04-08",23.84
"319","2008-04-09",23.860001
"320","2008-04-10",23.700001
"321","2008-04-11",23.01
"322","2008-04-14",22.309999
"323","2008-04-15",22.280001
