"","date","PARR"
"75","2012-12-21",12
"76","2012-12-24",12
"77","2012-12-26",12
"78","2012-12-27",12
"79","2012-12-28",12
"80","2012-12-31",12
"81","2013-01-02",12
"82","2013-01-03",11
"83","2013-01-04",11.5
"84","2013-01-07",12
"85","2013-01-08",12
"86","2013-01-09",12
"87","2013-01-10",12
"88","2013-01-11",11
"89","2013-01-14",11.5
"90","2013-01-15",11.5
"91","2013-01-16",11.5
"92","2013-01-17",11.5
"93","2013-01-18",11.5
"94","2013-01-22",11.5
"95","2013-01-23",11.5
"96","2013-01-24",11.5
"97","2013-01-25",12
"98","2013-01-28",12
"99","2013-01-29",12
"100","2013-01-30",12
"101","2013-01-31",12
"102","2013-02-01",12
"103","2013-02-04",12
"104","2013-02-05",12
"105","2013-02-06",12
"106","2013-02-07",12
"107","2013-02-08",12
"108","2013-02-11",12
"109","2013-02-12",12
"110","2013-02-13",12
"111","2013-02-14",12
"112","2013-02-15",12
"113","2013-02-19",12
"114","2013-02-20",12
"115","2013-02-21",12
"116","2013-02-22",12
"117","2013-02-25",12
"118","2013-02-26",11.9
"119","2013-02-27",12
"120","2013-02-28",12
"121","2013-03-01",12
"122","2013-03-04",12.2
"123","2013-03-05",12.2
"124","2013-03-06",12.2
"125","2013-03-07",12.5
"126","2013-03-08",12.5
"127","2013-03-11",12.5
"128","2013-03-12",12.5
"129","2013-03-13",12.5
"130","2013-03-14",12.4
"131","2013-03-15",12.4
"132","2013-03-18",12.3
"133","2013-03-19",12.3
"134","2013-03-20",12
"135","2013-03-21",12
"136","2013-03-22",12.3
"137","2013-03-25",12.5
"138","2013-03-26",13.2
"139","2013-03-27",13.1
"140","2013-03-28",14.2
"141","2013-04-01",15.4
"142","2013-04-02",16.299999
"143","2013-04-03",16.200001
"144","2013-04-04",16
"145","2013-04-05",16
"146","2013-04-08",15.8
"147","2013-04-09",16.9
"148","2013-04-10",17
"149","2013-04-11",17
"150","2013-04-12",17.5
"151","2013-04-15",17.6
"152","2013-04-16",17.6
"153","2013-04-17",16.9
"154","2013-04-18",17.5
"155","2013-04-19",17.4
"156","2013-04-22",16
"157","2013-04-23",16.700001
"158","2013-04-24",16.5
"159","2013-04-25",15.7
"160","2013-04-26",17
"161","2013-04-29",16.200001
"162","2013-04-30",16.299999
"163","2013-05-01",16.700001
"164","2013-05-02",16.5
"165","2013-05-03",16.5
"166","2013-05-06",16
"167","2013-05-07",15.7
"168","2013-05-08",15.5
"169","2013-05-09",15.5
"170","2013-05-10",16.1
"171","2013-05-13",15.8
"172","2013-05-14",16
"173","2013-05-15",16
"174","2013-05-16",16
"175","2013-05-17",16
"176","2013-05-20",16
"177","2013-05-21",15.5
"178","2013-05-22",15.5
"179","2013-05-23",15.5
"180","2013-05-24",15
"181","2013-05-28",15
"182","2013-05-29",14.9
"183","2013-05-30",16
"184","2013-05-31",15.5
"185","2013-06-03",15
"186","2013-06-04",15
"187","2013-06-05",15.3
"188","2013-06-06",15
"189","2013-06-07",15.2
"190","2013-06-10",15.2
"191","2013-06-11",15.1
"192","2013-06-12",15
"193","2013-06-13",15
"194","2013-06-14",15.1
"195","2013-06-17",15.5
"196","2013-06-18",16.1
"197","2013-06-19",16.6
"198","2013-06-20",16.6
"199","2013-06-21",16.700001
"200","2013-06-24",16.700001
"201","2013-06-25",16.6
"202","2013-06-26",16.6
"203","2013-06-27",16.4
"204","2013-06-28",16.299999
"205","2013-07-01",16.5
"206","2013-07-02",17.799999
"207","2013-07-03",18.5
"208","2013-07-05",18
"209","2013-07-08",18
"210","2013-07-09",18
"211","2013-07-10",18
"212","2013-07-11",17.799999
"213","2013-07-12",17.6
"214","2013-07-15",17.9
"215","2013-07-16",18
"216","2013-07-17",18.1
"217","2013-07-18",18.1
"218","2013-07-19",18
"219","2013-07-22",18
"220","2013-07-23",17.9
"221","2013-07-24",17.799999
"222","2013-07-25",18
"223","2013-07-26",18
"224","2013-07-29",18
"225","2013-07-30",18
"226","2013-07-31",18
"227","2013-08-01",17.9
"228","2013-08-02",17.799999
"229","2013-08-05",17.5
"230","2013-08-06",17.5
"231","2013-08-07",17.6
"232","2013-08-08",17.700001
"233","2013-08-09",17.700001
"234","2013-08-12",17.6
"235","2013-08-13",17.6
"236","2013-08-14",17.799999
"237","2013-08-15",17.6
"238","2013-08-16",17.4
"239","2013-08-19",17
"240","2013-08-20",17
"241","2013-08-21",16.9
"242","2013-08-22",16.5
"243","2013-08-23",16.6
"244","2013-08-26",16.9
"245","2013-08-27",16.5
"246","2013-08-28",16.5
"247","2013-08-29",16.5
"248","2013-08-30",17
"249","2013-09-03",16.9
"250","2013-09-04",16.700001
"251","2013-09-05",16.9
"252","2013-09-06",16.799999
"253","2013-09-09",17
"254","2013-09-10",16.9
"255","2013-09-11",17
"256","2013-09-12",17.6
"257","2013-09-13",18.799999
"258","2013-09-16",18.5
"259","2013-09-17",18.700001
"260","2013-09-18",18.5
"261","2013-09-19",18.5
"262","2013-09-20",18.5
"263","2013-09-23",18.5
"264","2013-09-24",19
"265","2013-09-25",18.9
"266","2013-09-26",18.700001
"267","2013-09-27",18.1
"268","2013-09-30",18.1
"269","2013-10-01",18.5
"270","2013-10-02",18.799999
"271","2013-10-03",18.700001
"272","2013-10-04",19.6
"273","2013-10-07",20.200001
"274","2013-10-08",21
"275","2013-10-09",20.200001
"276","2013-10-10",20
"277","2013-10-11",20.1
"278","2013-10-14",19.9
"279","2013-10-15",19.799999
"280","2013-10-16",19.9
"281","2013-10-17",19.799999
"282","2013-10-18",20
"283","2013-10-21",20.1
"284","2013-10-22",20.5
"285","2013-10-23",20.6
"286","2013-10-24",20.4
"287","2013-10-25",20.5
"288","2013-10-28",22.700001
"289","2013-10-29",23.700001
"290","2013-10-30",24
"291","2013-10-31",23.5
"292","2013-11-01",23.200001
"293","2013-11-04",23.9
"294","2013-11-05",23.5
"295","2013-11-06",24
"296","2013-11-07",24
"297","2013-11-08",24
"298","2013-11-11",24.5
"299","2013-11-12",24.6
"300","2013-11-13",24.6
"301","2013-11-14",24
"302","2013-11-15",22.9
"303","2013-11-18",23.200001
"304","2013-11-19",21
"305","2013-11-20",20.5
"306","2013-11-21",20.5
"307","2013-11-22",21
"308","2013-11-25",21
"309","2013-11-26",20.5
"310","2013-11-27",20.4
"311","2013-11-29",20.5
"312","2013-12-02",20.5
"313","2013-12-03",20.5
"314","2013-12-04",20.5
"315","2013-12-05",20.299999
"316","2013-12-06",20.5
"317","2013-12-09",20.5
"318","2013-12-10",20.4
"319","2013-12-11",20.200001
"320","2013-12-12",20.4
"321","2013-12-13",20.5
"322","2013-12-16",20.700001
"323","2013-12-17",20.5
"324","2013-12-18",20.4
"325","2013-12-19",20.5
"326","2013-12-20",20.5
"327","2013-12-23",20.5
"328","2013-12-24",20.4
"329","2013-12-26",20.4
"330","2013-12-27",20.5
"331","2013-12-30",22.700001
"332","2013-12-31",22.299999
"333","2014-01-02",22.5
"334","2014-01-03",23
"335","2014-01-06",22.9
"336","2014-01-07",23.299999
"337","2014-01-08",23.4
"338","2014-01-09",23.5
"339","2014-01-10",23.4
"340","2014-01-13",22
"341","2014-01-14",22
"342","2014-01-15",22.5
"343","2014-01-16",22.5
"344","2014-01-17",22.5
"345","2014-01-21",22.4
"346","2014-01-22",22.5
"347","2014-01-23",22.4
"348","2014-01-24",22
"349","2014-01-27",21.6
"350","2014-01-28",21.5
"351","2014-01-29",21.5
"352","2014-01-30",22.99
"353","2014-01-31",22.4
"354","2014-02-03",21.299999
"355","2014-02-04",21.9
"356","2014-02-05",20.48
"357","2014-02-06",20.75
"358","2014-02-07",21.6
"359","2014-02-10",21.299999
"360","2014-02-11",20.5
"361","2014-02-12",20.85
"362","2014-02-13",20.85
"363","2014-02-14",21
"364","2014-02-18",20.950001
"365","2014-02-19",21
"366","2014-02-20",20.65
"367","2014-02-21",21
"368","2014-02-24",21.299999
"369","2014-02-25",21
"370","2014-02-26",21.25
"371","2014-02-27",21
"372","2014-02-28",21
"373","2014-03-03",21.049999
"374","2014-03-04",21.15
"375","2014-03-05",21.15
"376","2014-03-06",21.1
"377","2014-03-07",21
"378","2014-03-10",21.4
"379","2014-03-11",21.15
"380","2014-03-12",21.33
"381","2014-03-13",21.299999
"382","2014-03-14",21.34
"383","2014-03-17",21.200001
"384","2014-03-18",21.200001
"385","2014-03-19",21.200001
"386","2014-03-20",21.15
"387","2014-03-21",21.200001
"388","2014-03-24",20.940001
"389","2014-03-25",20.950001
"390","2014-03-26",21.049999
"391","2014-03-27",21
"392","2014-03-28",21
"393","2014-03-31",19.98
"394","2014-04-01",19.9
"395","2014-04-02",19.9
"396","2014-04-03",19.52
"397","2014-04-04",19.700001
"398","2014-04-07",19.5
"399","2014-04-08",19.5
"400","2014-04-09",19.5
"401","2014-04-10",19.4
"402","2014-04-11",19.379999
"403","2014-04-14",19.5
"404","2014-04-15",19.42
"405","2014-04-16",19.200001
"406","2014-04-17",19.1
"407","2014-04-21",19.1
"408","2014-04-22",19.1
"409","2014-04-23",19.049999
"410","2014-04-24",19.049999
"411","2014-04-25",19
"412","2014-04-28",18.85
"413","2014-04-29",18.85
"414","2014-04-30",18.700001
"415","2014-05-01",18.6
"416","2014-05-02",18.299999
"417","2014-05-05",18
"418","2014-05-06",18.15
"419","2014-05-07",18.200001
"420","2014-05-08",18.1
"421","2014-05-09",18.25
"422","2014-05-12",18.25
"423","2014-05-13",18.200001
"424","2014-05-14",18.15
"425","2014-05-15",18.1
"426","2014-05-16",17.9
"427","2014-05-19",17.75
"428","2014-05-20",17.700001
"429","2014-05-21",16.799999
"430","2014-05-22",16.6
"431","2014-05-23",17.5
"432","2014-05-27",17.809999
"433","2014-05-28",19
"434","2014-05-29",19.4
"435","2014-05-30",19.9
"436","2014-06-02",19.25
"437","2014-06-03",19.9
"438","2014-06-04",19.809999
"439","2014-06-05",19.85
"440","2014-06-06",19.85
"441","2014-06-09",19.75
"442","2014-06-10",19.700001
"443","2014-06-11",19.700001
"444","2014-06-12",19.25
"445","2014-06-13",19.700001
"446","2014-06-16",19.16
"447","2014-06-17",19.1
"448","2014-06-18",19
"449","2014-06-19",19.5
"450","2014-06-20",19.6
"451","2014-06-23",20.4
"452","2014-06-24",21
"453","2014-06-25",20.9
"454","2014-06-26",20.879999
"455","2014-06-27",21
"456","2014-06-30",20.25
"457","2014-07-01",20.950001
"458","2014-07-02",21.049999
"459","2014-07-03",21.1
"460","2014-07-07",20.5
"461","2014-07-08",20.25
"462","2014-07-09",20.549999
"463","2014-07-10",20.549999
"464","2014-07-11",20.58
"465","2014-07-14",20.52
"466","2014-07-15",20.540001
"467","2014-07-16",20.5
"468","2014-07-17",20.450001
"469","2014-07-18",20.5
"470","2014-07-21",20.35
"471","2014-07-22",20.35
"472","2014-07-23",20
"473","2014-07-24",20.120001
"474","2014-07-25",20.1
"475","2014-07-28",20.1
"476","2014-07-29",19.700001
"477","2014-07-30",19.700001
"478","2014-07-31",18.799999
"479","2014-08-01",18.01
"480","2014-08-04",17.9
"481","2014-08-05",17.85
"482","2014-08-06",17.700001
"483","2014-08-07",17.25
"484","2014-08-08",17.43
"485","2014-08-11",17.4
"486","2014-08-12",17.4
"487","2014-08-13",17.450001
"488","2014-08-14",17.6
"489","2014-08-15",17.6
"490","2014-08-18",18.75
"491","2014-08-19",18.450001
"492","2014-08-20",18.450001
"493","2014-08-21",18.26
"494","2014-08-22",18.719999
"495","2014-08-25",18.370001
"496","2014-08-26",18.25
"497","2014-08-27",17.940001
"498","2014-08-28",18.08
"499","2014-08-29",18.08
"500","2014-09-02",18
"501","2014-09-03",17.950001
"502","2014-09-04",18
"503","2014-09-05",16.68
"504","2014-09-08",16.389999
"505","2014-09-09",16.200001
"506","2014-09-10",15.55
"507","2014-09-11",15.35
"508","2014-09-12",15.89
"509","2014-09-15",15.86
"510","2014-09-16",15.7
"511","2014-09-17",15.5
"512","2014-09-18",15.64
"513","2014-09-19",16.629999
"514","2014-09-22",16.75
"515","2014-09-23",16.65
"516","2014-09-24",16.85
"517","2014-09-25",16.959999
"518","2014-09-26",16.98
"519","2014-09-29",16.98
"520","2014-09-30",16.85
"521","2014-10-01",16.32
"522","2014-10-02",16.290001
"523","2014-10-03",15.71
"524","2014-10-06",16.08
"525","2014-10-07",15.95
"526","2014-10-08",15.76
"527","2014-10-09",15.61
"528","2014-10-10",15.37
"529","2014-10-13",15.62
"530","2014-10-14",15.53
"531","2014-10-15",15.2
"532","2014-10-16",15.2
"533","2014-10-17",15.3
"534","2014-10-20",15.56
"535","2014-10-21",15.85
"536","2014-10-22",15.48
"537","2014-10-23",15.65
"538","2014-10-24",15.8
"539","2014-10-27",15.6
"540","2014-10-28",16.030001
"541","2014-10-29",16.139999
"542","2014-10-30",16.15
"543","2014-10-31",15.87
"544","2014-11-03",15.84
"545","2014-11-04",15.71
"546","2014-11-05",15.58
"547","2014-11-06",15.75
"548","2014-11-07",15.85
"549","2014-11-10",15.55
"550","2014-11-11",15.84
"551","2014-11-12",15.56
"552","2014-11-13",15.09
"553","2014-11-14",15.24
"554","2014-11-17",15.15
"555","2014-11-18",15.15
"556","2014-11-19",15.2
"557","2014-11-20",15.12
"558","2014-11-21",15.15
"559","2014-11-24",15.08
"560","2014-11-25",15.14
"561","2014-11-26",15.07
"562","2014-11-28",15.09
"563","2014-12-01",14.6
"564","2014-12-02",14.5
"565","2014-12-03",14.63
"566","2014-12-04",14.04
"567","2014-12-05",14
"568","2014-12-08",13.4
"569","2014-12-09",13.4
"570","2014-12-10",13.55
"571","2014-12-11",13.56
"572","2014-12-12",14.05
"573","2014-12-15",14.58
"574","2014-12-16",14.05
"575","2014-12-17",15.98
"576","2014-12-18",15.84
"577","2014-12-19",15.92
"578","2014-12-22",15.54
"579","2014-12-23",15.9
"580","2014-12-24",15.95
"581","2014-12-26",16
"582","2014-12-29",15.66
"583","2014-12-30",15.85
"584","2014-12-31",16.25
"585","2015-01-02",16.25
"586","2015-01-05",16.17
"587","2015-01-06",16.200001
"588","2015-01-07",16.299999
"589","2015-01-08",17.07
"590","2015-01-09",17.049999
"591","2015-01-12",17
"592","2015-01-13",17.280001
"593","2015-01-14",16.67
"594","2015-01-15",16.5
"595","2015-01-16",16.57
"596","2015-01-20",16.83
"597","2015-01-21",17.35
"598","2015-01-22",17.870001
"599","2015-01-23",17.9
"600","2015-01-26",18.48
"601","2015-01-27",18.379999
"602","2015-01-28",18.25
"603","2015-01-29",18.25
"604","2015-01-30",18.309999
"605","2015-02-02",19
"606","2015-02-03",18.85
"607","2015-02-04",18.85
"608","2015-02-05",18.940001
"609","2015-02-06",18.82
"610","2015-02-09",18.85
"611","2015-02-10",18.879999
"612","2015-02-11",18.76
"613","2015-02-12",18.75
"614","2015-02-13",18.690001
"615","2015-02-17",18.440001
"616","2015-02-18",18.33
"617","2015-02-19",18.58
"618","2015-02-20",18.549999
"619","2015-02-23",18.799999
"620","2015-02-24",18.799999
"621","2015-02-25",18.85
"622","2015-02-26",18.82
"623","2015-02-27",18.85
"624","2015-03-02",18.790001
"625","2015-03-03",18.700001
"626","2015-03-04",18.620001
"627","2015-03-05",18.799999
"628","2015-03-06",18.870001
"629","2015-03-09",18.85
"630","2015-03-10",18.780001
"631","2015-03-11",18.75
"632","2015-03-12",20.08
"633","2015-03-13",20.07
"634","2015-03-16",20.27
"635","2015-03-17",20.43
"636","2015-03-18",20.91
"637","2015-03-19",21.76
"638","2015-03-20",22.469999
"639","2015-03-23",22.73
"640","2015-03-24",22.6
"641","2015-03-25",22.65
"642","2015-03-26",22.67
"643","2015-03-27",22.559999
"644","2015-03-30",22.700001
"645","2015-03-31",23.209999
"646","2015-04-01",23.860001
"647","2015-04-02",24.27
"648","2015-04-06",23.9
"649","2015-04-07",23.959999
"650","2015-04-08",24.41
"651","2015-04-09",24.68
"652","2015-04-10",24.950001
"653","2015-04-13",24.940001
"654","2015-04-14",25.190001
"655","2015-04-15",25.32
"656","2015-04-16",24.74
"657","2015-04-17",24.200001
"658","2015-04-20",24.5
"659","2015-04-21",24.42
"660","2015-04-22",24.450001
"661","2015-04-23",24.18
"662","2015-04-24",23.5
"663","2015-04-27",23.84
"664","2015-04-28",24.290001
"665","2015-04-29",24.280001
"666","2015-04-30",24.200001
"667","2015-05-01",24.110001
"668","2015-05-04",23.799999
"669","2015-05-05",23.77
"670","2015-05-06",23.309999
"671","2015-05-07",23.52
"672","2015-05-08",23.49
"673","2015-05-11",21.67
"674","2015-05-12",22.459999
"675","2015-05-13",22.51
"676","2015-05-14",22.450001
"677","2015-05-15",23.040001
"678","2015-05-18",23.23
"679","2015-05-19",23.040001
"680","2015-05-20",23.030001
"681","2015-05-21",22.950001
"682","2015-05-22",22.940001
"683","2015-05-26",22.85
"684","2015-05-27",22.84
"685","2015-05-28",22.65
"686","2015-05-29",22.799999
"687","2015-06-01",22.700001
"688","2015-06-02",22.84
"689","2015-06-03",23.4
"690","2015-06-04",23
"691","2015-06-05",22.75
"692","2015-06-08",22.780001
"693","2015-06-09",22.719999
"694","2015-06-10",22.82
"695","2015-06-11",22.76
"696","2015-06-12",22.76
"697","2015-06-15",22.59
"698","2015-06-16",22.530001
"699","2015-06-17",22.35
"700","2015-06-18",22.24
"701","2015-06-19",22.25
"702","2015-06-22",22.030001
"703","2015-06-23",21.77
"704","2015-06-24",21.780001
"705","2015-06-25",20.299999
"706","2015-06-26",19.709999
"707","2015-06-29",18.629999
"708","2015-06-30",18.719999
"709","2015-07-01",18.75
"710","2015-07-02",18.5
"711","2015-07-06",18.389999
"712","2015-07-07",19
"713","2015-07-08",18.690001
"714","2015-07-09",18.74
"715","2015-07-10",18.93
"716","2015-07-13",18.92
"717","2015-07-14",19.1
"718","2015-07-15",18.879999
"719","2015-07-16",18.780001
"720","2015-07-17",18.629999
"721","2015-07-20",18.33
"722","2015-07-21",18.299999
"723","2015-07-22",18.120001
"724","2015-07-23",17.950001
"725","2015-07-24",17.780001
"726","2015-07-27",17.57
"727","2015-07-28",17.620001
"728","2015-07-29",18.059999
"729","2015-07-30",17.959999
"730","2015-07-31",18.01
"731","2015-08-03",18.08
"732","2015-08-04",18.01
"733","2015-08-05",18.1
"734","2015-08-06",18.530001
"735","2015-08-07",20.719999
"736","2015-08-10",21.09
"737","2015-08-11",20.68
"738","2015-08-12",20.99
"739","2015-08-13",20.58
"740","2015-08-14",21.209999
"741","2015-08-17",21.209999
"742","2015-08-18",20.959999
"743","2015-08-19",20.99
"744","2015-08-20",20.540001
"745","2015-08-21",19.4
"746","2015-08-24",18.23
"747","2015-08-25",17.889999
"748","2015-08-26",18.32
"749","2015-08-27",18.549999
"750","2015-08-28",19.610001
"751","2015-08-31",19.34
"752","2015-09-01",18.379999
"753","2015-09-02",18.719999
"754","2015-09-03",18.959999
"755","2015-09-04",18.559999
"756","2015-09-08",19.6
"757","2015-09-09",19.549999
"758","2015-09-10",19.690001
"759","2015-09-11",19.6
"760","2015-09-14",19.540001
"761","2015-09-15",19.84
"762","2015-09-16",19.549999
"763","2015-09-17",19.860001
"764","2015-09-18",19.68
"765","2015-09-21",19.84
"766","2015-09-22",19.940001
"767","2015-09-23",20.1
"768","2015-09-24",20.719999
"769","2015-09-25",20.389999
"770","2015-09-28",20.049999
"771","2015-09-29",20.41
"772","2015-09-30",20.83
"773","2015-10-01",20.889999
"774","2015-10-02",21.1
"775","2015-10-05",21.280001
"776","2015-10-06",21.35
"777","2015-10-07",21.360001
"778","2015-10-08",21.6
"779","2015-10-09",21.48
"780","2015-10-12",21.440001
"781","2015-10-13",21.309999
"782","2015-10-14",21.17
"783","2015-10-15",21.76
"784","2015-10-16",21.73
"785","2015-10-19",21.5
"786","2015-10-20",21.559999
"787","2015-10-21",21.32
"788","2015-10-22",21.57
"789","2015-10-23",21.5
"790","2015-10-26",21.530001
"791","2015-10-27",21.309999
"792","2015-10-28",21.76
"793","2015-10-29",23.16
"794","2015-10-30",22.799999
"795","2015-11-02",22.58
"796","2015-11-03",22.290001
"797","2015-11-04",22.549999
"798","2015-11-05",22.959999
"799","2015-11-06",23.809999
"800","2015-11-09",24.73
"801","2015-11-10",24.540001
"802","2015-11-11",24.469999
"803","2015-11-12",24.27
"804","2015-11-13",24.15
"805","2015-11-16",24.85
"806","2015-11-17",25.73
"807","2015-11-18",26.690001
"808","2015-11-19",27.08
"809","2015-11-20",27.92
"810","2015-11-23",24.07
"811","2015-11-24",24.129999
"812","2015-11-25",24.43
"813","2015-11-27",24.950001
"814","2015-11-30",25.049999
"815","2015-12-01",24.5
"816","2015-12-02",23.719999
"817","2015-12-03",23.34
"818","2015-12-04",23.620001
"819","2015-12-07",21.57
"820","2015-12-08",22.620001
"821","2015-12-09",23.379999
"822","2015-12-10",23.879999
"823","2015-12-11",23.09
"824","2015-12-14",23.209999
"825","2015-12-15",24.049999
"826","2015-12-16",23.879999
"827","2015-12-17",22.48
"828","2015-12-18",23.709999
"829","2015-12-21",23.35
"830","2015-12-22",23.059999
"831","2015-12-23",23.98
"832","2015-12-24",23.75
"833","2015-12-28",23.26
"834","2015-12-29",23.68
"835","2015-12-30",23.74
"836","2015-12-31",23.540001
"837","2016-01-04",23.1
"838","2016-01-05",24
"839","2016-01-06",23.790001
"840","2016-01-07",23.610001
"841","2016-01-08",23.719999
"842","2016-01-11",23.33
"843","2016-01-12",23.48
"844","2016-01-13",21.799999
"845","2016-01-14",22.52
"846","2016-01-15",21.83
"847","2016-01-19",22.120001
"848","2016-01-20",22.09
"849","2016-01-21",22.92
"850","2016-01-22",23.940001
"851","2016-01-25",22.82
"852","2016-01-26",23.120001
"853","2016-01-27",22.77
"854","2016-01-28",23.809999
"855","2016-01-29",23.92
"856","2016-02-01",23.690001
"857","2016-02-02",22.860001
"858","2016-02-03",22.940001
"859","2016-02-04",23.17
"860","2016-02-05",21.84
"861","2016-02-08",21.809999
"862","2016-02-09",22.790001
"863","2016-02-10",22.9
"864","2016-02-11",22.870001
"865","2016-02-12",23.25
"866","2016-02-16",22.99
"867","2016-02-17",22.690001
"868","2016-02-18",22.790001
"869","2016-02-19",22.93
"870","2016-02-22",23.4
"871","2016-02-23",22.950001
"872","2016-02-24",23.24
"873","2016-02-25",22.98
"874","2016-02-26",23.620001
"875","2016-02-29",19.700001
"876","2016-03-01",19.799999
"877","2016-03-02",19.049999
"878","2016-03-03",19.01
"879","2016-03-04",17.84
"880","2016-03-07",18.360001
"881","2016-03-08",18.27
"882","2016-03-09",18.620001
"883","2016-03-10",18.620001
"884","2016-03-11",19.07
"885","2016-03-14",18.639999
"886","2016-03-15",18.860001
"887","2016-03-16",19.030001
"888","2016-03-17",19.41
"889","2016-03-18",19.18
"890","2016-03-21",19.35
"891","2016-03-22",19.110001
"892","2016-03-23",18.65
"893","2016-03-24",18.83
"894","2016-03-28",18.85
"895","2016-03-29",18.9
"896","2016-03-30",18.66
"897","2016-03-31",18.76
"898","2016-04-01",18.74
"899","2016-04-04",18.700001
"900","2016-04-05",18.799999
"901","2016-04-06",18.99
"902","2016-04-07",18.889999
"903","2016-04-08",19.48
"904","2016-04-11",19.280001
"905","2016-04-12",19.379999
"906","2016-04-13",19.41
"907","2016-04-14",19.32
"908","2016-04-15",19.549999
"909","2016-04-18",19.57
"910","2016-04-19",19.690001
"911","2016-04-20",19.790001
"912","2016-04-21",19.440001
"913","2016-04-22",19.68
"914","2016-04-25",19.59
"915","2016-04-26",19.83
"916","2016-04-27",19.629999
"917","2016-04-28",19.290001
"918","2016-04-29",19.110001
"919","2016-05-02",19.23
"920","2016-05-03",18.969999
"921","2016-05-04",18.799999
"922","2016-05-05",17.01
"923","2016-05-06",17.23
"924","2016-05-09",17.52
"925","2016-05-10",17.709999
"926","2016-05-11",16.860001
"927","2016-05-12",16.450001
"928","2016-05-13",16.1
"929","2016-05-16",16.139999
"930","2016-05-17",15.75
"931","2016-05-18",15.23
"932","2016-05-19",15.02
"933","2016-05-20",16.15
"934","2016-05-23",15.5
"935","2016-05-24",15.82
"936","2016-05-25",15.55
"937","2016-05-26",15.13
"938","2016-05-27",15.61
"939","2016-05-31",15.3
"940","2016-06-01",15.48
"941","2016-06-02",15.34
"942","2016-06-03",15.37
"943","2016-06-06",15.65
"944","2016-06-07",15.54
"945","2016-06-08",15.42
"946","2016-06-09",15.38
"947","2016-06-10",14.87
"948","2016-06-13",14.13
"949","2016-06-14",15.8
"950","2016-06-15",15.63
"951","2016-06-16",15.55
"952","2016-06-17",15.58
"953","2016-06-20",15.7
"954","2016-06-21",16.209999
"955","2016-06-22",16.280001
"956","2016-06-23",16.200001
"957","2016-06-24",15.85
"958","2016-06-27",15.03
"959","2016-06-28",15.03
"960","2016-06-29",14.83
"961","2016-06-30",15.34
"962","2016-07-01",15.1
"963","2016-07-05",14.84
"964","2016-07-06",14.71
"965","2016-07-07",14.48
"966","2016-07-08",15
"967","2016-07-11",15.43
"968","2016-07-12",15.95
"969","2016-07-13",15.31
"970","2016-07-14",14.87
"971","2016-07-15",14.81
"972","2016-07-18",14.83
"973","2016-07-19",14.81
"974","2016-07-20",15.3
"975","2016-07-21",14.98
"976","2016-07-22",14.88
"977","2016-07-25",14.79
"978","2016-07-26",14.86
"979","2016-07-27",14.95
"980","2016-07-28",14.85
"981","2016-07-29",15
"982","2016-08-01",14.85
"983","2016-08-02",14.87
"984","2016-08-03",15.51
"985","2016-08-04",15.42
"986","2016-08-05",15.67
"987","2016-08-08",15.48
"988","2016-08-09",13.99
"989","2016-08-10",13.82
"990","2016-08-11",13.29
"991","2016-08-12",13.31
"992","2016-08-15",13.83
"993","2016-08-16",13.52
"994","2016-08-17",13.55
"995","2016-08-18",13.67
"996","2016-08-19",13.74
"997","2016-08-22",13.64
"998","2016-08-23",13.6
"999","2016-08-24",13.14
