"","date","LTRPA"
"1","2014-08-27",37.93
"2","2014-08-28",36
"3","2014-08-29",35.77
"4","2014-09-02",35.450001
"5","2014-09-03",35.02
"6","2014-09-04",34.799999
"7","2014-09-05",34.709999
"8","2014-09-08",35.200001
"9","2014-09-09",34.330002
"10","2014-09-10",35.139999
"11","2014-09-11",35.259998
"12","2014-09-12",36.279999
"13","2014-09-15",34.77
"14","2014-09-16",34.919998
"15","2014-09-17",34.990002
"16","2014-09-18",35.779999
"17","2014-09-19",36.110001
"18","2014-09-22",34.740002
"19","2014-09-23",33.880001
"20","2014-09-24",34.580002
"21","2014-09-25",33.610001
"22","2014-09-26",33.990002
"23","2014-09-29",33.619999
"24","2014-09-30",33.900002
"25","2014-10-01",33.23
"26","2014-10-02",32.57
"27","2014-10-03",32.700001
"28","2014-10-06",32.369999
"29","2014-10-07",31.549999
"30","2014-10-08",32.029999
"31","2014-10-09",30.93
"32","2014-10-10",29.58
"33","2014-10-13",28.27
"34","2014-10-14",27.870001
"35","2014-10-15",27.59
"36","2014-10-16",27.790001
"37","2014-10-17",28.48
"38","2014-10-20",29.4
"39","2014-10-21",31.469999
"40","2014-10-22",30.530001
"41","2014-10-23",31.27
"42","2014-10-24",31.6
"43","2014-10-27",31.200001
"44","2014-10-28",31.68
"45","2014-10-29",30.92
"46","2014-10-30",30.299999
"47","2014-10-31",31.58
"48","2014-11-03",30.299999
"49","2014-11-04",29.889999
"50","2014-11-05",25.209999
"51","2014-11-06",26.200001
"52","2014-11-07",26.030001
"53","2014-11-10",26
"54","2014-11-11",24.879999
"55","2014-11-12",25.15
"56","2014-11-13",24.549999
"57","2014-11-14",24.91
"58","2014-11-17",24.23
"59","2014-11-18",24.889999
"60","2014-11-19",25.370001
"61","2014-11-20",25.360001
"62","2014-11-21",25.370001
"63","2014-11-24",25.530001
"64","2014-11-25",25.58
"65","2014-11-26",25.709999
"66","2014-11-28",26.209999
"67","2014-12-01",25
"68","2014-12-02",27.110001
"69","2014-12-03",26.48
"70","2014-12-04",26.99
"71","2014-12-05",27.18
"72","2014-12-08",26
"73","2014-12-09",25.9
"74","2014-12-10",25.280001
"75","2014-12-11",25.4
"76","2014-12-12",25.040001
"77","2014-12-15",25.25
"78","2014-12-16",24.93
"79","2014-12-17",25.610001
"80","2014-12-18",26.52
"81","2014-12-19",26.629999
"82","2014-12-22",26.969999
"83","2014-12-23",26.959999
"84","2014-12-24",27.370001
"85","2014-12-26",27.440001
"86","2014-12-29",27.280001
"87","2014-12-30",27.16
"88","2014-12-31",26.9
"89","2015-01-02",26.950001
"90","2015-01-05",26.200001
"91","2015-01-06",25.09
"92","2015-01-07",25.25
"93","2015-01-08",26.24
"94","2015-01-09",26.950001
"95","2015-01-12",25.780001
"96","2015-01-13",25.84
"97","2015-01-14",25.110001
"98","2015-01-15",23.74
"99","2015-01-16",24.33
"100","2015-01-20",24.59
"101","2015-01-21",24.639999
"102","2015-01-22",25.35
"103","2015-01-23",24.790001
"104","2015-01-26",24.549999
"105","2015-01-27",24.49
"106","2015-01-28",24.049999
"107","2015-01-29",24.18
"108","2015-01-30",23.940001
"109","2015-02-02",24.25
"110","2015-02-03",25.629999
"111","2015-02-04",26
"112","2015-02-05",25.610001
"113","2015-02-06",24.610001
"114","2015-02-09",24.889999
"115","2015-02-10",25.26
"116","2015-02-11",24.219999
"117","2015-02-12",30.35
"118","2015-02-13",31.120001
"119","2015-02-17",30.809999
"120","2015-02-18",31.440001
"121","2015-02-19",32.799999
"122","2015-02-20",32.950001
"123","2015-02-23",32.849998
"124","2015-02-24",32.540001
"125","2015-02-25",32.68
"126","2015-02-26",32.73
"127","2015-02-27",33.029999
"128","2015-03-02",33.959999
"129","2015-03-03",33.970001
"130","2015-03-04",33.540001
"131","2015-03-05",33.139999
"132","2015-03-06",32.279999
"133","2015-03-09",32.150002
"134","2015-03-10",31.459999
"135","2015-03-11",31.52
"136","2015-03-12",31.790001
"137","2015-03-13",31.129999
"138","2015-03-16",31.190001
"139","2015-03-17",31.23
"140","2015-03-18",31.620001
"141","2015-03-19",31.59
"142","2015-03-20",32.990002
"143","2015-03-23",32.599998
"144","2015-03-24",31.950001
"145","2015-03-25",31.85
"146","2015-03-26",31.5
"147","2015-03-27",31.809999
"148","2015-03-30",31.889999
"149","2015-03-31",31.790001
"150","2015-04-01",31.58
"151","2015-04-02",31.68
"152","2015-04-06",31.9
"153","2015-04-07",31.440001
"154","2015-04-08",31.57
"155","2015-04-09",31.870001
"156","2015-04-10",31.58
"157","2015-04-13",31.889999
"158","2015-04-14",31.889999
"159","2015-04-15",31.870001
"160","2015-04-16",31.57
"161","2015-04-17",30.459999
"162","2015-04-20",30.530001
"163","2015-04-21",30.690001
"164","2015-04-22",31.030001
"165","2015-04-23",31.23
"166","2015-04-24",30.73
"167","2015-04-27",30.51
"168","2015-04-28",30.43
"169","2015-04-29",30.25
"170","2015-04-30",29.709999
"171","2015-05-01",30.07
"172","2015-05-04",29.799999
"173","2015-05-05",28.92
"174","2015-05-06",28.58
"175","2015-05-07",29.389999
"176","2015-05-08",30.549999
"177","2015-05-11",30.469999
"178","2015-05-12",30.200001
"179","2015-05-13",30.16
"180","2015-05-14",30.43
"181","2015-05-15",30.389999
"182","2015-05-18",30.459999
"183","2015-05-19",30.26
"184","2015-05-20",30
"185","2015-05-21",29.84
"186","2015-05-22",30.41
"187","2015-05-26",29.35
"188","2015-05-27",29.24
"189","2015-05-28",28.49
"190","2015-05-29",27.98
"191","2015-06-01",28.32
"192","2015-06-02",28.07
"193","2015-06-03",27.790001
"194","2015-06-04",27.67
"195","2015-06-05",28.190001
"196","2015-06-08",27.67
"197","2015-06-09",27.52
"198","2015-06-10",28.139999
"199","2015-06-11",28
"200","2015-06-12",27.799999
"201","2015-06-15",27.879999
"202","2015-06-16",28.030001
"203","2015-06-17",31.889999
"204","2015-06-18",32.919998
"205","2015-06-19",32.869999
"206","2015-06-22",33.02
"207","2015-06-23",33.110001
"208","2015-06-24",32.790001
"209","2015-06-25",32.889999
"210","2015-06-26",33.43
"211","2015-06-29",31.92
"212","2015-06-30",32.220001
"213","2015-07-01",32.119999
"214","2015-07-02",32.049999
"215","2015-07-06",31.879999
"216","2015-07-07",32
"217","2015-07-08",31.690001
"218","2015-07-09",32.18
"219","2015-07-10",33.009998
"220","2015-07-13",33.48
"221","2015-07-14",33.470001
"222","2015-07-15",33.560001
"223","2015-07-16",34.009998
"224","2015-07-17",34.34
"225","2015-07-20",34.700001
"226","2015-07-21",34.650002
"227","2015-07-22",34.549999
"228","2015-07-23",34.299999
"229","2015-07-24",29.73
"230","2015-07-27",29.51
"231","2015-07-28",29.290001
"232","2015-07-29",29.52
"233","2015-07-30",28.879999
"234","2015-07-31",29.290001
