"","date","MFIN"
"284","2008-02-19",9.95
"285","2008-02-20",9.87
"286","2008-02-21",9.85
"287","2008-02-22",9.88
"288","2008-02-25",9.6
"289","2008-02-26",9.6
"290","2008-02-27",9.6
"291","2008-02-28",9.64
"292","2008-02-29",9.91
"293","2008-03-03",9.58
"294","2008-03-04",9.25
"295","2008-03-05",9.45
"296","2008-03-06",9.06
"297","2008-03-07",9.36
"298","2008-03-10",9.58
"299","2008-03-11",9.89
"300","2008-03-12",9.88
"301","2008-03-13",9.86
"302","2008-03-14",9.68
"303","2008-03-17",9.66
"304","2008-03-18",9.88
"305","2008-03-19",9.65
"306","2008-03-20",9.75
"307","2008-03-24",9.75
"308","2008-03-25",9.83
"309","2008-03-26",9.61
"310","2008-03-27",9.44
"311","2008-03-28",9.05
"312","2008-03-31",9.04
"313","2008-04-01",8.97
"314","2008-04-02",8.68
"315","2008-04-03",9.22
"316","2008-04-04",9.07
"317","2008-04-07",9.23
"318","2008-04-08",8.92
"319","2008-04-09",8.86
"320","2008-04-10",8.65
"321","2008-04-11",8.53
"322","2008-04-14",8.42
"323","2008-04-15",8.51
"324","2008-04-16",8.53
"325","2008-04-17",8.5
"326","2008-04-18",8.44
"327","2008-04-21",8.48
"328","2008-04-22",8.31
"329","2008-04-23",8.44
"330","2008-04-24",8.47
"331","2008-04-25",8.41
"332","2008-04-28",8.38
"333","2008-04-29",8.63
"334","2008-04-30",8.51
"335","2008-05-01",9.05
"336","2008-05-02",9.56
"337","2008-05-05",9.54
"338","2008-05-06",9.64
"339","2008-05-07",9.92
"340","2008-05-08",10.02
"341","2008-05-09",9.83
"342","2008-05-12",10.04
"343","2008-05-13",10.01
"344","2008-05-14",9.96
"345","2008-05-15",9.94
"346","2008-05-16",10
"347","2008-05-19",9.96
"348","2008-05-20",9.92
"349","2008-05-21",9.52
"350","2008-05-22",9.66
"351","2008-05-23",9.7
"352","2008-05-27",9.38
"353","2008-05-28",9.39
"354","2008-05-29",9.05
"355","2008-05-30",9.65
"356","2008-06-02",9.64
"357","2008-06-03",9.76
"358","2008-06-04",9.73
"359","2008-06-05",9.63
"360","2008-06-06",9.51
"361","2008-06-09",9.36
"362","2008-06-10",9.35
"363","2008-06-11",9.37
"364","2008-06-12",9.22
"365","2008-06-13",9.24
"366","2008-06-16",9.75
"367","2008-06-17",9.9
"368","2008-06-18",9.68
"369","2008-06-19",9.89
"370","2008-06-20",9.99
"371","2008-06-23",9.77
"372","2008-06-24",9.84
"373","2008-06-25",9.71
"374","2008-06-26",9.55
"375","2008-06-27",9.59
"376","2008-06-30",9.42
"377","2008-07-01",9.31
"378","2008-07-02",9.16
"379","2008-07-03",9.61
"380","2008-07-07",9.22
"381","2008-07-08",9.74
"382","2008-07-09",9.6
"383","2008-07-10",9.54
"384","2008-07-11",9.57
"385","2008-07-14",9.6
"386","2008-07-15",8.99
"387","2008-07-16",9.44
"388","2008-07-17",9.31
"389","2008-07-18",8.96
"390","2008-07-21",9.16
"391","2008-07-22",9.49
"392","2008-07-23",9.29
"393","2008-07-24",9.13
"394","2008-07-25",9.52
"395","2008-07-28",9.66
"396","2008-07-29",9.78
"397","2008-07-30",9.76
"398","2008-07-31",9.88
"399","2008-08-01",9.86
"400","2008-08-04",9.77
"401","2008-08-05",9.78
"402","2008-08-06",10.15
"403","2008-08-07",9.88
"404","2008-08-08",10.22
"405","2008-08-11",10.26
"406","2008-08-12",10.24
"407","2008-08-13",10.08
"408","2008-08-14",10.05
"409","2008-08-15",9.99
"410","2008-08-18",9.76
"411","2008-08-19",9.71
"412","2008-08-20",9.78
"413","2008-08-21",9.61
"414","2008-08-22",9.68
"415","2008-08-25",9.6
"416","2008-08-26",9.8
"417","2008-08-27",10.25
"418","2008-08-28",10.35
"419","2008-08-29",10.38
"420","2008-09-02",10.27
"421","2008-09-03",10.24
"422","2008-09-04",10.17
"423","2008-09-05",10.07
"424","2008-09-08",10.16
"425","2008-09-09",10.14
"426","2008-09-10",10.3
"427","2008-09-11",10.28
"428","2008-09-12",10.07
"429","2008-09-15",9.72
"430","2008-09-16",10
"431","2008-09-17",9.61
"432","2008-09-18",10.24
"433","2008-09-19",10.65
"434","2008-09-22",10.47
"435","2008-09-23",10.29
"436","2008-09-24",10.3
"437","2008-09-25",10.66
"438","2008-09-26",10.6
"439","2008-09-29",10.22
"440","2008-09-30",10.47
"441","2008-10-01",9.84
"442","2008-10-02",9.63
"443","2008-10-03",9.7
"444","2008-10-06",9.46
"445","2008-10-07",8.53
"446","2008-10-08",8.13
"447","2008-10-09",6.53
"448","2008-10-10",7.72
"449","2008-10-13",9.1
"450","2008-10-14",8.26
"451","2008-10-15",7.36
"452","2008-10-16",8.79
"453","2008-10-17",8.86
"454","2008-10-20",8.95
"455","2008-10-21",8.67
"456","2008-10-22",8.51
"457","2008-10-23",8.4
"458","2008-10-24",7.93
"459","2008-10-27",7.85
"460","2008-10-28",7.92
"461","2008-10-29",7.57
"462","2008-10-30",7.79
"463","2008-10-31",8.09
"464","2008-11-03",8.4
"465","2008-11-04",9.22
"466","2008-11-05",8.87
"467","2008-11-06",8.7
"468","2008-11-07",8.97
"469","2008-11-10",8.41
"470","2008-11-11",8.17
"471","2008-11-12",7.66
"472","2008-11-13",8.48
"473","2008-11-14",7.72
"474","2008-11-17",7.64
"475","2008-11-18",7.54
"476","2008-11-19",6.86
"477","2008-11-20",6.41
"478","2008-11-21",5.8
"479","2008-11-24",5.78
"480","2008-11-25",5.58
"481","2008-11-26",6.96
"482","2008-11-28",7
"483","2008-12-01",6.5
"484","2008-12-02",6.96
"485","2008-12-03",7.68
"486","2008-12-04",6.92
"487","2008-12-05",7.11
"488","2008-12-08",7.45
"489","2008-12-09",7.47
"490","2008-12-10",7.77
"491","2008-12-11",7.12
"492","2008-12-12",7.2
"493","2008-12-15",7.12
"494","2008-12-16",7.38
"495","2008-12-17",7.37
"496","2008-12-18",7.49
"497","2008-12-19",7.68
"498","2008-12-22",7.45
"499","2008-12-23",7.36
"500","2008-12-24",7.46
"501","2008-12-26",7.7
"502","2008-12-29",7.26
"503","2008-12-30",7.05
"504","2008-12-31",7.63
"505","2009-01-02",7.68
"506","2009-01-05",7.6
"507","2009-01-06",7.95
"508","2009-01-07",7.98
"509","2009-01-08",7.96
"510","2009-01-09",7.36
"511","2009-01-12",7.15
"512","2009-01-13",7.24
"513","2009-01-14",6.91
"514","2009-01-15",7
"515","2009-01-16",6.91
"516","2009-01-20",6.45
"517","2009-01-21",7.09
"518","2009-01-22",6.69
"519","2009-01-23",6.91
"520","2009-01-26",7.06
"521","2009-01-27",7.4
"522","2009-01-28",7.43
"523","2009-01-29",7.01
"524","2009-01-30",6.76
"525","2009-02-02",7.19
"526","2009-02-03",7.1
"527","2009-02-04",7.03
"528","2009-02-05",6.89
"529","2009-02-06",7.01
"530","2009-02-09",6.99
"531","2009-02-10",6.52
"532","2009-02-11",6.6
"533","2009-02-12",6.55
"534","2009-02-13",6.69
"535","2009-02-17",6.25
"536","2009-02-18",6.24
"537","2009-02-19",5.88
"538","2009-02-20",5.96
"539","2009-02-23",5.19
"540","2009-02-24",5.44
"541","2009-02-25",5.1
"542","2009-02-26",5.07
"543","2009-02-27",5.1
"544","2009-03-02",5.48
"545","2009-03-03",5.27
"546","2009-03-04",5.08
"547","2009-03-05",4.69
"548","2009-03-06",4.57
"549","2009-03-09",3.61
"550","2009-03-10",4.66
"551","2009-03-11",4.55
"552","2009-03-12",5.8
"553","2009-03-13",5.89
"554","2009-03-16",6.27
"555","2009-03-17",6.67
"556","2009-03-18",7.47
"557","2009-03-19",7.18
"558","2009-03-20",6.78
"559","2009-03-23",7.36
"560","2009-03-24",7.29
"561","2009-03-25",7.68
"562","2009-03-26",8.04
"563","2009-03-27",7.32
"564","2009-03-30",6.76
"565","2009-03-31",7.41
"566","2009-04-01",7.7
"567","2009-04-02",8.12
"568","2009-04-03",8.11
"569","2009-04-06",8.05
"570","2009-04-07",7.99
"571","2009-04-08",7.68
"572","2009-04-09",8.19
"573","2009-04-13",8.35
"574","2009-04-14",7.6
"575","2009-04-15",7.79
"576","2009-04-16",8.12
"577","2009-04-17",7.74
"578","2009-04-20",6.96
"579","2009-04-21",7.01
"580","2009-04-22",6.93
"581","2009-04-23",7.08
"582","2009-04-24",7.34
"583","2009-04-27",6.83
"584","2009-04-28",6.9
"585","2009-04-29",7.32
"586","2009-04-30",7.37
"587","2009-05-01",7.52
"588","2009-05-04",7.35
"589","2009-05-05",7.23
"590","2009-05-06",7.21
"591","2009-05-07",7.23
"592","2009-05-08",7.46
"593","2009-05-11",7.18
"594","2009-05-12",7.37
"595","2009-05-13",7.23
"596","2009-05-14",7.44
"597","2009-05-15",7.48
"598","2009-05-18",7.6
"599","2009-05-19",7.54
"600","2009-05-20",7.4
"601","2009-05-21",7.07
"602","2009-05-22",7.12
"603","2009-05-26",7.46
"604","2009-05-27",7.29
"605","2009-05-28",7.21
"606","2009-05-29",7.39
"607","2009-06-01",7.62
"608","2009-06-02",7.49
"609","2009-06-03",7.5
"610","2009-06-04",7.5
"611","2009-06-05",7.49
"612","2009-06-08",7.41
"613","2009-06-09",7.49
"614","2009-06-10",7.4
"615","2009-06-11",7.37
"616","2009-06-12",7.5
"617","2009-06-15",7.17
"618","2009-06-16",7.06
"619","2009-06-17",7.02
"620","2009-06-18",6.94
"621","2009-06-19",6.82
"622","2009-06-22",6.75
"623","2009-06-23",6.56
"624","2009-06-24",6.69
"625","2009-06-25",7.05
"626","2009-06-26",8.71
"627","2009-06-29",7.89
"628","2009-06-30",7.65
"629","2009-07-01",7.88
"630","2009-07-02",7.37
"631","2009-07-06",7.08
"632","2009-07-07",7.02
"633","2009-07-08",6.96
"634","2009-07-09",6.91
"635","2009-07-10",6.92
"636","2009-07-13",7.03
"637","2009-07-14",6.87
"638","2009-07-15",7.12
"639","2009-07-16",7.14
"640","2009-07-17",6.96
"641","2009-07-20",7.1
"642","2009-07-21",7.16
"643","2009-07-22",7.32
"644","2009-07-23",7.5
"645","2009-07-24",7.64
"646","2009-07-27",7.7
"647","2009-07-28",7.75
"648","2009-07-29",7.68
"649","2009-07-30",7.88
"650","2009-07-31",7.85
"651","2009-08-03",7.84
"652","2009-08-04",7.86
"653","2009-08-05",7.71
"654","2009-08-06",7.62
"655","2009-08-07",7.98
"656","2009-08-10",7.99
"657","2009-08-11",7.83
"658","2009-08-12",8.09
"659","2009-08-13",8.11
"660","2009-08-14",7.8
"661","2009-08-17",7.94
"662","2009-08-18",8.17
"663","2009-08-19",8.18
"664","2009-08-20",8.18
"665","2009-08-21",8.28
"666","2009-08-24",8.39
"667","2009-08-25",8.52
"668","2009-08-26",8.12
"669","2009-08-27",8.83
"670","2009-08-28",8.52
"671","2009-08-31",8.35
"672","2009-09-01",7.96
"673","2009-09-02",7.87
"674","2009-09-03",7.83
"675","2009-09-04",8.05
"676","2009-09-08",8.12
"677","2009-09-09",8.25
"678","2009-09-10",8.27
"679","2009-09-11",8.17
"680","2009-09-14",8.17
"681","2009-09-15",8.24
"682","2009-09-16",8.33
"683","2009-09-17",8.37
"684","2009-09-18",8.28
"685","2009-09-21",8.33
"686","2009-09-22",8.36
"687","2009-09-23",8.22
"688","2009-09-24",8.37
"689","2009-09-25",8.5
"690","2009-09-28",8.75
"691","2009-09-29",8.63
"692","2009-09-30",8.36
"693","2009-10-01",8.02
"694","2009-10-02",7.76
"695","2009-10-05",7.9
"696","2009-10-06",7.97
"697","2009-10-07",7.89
"698","2009-10-08",8
"699","2009-10-09",8.14
"700","2009-10-12",8.19
"701","2009-10-13",8.12
"702","2009-10-14",8.35
"703","2009-10-15",8.22
"704","2009-10-16",8
"705","2009-10-19",8.18
"706","2009-10-20",8.09
"707","2009-10-21",8.02
"708","2009-10-22",8.35
"709","2009-10-23",8.15
"710","2009-10-26",8.06
"711","2009-10-27",8.06
"712","2009-10-28",7.92
"713","2009-10-29",7.92
"714","2009-10-30",7.85
"715","2009-11-02",7.87
"716","2009-11-03",7.95
"717","2009-11-04",7.85
"718","2009-11-05",8.08
"719","2009-11-06",8.06
"720","2009-11-09",8.14
"721","2009-11-10",8.05
"722","2009-11-11",8.14
"723","2009-11-12",8.02
"724","2009-11-13",8.17
"725","2009-11-16",8.49
"726","2009-11-17",8.48
"727","2009-11-18",8.2
"728","2009-11-19",8.22
"729","2009-11-20",8.16
"730","2009-11-23",8.29
"731","2009-11-24",8.37
"732","2009-11-25",8.22
"733","2009-11-27",8.08
"734","2009-11-30",8.26
"735","2009-12-01",8.2
"736","2009-12-02",8.18
"737","2009-12-03",8.01
"738","2009-12-04",8.11
"739","2009-12-07",8.16
"740","2009-12-08",8.02
"741","2009-12-09",8.09
"742","2009-12-10",8.04
"743","2009-12-11",8.1
"744","2009-12-14",8.04
"745","2009-12-15",7.9
"746","2009-12-16",7.94
"747","2009-12-17",7.82
"748","2009-12-18",8.01
"749","2009-12-21",8.05
"750","2009-12-22",7.9
"751","2009-12-23",8.08
"752","2009-12-24",8.1
"753","2009-12-28",8.2
"754","2009-12-29",8.21
"755","2009-12-30",8.22
"756","2009-12-31",8.17
"757","2010-01-04",8.25
"758","2010-01-05",8.12
"759","2010-01-06",8
"760","2010-01-07",8.06
"761","2010-01-08",8.13
"762","2010-01-11",8.24
"763","2010-01-12",8.26
"764","2010-01-13",8.24
"765","2010-01-14",8.23
"766","2010-01-15",8.18
"767","2010-01-19",8.45
"768","2010-01-20",8.16
"769","2010-01-21",8.01
"770","2010-01-22",8.04
"771","2010-01-25",8.12
"772","2010-01-26",8
"773","2010-01-27",8.13
"774","2010-01-28",8.02
"775","2010-01-29",8.03
"776","2010-02-01",8.03
"777","2010-02-02",7.98
"778","2010-02-03",7.99
"779","2010-02-04",7.83
"780","2010-02-05",7.96
"781","2010-02-08",7.81
"782","2010-02-09",7.83
"783","2010-02-10",7.91
"784","2010-02-11",8.03
"785","2010-02-12",7.97
"786","2010-02-16",8.1
"787","2010-02-17",8.18
"788","2010-02-18",8.19
"789","2010-02-19",8.15
"790","2010-02-22",8.18
"791","2010-02-23",8.09
"792","2010-02-24",8.12
"793","2010-02-25",8.15
"794","2010-02-26",8.09
"795","2010-03-01",8.08
"796","2010-03-02",8.1
"797","2010-03-03",8.12
"798","2010-03-04",8.15
"799","2010-03-05",8.08
"800","2010-03-08",8.09
"801","2010-03-09",8.07
"802","2010-03-10",8.06
"803","2010-03-11",8.04
"804","2010-03-12",8.03
"805","2010-03-15",8.03
"806","2010-03-16",8.09
"807","2010-03-17",8.02
"808","2010-03-18",7.99
"809","2010-03-19",8.09
"810","2010-03-22",8.07
"811","2010-03-23",8.05
"812","2010-03-24",8.08
"813","2010-03-25",8.01
"814","2010-03-26",7.98
"815","2010-03-29",8.02
"816","2010-03-30",7.98
"817","2010-03-31",7.96
"818","2010-04-01",7.91
"819","2010-04-05",8.01
"820","2010-04-06",7.99
"821","2010-04-07",8.03
"822","2010-04-08",7.97
"823","2010-04-09",7.97
"824","2010-04-12",8
"825","2010-04-13",8.04
"826","2010-04-14",8.21
"827","2010-04-15",8.21
"828","2010-04-16",8.09
"829","2010-04-19",8.05
"830","2010-04-20",8.2
"831","2010-04-21",8.16
"832","2010-04-22",8.04
"833","2010-04-23",8.13
"834","2010-04-26",8.15
"835","2010-04-27",8.07
"836","2010-04-28",8.09
"837","2010-04-29",8.21
"838","2010-04-30",8
"839","2010-05-03",8.2
"840","2010-05-04",8.12
"841","2010-05-05",8.08
"842","2010-05-06",7.69
"843","2010-05-07",7.64
"844","2010-05-10",8.01
"845","2010-05-11",8.16
"846","2010-05-12",8.24
"847","2010-05-13",8.22
"848","2010-05-14",8.03
"849","2010-05-17",8.09
"850","2010-05-18",7.94
"851","2010-05-19",7.83
"852","2010-05-20",7.53
"853","2010-05-21",7.23
"854","2010-05-24",7.36
"855","2010-05-25",6.99
"856","2010-05-26",7.04
"857","2010-05-27",7.27
"858","2010-05-28",7.35
"859","2010-06-01",7.04
"860","2010-06-02",7.47
"861","2010-06-03",7.27
"862","2010-06-04",7
"863","2010-06-07",6.94
"864","2010-06-08",6.96
"865","2010-06-09",6.94
"866","2010-06-10",7.09
"867","2010-06-11",7.17
"868","2010-06-14",7.13
"869","2010-06-15",7.29
"870","2010-06-16",7.27
"871","2010-06-17",7.3
"872","2010-06-18",7.32
"873","2010-06-21",7.49
"874","2010-06-22",7.25
"875","2010-06-23",7.17
"876","2010-06-24",7.14
"877","2010-06-25",6.8
"878","2010-06-28",6.83
"879","2010-06-29",6.59
"880","2010-06-30",6.6
"881","2010-07-01",6.51
"882","2010-07-02",6.52
"883","2010-07-06",6.5
"884","2010-07-07",6.74
"885","2010-07-08",6.89
"886","2010-07-09",6.82
"887","2010-07-12",6.53
"888","2010-07-13",6.8
"889","2010-07-14",6.75
"890","2010-07-15",6.6
"891","2010-07-16",6.52
"892","2010-07-19",6.62
"893","2010-07-20",6.73
"894","2010-07-21",6.64
"895","2010-07-22",6.92
"896","2010-07-23",7.09
"897","2010-07-26",7.12
"898","2010-07-27",7.08
"899","2010-07-28",7.02
"900","2010-07-29",7.05
"901","2010-07-30",7.01
"902","2010-08-02",7.06
"903","2010-08-03",7.02
"904","2010-08-04",7.33
"905","2010-08-05",7.08
"906","2010-08-06",7.22
"907","2010-08-09",7.35
"908","2010-08-10",7.25
"909","2010-08-11",7.27
"910","2010-08-12",7.34
"911","2010-08-13",7.24
"912","2010-08-16",7.32
"913","2010-08-17",7.34
"914","2010-08-18",7.12
"915","2010-08-19",6.97
"916","2010-08-20",7.01
"917","2010-08-23",6.96
"918","2010-08-24",6.92
"919","2010-08-25",7.07
"920","2010-08-26",7.08
"921","2010-08-27",7.33
"922","2010-08-30",7.01
"923","2010-08-31",7.05
"924","2010-09-01",7.25
"925","2010-09-02",7.07
"926","2010-09-03",7.14
"927","2010-09-07",7.05
"928","2010-09-08",7.04
"929","2010-09-09",7.1
"930","2010-09-10",7.18
"931","2010-09-13",7.26
"932","2010-09-14",7.13
"933","2010-09-15",7.24
"934","2010-09-16",7.07
"935","2010-09-17",7.04
"936","2010-09-20",7.18
"937","2010-09-21",7.06
"938","2010-09-22",7.08
"939","2010-09-23",7.05
"940","2010-09-24",7.32
"941","2010-09-27",7.33
"942","2010-09-28",7.76
"943","2010-09-29",7.71
"944","2010-09-30",7.79
"945","2010-10-01",8.06
"946","2010-10-04",7.85
"947","2010-10-05",8.13
"948","2010-10-06",8.1
"949","2010-10-07",8.13
"950","2010-10-08",8.25
"951","2010-10-11",8.23
"952","2010-10-12",8.28
"953","2010-10-13",8.24
"954","2010-10-14",8.27
"955","2010-10-15",8.26
"956","2010-10-18",8.33
"957","2010-10-19",8.21
"958","2010-10-20",8.3
"959","2010-10-21",8.28
"960","2010-10-22",8.2
"961","2010-10-25",8.06
"962","2010-10-26",7.98
"963","2010-10-27",7.79
"964","2010-10-28",8.01
"965","2010-10-29",8.03
"966","2010-11-01",7.94
"967","2010-11-02",8.23
"968","2010-11-03",8.16
"969","2010-11-04",8.55
"970","2010-11-05",8.61
"971","2010-11-08",8.7
"972","2010-11-09",8.56
"973","2010-11-10",8.75
"974","2010-11-11",8.65
"975","2010-11-12",8.44
"976","2010-11-15",8.37
"977","2010-11-16",8.23
"978","2010-11-17",8.31
"979","2010-11-18",8.56
"980","2010-11-19",8.79
"981","2010-11-22",8.72
"982","2010-11-23",8.5
"983","2010-11-24",8.61
"984","2010-11-26",8.61
"985","2010-11-29",8.5
"986","2010-11-30",8.48
"987","2010-12-01",8.52
"988","2010-12-02",8.5
"989","2010-12-03",8.49
"990","2010-12-06",8.49
"991","2010-12-07",8.44
"992","2010-12-08",8.36
"993","2010-12-09",8.43
"994","2010-12-10",8.51
"995","2010-12-13",8.41
"996","2010-12-14",8.63
"997","2010-12-15",8.33
"998","2010-12-16",8.48
"999","2010-12-17",8.23
"1000","2010-12-20",8.22
"1001","2010-12-21",8.24
