"","date","PXS"
"255","2016-11-07",2.396
"256","2016-11-08",2.4
"257","2016-11-09",2.488
"258","2016-11-10",2.424
"259","2016-11-11",2.471
"260","2016-11-14",2.471
"261","2016-11-15",2.7
"262","2016-11-16",3.14
"263","2016-11-17",2.41
"264","2016-11-18",2.55
"265","2016-11-21",2.26
"266","2016-11-22",2.41
"267","2016-11-23",2.27
"268","2016-11-25",2.318
"269","2016-11-28",2.416
"270","2016-11-29",2.43
"271","2016-11-30",2.49
"272","2016-12-01",2.45
"273","2016-12-02",2.4
"274","2016-12-05",2.4
"275","2016-12-06",2.42
"276","2016-12-07",2.39
"277","2016-12-08",2.1
"278","2016-12-09",2.142
"279","2016-12-12",2.26
"280","2016-12-13",2.15
"281","2016-12-14",2.13
"282","2016-12-15",2.238
"283","2016-12-16",2.25
"284","2016-12-19",2.2
"285","2016-12-20",2.1
"286","2016-12-21",2.23
"287","2016-12-22",2.3
"288","2016-12-23",2.49
"289","2016-12-27",3.2
"290","2016-12-28",2.792
"291","2016-12-29",2.95
"292","2016-12-30",2.6
"293","2017-01-03",2.759
"294","2017-01-04",2.818
"295","2017-01-05",2.81
"296","2017-01-06",2.71
"297","2017-01-09",2.82
"298","2017-01-10",2.695
"299","2017-01-11",2.72
"300","2017-01-12",2.69
"301","2017-01-13",2.745
"302","2017-01-17",2.747
"303","2017-01-18",2.77
"304","2017-01-19",2.79
"305","2017-01-20",2.692
"306","2017-01-23",2.79
"307","2017-01-24",2.69
"308","2017-01-25",2.632
"309","2017-01-26",2.72
"310","2017-01-27",2.52
"311","2017-01-30",2.56
"312","2017-01-31",2.6
"313","2017-02-01",2.55
"314","2017-02-02",2.68
"315","2017-02-03",2.49
"316","2017-02-06",2.54
"317","2017-02-07",2.42
"318","2017-02-08",2.42
"319","2017-02-09",2.325
"320","2017-02-10",2.3
"321","2017-02-13",2.5
"322","2017-02-14",2.498
"323","2017-02-15",2.54
"324","2017-02-16",2.66
"325","2017-02-17",2.6
"326","2017-02-21",2.56
"327","2017-02-22",2.48
"328","2017-02-23",2.419
"329","2017-02-24",2.39
"330","2017-02-27",2.5
"331","2017-02-28",2.3
"332","2017-03-01",2.29
"333","2017-03-02",2.21
"334","2017-03-03",2.24
"335","2017-03-06",2.29
"336","2017-03-07",2.24
"337","2017-03-08",2.25
"338","2017-03-09",2.24
"339","2017-03-10",2.3
"340","2017-03-13",2.2
"341","2017-03-14",2.278
"342","2017-03-15",2.25
"343","2017-03-16",2.28
"344","2017-03-17",2.31
"345","2017-03-20",2.35
"346","2017-03-21",2.27
"347","2017-03-22",2.22
"348","2017-03-23",2.2
"349","2017-03-24",2.18
"350","2017-03-27",2.15
"351","2017-03-28",1.97
"352","2017-03-29",2.185
"353","2017-03-30",2.21
"354","2017-03-31",2.274
"355","2017-04-03",2.175
"356","2017-04-04",2.16
"357","2017-04-05",2.03
"358","2017-04-06",1.95
"359","2017-04-07",1.95
"360","2017-04-10",2
"361","2017-04-11",2.07
"362","2017-04-12",1.96
"363","2017-04-13",1.87
"364","2017-04-17",1.99
"365","2017-04-18",1.95
"366","2017-04-19",1.96
"367","2017-04-20",1.921
"368","2017-04-21",1.95
"369","2017-04-24",2
"370","2017-04-25",1.92
"371","2017-04-26",2
"372","2017-04-27",1.98
"373","2017-04-28",1.82
"374","2017-05-01",1.91
"375","2017-05-02",1.89
"376","2017-05-03",1.91
"377","2017-05-04",1.87
"378","2017-05-05",1.75
"379","2017-05-08",1.6
"380","2017-05-09",1.62
"381","2017-05-10",1.58
"382","2017-05-11",1.48
"383","2017-05-12",1.44
"384","2017-05-15",1.29
"385","2017-05-16",1.39
"386","2017-05-17",1.43
"387","2017-05-18",1.47
"388","2017-05-19",1.4
"389","2017-05-22",1.44
"390","2017-05-23",1.32
"391","2017-05-24",1.18
"392","2017-05-25",1.09
"393","2017-05-26",1.1
"394","2017-05-30",1.03
"395","2017-05-31",1.07
"396","2017-06-01",0.99
"397","2017-06-02",1.22
"398","2017-06-05",1.34
"399","2017-06-06",1.27
"400","2017-06-07",1.34
"401","2017-06-08",1.15
"402","2017-06-09",1.26
"403","2017-06-12",1.97
"404","2017-06-13",1.68
"405","2017-06-14",1.54
"406","2017-06-15",1.43
"407","2017-06-16",1.47
"408","2017-06-19",1.27
"409","2017-06-20",1.35
"410","2017-06-21",1.29
"411","2017-06-22",1.185
"412","2017-06-23",1.285
"413","2017-06-26",1.22
"414","2017-06-27",1.33
"415","2017-06-28",1.45
"416","2017-06-29",1.58
"417","2017-06-30",1.69
"418","2017-07-03",1.6
"419","2017-07-05",1.611
"420","2017-07-06",1.81
"421","2017-07-07",1.55
"422","2017-07-10",1.797
"423","2017-07-11",1.76
"424","2017-07-12",1.735
"425","2017-07-13",1.87
"426","2017-07-14",1.87
"427","2017-07-17",1.8
"428","2017-07-18",1.77
"429","2017-07-19",1.76
"430","2017-07-20",1.77
"431","2017-07-21",1.745
"432","2017-07-24",1.76
"433","2017-07-25",1.73
"434","2017-07-26",1.675
"435","2017-07-27",1.71
"436","2017-07-28",1.71
"437","2017-07-31",1.6
"438","2017-08-01",1.64
"439","2017-08-02",1.68
"440","2017-08-03",1.71
"441","2017-08-04",1.79
"442","2017-08-07",1.74
"443","2017-08-08",1.72
"444","2017-08-09",1.69
"445","2017-08-10",1.73
"446","2017-08-11",1.73
"447","2017-08-14",1.81
"448","2017-08-15",1.84
"449","2017-08-16",1.82
"450","2017-08-17",1.87
"451","2017-08-18",1.87
"452","2017-08-21",1.85
"453","2017-08-22",1.84
"454","2017-08-23",1.88
"455","2017-08-24",1.9
"456","2017-08-25",1.847
"457","2017-08-28",1.871
"458","2017-08-29",1.86
"459","2017-08-30",1.92
"460","2017-08-31",1.94
"461","2017-09-01",1.95
"462","2017-09-05",1.99
"463","2017-09-06",2.04
"464","2017-09-07",1.95
"465","2017-09-08",1.9
"466","2017-09-11",1.97
"467","2017-09-12",1.97
"468","2017-09-13",2.03
"469","2017-09-14",2
"470","2017-09-15",2
"471","2017-09-18",2
"472","2017-09-19",1.903
"473","2017-09-20",1.914
"474","2017-09-21",2
"475","2017-09-22",2
"476","2017-09-25",1.93
"477","2017-09-26",2.02
"478","2017-09-27",2.04
"479","2017-09-28",2
"480","2017-09-29",1.92
"481","2017-10-02",1.92
"482","2017-10-03",1.93
"483","2017-10-04",1.95
"484","2017-10-05",1.93
"485","2017-10-06",1.88
"486","2017-10-09",1.88
"487","2017-10-10",1.915
"488","2017-10-11",1.98
"489","2017-10-12",1.98
"490","2017-10-13",1.98
"491","2017-10-16",1.82
"492","2017-10-17",1.87
"493","2017-10-18",1.88
"494","2017-10-19",1.95
"495","2017-10-20",1.739
"496","2017-10-23",1.88
"497","2017-10-24",1.84
"498","2017-10-25",1.765
"499","2017-10-26",1.787
"500","2017-10-27",1.8
"501","2017-10-30",1.73
"502","2017-10-31",1.68
"503","2017-11-01",1.73
"504","2017-11-02",1.81
"505","2017-11-03",1.88
"506","2017-11-06",1.89
"507","2017-11-07",1.85
"508","2017-11-08",1.88
"509","2017-11-09",1.93
"510","2017-11-10",1.86
"511","2017-11-13",1.798
"512","2017-11-14",1.78
"513","2017-11-15",1.85
"514","2017-11-16",1.71
"515","2017-11-17",1.762
"516","2017-11-20",1.82
"517","2017-11-21",1.69
"518","2017-11-22",1.829
"519","2017-11-24",1.84
"520","2017-11-27",2.33
"521","2017-11-28",2.05
"522","2017-11-29",2.01
"523","2017-11-30",2.022
"524","2017-12-01",4.1
"525","2017-12-04",6.68
"526","2017-12-05",4.9
"527","2017-12-06",3.912
"528","2017-12-07",3.77
"529","2017-12-08",5.32
"530","2017-12-11",5
"531","2017-12-12",4.67
"532","2017-12-13",4.54
"533","2017-12-14",4.54
"534","2017-12-15",4.15
"535","2017-12-18",3.9
"536","2017-12-19",4.07
"537","2017-12-20",3.74
"538","2017-12-21",3.87
"539","2017-12-22",3.84
"540","2017-12-26",3.64
"541","2017-12-27",3.47
"542","2017-12-28",3.4
"543","2017-12-29",3.22
"544","2018-01-02",3.11
"545","2018-01-03",3.04
"546","2018-01-04",2.6
"547","2018-01-05",2.38
"548","2018-01-08",2.21
"549","2018-01-09",2.24
"550","2018-01-10",2.19
"551","2018-01-11",2.15
"552","2018-01-12",1.897
"553","2018-01-16",1.885
"554","2018-01-17",1.8
"555","2018-01-18",1.72
"556","2018-01-19",1.73
"557","2018-01-22",2.02
"558","2018-01-23",1.85
"559","2018-01-24",1.7
"560","2018-01-25",1.73
"561","2018-01-26",1.76
"562","2018-01-29",1.84
"563","2018-01-30",1.77
"564","2018-01-31",1.71
"565","2018-02-01",1.68
"566","2018-02-02",1.43
"567","2018-02-05",1.25
"568","2018-02-06",1.3
"569","2018-02-07",1.26
"570","2018-02-08",1.28
"571","2018-02-09",1.25
"572","2018-02-12",1.181
"573","2018-02-13",1.28
"574","2018-02-14",1.35
"575","2018-02-15",1.27
"576","2018-02-16",1.28
"577","2018-02-20",1.3
"578","2018-02-21",1.28
"579","2018-02-22",1.249
"580","2018-02-23",1.24
"581","2018-02-26",1.24
"582","2018-02-27",1.233
"583","2018-02-28",1.18
"584","2018-03-01",1.24
"585","2018-03-02",1.3
"586","2018-03-05",1.25
"587","2018-03-06",1.27
"588","2018-03-07",1.25
"589","2018-03-08",1.291
"590","2018-03-09",1.35
"591","2018-03-12",1.469
"592","2018-03-13",1.38
"593","2018-03-14",1.33
"594","2018-03-15",1.16
"595","2018-03-16",1.18
"596","2018-03-19",1.16
"597","2018-03-20",1.13
"598","2018-03-21",1.13
"599","2018-03-22",1.11
"600","2018-03-23",1.05
"601","2018-03-26",1.08
"602","2018-03-27",1.03
"603","2018-03-28",0.96
"604","2018-03-29",0.981
"605","2018-04-02",0.99
"606","2018-04-03",1.01
"607","2018-04-04",1.072
"608","2018-04-05",1.07
"609","2018-04-06",1.093
"610","2018-04-09",1.08
"611","2018-04-10",1.183
"612","2018-04-11",1.14
"613","2018-04-12",1.114
"614","2018-04-13",1.17
"615","2018-04-16",1.135
"616","2018-04-17",1.106
"617","2018-04-18",1.092
"618","2018-04-19",1.12
"619","2018-04-20",1.14
"620","2018-04-23",1.128
"621","2018-04-24",1.09
"622","2018-04-25",1.08
"623","2018-04-26",1.1
"624","2018-04-27",1.106
"625","2018-04-30",1.118
"626","2018-05-01",1.1
"627","2018-05-02",1.1
"628","2018-05-03",1.09
"629","2018-05-04",1.13
"630","2018-05-07",1.27
"631","2018-05-08",1.17
"632","2018-05-09",1.22
"633","2018-05-10",1.19
"634","2018-05-11",1.295
"635","2018-05-14",1.218
"636","2018-05-15",1.13
"637","2018-05-16",1.13
"638","2018-05-17",1.12
"639","2018-05-18",1.08
"640","2018-05-21",1.09
"641","2018-05-22",1.1
"642","2018-05-23",1.066
"643","2018-05-24",1.08
"644","2018-05-25",1.31
"645","2018-05-29",1.13
"646","2018-05-30",1.223
"647","2018-05-31",1.18
"648","2018-06-01",1.177
"649","2018-06-04",1.22
"650","2018-06-05",1.161
"651","2018-06-06",1.147
"652","2018-06-07",1.17
"653","2018-06-08",1.2
"654","2018-06-11",1.17
"655","2018-06-12",1.17
"656","2018-06-13",1.17
"657","2018-06-14",1.27
"658","2018-06-15",1.21
"659","2018-06-18",1.19
"660","2018-06-19",1.17
"661","2018-06-20",1.12
"662","2018-06-21",1.12
"663","2018-06-22",1.15
"664","2018-06-25",1.14
"665","2018-06-26",1.123
"666","2018-06-27",1.1
"667","2018-06-28",1.097
"668","2018-06-29",1.07
"669","2018-07-02",1.09
"670","2018-07-03",1.061
"671","2018-07-05",1.05
"672","2018-07-06",1.05
"673","2018-07-09",1.07
"674","2018-07-10",1.05
"675","2018-07-11",1.046
"676","2018-07-12",1.05
"677","2018-07-13",1.076
"678","2018-07-16",1.07
"679","2018-07-17",1.08
"680","2018-07-18",1.06
"681","2018-07-19",1.07
"682","2018-07-20",1.07
"683","2018-07-23",1.05
"684","2018-07-24",1.03
"685","2018-07-25",0.95
"686","2018-07-26",0.91
"687","2018-07-27",0.93
"688","2018-07-30",0.912
"689","2018-07-31",0.86
"690","2018-08-01",0.88
"691","2018-08-02",0.85
"692","2018-08-03",0.878
"693","2018-08-06",0.9
"694","2018-08-07",0.9
"695","2018-08-08",0.91
"696","2018-08-09",0.93
"697","2018-08-10",0.85
"698","2018-08-13",0.86
"699","2018-08-14",0.84
"700","2018-08-15",0.82
"701","2018-08-16",0.872
"702","2018-08-17",0.845
"703","2018-08-20",0.86
"704","2018-08-21",0.821
"705","2018-08-22",0.854
"706","2018-08-23",0.827
"707","2018-08-24",0.805
"708","2018-08-27",0.83
"709","2018-08-28",0.825
"710","2018-08-29",0.85
"711","2018-08-30",0.82
"712","2018-08-31",0.798
"713","2018-09-04",0.838
"714","2018-09-05",0.835
"715","2018-09-06",0.81
"716","2018-09-07",0.791
"717","2018-09-10",0.8
"718","2018-09-11",0.79
"719","2018-09-12",0.781
"720","2018-09-13",0.76
"721","2018-09-14",0.76
"722","2018-09-17",0.79
"723","2018-09-18",0.8
"724","2018-09-19",0.853
"725","2018-09-20",0.85
"726","2018-09-21",0.9
"727","2018-09-24",0.87
"728","2018-09-25",1.06
"729","2018-09-26",0.96
"730","2018-09-27",0.929
"731","2018-09-28",0.92
"732","2018-10-01",0.951
"733","2018-10-02",0.93
"734","2018-10-03",0.929
"735","2018-10-04",0.96
"736","2018-10-05",0.985
"737","2018-10-08",0.96
"738","2018-10-09",0.986
"739","2018-10-10",0.98
"740","2018-10-11",0.98
"741","2018-10-12",0.955
"742","2018-10-15",1.05
"743","2018-10-16",1.02
"744","2018-10-17",1.03
"745","2018-10-18",1.044
"746","2018-10-19",1.12
"747","2018-10-22",1.342
"748","2018-10-23",1.17
"749","2018-10-24",1.25
"750","2018-10-25",1.37
"751","2018-10-26",1.67
"752","2018-10-29",2.07
"753","2018-10-30",1.89
"754","2018-10-31",2.64
"755","2018-11-01",3.1
"756","2018-11-02",3.06
"757","2018-11-05",2.61
"758","2018-11-06",2.07
"759","2018-11-07",1.88
"760","2018-11-08",1.77
"761","2018-11-09",2.22
"762","2018-11-12",1.93
"763","2018-11-13",2.97
"764","2018-11-14",2.05
"765","2018-11-15",1.4
"766","2018-11-16",1.49
"767","2018-11-19",1.32
"768","2018-11-20",1.38
"769","2018-11-21",1.38
"770","2018-11-23",1.43
"771","2018-11-26",1.51
"772","2018-11-27",1.75
"773","2018-11-28",1.81
"774","2018-11-29",1.62
"775","2018-11-30",1.49
"776","2018-12-03",1.47
"777","2018-12-04",1.37
"778","2018-12-06",1.36
"779","2018-12-07",1.37
"780","2018-12-10",1.1
"781","2018-12-11",1.2
"782","2018-12-12",1.18
"783","2018-12-13",1.13
"784","2018-12-14",1.19
"785","2018-12-17",1.11
"786","2018-12-18",1.03
"787","2018-12-19",0.98
"788","2018-12-20",0.852
"789","2018-12-21",0.78
"790","2018-12-24",0.65
"791","2018-12-26",0.741
"792","2018-12-27",0.86
"793","2018-12-28",1.06
"794","2018-12-31",0.997
"795","2019-01-02",0.99
"796","2019-01-03",0.95
"797","2019-01-04",0.97
"798","2019-01-07",1.03
"799","2019-01-08",1.09
"800","2019-01-09",1.1
"801","2019-01-10",1.12
"802","2019-01-11",1.13
"803","2019-01-14",1.08
"804","2019-01-15",1.13
"805","2019-01-16",1.2
"806","2019-01-17",1.234
"807","2019-01-18",1.23
"808","2019-01-22",1.12
"809","2019-01-23",1.13
"810","2019-01-24",1.06
"811","2019-01-25",1.1
"812","2019-01-28",1.092
"813","2019-01-29",1.02
"814","2019-01-30",1.09
"815","2019-01-31",1.02
"816","2019-02-01",1.04
"817","2019-02-04",1.03
"818","2019-02-05",1
"819","2019-02-06",1.025
"820","2019-02-07",1.02
"821","2019-02-08",1.01
"822","2019-02-11",1.019
"823","2019-02-12",1.03
"824","2019-02-13",1.019
"825","2019-02-14",1.05
"826","2019-02-15",1.02
"827","2019-02-19",1.08
"828","2019-02-20",1.08
"829","2019-02-21",1.11
"830","2019-02-22",1.07
"831","2019-02-25",1.04
"832","2019-02-26",1.07
"833","2019-02-27",1.05
"834","2019-02-28",1.03
"835","2019-03-01",1.03
"836","2019-03-04",1.025
"837","2019-03-05",1.04
"838","2019-03-06",1.02
"839","2019-03-07",1.08
"840","2019-03-08",1.21
"841","2019-03-11",1.69
"842","2019-03-12",1.47
"843","2019-03-13",1.39
"844","2019-03-14",1.37
"845","2019-03-15",1.45
"846","2019-03-18",1.49
"847","2019-03-19",1.38
"848","2019-03-20",1.35
"849","2019-03-21",1.1
"850","2019-03-22",1.08
"851","2019-03-25",1.08
"852","2019-03-26",1.09
"853","2019-03-27",1.2
"854","2019-03-28",1.12
"855","2019-03-29",1.16
"856","2019-04-01",1.17
"857","2019-04-02",1.17
"858","2019-04-03",1.22
"859","2019-04-04",1.36
"860","2019-04-05",1.33
"861","2019-04-08",1.33
"862","2019-04-09",1.4
"863","2019-04-10",1.44
"864","2019-04-11",1.48
"865","2019-04-12",1.48
"866","2019-04-15",1.4
"867","2019-04-16",1.364
"868","2019-04-17",1.25
"869","2019-04-18",1.34
"870","2019-04-22",1.38
"871","2019-04-23",1.33
"872","2019-04-24",1.32
"873","2019-04-25",1.264
"874","2019-04-26",1.23
"875","2019-04-29",1.26
"876","2019-04-30",1.21
"877","2019-05-01",1.24
"878","2019-05-02",1.23
"879","2019-05-03",1.19
"880","2019-05-06",1.16
"881","2019-05-07",1.114
"882","2019-05-08",1.19
"883","2019-05-09",1.15
"884","2019-05-10",1.14
"885","2019-05-13",1.17
"886","2019-05-14",1.134
"887","2019-05-15",1.18
"888","2019-05-16",1.14
"889","2019-05-17",1.19
"890","2019-05-20",1.15
"891","2019-05-21",1.08
"892","2019-05-22",1.11
"893","2019-05-23",1.09
"894","2019-05-24",1.09
"895","2019-05-28",1.1
"896","2019-05-29",1.08
"897","2019-05-30",1.06
"898","2019-05-31",1.056
"899","2019-06-03",1.04
"900","2019-06-04",1.1
"901","2019-06-05",1.1
"902","2019-06-06",1.05
"903","2019-06-07",1.05
"904","2019-06-10",1.06
"905","2019-06-11",1.05
"906","2019-06-12",1.02
"907","2019-06-13",1.07
"908","2019-06-14",1.02
"909","2019-06-17",1.02
"910","2019-06-18",1.02
"911","2019-06-19",1.018
"912","2019-06-20",1.039
"913","2019-06-21",1.031
"914","2019-06-24",1.02
"915","2019-06-25",1.04
"916","2019-06-26",1.03
"917","2019-06-27",1.04
"918","2019-06-28",1.06
"919","2019-07-01",1.1
"920","2019-07-02",1.1
"921","2019-07-03",1.045
"922","2019-07-05",1.05
"923","2019-07-08",1.04
"924","2019-07-09",1.18
"925","2019-07-10",1.05
"926","2019-07-11",1.058
"927","2019-07-12",1.069
"928","2019-07-15",1.07
"929","2019-07-16",1.065
"930","2019-07-17",1.07
"931","2019-07-18",1.068
"932","2019-07-19",1.055
"933","2019-07-22",1.136
"934","2019-07-23",1.085
"935","2019-07-24",1.08
"936","2019-07-25",1.1
"937","2019-07-26",1.099
"938","2019-07-29",1.078
"939","2019-07-30",1.08
"940","2019-07-31",1.058
"941","2019-08-01",1.06
"942","2019-08-02",1.02
"943","2019-08-05",0.97
"944","2019-08-06",0.97
"945","2019-08-07",0.97
"946","2019-08-08",0.98
"947","2019-08-09",0.97
"948","2019-08-12",0.97
"949","2019-08-13",1.043
"950","2019-08-14",1.015
"951","2019-08-15",1.002
"952","2019-08-16",0.982
"953","2019-08-19",1.03
"954","2019-08-20",1.03
"955","2019-08-21",1.04
"956","2019-08-22",1.071
"957","2019-08-23",1.061
"958","2019-08-26",1.079
"959","2019-08-27",1.09
"960","2019-08-28",1.12
"961","2019-08-29",1.17
"962","2019-08-30",1.19
"963","2019-09-03",1.21
"964","2019-09-04",1.25
"965","2019-09-05",1.26
"966","2019-09-06",1.27
"967","2019-09-09",1.195
"968","2019-09-10",1.165
"969","2019-09-11",1.24
"970","2019-09-12",1.21
"971","2019-09-13",1.24
"972","2019-09-16",1.22
"973","2019-09-17",1.21
"974","2019-09-18",1.23
"975","2019-09-19",1.22
"976","2019-09-20",1.282
"977","2019-09-23",1.43
"978","2019-09-24",1.44
"979","2019-09-25",1.468
"980","2019-09-26",1.41
"981","2019-09-27",1.461
"982","2019-09-30",1.5
"983","2019-10-01",1.56
"984","2019-10-02",1.463
"985","2019-10-03",1.54
"986","2019-10-04",1.6
"987","2019-10-07",1.6
"988","2019-10-08",1.625
"989","2019-10-09",1.695
"990","2019-10-10",1.67
"991","2019-10-11",1.7
"992","2019-10-14",1.75
"993","2019-10-15",1.7
"994","2019-10-16",1.71
"995","2019-10-17",1.689
"996","2019-10-18",1.66
"997","2019-10-21",1.66
"998","2019-10-22",1.49
"999","2019-10-23",1.57
"1000","2019-10-24",1.512
"1001","2019-10-25",1.48
