"","date","CO"
"157","2007-12-19",5.55
"158","2007-12-20",5.59
"159","2007-12-21",5.59
"160","2007-12-24",5.59
"161","2007-12-26",5.59
"162","2007-12-27",5.57
"163","2007-12-28",5.57
"164","2007-12-31",5.57
"165","2008-01-02",5.57
"166","2008-01-03",5.6
"167","2008-01-04",5.6
"168","2008-01-07",5.6
"169","2008-01-08",5.6
"170","2008-01-09",5.6
"171","2008-01-10",5.6
"172","2008-01-11",5.6
"173","2008-01-14",5.63
"174","2008-01-15",5.58
"175","2008-01-16",5.63
"176","2008-01-17",5.63
"177","2008-01-18",5.63
"178","2008-01-22",5.64
"179","2008-01-23",5.64
"180","2008-01-24",5.66
"181","2008-01-25",5.66
"182","2008-01-28",5.65
"183","2008-01-29",5.64
"184","2008-01-30",5.66
"185","2008-01-31",5.65
"186","2008-02-01",5.65
"187","2008-02-04",5.65
"188","2008-02-05",5.65
"189","2008-02-06",5.65
"190","2008-02-07",5.62
"191","2008-02-08",5.62
"192","2008-02-11",5.6
"193","2008-02-12",5.61
"194","2008-02-13",5.62
"195","2008-02-14",5.62
"196","2008-02-15",5.62
"197","2008-02-19",5.62
"198","2008-02-20",5.59
"199","2008-02-21",5.6
"200","2008-02-22",5.6
"201","2008-02-25",5.61
"202","2008-02-26",5.61
"203","2008-02-27",5.62
"204","2008-02-28",5.62
"205","2008-02-29",5.62
"206","2008-03-03",5.62
"207","2008-03-04",5.62
"208","2008-03-05",5.62
"209","2008-03-06",5.61
"210","2008-03-07",5.59
"211","2008-03-10",5.59
"212","2008-03-11",5.59
"213","2008-03-12",5.59
"214","2008-03-13",5.58
"215","2008-03-14",5.61
"216","2008-03-17",5.61
"217","2008-03-18",5.61
"218","2008-03-19",5.61
"219","2008-03-20",5.61
"220","2008-03-24",5.61
"221","2008-03-25",5.61
"222","2008-03-26",5.64
"223","2008-03-27",5.64
"224","2008-03-28",5.7
"225","2008-03-31",5.7
"226","2008-04-01",5.7
"227","2008-04-02",5.67
"228","2008-04-03",5.65
"229","2008-04-04",5.64
"230","2008-04-07",5.64
"231","2008-04-08",5.64
"232","2008-04-09",5.64
"233","2008-04-10",5.62
"234","2008-04-11",5.62
"235","2008-04-14",5.64
"236","2008-04-15",5.62
"237","2008-04-16",5.6
"238","2008-04-17",5.59
"239","2008-04-18",5.59
"240","2008-04-21",5.59
"241","2008-04-22",5.59
"242","2008-04-23",5.6
"243","2008-04-24",5.6
"244","2008-04-25",5.63
"245","2008-04-28",5.7
"246","2008-04-29",5.7
"247","2008-04-30",5.72
"248","2008-05-01",5.72
"249","2008-05-02",5.72
"250","2008-05-05",5.72
"251","2008-05-06",5.72
"252","2008-05-07",5.72
"253","2008-05-08",5.72
"254","2008-05-09",5.72
"255","2008-05-12",5.72
"256","2008-05-13",5.72
"257","2008-05-14",5.72
"258","2008-05-15",5.72
"259","2008-05-16",5.63
"260","2008-05-19",5.66
"261","2008-05-20",5.65
"262","2008-05-21",5.72
"263","2008-05-22",5.72
"264","2008-05-23",5.72
"265","2008-05-27",5.69
"266","2008-05-28",5.72
"267","2008-05-29",5.72
"268","2008-05-30",5.72
"269","2008-06-02",5.72
"270","2008-06-03",5.72
"271","2008-06-04",5.72
"272","2008-06-05",5.72
"273","2008-06-06",5.75
"274","2008-06-09",5.75
"275","2008-06-10",5.75
"276","2008-06-11",5.77
"277","2008-06-12",5.77
"278","2008-06-13",5.77
"279","2008-06-16",5.77
"280","2008-06-17",5.77
"281","2008-06-18",5.75
"282","2008-06-19",5.75
"283","2008-06-20",5.75
"284","2008-06-23",5.75
"285","2008-06-24",5.75
"286","2008-06-25",5.76
"287","2008-06-26",5.76
"288","2008-06-27",5.76
"289","2008-06-30",5.76
"290","2008-07-01",5.78
"291","2008-07-02",5.78
"292","2008-07-03",5.75
"293","2008-07-07",5.75
"294","2008-07-08",5.75
"295","2008-07-09",5.75
"296","2008-07-10",5.75
"297","2008-07-11",5.75
"298","2008-07-14",5.76
"299","2008-07-15",5.76
"300","2008-07-16",5.76
"301","2008-07-17",5.76
"302","2008-07-18",5.76
"303","2008-07-21",5.76
"304","2008-07-22",5.76
"305","2008-07-23",5.76
"306","2008-07-24",5.76
"307","2008-07-25",5.76
"308","2008-07-28",5.76
"309","2008-07-29",5.76
"310","2008-07-30",5.76
"311","2008-07-31",5.82
"312","2008-08-01",5.82
"313","2008-08-04",5.82
"314","2008-08-05",5.82
"315","2008-08-06",5.81
"316","2008-08-07",5.81
"317","2008-08-08",5.81
"318","2008-08-11",5.81
"319","2008-08-12",5.81
"320","2008-08-13",5.81
"321","2008-08-14",5.81
"322","2008-08-15",5.81
"323","2008-08-18",5.82
"324","2008-08-19",5.82
"325","2008-08-20",5.82
"326","2008-08-21",5.82
"327","2008-08-22",5.82
"328","2008-08-25",5.82
"329","2008-08-26",5.82
"330","2008-08-27",5.89
"331","2008-08-28",5.89
"332","2008-08-29",5.89
"333","2008-09-02",5.89
"334","2008-09-03",5.89
"335","2008-09-04",5.89
"336","2008-09-05",5.85
"337","2008-09-08",5.83
"338","2008-09-09",5.83
"339","2008-09-10",5.83
"340","2008-09-11",5.83
"341","2008-09-12",5.83
"342","2008-09-15",5.83
"343","2008-09-16",5.83
"344","2008-09-17",5.8
"345","2008-09-18",5.77
"346","2008-09-19",5.78
"347","2008-09-22",5.79
"348","2008-09-23",5.85
"349","2008-09-24",5.85
"350","2008-09-25",5.78
"351","2008-09-26",5.77
"352","2008-09-29",5.77
"353","2008-09-30",5.65
"354","2008-10-01",5.73
"355","2008-10-02",5.77
"356","2008-10-03",5.77
"357","2008-10-06",5.68
"358","2008-10-07",5.68
"359","2008-10-08",5.68
"360","2008-10-09",5.68
"361","2008-10-10",5.68
"362","2008-10-13",5.68
"363","2008-10-14",5.68
"364","2008-10-15",5.68
"365","2008-10-16",5.68
"366","2008-10-17",5.68
"367","2008-10-20",5.68
"368","2008-10-21",5.68
"369","2008-10-22",5.68
"370","2008-10-23",5.68
"371","2008-10-24",5.77
"372","2008-10-27",5.77
"373","2008-10-28",5.77
"374","2008-10-29",5.77
"375","2008-10-30",5.77
"376","2008-10-31",5.77
"377","2008-11-03",5.8
"378","2008-11-04",5.8
"379","2008-11-05",5.81
"380","2008-11-06",5.81
"381","2008-11-07",5.81
"382","2008-11-10",5.81
"383","2008-11-11",5.81
"384","2008-11-12",5.82
"385","2008-11-13",5.86
"386","2008-11-14",5.84
"387","2008-11-17",5.84
"388","2008-11-18",5.84
"389","2008-11-19",5.84
"390","2008-11-20",5.84
"391","2008-11-21",5.84
"392","2008-11-24",5.84
"393","2008-11-25",5.84
"394","2008-11-26",5.84
"395","2008-11-28",5.84
"396","2008-12-01",5.84
"397","2008-12-02",5.84
"398","2008-12-03",5.84
"399","2008-12-04",5.84
"400","2008-12-05",5.84
"401","2008-12-08",5.8
"402","2008-12-09",5.7
"403","2008-12-10",5.7
"404","2008-12-11",5.7
"405","2008-12-12",5.7
"406","2008-12-15",5.7
"407","2008-12-16",5.4
"408","2008-12-17",5.4
"409","2008-12-18",5.4
"410","2008-12-19",5.4
"411","2008-12-22",5.4
"412","2008-12-23",5.4
"413","2008-12-24",5.4
"414","2008-12-26",5.4
"415","2008-12-29",5.46
"416","2008-12-30",5.46
"417","2008-12-31",5.5
"418","2009-01-02",5.5
"419","2009-01-05",5.5
"420","2009-01-06",5.5
"421","2009-01-07",5.5
"422","2009-01-08",5.5
"423","2009-01-09",5.5
"424","2009-01-12",5.5
"425","2009-01-13",5.5
"426","2009-01-14",5.5
"427","2009-01-15",5.5
"428","2009-01-16",5.5
"429","2009-01-20",5.5
"430","2009-01-21",5.5
"431","2009-01-22",5.5
"432","2009-01-23",5.5
"433","2009-01-26",5.5
"434","2009-01-27",5.5
"435","2009-01-28",5.5
"436","2009-01-29",5.5
"437","2009-01-30",5.5
"438","2009-02-02",5.5
"439","2009-02-03",5.6
"440","2009-02-04",5.6
"441","2009-02-05",5.6
"442","2009-02-06",5.6
"443","2009-02-09",5.6
"444","2009-02-10",5.6
"445","2009-02-11",5.6
"446","2009-02-12",5.6
"447","2009-02-13",5.55
"448","2009-02-17",5.65
"449","2009-02-18",6
"450","2009-02-19",6
"451","2009-02-20",5.9
"452","2009-02-23",5.65
"453","2009-02-24",5.7
"454","2009-02-25",5.7
"455","2009-02-26",5.7
"456","2009-02-27",5.7
"457","2009-03-02",5.7
"458","2009-03-03",5.7
"459","2009-03-04",5.7
"460","2009-03-05",5.7
"461","2009-03-06",5.7
"462","2009-03-09",5.7
"463","2009-03-10",5.7
"464","2009-03-11",5.7
"465","2009-03-12",5.7
"466","2009-03-13",5.85
"467","2009-03-16",5.85
"468","2009-03-17",5.85
"469","2009-03-18",5.85
"470","2009-03-19",5.85
"471","2009-03-20",5.85
"472","2009-03-23",5.85
"473","2009-03-24",5.85
"474","2009-03-25",5.85
"475","2009-03-26",5.85
"476","2009-03-27",5.85
"477","2009-03-30",5.85
"478","2009-03-31",5.85
"479","2009-04-01",5.85
"480","2009-04-02",5.85
"481","2009-04-03",5.85
"482","2009-04-06",5.85
"483","2009-04-07",5.85
"484","2009-04-08",5.85
"485","2009-04-09",5.85
"486","2009-04-13",5.85
"487","2009-04-14",5.85
"488","2009-04-15",5.85
"489","2009-04-16",5.85
"490","2009-04-17",5.85
"491","2009-04-20",5.85
"492","2009-04-21",5.85
"493","2009-04-22",5.85
"494","2009-04-23",5.85
"495","2009-04-24",5.85
"496","2009-04-27",5.85
"497","2009-04-28",5.85
"498","2009-04-29",5.85
"499","2009-04-30",5.85
"500","2009-05-01",5.85
"501","2009-05-04",5.85
"502","2009-05-05",5.85
"503","2009-05-06",5.85
"504","2009-05-07",5.85
"505","2009-05-08",5.85
"506","2009-05-11",5.85
"507","2009-05-12",5.85
"508","2009-05-13",5.85
"509","2009-05-14",5.85
"510","2009-05-15",5.85
"511","2009-05-18",5.85
"512","2009-05-19",5.85
"513","2009-05-20",5.85
"514","2009-05-21",5.85
"515","2009-05-22",5.85
"516","2009-05-26",5.85
"517","2009-05-27",5.85
"518","2009-05-28",5.85
"519","2009-05-29",5.85
"520","2009-06-01",5.85
"521","2009-06-02",5.69
"522","2009-06-03",5.69
"523","2009-06-04",5.69
"524","2009-06-05",5.69
"525","2009-06-08",5.69
"526","2009-06-09",5.69
"527","2009-06-10",5.69
"528","2009-06-11",5.69
"529","2009-06-12",5.69
"530","2009-06-15",5.69
"531","2009-06-16",5.69
"532","2009-06-17",5.69
"533","2009-06-18",5.69
"534","2009-06-19",5.69
"535","2009-06-22",5.69
"536","2009-06-23",5.69
"537","2009-06-24",5.69
"538","2009-06-25",5.69
"539","2009-06-26",6.02
"540","2009-06-29",6.06
"541","2009-06-30",5.99
"542","2009-07-01",5.98
"543","2009-07-02",6.1
"544","2009-07-06",6.2
"545","2009-07-07",6.2
"546","2009-07-08",6.35
"547","2009-07-09",6.35
"548","2009-07-10",6.35
"549","2009-07-13",6.36
"550","2009-07-14",6.36
"551","2009-07-15",6.36
"552","2009-07-16",6.36
"553","2009-07-17",6.25
"554","2009-07-20",6.25
"555","2009-07-21",6.25
"556","2009-07-22",6.37
"557","2009-07-23",6.37
"558","2009-07-24",6.37
"559","2009-07-27",6.45
"560","2009-07-28",6.45
"561","2009-07-29",6.55
"562","2009-07-30",6.55
"563","2009-07-31",6.55
"564","2009-08-03",6.55
"565","2009-08-04",6.55
"566","2009-08-05",6.55
"567","2009-08-06",6
"568","2009-08-07",6
"569","2009-08-10",6
"570","2009-08-11",6
"571","2009-08-12",6.1
"572","2009-08-13",6.1
"573","2009-08-14",6.45
"574","2009-08-17",6.45
"575","2009-08-18",6.75
"576","2009-08-19",6.75
"577","2009-08-20",6.75
"578","2009-08-21",6.75
"579","2009-08-24",6.75
"580","2009-08-25",6.75
"581","2009-08-26",6.75
"582","2009-08-27",7.1
"583","2009-08-28",7.1
"584","2009-08-31",7.1
"585","2009-09-01",7.1
"586","2009-09-02",7.1
"587","2009-09-03",7.1
"588","2009-09-04",7.1
"589","2009-09-08",7.1
"590","2009-09-09",7.1
"591","2009-09-10",7.1
"592","2009-09-11",7.5
"593","2009-09-14",7.5
"594","2009-09-15",7.5
"595","2009-09-16",7.5
"596","2009-09-17",7.5
"597","2009-09-18",7.5
"598","2009-09-21",7.5
"599","2009-09-22",7.5
"600","2009-09-23",7.5
"601","2009-09-24",7.5
"602","2009-09-25",7.5
"603","2009-09-28",7.5
"604","2009-09-29",7.5
"605","2009-09-30",7.5
"606","2009-10-01",7.5
"607","2009-10-02",7.5
"608","2009-10-05",7.5
"609","2009-10-06",7.5
"610","2009-10-07",7.5
"611","2009-10-08",7.5
"612","2009-10-09",7.5
"613","2009-10-12",7.5
"614","2009-10-13",7.5
"615","2009-10-14",7.5
"616","2009-10-15",7.5
"617","2009-10-16",7.5
"618","2009-10-19",7.5
"619","2009-10-20",7.5
"620","2009-10-21",7.5
"621","2009-10-22",7.5
"622","2009-10-23",7.5
"623","2009-10-26",7.5
"624","2009-10-27",7.5
"625","2009-10-28",7.5
"626","2009-10-29",7.5
"627","2009-10-30",7.5
"628","2009-11-02",7.5
"629","2009-11-03",7.5
"630","2009-11-04",7.5
"631","2009-11-05",7.5
"632","2009-11-06",7.5
"633","2009-11-09",7.5
"634","2009-11-10",7.5
"635","2009-11-11",7.5
"636","2009-11-12",7.35
"637","2009-11-13",7.35
"638","2009-11-16",8.95
"639","2009-11-17",8.95
"640","2009-11-18",12.85
"641","2009-11-19",5.93
"642","2009-11-20",5.75
"643","2009-11-23",6.1
"644","2009-11-24",6.07
"645","2009-11-25",6.24
"646","2009-11-27",6.16
"647","2009-11-30",6.1
"648","2009-12-01",6.1
"649","2009-12-02",6.02
"650","2009-12-03",6.03
"651","2009-12-04",6.05
"652","2009-12-07",5.99
"653","2009-12-08",5.95
"654","2009-12-09",5.7
"655","2009-12-10",5.69
"656","2009-12-11",5.78
"657","2009-12-14",5.59
"658","2009-12-15",5.6
"659","2009-12-16",5.61
"660","2009-12-17",5.98
"661","2009-12-18",5.94
"662","2009-12-21",5.98
"663","2009-12-22",5.9
"664","2009-12-23",5.94
"665","2009-12-24",5.9
"666","2009-12-28",5.84
"667","2009-12-29",5.95
"668","2009-12-30",6.69
"669","2009-12-31",6.5
"670","2010-01-04",6.36
"671","2010-01-05",6.3
"672","2010-01-06",6.25
"673","2010-01-07",6.29
"674","2010-01-08",6.35
"675","2010-01-11",6.65
"676","2010-01-12",6.4
"677","2010-01-13",6.27
"678","2010-01-14",6.31
"679","2010-01-15",6.31
"680","2010-01-19",5.92
"681","2010-01-20",5.91
"682","2010-01-21",5.86
"683","2010-01-22",6.5
"684","2010-01-25",6.33
"685","2010-01-26",6.24
"686","2010-01-27",5.87
"687","2010-01-28",5.89
"688","2010-01-29",5.98
"689","2010-02-01",6
"690","2010-02-02",6.18
"691","2010-02-03",5.97
"692","2010-02-04",5.98
"693","2010-02-05",5.85
"694","2010-02-08",5.99
"695","2010-02-09",5.85
"696","2010-02-10",5.86
"697","2010-02-11",5.93
"698","2010-02-12",5.93
"699","2010-02-16",5.9
"700","2010-02-17",5.6
"701","2010-02-18",5.62
"702","2010-02-19",5.7
"703","2010-02-22",5.5
"704","2010-02-23",5.2
"705","2010-02-24",5.2
"706","2010-02-25",5.03
"707","2010-02-26",5.2
"708","2010-03-01",5
"709","2010-03-02",5.25
"710","2010-03-03",5.38
"711","2010-03-04",5.45
"712","2010-03-05",5.45
"713","2010-03-08",5.1
"714","2010-03-09",5.24
"715","2010-03-10",5.23
"716","2010-03-11",5.49
"717","2010-03-12",5.28
"718","2010-03-15",5.33
"719","2010-03-16",5.29
"720","2010-03-17",5.2
"721","2010-03-18",5.2
"722","2010-03-19",5.26
"723","2010-03-22",5.42
"724","2010-03-23",5.65
"725","2010-03-24",5.85
"726","2010-03-25",6.45
"727","2010-03-26",5.95
"728","2010-03-29",6.17
"729","2010-03-30",6.2
"730","2010-03-31",6
"731","2010-04-01",6
"732","2010-04-05",6
"733","2010-04-06",6
"734","2010-04-07",5.98
"735","2010-04-08",5.95
"736","2010-04-09",6
"737","2010-04-12",5.95
"738","2010-04-13",5.85
"739","2010-04-14",6
"740","2010-04-15",5.95
"741","2010-04-16",6
"742","2010-04-19",5.99
"743","2010-04-20",5.95
"744","2010-04-21",5.95
"745","2010-04-22",5.91
"746","2010-04-23",6
"747","2010-04-26",6.02
"748","2010-04-27",5.87
"749","2010-04-28",5.71
"750","2010-04-29",5.91
"751","2010-04-30",5.9
"752","2010-05-03",5.85
"753","2010-05-04",5.75
"754","2010-05-05",5.9
"755","2010-05-06",5.98
"756","2010-05-07",5.9
"757","2010-05-10",6
"758","2010-05-11",5.91
"759","2010-05-12",5.92
"760","2010-05-13",5.9
"761","2010-05-14",5.85
"762","2010-05-17",5.81
"763","2010-05-18",5.8
"764","2010-05-19",5.76
"765","2010-05-20",5.67
"766","2010-05-21",5.8
"767","2010-05-24",5.8
"768","2010-05-25",5.75
"769","2010-05-26",5.75
"770","2010-05-27",5.8
"771","2010-05-28",5.79
"772","2010-06-01",5.83
"773","2010-06-02",5.86
"774","2010-06-03",5.9
"775","2010-06-04",5.85
"776","2010-06-07",5.9
"777","2010-06-08",5.43
"778","2010-06-09",5.35
"779","2010-06-10",5.38
"780","2010-06-11",5.46
"781","2010-06-14",5.3
"782","2010-06-15",5.41
"783","2010-06-16",5.33
"784","2010-06-17",5.31
"785","2010-06-18",5.3
"786","2010-06-21",5.16
"787","2010-06-22",5.43
"788","2010-06-23",5.09
"789","2010-06-24",5.06
"790","2010-06-25",5.05
"791","2010-06-28",5.19
"792","2010-06-29",5.2
"793","2010-06-30",5.25
"794","2010-07-01",5.14
"795","2010-07-02",5.06
"796","2010-07-06",5.01
"797","2010-07-07",5.15
"798","2010-07-08",5.1
"799","2010-07-09",4.96
"800","2010-07-12",5.05
"801","2010-07-13",4.96
"802","2010-07-14",5.02
"803","2010-07-15",5.05
"804","2010-07-16",5.05
"805","2010-07-19",4.98
"806","2010-07-20",5.03
"807","2010-07-21",5.06
"808","2010-07-22",5.03
"809","2010-07-23",5.08
"810","2010-07-26",5.15
"811","2010-07-27",5.15
"812","2010-07-28",5.09
"813","2010-07-29",5.27
"814","2010-07-30",5.33
"815","2010-08-02",5.04
"816","2010-08-03",5.03
"817","2010-08-04",5.03
"818","2010-08-05",5.03
"819","2010-08-06",5.03
"820","2010-08-09",4.96
"821","2010-08-10",5.01
"822","2010-08-11",4.81
"823","2010-08-12",4.8
"824","2010-08-13",4.78
"825","2010-08-16",4.77
"826","2010-08-17",4.72
"827","2010-08-18",4.65
"828","2010-08-19",4.56
"829","2010-08-20",4.56
"830","2010-08-23",4.5
"831","2010-08-24",4.35
"832","2010-08-25",4.35
"833","2010-08-26",4.36
"834","2010-08-27",4.51
"835","2010-08-30",4.51
"836","2010-08-31",4.37
"837","2010-09-01",4.17
"838","2010-09-02",4.18
"839","2010-09-03",4.22
"840","2010-09-07",4.2
"841","2010-09-08",4.22
"842","2010-09-09",4.03
"843","2010-09-10",3.89
"844","2010-09-13",4.01
"845","2010-09-14",4
"846","2010-09-15",4.71
"847","2010-09-16",5.09
"848","2010-09-17",5.96
"849","2010-09-20",5.45
"850","2010-09-21",5.55
"851","2010-09-22",5.4
"852","2010-09-23",5.41
"853","2010-09-24",5.48
"854","2010-09-27",5.41
"855","2010-09-28",5.33
"856","2010-09-29",5.3
"857","2010-09-30",5.3
"858","2010-10-01",5.09
"859","2010-10-04",5.22
"860","2010-10-05",5.2
"861","2010-10-06",5.2
"862","2010-10-07",5.21
"863","2010-10-08",5.26
"864","2010-10-11",5.17
"865","2010-10-12",5.25
"866","2010-10-13",5.09
"867","2010-10-14",5.2
"868","2010-10-15",5.2
"869","2010-10-18",5.16
"870","2010-10-19",5.2
"871","2010-10-20",5.2
"872","2010-10-21",5.44
"873","2010-10-22",5.5
"874","2010-10-25",5.55
"875","2010-10-26",5.61
"876","2010-10-27",5.66
"877","2010-10-28",5.59
"878","2010-10-29",5.55
"879","2010-11-01",5.56
"880","2010-11-02",5.61
"881","2010-11-03",5.65
"882","2010-11-04",5.66
"883","2010-11-05",3.97
"884","2010-11-08",4.16
"885","2010-11-09",4.11
"886","2010-11-10",4.16
"887","2010-11-11",4.16
"888","2010-11-12",4.21
"889","2010-11-15",4.15
"890","2010-11-16",4.07
"891","2010-11-17",3.96
"892","2010-11-18",3.93
"893","2010-11-19",3.8
"894","2010-11-22",3.89
"895","2010-11-23",3.87
"896","2010-11-24",4.01
"897","2010-11-26",4.08
"898","2010-11-29",4
"899","2010-11-30",4
"900","2010-12-01",4
"901","2010-12-02",4
"902","2010-12-03",4.03
"903","2010-12-06",4.03
"904","2010-12-07",3.98
"905","2010-12-08",3.9
"906","2010-12-09",3.8
"907","2010-12-10",3.62
"908","2010-12-13",3.54
"909","2010-12-14",3.3
"910","2010-12-15",3.2
"911","2010-12-16",3.69
"912","2010-12-17",3.72
"913","2010-12-20",3.75
"914","2010-12-21",3.6
"915","2010-12-22",3.65
"916","2010-12-23",3.67
"917","2010-12-27",3.73
"918","2010-12-28",3.82
"919","2010-12-29",3.81
"920","2010-12-30",3.91
"921","2010-12-31",4.02
"922","2011-01-03",3.8
"923","2011-01-04",3.5
"924","2011-01-05",3.65
"925","2011-01-06",3.63
"926","2011-01-07",3.63
"927","2011-01-10",3.5
"928","2011-01-11",3.48
"929","2011-01-12",3.48
"930","2011-01-13",3.42
"931","2011-01-14",3.53
"932","2011-01-18",3.49
"933","2011-01-19",3.49
"934","2011-01-20",3.45
"935","2011-01-21",3.43
"936","2011-01-24",3.39
"937","2011-01-25",3.41
"938","2011-01-26",3.37
"939","2011-01-27",3.33
"940","2011-01-28",3.36
"941","2011-01-31",3.34
"942","2011-02-01",3.29
"943","2011-02-02",3.28
"944","2011-02-03",3.26
"945","2011-02-04",3.25
"946","2011-02-07",3.37
"947","2011-02-08",3.36
"948","2011-02-09",3.48
"949","2011-02-10",3.5
"950","2011-02-11",3.52
"951","2011-02-14",3.48
"952","2011-02-15",3.47
"953","2011-02-16",3.43
"954","2011-02-17",3.46
"955","2011-02-18",3.34
"956","2011-02-22",3.38
"957","2011-02-23",3.45
"958","2011-02-24",3.45
"959","2011-02-25",3.48
"960","2011-02-28",3.57
"961","2011-03-01",3.81
"962","2011-03-02",3.66
"963","2011-03-03",3.9
"964","2011-03-04",3.9
"965","2011-03-07",3.95
"966","2011-03-08",3.6
"967","2011-03-09",3.49
"968","2011-03-10",3.51
"969","2011-03-11",3.37
"970","2011-03-14",3.39
"971","2011-03-15",3.31
"972","2011-03-16",3.3
"973","2011-03-17",3.33
"974","2011-03-18",3.3
"975","2011-03-21",3.34
"976","2011-03-22",3.34
"977","2011-03-23",3.21
"978","2011-03-24",3.04
"979","2011-03-25",3.14
"980","2011-03-28",2.95
"981","2011-03-29",3.05
"982","2011-03-30",3.17
"983","2011-03-31",3.26
"984","2011-04-01",3.39
"985","2011-04-04",3.45
"986","2011-04-05",3.3
"987","2011-04-06",3.4
"988","2011-04-07",3.4
"989","2011-04-08",3.39
"990","2011-04-11",3.38
"991","2011-04-12",3.38
"992","2011-04-13",3.37
"993","2011-04-14",3.39
"994","2011-04-15",3.5
"995","2011-04-18",3.39
"996","2011-04-19",3.4
"997","2011-04-20",3.39
"998","2011-04-21",3.41
"999","2011-04-25",3.34
"1000","2011-04-26",3.36
"1001","2011-04-27",3.35
