"","date","MDWD"
"178","2014-12-01",5.83
"179","2014-12-02",5.86
"180","2014-12-03",6.15
"181","2014-12-04",5.95
"182","2014-12-05",6.06
"183","2014-12-08",6.018
"184","2014-12-09",6.81
"185","2014-12-10",6.35
"186","2014-12-11",6.55
"187","2014-12-12",6.74
"188","2014-12-15",6.4
"189","2014-12-16",6.34
"190","2014-12-17",6.24
"191","2014-12-18",6.25
"192","2014-12-19",6.1
"193","2014-12-22",5.7
"194","2014-12-23",5.57
"195","2014-12-24",5.73
"196","2014-12-26",5.82
"197","2014-12-29",6.07
"198","2014-12-30",6.31
"199","2014-12-31",6.66
"200","2015-01-02",6.878
"201","2015-01-05",6.71
"202","2015-01-06",6.61
"203","2015-01-07",7.19
"204","2015-01-08",7.31
"205","2015-01-09",7.176
"206","2015-01-12",7.19
"207","2015-01-13",7.07
"208","2015-01-14",7.11
"209","2015-01-15",7.16
"210","2015-01-16",7.199
"211","2015-01-20",7.42
"212","2015-01-21",7.54
"213","2015-01-22",7.75
"214","2015-01-23",7.745
"215","2015-01-26",7.94
"216","2015-01-27",8.19
"217","2015-01-28",8.01
"218","2015-01-29",8.5
"219","2015-01-30",8.79
"220","2015-02-02",8.73
"221","2015-02-03",8.33
"222","2015-02-04",8.69
"223","2015-02-05",8.46
"224","2015-02-06",8.26
"225","2015-02-09",8.18
"226","2015-02-10",7.642
"227","2015-02-11",7.87
"228","2015-02-12",7.045
"229","2015-02-13",7.22
"230","2015-02-17",7.45
"231","2015-02-18",7.6
"232","2015-02-19",7.61
"233","2015-02-20",7.52
"234","2015-02-23",7.8
"235","2015-02-24",7.8
"236","2015-02-25",7.42
"237","2015-02-26",7.86
"238","2015-02-27",7.71
"239","2015-03-02",7.65
"240","2015-03-03",7.63
"241","2015-03-04",7.9
"242","2015-03-05",8.03
"243","2015-03-06",8.15
"244","2015-03-09",7.85
"245","2015-03-10",7.62
"246","2015-03-11",7.54
"247","2015-03-12",7.51
"248","2015-03-13",7.77
"249","2015-03-16",7.5
"250","2015-03-17",7.11
"251","2015-03-18",7.4
"252","2015-03-19",7.44
"253","2015-03-20",7.49
"254","2015-03-23",7.57
"255","2015-03-24",7.37
"256","2015-03-25",7.23
"257","2015-03-26",7.21
"258","2015-03-27",7.05
"259","2015-03-30",7.1
"260","2015-03-31",7.24
"261","2015-04-01",7.11
"262","2015-04-02",6.7
"263","2015-04-06",6.7
"264","2015-04-07",6.52
"265","2015-04-08",6.39
"266","2015-04-09",6.6
"267","2015-04-10",6.4
"268","2015-04-13",6.3
"269","2015-04-14",6
"270","2015-04-15",6.12
"271","2015-04-16",6.32
"272","2015-04-17",6.4
"273","2015-04-20",6.71
"274","2015-04-21",6.8
"275","2015-04-22",7.11
"276","2015-04-23",7.01
"277","2015-04-24",6.73
"278","2015-04-27",6.655
"279","2015-04-28",6.55
"280","2015-04-29",6.54
"281","2015-04-30",5.9
"282","2015-05-01",6
"283","2015-05-04",5.76
"284","2015-05-05",6.15
"285","2015-05-06",5.69
"286","2015-05-07",5.88
"287","2015-05-08",5.92
"288","2015-05-11",5.7
"289","2015-05-12",5.56
"290","2015-05-13",5.57
"291","2015-05-14",5.6
"292","2015-05-15",5.58
"293","2015-05-18",5.6
"294","2015-05-19",5.54
"295","2015-05-20",5.34
"296","2015-05-21",5.28
"297","2015-05-22",5.15
"298","2015-05-26",5.01
"299","2015-05-27",5.45
"300","2015-05-28",5.86
"301","2015-05-29",5.86
"302","2015-06-01",5.5
"303","2015-06-02",5.4
"304","2015-06-03",5.4
"305","2015-06-04",5.44
"306","2015-06-05",5.44
"307","2015-06-08",5.615
"308","2015-06-09",5.93
"309","2015-06-10",6.35
"310","2015-06-11",6.79
"311","2015-06-12",6.9
"312","2015-06-15",7.2
"313","2015-06-16",6.88
"314","2015-06-17",7.15
"315","2015-06-18",6.91
"316","2015-06-19",6.89
"317","2015-06-22",6.86
"318","2015-06-23",6.77
"319","2015-06-24",6.61
"320","2015-06-25",6.65
"321","2015-06-26",6.75
"322","2015-06-29",6.85
"323","2015-06-30",7.07
"324","2015-07-01",7.01
"325","2015-07-02",7
"326","2015-07-06",7
"327","2015-07-07",7
"328","2015-07-08",7
"329","2015-07-09",6.84
"330","2015-07-10",6.87
"331","2015-07-13",6.9
"332","2015-07-14",7.15
"333","2015-07-15",7.01
"334","2015-07-16",7
"335","2015-07-17",6.91
"336","2015-07-20",6.75
"337","2015-07-21",6.72
"338","2015-07-22",6.76
"339","2015-07-23",6.75
"340","2015-07-24",6.35
"341","2015-07-27",6.81
"342","2015-07-28",6.76
"343","2015-07-29",6.75
"344","2015-07-30",6.79
"345","2015-07-31",7.01
"346","2015-08-03",6.71
"347","2015-08-04",6.8
"348","2015-08-05",6.81
"349","2015-08-06",6.71
"350","2015-08-07",6.95
"351","2015-08-10",7.02
"352","2015-08-11",7.24
"353","2015-08-12",6.99
"354","2015-08-13",7
"355","2015-08-14",7.01
"356","2015-08-17",7.01
"357","2015-08-18",7.01
"358","2015-08-19",7.125
"359","2015-08-20",7.06
"360","2015-08-21",7.17
"361","2015-08-24",7
"362","2015-08-25",6.94
"363","2015-08-26",6.96
"364","2015-08-27",7.08
"365","2015-08-28",7.19
"366","2015-08-31",7.17
"367","2015-09-01",7.06
"368","2015-09-02",7.07
"369","2015-09-03",7.01
"370","2015-09-04",6.9
"371","2015-09-08",7.01
"372","2015-09-09",7.01
"373","2015-09-10",7.02
"374","2015-09-11",7.12
"375","2015-09-14",7.13
"376","2015-09-15",7.01
"377","2015-09-16",7.43
"378","2015-09-17",7.57
"379","2015-09-18",7.56
"380","2015-09-21",7.46
"381","2015-09-22",7.54
"382","2015-09-23",7.53
"383","2015-09-24",7.86
"384","2015-09-25",7.59
"385","2015-09-28",6.56
"386","2015-09-29",6.24
"387","2015-09-30",7.63
"388","2015-10-01",7.59
"389","2015-10-02",7.77
"390","2015-10-05",7.51
"391","2015-10-06",7.45
"392","2015-10-07",7.62
"393","2015-10-08",7.46
"394","2015-10-09",7.44
"395","2015-10-12",7.55
"396","2015-10-13",7.45
"397","2015-10-14",7.46
"398","2015-10-15",7.47
"399","2015-10-16",7.56
"400","2015-10-19",7.76
"401","2015-10-20",8
"402","2015-10-21",8.51
"403","2015-10-22",8.81
"404","2015-10-23",8.88
"405","2015-10-26",9.12
"406","2015-10-27",9.08
"407","2015-10-28",9.3
"408","2015-10-29",9.75
"409","2015-10-30",8.98
"410","2015-11-02",9.33
"411","2015-11-03",9.525
"412","2015-11-04",9.47
"413","2015-11-05",9.31
"414","2015-11-06",9.62
"415","2015-11-09",9.53
"416","2015-11-10",9.76
"417","2015-11-11",9.64
"418","2015-11-12",9.39
"419","2015-11-13",9.07
"420","2015-11-16",9.13
"421","2015-11-17",9.5
"422","2015-11-18",9.46
"423","2015-11-19",9.36
"424","2015-11-20",9.29
"425","2015-11-23",9.67
"426","2015-11-24",9.86
"427","2015-11-25",10.34
"428","2015-11-27",10.36
"429","2015-11-30",10.3
"430","2015-12-01",10.21
"431","2015-12-02",9.95
"432","2015-12-03",9.9
"433","2015-12-04",9.9
"434","2015-12-07",9.82
"435","2015-12-08",9.83
"436","2015-12-09",9.45
"437","2015-12-10",9.38
"438","2015-12-11",9.2
"439","2015-12-14",9.15
"440","2015-12-15",9.19
"441","2015-12-16",9.14
"442","2015-12-17",9.25
"443","2015-12-18",9.25
"444","2015-12-21",9.3
"445","2015-12-22",9.21
"446","2015-12-23",9.1
"447","2015-12-24",9.29
"448","2015-12-28",9
"449","2015-12-29",8.76
"450","2015-12-30",8.73
"451","2015-12-31",8.54
"452","2016-01-04",8.47
"453","2016-01-05",9.08
"454","2016-01-06",9.1
"455","2016-01-07",8.97
"456","2016-01-08",8.6
"457","2016-01-11",8.08
"458","2016-01-12",8.31
"459","2016-01-13",8
"460","2016-01-14",8.28
"461","2016-01-15",7.573
"462","2016-01-19",7.48
"463","2016-01-20",7.23
"464","2016-01-21",7.15
"465","2016-01-22",7.46
"466","2016-01-25",7.17
"467","2016-01-26",6.72
"468","2016-01-27",6.1
"469","2016-01-28",6.42
"470","2016-01-29",6.76
"471","2016-02-01",6.64
"472","2016-02-02",6.05
"473","2016-02-03",7.1
"474","2016-02-04",7.23
"475","2016-02-05",7.04
"476","2016-02-08",6.73
"477","2016-02-09",6.63
"478","2016-02-10",6.15
"479","2016-02-11",5.66
"480","2016-02-12",5.83
"481","2016-02-16",6.35
"482","2016-02-17",7.11
"483","2016-02-18",6.89
"484","2016-02-19",7.12
"485","2016-02-22",7.12
"486","2016-02-23",7.1
"487","2016-02-24",7.27
"488","2016-02-25",8.08
"489","2016-02-26",7.58
"490","2016-02-29",8.07
"491","2016-03-01",7.92
"492","2016-03-02",7.78
"493","2016-03-03",7.69
"494","2016-03-04",7.43
"495","2016-03-07",7.6
"496","2016-03-08",7.655
"497","2016-03-09",7.81
"498","2016-03-10",7.81
"499","2016-03-11",7.91
"500","2016-03-14",7.77
"501","2016-03-15",7.94
"502","2016-03-16",7.75
"503","2016-03-17",7.52
"504","2016-03-18",7.85
"505","2016-03-21",7.805
"506","2016-03-22",7.563
"507","2016-03-23",7.65
"508","2016-03-24",7.58
"509","2016-03-28",7.66
"510","2016-03-29",7.89
"511","2016-03-30",7.99
"512","2016-03-31",8.07
"513","2016-04-01",8.11
"514","2016-04-04",8
"515","2016-04-05",8
"516","2016-04-06",7.96
"517","2016-04-07",7.6
"518","2016-04-08",8.12
"519","2016-04-11",7.87
"520","2016-04-12",7.95
"521","2016-04-13",7.81
"522","2016-04-14",8.02
"523","2016-04-15",8.04
"524","2016-04-18",8.16
"525","2016-04-19",8.48
"526","2016-04-20",8.25
"527","2016-04-21",8.26
"528","2016-04-22",8.26
"529","2016-04-25",8.44
"530","2016-04-26",8.63
"531","2016-04-27",8.64
"532","2016-04-28",8.6
"533","2016-04-29",8.27
"534","2016-05-02",8.3
"535","2016-05-03",8.22
"536","2016-05-04",7.87
"537","2016-05-05",7.86
"538","2016-05-06",7.78
"539","2016-05-09",7.8
"540","2016-05-10",7.85
"541","2016-05-11",7.83
"542","2016-05-12",7.83
"543","2016-05-13",7.88
"544","2016-05-16",7.99
"545","2016-05-17",7.74
"546","2016-05-18",7.97
"547","2016-05-19",7.77
"548","2016-05-20",8
"549","2016-05-23",7.82
"550","2016-05-24",7.75
"551","2016-05-25",7.81
"552","2016-05-26",7.71
"553","2016-05-27",7.76
"554","2016-05-31",7.7
"555","2016-06-01",7.52
"556","2016-06-02",7.5
"557","2016-06-03",7.9
"558","2016-06-06",7.72
"559","2016-06-07",8.38
"560","2016-06-08",8.12
"561","2016-06-09",8.23
"562","2016-06-10",7.97
"563","2016-06-13",8.17
"564","2016-06-14",8.06
"565","2016-06-15",8.17
"566","2016-06-16",8.1
"567","2016-06-17",8.02
"568","2016-06-20",8.03
"569","2016-06-21",8.05
"570","2016-06-22",7.97
"571","2016-06-23",7.97
"572","2016-06-24",7.9
"573","2016-06-27",7.77
"574","2016-06-28",7.63
"575","2016-06-29",7.74
"576","2016-06-30",7.89
"577","2016-07-01",7.86
"578","2016-07-05",7.99
"579","2016-07-06",7.81
"580","2016-07-07",7.814
"581","2016-07-08",7.88
"582","2016-07-11",7.75
"583","2016-07-12",7.76
"584","2016-07-13",7.8
"585","2016-07-14",7.74
"586","2016-07-15",7.77
"587","2016-07-18",7.51
"588","2016-07-19",7.77
"589","2016-07-20",7.66
"590","2016-07-21",7.75
"591","2016-07-22",7.769
"592","2016-07-25",7.75
"593","2016-07-26",7.67
"594","2016-07-27",7.69
"595","2016-07-28",7.7
"596","2016-07-29",7.39
"597","2016-08-01",7.21
"598","2016-08-02",6.72
"599","2016-08-03",7.29
"600","2016-08-04",7.35
"601","2016-08-05",7.25
"602","2016-08-08",7
"603","2016-08-09",7
"604","2016-08-10",6.9
"605","2016-08-11",6.89
"606","2016-08-12",6.8
"607","2016-08-15",6.74
"608","2016-08-16",6.37
"609","2016-08-17",7.86
"610","2016-08-18",8.01
"611","2016-08-19",8.21
"612","2016-08-22",8.16
"613","2016-08-23",7.98
"614","2016-08-24",8.06
"615","2016-08-25",7.89
"616","2016-08-26",7.78
"617","2016-08-29",7.71
"618","2016-08-30",7.78
"619","2016-08-31",7.46
"620","2016-09-01",7.57
"621","2016-09-02",7.48
"622","2016-09-06",7.53
"623","2016-09-07",7.62
"624","2016-09-08",7.58
"625","2016-09-09",7.315
"626","2016-09-12",7.35
"627","2016-09-13",7.15
"628","2016-09-14",7.35
"629","2016-09-15",7.28
"630","2016-09-16",7.28
"631","2016-09-19",7.41
"632","2016-09-20",7.65
"633","2016-09-21",7.78
"634","2016-09-22",8
"635","2016-09-23",8.09
"636","2016-09-26",8.26
"637","2016-09-27",8.26
"638","2016-09-28",8.25
"639","2016-09-29",7.99
"640","2016-09-30",7.7
"641","2016-10-03",7.71
"642","2016-10-04",7.57
"643","2016-10-05",7.64
"644","2016-10-06",7.54
"645","2016-10-07",7.46
"646","2016-10-10",7.04
"647","2016-10-11",7.12
"648","2016-10-12",7.32
"649","2016-10-13",6.92
"650","2016-10-14",6.9
"651","2016-10-17",6.9
"652","2016-10-18",6.8
"653","2016-10-19",6.689
"654","2016-10-20",6.65
"655","2016-10-21",6.65
"656","2016-10-24",6.5
"657","2016-10-25",6.35
"658","2016-10-26",6.35
"659","2016-10-27",6.3
"660","2016-10-28",6.25
"661","2016-10-31",6.4
"662","2016-11-01",6.25
"663","2016-11-02",6
"664","2016-11-03",5.6
"665","2016-11-04",5.5
"666","2016-11-07",5.7
"667","2016-11-08",5.75
"668","2016-11-09",5.65
"669","2016-11-10",5.85
"670","2016-11-11",5.8
"671","2016-11-14",5.4
"672","2016-11-15",5.275
"673","2016-11-16",5.75
"674","2016-11-17",5.725
"675","2016-11-18",5.4
"676","2016-11-21",5.4
"677","2016-11-22",5.3
"678","2016-11-23",5
"679","2016-11-25",5.25
"680","2016-11-28",5.35
"681","2016-11-29",5.35
"682","2016-11-30",5.35
"683","2016-12-01",5.35
"684","2016-12-02",5.25
"685","2016-12-05",5.45
"686","2016-12-06",5.4
"687","2016-12-07",5.15
"688","2016-12-08",4.9
"689","2016-12-09",5.05
"690","2016-12-12",5
"691","2016-12-13",5
"692","2016-12-14",5.05
"693","2016-12-15",5
"694","2016-12-16",5
"695","2016-12-19",4.6
"696","2016-12-20",4.8
"697","2016-12-21",4.8
"698","2016-12-22",4.65
"699","2016-12-23",4.9
"700","2016-12-27",5.05
"701","2016-12-28",5.1
"702","2016-12-29",5.1
"703","2016-12-30",4.579
"704","2017-01-03",5.25
"705","2017-01-04",5.15
"706","2017-01-05",5.1
"707","2017-01-06",5.4
"708","2017-01-09",5.55
"709","2017-01-10",5.45
"710","2017-01-11",5.3
"711","2017-01-12",5.35
"712","2017-01-13",5.3
"713","2017-01-17",5.3
"714","2017-01-18",5.35
"715","2017-01-19",5.2
"716","2017-01-20",5.15
"717","2017-01-23",5.3
"718","2017-01-24",5.15
"719","2017-01-25",5
"720","2017-01-26",5
"721","2017-01-27",5
"722","2017-01-30",5.2
"723","2017-01-31",5.65
"724","2017-02-01",6.05
"725","2017-02-02",5.95
"726","2017-02-03",6.1
"727","2017-02-06",5.95
"728","2017-02-07",5.925
"729","2017-02-08",5.95
"730","2017-02-09",5.95
"731","2017-02-10",6.05
"732","2017-02-13",6
"733","2017-02-14",6.2
"734","2017-02-15",6.15
"735","2017-02-16",6.1
"736","2017-02-17",6.2
"737","2017-02-21",6.15
"738","2017-02-22",5.95
"739","2017-02-23",6
"740","2017-02-24",5.85
"741","2017-02-27",5.849
"742","2017-02-28",5.95
"743","2017-03-01",5.95
"744","2017-03-02",6.25
"745","2017-03-03",6.2
"746","2017-03-06",6.3
"747","2017-03-07",6.15
"748","2017-03-08",6.15
"749","2017-03-09",6.1
"750","2017-03-10",6.1
"751","2017-03-13",6.05
"752","2017-03-14",6.05
"753","2017-03-15",5.95
"754","2017-03-16",5.75
"755","2017-03-17",5.95
"756","2017-03-20",6
"757","2017-03-21",6.05
"758","2017-03-22",6.15
"759","2017-03-23",6.675
"760","2017-03-24",6.4
"761","2017-03-27",6.475
"762","2017-03-28",6.55
"763","2017-03-29",6.627
"764","2017-03-30",6.6
"765","2017-03-31",6.6
"766","2017-04-03",6.45
"767","2017-04-04",6.2
"768","2017-04-05",6.35
"769","2017-04-06",6.25
"770","2017-04-07",6.45
"771","2017-04-10",6.5
"772","2017-04-11",6.6
"773","2017-04-12",6.65
"774","2017-04-13",6.75
"775","2017-04-17",6.95
"776","2017-04-18",6.9
"777","2017-04-19",6.75
"778","2017-04-20",6.8
"779","2017-04-21",6.65
"780","2017-04-24",6.65
"781","2017-04-25",6.7
"782","2017-04-26",6.443
"783","2017-04-27",6.3
"784","2017-04-28",6
"785","2017-05-01",6.05
"786","2017-05-02",6
"787","2017-05-03",6.05
"788","2017-05-04",6.075
"789","2017-05-05",6
"790","2017-05-08",6.1
"791","2017-05-09",6.05
"792","2017-05-10",5.8
"793","2017-05-11",5.95
"794","2017-05-12",6.3
"795","2017-05-15",6.55
"796","2017-05-16",6.5
"797","2017-05-17",6.45
"798","2017-05-18",6.8
"799","2017-05-19",6.85
"800","2017-05-22",6.8
"801","2017-05-23",6.875
"802","2017-05-24",6.9
"803","2017-05-25",6.95
"804","2017-05-26",6.986
"805","2017-05-30",6.95
"806","2017-05-31",6.95
"807","2017-06-01",6.9
"808","2017-06-02",6.85
"809","2017-06-05",6.55
"810","2017-06-06",6.55
"811","2017-06-07",6.6
"812","2017-06-08",6.675
"813","2017-06-09",6.55
"814","2017-06-12",6.5
"815","2017-06-13",6.65
"816","2017-06-14",6.7
"817","2017-06-15",6.8
"818","2017-06-16",6.85
"819","2017-06-19",6.95
"820","2017-06-20",7.3
"821","2017-06-21",7.65
"822","2017-06-22",7.8
"823","2017-06-23",7.225
"824","2017-06-26",7.2
"825","2017-06-27",6.95
"826","2017-06-28",7.5
"827","2017-06-29",7.3
"828","2017-06-30",6.8
"829","2017-07-03",6.85
"830","2017-07-05",6.55
"831","2017-07-06",6.6
"832","2017-07-07",6.7
"833","2017-07-10",6.4
"834","2017-07-11",6.5
"835","2017-07-12",6.85
"836","2017-07-13",6.8
"837","2017-07-14",7.05
"838","2017-07-17",6.9
"839","2017-07-18",6.9
"840","2017-07-19",6.95
"841","2017-07-20",7.25
"842","2017-07-21",7.15
"843","2017-07-24",7.1
"844","2017-07-25",7
"845","2017-07-26",6.971
"846","2017-07-27",6.75
"847","2017-07-28",6.787
"848","2017-07-31",6.85
"849","2017-08-01",6.9
"850","2017-08-02",6.9
"851","2017-08-03",6.5
"852","2017-08-04",6.8
"853","2017-08-07",6.85
"854","2017-08-08",6.95
"855","2017-08-09",6.7
"856","2017-08-10",6.2
"857","2017-08-11",6.6
"858","2017-08-14",6.5
"859","2017-08-15",6.45
"860","2017-08-16",6.3
"861","2017-08-17",6
"862","2017-08-18",6.3
"863","2017-08-21",6.3
"864","2017-08-22",6.175
"865","2017-08-23",6.1
"866","2017-08-24",6.15
"867","2017-08-25",6.206
"868","2017-08-28",6.35
"869","2017-08-29",6.2
"870","2017-08-30",6.3
"871","2017-08-31",6.3
"872","2017-09-01",6.6
"873","2017-09-05",6.35
"874","2017-09-06",6.45
"875","2017-09-07",6.25
"876","2017-09-08",6.25
"877","2017-09-11",6.2
"878","2017-09-12",5.75
"879","2017-09-13",5.6
"880","2017-09-14",5.75
"881","2017-09-15",6.1
"882","2017-09-18",6.05
"883","2017-09-19",5
"884","2017-09-20",5
"885","2017-09-21",5
"886","2017-09-22",4.8
"887","2017-09-25",5
"888","2017-09-26",5
"889","2017-09-27",4.9
"890","2017-09-28",5
"891","2017-09-29",5.35
"892","2017-10-02",5.175
"893","2017-10-03",5.2
"894","2017-10-04",5.05
"895","2017-10-05",5.1
"896","2017-10-06",5.15
"897","2017-10-09",5
"898","2017-10-10",4.95
"899","2017-10-11",5
"900","2017-10-12",4.95
"901","2017-10-13",4.9
"902","2017-10-16",4.9
"903","2017-10-17",5
"904","2017-10-18",5.05
"905","2017-10-19",5.1
"906","2017-10-20",5
"907","2017-10-23",5.1
"908","2017-10-24",5.025
"909","2017-10-25",4.9
"910","2017-10-26",5
"911","2017-10-27",5
"912","2017-10-30",5.05
"913","2017-10-31",5.05
"914","2017-11-01",5
"915","2017-11-02",4.95
"916","2017-11-03",5
"917","2017-11-06",5
"918","2017-11-07",4.9
"919","2017-11-08",4.9
"920","2017-11-09",4.7
"921","2017-11-10",4.575
"922","2017-11-13",4.3
"923","2017-11-14",4.25
"924","2017-11-15",4.35
"925","2017-11-16",4.6
"926","2017-11-17",4.6
"927","2017-11-20",4.8
"928","2017-11-21",4.75
"929","2017-11-22",5.1
"930","2017-11-24",5.05
"931","2017-11-27",4.925
"932","2017-11-28",4.8
"933","2017-11-29",4.75
"934","2017-11-30",4.6
"935","2017-12-01",4.95
"936","2017-12-04",4.7
"937","2017-12-05",4.65
"938","2017-12-06",4.6
"939","2017-12-07",4.75
"940","2017-12-08",4.55
"941","2017-12-11",4.7
"942","2017-12-12",4.8
"943","2017-12-13",4.7
"944","2017-12-14",4.7
"945","2017-12-15",4.8
"946","2017-12-18",4.55
"947","2017-12-19",4.55
"948","2017-12-20",4.5
"949","2017-12-21",4.5
"950","2017-12-22",4.45
"951","2017-12-26",4.5
"952","2017-12-27",4.5
"953","2017-12-28",4.5
"954","2017-12-29",4.45
"955","2018-01-02",4.55
"956","2018-01-03",4.6
"957","2018-01-04",4.7
"958","2018-01-05",4.775
"959","2018-01-08",4.7
"960","2018-01-09",4.7
"961","2018-01-10",4.675
"962","2018-01-11",4.6
"963","2018-01-12",4.6
"964","2018-01-16",4.6
"965","2018-01-17",4.45
"966","2018-01-18",4.4
"967","2018-01-19",4.45
"968","2018-01-22",4.45
"969","2018-01-23",4.691
"970","2018-01-24",4.55
"971","2018-01-25",4.65
"972","2018-01-26",4.65
"973","2018-01-29",4.6
"974","2018-01-30",4.575
"975","2018-01-31",4.45
"976","2018-02-01",4.4
"977","2018-02-02",4.35
"978","2018-02-05",4.05
"979","2018-02-06",4.05
"980","2018-02-07",4.35
"981","2018-02-08",4.2
"982","2018-02-09",4.2
"983","2018-02-12",4.15
"984","2018-02-13",4.25
"985","2018-02-14",4.25
"986","2018-02-15",4.2
"987","2018-02-16",4.35
"988","2018-02-20",4.5
"989","2018-02-21",4.35
"990","2018-02-22",4.3
"991","2018-02-23",4.35
"992","2018-02-26",4.1
"993","2018-02-27",3.9
"994","2018-02-28",3.9
"995","2018-03-01",4.225
"996","2018-03-02",4.2
"997","2018-03-05",4.153
"998","2018-03-06",4.2
"999","2018-03-07",4.175
"1000","2018-03-08",4.2
"1001","2018-03-09",4.35
"1002","2018-03-12",4.35
"1003","2018-03-13",4.25
"1004","2018-03-14",4.25
"1005","2018-03-15",3.95
