"","date","AZRX"
"198","2017-07-25",4.6
"199","2017-07-26",4.86
"200","2017-07-27",4.55
"201","2017-07-28",4.28
"202","2017-07-31",4.39
"203","2017-08-01",4.46
"204","2017-08-02",4.44
"205","2017-08-03",4.16
"206","2017-08-04",4.25
"207","2017-08-07",4.26
"208","2017-08-08",4.35
"209","2017-08-09",4.19
"210","2017-08-10",3.93
"211","2017-08-11",3.86
"212","2017-08-14",3.8
"213","2017-08-15",3.8
"214","2017-08-16",3.76
"215","2017-08-17",3.82
"216","2017-08-18",3.71
"217","2017-08-21",3.71
"218","2017-08-22",3.67
"219","2017-08-23",3.6
"220","2017-08-24",3.87
"221","2017-08-25",3.56
"222","2017-08-28",3.35
"223","2017-08-29",3.65
"224","2017-08-30",3.78
"225","2017-08-31",3.7
"226","2017-09-01",3.83
"227","2017-09-05",4.05
"228","2017-09-06",4.48
"229","2017-09-07",4.49
"230","2017-09-08",4.45
"231","2017-09-11",4.735
"232","2017-09-12",4.75
"233","2017-09-13",4.74
"234","2017-09-14",4.67
"235","2017-09-15",4.27
"236","2017-09-18",4.3
"237","2017-09-19",4.35
"238","2017-09-20",4.8
"239","2017-09-21",4.47
"240","2017-09-22",4.53
"241","2017-09-25",4.39
"242","2017-09-26",4.32
"243","2017-09-27",4.5
"244","2017-09-28",4.25
"245","2017-09-29",3.99
"246","2017-10-02",3.79
"247","2017-10-03",3.69
"248","2017-10-04",3.61
"249","2017-10-05",3.61
"250","2017-10-06",3.59
"251","2017-10-09",3.57
"252","2017-10-10",3.58
"253","2017-10-11",3.662
"254","2017-10-12",3.36
"255","2017-10-13",3.4
"256","2017-10-16",3.2
"257","2017-10-17",3.28
"258","2017-10-18",3.26
"259","2017-10-19",3.41
"260","2017-10-20",3.51
"261","2017-10-23",3.3
"262","2017-10-24",3.29
"263","2017-10-25",3.26
"264","2017-10-26",3.19
"265","2017-10-27",3.2
"266","2017-10-30",3.13
"267","2017-10-31",3.16
"268","2017-11-01",3.04
"269","2017-11-02",2.99
"270","2017-11-03",3
"271","2017-11-06",3.02
"272","2017-11-07",3.08
"273","2017-11-08",3
"274","2017-11-09",3.01
"275","2017-11-10",2.98
"276","2017-11-13",2.81
"277","2017-11-14",2.72
"278","2017-11-15",2.61
"279","2017-11-16",2.9
"280","2017-11-17",2.91
"281","2017-11-20",3.04
"282","2017-11-21",2.98
"283","2017-11-22",2.86
"284","2017-11-24",2.97
"285","2017-11-27",2.87
"286","2017-11-28",3.2
"287","2017-11-29",3.11
"288","2017-11-30",3.23
"289","2017-12-01",3.34
"290","2017-12-04",3.24
"291","2017-12-05",3.34
"292","2017-12-06",3.07
"293","2017-12-07",3.01
"294","2017-12-08",3.13
"295","2017-12-11",2.98
"296","2017-12-12",2.93
"297","2017-12-13",2.91
"298","2017-12-14",2.945
"299","2017-12-15",2.88
"300","2017-12-18",2.88
"301","2017-12-19",2.87
"302","2017-12-20",2.75
"303","2017-12-21",2.77
"304","2017-12-22",2.78
"305","2017-12-26",3.076
"306","2017-12-27",3.15
"307","2017-12-28",3.5
"308","2017-12-29",3.637
"309","2018-01-02",3.71
"310","2018-01-03",3.69
"311","2018-01-04",3.71
"312","2018-01-05",3.82
"313","2018-01-08",3.88
"314","2018-01-09",3.865
"315","2018-01-10",3.88
"316","2018-01-11",3.64
"317","2018-01-12",3.5
"318","2018-01-16",3.48
"319","2018-01-17",3.5
"320","2018-01-18",3.41
"321","2018-01-19",3.34
"322","2018-01-22",3.5
"323","2018-01-23",3.45
"324","2018-01-24",3.43
"325","2018-01-25",3.19
"326","2018-01-26",3.1
"327","2018-01-29",3.06
"328","2018-01-30",3.48
"329","2018-01-31",3.59
"330","2018-02-01",3.33
"331","2018-02-02",3.08
"332","2018-02-05",2.98
"333","2018-02-06",2.96
"334","2018-02-07",3.15
"335","2018-02-08",3.06
"336","2018-02-09",3.11
"337","2018-02-12",3.14
"338","2018-02-13",3.06
"339","2018-02-14",3.06
"340","2018-02-15",2.97
"341","2018-02-16",2.96
"342","2018-02-20",2.87
"343","2018-02-21",2.89
"344","2018-02-22",2.79
"345","2018-02-23",2.73
"346","2018-02-26",2.74
"347","2018-02-27",2.76
"348","2018-02-28",2.6
"349","2018-03-01",2.61
"350","2018-03-02",2.57
"351","2018-03-05",2.66
"352","2018-03-06",2.51
"353","2018-03-07",2.6
"354","2018-03-08",2.78
"355","2018-03-09",2.93
"356","2018-03-12",2.85
"357","2018-03-13",2.89
"358","2018-03-14",2.7
"359","2018-03-15",2.79
"360","2018-03-16",2.89
"361","2018-03-19",2.85
"362","2018-03-20",3
"363","2018-03-21",3.29
"364","2018-03-22",3.33
"365","2018-03-23",3.28
"366","2018-03-26",3.04
"367","2018-03-27",3.14
"368","2018-03-28",3.2
"369","2018-03-29",3.14
"370","2018-04-02",3.01
"371","2018-04-03",3.04
"372","2018-04-04",3.07
"373","2018-04-05",3
"374","2018-04-06",3.08
"375","2018-04-09",2.91
"376","2018-04-10",3.05
"377","2018-04-11",3.09
"378","2018-04-12",3.13
"379","2018-04-13",3.47
"380","2018-04-16",3.5
"381","2018-04-17",3.5
"382","2018-04-18",3.58
"383","2018-04-19",3.52
"384","2018-04-20",3.44
"385","2018-04-23",3.03
"386","2018-04-24",2.9
"387","2018-04-25",2.89
"388","2018-04-26",2.72
"389","2018-04-27",2.85
"390","2018-04-30",2.829
"391","2018-05-01",2.61
"392","2018-05-02",2.82
"393","2018-05-03",2.55
"394","2018-05-04",2.75
"395","2018-05-07",2.7
"396","2018-05-08",2.67
"397","2018-05-09",2.7
"398","2018-05-10",2.57
"399","2018-05-11",2.62
"400","2018-05-14",2.6
"401","2018-05-15",2.57
"402","2018-05-16",2.46
"403","2018-05-17",2.46
"404","2018-05-18",2.6
"405","2018-05-21",2.49
"406","2018-05-22",2.47
"407","2018-05-23",2.49
"408","2018-05-24",2.46
"409","2018-05-25",2.5
"410","2018-05-29",2.367
"411","2018-05-30",2.36
"412","2018-05-31",2.43
"413","2018-06-01",2.63
"414","2018-06-04",2.68
"415","2018-06-05",2.66
"416","2018-06-06",2.68
"417","2018-06-07",2.92
"418","2018-06-08",3.27
"419","2018-06-11",3.2
"420","2018-06-12",3.29
"421","2018-06-13",3.15
"422","2018-06-14",3.21
"423","2018-06-15",3.25
"424","2018-06-18",3.32
"425","2018-06-19",3.26
"426","2018-06-20",3.29
"427","2018-06-21",3.34
"428","2018-06-22",3.46
"429","2018-06-25",3.39
"430","2018-06-26",3.19
"431","2018-06-27",3.13
"432","2018-06-28",3.04
"433","2018-06-29",3.21
"434","2018-07-02",3.21
"435","2018-07-03",3.175
"436","2018-07-05",3.15
"437","2018-07-06",3.16
"438","2018-07-09",3.16
"439","2018-07-10",3.11
"440","2018-07-11",2.96
"441","2018-07-12",3.01
"442","2018-07-13",2.67
"443","2018-07-16",2.81
"444","2018-07-17",2.77
"445","2018-07-18",2.66
"446","2018-07-19",2.64
"447","2018-07-20",2.58
"448","2018-07-23",2.57
"449","2018-07-24",2.46
"450","2018-07-25",2.43
"451","2018-07-26",2.3
"452","2018-07-27",2.285
"453","2018-07-30",2.28
"454","2018-07-31",2.55
"455","2018-08-01",2.39
"456","2018-08-02",2.395
"457","2018-08-03",2.31
"458","2018-08-06",2.35
"459","2018-08-07",2.26
"460","2018-08-08",2.31
"461","2018-08-09",2.34
"462","2018-08-10",2.31
"463","2018-08-13",2.4
"464","2018-08-14",2.45
"465","2018-08-15",2.375
"466","2018-08-16",2.34
"467","2018-08-17",2.33
"468","2018-08-20",2.39
"469","2018-08-21",2.5
"470","2018-08-22",2.54
"471","2018-08-23",2.37
"472","2018-08-24",2.45
"473","2018-08-27",2.49
"474","2018-08-28",2.5
"475","2018-08-29",2.52
"476","2018-08-30",2.77
"477","2018-08-31",2.8
"478","2018-09-04",2.56
"479","2018-09-05",2.64
"480","2018-09-06",2.61
"481","2018-09-07",2.65
"482","2018-09-10",2.63
"483","2018-09-11",2.76
"484","2018-09-12",2.77
"485","2018-09-13",2.65
"486","2018-09-14",2.59
"487","2018-09-17",2.56
"488","2018-09-18",2.65
"489","2018-09-19",2.52
"490","2018-09-20",2.49
"491","2018-09-21",2.65
"492","2018-09-24",2.95
"493","2018-09-25",3
"494","2018-09-26",2.718
"495","2018-09-27",2.68
"496","2018-09-28",2.57
"497","2018-10-01",2.8
"498","2018-10-02",2.6
"499","2018-10-03",2.72
"500","2018-10-04",2.54
"501","2018-10-05",2.49
"502","2018-10-08",2.38
"503","2018-10-09",2.24
"504","2018-10-10",2.23
"505","2018-10-11",2.35
"506","2018-10-12",2.45
"507","2018-10-15",2.5
"508","2018-10-16",2.5
"509","2018-10-17",2.66
"510","2018-10-18",2.67
"511","2018-10-19",2.64
"512","2018-10-22",2.65
"513","2018-10-23",2.65
"514","2018-10-24",2.61
"515","2018-10-25",2.45
"516","2018-10-26",2.54
"517","2018-10-29",2.36
"518","2018-10-30",2.25
"519","2018-10-31",2.21
"520","2018-11-01",2.4
"521","2018-11-02",2.32
"522","2018-11-05",2.27
"523","2018-11-06",2.3
"524","2018-11-07",2.23
"525","2018-11-08",2.46
"526","2018-11-09",2.45
"527","2018-11-12",2.26
"528","2018-11-13",2.33
"529","2018-11-14",2.15
"530","2018-11-15",2.29
"531","2018-11-16",2.25
"532","2018-11-19",2.17
"533","2018-11-20",2.13
"534","2018-11-21",2.13
"535","2018-11-23",2.13
"536","2018-11-26",2
"537","2018-11-27",1.98
"538","2018-11-28",1.98
"539","2018-11-29",2.05
"540","2018-11-30",1.95
"541","2018-12-03",2.02
"542","2018-12-04",1.99
"543","2018-12-06",1.86
"544","2018-12-07",1.81
"545","2018-12-10",1.85
"546","2018-12-11",1.7
"547","2018-12-12",1.76
"548","2018-12-13",1.73
"549","2018-12-14",1.76
"550","2018-12-17",1.63
"551","2018-12-18",1.525
"552","2018-12-19",1.54
"553","2018-12-20",1.44
"554","2018-12-21",1.2
"555","2018-12-24",1.05
"556","2018-12-26",1.05
"557","2018-12-27",1.16
"558","2018-12-28",1.3
"559","2018-12-31",1.21
"560","2019-01-02",1.3
"561","2019-01-03",1.63
"562","2019-01-04",1.66
"563","2019-01-07",1.77
"564","2019-01-08",1.88
"565","2019-01-09",2.21
"566","2019-01-10",2.24
"567","2019-01-11",2.28
"568","2019-01-14",2.37
"569","2019-01-15",2.3
"570","2019-01-16",2.3
"571","2019-01-17",2.42
"572","2019-01-18",2.44
"573","2019-01-22",2.48
"574","2019-01-23",2.37
"575","2019-01-24",2.35
"576","2019-01-25",2.25
"577","2019-01-28",2.16
"578","2019-01-29",2.04
"579","2019-01-30",2.03
"580","2019-01-31",2.113
"581","2019-02-01",2.18
"582","2019-02-04",2.37
"583","2019-02-05",2.34
"584","2019-02-06",2.37
"585","2019-02-07",2.07
"586","2019-02-08",1.88
"587","2019-02-11",1.81
"588","2019-02-12",1.81
"589","2019-02-13",1.715
"590","2019-02-14",1.77
"591","2019-02-15",1.81
"592","2019-02-19",1.7
"593","2019-02-20",2.01
"594","2019-02-21",1.98
"595","2019-02-22",2.14
"596","2019-02-25",2.08
"597","2019-02-26",2.11
"598","2019-02-27",2.04
"599","2019-02-28",2.07
"600","2019-03-01",2.07
"601","2019-03-04",2.05
"602","2019-03-05",2.04
"603","2019-03-06",1.96
"604","2019-03-07",1.945
"605","2019-03-08",1.84
"606","2019-03-11",1.84
"607","2019-03-12",1.92
"608","2019-03-13",1.9
"609","2019-03-14",1.9
"610","2019-03-15",2.04
"611","2019-03-18",2.14
"612","2019-03-19",2.15
"613","2019-03-20",2.3
"614","2019-03-21",2.26
"615","2019-03-22",2.27
"616","2019-03-25",2.25
"617","2019-03-26",2.325
"618","2019-03-27",2.383
"619","2019-03-28",2.4
"620","2019-03-29",2.42
"621","2019-04-01",2.49
"622","2019-04-02",2.55
"623","2019-04-03",2.57
"624","2019-04-04",2.523
"625","2019-04-05",2.477
"626","2019-04-08",2.5
"627","2019-04-09",2.33
"628","2019-04-10",2.6
"629","2019-04-11",2.55
"630","2019-04-12",2.538
"631","2019-04-15",2.44
"632","2019-04-16",2.53
"633","2019-04-17",2.46
"634","2019-04-18",2.47
"635","2019-04-22",2.6
"636","2019-04-23",2.6
"637","2019-04-24",2.55
"638","2019-04-25",2.5
"639","2019-04-26",2.5
"640","2019-04-29",2.5
"641","2019-04-30",2.48
"642","2019-05-01",2.44
"643","2019-05-02",2.5
"644","2019-05-03",2.553
"645","2019-05-06",2.57
"646","2019-05-07",2.6
"647","2019-05-08",2.894
"648","2019-05-09",2.7
"649","2019-05-10",2.58
"650","2019-05-13",2.58
"651","2019-05-14",2.56
"652","2019-05-15",2.533
"653","2019-05-16",2.63
"654","2019-05-17",2.58
"655","2019-05-20",2.48
"656","2019-05-21",2.35
"657","2019-05-22",2.18
"658","2019-05-23",2.14
"659","2019-05-24",2.16
"660","2019-05-28",2.17
"661","2019-05-29",2.21
"662","2019-05-30",2.17
"663","2019-05-31",2.19
"664","2019-06-03",2.24
"665","2019-06-04",2.21
"666","2019-06-05",2.05
"667","2019-06-06",2.01
"668","2019-06-07",2.05
"669","2019-06-10",1.95
"670","2019-06-11",1.83
"671","2019-06-12",1.78
"672","2019-06-13",1.75
"673","2019-06-14",1.67
"674","2019-06-17",1.57
"675","2019-06-18",1.78
"676","2019-06-19",1.72
"677","2019-06-20",1.71
"678","2019-06-21",1.73
"679","2019-06-24",1.68
"680","2019-06-25",1.71
"681","2019-06-26",1.71
"682","2019-06-27",1.64
"683","2019-06-28",1.7
"684","2019-07-01",1.55
"685","2019-07-02",1.54
"686","2019-07-03",1.437
"687","2019-07-05",1.45
"688","2019-07-08",1.25
"689","2019-07-09",1.23
"690","2019-07-10",1.3
"691","2019-07-11",1.41
"692","2019-07-12",1.26
"693","2019-07-15",1.224
"694","2019-07-16",1.09
"695","2019-07-17",1.05
"696","2019-07-18",0.947
"697","2019-07-19",1.05
"698","2019-07-22",1.05
"699","2019-07-23",1.02
"700","2019-07-24",1.04
"701","2019-07-25",1.02
"702","2019-07-26",1
"703","2019-07-29",1
"704","2019-07-30",1.06
"705","2019-07-31",1.01
"706","2019-08-01",1.03
"707","2019-08-02",1.04
"708","2019-08-05",0.999
"709","2019-08-06",0.976
"710","2019-08-07",0.974
"711","2019-08-08",0.95
"712","2019-08-09",0.991
"713","2019-08-12",0.99
"714","2019-08-13",0.974
"715","2019-08-14",0.99
"716","2019-08-15",0.961
"717","2019-08-16",0.99
"718","2019-08-19",1.05
"719","2019-08-20",1.08
"720","2019-08-21",1.045
"721","2019-08-22",1.15
"722","2019-08-23",1.05
"723","2019-08-26",1.075
"724","2019-08-27",1.02
"725","2019-08-28",1
"726","2019-08-29",0.991
"727","2019-08-30",1
"728","2019-09-03",0.99
"729","2019-09-04",1.025
"730","2019-09-05",0.99
"731","2019-09-06",1
"732","2019-09-09",0.98
"733","2019-09-10",1.075
"734","2019-09-11",1.03
"735","2019-09-12",1.13
"736","2019-09-13",1.23
"737","2019-09-16",1.21
"738","2019-09-17",1.07
"739","2019-09-18",1
"740","2019-09-19",1
"741","2019-09-20",1
"742","2019-09-23",0.93
"743","2019-09-24",0.89
"744","2019-09-25",0.703
"745","2019-09-26",0.655
"746","2019-09-27",0.583
"747","2019-09-30",0.6
"748","2019-10-01",0.65
"749","2019-10-02",0.619
"750","2019-10-03",0.614
"751","2019-10-04",0.572
"752","2019-10-07",0.56
"753","2019-10-08",0.515
"754","2019-10-09",0.527
"755","2019-10-10",0.475
"756","2019-10-11",0.489
"757","2019-10-14",0.45
"758","2019-10-15",0.555
"759","2019-10-16",0.646
"760","2019-10-17",0.806
"761","2019-10-18",0.72
"762","2019-10-21",0.795
"763","2019-10-22",0.76
"764","2019-10-23",0.68
"765","2019-10-24",0.671
"766","2019-10-25",0.682
"767","2019-10-28",0.68
"768","2019-10-29",0.653
"769","2019-10-30",0.653
"770","2019-10-31",0.657
"771","2019-11-01",0.712
"772","2019-11-04",0.78
"773","2019-11-05",0.79
"774","2019-11-06",0.742
"775","2019-11-07",0.694
"776","2019-11-08",0.65
"777","2019-11-11",0.664
"778","2019-11-12",0.65
"779","2019-11-13",0.61
"780","2019-11-14",0.775
"781","2019-11-15",0.791
"782","2019-11-18",0.8
"783","2019-11-19",0.79
"784","2019-11-20",0.722
"785","2019-11-21",0.71
"786","2019-11-22",0.712
"787","2019-11-25",0.681
"788","2019-11-26",0.647
"789","2019-11-27",0.681
"790","2019-11-29",0.66
"791","2019-12-02",0.717
"792","2019-12-03",0.74
"793","2019-12-04",0.753
"794","2019-12-05",0.753
"795","2019-12-06",0.765
"796","2019-12-09",0.805
"797","2019-12-10",0.77
"798","2019-12-11",0.74
"799","2019-12-12",0.789
"800","2019-12-13",0.772
"801","2019-12-16",0.83
"802","2019-12-17",0.9
"803","2019-12-18",0.951
"804","2019-12-19",0.995
"805","2019-12-20",1.13
"806","2019-12-23",1.01
"807","2019-12-24",1.02
"808","2019-12-26",1.06
"809","2019-12-27",1.11
"810","2019-12-30",1.05
"811","2019-12-31",1.04
"812","2020-01-02",1.03
"813","2020-01-03",1
"814","2020-01-06",1.05
"815","2020-01-07",1.32
"816","2020-01-08",1.2
"817","2020-01-09",1.42
"818","2020-01-10",1.72
"819","2020-01-13",1.69
"820","2020-01-14",1.35
"821","2020-01-15",1.22
"822","2020-01-16",1.15
"823","2020-01-17",1.16
"824","2020-01-21",1.1
"825","2020-01-22",1.11
"826","2020-01-23",1.081
"827","2020-01-24",1.05
"828","2020-01-27",1.02
"829","2020-01-28",1.03
"830","2020-01-29",1.02
"831","2020-01-30",0.909
"832","2020-01-31",0.946
"833","2020-02-03",1.04
"834","2020-02-04",1.06
"835","2020-02-05",1.01
"836","2020-02-06",1
"837","2020-02-07",0.99
"838","2020-02-10",0.945
"839","2020-02-11",0.942
"840","2020-02-12",0.934
"841","2020-02-13",0.911
"842","2020-02-14",0.925
"843","2020-02-18",0.97
"844","2020-02-19",0.969
"845","2020-02-20",0.939
"846","2020-02-21",0.909
"847","2020-02-24",0.822
"848","2020-02-25",0.84
"849","2020-02-26",0.815
"850","2020-02-27",0.75
"851","2020-02-28",0.823
"852","2020-03-02",0.781
"853","2020-03-03",0.81
"854","2020-03-04",0.86
"855","2020-03-05",0.81
"856","2020-03-06",0.78
"857","2020-03-09",0.71
"858","2020-03-10",0.69
"859","2020-03-11",0.615
"860","2020-03-12",0.512
"861","2020-03-13",0.55
"862","2020-03-16",0.5
"863","2020-03-17",0.57
"864","2020-03-18",0.57
"865","2020-03-19",0.6
"866","2020-03-20",0.633
"867","2020-03-23",0.6
"868","2020-03-24",0.59
"869","2020-03-25",0.57
"870","2020-03-26",0.563
"871","2020-03-27",0.568
"872","2020-03-30",0.571
"873","2020-03-31",0.58
"874","2020-04-01",0.569
"875","2020-04-02",0.54
"876","2020-04-03",0.548
"877","2020-04-06",0.58
"878","2020-04-07",0.57
"879","2020-04-08",0.56
"880","2020-04-09",0.61
"881","2020-04-13",0.645
"882","2020-04-14",0.62
"883","2020-04-15",0.58
"884","2020-04-16",0.68
"885","2020-04-17",0.66
"886","2020-04-20",0.655
"887","2020-04-21",0.595
"888","2020-04-22",0.58
"889","2020-04-23",0.586
"890","2020-04-24",0.58
"891","2020-04-27",0.59
"892","2020-04-28",0.587
"893","2020-04-29",0.612
"894","2020-04-30",0.63
"895","2020-05-01",0.608
"896","2020-05-04",0.658
"897","2020-05-05",0.68
"898","2020-05-06",0.737
"899","2020-05-07",0.759
"900","2020-05-08",0.732
"901","2020-05-11",0.81
"902","2020-05-12",0.91
"903","2020-05-13",0.888
"904","2020-05-14",0.812
"905","2020-05-15",0.819
"906","2020-05-18",0.916
"907","2020-05-19",0.92
"908","2020-05-20",0.91
"909","2020-05-21",0.91
"910","2020-05-22",0.9
"911","2020-05-26",0.845
"912","2020-05-27",0.819
"913","2020-05-28",0.82
"914","2020-05-29",0.803
"915","2020-06-01",0.8
"916","2020-06-02",0.85
"917","2020-06-03",0.91
"918","2020-06-04",0.94
"919","2020-06-05",0.907
"920","2020-06-08",0.96
"921","2020-06-09",1.02
"922","2020-06-10",0.994
"923","2020-06-11",0.938
"924","2020-06-12",0.928
"925","2020-06-15",0.94
"926","2020-06-16",0.967
"927","2020-06-17",0.95
"928","2020-06-18",0.92
"929","2020-06-19",0.92
"930","2020-06-22",0.9
"931","2020-06-23",0.89
"932","2020-06-24",0.92
"933","2020-06-25",0.93
"934","2020-06-26",0.9
"935","2020-06-29",0.9
"936","2020-06-30",0.906
"937","2020-07-01",0.9
"938","2020-07-02",0.897
"939","2020-07-06",0.83
"940","2020-07-07",0.85
"941","2020-07-08",0.835
"942","2020-07-09",0.835
"943","2020-07-10",0.85
"944","2020-07-13",0.839
"945","2020-07-14",0.818
"946","2020-07-15",0.828
"947","2020-07-16",0.85
"948","2020-07-17",0.928
"949","2020-07-20",0.97
"950","2020-07-21",1.05
"951","2020-07-22",1.15
"952","2020-07-23",1.15
"953","2020-07-24",1.16
"954","2020-07-27",1.11
"955","2020-07-28",0.975
"956","2020-07-29",0.97
"957","2020-07-30",0.98
"958","2020-07-31",0.97
"959","2020-08-03",1.01
"960","2020-08-04",1.03
"961","2020-08-05",1.08
"962","2020-08-06",1.09
"963","2020-08-07",1.17
"964","2020-08-10",0.953
"965","2020-08-11",1.028
"966","2020-08-12",1.13
"967","2020-08-13",0.99
"968","2020-08-14",0.93
"969","2020-08-17",0.935
"970","2020-08-18",0.89
"971","2020-08-19",0.883
"972","2020-08-20",0.857
"973","2020-08-21",0.86
"974","2020-08-24",0.806
"975","2020-08-25",0.816
"976","2020-08-26",0.77
"977","2020-08-27",0.78
"978","2020-08-28",0.84
"979","2020-08-31",0.82
"980","2020-09-01",0.811
"981","2020-09-02",0.81
"982","2020-09-03",0.804
"983","2020-09-04",0.8
"984","2020-09-08",0.731
"985","2020-09-09",0.753
"986","2020-09-10",0.735
"987","2020-09-11",0.72
"988","2020-09-14",0.72
"989","2020-09-15",0.77
"990","2020-09-16",0.795
"991","2020-09-17",0.825
"992","2020-09-18",0.815
"993","2020-09-21",0.76
"994","2020-09-22",0.76
"995","2020-09-23",0.754
"996","2020-09-24",0.735
"997","2020-09-25",0.722
"998","2020-09-28",0.74
"999","2020-09-29",0.724
"1000","2020-09-30",0.711
"1001","2020-10-01",0.696
"1002","2020-10-02",0.716
