"","date","CIEN"
"1","2007-01-03",27.65
"2","2007-01-04",28.85
"3","2007-01-05",29.290001
"4","2007-01-08",28.66
"5","2007-01-09",29.27
"6","2007-01-10",28.84
"7","2007-01-11",29.51
"8","2007-01-12",29.780001
"9","2007-01-16",30.219999
"10","2007-01-17",29.799999
"11","2007-01-18",28.42
"12","2007-01-19",28.41
"13","2007-01-22",28.17
"14","2007-01-23",28.110001
"15","2007-01-24",28.360001
"16","2007-01-25",28
"17","2007-01-26",28.780001
"18","2007-01-29",28.059999
"19","2007-01-30",28.629999
"20","2007-01-31",28.09
"21","2007-02-01",27.4
"22","2007-02-02",27.52
"23","2007-02-05",26.82
"24","2007-02-06",26.5
"25","2007-02-07",27.26
"26","2007-02-08",28.709999
"27","2007-02-09",28.290001
"28","2007-02-12",28.5
"29","2007-02-13",28.68
"30","2007-02-14",30.07
"31","2007-02-15",31.139999
"32","2007-02-16",31.57
"33","2007-02-20",32.040001
"34","2007-02-21",31.780001
"35","2007-02-22",31.780001
"36","2007-02-23",32.5
"37","2007-02-26",31.34
"38","2007-02-27",30.15
"39","2007-02-28",31.469999
"40","2007-03-01",28.280001
"41","2007-03-02",27.1
"42","2007-03-05",25.98
"43","2007-03-06",26.25
"44","2007-03-07",26.559999
"45","2007-03-08",26.299999
"46","2007-03-09",26.5
"47","2007-03-12",26.41
"48","2007-03-13",25.4
"49","2007-03-14",25.65
"50","2007-03-15",25.4
"51","2007-03-16",25.059999
"52","2007-03-19",25.5
"53","2007-03-20",25.43
"54","2007-03-21",26.459999
"55","2007-03-22",26.4
"56","2007-03-23",26.690001
"57","2007-03-26",27.780001
"58","2007-03-27",27.65
"59","2007-03-28",28.190001
"60","2007-03-29",27.77
"61","2007-03-30",27.950001
"62","2007-04-02",28.75
"63","2007-04-03",28.610001
"64","2007-04-04",28.67
"65","2007-04-05",28.85
"66","2007-04-09",28.290001
"67","2007-04-10",28.68
"68","2007-04-11",28.450001
"69","2007-04-12",28.690001
"70","2007-04-13",28.709999
"71","2007-04-16",28.709999
"72","2007-04-17",28.02
"73","2007-04-18",28.18
"74","2007-04-19",27.74
"75","2007-04-20",28.4
"76","2007-04-23",28.4
"77","2007-04-24",28.9
"78","2007-04-25",30.219999
"79","2007-04-26",30.469999
"80","2007-04-27",30.190001
"81","2007-04-30",29.16
"82","2007-05-01",29.440001
"83","2007-05-02",30.049999
"84","2007-05-03",30.209999
"85","2007-05-04",29.93
"86","2007-05-07",30.110001
"87","2007-05-08",30.1
"88","2007-05-09",29.66
"89","2007-05-10",29.280001
"90","2007-05-11",29.860001
"91","2007-05-14",29.530001
"92","2007-05-15",28.77
"93","2007-05-16",29.1
"94","2007-05-17",28.77
"95","2007-05-18",29.360001
"96","2007-05-21",29.719999
"97","2007-05-22",30.23
"98","2007-05-23",29.690001
"99","2007-05-24",29.01
"100","2007-05-25",30
"101","2007-05-29",30.01
"102","2007-05-30",29.280001
"103","2007-05-31",34.32
"104","2007-06-01",34.919998
"105","2007-06-04",34.860001
"106","2007-06-05",33.169998
"107","2007-06-06",33.48
"108","2007-06-07",33.459999
"109","2007-06-08",34.57
"110","2007-06-11",34.200001
"111","2007-06-12",34.299999
"112","2007-06-13",34.639999
"113","2007-06-14",34.599998
"114","2007-06-15",34.360001
"115","2007-06-18",34.009998
"116","2007-06-19",34.740002
"117","2007-06-20",34.209999
"118","2007-06-21",36.450001
"119","2007-06-22",35.709999
"120","2007-06-25",35.029999
"121","2007-06-26",35.009998
"122","2007-06-27",35.82
"123","2007-06-28",36.389999
"124","2007-06-29",36.130001
"125","2007-07-02",37.139999
"126","2007-07-03",37.52
"127","2007-07-05",37.330002
"128","2007-07-06",36.959999
"129","2007-07-09",37.189999
"130","2007-07-10",36.41
"131","2007-07-11",37.099998
"132","2007-07-12",38.18
"133","2007-07-13",38.700001
"134","2007-07-16",38.669998
"135","2007-07-17",38.470001
"136","2007-07-18",38.27
"137","2007-07-19",39.700001
"138","2007-07-20",38.73
"139","2007-07-23",40.419998
"140","2007-07-24",39.23
"141","2007-07-25",38.299999
"142","2007-07-26",37.689999
"143","2007-07-27",36.209999
"144","2007-07-30",37.439999
"145","2007-07-31",36.529999
"146","2007-08-01",35.970001
"147","2007-08-02",37.130001
"148","2007-08-03",35.619999
"149","2007-08-06",35.57
"150","2007-08-07",35.799999
"151","2007-08-08",37.970001
"152","2007-08-09",38.139999
"153","2007-08-10",37.900002
"154","2007-08-13",37.23
"155","2007-08-14",36.389999
"156","2007-08-15",34.18
"157","2007-08-16",35.25
"158","2007-08-17",36.400002
"159","2007-08-20",36.48
"160","2007-08-21",35.959999
"161","2007-08-22",37.09
"162","2007-08-23",37.610001
"163","2007-08-24",38.139999
"164","2007-08-27",38
"165","2007-08-28",36.59
"166","2007-08-29",38.419998
"167","2007-08-30",37.200001
"168","2007-08-31",37.880001
"169","2007-09-04",38.009998
"170","2007-09-05",37.919998
"171","2007-09-06",38.549999
"172","2007-09-07",37.93
"173","2007-09-10",37.290001
"174","2007-09-11",37.34
"175","2007-09-12",37.279999
"176","2007-09-13",37.099998
"177","2007-09-14",37.200001
"178","2007-09-17",37.220001
"179","2007-09-18",37.75
"180","2007-09-19",38.290001
"181","2007-09-20",37.709999
"182","2007-09-21",37.779999
"183","2007-09-24",37.419998
"184","2007-09-25",37.529999
"185","2007-09-26",36.970001
"186","2007-09-27",37.43
"187","2007-09-28",38.080002
"188","2007-10-01",39.169998
"189","2007-10-02",42.66
"190","2007-10-03",45.220001
"191","2007-10-04",45.310001
"192","2007-10-05",46.759998
"193","2007-10-08",46.169998
"194","2007-10-09",46.259998
"195","2007-10-10",47.950001
"196","2007-10-11",46.130001
"197","2007-10-12",45.470001
"198","2007-10-15",44.59
"199","2007-10-16",45.040001
"200","2007-10-17",45.740002
"201","2007-10-18",45.200001
"202","2007-10-19",43.540001
"203","2007-10-22",45.790001
"204","2007-10-23",46.490002
"205","2007-10-24",45.34
"206","2007-10-25",46
"207","2007-10-26",46.540001
"208","2007-10-29",48.700001
"209","2007-10-30",47.650002
"210","2007-10-31",47.860001
"211","2007-11-01",46.439999
"212","2007-11-02",46.880001
"213","2007-11-05",46.439999
"214","2007-11-06",48.290001
"215","2007-11-07",46.779999
"216","2007-11-08",46.200001
"217","2007-11-09",44.360001
"218","2007-11-12",43.669998
"219","2007-11-13",46.290001
"220","2007-11-14",44.889999
"221","2007-11-15",43.700001
"222","2007-11-16",43.459999
"223","2007-11-19",40.450001
"224","2007-11-20",41.389999
"225","2007-11-21",41.200001
"226","2007-11-23",41.73
"227","2007-11-26",40.709999
"228","2007-11-27",41.439999
"229","2007-11-28",43.580002
"230","2007-11-29",42.84
"231","2007-11-30",43.98
"232","2007-12-03",42.619999
"233","2007-12-04",41.540001
"234","2007-12-05",42.93
"235","2007-12-06",43.57
"236","2007-12-07",43.610001
"237","2007-12-10",43.549999
"238","2007-12-11",41.57
"239","2007-12-12",42.119999
"240","2007-12-13",37.040001
"241","2007-12-14",35.75
"242","2007-12-17",34.349998
"243","2007-12-18",35.209999
"244","2007-12-19",35.16
"245","2007-12-20",34.459999
"246","2007-12-21",34.59
"247","2007-12-24",34.59
"248","2007-12-26",34.66
"249","2007-12-27",33.799999
"250","2007-12-28",34.32
"251","2007-12-31",34.110001
"252","2008-01-02",32.419998
"253","2008-01-03",31.549999
"254","2008-01-04",29.91
"255","2008-01-07",28.24
"256","2008-01-08",26.690001
"257","2008-01-09",27.389999
"258","2008-01-10",29.65
"259","2008-01-11",28.299999
"260","2008-01-14",28.940001
"261","2008-01-15",27.24
"262","2008-01-16",27.26
"263","2008-01-17",26.370001
"264","2008-01-18",26.52
"265","2008-01-22",26.17
"266","2008-01-23",22.83
"267","2008-01-24",24.58
"268","2008-01-25",24.790001
"269","2008-01-28",24.98
"270","2008-01-29",26.15
"271","2008-01-30",26.17
"272","2008-01-31",27.129999
"273","2008-02-01",26.41
"274","2008-02-04",26.049999
"275","2008-02-05",24.1
"276","2008-02-06",25.6
"277","2008-02-07",24.530001
"278","2008-02-08",24.969999
"279","2008-02-11",25.129999
"280","2008-02-12",25
"281","2008-02-13",26.030001
"282","2008-02-14",25.780001
"283","2008-02-15",26.6
"284","2008-02-19",27.01
"285","2008-02-20",26.67
"286","2008-02-21",26.57
"287","2008-02-22",26.1
"288","2008-02-25",26.67
"289","2008-02-26",27.75
"290","2008-02-27",27.879999
"291","2008-02-28",27.309999
"292","2008-02-29",25.83
"293","2008-03-03",25.950001
"294","2008-03-04",25.57
"295","2008-03-05",25.99
"296","2008-03-06",24.940001
"297","2008-03-07",27.799999
"298","2008-03-10",26.209999
"299","2008-03-11",27.200001
"300","2008-03-12",28.27
"301","2008-03-13",29.5
"302","2008-03-14",28.559999
"303","2008-03-17",27.65
"304","2008-03-18",29.860001
"305","2008-03-19",28.190001
"306","2008-03-20",30.08
"307","2008-03-24",31.76
"308","2008-03-25",31.879999
"309","2008-03-26",31.5
"310","2008-03-27",31.15
"311","2008-03-28",30.940001
"312","2008-03-31",30.83
"313","2008-04-01",31.93
"314","2008-04-02",32.119999
"315","2008-04-03",32.490002
"316","2008-04-04",32.59
"317","2008-04-07",32.48
"318","2008-04-08",32.52
"319","2008-04-09",31.59
"320","2008-04-10",31.15
"321","2008-04-11",30.879999
"322","2008-04-14",31
"323","2008-04-15",30.57
"324","2008-04-16",31.950001
"325","2008-04-17",31.629999
"326","2008-04-18",33.02
"327","2008-04-21",33.869999
"328","2008-04-22",33.09
"329","2008-04-23",33.93
"330","2008-04-24",34.73
"331","2008-04-25",35.599998
"332","2008-04-28",34.080002
"333","2008-04-29",33.849998
"334","2008-04-30",33.810001
"335","2008-05-01",33.779999
"336","2008-05-02",33
"337","2008-05-05",32.049999
"338","2008-05-06",32.32
"339","2008-05-07",32.66
"340","2008-05-08",33.139999
"341","2008-05-09",32.369999
"342","2008-05-12",33.43
"343","2008-05-13",33.130001
"344","2008-05-14",34.450001
"345","2008-05-15",34.57
"346","2008-05-16",33.549999
"347","2008-05-19",32.810001
"348","2008-05-20",31.23
"349","2008-05-21",30.309999
"350","2008-05-22",30.35
"351","2008-05-23",29.870001
"352","2008-05-27",29.540001
"353","2008-05-28",30.01
"354","2008-05-29",29.5
"355","2008-05-30",30.559999
"356","2008-06-02",29.969999
"357","2008-06-03",30.040001
"358","2008-06-04",30.459999
"359","2008-06-05",28.07
"360","2008-06-06",28.23
"361","2008-06-09",27.43
"362","2008-06-10",27.67
"363","2008-06-11",26.66
"364","2008-06-12",26.799999
"365","2008-06-13",27.120001
"366","2008-06-16",27.32
"367","2008-06-17",26.110001
"368","2008-06-18",25.530001
"369","2008-06-19",25.610001
"370","2008-06-20",25.620001
"371","2008-06-23",25.32
"372","2008-06-24",24.790001
"373","2008-06-25",24.370001
"374","2008-06-26",23.690001
"375","2008-06-27",23.9
"376","2008-06-30",23.17
"377","2008-07-01",23.450001
"378","2008-07-02",23.219999
"379","2008-07-03",22.219999
"380","2008-07-07",22.35
"381","2008-07-08",22.52
"382","2008-07-09",21.530001
"383","2008-07-10",21.57
"384","2008-07-11",21.190001
"385","2008-07-14",20.799999
"386","2008-07-15",20.41
"387","2008-07-16",21.530001
"388","2008-07-17",21.559999
"389","2008-07-18",21.879999
"390","2008-07-21",22.620001
"391","2008-07-22",22.889999
"392","2008-07-23",22.709999
"393","2008-07-24",21.5
"394","2008-07-25",21.620001
"395","2008-07-28",20.559999
"396","2008-07-29",21.209999
"397","2008-07-30",20.309999
"398","2008-07-31",20.67
"399","2008-08-01",19.889999
"400","2008-08-04",18.59
"401","2008-08-05",18.700001
"402","2008-08-06",17.85
"403","2008-08-07",16.389999
"404","2008-08-08",17.01
"405","2008-08-11",18.17
"406","2008-08-12",17.74
"407","2008-08-13",17.66
"408","2008-08-14",18
"409","2008-08-15",18.76
"410","2008-08-18",18.18
"411","2008-08-19",17.940001
"412","2008-08-20",18.1
"413","2008-08-21",18.190001
"414","2008-08-22",18.5
"415","2008-08-25",18.18
"416","2008-08-26",17.559999
"417","2008-08-27",17.4
"418","2008-08-28",17.85
"419","2008-08-29",17.379999
"420","2008-09-02",17.24
"421","2008-09-03",17.43
"422","2008-09-04",13.09
"423","2008-09-05",12.64
"424","2008-09-08",12.26
"425","2008-09-09",11.58
"426","2008-09-10",11.41
"427","2008-09-11",11.56
"428","2008-09-12",12
"429","2008-09-15",11.5
"430","2008-09-16",11.23
"431","2008-09-17",10.31
"432","2008-09-18",10.07
"433","2008-09-19",11.28
"434","2008-09-22",10.7
"435","2008-09-23",10.48
"436","2008-09-24",10.91
"437","2008-09-25",11.56
"438","2008-09-26",11.61
"439","2008-09-29",9.55
"440","2008-09-30",10.08
"441","2008-10-01",9.72
