"","date","DVN"
"1","2007-01-03",64.860001
"2","2007-01-04",63.700001
"3","2007-01-05",65.32
"4","2007-01-08",65.620003
"5","2007-01-09",65.650002
"6","2007-01-10",64.669998
"7","2007-01-11",63.990002
"8","2007-01-12",65.629997
"9","2007-01-16",64.889999
"10","2007-01-17",65.699997
"11","2007-01-18",65.739998
"12","2007-01-19",67.660004
"13","2007-01-22",67.279999
"14","2007-01-23",69.43
"15","2007-01-24",69.910004
"16","2007-01-25",68.230003
"17","2007-01-26",68.080002
"18","2007-01-29",68.040001
"19","2007-01-30",70.18
"20","2007-01-31",70.089996
"21","2007-02-01",70.190002
"22","2007-02-02",70.400002
"23","2007-02-05",70.370003
"24","2007-02-06",69.800003
"25","2007-02-07",69.139999
"26","2007-02-08",68.730003
"27","2007-02-09",68.25
"28","2007-02-12",66.809998
"29","2007-02-13",67.089996
"30","2007-02-14",67.349998
"31","2007-02-15",66.699997
"32","2007-02-16",66.690002
"33","2007-02-20",65.730003
"34","2007-02-21",66.089996
"35","2007-02-22",66.419998
"36","2007-02-23",66.150002
"37","2007-02-26",67.110001
"38","2007-02-27",65.57
"39","2007-02-28",65.699997
"40","2007-03-01",65.540001
"41","2007-03-02",64.449997
"42","2007-03-05",63.509998
"43","2007-03-06",64.529999
"44","2007-03-07",65.239998
"45","2007-03-08",64.739998
"46","2007-03-09",64.739998
"47","2007-03-12",64.349998
"48","2007-03-13",63.279999
"49","2007-03-14",64.010002
"50","2007-03-15",64.230003
"51","2007-03-16",64.389999
"52","2007-03-19",65.18
"53","2007-03-20",65.75
"54","2007-03-21",66.360001
"55","2007-03-22",67.639999
"56","2007-03-23",67.650002
"57","2007-03-26",69.260002
"58","2007-03-27",69.75
"59","2007-03-28",69.339996
"60","2007-03-29",70.050003
"61","2007-03-30",69.220001
"62","2007-04-02",70.110001
"63","2007-04-03",70.589996
"64","2007-04-04",71.459999
"65","2007-04-05",71.879997
"66","2007-04-09",72.949997
"67","2007-04-10",74.199997
"68","2007-04-11",73.449997
"69","2007-04-12",74.949997
"70","2007-04-13",75.099998
"71","2007-04-16",74.690002
"72","2007-04-17",73.540001
"73","2007-04-18",73.300003
"74","2007-04-19",71.980003
"75","2007-04-20",73.550003
"76","2007-04-23",73.309998
"77","2007-04-24",72.93
"78","2007-04-25",74.809998
"79","2007-04-26",73.559998
"80","2007-04-27",73.489998
"81","2007-04-30",72.870003
"82","2007-05-01",73.089996
"83","2007-05-02",74.260002
"84","2007-05-03",75.959999
"85","2007-05-04",75.93
"86","2007-05-07",75.849998
"87","2007-05-08",75.400002
"88","2007-05-09",74.660004
"89","2007-05-10",73.370003
"90","2007-05-11",75.010002
"91","2007-05-14",76
"92","2007-05-15",75.029999
"93","2007-05-16",75.089996
"94","2007-05-17",76.57
"95","2007-05-18",77.949997
"96","2007-05-21",79.040001
"97","2007-05-22",78.32
"98","2007-05-23",77.830002
"99","2007-05-24",76.269997
"100","2007-05-25",76.599998
"101","2007-05-29",76.080002
"102","2007-05-30",76.989998
"103","2007-05-31",76.779999
"104","2007-06-01",77.669998
"105","2007-06-04",79.790001
"106","2007-06-05",80.129997
"107","2007-06-06",79.57
"108","2007-06-07",78.309998
"109","2007-06-08",78.309998
"110","2007-06-11",78.720001
"111","2007-06-12",78.199997
"112","2007-06-13",79.339996
"113","2007-06-14",80.720001
"114","2007-06-15",82.360001
"115","2007-06-18",83.529999
"116","2007-06-19",83.349998
"117","2007-06-20",80.769997
"118","2007-06-21",81.07
"119","2007-06-22",80.040001
"120","2007-06-25",78.339996
"121","2007-06-26",76.489998
"122","2007-06-27",77.559998
"123","2007-06-28",77.339996
"124","2007-06-29",78.290001
"125","2007-07-02",79.629997
"126","2007-07-03",79.93
"127","2007-07-05",79.449997
"128","2007-07-06",79.389999
"129","2007-07-09",79.690002
"130","2007-07-10",78.199997
"131","2007-07-11",78.489998
"132","2007-07-12",79.889999
"133","2007-07-13",80.019997
"134","2007-07-16",79.150002
"135","2007-07-17",79.410004
"136","2007-07-18",83.040001
"137","2007-07-19",82.790001
"138","2007-07-20",81.800003
"139","2007-07-23",80.309998
"140","2007-07-24",77.559998
"141","2007-07-25",78.739998
"142","2007-07-26",76.440002
"143","2007-07-27",74.589996
"144","2007-07-30",75.379997
"145","2007-07-31",74.610001
"146","2007-08-01",78.419998
"147","2007-08-02",79.309998
"148","2007-08-03",77.120003
