"","date","EPAM"
"1","2012-02-08",14
"2","2012-02-09",13.91
"3","2012-02-10",13.96
"4","2012-02-13",13.65
"5","2012-02-14",13.44
"6","2012-02-15",13.4
"7","2012-02-16",13.54
"8","2012-02-17",13.58
"9","2012-02-21",13.71
"10","2012-02-22",13.96
"11","2012-02-23",13.94
"12","2012-02-24",13.71
"13","2012-02-27",13.66
"14","2012-02-28",13.83
"15","2012-02-29",14.13
"16","2012-03-01",15
"17","2012-03-02",15.14
"18","2012-03-05",15.09
"19","2012-03-06",15
"20","2012-03-07",15.23
"21","2012-03-08",15.23
"22","2012-03-09",15.32
"23","2012-03-12",15.14
"24","2012-03-13",15.78
"25","2012-03-14",16.200001
"26","2012-03-15",17
"27","2012-03-16",16.799999
"28","2012-03-19",17.41
"29","2012-03-20",17.41
"30","2012-03-21",17.379999
"31","2012-03-22",16.6
"32","2012-03-23",17.1
"33","2012-03-26",16.98
"34","2012-03-27",21.110001
"35","2012-03-28",20
"36","2012-03-29",20.1
"37","2012-03-30",20.52
"38","2012-04-02",21.709999
"39","2012-04-03",22.200001
"40","2012-04-04",21.15
"41","2012-04-05",20.959999
"42","2012-04-09",21.27
"43","2012-04-10",21.799999
"44","2012-04-11",22.59
"45","2012-04-12",23.25
"46","2012-04-13",22.65
"47","2012-04-16",21.200001
"48","2012-04-17",20.26
"49","2012-04-18",20.18
"50","2012-04-19",20.389999
"51","2012-04-20",20.040001
"52","2012-04-23",20.17
"53","2012-04-24",19.780001
"54","2012-04-25",19.84
"55","2012-04-26",20.049999
"56","2012-04-27",20.09
"57","2012-04-30",20.639999
"58","2012-05-01",20.73
"59","2012-05-02",21.9
"60","2012-05-03",21.049999
"61","2012-05-04",20.459999
"62","2012-05-07",20.120001
"63","2012-05-08",18.08
"64","2012-05-09",17.75
"65","2012-05-10",17.620001
"66","2012-05-11",17.360001
"67","2012-05-14",16.02
"68","2012-05-15",15.31
"69","2012-05-16",15.65
"70","2012-05-17",15.06
"71","2012-05-18",14.97
"72","2012-05-21",15.67
"73","2012-05-22",15.69
"74","2012-05-23",16.6
"75","2012-05-24",16.950001
"76","2012-05-25",16.99
"77","2012-05-29",17.200001
"78","2012-05-30",17.299999
"79","2012-05-31",17.5
"80","2012-06-01",16.52
"81","2012-06-04",16.42
"82","2012-06-05",16.75
"83","2012-06-06",16.6
"84","2012-06-07",16.51
"85","2012-06-08",16.780001
"86","2012-06-11",16.879999
"87","2012-06-12",17.370001
"88","2012-06-13",17.969999
"89","2012-06-14",17.790001
"90","2012-06-15",17.610001
"91","2012-06-18",17.620001
"92","2012-06-19",17.559999
"93","2012-06-20",17.879999
"94","2012-06-21",17.870001
"95","2012-06-22",17.99
"96","2012-06-25",17.370001
"97","2012-06-26",16.93
"98","2012-06-27",17
"99","2012-06-28",16.6
"100","2012-06-29",16.99
"101","2012-07-02",17.200001
"102","2012-07-03",17.059999
"103","2012-07-05",16.99
"104","2012-07-06",16.120001
"105","2012-07-09",15.69
"106","2012-07-10",15.45
"107","2012-07-11",15.24
"108","2012-07-12",14.4
"109","2012-07-13",15.41
"110","2012-07-16",16.17
"111","2012-07-17",15.78
"112","2012-07-18",15.88
"113","2012-07-19",15.63
"114","2012-07-20",15.26
"115","2012-07-23",14.75
"116","2012-07-24",14.12
"117","2012-07-25",14.12
"118","2012-07-26",14.47
"119","2012-07-27",15.32
"120","2012-07-30",16.17
"121","2012-07-31",16.040001
"122","2012-08-01",15.8
"123","2012-08-02",15.7
"124","2012-08-03",16
"125","2012-08-06",16.620001
"126","2012-08-07",16.82
"127","2012-08-08",16.85
"128","2012-08-09",16.74
"129","2012-08-10",17.59
"130","2012-08-13",17.690001
"131","2012-08-14",17.48
"132","2012-08-15",17.809999
"133","2012-08-16",17.51
"134","2012-08-17",17.5
"135","2012-08-20",16.620001
"136","2012-08-21",16.860001
"137","2012-08-22",17.709999
"138","2012-08-23",17.969999
"139","2012-08-24",18.01
"140","2012-08-27",17.99
"141","2012-08-28",17.969999
"142","2012-08-29",17.969999
"143","2012-08-30",17.879999
"144","2012-08-31",17.5
"145","2012-09-04",17.780001
"146","2012-09-05",17.6
"147","2012-09-06",17.610001
"148","2012-09-07",17.57
"149","2012-09-10",17.559999
"150","2012-09-11",17.51
"151","2012-09-12",17.91
"152","2012-09-13",17.9
"153","2012-09-14",18.950001
"154","2012-09-17",18.75
"155","2012-09-18",18.67
"156","2012-09-19",18.889999
"157","2012-09-20",18.9
"158","2012-09-21",18.92
"159","2012-09-24",18.870001
"160","2012-09-25",18.85
"161","2012-09-26",18.48
"162","2012-09-27",18.639999
"163","2012-09-28",18.940001
"164","2012-10-01",18.610001
"165","2012-10-02",18.93
"166","2012-10-03",19
"167","2012-10-04",19.049999
"168","2012-10-05",19.309999
"169","2012-10-08",19.4
"170","2012-10-09",19.5
"171","2012-10-10",19.469999
"172","2012-10-11",19.49
"173","2012-10-12",19.309999
"174","2012-10-15",19.02
"175","2012-10-16",18.809999
"176","2012-10-17",18.15
"177","2012-10-18",17.93
"178","2012-10-19",17.610001
"179","2012-10-22",17.639999
"180","2012-10-23",17.76
"181","2012-10-24",17.82
"182","2012-10-25",17.809999
"183","2012-10-26",17.959999
"184","2012-10-31",17.98
"185","2012-11-01",18
"186","2012-11-02",17.799999
"187","2012-11-05",18.120001
"188","2012-11-06",18.49
"189","2012-11-07",18
"190","2012-11-08",17.790001
"191","2012-11-09",19.450001
"192","2012-11-12",19.65
"193","2012-11-13",19.870001
"194","2012-11-14",19.459999
"195","2012-11-15",19.43
"196","2012-11-16",19.459999
"197","2012-11-19",20.08
"198","2012-11-20",19.860001
"199","2012-11-21",19.99
"200","2012-11-23",20
"201","2012-11-26",20.01
"202","2012-11-27",19.92
"203","2012-11-28",20.110001
"204","2012-11-29",20.5
"205","2012-11-30",20.57
"206","2012-12-03",20.719999
"207","2012-12-04",20.709999
"208","2012-12-05",20.6
"209","2012-12-06",20.74
"210","2012-12-07",20.700001
"211","2012-12-10",20.379999
"212","2012-12-11",20.43
"213","2012-12-12",20.450001
"214","2012-12-13",20.280001
"215","2012-12-14",20.700001
"216","2012-12-17",20.799999
"217","2012-12-18",20.700001
"218","2012-12-19",20.09
"219","2012-12-20",19.950001
"220","2012-12-21",19.82
"221","2012-12-24",19.84
"222","2012-12-26",19.309999
"223","2012-12-27",18.93
"224","2012-12-28",18.940001
"225","2012-12-31",18.1
"226","2013-01-02",18.98
"227","2013-01-03",18.99
"228","2013-01-04",19.190001
"229","2013-01-07",19.02
"230","2013-01-08",19.16
"231","2013-01-09",19.6
"232","2013-01-10",19.790001
"233","2013-01-11",20.190001
"234","2013-01-14",20.120001
"235","2013-01-15",20.219999
"236","2013-01-16",20.219999
"237","2013-01-17",20.18
"238","2013-01-18",20.26
"239","2013-01-22",20.370001
"240","2013-01-23",20.41
"241","2013-01-24",20.9
"242","2013-01-25",20.92
"243","2013-01-28",20.98
"244","2013-01-29",20.950001
"245","2013-01-30",20.969999
"246","2013-01-31",20.719999
"247","2013-02-01",21.83
"248","2013-02-04",21.6
"249","2013-02-05",21.790001
"250","2013-02-06",21.469999
"251","2013-02-07",21.52
"252","2013-02-08",21.49
"253","2013-02-11",19.93
"254","2013-02-12",20.299999
"255","2013-02-13",20.299999
"256","2013-02-14",20.52
"257","2013-02-15",21.049999
"258","2013-02-19",20.940001
"259","2013-02-20",20.799999
"260","2013-02-21",20.85
"261","2013-02-22",21.059999
"262","2013-02-25",20.620001
"263","2013-02-26",20.629999
"264","2013-02-27",21.51
"265","2013-02-28",20.98
"266","2013-03-01",22.450001
"267","2013-03-04",22.1
"268","2013-03-05",22.98
"269","2013-03-06",23.52
"270","2013-03-07",23.41
"271","2013-03-08",23.68
"272","2013-03-11",23.389999
"273","2013-03-12",23.139999
"274","2013-03-13",23.49
"275","2013-03-14",23.030001
"276","2013-03-15",22.889999
"277","2013-03-18",22.73
"278","2013-03-19",22.82
"279","2013-03-20",22.83
"280","2013-03-21",22.67
"281","2013-03-22",22.719999
"282","2013-03-25",22.51
"283","2013-03-26",22.889999
"284","2013-03-27",23.34
"285","2013-03-28",23.23
"286","2013-04-01",23.25
"287","2013-04-02",23.59
"288","2013-04-03",23.290001
"289","2013-04-04",23.42
"290","2013-04-05",23.4
"291","2013-04-08",23.059999
"292","2013-04-09",22.870001
"293","2013-04-10",23.23
"294","2013-04-11",22.99
