"","date","HTGM"
"1","2015-05-06",206.550003
"2","2015-05-07",209.100006
"3","2015-05-08",214.199997
"4","2015-05-11",219.600006
"5","2015-05-12",210.149994
"6","2015-05-13",212.699997
"7","2015-05-14",215.399994
"8","2015-05-15",212.699997
"9","2015-05-18",213.449997
"10","2015-05-19",213
"11","2015-05-20",210.75
"12","2015-05-21",210.899994
"13","2015-05-22",211.649994
"14","2015-05-26",207.449997
"15","2015-05-27",214.199997
"16","2015-05-28",210
"17","2015-05-29",215.25
"18","2015-06-01",208.649994
"19","2015-06-02",242.399994
"20","2015-06-03",263.399994
"21","2015-06-04",229.649994
"22","2015-06-05",234.149994
"23","2015-06-08",248.25
"24","2015-06-09",242.850006
"25","2015-06-10",230.399994
"26","2015-06-11",228.449997
"27","2015-06-12",229.050003
"28","2015-06-15",231.600006
"29","2015-06-16",231.149994
"30","2015-06-17",220.800003
"31","2015-06-18",221.399994
"32","2015-06-19",205.649994
"33","2015-06-22",195.75
"34","2015-06-23",185.985001
"35","2015-06-24",174.149994
"36","2015-06-25",169.350006
"37","2015-06-26",169.949997
"38","2015-06-29",161.100006
"39","2015-06-30",167.25
"40","2015-07-01",179.850006
"41","2015-07-02",186.600006
"42","2015-07-06",188.850006
"43","2015-07-07",180.149994
"44","2015-07-08",173.550003
"45","2015-07-09",176.699997
"46","2015-07-10",174.600006
"47","2015-07-13",171.149994
"48","2015-07-14",160.350006
"49","2015-07-15",157.649994
"50","2015-07-16",160.5
"51","2015-07-17",161.399994
"52","2015-07-20",157.5
"53","2015-07-21",155.100006
"54","2015-07-22",155.699997
"55","2015-07-23",156.600006
"56","2015-07-24",155.550003
"57","2015-07-27",149.699997
"58","2015-07-28",156.149994
"59","2015-07-29",148.949997
"60","2015-07-30",138.449997
"61","2015-07-31",131.699997
"62","2015-08-03",121.199997
"63","2015-08-04",116.099998
"64","2015-08-05",108.900002
"65","2015-08-06",126.300003
"66","2015-08-07",114.599998
"67","2015-08-10",113.25
"68","2015-08-11",110.25
"69","2015-08-12",108.900002
"70","2015-08-13",90.75
"71","2015-08-14",87
"72","2015-08-17",85.949997
"73","2015-08-18",86.25
"74","2015-08-19",81.75
"75","2015-08-20",83.699997
"76","2015-08-21",83.699997
"77","2015-08-24",78.900002
"78","2015-08-25",82.800003
"79","2015-08-26",85.800003
"80","2015-08-27",81.75
"81","2015-08-28",85.349998
"82","2015-08-31",83.550003
"83","2015-09-01",87.675003
"84","2015-09-02",83.699997
"85","2015-09-03",85.5
"86","2015-09-04",88.949997
"87","2015-09-08",92.849998
"88","2015-09-09",93.150002
"89","2015-09-10",97.050003
"90","2015-09-11",107.400002
"91","2015-09-14",120
"92","2015-09-15",121.5
"93","2015-09-16",129.75
"94","2015-09-17",169.350006
"95","2015-09-18",172.050003
"96","2015-09-21",178.350006
"97","2015-09-22",170.550003
"98","2015-09-23",169.649994
"99","2015-09-24",166.800003
"100","2015-09-25",151.949997
"101","2015-09-28",124.349998
"102","2015-09-29",117.150002
"103","2015-09-30",114.300003
"104","2015-10-01",113.669998
"105","2015-10-02",114.75
"106","2015-10-05",130.949997
"107","2015-10-06",120.599998
"108","2015-10-07",115.800003
"109","2015-10-08",109.949997
"110","2015-10-09",102.599998
"111","2015-10-12",91.949997
"112","2015-10-13",91.199997
"113","2015-10-14",90.300003
"114","2015-10-15",93.75
"115","2015-10-16",84.900002
"116","2015-10-19",81.900002
"117","2015-10-20",75.599998
"118","2015-10-21",75.75
"119","2015-10-22",75.900002
"120","2015-10-23",82.949997
"121","2015-10-26",80.400002
"122","2015-10-27",75.75
"123","2015-10-28",81.150002
"124","2015-10-29",81.75
"125","2015-10-30",79.050003
"126","2015-11-02",81
"127","2015-11-03",89.400002
"128","2015-11-04",89.400002
"129","2015-11-05",87.900002
"130","2015-11-06",90.300003
"131","2015-11-09",87.300003
"132","2015-11-10",87.75
"133","2015-11-11",83.099998
"134","2015-11-12",81
"135","2015-11-13",75
"136","2015-11-16",69.449997
"137","2015-11-17",81.300003
"138","2015-11-18",75.449997
"139","2015-11-19",76.650002
"140","2015-11-20",75.75
"141","2015-11-23",76.949997
"142","2015-11-24",76.934998
"143","2015-11-25",76.199997
"144","2015-11-27",77.175003
"145","2015-11-30",74.25
"146","2015-12-01",73.199997
"147","2015-12-02",73.199997
"148","2015-12-03",72.824997
"149","2015-12-04",73.650002
"150","2015-12-07",71.25
"151","2015-12-08",69.900002
"152","2015-12-09",71.699997
"153","2015-12-10",71.474998
"154","2015-12-11",70.5
"155","2015-12-14",76.349998
"156","2015-12-15",76.125
"157","2015-12-16",77.699997
"158","2015-12-17",78
"159","2015-12-18",78.75
"160","2015-12-21",70.349998
"161","2015-12-22",69
"162","2015-12-23",69.900002
"163","2015-12-24",70.349998
"164","2015-12-28",66.75
"165","2015-12-29",63
"166","2015-12-30",62.099998
"167","2015-12-31",65.400002
"168","2016-01-04",61.349998
"169","2016-01-05",63.900002
"170","2016-01-06",60.900002
"171","2016-01-07",59.700001
"172","2016-01-08",58.950001
"173","2016-01-11",62.099998
"174","2016-01-12",63.75
"175","2016-01-13",63.299999
"176","2016-01-14",63.599998
"177","2016-01-15",63.150002
"178","2016-01-19",63.75
"179","2016-01-20",60.75
"180","2016-01-21",56.400002
"181","2016-01-22",61.200001
"182","2016-01-25",55.049999
"183","2016-01-26",54.599998
"184","2016-01-27",54.599998
"185","2016-01-28",46.5
"186","2016-01-29",46.349998
"187","2016-02-01",46.349998
"188","2016-02-02",43.950001
"189","2016-02-03",39.674999
"190","2016-02-04",39.299999
"191","2016-02-05",40.950001
"192","2016-02-08",36.299999
"193","2016-02-09",33.75
"194","2016-02-10",34.049999
"195","2016-02-11",37.125
"196","2016-02-12",35.25
"197","2016-02-16",35.459999
"198","2016-02-17",35.490002
"199","2016-02-18",35.099998
"200","2016-02-19",38.25
"201","2016-02-22",43.200001
"202","2016-02-23",46.049999
"203","2016-02-24",44.549999
"204","2016-02-25",40.200001
"205","2016-02-26",46.349998
"206","2016-02-29",43.200001
"207","2016-03-01",44.549999
"208","2016-03-02",41.099998
"209","2016-03-03",43.650002
"210","2016-03-04",41.099998
"211","2016-03-07",44.849998
"212","2016-03-08",45.75
"213","2016-03-09",39.450001
"214","2016-03-10",37.724998
"215","2016-03-11",33.599998
"216","2016-03-14",38.849998
"217","2016-03-15",39.599998
"218","2016-03-16",39.299999
"219","2016-03-17",39.150002
"220","2016-03-18",39.450001
"221","2016-03-21",46.5
"222","2016-03-22",51.299999
"223","2016-03-23",43.799999
"224","2016-03-24",42.299999
"225","2016-03-28",43.5
"226","2016-03-29",43.5
"227","2016-03-30",45
"228","2016-03-31",43.049999
"229","2016-04-01",43.349998
"230","2016-04-04",46.724998
"231","2016-04-05",49.049999
"232","2016-04-06",51
"233","2016-04-07",47.25
"234","2016-04-08",45.150002
"235","2016-04-11",40.650002
"236","2016-04-12",42.75
"237","2016-04-13",42.150002
"238","2016-04-14",41.849998
"239","2016-04-15",41.849998
"240","2016-04-18",39.75
"241","2016-04-19",40.424999
"242","2016-04-20",42.150002
"243","2016-04-21",43.200001
"244","2016-04-22",44.849998
"245","2016-04-25",43.650002
"246","2016-04-26",43.950001
"247","2016-04-27",45
"248","2016-04-28",42.75
"249","2016-04-29",41.25
"250","2016-05-02",42
"251","2016-05-03",38.700001
"252","2016-05-04",40.950001
"253","2016-05-05",40.349998
"254","2016-05-06",37.950001
"255","2016-05-09",34.799999
"256","2016-05-10",34.799999
"257","2016-05-11",36.150002
"258","2016-05-12",36.150002
"259","2016-05-13",44.400002
"260","2016-05-16",45.450001
"261","2016-05-17",43.5
"262","2016-05-18",45.299999
"263","2016-05-19",43.950001
"264","2016-05-20",43.049999
"265","2016-05-23",45.450001
"266","2016-05-24",42.900002
"267","2016-05-25",42.450001
"268","2016-05-26",42.450001
"269","2016-05-27",40.799999
"270","2016-05-31",43.349998
"271","2016-06-01",45.150002
"272","2016-06-02",42.599998
"273","2016-06-03",43.049999
"274","2016-06-06",46.349998
"275","2016-06-07",45.900002
"276","2016-06-08",45.599998
"277","2016-06-09",45.900002
"278","2016-06-10",44.849998
"279","2016-06-13",45.450001
"280","2016-06-14",43.349998
"281","2016-06-15",42
"282","2016-06-16",41.849998
"283","2016-06-17",40.950001
"284","2016-06-20",43.200001
"285","2016-06-21",42.450001
"286","2016-06-22",42.450001
"287","2016-06-23",39.150002
"288","2016-06-24",34.950001
"289","2016-06-27",33.450001
"290","2016-06-28",36.75
"291","2016-06-29",37.650002
"292","2016-06-30",40.799999
"293","2016-07-01",40.799999
"294","2016-07-05",40.799999
"295","2016-07-06",41.849998
"296","2016-07-07",40.950001
"297","2016-07-08",40.650002
"298","2016-07-11",39.900002
"299","2016-07-12",39.299999
"300","2016-07-13",39.75
"301","2016-07-14",39.599998
"302","2016-07-15",39.299999
"303","2016-07-18",39
"304","2016-07-19",37.349998
"305","2016-07-20",37.950001
"306","2016-07-21",35.700001
"307","2016-07-22",36.599998
"308","2016-07-25",36.75
"309","2016-07-26",36.150002
"310","2016-07-27",36.150002
"311","2016-07-28",36.299999
"312","2016-07-29",36.450001
"313","2016-08-01",36.150002
"314","2016-08-02",36.299999
"315","2016-08-03",36.599998
"316","2016-08-04",36.75
"317","2016-08-05",36
"318","2016-08-08",34.950001
"319","2016-08-09",34.200001
"320","2016-08-10",33.150002
"321","2016-08-11",33.599998
"322","2016-08-12",33.599998
"323","2016-08-15",36
"324","2016-08-16",36
"325","2016-08-17",37.049999
"326","2016-08-18",36.599998
"327","2016-08-19",36.599998
"328","2016-08-22",37.5
"329","2016-08-23",39
"330","2016-08-24",39
"331","2016-08-25",39.150002
"332","2016-08-26",36.900002
"333","2016-08-29",38.099998
"334","2016-08-30",37.650002
"335","2016-08-31",37.575001
"336","2016-09-01",39.75
"337","2016-09-02",40.650002
"338","2016-09-06",39.75
"339","2016-09-07",36.299999
"340","2016-09-08",37.799999
"341","2016-09-09",34.799999
"342","2016-09-12",36.299999
"343","2016-09-13",37.200001
"344","2016-09-14",36
"345","2016-09-15",36.450001
"346","2016-09-16",36.450001
"347","2016-09-19",36.674999
"348","2016-09-20",37.349998
"349","2016-09-21",36.900002
"350","2016-09-22",36.150002
"351","2016-09-23",37.349998
"352","2016-09-26",37.049999
"353","2016-09-27",36.285
"354","2016-09-28",36.299999
"355","2016-09-29",35.099998
"356","2016-09-30",34.049999
"357","2016-10-03",34.049999
"358","2016-10-04",34.950001
"359","2016-10-05",34.799999
"360","2016-10-06",34.814999
"361","2016-10-07",34.950001
"362","2016-10-10",34.799999
"363","2016-10-11",33.900002
"364","2016-10-12",46.5
"365","2016-10-13",48.450001
"366","2016-10-14",45
"367","2016-10-17",45
"368","2016-10-18",39.450001
"369","2016-10-19",38.549999
"370","2016-10-20",39.450001
"371","2016-10-21",37.5
"372","2016-10-24",36.299999
"373","2016-10-25",37.349998
"374","2016-10-26",37.650002
"375","2016-10-27",35.099998
"376","2016-10-28",32.400002
"377","2016-10-31",32.25
"378","2016-11-01",33.299999
"379","2016-11-02",31.5
"380","2016-11-03",29.85
"381","2016-11-04",30
"382","2016-11-07",29.4
"383","2016-11-08",27.9
"384","2016-11-09",32.25
"385","2016-11-10",31.5
"386","2016-11-11",32.549999
"387","2016-11-14",33.150002
"388","2016-11-15",29.4
"389","2016-11-16",32.849998
"390","2016-11-17",32.25
"391","2016-11-18",32.099998
"392","2016-11-21",31.049999
"393","2016-11-22",30.75
"394","2016-11-23",30.6
"395","2016-11-25",30.15
"396","2016-11-28",31.049999
"397","2016-11-29",31.200001
"398","2016-11-30",29.25
"399","2016-12-01",28.950001
"400","2016-12-02",30.299999
"401","2016-12-05",31.049999
"402","2016-12-06",31.35
"403","2016-12-07",33
"404","2016-12-08",33.75
"405","2016-12-09",32.25
"406","2016-12-12",31.575001
"407","2016-12-13",30
"408","2016-12-14",30.75
"409","2016-12-15",29.549999
"410","2016-12-16",30.6
"411","2016-12-19",29.700001
"412","2016-12-20",28.200001
"413","2016-12-21",29.1
"414","2016-12-22",27.6
"415","2016-12-23",28.65
"416","2016-12-27",31.950001
"417","2016-12-28",33.75
"418","2016-12-29",32.400002
"419","2016-12-30",33.599998
"420","2017-01-03",33
"421","2017-01-04",33.674999
"422","2017-01-05",31.950001
"423","2017-01-06",32.535
"424","2017-01-09",32.700001
"425","2017-01-10",31.950001
"426","2017-01-11",31.200001
"427","2017-01-12",30.450001
"428","2017-01-13",31.799999
"429","2017-01-17",29.85
"430","2017-01-18",28.799999
"431","2017-01-19",25.950001
"432","2017-01-20",26.549999
"433","2017-01-23",29.85
"434","2017-01-24",30
"435","2017-01-25",28.5
"436","2017-01-26",29.700001
"437","2017-01-27",26.85
"438","2017-01-30",27
"439","2017-01-31",26.25
"440","2017-02-01",25.200001
"441","2017-02-02",26.4
"442","2017-02-03",26.1
"443","2017-02-06",27.6
"444","2017-02-07",27.6
"445","2017-02-08",26.85
"446","2017-02-09",27.75
"447","2017-02-10",28.049999
"448","2017-02-13",28.799999
"449","2017-02-14",28.799999
"450","2017-02-15",28.049999
"451","2017-02-16",28.049999
"452","2017-02-17",27.9
"453","2017-02-21",26.85
"454","2017-02-22",19.5
"455","2017-02-23",18.9
"456","2017-02-24",18.450001
"457","2017-02-27",47.700001
"458","2017-02-28",40.950001
"459","2017-03-01",47.549999
"460","2017-03-02",42.299999
"461","2017-03-03",42.150002
"462","2017-03-06",45.599998
"463","2017-03-07",41.700001
"464","2017-03-08",40.349998
"465","2017-03-09",40.650002
"466","2017-03-10",34.139999
"467","2017-03-13",34.049999
"468","2017-03-14",34.049999
"469","2017-03-15",32.25
"470","2017-03-16",30.75
"471","2017-03-17",30.9
"472","2017-03-20",32.099998
