"","date","EXLS"
"1","2007-01-03",20.58
"2","2007-01-04",21
"3","2007-01-05",21.1
"4","2007-01-08",21.09
"5","2007-01-09",21.049999
"6","2007-01-10",21.57
"7","2007-01-11",22.389999
"8","2007-01-12",22.709999
"9","2007-01-16",23.02
"10","2007-01-17",22.99
"11","2007-01-18",23.01
"12","2007-01-19",23.559999
"13","2007-01-22",23.4
"14","2007-01-23",23.34
"15","2007-01-24",23.360001
"16","2007-01-25",23.709999
"17","2007-01-26",23.73
"18","2007-01-29",24.4
"19","2007-01-30",24.74
"20","2007-01-31",24.719999
"21","2007-02-01",24.92
"22","2007-02-02",25.190001
"23","2007-02-05",26.190001
"24","2007-02-06",26.58
"25","2007-02-07",26.67
"26","2007-02-08",26.809999
"27","2007-02-09",26.950001
"28","2007-02-12",26.790001
"29","2007-02-13",26.84
"30","2007-02-14",25.41
"31","2007-02-15",24.48
"32","2007-02-16",24
"33","2007-02-20",23.860001
"34","2007-02-21",23.9
"35","2007-02-22",24.66
"36","2007-02-23",24.67
"37","2007-02-26",24.389999
"38","2007-02-27",23.48
"39","2007-02-28",22.66
"40","2007-03-01",23.43
"41","2007-03-02",22.879999
"42","2007-03-05",23.559999
"43","2007-03-06",22.860001
"44","2007-03-07",22.690001
"45","2007-03-08",22.91
"46","2007-03-09",23.52
"47","2007-03-12",23.700001
"48","2007-03-13",23.15
"49","2007-03-14",22.700001
"50","2007-03-15",22.66
"51","2007-03-16",22.6
"52","2007-03-19",22.950001
"53","2007-03-20",23.4
"54","2007-03-21",24.08
"55","2007-03-22",23.530001
"56","2007-03-23",22.700001
"57","2007-03-26",21.65
"58","2007-03-27",20.76
"59","2007-03-28",21.1
"60","2007-03-29",21.18
"61","2007-03-30",20.629999
"62","2007-04-02",20.08
"63","2007-04-03",20.4
"64","2007-04-04",20.940001
"65","2007-04-05",20.360001
"66","2007-04-09",20.98
"67","2007-04-10",21.09
"68","2007-04-11",20.459999
"69","2007-04-12",20
"70","2007-04-13",20.01
"71","2007-04-16",19.700001
"72","2007-04-17",19.940001
"73","2007-04-18",19.440001
"74","2007-04-19",19.299999
"75","2007-04-20",20.01
"76","2007-04-23",20.299999
"77","2007-04-24",20.290001
"78","2007-04-25",20.82
"79","2007-04-26",20.76
"80","2007-04-27",20.799999
"81","2007-04-30",20.799999
"82","2007-05-01",21.6
"83","2007-05-02",22.370001
"84","2007-05-03",21
"85","2007-05-04",21.48
"86","2007-05-07",21.25
"87","2007-05-08",21
"88","2007-05-09",20.85
"89","2007-05-10",19.860001
"90","2007-05-11",19.879999
"91","2007-05-14",20.01
"92","2007-05-15",20.68
"93","2007-05-16",21.110001
"94","2007-05-17",20.799999
"95","2007-05-18",20.280001
"96","2007-05-21",20.040001
"97","2007-05-22",20.35
"98","2007-05-23",20.27
"99","2007-05-24",19.35
"100","2007-05-25",18.940001
"101","2007-05-29",19
"102","2007-05-30",19.01
"103","2007-05-31",18.790001
"104","2007-06-01",19.190001
"105","2007-06-04",18.98
"106","2007-06-05",18.49
"107","2007-06-06",18.299999
"108","2007-06-07",18.74
"109","2007-06-08",19.120001
"110","2007-06-11",19.440001
"111","2007-06-12",19.41
"112","2007-06-13",19.809999
"113","2007-06-14",20.27
"114","2007-06-15",20.02
"115","2007-06-18",20.299999
"116","2007-06-19",20.33
"117","2007-06-20",19.77
"118","2007-06-21",19.030001
"119","2007-06-22",18.52
"120","2007-06-25",18.549999
"121","2007-06-26",18.68
"122","2007-06-27",19.389999
"123","2007-06-28",19
"124","2007-06-29",18.74
"125","2007-07-02",18.75
"126","2007-07-03",18.75
"127","2007-07-05",18.209999
"128","2007-07-06",18.200001
"129","2007-07-09",17.809999
"130","2007-07-10",17.360001
"131","2007-07-11",18.200001
"132","2007-07-12",18.26
"133","2007-07-13",18.9
"134","2007-07-16",18.290001
"135","2007-07-17",17.92
"136","2007-07-18",17.57
"137","2007-07-19",18.139999
"138","2007-07-20",17.27
"139","2007-07-23",17.1
"140","2007-07-24",15.97
"141","2007-07-25",16.35
"142","2007-07-26",16.370001
"143","2007-07-27",16.209999
"144","2007-07-30",16.639999
"145","2007-07-31",16.91
"146","2007-08-01",17.26
"147","2007-08-02",17.9
"148","2007-08-03",17.52
"149","2007-08-06",18.33
"150","2007-08-07",19.32
"151","2007-08-08",20.25
"152","2007-08-09",20.309999
"153","2007-08-10",20.77
"154","2007-08-13",19.65
"155","2007-08-14",18.4
"156","2007-08-15",18.129999
"157","2007-08-16",19.959999
"158","2007-08-17",18.26
"159","2007-08-20",17.9
"160","2007-08-21",18.58
"161","2007-08-22",18.34
"162","2007-08-23",17.639999
"163","2007-08-24",18.450001
"164","2007-08-27",18.5
"165","2007-08-28",18.219999
"166","2007-08-29",19.07
"167","2007-08-30",19.459999
"168","2007-08-31",19
"169","2007-09-04",19.17
"170","2007-09-05",18.83
"171","2007-09-06",20.049999
"172","2007-09-07",19.969999
"173","2007-09-10",21.18
"174","2007-09-11",21.459999
"175","2007-09-12",21.26
"176","2007-09-13",20.950001
"177","2007-09-14",20.559999
"178","2007-09-17",20.309999
"179","2007-09-18",21.450001
"180","2007-09-19",21.99
"181","2007-09-20",22.440001
"182","2007-09-21",22.1
"183","2007-09-24",21.91
"184","2007-09-25",21.610001
"185","2007-09-26",21.219999
"186","2007-09-27",21.24
"187","2007-09-28",21.26
"188","2007-10-01",22.5
"189","2007-10-02",22.540001
"190","2007-10-03",22.32
"191","2007-10-04",23.879999
"192","2007-10-05",24.76
"193","2007-10-08",24.92
"194","2007-10-09",25.42
"195","2007-10-10",25.370001
"196","2007-10-11",24.459999
"197","2007-10-12",25.85
"198","2007-10-15",26.02
"199","2007-10-16",26.459999
"200","2007-10-17",26.99
"201","2007-10-18",27
"202","2007-10-19",26.17
"203","2007-10-22",26.99
"204","2007-10-23",27
"205","2007-10-24",26.99
"206","2007-10-25",26.700001
"207","2007-10-26",26.559999
"208","2007-10-29",26.85
"209","2007-10-30",26.57
"210","2007-10-31",27
"211","2007-11-01",25.309999
"212","2007-11-02",26.559999
"213","2007-11-05",26.65
"214","2007-11-06",26.99
"215","2007-11-07",26.360001
"216","2007-11-08",28.73
"217","2007-11-09",25.43
"218","2007-11-12",22.85
"219","2007-11-13",24.18
"220","2007-11-14",26.93
"221","2007-11-15",26.34
"222","2007-11-16",25.99
"223","2007-11-19",26.68
"224","2007-11-20",25.120001
"225","2007-11-21",23.290001
"226","2007-11-23",23.4
"227","2007-11-26",22.43
"228","2007-11-27",22.030001
"229","2007-11-28",23.25
"230","2007-11-29",23.77
"231","2007-11-30",23.969999
"232","2007-12-03",23.84
"233","2007-12-04",23.75
"234","2007-12-05",24.030001
"235","2007-12-06",24.190001
"236","2007-12-07",24.09
"237","2007-12-10",25.469999
"238","2007-12-11",24
"239","2007-12-12",23.389999
"240","2007-12-13",23.27
"241","2007-12-14",21.57
"242","2007-12-17",19.98
"243","2007-12-18",22.15
"244","2007-12-19",22
"245","2007-12-20",22.139999
"246","2007-12-21",22.35
"247","2007-12-24",23.209999
"248","2007-12-26",23.18
"249","2007-12-27",22.299999
"250","2007-12-28",22.75
"251","2007-12-31",23.08
"252","2008-01-02",20.91
"253","2008-01-03",20.07
"254","2008-01-04",18.83
"255","2008-01-07",17.809999
"256","2008-01-08",19.25
"257","2008-01-09",20.049999
"258","2008-01-10",19.709999
"259","2008-01-11",18.950001
"260","2008-01-14",18.969999
"261","2008-01-15",18.690001
"262","2008-01-16",17.01
"263","2008-01-17",17.129999
"264","2008-01-18",16.690001
"265","2008-01-22",17.25
"266","2008-01-23",19.059999
"267","2008-01-24",19.049999
"268","2008-01-25",18.66
"269","2008-01-28",18.690001
"270","2008-01-29",19.41
"271","2008-01-30",19
"272","2008-01-31",18.98
"273","2008-02-01",19.51
"274","2008-02-04",19.559999
"275","2008-02-05",19.17
"276","2008-02-06",18.98
"277","2008-02-07",18.92
"278","2008-02-08",19.59
"279","2008-02-11",19.610001
"280","2008-02-12",20.49
"281","2008-02-13",21.120001
"282","2008-02-14",19.889999
"283","2008-02-15",19.33
"284","2008-02-19",19.57
"285","2008-02-20",19.57
"286","2008-02-21",19.85
"287","2008-02-22",19.450001
"288","2008-02-25",19.82
"289","2008-02-26",20.92
"290","2008-02-27",21.42
"291","2008-02-28",21.74
"292","2008-02-29",21.33
"293","2008-03-03",20.48
"294","2008-03-04",20.059999
"295","2008-03-05",20.49
"296","2008-03-06",19.120001
"297","2008-03-07",18.190001
"298","2008-03-10",18.5
"299","2008-03-11",19.43
"300","2008-03-12",22.24
"301","2008-03-13",20.969999
"302","2008-03-14",20.290001
"303","2008-03-17",19.15
"304","2008-03-18",20.02
"305","2008-03-19",19.559999
"306","2008-03-20",22.01
"307","2008-03-24",23.25
"308","2008-03-25",23.120001
"309","2008-03-26",23.969999
"310","2008-03-27",23.07
"311","2008-03-28",22.57
"312","2008-03-31",22.959999
"313","2008-04-01",23.24
"314","2008-04-02",24.110001
"315","2008-04-03",24
"316","2008-04-04",23.77
"317","2008-04-07",23.549999
"318","2008-04-08",23.299999
"319","2008-04-09",22.629999
"320","2008-04-10",22.9
"321","2008-04-11",21.68
"322","2008-04-14",21.67
"323","2008-04-15",23.16
"324","2008-04-16",23.59
"325","2008-04-17",23.370001
"326","2008-04-18",24.51
"327","2008-04-21",24.059999
"328","2008-04-22",23.66
"329","2008-04-23",24.139999
"330","2008-04-24",24.6
"331","2008-04-25",24.639999
"332","2008-04-28",24.57
"333","2008-04-29",25.07
"334","2008-04-30",25.120001
"335","2008-05-01",25.379999
"336","2008-05-02",24.65
"337","2008-05-05",24.860001
"338","2008-05-06",24.790001
"339","2008-05-07",20.76
"340","2008-05-08",20.99
"341","2008-05-09",19.93
"342","2008-05-12",20.389999
"343","2008-05-13",19.969999
"344","2008-05-14",19.559999
"345","2008-05-15",20
"346","2008-05-16",19.08
"347","2008-05-19",18.68
"348","2008-05-20",18.58
"349","2008-05-21",18.27
"350","2008-05-22",18.280001
"351","2008-05-23",18.9
"352","2008-05-27",19.91
"353","2008-05-28",20.74
"354","2008-05-29",20.530001
"355","2008-05-30",19.940001
"356","2008-06-02",18.33
"357","2008-06-03",17.940001
"358","2008-06-04",17.98
"359","2008-06-05",18.440001
"360","2008-06-06",17.129999
"361","2008-06-09",15.68
"362","2008-06-10",15.69
"363","2008-06-11",14.95
"364","2008-06-12",14.94
"365","2008-06-13",15.15
"366","2008-06-16",14.48
"367","2008-06-17",14.95
"368","2008-06-18",14.72
"369","2008-06-19",15.31
"370","2008-06-20",15.87
"371","2008-06-23",15.5
"372","2008-06-24",14.98
"373","2008-06-25",15.2
"374","2008-06-26",14.3
"375","2008-06-27",14.49
"376","2008-06-30",14.03
"377","2008-07-01",14.42
"378","2008-07-02",14.07
"379","2008-07-03",14.66
"380","2008-07-07",14.8
"381","2008-07-08",15.58
"382","2008-07-09",15.3
"383","2008-07-10",15.93
"384","2008-07-11",15.28
"385","2008-07-14",15.5
"386","2008-07-15",15.3
"387","2008-07-16",16.700001
"388","2008-07-17",15.57
"389","2008-07-18",15.6
"390","2008-07-21",15.64
"391","2008-07-22",16.110001
"392","2008-07-23",16.940001
"393","2008-07-24",16.379999
"394","2008-07-25",16.040001
"395","2008-07-28",15.67
"396","2008-07-29",15.69
"397","2008-07-30",15.45
"398","2008-07-31",15.05
"399","2008-08-01",15.74
"400","2008-08-04",15.64
"401","2008-08-05",15.72
"402","2008-08-06",16.35
"403","2008-08-07",13.74
"404","2008-08-08",13.36
"405","2008-08-11",13.03
"406","2008-08-12",13.01
"407","2008-08-13",13.35
"408","2008-08-14",13.44
"409","2008-08-15",13.6
"410","2008-08-18",13.01
"411","2008-08-19",12.52
"412","2008-08-20",12.22
"413","2008-08-21",12.08
"414","2008-08-22",11.24
"415","2008-08-25",10.91
"416","2008-08-26",11.01
"417","2008-08-27",11.02
"418","2008-08-28",11
"419","2008-08-29",10.9
"420","2008-09-02",10.78
"421","2008-09-03",11.02
"422","2008-09-04",10.53
"423","2008-09-05",11.04
"424","2008-09-08",11.09
"425","2008-09-09",11.4
"426","2008-09-10",11.45
"427","2008-09-11",11.64
"428","2008-09-12",11.36
"429","2008-09-15",10.78
"430","2008-09-16",10.61
"431","2008-09-17",9.27
"432","2008-09-18",9.26
"433","2008-09-19",9.1
"434","2008-09-22",8.86
"435","2008-09-23",8.84
"436","2008-09-24",8.42
"437","2008-09-25",8.64
"438","2008-09-26",8.76
"439","2008-09-29",8.07
"440","2008-09-30",8.78
"441","2008-10-01",8.56
"442","2008-10-02",8.31
"443","2008-10-03",7.99
"444","2008-10-06",7.45
"445","2008-10-07",6.65
"446","2008-10-08",6.32
"447","2008-10-09",5.66
"448","2008-10-10",5.48
"449","2008-10-13",6.64
"450","2008-10-14",6.34
"451","2008-10-15",5.93
"452","2008-10-16",6.65
"453","2008-10-17",6.59
"454","2008-10-20",7.19
"455","2008-10-21",6.85
"456","2008-10-22",6.42
"457","2008-10-23",6.47
"458","2008-10-24",5.88
"459","2008-10-27",5.56
"460","2008-10-28",5.87
"461","2008-10-29",6.21
"462","2008-10-30",6.89
"463","2008-10-31",7.3
"464","2008-11-03",7.09
"465","2008-11-04",7.36
"466","2008-11-05",6.9
"467","2008-11-06",6.41
"468","2008-11-07",6.78
"469","2008-11-10",6.97
"470","2008-11-11",6.75
"471","2008-11-12",6.71
"472","2008-11-13",7.27
"473","2008-11-14",6.4
"474","2008-11-17",6.09
"475","2008-11-18",5.88
"476","2008-11-19",5.89
"477","2008-11-20",5.59
"478","2008-11-21",5.98
"479","2008-11-24",6.43
"480","2008-11-25",6.23
"481","2008-11-26",6.85
"482","2008-11-28",7.1
"483","2008-12-01",5.88
"484","2008-12-02",6.42
"485","2008-12-03",7.17
"486","2008-12-04",6.72
"487","2008-12-05",7.87
"488","2008-12-08",8.75
"489","2008-12-09",8.09
"490","2008-12-10",8.46
"491","2008-12-11",7.91
"492","2008-12-12",8.13
"493","2008-12-15",7.75
"494","2008-12-16",8.1
"495","2008-12-17",7.96
"496","2008-12-18",8
"497","2008-12-19",8.16
"498","2008-12-22",8.29
"499","2008-12-23",8.27
"500","2008-12-24",8.2
"501","2008-12-26",8.14
"502","2008-12-29",7.88
"503","2008-12-30",8.03
"504","2008-12-31",8.57
"505","2009-01-02",8.63
"506","2009-01-05",8.56
"507","2009-01-06",8.64
"508","2009-01-07",8.59
"509","2009-01-08",9.31
"510","2009-01-09",8.75
"511","2009-01-12",8.51
"512","2009-01-13",8.81
"513","2009-01-14",8.56
"514","2009-01-15",9.05
"515","2009-01-16",8.75
"516","2009-01-20",7.81
"517","2009-01-21",8.33
"518","2009-01-22",8.31
"519","2009-01-23",8.57
"520","2009-01-26",9
"521","2009-01-27",8.87
"522","2009-01-28",9.14
"523","2009-01-29",8.27
"524","2009-01-30",7.95
"525","2009-02-02",8.7
"526","2009-02-03",8.31
"527","2009-02-04",7.88
"528","2009-02-05",8.16
"529","2009-02-06",8.85
"530","2009-02-09",8.89
"531","2009-02-10",8.07
"532","2009-02-11",8.33
"533","2009-02-12",8.3
"534","2009-02-13",8.46
"535","2009-02-17",7.68
"536","2009-02-18",7.3
"537","2009-02-19",7.72
"538","2009-02-20",7.51
"539","2009-02-23",7.53
"540","2009-02-24",8.25
"541","2009-02-25",8.09
"542","2009-02-26",8.19
"543","2009-02-27",8.09
"544","2009-03-02",7.22
"545","2009-03-03",6.57
"546","2009-03-04",6.61
"547","2009-03-05",6.03
"548","2009-03-06",6.65
"549","2009-03-09",6.81
"550","2009-03-10",7.87
"551","2009-03-11",8
"552","2009-03-12",8.55
"553","2009-03-13",8.22
"554","2009-03-16",8.22
"555","2009-03-17",8.83
"556","2009-03-18",9.14
"557","2009-03-19",8.79
"558","2009-03-20",8.68
"559","2009-03-23",8.97
"560","2009-03-24",8.59
"561","2009-03-25",8.88
"562","2009-03-26",9.16
"563","2009-03-27",8.74
"564","2009-03-30",8.43
"565","2009-03-31",8.62
"566","2009-04-01",8.98
"567","2009-04-02",9.71
"568","2009-04-03",9.83
"569","2009-04-06",9.7
"570","2009-04-07",9.44
"571","2009-04-08",9.84
"572","2009-04-09",10.96
"573","2009-04-13",11.01
"574","2009-04-14",10.42
"575","2009-04-15",10.36
"576","2009-04-16",10.5
"577","2009-04-17",10.53
"578","2009-04-20",9.42
"579","2009-04-21",9.81
"580","2009-04-22",9.71
"581","2009-04-23",9.23
"582","2009-04-24",9.61
"583","2009-04-27",8.92
"584","2009-04-28",8.88
"585","2009-04-29",9.58
"586","2009-04-30",9.31
"587","2009-05-01",8.84
"588","2009-05-04",9.1
"589","2009-05-05",8.98
"590","2009-05-06",9.57
"591","2009-05-07",8.62
"592","2009-05-08",8.85
"593","2009-05-11",9.39
"594","2009-05-12",9.28
"595","2009-05-13",8.61
"596","2009-05-14",8.87
"597","2009-05-15",8.79
"598","2009-05-18",9.54
"599","2009-05-19",8.91
"600","2009-05-20",9.07
"601","2009-05-21",9.06
"602","2009-05-22",8.84
"603","2009-05-26",9.49
"604","2009-05-27",9.06
"605","2009-05-28",9.35
"606","2009-05-29",9.9
"607","2009-06-01",10.22
"608","2009-06-02",10.48
"609","2009-06-03",10.79
"610","2009-06-04",10.86
"611","2009-06-05",10.4
"612","2009-06-08",10.39
"613","2009-06-09",10.18
"614","2009-06-10",9.93
"615","2009-06-11",9.99
"616","2009-06-12",10.25
"617","2009-06-15",9.71
"618","2009-06-16",9.13
"619","2009-06-17",9.67
"620","2009-06-18",9.83
"621","2009-06-19",9.82
"622","2009-06-22",9.5
"623","2009-06-23",9.6
"624","2009-06-24",9.95
"625","2009-06-25",10.46
"626","2009-06-26",10.56
"627","2009-06-29",10.74
"628","2009-06-30",11.21
"629","2009-07-01",11.43
"630","2009-07-02",10.32
"631","2009-07-06",10.31
"632","2009-07-07",10.09
"633","2009-07-08",10.07
"634","2009-07-09",10.18
"635","2009-07-10",10.74
"636","2009-07-13",11.42
"637","2009-07-14",11.33
"638","2009-07-15",11.52
"639","2009-07-16",11.65
"640","2009-07-17",11.48
"641","2009-07-20",11.66
"642","2009-07-21",11.64
"643","2009-07-22",11.51
"644","2009-07-23",12.05
"645","2009-07-24",12
"646","2009-07-27",12.12
"647","2009-07-28",12.35
"648","2009-07-29",12.55
"649","2009-07-30",12.8
"650","2009-07-31",12.98
"651","2009-08-03",13.37
"652","2009-08-04",13.35
"653","2009-08-05",13.26
"654","2009-08-06",13.21
"655","2009-08-07",12.96
"656","2009-08-10",13.05
"657","2009-08-11",12.51
"658","2009-08-12",13.05
"659","2009-08-13",13.15
"660","2009-08-14",12.47
"661","2009-08-17",12.04
"662","2009-08-18",12.31
"663","2009-08-19",12.85
"664","2009-08-20",12.91
"665","2009-08-21",12.68
"666","2009-08-24",12.73
"667","2009-08-25",12.17
"668","2009-08-26",12.43
"669","2009-08-27",12.49
"670","2009-08-28",12.47
"671","2009-08-31",12
"672","2009-09-01",11.99
"673","2009-09-02",11.76
"674","2009-09-03",12.37
"675","2009-09-04",12.12
"676","2009-09-08",12.28
"677","2009-09-09",12.72
"678","2009-09-10",13.17
"679","2009-09-11",12.8
"680","2009-09-14",13.2
"681","2009-09-15",13.35
"682","2009-09-16",13.48
"683","2009-09-17",13.36
"684","2009-09-18",13.5
"685","2009-09-21",13.61
"686","2009-09-22",14.11
"687","2009-09-23",13.68
