"","date","TRWH"
"163","2019-11-18",23.110001
"164","2019-11-19",22.700001
"165","2019-11-20",22.57
"166","2019-11-21",22.93
"167","2019-11-22",23.17
"168","2019-11-25",23.25
"169","2019-11-26",23.4
"170","2019-11-27",23.809999
"171","2019-11-29",24.299999
"172","2019-12-02",23.889999
"173","2019-12-03",23.73
"174","2019-12-04",23.389999
"175","2019-12-05",23.65
"176","2019-12-06",23.879999
"177","2019-12-09",23.6
"178","2019-12-10",23.99
"179","2019-12-11",24.120001
"180","2019-12-12",24.709999
"181","2019-12-13",25.200001
"182","2019-12-16",25.18
"183","2019-12-17",24.799999
"184","2019-12-18",25.84
"185","2019-12-19",25.389999
"186","2019-12-20",25.860001
"187","2019-12-23",26.120001
"188","2019-12-24",25.940001
"189","2019-12-26",26.139999
"190","2019-12-27",26.030001
"191","2019-12-30",25.719999
"192","2019-12-31",25.65
"193","2020-01-02",25.280001
"194","2020-01-03",25.190001
"195","2020-01-06",25.83
"196","2020-01-07",25.719999
"197","2020-01-08",26
"198","2020-01-09",26.17
"199","2020-01-10",26.57
"200","2020-01-13",25.76
"201","2020-01-14",25.65
"202","2020-01-15",25.91
"203","2020-01-16",25.99
"204","2020-01-17",25.809999
"205","2020-01-21",25.639999
"206","2020-01-22",25.9
"207","2020-01-23",26.15
"208","2020-01-24",26.219999
"209","2020-01-27",26.27
"210","2020-01-28",26.66
"211","2020-01-29",26.74
"212","2020-01-30",27.110001
"213","2020-01-31",26.65
"214","2020-02-03",26.16
"215","2020-02-04",26
"216","2020-02-05",26.440001
"217","2020-02-06",26.530001
"218","2020-02-07",26.41
"219","2020-02-10",26.639999
"220","2020-02-11",29.540001
"221","2020-02-12",29.870001
"222","2020-02-13",29.6
"223","2020-02-14",29.73
"224","2020-02-18",29.700001
"225","2020-02-19",29.719999
"226","2020-02-20",29.610001
"227","2020-02-21",29.49
"228","2020-02-24",29.209999
"229","2020-02-25",27.83
"230","2020-02-26",27.190001
"231","2020-02-27",26.639999
"232","2020-02-28",26
"233","2020-03-02",25.889999
"234","2020-03-03",25.860001
"235","2020-03-04",25.15
"236","2020-03-05",22.889999
"237","2020-03-06",22.68
"238","2020-03-09",21
"239","2020-03-10",21.07
"240","2020-03-11",19.49
"241","2020-03-12",16.530001
"242","2020-03-13",16.549999
"243","2020-03-16",12.47
"244","2020-03-17",11.14
"245","2020-03-18",7.67
"246","2020-03-19",8.67
"247","2020-03-20",7.65
"248","2020-03-23",7.78
"249","2020-03-24",10.76
"250","2020-03-25",13.03
"251","2020-03-26",14.38
"252","2020-03-27",13.15
"253","2020-03-30",12.65
"254","2020-03-31",13.01
"255","2020-04-01",11.08
"256","2020-04-02",10.67
"257","2020-04-03",10.23
"258","2020-04-06",12
"259","2020-04-07",12.08
"260","2020-04-08",13.6
"261","2020-04-09",13.97
"262","2020-04-13",13.16
"263","2020-04-14",13.56
"264","2020-04-15",12.35
"265","2020-04-16",11.92
"266","2020-04-17",11.85
"267","2020-04-20",11.36
"268","2020-04-21",11.43
"269","2020-04-22",11.36
"270","2020-04-23",11.57
"271","2020-04-24",13.72
"272","2020-04-27",14.1
"273","2020-04-28",14.93
"274","2020-04-29",16
"275","2020-04-30",15.78
"276","2020-05-01",14.98
"277","2020-05-04",14.94
"278","2020-05-05",15.01
"279","2020-05-06",14.82
"280","2020-05-07",15.38
"281","2020-05-08",16.25
"282","2020-05-11",16.459999
"283","2020-05-12",16.030001
"284","2020-05-13",15.01
"285","2020-05-14",15.18
"286","2020-05-15",15.45
"287","2020-05-18",17
"288","2020-05-19",17.58
"289","2020-05-20",18.549999
"290","2020-05-21",18.790001
"291","2020-05-22",19.1
"292","2020-05-26",20.030001
"293","2020-05-27",21.040001
"294","2020-05-28",20.67
"295","2020-05-29",20.91
"296","2020-06-01",21.790001
"297","2020-06-02",22.01
"298","2020-06-03",22.790001
"299","2020-06-04",22.74
"300","2020-06-05",23.879999
"301","2020-06-08",24.790001
"302","2020-06-09",24.02
"303","2020-06-10",23.83
"304","2020-06-11",21.690001
"305","2020-06-12",22.309999
"306","2020-06-15",22.549999
"307","2020-06-16",23.35
"308","2020-06-17",23.860001
"309","2020-06-18",23.450001
"310","2020-06-19",23.120001
"311","2020-06-22",23.309999
"312","2020-06-23",23.77
"313","2020-06-24",21.549999
"314","2020-06-25",21.51
"315","2020-06-26",20.879999
"316","2020-06-29",21.780001
"317","2020-06-30",22.290001
"318","2020-07-01",22.190001
"319","2020-07-02",22.15
"320","2020-07-06",22.030001
"321","2020-07-07",20.65
"322","2020-07-08",20.58
"323","2020-07-09",20
"324","2020-07-10",20.1
"325","2020-07-13",19.93
"326","2020-07-14",20.040001
"327","2020-07-15",22.299999
"328","2020-07-16",21.85
"329","2020-07-17",21.200001
"330","2020-07-20",20.5
"331","2020-07-21",21.379999
"332","2020-07-22",21.459999
"333","2020-07-23",20.93
"334","2020-07-24",21.040001
"335","2020-07-27",20.559999
"336","2020-07-28",20.700001
"337","2020-07-29",23.17
"338","2020-07-30",23.16
"339","2020-07-31",21.559999
"340","2020-08-03",21.99
"341","2020-08-04",22.6
"342","2020-08-05",22.99
"343","2020-08-06",23.450001
"344","2020-08-07",23.82
"345","2020-08-10",24.26
"346","2020-08-11",25.299999
"347","2020-08-12",25.01
"348","2020-08-13",25.83
"349","2020-08-14",25.58
"350","2020-08-17",25.700001
"351","2020-08-18",25.889999
"352","2020-08-19",26.91
"353","2020-08-20",25.620001
"354","2020-08-21",24.83
"355","2020-08-24",24.709999
"356","2020-08-25",24.790001
"357","2020-08-26",24.85
"358","2020-08-27",25.290001
"359","2020-08-28",25.85
"360","2020-08-31",23.93
"361","2020-09-01",24.4
"362","2020-09-02",24.65
"363","2020-09-03",22.6
"364","2020-09-04",22.32
"365","2020-09-08",22.299999
"366","2020-09-09",23.049999
"367","2020-09-10",23.41
"368","2020-09-11",22.940001
"369","2020-09-14",23.98
"370","2020-09-15",24.370001
"371","2020-09-16",23.9
"372","2020-09-17",23.57
"373","2020-09-18",22.639999
"374","2020-09-21",22.74
"375","2020-09-22",23.9
"376","2020-09-23",23.360001
"377","2020-09-24",23.84
"378","2020-09-25",25.34
"379","2020-09-28",25.75
"380","2020-09-29",25.610001
"381","2020-09-30",26.27
"382","2020-10-01",26.85
"383","2020-10-02",27.52
"384","2020-10-05",26.73
"385","2020-10-06",25.48
"386","2020-10-07",25.950001
"387","2020-10-08",25.389999
"388","2020-10-09",24.75
"389","2020-10-12",23.389999
"390","2020-10-13",24.200001
"391","2020-10-14",24.049999
"392","2020-10-15",24.440001
"393","2020-10-16",24.1
"394","2020-10-19",23.360001
"395","2020-10-20",23.65
"396","2020-10-21",22.41
"397","2020-10-22",23.790001
"398","2020-10-23",24.59
"399","2020-10-26",24.639999
"400","2020-10-27",23.950001
"401","2020-10-28",23.75
"402","2020-10-29",24.34
"403","2020-10-30",24.27
"404","2020-11-02",24.879999
"405","2020-11-03",25.75
"406","2020-11-04",26.5
"407","2020-11-05",28.049999
"408","2020-11-06",27.139999
"409","2020-11-09",NA
"410","2020-11-10",27.93
"411","2020-11-11",27
"412","2020-11-12",28.280001
"413","2020-11-13",28.889999
"414","2020-11-16",30
"415","2020-11-17",30.41
"416","2020-11-18",30.610001
"417","2020-11-19",37.009998
"418","2020-11-20",48.400002
"419","2020-11-23",45.540001
"420","2020-11-24",46
"421","2020-11-25",47.509998
"422","2020-11-27",46.599998
