"","date","TRWH"
"1","2019-03-29",29.950001
"2","2019-04-01",30.98
"3","2019-04-02",31
"4","2019-04-03",31
"5","2019-04-04",31
"6","2019-04-05",31.469999
"7","2019-04-08",31.700001
"8","2019-04-09",31.700001
"9","2019-04-10",32.220001
"10","2019-04-11",33
"11","2019-04-12",33.400002
"12","2019-04-15",33.189999
"13","2019-04-16",32.959999
"14","2019-04-17",32.669998
"15","2019-04-18",32.900002
"16","2019-04-22",32.700001
"17","2019-04-23",32.700001
"18","2019-04-24",32.59
"19","2019-04-25",32.439999
"20","2019-04-26",32.380001
"21","2019-04-29",32.419998
"22","2019-04-30",32.299999
"23","2019-05-01",31.629999
"24","2019-05-02",31.629999
"25","2019-05-03",31.41
"26","2019-05-06",30.93
"27","2019-05-07",30.389999
"28","2019-05-08",30.42
"29","2019-05-09",30.549999
"30","2019-05-10",30.25
"31","2019-05-13",29.940001
"32","2019-05-14",30.07
"33","2019-05-15",30.1
"34","2019-05-16",31
"35","2019-05-17",31.190001
"36","2019-05-20",31.889999
"37","2019-05-21",31.809999
"38","2019-05-22",31.959999
"39","2019-05-23",31.74
"40","2019-05-24",31.09
"41","2019-05-28",31.33
"42","2019-05-29",31
"43","2019-05-30",31
"44","2019-05-31",30.139999
"45","2019-06-03",30.02
"46","2019-06-04",30.110001
"47","2019-06-05",30.01
"48","2019-06-06",29.77
"49","2019-06-07",30.08
"50","2019-06-10",31.030001
"51","2019-06-11",31.18
"52","2019-06-12",31.120001
"53","2019-06-13",31.059999
"54","2019-06-14",31.16
"55","2019-06-17",30.450001
"56","2019-06-18",30.379999
"57","2019-06-19",28.92
"58","2019-06-20",29.82
"59","2019-06-21",30.290001
"60","2019-06-24",29.17
"61","2019-06-25",30.379999
"62","2019-06-26",30.209999
"63","2019-06-27",30.32
"64","2019-06-28",29.75
"65","2019-07-01",29.129999
"66","2019-07-02",29.190001
"67","2019-07-03",29.17
"68","2019-07-05",29.129999
"69","2019-07-08",29.1
"70","2019-07-09",28.9
"71","2019-07-10",28.700001
"72","2019-07-11",27.370001
"73","2019-07-12",28.969999
"74","2019-07-15",28.950001
"75","2019-07-16",28.5
"76","2019-07-17",28.280001
"77","2019-07-18",28.5
"78","2019-07-19",27.940001
"79","2019-07-22",28.129999
"80","2019-07-23",28.200001
"81","2019-07-24",28.129999
"82","2019-07-25",27.52
"83","2019-07-26",27.629999
"84","2019-07-29",26.32
"85","2019-07-30",26.07
"86","2019-07-31",26.389999
"87","2019-08-01",26.200001
"88","2019-08-02",25.32
"89","2019-08-05",24.6
"90","2019-08-06",23.51
"91","2019-08-07",23.459999
"92","2019-08-08",23.68
"93","2019-08-09",23.41
"94","2019-08-12",20.65
"95","2019-08-13",21.07
"96","2019-08-14",21.280001
"97","2019-08-15",21.440001
"98","2019-08-16",21.459999
"99","2019-08-19",21.809999
"100","2019-08-20",22.25
"101","2019-08-21",22.200001
"102","2019-08-22",22.25
"103","2019-08-23",21.33
"104","2019-08-26",21.35
"105","2019-08-27",21.57
"106","2019-08-28",21.860001
"107","2019-08-29",22.5
"108","2019-08-30",22.65
"109","2019-09-03",22.190001
"110","2019-09-04",21.799999
"111","2019-09-05",22.780001
"112","2019-09-06",22.91
"113","2019-09-09",22.75
"114","2019-09-10",23.4
"115","2019-09-11",24.110001
"116","2019-09-12",24.08
"117","2019-09-13",24.139999
"118","2019-09-16",23.940001
"119","2019-09-17",23.719999
"120","2019-09-18",23.35
"121","2019-09-19",23.209999
"122","2019-09-20",23.1
"123","2019-09-23",23.059999
"124","2019-09-24",22.709999
"125","2019-09-25",22.440001
"126","2019-09-26",22.07
"127","2019-09-27",22.07
"128","2019-09-30",22.83
"129","2019-10-01",22.66
"130","2019-10-02",22.18
"131","2019-10-03",21.379999
"132","2019-10-04",22.08
"133","2019-10-07",22.959999
"134","2019-10-08",22.440001
"135","2019-10-09",22.57
"136","2019-10-10",22.559999
"137","2019-10-11",23.08
"138","2019-10-14",23.23
"139","2019-10-15",23.540001
"140","2019-10-16",22.889999
"141","2019-10-17",22.91
"142","2019-10-18",23.389999
"143","2019-10-21",23.74
"144","2019-10-22",24.4
"145","2019-10-23",24.450001
"146","2019-10-24",24.299999
"147","2019-10-25",24.200001
"148","2019-10-28",24.780001
"149","2019-10-29",24.709999
"150","2019-10-30",24.540001
"151","2019-10-31",25.1
"152","2019-11-01",25.1
"153","2019-11-04",25.43
"154","2019-11-05",25.18
"155","2019-11-06",25.08
"156","2019-11-07",25.1
"157","2019-11-08",24.879999
"158","2019-11-11",24.9
"159","2019-11-12",24.809999
"160","2019-11-13",24.780001
"161","2019-11-14",24.280001
"162","2019-11-15",22.809999
