"","date","CREE"
"1","2007-01-03",17.1
"2","2007-01-04",17.290001
"3","2007-01-05",17.049999
"4","2007-01-08",16.84
"5","2007-01-09",16.76
"6","2007-01-10",16.950001
"7","2007-01-11",16.98
"8","2007-01-12",17.32
"9","2007-01-16",17.48
"10","2007-01-17",17.43
"11","2007-01-18",17.450001
"12","2007-01-19",16.540001
"13","2007-01-22",15.87
"14","2007-01-23",15.88
"15","2007-01-24",15.84
"16","2007-01-25",15.52
"17","2007-01-26",15.77
"18","2007-01-29",15.45
"19","2007-01-30",15.52
"20","2007-01-31",15.38
"21","2007-02-01",15.57
"22","2007-02-02",16.43
"23","2007-02-05",16.139999
"24","2007-02-06",16.309999
"25","2007-02-07",16.790001
"26","2007-02-08",16.68
"27","2007-02-09",17.049999
"28","2007-02-12",16.52
"29","2007-02-13",16.459999
"30","2007-02-14",16.83
"31","2007-02-15",17.440001
"32","2007-02-16",17.27
"33","2007-02-20",17.389999
"34","2007-02-21",17.969999
"35","2007-02-22",18.51
"36","2007-02-23",18.52
"37","2007-02-26",18.190001
"38","2007-02-27",17.219999
"39","2007-02-28",17.6
"40","2007-03-01",16.799999
"41","2007-03-02",16.68
"42","2007-03-05",16.120001
"43","2007-03-06",16.5
"44","2007-03-07",16.139999
"45","2007-03-08",16.43
"46","2007-03-09",16.25
"47","2007-03-12",17.35
"48","2007-03-13",16.74
"49","2007-03-14",16.83
"50","2007-03-15",16.98
"51","2007-03-16",16.639999
"52","2007-03-19",16.469999
"53","2007-03-20",16.700001
"54","2007-03-21",16.969999
"55","2007-03-22",16.93
"56","2007-03-23",16.85
"57","2007-03-26",16.690001
"58","2007-03-27",16.52
"59","2007-03-28",16.559999
"60","2007-03-29",16.58
"61","2007-03-30",16.459999
"62","2007-04-02",16.49
"63","2007-04-03",16.540001
"64","2007-04-04",16.709999
"65","2007-04-05",17.049999
"66","2007-04-09",17.23
"67","2007-04-10",17.530001
"68","2007-04-11",17.41
"69","2007-04-12",17.65
"70","2007-04-13",17.719999
"71","2007-04-16",17.65
"72","2007-04-17",17.9
"73","2007-04-18",17.99
"74","2007-04-19",17.940001
"75","2007-04-20",17.35
"76","2007-04-23",17.610001
"77","2007-04-24",18.67
"78","2007-04-25",18.6
"79","2007-04-26",20.18
"80","2007-04-27",19.65
"81","2007-04-30",20.4
"82","2007-05-01",19.85
"83","2007-05-02",19.6
"84","2007-05-03",19.889999
"85","2007-05-04",19.799999
"86","2007-05-07",19.290001
"87","2007-05-08",19.35
"88","2007-05-09",19.82
"89","2007-05-10",19.23
"90","2007-05-11",19.360001
"91","2007-05-14",19.07
"92","2007-05-15",19.049999
"93","2007-05-16",19.02
"94","2007-05-17",18.77
"95","2007-05-18",19
"96","2007-05-21",20.42
"97","2007-05-22",21.700001
"98","2007-05-23",22.07
"99","2007-05-24",21.84
"100","2007-05-25",22.25
"101","2007-05-29",22.33
"102","2007-05-30",22.700001
"103","2007-05-31",22.5
"104","2007-06-01",24.809999
"105","2007-06-04",25.65
"106","2007-06-05",27.030001
"107","2007-06-06",26.01
"108","2007-06-07",24.32
"109","2007-06-08",24.790001
"110","2007-06-11",24.23
"111","2007-06-12",23.870001
"112","2007-06-13",24.67
"113","2007-06-14",25.209999
"114","2007-06-15",25.559999
"115","2007-06-18",24.92
"116","2007-06-19",25.709999
"117","2007-06-20",26.200001
"118","2007-06-21",26.4
"119","2007-06-22",27.41
"120","2007-06-25",26.610001
"121","2007-06-26",26.26
"122","2007-06-27",26.280001
"123","2007-06-28",25.82
"124","2007-06-29",25.85
"125","2007-07-02",27
"126","2007-07-03",28.030001
"127","2007-07-05",28.82
"128","2007-07-06",29.17
"129","2007-07-09",30.01
"130","2007-07-10",29.110001
"131","2007-07-11",28.530001
"132","2007-07-12",29.040001
"133","2007-07-13",29.84
"134","2007-07-16",29.15
"135","2007-07-17",28.879999
"136","2007-07-18",28.75
"137","2007-07-19",29.1
"138","2007-07-20",28.719999
"139","2007-07-23",28.34
"140","2007-07-24",27.02
"141","2007-07-25",26.9
"142","2007-07-26",25.76
"143","2007-07-27",25.18
"144","2007-07-30",25.9
"145","2007-07-31",25.620001
"146","2007-08-01",26.57
"147","2007-08-02",27.43
"148","2007-08-03",26.780001
"149","2007-08-06",27.24
"150","2007-08-07",26.48
"151","2007-08-08",27.389999
"152","2007-08-09",27.790001
"153","2007-08-10",25.879999
"154","2007-08-13",25.67
"155","2007-08-14",24.860001
"156","2007-08-15",23.73
"157","2007-08-16",23.75
"158","2007-08-17",24.379999
"159","2007-08-20",24.620001
"160","2007-08-21",24.73
"161","2007-08-22",25.299999
"162","2007-08-23",24.950001
"163","2007-08-24",25.450001
"164","2007-08-27",24.9
"165","2007-08-28",24.059999
"166","2007-08-29",24.549999
"167","2007-08-30",24.299999
"168","2007-08-31",26.6
"169","2007-09-04",27.469999
"170","2007-09-05",27.68
"171","2007-09-06",27.799999
"172","2007-09-07",27.07
"173","2007-09-10",26.889999
"174","2007-09-11",27.51
"175","2007-09-12",26.940001
"176","2007-09-13",26.950001
"177","2007-09-14",29.07
"178","2007-09-17",29.18
"179","2007-09-18",29.24
"180","2007-09-19",32.009998
"181","2007-09-20",34.32
"182","2007-09-21",32.150002
"183","2007-09-24",30.76
"184","2007-09-25",32.459999
"185","2007-09-26",32.299999
"186","2007-09-27",31.610001
"187","2007-09-28",31.1
"188","2007-10-01",32.07
"189","2007-10-02",32.720001
"190","2007-10-03",28.969999
"191","2007-10-04",28.120001
"192","2007-10-05",29.41
"193","2007-10-08",27.799999
"194","2007-10-09",29.459999
"195","2007-10-10",29.209999
"196","2007-10-11",27.92
"197","2007-10-12",27.1
"198","2007-10-15",27.540001
"199","2007-10-16",27.01
"200","2007-10-17",26.700001
"201","2007-10-18",27.639999
"202","2007-10-19",26.709999
"203","2007-10-22",27.09
"204","2007-10-23",27.98
"205","2007-10-24",27.51
"206","2007-10-25",25.92
"207","2007-10-26",26.58
"208","2007-10-29",27.17
"209","2007-10-30",27.49
"210","2007-10-31",28
"211","2007-11-01",27.43
"212","2007-11-02",26.190001
"213","2007-11-05",25.23
"214","2007-11-06",26.26
"215","2007-11-07",25.790001
"216","2007-11-08",26.719999
"217","2007-11-09",25.030001
"218","2007-11-12",23
"219","2007-11-13",23.549999
"220","2007-11-14",23.940001
"221","2007-11-15",23.120001
"222","2007-11-16",22.58
"223","2007-11-19",21.85
"224","2007-11-20",21.18
"225","2007-11-21",20.98
"226","2007-11-23",21.08
"227","2007-11-26",24.290001
"228","2007-11-27",24.969999
"229","2007-11-28",25.540001
"230","2007-11-29",25.040001
"231","2007-11-30",24.629999
"232","2007-12-03",23.09
"233","2007-12-04",23.360001
"234","2007-12-05",24.200001
"235","2007-12-06",23.58
"236","2007-12-07",23.9
"237","2007-12-10",24.610001
"238","2007-12-11",24.09
"239","2007-12-12",23.370001
"240","2007-12-13",23.690001
"241","2007-12-14",23.16
"242","2007-12-17",22.059999
"243","2007-12-18",21.99
"244","2007-12-19",22.15
"245","2007-12-20",22.6
"246","2007-12-21",23.34
"247","2007-12-24",23.5
"248","2007-12-26",26.01
"249","2007-12-27",27.27
"250","2007-12-28",27.85
"251","2007-12-31",27.469999
"252","2008-01-02",27.49
"253","2008-01-03",27.51
"254","2008-01-04",27.91
"255","2008-01-07",26.780001
"256","2008-01-08",26.950001
"257","2008-01-09",26.950001
"258","2008-01-10",26.440001
"259","2008-01-11",24.82
"260","2008-01-14",24.709999
"261","2008-01-15",24.450001
"262","2008-01-16",27.82
"263","2008-01-17",26.309999
"264","2008-01-18",25.780001
"265","2008-01-22",25.65
"266","2008-01-23",28.549999
"267","2008-01-24",29.969999
"268","2008-01-25",30.129999
"269","2008-01-28",32.220001
"270","2008-01-29",30.99
"271","2008-01-30",29.889999
"272","2008-01-31",29.549999
"273","2008-02-01",30
"274","2008-02-04",31.389999
"275","2008-02-05",31.120001
"276","2008-02-06",29.6
"277","2008-02-07",31.799999
"278","2008-02-08",32.220001
"279","2008-02-11",34.040001
"280","2008-02-12",32.200001
"281","2008-02-13",33.549999
"282","2008-02-14",33.220001
"283","2008-02-15",32.689999
"284","2008-02-19",32.389999
"285","2008-02-20",32.869999
"286","2008-02-21",33.060001
"287","2008-02-22",32.349998
"288","2008-02-25",32.790001
"289","2008-02-26",34.91
"290","2008-02-27",33.75
"291","2008-02-28",33.650002
"292","2008-02-29",30.9
"293","2008-03-03",29.629999
"294","2008-03-04",29.559999
"295","2008-03-05",28.809999
"296","2008-03-06",28.18
"297","2008-03-07",27.700001
"298","2008-03-10",26.73
"299","2008-03-11",28.59
"300","2008-03-12",28.57
"301","2008-03-13",29.459999
"302","2008-03-14",27.82
"303","2008-03-17",27.35
"304","2008-03-18",27.940001
"305","2008-03-19",26.719999
"306","2008-03-20",29.1
"307","2008-03-24",29.530001
"308","2008-03-25",28.950001
"309","2008-03-26",30.68
"310","2008-03-27",28.780001
"311","2008-03-28",27.110001
"312","2008-03-31",27.959999
"313","2008-04-01",28.690001
"314","2008-04-02",28.200001
"315","2008-04-03",28.389999
"316","2008-04-04",29.219999
"317","2008-04-07",28.4
"318","2008-04-08",28.309999
"319","2008-04-09",28.139999
"320","2008-04-10",28.43
"321","2008-04-11",27.77
"322","2008-04-14",27.33
"323","2008-04-15",28.18
"324","2008-04-16",30.32
"325","2008-04-17",30.01
"326","2008-04-18",30.629999
"327","2008-04-21",31.77
"328","2008-04-22",31.059999
"329","2008-04-23",26.42
"330","2008-04-24",26.42
"331","2008-04-25",27.139999
"332","2008-04-28",27.379999
"333","2008-04-29",27.059999
"334","2008-04-30",26
"335","2008-05-01",26.620001
"336","2008-05-02",26.459999
"337","2008-05-05",26.280001
"338","2008-05-06",25.879999
"339","2008-05-07",26.059999
"340","2008-05-08",25.48
"341","2008-05-09",24.85
"342","2008-05-12",24.450001
"343","2008-05-13",24.51
"344","2008-05-14",25.23
"345","2008-05-15",25.959999
"346","2008-05-16",25.889999
"347","2008-05-19",25.5
"348","2008-05-20",24.74
"349","2008-05-21",24.280001
"350","2008-05-22",23.26
"351","2008-05-23",23.620001
"352","2008-05-27",24.309999
"353","2008-05-28",24.889999
"354","2008-05-29",24.559999
"355","2008-05-30",25.42
"356","2008-06-02",25.27
"357","2008-06-03",25.09
"358","2008-06-04",25.42
"359","2008-06-05",25.98
"360","2008-06-06",24.870001
"361","2008-06-09",26.040001
"362","2008-06-10",25.07
"363","2008-06-11",25.030001
"364","2008-06-12",24.709999
"365","2008-06-13",24.809999
"366","2008-06-16",25.540001
"367","2008-06-17",26.639999
"368","2008-06-18",25.549999
"369","2008-06-19",25.32
"370","2008-06-20",25.059999
"371","2008-06-23",24.1
"372","2008-06-24",23.9
"373","2008-06-25",24.41
"374","2008-06-26",23.459999
"375","2008-06-27",23.68
"376","2008-06-30",22.809999
"377","2008-07-01",22.690001
"378","2008-07-02",22.469999
"379","2008-07-03",21.66
"380","2008-07-07",21.309999
"381","2008-07-08",21.42
"382","2008-07-09",21.309999
"383","2008-07-10",21.1
"384","2008-07-11",20.530001
"385","2008-07-14",19.85
"386","2008-07-15",19.34
"387","2008-07-16",19.5
"388","2008-07-17",20.799999
"389","2008-07-18",20.700001
"390","2008-07-21",20.700001
"391","2008-07-22",20.190001
"392","2008-07-23",20.07
"393","2008-07-24",19.700001
"394","2008-07-25",19.57
"395","2008-07-28",19.389999
"396","2008-07-29",19.77
"397","2008-07-30",19.940001
"398","2008-07-31",19.4
"399","2008-08-01",17.42
"400","2008-08-04",17.26
"401","2008-08-05",18.280001
"402","2008-08-06",18.469999
"403","2008-08-07",18.92
"404","2008-08-08",19.68
"405","2008-08-11",19.84
"406","2008-08-12",19.17
"407","2008-08-13",22.219999
"408","2008-08-14",22.360001
"409","2008-08-15",22.549999
"410","2008-08-18",21.76
"411","2008-08-19",21.51
"412","2008-08-20",21.440001
"413","2008-08-21",21.709999
"414","2008-08-22",22.280001
"415","2008-08-25",22.780001
"416","2008-08-26",22.84
"417","2008-08-27",23.389999
"418","2008-08-28",23.690001
"419","2008-08-29",23.309999
"420","2008-09-02",22.9
"421","2008-09-03",22.139999
"422","2008-09-04",21.26
"423","2008-09-05",21.85
"424","2008-09-08",21.9
"425","2008-09-09",21
"426","2008-09-10",20.25
"427","2008-09-11",20.5
"428","2008-09-12",20.549999
"429","2008-09-15",20
"430","2008-09-16",21.059999
"431","2008-09-17",22.6
"432","2008-09-18",25.790001
"433","2008-09-19",28.75
"434","2008-09-22",27.459999
"435","2008-09-23",26.35
"436","2008-09-24",26.57
"437","2008-09-25",27
"438","2008-09-26",25.76
"439","2008-09-29",22
"440","2008-09-30",22.780001
"441","2008-10-01",22.940001
"442","2008-10-02",21.440001
"443","2008-10-03",20.82
"444","2008-10-06",20.42
"445","2008-10-07",19.040001
"446","2008-10-08",19.92
"447","2008-10-09",19.49
"448","2008-10-10",20.93
"449","2008-10-13",22.75
"450","2008-10-14",21.799999
"451","2008-10-15",20
"452","2008-10-16",20.5
"453","2008-10-17",20.23
"454","2008-10-20",20.82
"455","2008-10-21",18.57
"456","2008-10-22",18.24
"457","2008-10-23",17.73
"458","2008-10-24",17.68
"459","2008-10-27",17.290001
"460","2008-10-28",18.99
"461","2008-10-29",19.969999
"462","2008-10-30",20.18
"463","2008-10-31",19.629999
"464","2008-11-03",19.4
"465","2008-11-04",20.549999
"466","2008-11-05",19.93
"467","2008-11-06",18.799999
"468","2008-11-07",19.030001
"469","2008-11-10",18.59
