"","date","XENT"
"1","2014-07-24",12.92
"2","2014-07-25",12.65
"3","2014-07-28",12.75
"4","2014-07-29",12.6
"5","2014-07-30",12.56
"6","2014-07-31",12.35
"7","2014-08-01",12.3
"8","2014-08-04",12.8
"9","2014-08-05",13
"10","2014-08-06",13.4
"11","2014-08-07",13.23
"12","2014-08-08",13.24
"13","2014-08-11",13.72
"14","2014-08-12",14.2
"15","2014-08-13",14.27
"16","2014-08-14",14.07
"17","2014-08-15",15.05
"18","2014-08-18",16
"19","2014-08-19",15.99
"20","2014-08-20",15.84
"21","2014-08-21",15.85
"22","2014-08-22",15.86
"23","2014-08-25",16.370001
"24","2014-08-26",16.450001
"25","2014-08-27",15.96
"26","2014-08-28",15.79
"27","2014-08-29",16.200001
"28","2014-09-02",16.07
"29","2014-09-03",15.16
"30","2014-09-04",16.530001
"31","2014-09-05",17.110001
"32","2014-09-08",17.25
"33","2014-09-09",17.18
"34","2014-09-10",16.85
"35","2014-09-11",17.01
"36","2014-09-12",17.02
"37","2014-09-15",15.95
"38","2014-09-16",15.4
"39","2014-09-17",15.53
"40","2014-09-18",15.31
"41","2014-09-19",15.03
"42","2014-09-22",14.76
"43","2014-09-23",15.84
"44","2014-09-24",15.61
"45","2014-09-25",15.71
"46","2014-09-26",16.290001
"47","2014-09-29",16.09
"48","2014-09-30",15.5
"49","2014-10-01",15.19
"50","2014-10-02",15.99
"51","2014-10-03",15.87
"52","2014-10-06",15.91
"53","2014-10-07",15.69
"54","2014-10-08",16.02
"55","2014-10-09",15.72
"56","2014-10-10",15.925
"57","2014-10-13",16.25
"58","2014-10-14",16.110001
"59","2014-10-15",16.049999
"60","2014-10-16",16.18
"61","2014-10-17",16.190001
"62","2014-10-20",16.299999
"63","2014-10-21",16.780001
"64","2014-10-22",17.42
"65","2014-10-23",18.889999
"66","2014-10-24",19.469999
"67","2014-10-27",18.040001
"68","2014-10-28",19
"69","2014-10-29",18.33
"70","2014-10-30",19.09
"71","2014-10-31",18.99
"72","2014-11-03",18.870001
"73","2014-11-04",18.209999
"74","2014-11-05",17.870001
"75","2014-11-06",17.99
"76","2014-11-07",18.040001
"77","2014-11-10",18.09
"78","2014-11-11",18.25
"79","2014-11-12",19.09
"80","2014-11-13",18.389999
"81","2014-11-14",17.73
"82","2014-11-17",17.66
"83","2014-11-18",17.9
"84","2014-11-19",17.540001
"85","2014-11-20",17.6
"86","2014-11-21",17.370001
"87","2014-11-24",16.99
"88","2014-11-25",17.52
"89","2014-11-26",18.01
"90","2014-11-28",17.299999
"91","2014-12-01",16.08
"92","2014-12-02",16.530001
"93","2014-12-03",16.940001
"94","2014-12-04",18.01
"95","2014-12-05",18.709999
"96","2014-12-08",18.969999
"97","2014-12-09",19.9
"98","2014-12-10",19.07
"99","2014-12-11",19.280001
"100","2014-12-12",19.99
"101","2014-12-15",19.139999
"102","2014-12-16",19.41
"103","2014-12-17",20.34
"104","2014-12-18",19.85
"105","2014-12-19",20.5
"106","2014-12-22",21.1
"107","2014-12-23",20.719999
"108","2014-12-24",19.969999
"109","2014-12-26",19.92
"110","2014-12-29",19.48
"111","2014-12-30",19.139999
"112","2014-12-31",18.549999
"113","2015-01-02",18.299999
"114","2015-01-05",20.73
"115","2015-01-06",20.23
"116","2015-01-07",19.74
"117","2015-01-08",19.540001
"118","2015-01-09",19.280001
"119","2015-01-12",18.84
"120","2015-01-13",23.040001
"121","2015-01-14",24.52
"122","2015-01-15",23.450001
"123","2015-01-16",22.950001
"124","2015-01-20",21.290001
"125","2015-01-21",21.059999
"126","2015-01-22",21.219999
"127","2015-01-23",21.379999
"128","2015-01-26",20.959999
"129","2015-01-27",22
"130","2015-01-28",21.709999
"131","2015-01-29",21.6
"132","2015-01-30",21.07
"133","2015-02-02",21.26
"134","2015-02-03",21.24
"135","2015-02-04",21.280001
"136","2015-02-05",21.27
"137","2015-02-06",21.309999
"138","2015-02-09",21
"139","2015-02-10",22.58
"140","2015-02-11",22.49
"141","2015-02-12",22.6
"142","2015-02-13",23.059999
"143","2015-02-17",22.799999
"144","2015-02-18",23
"145","2015-02-19",22.950001
"146","2015-02-20",22.700001
"147","2015-02-23",22.790001
"148","2015-02-24",23.379999
"149","2015-02-25",23.58
"150","2015-02-26",23.549999
"151","2015-02-27",26.41
"152","2015-03-02",28.389999
"153","2015-03-03",25.879999
"154","2015-03-04",25.059999
"155","2015-03-05",25.26
"156","2015-03-06",24.469999
"157","2015-03-09",24.139999
"158","2015-03-10",23.200001
"159","2015-03-11",22.799999
"160","2015-03-12",23.969999
"161","2015-03-13",23.709999
"162","2015-03-16",23.34
"163","2015-03-17",23.690001
"164","2015-03-18",23.389999
"165","2015-03-19",23.459999
"166","2015-03-20",24.15
"167","2015-03-23",25.01
"168","2015-03-24",25.15
"169","2015-03-25",25.58
"170","2015-03-26",25.290001
"171","2015-03-27",25.41
"172","2015-03-30",25.700001
"173","2015-03-31",25.83
"174","2015-04-01",26.23
"175","2015-04-02",26.32
"176","2015-04-06",25.77
"177","2015-04-07",25.49
"178","2015-04-08",25.309999
"179","2015-04-09",26.299999
"180","2015-04-10",26.57
"181","2015-04-13",26.299999
"182","2015-04-14",26.299999
"183","2015-04-15",26.1
"184","2015-04-16",26.17
"185","2015-04-17",26
"186","2015-04-20",26.030001
"187","2015-04-21",26.129999
"188","2015-04-22",26.1
"189","2015-04-23",26.15
"190","2015-04-24",25.91
"191","2015-04-27",25.91
"192","2015-04-28",26
"193","2015-04-29",25.42
"194","2015-04-30",25.094999
"195","2015-05-01",24.879999
"196","2015-05-04",26.49
"197","2015-05-05",24.690001
"198","2015-05-06",25.85
"199","2015-05-07",24.040001
"200","2015-05-08",24.92
"201","2015-05-11",23.889999
"202","2015-05-12",23.889999
"203","2015-05-13",23.59
"204","2015-05-14",24.24
"205","2015-05-15",23.93
"206","2015-05-18",24.870001
"207","2015-05-19",24.02
"208","2015-05-20",24.530001
"209","2015-05-21",23.219999
"210","2015-05-22",23.93
"211","2015-05-26",23.559999
"212","2015-05-27",23.51
"213","2015-05-28",23.610001
"214","2015-05-29",23.74
"215","2015-06-01",24.110001
"216","2015-06-02",25.16
"217","2015-06-03",25.92
"218","2015-06-04",27.450001
"219","2015-06-05",27.450001
"220","2015-06-08",27.9
"221","2015-06-09",27.469999
"222","2015-06-10",28.5
"223","2015-06-11",29.190001
"224","2015-06-12",29.030001
"225","2015-06-15",29.610001
"226","2015-06-16",29.530001
"227","2015-06-17",29.52
"228","2015-06-18",28.940001
"229","2015-06-19",29
"230","2015-06-22",29.209999
"231","2015-06-23",28.92
"232","2015-06-24",28.700001
"233","2015-06-25",28.99
"234","2015-06-26",28.65
"235","2015-06-29",28.219999
"236","2015-06-30",28.629999
"237","2015-07-01",28.389999
"238","2015-07-02",28.9
"239","2015-07-06",28.709999
"240","2015-07-07",28.950001
"241","2015-07-08",28.27
"242","2015-07-09",28.41
"243","2015-07-10",29.48
"244","2015-07-13",30.879999
"245","2015-07-14",29.889999
"246","2015-07-15",30.030001
"247","2015-07-16",31.200001
"248","2015-07-17",31.4
"249","2015-07-20",30.68
"250","2015-07-21",31.299999
"251","2015-07-22",32.23
"252","2015-07-23",32.540001
"253","2015-07-24",32.439999
"254","2015-07-27",31.530001
"255","2015-07-28",30.719999
"256","2015-07-29",29.93
"257","2015-07-30",29.52
"258","2015-07-31",29.67
"259","2015-08-03",29.969999
"260","2015-08-04",30.139999
"261","2015-08-05",30.209999
"262","2015-08-06",28
"263","2015-08-07",27.75
"264","2015-08-10",27.629999
"265","2015-08-11",27.65
"266","2015-08-12",28.219999
"267","2015-08-13",28.190001
"268","2015-08-14",28.559999
"269","2015-08-17",28.719999
"270","2015-08-18",29.92
"271","2015-08-19",29.200001
"272","2015-08-20",28.110001
"273","2015-08-21",27.719999
"274","2015-08-24",25.32
"275","2015-08-25",25.58
"276","2015-08-26",25.77
"277","2015-08-27",25.440001
"278","2015-08-28",25.35
"279","2015-08-31",25.459999
"280","2015-09-01",25.959999
"281","2015-09-02",25.85
"282","2015-09-03",25.280001
"283","2015-09-04",25.02
"284","2015-09-08",25.440001
"285","2015-09-09",24.780001
"286","2015-09-10",25.139999
"287","2015-09-11",25.27
"288","2015-09-14",26.17
"289","2015-09-15",25.85
"290","2015-09-16",25.969999
"291","2015-09-17",26.790001
"292","2015-09-18",26.43
"293","2015-09-21",26.129999
"294","2015-09-22",24.049999
"295","2015-09-23",24.040001
"296","2015-09-24",23.16
"297","2015-09-25",21
"298","2015-09-28",20.02
"299","2015-09-29",22.290001
"300","2015-09-30",23.4
"301","2015-10-01",20.59
"302","2015-10-02",21.4
"303","2015-10-05",21.969999
"304","2015-10-06",20.540001
"305","2015-10-07",21.030001
"306","2015-10-08",20.719999
"307","2015-10-09",20
"308","2015-10-12",19.049999
"309","2015-10-13",18.370001
"310","2015-10-14",18.360001
"311","2015-10-15",19.1
"312","2015-10-16",19.530001
"313","2015-10-19",19.5
"314","2015-10-20",18.67
"315","2015-10-21",18.02
"316","2015-10-22",17.709999
"317","2015-10-23",18.98
"318","2015-10-26",18.66
"319","2015-10-27",18.17
"320","2015-10-28",18.84
"321","2015-10-29",18.66
"322","2015-10-30",19.16
"323","2015-11-02",20.700001
"324","2015-11-03",21.540001
"325","2015-11-04",21.690001
"326","2015-11-05",16.540001
"327","2015-11-06",17.07
"328","2015-11-09",17.459999
"329","2015-11-10",17.49
"330","2015-11-11",18.299999
"331","2015-11-12",17.540001
"332","2015-11-13",17.91
"333","2015-11-16",18.049999
"334","2015-11-17",18.139999
"335","2015-11-18",18.67
"336","2015-11-19",18.6
"337","2015-11-20",18.620001
"338","2015-11-23",19.17
"339","2015-11-24",19.51
"340","2015-11-25",19.99
"341","2015-11-27",20.290001
"342","2015-11-30",19.709999
"343","2015-12-01",20.01
"344","2015-12-02",20
