"","date","WSR"
"120","2011-02-15",14.43
"121","2011-02-16",14.36
"122","2011-02-17",14.4
"123","2011-02-18",13.87
"124","2011-02-22",13.98
"125","2011-02-23",14
"126","2011-02-24",14.09
"127","2011-02-25",14.24
"128","2011-02-28",14.3
"129","2011-03-01",14.5
"130","2011-03-02",14.69
"131","2011-03-03",14.77
"132","2011-03-04",14.66
"133","2011-03-07",14.35
"134","2011-03-08",14.51
"135","2011-03-09",14.52
"136","2011-03-10",14.36
"137","2011-03-11",14.3
"138","2011-03-14",14.4
"139","2011-03-15",14.45
"140","2011-03-16",14.4
"141","2011-03-17",14.4
"142","2011-03-18",14.43
"143","2011-03-21",14.44
"144","2011-03-22",14.27
"145","2011-03-23",14.23
"146","2011-03-24",14.1
"147","2011-03-25",14.23
"148","2011-03-28",14.36
"149","2011-03-29",14.17
"150","2011-03-30",14.3
"151","2011-03-31",14.31
"152","2011-04-01",14.08
"153","2011-04-04",14.16
"154","2011-04-05",14.13
"155","2011-04-06",14.2
"156","2011-04-07",14.14
"157","2011-04-08",14.1
"158","2011-04-11",14.12
"159","2011-04-12",13.97
"160","2011-04-13",13.92
"161","2011-04-14",14.01
"162","2011-04-15",14.05
"163","2011-04-18",13.99
"164","2011-04-19",13.95
"165","2011-04-20",14.16
"166","2011-04-21",14.3
"167","2011-04-25",14.26
"168","2011-04-26",14.34
"169","2011-04-27",14.17
"170","2011-04-28",14.17
"171","2011-04-29",13.87
"172","2011-05-02",13.63
"173","2011-05-03",13
"174","2011-05-04",12.57
"175","2011-05-05",12.04
"176","2011-05-06",12.16
"177","2011-05-09",12.29
"178","2011-05-10",12.4
"179","2011-05-11",12.38
"180","2011-05-12",12.6
"181","2011-05-13",12.57
"182","2011-05-16",12.7
"183","2011-05-17",12.8
"184","2011-05-18",12.9
"185","2011-05-19",12.83
"186","2011-05-20",12.89
"187","2011-05-23",12.99
"188","2011-05-24",12.94
"189","2011-05-25",12.89
"190","2011-05-26",12.82
"191","2011-05-27",12.76
"192","2011-05-31",12.72
"193","2011-06-01",12.6
"194","2011-06-02",12.78
"195","2011-06-03",12.71
"196","2011-06-06",12.66
"197","2011-06-07",12.6
"198","2011-06-08",12.66
"199","2011-06-09",12.84
"200","2011-06-10",12.75
"201","2011-06-13",12.8
"202","2011-06-14",12.82
"203","2011-06-15",12.67
"204","2011-06-16",12.8
"205","2011-06-17",12.77
"206","2011-06-20",12.75
"207","2011-06-21",12.8
"208","2011-06-22",12.85
"209","2011-06-23",12.7
"210","2011-06-24",12.75
"211","2011-06-27",12.75
"212","2011-06-28",12.75
"213","2011-06-29",12.75
"214","2011-06-30",12.72
"215","2011-07-01",12.79
"216","2011-07-05",12.85
"217","2011-07-06",13.09
"218","2011-07-07",13.14
"219","2011-07-08",13.11
"220","2011-07-11",13.08
"221","2011-07-12",13.08
"222","2011-07-13",13.12
"223","2011-07-14",13.05
"224","2011-07-15",13.13
"225","2011-07-18",12.98
"226","2011-07-19",13.15
"227","2011-07-20",13.02
"228","2011-07-21",13.25
"229","2011-07-22",13.22
"230","2011-07-25",12.94
"231","2011-07-26",12.83
"232","2011-07-27",12.77
"233","2011-07-28",12.37
"234","2011-07-29",12.6
"235","2011-08-01",12.56
"236","2011-08-02",12.46
"237","2011-08-03",12.43
"238","2011-08-04",12.12
"239","2011-08-05",12.21
"240","2011-08-08",11.1
"241","2011-08-09",11.45
"242","2011-08-10",10.99
"243","2011-08-11",11.37
"244","2011-08-12",11.37
"245","2011-08-15",11.79
"246","2011-08-16",11.65
"247","2011-08-17",11.81
"248","2011-08-18",11.54
"249","2011-08-19",11.25
"250","2011-08-22",11.12
"251","2011-08-23",11.55
"252","2011-08-24",11.62
"253","2011-08-25",11.5
"254","2011-08-26",11.65
"255","2011-08-29",11.77
"256","2011-08-30",11.62
"257","2011-08-31",11.52
"258","2011-09-01",11.33
"259","2011-09-02",11.17
"260","2011-09-06",11.38
"261","2011-09-07",11.51
"262","2011-09-08",11.29
"263","2011-09-09",11.13
"264","2011-09-12",11.4
"265","2011-09-13",11.7
"266","2011-09-14",11.64
"267","2011-09-15",11.69
"268","2011-09-16",11.57
"269","2011-09-19",11.48
"270","2011-09-20",11.31
"271","2011-09-21",11.26
"272","2011-09-22",11.12
"273","2011-09-23",11.27
"274","2011-09-26",11.27
"275","2011-09-27",11.42
"276","2011-09-28",11
"277","2011-09-29",11.1
"278","2011-09-30",11.14
"279","2011-10-03",10.53
"280","2011-10-04",10.79
"281","2011-10-05",10.99
"282","2011-10-06",11.26
"283","2011-10-07",11.19
"284","2011-10-10",11.86
"285","2011-10-11",11.75
"286","2011-10-12",12.2
"287","2011-10-13",11.78
"288","2011-10-14",11.92
"289","2011-10-17",11.6
"290","2011-10-18",11.83
"291","2011-10-19",11.63
"292","2011-10-20",11.86
"293","2011-10-21",11.88
"294","2011-10-24",12.07
"295","2011-10-25",11.96
"296","2011-10-26",11.93
"297","2011-10-27",12
"298","2011-10-28",11.94
"299","2011-10-31",11.7
"300","2011-11-01",11.19
"301","2011-11-02",11.5
"302","2011-11-03",11.74
"303","2011-11-04",11.67
"304","2011-11-07",11.66
"305","2011-11-08",11.81
"306","2011-11-09",11.5
"307","2011-11-10",11.96
"308","2011-11-11",11.96
"309","2011-11-14",11.88
"310","2011-11-15",11.93
"311","2011-11-16",11.85
"312","2011-11-17",11.85
"313","2011-11-18",11.88
"314","2011-11-21",11.71
"315","2011-11-22",11.77
"316","2011-11-23",11.65
"317","2011-11-25",11.65
"318","2011-11-28",12
"319","2011-11-29",11.64
"320","2011-11-30",11.95
"321","2011-12-01",11.75
"322","2011-12-02",11.81
"323","2011-12-05",11.88
"324","2011-12-06",11.83
"325","2011-12-07",11.81
"326","2011-12-08",11.74
"327","2011-12-09",11.79
"328","2011-12-12",11.58
"329","2011-12-13",11.49
"330","2011-12-14",11.46
"331","2011-12-15",11.55
"332","2011-12-16",11.85
"333","2011-12-19",11.61
"334","2011-12-20",11.73
"335","2011-12-21",11.81
"336","2011-12-22",11.82
"337","2011-12-23",12.19
"338","2011-12-27",12.15
"339","2011-12-28",11.58
"340","2011-12-29",11.87
"341","2011-12-30",11.9
"342","2012-01-03",12.31
"343","2012-01-04",12.23
"344","2012-01-05",12.3
"345","2012-01-06",12.31
"346","2012-01-09",12.38
"347","2012-01-10",12.41
"348","2012-01-11",12.45
"349","2012-01-12",12.58
"350","2012-01-13",12.5
"351","2012-01-17",12.5
"352","2012-01-18",12.7
"353","2012-01-19",12.6
"354","2012-01-20",12.56
"355","2012-01-23",12.59
"356","2012-01-24",12.65
"357","2012-01-25",12.7
"358","2012-01-26",12.75
"359","2012-01-27",12.79
"360","2012-01-30",12.64
"361","2012-01-31",12.73
"362","2012-02-01",12.78
"363","2012-02-02",12.75
"364","2012-02-03",12.85
"365","2012-02-06",12.84
"366","2012-02-07",12.82
"367","2012-02-08",12.93
"368","2012-02-09",12.87
"369","2012-02-10",12.93
"370","2012-02-13",13
"371","2012-02-14",12.82
"372","2012-02-15",12.66
"373","2012-02-16",12.75
"374","2012-02-17",12.8
"375","2012-02-21",12.96
"376","2012-02-22",12.96
"377","2012-02-23",13.1
"378","2012-02-24",13.01
"379","2012-02-27",13.07
"380","2012-02-28",12.97
"381","2012-02-29",12.94
"382","2012-03-01",13.03
"383","2012-03-02",12.78
"384","2012-03-05",12.86
"385","2012-03-06",12.67
"386","2012-03-07",12.93
"387","2012-03-08",12.98
"388","2012-03-09",12.99
"389","2012-03-12",12.92
"390","2012-03-13",13.15
"391","2012-03-14",13.14
"392","2012-03-15",12.97
"393","2012-03-16",13.03
"394","2012-03-19",13.13
"395","2012-03-20",13.07
"396","2012-03-21",13.03
"397","2012-03-22",12.76
"398","2012-03-23",12.93
"399","2012-03-26",13.36
"400","2012-03-27",13.33
"401","2012-03-28",13.68
"402","2012-03-29",13.32
"403","2012-03-30",13.04
"404","2012-04-02",13.31
"405","2012-04-03",13.43
"406","2012-04-04",13.37
"407","2012-04-05",13.45
"408","2012-04-09",13.25
"409","2012-04-10",13.12
"410","2012-04-11",13.2
"411","2012-04-12",13.16
"412","2012-04-13",13.11
"413","2012-04-16",13.07
"414","2012-04-17",13.06
"415","2012-04-18",13.04
"416","2012-04-19",13.02
"417","2012-04-20",13.08
"418","2012-04-23",12.85
"419","2012-04-24",13.66
"420","2012-04-25",13.48
"421","2012-04-26",13.67
"422","2012-04-27",13.84
"423","2012-04-30",13.82
"424","2012-05-01",13.51
"425","2012-05-02",13.37
"426","2012-05-03",13.39
"427","2012-05-04",13.21
"428","2012-05-07",13.21
"429","2012-05-08",13.51
"430","2012-05-09",13.38
"431","2012-05-10",13.32
"432","2012-05-11",13.51
"433","2012-05-14",13.19
"434","2012-05-15",13.22
"435","2012-05-16",13.11
"436","2012-05-17",13.02
"437","2012-05-18",12.6
"438","2012-05-21",13.15
"439","2012-05-22",13.03
"440","2012-05-23",13.14
"441","2012-05-24",13.18
"442","2012-05-25",13.4
"443","2012-05-29",13.36
"444","2012-05-30",13.13
"445","2012-05-31",12.8
"446","2012-06-01",12.58
"447","2012-06-04",12.48
"448","2012-06-05",12.79
"449","2012-06-06",12.88
"450","2012-06-07",12.8
"451","2012-06-08",13
"452","2012-06-11",12.78
"453","2012-06-12",13.08
"454","2012-06-13",12.84
"455","2012-06-14",13.09
"456","2012-06-15",13.28
"457","2012-06-18",13.29
"458","2012-06-19",13.37
"459","2012-06-20",13.34
"460","2012-06-21",13.44
"461","2012-06-22",13.49
"462","2012-06-25",13.39
"463","2012-06-26",13.31
"464","2012-06-27",13.41
"465","2012-06-28",13.5
"466","2012-06-29",13.81
"467","2012-07-02",13.9
"468","2012-07-03",13.75
"469","2012-07-05",13.71
"470","2012-07-06",13.77
"471","2012-07-09",13.73
"472","2012-07-10",13.73
"473","2012-07-11",13.61
"474","2012-07-12",13.71
"475","2012-07-13",13.82
"476","2012-07-16",13.65
"477","2012-07-17",13.77
"478","2012-07-18",13.85
"479","2012-07-19",13.72
"480","2012-07-20",13.71
"481","2012-07-23",13.7
"482","2012-07-24",13.67
"483","2012-07-25",13.75
"484","2012-07-26",13.8
"485","2012-07-27",13.88
"486","2012-07-30",13.82
"487","2012-07-31",13.65
"488","2012-08-01",13.36
"489","2012-08-02",13.65
"490","2012-08-03",13.77
"491","2012-08-06",13.74
"492","2012-08-07",13.63
"493","2012-08-08",13.69
"494","2012-08-09",13.44
"495","2012-08-10",13.24
"496","2012-08-13",13.41
"497","2012-08-14",13.26
"498","2012-08-15",13.17
"499","2012-08-16",13.31
"500","2012-08-17",13.49
"501","2012-08-20",13.34
"502","2012-08-21",13.49
"503","2012-08-22",13.34
"504","2012-08-23",12.76
"505","2012-08-24",12.95
"506","2012-08-27",12.95
"507","2012-08-28",12.96
"508","2012-08-29",12.99
"509","2012-08-30",13.09
"510","2012-08-31",13.14
"511","2012-09-04",13.24
"512","2012-09-05",13.22
"513","2012-09-06",13.22
"514","2012-09-07",13.15
"515","2012-09-10",13.01
"516","2012-09-11",13.09
"517","2012-09-12",13.11
"518","2012-09-13",13.24
"519","2012-09-14",13.33
"520","2012-09-17",13.2
"521","2012-09-18",13.18
"522","2012-09-19",13.24
"523","2012-09-20",13.28
"524","2012-09-21",13.47
"525","2012-09-24",13.41
"526","2012-09-25",13.33
"527","2012-09-26",13.27
"528","2012-09-27",13.26
"529","2012-09-28",13.2
"530","2012-10-01",13.12
"531","2012-10-02",13.06
"532","2012-10-03",13.22
"533","2012-10-04",13.16
"534","2012-10-05",13.11
"535","2012-10-08",13.2
"536","2012-10-09",13.23
"537","2012-10-10",13.18
"538","2012-10-11",13.16
"539","2012-10-12",13.03
"540","2012-10-15",13.04
"541","2012-10-16",13.13
"542","2012-10-17",13.1
"543","2012-10-18",13.01
"544","2012-10-19",12.95
"545","2012-10-22",13.31
"546","2012-10-23",13.4
"547","2012-10-24",13.34
"548","2012-10-25",13.28
"549","2012-10-26",13.32
"550","2012-10-31",13.47
"551","2012-11-01",13.46
"552","2012-11-02",13.35
"553","2012-11-05",13.24
"554","2012-11-06",13.22
"555","2012-11-07",13.14
"556","2012-11-08",12.84
"557","2012-11-09",12.72
"558","2012-11-12",12.66
"559","2012-11-13",12.68
"560","2012-11-14",12.09
"561","2012-11-15",12.88
"562","2012-11-16",13.19
"563","2012-11-19",13.22
"564","2012-11-20",13.19
"565","2012-11-21",13.44
"566","2012-11-23",13.69
"567","2012-11-26",13.75
"568","2012-11-27",13.61
"569","2012-11-28",13.63
"570","2012-11-29",13.79
"571","2012-11-30",14.05
"572","2012-12-03",13.88
"573","2012-12-04",13.82
"574","2012-12-05",13.74
"575","2012-12-06",13.76
"576","2012-12-07",13.72
"577","2012-12-10",13.55
"578","2012-12-11",13.76
"579","2012-12-12",13.76
"580","2012-12-13",13.67
"581","2012-12-14",13.67
"582","2012-12-17",13.66
"583","2012-12-18",13.83
"584","2012-12-19",13.8
"585","2012-12-20",14.07
"586","2012-12-21",14.03
"587","2012-12-24",14.09
"588","2012-12-26",14.06
"589","2012-12-27",13.84
"590","2012-12-28",13.72
"591","2012-12-31",14.05
"592","2013-01-02",14.31
"593","2013-01-03",14.27
"594","2013-01-04",14.46
"595","2013-01-07",14.29
"596","2013-01-08",14.22
"597","2013-01-09",14.31
"598","2013-01-10",14.31
"599","2013-01-11",14.31
"600","2013-01-14",14.33
"601","2013-01-15",14.34
"602","2013-01-16",14.21
"603","2013-01-17",14.14
"604","2013-01-18",14.01
"605","2013-01-22",13.98
"606","2013-01-23",14.14
"607","2013-01-24",14.17
"608","2013-01-25",14.08
"609","2013-01-28",14.45
"610","2013-01-29",14.5
"611","2013-01-30",14.28
"612","2013-01-31",14.2
"613","2013-02-01",14.39
"614","2013-02-04",14.26
"615","2013-02-05",14.35
"616","2013-02-06",14.35
"617","2013-02-07",14.52
"618","2013-02-08",14.65
"619","2013-02-11",14.77
"620","2013-02-12",14.73
"621","2013-02-13",14.83
"622","2013-02-14",14.7
"623","2013-02-15",14.81
"624","2013-02-19",15
"625","2013-02-20",14.97
"626","2013-02-21",14.71
"627","2013-02-22",15.02
"628","2013-02-25",14.85
"629","2013-02-26",14.74
"630","2013-02-27",14.92
"631","2013-02-28",14.75
"632","2013-03-01",14.92
"633","2013-03-04",15.08
"634","2013-03-05",15.09
"635","2013-03-06",15.01
"636","2013-03-07",15.05
"637","2013-03-08",15.06
"638","2013-03-11",15.09
"639","2013-03-12",15.01
"640","2013-03-13",14.73
"641","2013-03-14",14.93
"642","2013-03-15",14.89
"643","2013-03-18",14.9
"644","2013-03-19",14.92
"645","2013-03-20",14.96
"646","2013-03-21",15.03
"647","2013-03-22",15.16
"648","2013-03-25",15.13
"649","2013-03-26",15.08
"650","2013-03-27",15.14
"651","2013-03-28",15.14
"652","2013-04-01",14.89
"653","2013-04-02",15.25
"654","2013-04-03",15.28
"655","2013-04-04",15.3
"656","2013-04-05",15.36
"657","2013-04-08",15.42
"658","2013-04-09",15.34
"659","2013-04-10",15.61
"660","2013-04-11",15.69
"661","2013-04-12",15.73
"662","2013-04-15",15.6
"663","2013-04-16",16.16
"664","2013-04-17",15.76
"665","2013-04-18",15.95
"666","2013-04-19",16.49
"667","2013-04-22",16.4
"668","2013-04-23",16.65
"669","2013-04-24",16.58
"670","2013-04-25",16.610001
"671","2013-04-26",16.620001
"672","2013-04-29",16.440001
"673","2013-04-30",16.5
"674","2013-05-01",16.1
"675","2013-05-02",16.639999
"676","2013-05-03",16.5
"677","2013-05-06",16.51
"678","2013-05-07",16.879999
"679","2013-05-08",16.66
"680","2013-05-09",16.370001
"681","2013-05-10",16.73
"682","2013-05-13",16.75
"683","2013-05-14",16.809999
"684","2013-05-15",17.02
"685","2013-05-16",17.25
"686","2013-05-17",17.68
"687","2013-05-20",17.790001
"688","2013-05-21",17.49
"689","2013-05-22",17.219999
"690","2013-05-23",17.190001
"691","2013-05-24",17.209999
"692","2013-05-28",17.43
"693","2013-05-29",16.33
"694","2013-05-30",16.51
"695","2013-05-31",16.41
"696","2013-06-03",16.6
"697","2013-06-04",16.32
"698","2013-06-05",16.030001
"699","2013-06-06",16.59
"700","2013-06-07",16.469999
"701","2013-06-10",16.34
"702","2013-06-11",16.15
"703","2013-06-12",15.57
"704","2013-06-13",16.1
"705","2013-06-14",16.75
"706","2013-06-17",16.809999
"707","2013-06-18",16.93
"708","2013-06-19",16.43
"709","2013-06-20",15.67
"710","2013-06-21",15.73
"711","2013-06-24",15.29
"712","2013-06-25",15.47
"713","2013-06-26",15.61
"714","2013-06-27",15.7
"715","2013-06-28",15.76
"716","2013-07-01",15.62
"717","2013-07-02",16.18
"718","2013-07-03",15.89
"719","2013-07-05",15.96
"720","2013-07-08",16
"721","2013-07-09",16.280001
"722","2013-07-10",16.360001
"723","2013-07-11",16.32
"724","2013-07-12",16.280001
"725","2013-07-15",16.309999
"726","2013-07-16",16.34
"727","2013-07-17",16.34
"728","2013-07-18",16.35
"729","2013-07-19",16.49
"730","2013-07-22",16.85
"731","2013-07-23",16.9
"732","2013-07-24",16.809999
"733","2013-07-25",16.940001
"734","2013-07-26",17.01
"735","2013-07-29",16.709999
"736","2013-07-30",16.450001
"737","2013-07-31",16.18
"738","2013-08-01",15.92
"739","2013-08-02",15.82
"740","2013-08-05",15.83
"741","2013-08-06",16.049999
"742","2013-08-07",15.8
"743","2013-08-08",15.95
"744","2013-08-09",16.049999
"745","2013-08-12",16.01
"746","2013-08-13",15.8
"747","2013-08-14",15.72
"748","2013-08-15",15.15
"749","2013-08-16",14.87
"750","2013-08-19",14.43
"751","2013-08-20",14.5
"752","2013-08-21",14.76
"753","2013-08-22",14.74
"754","2013-08-23",14.98
"755","2013-08-26",14.8
"756","2013-08-27",14.7
"757","2013-08-28",14.71
"758","2013-08-29",14.71
"759","2013-08-30",14.18
"760","2013-09-03",14.1
"761","2013-09-04",14.26
"762","2013-09-05",14.14
"763","2013-09-06",14.17
"764","2013-09-09",14.49
"765","2013-09-10",14.49
"766","2013-09-11",14.56
"767","2013-09-12",14.5
"768","2013-09-13",14.58
"769","2013-09-16",14.52
"770","2013-09-17",14.53
"771","2013-09-18",14.77
"772","2013-09-19",15.02
"773","2013-09-20",14.97
"774","2013-09-23",14.91
"775","2013-09-24",15.01
"776","2013-09-25",14.92
"777","2013-09-26",14.95
"778","2013-09-27",14.85
"779","2013-09-30",14.73
"780","2013-10-01",14.41
"781","2013-10-02",14.26
"782","2013-10-03",13.38
"783","2013-10-04",13.39
"784","2013-10-07",13.46
"785","2013-10-08",13.54
"786","2013-10-09",13.49
"787","2013-10-10",13.53
"788","2013-10-11",13.58
"789","2013-10-14",13.58
"790","2013-10-15",13.57
"791","2013-10-16",13.69
"792","2013-10-17",13.86
"793","2013-10-18",13.91
"794","2013-10-21",13.81
"795","2013-10-22",13.84
"796","2013-10-23",13.93
"797","2013-10-24",13.98
"798","2013-10-25",14.14
"799","2013-10-28",14.25
"800","2013-10-29",14.24
"801","2013-10-30",14.14
"802","2013-10-31",13.79
"803","2013-11-01",13.91
"804","2013-11-04",13.95
"805","2013-11-05",13.64
"806","2013-11-06",13.61
"807","2013-11-07",13.67
"808","2013-11-08",13.45
"809","2013-11-11",13.32
"810","2013-11-12",13.17
"811","2013-11-13",13.47
"812","2013-11-14",13.56
"813","2013-11-15",13.58
"814","2013-11-18",13.52
"815","2013-11-19",13.42
"816","2013-11-20",13.23
"817","2013-11-21",13.31
"818","2013-11-22",13.35
"819","2013-11-25",13.24
"820","2013-11-26",13.36
"821","2013-11-27",13.48
"822","2013-11-29",13.39
"823","2013-12-02",13.12
"824","2013-12-03",13.12
"825","2013-12-04",13.06
"826","2013-12-05",13.01
"827","2013-12-06",13.39
"828","2013-12-09",13.32
"829","2013-12-10",13.23
"830","2013-12-11",13.19
"831","2013-12-12",12.95
"832","2013-12-13",12.9
"833","2013-12-16",13.09
"834","2013-12-17",13.15
"835","2013-12-18",13.26
"836","2013-12-19",13.03
"837","2013-12-20",13.34
"838","2013-12-23",13.13
"839","2013-12-24",13.23
"840","2013-12-26",13.17
"841","2013-12-27",13.14
"842","2013-12-30",13.27
"843","2013-12-31",13.37
"844","2014-01-02",13.37
"845","2014-01-03",13.53
"846","2014-01-06",13.55
"847","2014-01-07",13.46
"848","2014-01-08",13.43
"849","2014-01-09",13.4
"850","2014-01-10",13.35
"851","2014-01-13",13.37
"852","2014-01-14",13.45
"853","2014-01-15",13.54
"854","2014-01-16",13.64
"855","2014-01-17",13.61
"856","2014-01-21",13.79
"857","2014-01-22",14.01
"858","2014-01-23",13.9
"859","2014-01-24",13.84
"860","2014-01-27",13.54
"861","2014-01-28",13.67
"862","2014-01-29",13.55
"863","2014-01-30",13.62
"864","2014-01-31",13.65
"865","2014-02-03",13.34
"866","2014-02-04",13.4
"867","2014-02-05",13.31
"868","2014-02-06",13.49
"869","2014-02-07",13.57
"870","2014-02-10",13.71
"871","2014-02-11",13.87
"872","2014-02-12",13.81
"873","2014-02-13",13.89
"874","2014-02-14",14.07
"875","2014-02-18",13.99
"876","2014-02-19",14.02
"877","2014-02-20",14.08
"878","2014-02-21",14.16
"879","2014-02-24",14.15
"880","2014-02-25",14.16
"881","2014-02-26",14.15
"882","2014-02-27",14
"883","2014-02-28",14.38
"884","2014-03-03",14.55
"885","2014-03-04",14.79
"886","2014-03-05",14.75
"887","2014-03-06",14.7
"888","2014-03-07",14.5
"889","2014-03-10",14.49
"890","2014-03-11",14.43
"891","2014-03-12",14.52
"892","2014-03-13",14.47
"893","2014-03-14",14.51
"894","2014-03-17",14.47
"895","2014-03-18",14.65
"896","2014-03-19",14.32
"897","2014-03-20",14.43
"898","2014-03-21",14.78
"899","2014-03-24",14.65
"900","2014-03-25",14.56
"901","2014-03-26",14.32
"902","2014-03-27",14.39
"903","2014-03-28",14.53
"904","2014-03-31",14.44
"905","2014-04-01",14.4
"906","2014-04-02",14.5
"907","2014-04-03",14.33
"908","2014-04-04",14.26
"909","2014-04-07",14.12
"910","2014-04-08",14.21
"911","2014-04-09",14.16
"912","2014-04-10",13.94
"913","2014-04-11",13.82
"914","2014-04-14",13.74
"915","2014-04-15",13.84
"916","2014-04-16",13.95
"917","2014-04-17",14.01
"918","2014-04-21",14.14
"919","2014-04-22",14.19
"920","2014-04-23",14.01
"921","2014-04-24",13.98
"922","2014-04-25",13.89
"923","2014-04-28",14.02
"924","2014-04-29",13.94
"925","2014-04-30",14.03
"926","2014-05-01",13.96
"927","2014-05-02",13.99
"928","2014-05-05",14
"929","2014-05-06",13.99
"930","2014-05-07",14.15
"931","2014-05-08",14.09
"932","2014-05-09",14.14
"933","2014-05-12",14.23
"934","2014-05-13",14.06
"935","2014-05-14",13.99
"936","2014-05-15",13.9
"937","2014-05-16",14.04
"938","2014-05-19",14
"939","2014-05-20",13.94
"940","2014-05-21",13.97
"941","2014-05-22",14.12
"942","2014-05-23",14.15
"943","2014-05-27",14.29
"944","2014-05-28",14.33
"945","2014-05-29",14.3
"946","2014-05-30",14.28
"947","2014-06-02",14.28
"948","2014-06-03",14.24
"949","2014-06-04",14.35
"950","2014-06-05",14.48
"951","2014-06-06",14.61
"952","2014-06-09",14.54
"953","2014-06-10",14.42
"954","2014-06-11",14.32
"955","2014-06-12",14.28
"956","2014-06-13",14.3
"957","2014-06-16",14.25
"958","2014-06-17",14.28
"959","2014-06-18",14.45
"960","2014-06-19",14.78
"961","2014-06-20",14.87
"962","2014-06-23",14.8
"963","2014-06-24",14.75
"964","2014-06-25",14.75
"965","2014-06-26",14.74
"966","2014-06-27",14.95
"967","2014-06-30",14.91
"968","2014-07-01",14.92
"969","2014-07-02",14.89
"970","2014-07-03",14.84
"971","2014-07-07",14.86
"972","2014-07-08",14.99
"973","2014-07-09",15.11
"974","2014-07-10",15.2
"975","2014-07-11",15.12
"976","2014-07-14",15.3
"977","2014-07-15",15.21
"978","2014-07-16",15.27
"979","2014-07-17",15.25
"980","2014-07-18",15.67
"981","2014-07-21",15.6
"982","2014-07-22",15.46
"983","2014-07-23",15.41
"984","2014-07-24",15.23
"985","2014-07-25",15.11
"986","2014-07-28",15.3
"987","2014-07-29",15.22
"988","2014-07-30",15.16
"989","2014-07-31",14.96
"990","2014-08-01",14.91
"991","2014-08-04",14.99
"992","2014-08-05",14.96
"993","2014-08-06",14.96
"994","2014-08-07",14.83
"995","2014-08-08",15
"996","2014-08-11",15.05
"997","2014-08-12",15.02
"998","2014-08-13",15.2
"999","2014-08-14",15.15
