"","date","MSM"
"1","2007-01-03",40.48
"2","2007-01-04",42.91
"3","2007-01-05",41.779999
"4","2007-01-08",43.09
"5","2007-01-09",43.080002
"6","2007-01-10",43.439999
"7","2007-01-11",44.5
"8","2007-01-12",44.860001
"9","2007-01-16",44.310001
"10","2007-01-17",44.91
"11","2007-01-18",42.419998
"12","2007-01-19",43.119999
"13","2007-01-22",42.939999
"14","2007-01-23",43.130001
"15","2007-01-24",43.490002
"16","2007-01-25",42.599998
"17","2007-01-26",42.950001
"18","2007-01-29",42.860001
"19","2007-01-30",42.720001
"20","2007-01-31",43.189999
"21","2007-02-01",44.34
"22","2007-02-02",44.900002
"23","2007-02-05",43.970001
"24","2007-02-06",44.220001
"25","2007-02-07",44.310001
"26","2007-02-08",44.209999
"27","2007-02-09",44.09
"28","2007-02-12",43.919998
"29","2007-02-13",44.049999
"30","2007-02-14",44.400002
"31","2007-02-15",44.630001
"32","2007-02-16",44.52
"33","2007-02-20",44.919998
"34","2007-02-21",45.5
"35","2007-02-22",45.459999
"36","2007-02-23",45.470001
"37","2007-02-26",45.169998
"38","2007-02-27",43.66
"39","2007-02-28",43.200001
"40","2007-03-01",43.5
"41","2007-03-02",42.700001
"42","2007-03-05",41.790001
"43","2007-03-06",42.77
"44","2007-03-07",42.869999
"45","2007-03-08",44.189999
"46","2007-03-09",44.689999
"47","2007-03-12",44.189999
"48","2007-03-13",43.509998
"49","2007-03-14",44.259998
"50","2007-03-15",44.98
"51","2007-03-16",45.049999
"52","2007-03-19",45.919998
"53","2007-03-20",45.650002
"54","2007-03-21",45.790001
"55","2007-03-22",46.459999
"56","2007-03-23",47.029999
"57","2007-03-26",47.040001
"58","2007-03-27",46.369999
"59","2007-03-28",45.349998
"60","2007-03-29",45.27
"61","2007-03-30",46.68
"62","2007-04-02",46.509998
"63","2007-04-03",47.41
"64","2007-04-04",46.700001
"65","2007-04-05",47.540001
"66","2007-04-09",47.549999
"67","2007-04-10",46.830002
"68","2007-04-11",46
"69","2007-04-12",46.360001
"70","2007-04-13",47.57
"71","2007-04-16",48.279999
"72","2007-04-17",48.540001
"73","2007-04-18",48.630001
"74","2007-04-19",48.509998
"75","2007-04-20",49.240002
"76","2007-04-23",49.189999
"77","2007-04-24",49.450001
"78","2007-04-25",50.400002
"79","2007-04-26",50.299999
"80","2007-04-27",49.540001
"81","2007-04-30",48.740002
"82","2007-05-01",48.349998
"83","2007-05-02",49.32
"84","2007-05-03",49.619999
"85","2007-05-04",49.860001
"86","2007-05-07",49.099998
"87","2007-05-08",49.09
"88","2007-05-09",49.23
"89","2007-05-10",49.02
"90","2007-05-11",48.860001
"91","2007-05-14",48.450001
"92","2007-05-15",48.259998
"93","2007-05-16",48.990002
"94","2007-05-17",49.130001
"95","2007-05-18",49.509998
"96","2007-05-21",50.580002
"97","2007-05-22",51.509998
"98","2007-05-23",50.700001
"99","2007-05-24",50.619999
"100","2007-05-25",51.209999
"101","2007-05-29",52.02
"102","2007-05-30",52.330002
"103","2007-05-31",53.560001
"104","2007-06-01",54.099998
"105","2007-06-04",53.860001
"106","2007-06-05",53.619999
"107","2007-06-06",52.759998
"108","2007-06-07",51.349998
"109","2007-06-08",51.619999
"110","2007-06-11",51.080002
"111","2007-06-12",50.66
"112","2007-06-13",51.130001
"113","2007-06-14",51.799999
"114","2007-06-15",52.32
"115","2007-06-18",52.25
"116","2007-06-19",51.450001
"117","2007-06-20",51.419998
"118","2007-06-21",53.07
"119","2007-06-22",52.200001
"120","2007-06-25",51.869999
"121","2007-06-26",52.169998
"122","2007-06-27",53.75
"123","2007-06-28",53.689999
"124","2007-06-29",55
"125","2007-07-02",55.900002
"126","2007-07-03",56
"127","2007-07-05",56.040001
"128","2007-07-06",56.91
"129","2007-07-09",57.330002
"130","2007-07-10",55.439999
"131","2007-07-11",55.5
"132","2007-07-12",55.599998
"133","2007-07-13",55.029999
"134","2007-07-16",55.400002
"135","2007-07-17",55.060001
"136","2007-07-18",54.59
"137","2007-07-19",54.900002
"138","2007-07-20",54
"139","2007-07-23",54.009998
"140","2007-07-24",52.43
"141","2007-07-25",50.759998
"142","2007-07-26",50.400002
"143","2007-07-27",50.490002
"144","2007-07-30",50.41
"145","2007-07-31",50.290001
"146","2007-08-01",49.799999
"147","2007-08-02",50.549999
"148","2007-08-03",50.099998
"149","2007-08-06",50.459999
"150","2007-08-07",50.580002
"151","2007-08-08",51.970001
"152","2007-08-09",51.220001
"153","2007-08-10",49.369999
"154","2007-08-13",50.009998
"155","2007-08-14",49.259998
"156","2007-08-15",48.470001
"157","2007-08-16",48.959999
"158","2007-08-17",49.299999
"159","2007-08-20",49.990002
"160","2007-08-21",50.07
"161","2007-08-22",51.52
"162","2007-08-23",51.02
"163","2007-08-24",51.700001
"164","2007-08-27",51.66
"165","2007-08-28",49.91
"166","2007-08-29",51.02
"167","2007-08-30",51.360001
"168","2007-08-31",51.799999
"169","2007-09-04",52.419998
"170","2007-09-05",53.139999
"171","2007-09-06",53.560001
"172","2007-09-07",52.869999
"173","2007-09-10",51.830002
"174","2007-09-11",52.360001
"175","2007-09-12",51.610001
"176","2007-09-13",51.25
"177","2007-09-14",51.380001
"178","2007-09-17",50.369999
"179","2007-09-18",51.66
"180","2007-09-19",52.16
"181","2007-09-20",51.279999
"182","2007-09-21",50.950001
"183","2007-09-24",50.009998
"184","2007-09-25",50.48
"185","2007-09-26",50.919998
"186","2007-09-27",50.84
"187","2007-09-28",50.59
"188","2007-10-01",50.630001
"189","2007-10-02",51.439999
"190","2007-10-03",50.759998
"191","2007-10-04",50.73
"192","2007-10-05",51.470001
"193","2007-10-08",52
"194","2007-10-09",52.23
"195","2007-10-10",52.060001
"196","2007-10-11",50.959999
"197","2007-10-12",50.07
"198","2007-10-15",50.189999
"199","2007-10-16",50.009998
"200","2007-10-17",49.290001
"201","2007-10-18",48.209999
"202","2007-10-19",48.200001
"203","2007-10-22",48.830002
"204","2007-10-23",49.580002
"205","2007-10-24",48.740002
"206","2007-10-25",47.900002
"207","2007-10-26",47.970001
"208","2007-10-29",47.98
"209","2007-10-30",47.77
"210","2007-10-31",48.709999
"211","2007-11-01",48.07
"212","2007-11-02",48.049999
"213","2007-11-05",46.66
"214","2007-11-06",48.650002
"215","2007-11-07",47.919998
"216","2007-11-08",48.389999
"217","2007-11-09",45.68
"218","2007-11-12",44.41
"219","2007-11-13",42.470001
"220","2007-11-14",43.830002
"221","2007-11-15",44.529999
"222","2007-11-16",43.669998
"223","2007-11-19",40.259998
"224","2007-11-20",39.349998
"225","2007-11-21",39.560001
"226","2007-11-23",40.619999
"227","2007-11-26",39.790001
"228","2007-11-27",41.080002
"229","2007-11-28",43.040001
"230","2007-11-29",43.189999
"231","2007-11-30",43.220001
"232","2007-12-03",42.98
"233","2007-12-04",43.23
"234","2007-12-05",43.5
"235","2007-12-06",44.52
"236","2007-12-07",44.84
"237","2007-12-10",44.490002
"238","2007-12-11",42.860001
"239","2007-12-12",43.040001
"240","2007-12-13",42.84
"241","2007-12-14",41.900002
