"","date","PERI"
"1","2007-01-03",24.27
"2","2007-01-04",24.6
"3","2007-01-05",24.360001
"4","2007-01-08",24.75
"5","2007-01-09",24.51
"6","2007-01-10",24.6
"7","2007-01-11",24.48
"8","2007-01-12",24
"9","2007-01-16",23.34
"10","2007-01-17",22.98
"11","2007-01-18",22.83
"12","2007-01-19",22.5
"13","2007-01-22",21.84
"14","2007-01-23",21.780001
"15","2007-01-24",22.379999
"16","2007-01-25",22.65
"17","2007-01-26",22.620001
"18","2007-01-29",21.9
"19","2007-01-30",21.540001
"20","2007-01-31",19.59
"21","2007-02-01",20.190001
"22","2007-02-02",19.65
"23","2007-02-05",19.83
"24","2007-02-06",19.5
"25","2007-02-07",19.950001
"26","2007-02-08",19.77
"27","2007-02-09",20.940001
"28","2007-02-12",20.58
"29","2007-02-13",21.030001
"30","2007-02-14",20.25
"31","2007-02-15",20.4
"32","2007-02-16",21
"33","2007-02-20",21.33
"34","2007-02-21",21.540001
"35","2007-02-22",21.209999
"36","2007-02-23",21.809999
"37","2007-02-26",21.9
"38","2007-02-27",21.360001
"39","2007-02-28",21.51
"40","2007-03-01",22.200001
"41","2007-03-02",22.02
"42","2007-03-05",21.719999
"43","2007-03-06",21.93
"44","2007-03-07",21.6
"45","2007-03-08",21.9
"46","2007-03-09",22.23
"47","2007-03-12",23.549999
"48","2007-03-13",23.85
"49","2007-03-14",23.25
"50","2007-03-15",23.49
"51","2007-03-16",23.040001
"52","2007-03-19",22.799999
"53","2007-03-20",23.25
"54","2007-03-21",23.25
"55","2007-03-22",23.4
"56","2007-03-23",24.719999
"57","2007-03-26",24.719999
"58","2007-03-27",24.540001
"59","2007-03-28",24.33
"60","2007-03-29",24.209999
"61","2007-03-30",24.27
"62","2007-04-02",24.15
"63","2007-04-03",24.030001
"64","2007-04-04",24.57
"65","2007-04-05",24.27
"66","2007-04-09",24.059999
"67","2007-04-10",23.969999
"68","2007-04-11",24.27
"69","2007-04-12",24.299999
"70","2007-04-13",24.389999
"71","2007-04-16",24
"72","2007-04-17",24.15
"73","2007-04-18",23.700001
"74","2007-04-19",23.43
"75","2007-04-20",22.98
"76","2007-04-23",21.99
"77","2007-04-24",21.66
"78","2007-04-25",21.780001
"79","2007-04-26",22.23
"80","2007-04-27",22.26
"81","2007-04-30",22.65
"82","2007-05-01",22.5
"83","2007-05-02",22.59
"84","2007-05-03",22.83
"85","2007-05-04",22.77
"86","2007-05-07",23.07
"87","2007-05-08",22.83
"88","2007-05-09",24.99
"89","2007-05-10",24.059999
"90","2007-05-11",23.73
"91","2007-05-14",23.76
"92","2007-05-15",23.4
"93","2007-05-16",23.4
"94","2007-05-17",24
"95","2007-05-18",24
"96","2007-05-21",24.030001
"97","2007-05-22",24
"98","2007-05-23",24.299999
"99","2007-05-24",24.120001
"100","2007-05-25",24.48
"101","2007-05-29",25.08
"102","2007-05-30",25.35
"103","2007-05-31",25.08
"104","2007-06-01",25.200001
"105","2007-06-04",25.35
"106","2007-06-05",25.5
"107","2007-06-06",25.26
"108","2007-06-07",24.9
"109","2007-06-08",25.200001
"110","2007-06-11",24.9
"111","2007-06-12",24.6
"112","2007-06-13",24.27
"113","2007-06-14",24.059999
"114","2007-06-15",23.76
"115","2007-06-18",23.1
"116","2007-06-19",22.65
"117","2007-06-20",22.83
"118","2007-06-21",22.559999
"119","2007-06-22",23.040001
"120","2007-06-25",22.26
"121","2007-06-26",23.1
"122","2007-06-27",23.4
"123","2007-06-28",23.1
"124","2007-06-29",23.370001
"125","2007-07-02",22.799999
"126","2007-07-03",22.5
"127","2007-07-05",22.59
"128","2007-07-06",22.74
"129","2007-07-09",22.709999
"130","2007-07-10",22.41
"131","2007-07-11",22.799999
"132","2007-07-12",23.129999
"133","2007-07-13",23.67
"134","2007-07-16",25.200001
"135","2007-07-17",28.17
"136","2007-07-18",27.809999
"137","2007-07-19",28.5
"138","2007-07-20",27.9
"139","2007-07-23",28.200001
"140","2007-07-24",29.969999
"141","2007-07-25",29.549999
"142","2007-07-26",29.610001
"143","2007-07-27",29.25
"144","2007-07-30",28.83
"145","2007-07-31",29.610001
"146","2007-08-01",28.799999
"147","2007-08-02",27.75
"148","2007-08-03",27.57
"149","2007-08-06",25.5
"150","2007-08-07",25.08
"151","2007-08-08",25.889999
"152","2007-08-09",25.5
"153","2007-08-10",25.08
"154","2007-08-13",25.049999
"155","2007-08-14",22.65
"156","2007-08-15",21.360001
"157","2007-08-16",20.16
"158","2007-08-17",20.91
"159","2007-08-20",24.6
"160","2007-08-21",23.790001
"161","2007-08-22",23.879999
"162","2007-08-23",24.6
"163","2007-08-24",24.18
"164","2007-08-27",23.16
"165","2007-08-28",24
"166","2007-08-29",23.58
"167","2007-08-30",24.6
"168","2007-08-31",25.799999
"169","2007-09-04",24.360001
"170","2007-09-05",23.700001
"171","2007-09-06",23.85
"172","2007-09-07",23.58
"173","2007-09-10",23.219999
"174","2007-09-11",23.52
"175","2007-09-12",23.639999
"176","2007-09-13",24.540001
"177","2007-09-14",26.190001
"178","2007-09-17",26.1
"179","2007-09-18",26.16
"180","2007-09-19",26.82
"181","2007-09-20",25.440001
"182","2007-09-21",25.59
"183","2007-09-24",26.700001
"184","2007-09-25",26.040001
"185","2007-09-26",26.49
"186","2007-09-27",27.33
"187","2007-09-28",26.67
"188","2007-10-01",26.969999
"189","2007-10-02",26.969999
"190","2007-10-03",27
"191","2007-10-04",27.15
"192","2007-10-05",27.450001
"193","2007-10-08",26.969999
"194","2007-10-09",27
"195","2007-10-10",26.25
"196","2007-10-11",26.549999
"197","2007-10-12",26.25
"198","2007-10-15",26.370001
"199","2007-10-16",26.1
"200","2007-10-17",25.200001
"201","2007-10-18",25.41
"202","2007-10-19",24.9
"203","2007-10-22",24.780001
"204","2007-10-23",23.459999
"205","2007-10-24",23.549999
"206","2007-10-25",24.120001
"207","2007-10-26",24.030001
"208","2007-10-29",23.73
"209","2007-10-30",23.639999
"210","2007-10-31",23.940001
"211","2007-11-01",23.25
"212","2007-11-02",23.25
"213","2007-11-05",22.860001
"214","2007-11-06",23.4
"215","2007-11-07",23.07
"216","2007-11-08",23.129999
"217","2007-11-09",23.1
"218","2007-11-12",23.4
"219","2007-11-13",19.5
"220","2007-11-14",19.049999
"221","2007-11-15",18.24
"222","2007-11-16",18.780001
"223","2007-11-19",17.58
"224","2007-11-20",17.969999
"225","2007-11-21",17.879999
"226","2007-11-23",18.299999
"227","2007-11-26",16.98
"228","2007-11-27",16.41
"229","2007-11-28",16.110001
"230","2007-11-29",17.280001
"231","2007-11-30",20.190001
"232","2007-12-03",17.91
"233","2007-12-04",17.52
"234","2007-12-05",17.43
"235","2007-12-06",17.16
"236","2007-12-07",17.790001
"237","2007-12-10",17.25
"238","2007-12-11",17.01
"239","2007-12-12",16.379999
"240","2007-12-13",16.049999
"241","2007-12-14",16.139999
"242","2007-12-17",15.03
"243","2007-12-18",15.21
"244","2007-12-19",15.57
"245","2007-12-20",15.51
"246","2007-12-21",15.45
"247","2007-12-24",15.27
"248","2007-12-26",14.82
"249","2007-12-27",15.12
"250","2007-12-28",15.63
"251","2007-12-31",16.74
"252","2008-01-02",15.15
"253","2008-01-03",15.51
"254","2008-01-04",14.82
"255","2008-01-07",14.4
"256","2008-01-08",14.37
"257","2008-01-09",13.86
"258","2008-01-10",13.71
"259","2008-01-11",9.72
"260","2008-01-14",10.05
"261","2008-01-15",9.87
"262","2008-01-16",10.35
"263","2008-01-17",10.5
"264","2008-01-18",9.63
"265","2008-01-22",11.13
"266","2008-01-23",11.19
"267","2008-01-24",11.25
"268","2008-01-25",11.31
"269","2008-01-28",11.22
"270","2008-01-29",11.22
"271","2008-01-30",11.13
"272","2008-01-31",11.25
"273","2008-02-01",11.04
"274","2008-02-04",11.04
"275","2008-02-05",11.04
"276","2008-02-06",11.01
"277","2008-02-07",10.68
"278","2008-02-08",10.35
"279","2008-02-11",10.26
"280","2008-02-12",10.17
"281","2008-02-13",10.08
"282","2008-02-14",9.81
"283","2008-02-15",9.69
"284","2008-02-19",9.21
"285","2008-02-20",9
"286","2008-02-21",8.97
"287","2008-02-22",9
"288","2008-02-25",8.76
"289","2008-02-26",9.48
"290","2008-02-27",9.36
"291","2008-02-28",10.59
"292","2008-02-29",9.6
"293","2008-03-03",9.39
"294","2008-03-04",9.48
"295","2008-03-05",9.48
"296","2008-03-06",9.33
"297","2008-03-07",8.94
"298","2008-03-10",8.94
"299","2008-03-11",8.91
"300","2008-03-12",9.33
"301","2008-03-13",9.39
"302","2008-03-14",9.33
"303","2008-03-17",9.03
"304","2008-03-18",9.69
"305","2008-03-19",9.03
"306","2008-03-20",9
"307","2008-03-24",8.91
"308","2008-03-25",9.18
"309","2008-03-26",9.15
"310","2008-03-27",9.51
"311","2008-03-28",9.42
"312","2008-03-31",9.33
"313","2008-04-01",10.11
"314","2008-04-02",10.59
"315","2008-04-03",10.44
"316","2008-04-04",10.95
"317","2008-04-07",10.56
"318","2008-04-08",10.23
"319","2008-04-09",10.53
"320","2008-04-10",10.53
"321","2008-04-11",10.5
"322","2008-04-14",10.77
"323","2008-04-15",11.55
"324","2008-04-16",11.16
"325","2008-04-17",11.19
"326","2008-04-18",11.49
"327","2008-04-21",11.61
"328","2008-04-22",11.37
"329","2008-04-23",10.89
"330","2008-04-24",10.71
"331","2008-04-25",11.04
"332","2008-04-28",11.25
"333","2008-04-29",11.67
"334","2008-04-30",12.9
"335","2008-05-01",12.48
"336","2008-05-02",12.3
"337","2008-05-05",12.03
"338","2008-05-06",11.76
"339","2008-05-07",12
"340","2008-05-08",12
"341","2008-05-09",11.76
"342","2008-05-12",11.61
"343","2008-05-13",11.34
"344","2008-05-14",11.46
"345","2008-05-15",11.55
"346","2008-05-16",11.52
"347","2008-05-19",11.34
"348","2008-05-20",11.25
"349","2008-05-21",11.04
"350","2008-05-22",11.25
"351","2008-05-23",11.07
"352","2008-05-27",9.42
"353","2008-05-28",9.93
"354","2008-05-29",10.53
"355","2008-05-30",9.45
"356","2008-06-02",9.84
"357","2008-06-03",9.84
"358","2008-06-04",10.32
"359","2008-06-05",9.84
"360","2008-06-06",9.51
"361","2008-06-09",9.33
"362","2008-06-10",9.36
"363","2008-06-11",9.12
"364","2008-06-12",9.09
"365","2008-06-13",9.69
"366","2008-06-16",9.93
"367","2008-06-17",9.63
"368","2008-06-18",9.48
"369","2008-06-19",9.45
"370","2008-06-20",9.3
"371","2008-06-23",9.63
"372","2008-06-24",9.24
"373","2008-06-25",9
"374","2008-06-26",9
"375","2008-06-27",8.82
"376","2008-06-30",8.88
"377","2008-07-01",9.18
"378","2008-07-02",9.3
"379","2008-07-03",9.3
"380","2008-07-07",9.39
"381","2008-07-08",10.2
"382","2008-07-09",9.93
"383","2008-07-10",9.78
"384","2008-07-11",10.29
"385","2008-07-14",10.5
"386","2008-07-15",10.44
"387","2008-07-16",10.26
"388","2008-07-17",9.78
"389","2008-07-18",10.41
"390","2008-07-21",9.57
"391","2008-07-22",9.9
"392","2008-07-23",9.78
"393","2008-07-24",9.66
"394","2008-07-25",9.3
"395","2008-07-28",9.45
"396","2008-07-29",9.15
"397","2008-07-30",9.09
"398","2008-07-31",9.3
"399","2008-08-01",9.27
"400","2008-08-04",9.42
"401","2008-08-05",9.21
"402","2008-08-06",9.6
"403","2008-08-07",9.69
"404","2008-08-08",9.72
"405","2008-08-11",9.72
"406","2008-08-12",9.69
"407","2008-08-13",10.02
"408","2008-08-14",9.99
"409","2008-08-15",10.17
"410","2008-08-18",10.23
"411","2008-08-19",10.29
"412","2008-08-20",10.56
"413","2008-08-21",10.86
"414","2008-08-22",10.47
"415","2008-08-25",10.74
"416","2008-08-26",10.35
"417","2008-08-27",10.8
"418","2008-08-28",10.5
"419","2008-08-29",10.62
"420","2008-09-02",9.78
"421","2008-09-03",10.2
"422","2008-09-04",10.44
"423","2008-09-05",10.41
"424","2008-09-08",10.32
"425","2008-09-09",10.29
"426","2008-09-10",10.77
"427","2008-09-11",10.53
"428","2008-09-12",10.56
"429","2008-09-15",9.54
"430","2008-09-16",9.45
"431","2008-09-17",9.45
"432","2008-09-18",9.9
"433","2008-09-19",10.32
"434","2008-09-22",9.6
"435","2008-09-23",9.48
"436","2008-09-24",9.69
"437","2008-09-25",10.14
"438","2008-09-26",10.2
"439","2008-09-29",9.9
"440","2008-09-30",9.9
"441","2008-10-01",10.56
"442","2008-10-02",10.26
"443","2008-10-03",10.74
"444","2008-10-06",10.2
"445","2008-10-07",9.39
"446","2008-10-08",8.46
"447","2008-10-09",8.82
