"","date","LGC"
"299","2019-02-11",10
"300","2019-02-12",10
"301","2019-02-13",10
"302","2019-02-14",10
"303","2019-02-15",10
"304","2019-02-19",9.96
"305","2019-02-20",9.96
"306","2019-02-21",9.96
"307","2019-02-22",9.96
"308","2019-02-25",9.96
"309","2019-02-26",9.98
"310","2019-02-27",9.98
"311","2019-02-28",9.98
"312","2019-03-01",9.96
"313","2019-03-04",9.96
"314","2019-03-05",9.97
"315","2019-03-06",9.97
"316","2019-03-07",9.97
"317","2019-03-08",9.97
"318","2019-03-11",10.01
"319","2019-03-12",9.99
"320","2019-03-13",9.99
"321","2019-03-14",9.99
"322","2019-03-15",9.95
"323","2019-03-18",10.01
"324","2019-03-19",10
"325","2019-03-20",10
"326","2019-03-21",10
"327","2019-03-22",10
"328","2019-03-25",10
"329","2019-03-26",10.02
"330","2019-03-27",10.04
"331","2019-03-28",10.04
"332","2019-03-29",10.04
"333","2019-04-01",10.039
"334","2019-04-02",10.044
"335","2019-04-03",10.05
"336","2019-04-04",10.04
"337","2019-04-05",10.04
"338","2019-04-08",10.05
"339","2019-04-09",10.036
"340","2019-04-10",10.08
"341","2019-04-11",10.08
"342","2019-04-12",10.08
"343","2019-04-15",10.08
"344","2019-04-16",10.1
"345","2019-04-17",10.1
"346","2019-04-18",10.08
"347","2019-04-22",10.08
"348","2019-04-23",10.08
"349","2019-04-24",10.08
"350","2019-04-25",10.08
"351","2019-04-26",10.09
"352","2019-04-29",10.09
"353","2019-04-30",10.09
"354","2019-05-01",10.09
"355","2019-05-02",10.07
"356","2019-05-03",10.076
"357","2019-05-06",10.08
"358","2019-05-07",10.09
"359","2019-05-08",10.09
"360","2019-05-09",9.95
"361","2019-05-10",10.08
"362","2019-05-13",10.087
"363","2019-05-14",10.07
"364","2019-05-15",10.07
"365","2019-05-16",10.07
"366","2019-05-17",10.07
"367","2019-05-20",10.07
"368","2019-05-21",10.08
"369","2019-05-22",10.06
"370","2019-05-23",10.07
"371","2019-05-24",10.06
"372","2019-05-28",10.062
"373","2019-05-29",10.06
"374","2019-05-30",10.06
"375","2019-05-31",10.06
"376","2019-06-03",10.07
"377","2019-06-04",10.06
"378","2019-06-05",10.07
"379","2019-06-06",10.069
"380","2019-06-07",10.069
"381","2019-06-10",10.08
"382","2019-06-11",10.08
"383","2019-06-12",10.08
"384","2019-06-13",10.08
"385","2019-06-14",10.15
"386","2019-06-17",10.15
"387","2019-06-18",10.12
"388","2019-06-19",10.11
"389","2019-06-20",10.101
"390","2019-06-21",10.12
"391","2019-06-24",10.12
"392","2019-06-25",10.11
"393","2019-06-26",10.13
"394","2019-06-27",10.13
"395","2019-06-28",10.1
"396","2019-07-01",10.1
"397","2019-07-02",10.1
"398","2019-07-03",10.1
"399","2019-07-05",10.1
"400","2019-07-08",10.1
"401","2019-07-09",10.1
"402","2019-07-10",10.1
"403","2019-07-11",10.1
"404","2019-07-12",10.1
"405","2019-07-15",10.12
"406","2019-07-16",10.12
"407","2019-07-17",10.12
"408","2019-07-18",10.131
"409","2019-07-19",10.12
"410","2019-07-22",10.12
"411","2019-07-23",10.12
"412","2019-07-24",10.14
"413","2019-07-25",10.16
"414","2019-07-26",10.17
"415","2019-07-29",10.17
"416","2019-07-30",10.17
"417","2019-07-31",10.14
"418","2019-08-01",10.14
"419","2019-08-02",10.14
"420","2019-08-05",10.14
"421","2019-08-06",10.14
"422","2019-08-07",10.14
"423","2019-08-08",10.15
"424","2019-08-09",10.17
"425","2019-08-12",10.17
"426","2019-08-13",10.16
"427","2019-08-14",10.16
"428","2019-08-15",10.16
"429","2019-08-16",10.15
"430","2019-08-19",10.15
"431","2019-08-20",10.2
"432","2019-08-21",10.15
"433","2019-08-22",10.17
"434","2019-08-23",10.18
"435","2019-08-26",10.19
"436","2019-08-27",10.18
"437","2019-08-28",10.18
"438","2019-08-29",10.18
"439","2019-08-30",10.17
"440","2019-09-03",10.17
"441","2019-09-04",10.17
"442","2019-09-05",10.17
"443","2019-09-06",10.18
"444","2019-09-09",10.18
"445","2019-09-10",10.17
"446","2019-09-11",10.16
"447","2019-09-12",10.16
"448","2019-09-13",10.19
"449","2019-09-16",10.19
"450","2019-09-17",10.19
"451","2019-09-18",10.2
"452","2019-09-19",10.2
"453","2019-09-20",10.21
"454","2019-09-23",10.2
"455","2019-09-24",10.17
"456","2019-09-25",10.17
"457","2019-09-26",10.19
"458","2019-09-27",10.19
"459","2019-09-30",10.2
"460","2019-10-01",10.21
"461","2019-10-02",10.213
"462","2019-10-03",10.22
"463","2019-10-04",10.21
"464","2019-10-07",10.22
"465","2019-10-08",10.23
"466","2019-10-09",10.2
"467","2019-10-10",10.22
"468","2019-10-11",10.24
"469","2019-10-14",10.24
"470","2019-10-15",10.22
"471","2019-10-16",10.22
"472","2019-10-17",10.22
"473","2019-10-18",10.24
"474","2019-10-21",10.235
"475","2019-10-22",10.24
"476","2019-10-23",10.23
"477","2019-10-24",10.22
"478","2019-10-25",10.24
"479","2019-10-28",10.227
"480","2019-10-29",10.24
"481","2019-10-30",10.23
"482","2019-10-31",10.24
"483","2019-11-01",10.25
"484","2019-11-04",10.24
"485","2019-11-05",10.25
"486","2019-11-06",10.24
"487","2019-11-07",10.23
"488","2019-11-08",10.23
"489","2019-11-11",10.24
"490","2019-11-12",10.24
"491","2019-11-13",10.24
"492","2019-11-14",10.25
"493","2019-11-15",10.245
"494","2019-11-18",10.25
"495","2019-11-19",10.25
"496","2019-11-20",10.25
"497","2019-11-21",10.26
"498","2019-11-22",10.27
"499","2019-11-25",10.28
"500","2019-11-26",10.27
"501","2019-11-27",10.24
"502","2019-11-29",10.25
"503","2019-12-02",10.27
"504","2019-12-03",10.27
"505","2019-12-04",10.29
"506","2019-12-05",10.29
"507","2019-12-06",10.29
"508","2019-12-09",10.284
"509","2019-12-10",10.25
"510","2019-12-11",10.25
"511","2019-12-12",10.29
"512","2019-12-13",10.3
"513","2019-12-16",10.25
"514","2019-12-17",10.3
"515","2019-12-18",10.29
"516","2019-12-19",10.29
"517","2019-12-20",10.28
"518","2019-12-23",10.29
"519","2019-12-24",10.29
"520","2019-12-26",10.29
"521","2019-12-27",10.3
"522","2019-12-30",10.3
"523","2019-12-31",10.27
"524","2020-01-02",10.3
"525","2020-01-03",10.3
"526","2020-01-06",10.305
"527","2020-01-07",10.305
"528","2020-01-08",10.31
"529","2020-01-09",10.33
"530","2020-01-10",10.33
"531","2020-01-13",10.32
"532","2020-01-14",10.32
"533","2020-01-15",10.33
"534","2020-01-16",10.33
"535","2020-01-17",10.11
"536","2020-01-21",10.34
"537","2020-01-22",10.32
"538","2020-01-23",10.35
"539","2020-01-24",10.35
"540","2020-01-27",10.35
"541","2020-01-28",10.35
"542","2020-01-29",10.35
"543","2020-01-30",10.36
"544","2020-01-31",10.42
"545","2020-02-03",10.4
"546","2020-02-04",10.4
"547","2020-02-05",10.42
"548","2020-02-06",10.42
"549","2020-02-07",10.41
"550","2020-02-10",10.425
"551","2020-02-11",10.4
"552","2020-02-12",10.4
"553","2020-02-13",10.4
"554","2020-02-14",10.42
"555","2020-02-18",10.42
"556","2020-02-19",10.42
"557","2020-02-20",10.43
"558","2020-02-21",10.47
"559","2020-02-24",10.45
"560","2020-02-25",10.42
"561","2020-02-26",10.4
"562","2020-02-27",10.4
"563","2020-02-28",10.4
"564","2020-03-02",10.42
"565","2020-03-03",10.42
"566","2020-03-04",10.42
"567","2020-03-05",10.42
"568","2020-03-06",10.398
"569","2020-03-09",10.38
"570","2020-03-10",10.38
"571","2020-03-11",10.37
"572","2020-03-12",10.34
"573","2020-03-13",10.3
"574","2020-03-16",10.25
"575","2020-03-17",10.1
"576","2020-03-18",10.01
"577","2020-03-19",9.94
"578","2020-03-20",10.25
"579","2020-03-23",10.25
"580","2020-03-24",10.23
"581","2020-03-25",10.32
"582","2020-03-26",10.4
"583","2020-03-27",10.34
"584","2020-03-30",10.38
"585","2020-03-31",10.37
"586","2020-04-01",10.38
"587","2020-04-02",10.39
"588","2020-04-03",10.38
"589","2020-04-06",10.4
"590","2020-04-07",10.39
"591","2020-04-08",10.4
"592","2020-04-09",10.41
"593","2020-04-13",10.4
"594","2020-04-14",10.4
"595","2020-04-15",10.41
"596","2020-04-16",10.41
"597","2020-04-17",10.4
"598","2020-04-20",10.4
"599","2020-04-21",10.41
"600","2020-04-22",10.4
"601","2020-04-23",10.36
"602","2020-04-24",10.42
"603","2020-04-27",10.43
"604","2020-04-28",10.4
"605","2020-04-29",10.41
"606","2020-04-30",10.4
"607","2020-05-01",10.39
"608","2020-05-04",10.42
"609","2020-05-05",10.42
"610","2020-05-06",10.43
"611","2020-05-07",10.39
"612","2020-05-08",10.4
"613","2020-05-11",10.39
"614","2020-05-12",10.4
"615","2020-05-13",10.43
"616","2020-05-14",10.73
"617","2020-05-15",10.37
"618","2020-05-18",10.3
"619","2020-05-19",10.39
"620","2020-05-20",10.33
"621","2020-05-21",10.401
"622","2020-05-22",10.36
"623","2020-05-26",10.37
"624","2020-05-27",10.34
"625","2020-05-28",10.34
"626","2020-05-29",10.4
"627","2020-06-01",10.442
"628","2020-06-02",10.44
"629","2020-06-03",10.6
"630","2020-06-04",10.36
"631","2020-06-05",10.38
"632","2020-06-08",10.49
"633","2020-06-09",10.25
"634","2020-06-10",10.5
"635","2020-06-11",10.46
"636","2020-06-12",10.43
"637","2020-06-15",10.38
"638","2020-06-16",10.3
"639","2020-06-17",10.48
"640","2020-06-18",10.55
"641","2020-06-19",10.36
"642","2020-06-22",10.37
"643","2020-06-23",10.38
"644","2020-06-24",10.38
"645","2020-06-25",10.49
"646","2020-06-26",10.5
"647","2020-06-29",10.5
"648","2020-06-30",9.6
"649","2020-07-01",10.41
"650","2020-07-02",10.43
"651","2020-07-06",10.48
"652","2020-07-07",10.56
"653","2020-07-08",10.57
"654","2020-07-09",10.57
"655","2020-07-10",10.57
"656","2020-07-13",10.52
"657","2020-07-14",10.5
"658","2020-07-15",10.53
"659","2020-07-16",10.53
"660","2020-07-17",10.45
"661","2020-07-20",10.65
"662","2020-07-21",10.58
"663","2020-07-22",10.56
"664","2020-07-23",10.49
"665","2020-07-24",10.49
"666","2020-07-27",10.57
"667","2020-07-28",10.51
"668","2020-07-29",10.58
"669","2020-07-30",10.56
"670","2020-07-31",10.47
"671","2020-08-03",10.52
"672","2020-08-04",10.5
"673","2020-08-05",10.5
"674","2020-08-06",10.58
"675","2020-08-07",10.5
"676","2020-08-10",10.52
"677","2020-08-11",10.51
"678","2020-08-12",10.52
"679","2020-08-13",10.53
"680","2020-08-14",10.55
"681","2020-08-17",10.43
"682","2020-08-18",10.55
"683","2020-08-19",10.55
"684","2020-08-20",10.55
"685","2020-08-21",10.455
"686","2020-08-24",10.54
"687","2020-08-25",10.4
"688","2020-08-26",10.4
"689","2020-08-27",10.429
"690","2020-08-28",10.46
"691","2020-08-31",10.4
"692","2020-09-01",10.45
"693","2020-09-02",10.45
"694","2020-09-03",10.44
"695","2020-09-04",10.455
"696","2020-09-08",10.48
"697","2020-09-09",10.466
"698","2020-09-10",10.46
"699","2020-09-11",10.47
"700","2020-09-14",10.47
"701","2020-09-15",10.66
"702","2020-09-16",10.5
"703","2020-09-17",10.45
"704","2020-09-18",10.48
"705","2020-09-21",10.47
"706","2020-09-22",10.42
"707","2020-09-23",10.395
"708","2020-09-24",10.36
"709","2020-09-25",10.388
"710","2020-09-28",10.417
"711","2020-09-29",10.38
"712","2020-09-30",10.37
"713","2020-10-01",10.36
"714","2020-10-02",10.44
"715","2020-10-05",10.44
"716","2020-10-06",10.45
"717","2020-10-07",10.41
"718","2020-10-08",10.42
"719","2020-10-09",10.44
"720","2020-10-12",10.45
"721","2020-10-13",10.44
"722","2020-10-14",10.45
"723","2020-10-15",10.43
"724","2020-10-16",10.44
"725","2020-10-19",10.44
"726","2020-10-20",10.44
"727","2020-10-21",10.45
"728","2020-10-22",10.44
"729","2020-10-23",10.445
"730","2020-10-26",10.44
"731","2020-10-27",10.44
"732","2020-10-28",10.45
"733","2020-10-29",10.46
"734","2020-10-30",10.47
"735","2020-11-02",10.36
"736","2020-11-03",10.44
"737","2020-11-04",10.45
"738","2020-11-05",10.44
"739","2020-11-06",10.45
"740","2020-11-09",10.43
"741","2020-11-10",10.445
"742","2020-11-11",10.45
"743","2020-11-12",10.45
"744","2020-11-13",10.45
"745","2020-11-16",10.49
"746","2020-11-17",10.16
"747","2020-11-18",10.16
"748","2020-11-19",8.055
"749","2020-11-20",8.095
"750","2020-11-23",NA
"751","2020-11-24",65600
"752","2020-11-25",65500
"753","2020-11-27",65800
