"","date","ACER"
"392","2008-07-23",533.333313
"393","2008-07-24",533.333313
"394","2008-07-25",503.333344
"395","2008-07-28",496.666656
"396","2008-07-29",490
"397","2008-07-30",490
"398","2008-07-31",490
"399","2008-08-01",553.333313
"400","2008-08-04",550
"401","2008-08-05",530
"402","2008-08-06",556.666687
"403","2008-08-07",513.333313
"404","2008-08-08",536.666687
"405","2008-08-11",536.666687
"406","2008-08-12",570
"407","2008-08-13",566.666687
"408","2008-08-14",563.333313
"409","2008-08-15",536.666687
"410","2008-08-18",536.666687
"411","2008-08-19",516.666687
"412","2008-08-20",570
"413","2008-08-21",533.333313
"414","2008-08-22",583.333313
"415","2008-08-25",583.333313
"416","2008-08-26",613.333313
"417","2008-08-27",666.666687
"418","2008-08-28",663.333313
"419","2008-08-29",690
"420","2008-09-02",716.666687
"421","2008-09-03",710
"422","2008-09-04",670
"423","2008-09-05",670
"424","2008-09-08",573.333313
"425","2008-09-09",666.666687
"426","2008-09-10",650
"427","2008-09-11",640
"428","2008-09-12",630
"429","2008-09-15",620
"430","2008-09-16",623.333313
"431","2008-09-17",616.666687
"432","2008-09-18",780
"433","2008-09-19",73.333336
"434","2008-09-22",80
"435","2008-09-23",76.666664
"436","2008-09-24",76.666664
"437","2008-09-25",76.666664
"438","2008-09-26",70
"439","2008-09-29",66.666664
"440","2008-09-30",56.666668
"441","2008-10-01",53.333332
"442","2008-10-02",66.666664
"443","2008-10-03",106.666664
"444","2008-10-06",116.666664
"445","2008-10-07",73.333336
"446","2008-10-08",93.333336
"447","2008-10-09",76.666664
"448","2008-10-10",76.666664
"449","2008-10-13",70
"450","2008-10-14",66.666664
"451","2008-10-15",73.333336
"452","2008-10-16",73.333336
"453","2008-10-17",73.333336
"454","2008-10-20",66.666664
"455","2008-10-21",80
"456","2008-10-22",83.333336
"457","2008-10-23",83.333336
"458","2008-10-24",83.333336
"459","2008-10-27",76.666664
"460","2008-10-28",76.666664
"461","2008-10-29",73.333336
"462","2008-10-30",70
"463","2008-10-31",66.666664
"464","2008-11-03",66.666664
"465","2008-11-04",66.666664
"466","2008-11-05",70
"467","2008-11-06",60
"468","2008-11-07",63.333332
"469","2008-11-10",66.666664
"470","2008-11-11",63.333332
"471","2008-11-12",66.666664
"472","2008-11-13",53.333332
"473","2008-11-14",53.333332
"474","2008-11-17",53.333332
"475","2008-11-18",46.666668
"476","2008-11-19",43.333332
"477","2008-11-20",46.666668
"478","2008-11-21",40
"479","2008-11-24",40
"480","2008-11-25",36.666668
"481","2008-11-26",36.666668
"482","2008-11-28",30
"483","2008-12-01",40
"484","2008-12-02",50
"485","2008-12-03",63.333332
"486","2008-12-04",56.666668
"487","2008-12-05",63.333332
"488","2008-12-08",56.666668
"489","2008-12-09",60
"490","2008-12-10",56.666668
"491","2008-12-11",60
"492","2008-12-12",53.333332
"493","2008-12-15",46.666668
"494","2008-12-16",46.666668
"495","2008-12-17",50
"496","2008-12-18",53.333332
"497","2008-12-19",56.666668
"498","2008-12-22",43.333332
"499","2008-12-23",66.666664
"500","2008-12-24",56.666668
"501","2008-12-26",50
"502","2008-12-29",53.333332
"503","2008-12-30",60
"504","2008-12-31",63.333332
"505","2009-01-02",53.333332
"506","2009-01-05",90
"507","2009-01-06",110
"508","2009-01-07",110
"509","2009-01-08",86.666664
"510","2009-01-09",93.333336
"511","2009-01-12",83.333336
"512","2009-01-13",96.666664
"513","2009-01-14",76.666664
"514","2009-01-15",80
"515","2009-01-16",73.333336
"516","2009-01-20",90
"517","2009-01-21",93.333336
"518","2009-01-22",116.666664
"519","2009-01-23",143.333328
"520","2009-01-26",136.666672
"521","2009-01-27",113.333336
"522","2009-01-28",120
"523","2009-01-29",130
"524","2009-01-30",190
"525","2009-02-02",156.666672
"526","2009-02-03",173.333328
"527","2009-02-04",150
"528","2009-02-05",163.333328
"529","2009-02-06",156.666672
"530","2009-02-09",136.666672
"531","2009-02-10",126.666664
"532","2009-02-11",126.666664
"533","2009-02-12",126.666664
"534","2009-02-13",126.666664
"535","2009-02-17",123.333336
"536","2009-02-18",116.666664
"537","2009-02-19",113.333336
"538","2009-02-20",116.666664
"539","2009-02-23",100
"540","2009-02-24",113.333336
"541","2009-02-25",110
"542","2009-02-26",100
"543","2009-02-27",83.333336
"544","2009-03-02",100
"545","2009-03-03",100
"546","2009-03-04",96.666664
"547","2009-03-05",93.333336
"548","2009-03-06",100
"549","2009-03-09",113.333336
"550","2009-03-10",106.666664
"551","2009-03-11",100
"552","2009-03-12",120
"553","2009-03-13",126.666664
"554","2009-03-16",100
"555","2009-03-17",133.333328
"556","2009-03-18",150
"557","2009-03-19",140
"558","2009-03-20",113.333336
"559","2009-03-23",143.333328
"560","2009-03-24",130
"561","2009-03-25",130
"562","2009-03-26",143.333328
"563","2009-03-27",130
"564","2009-03-30",146.666672
"565","2009-03-31",136.666672
"566","2009-04-01",123.333336
"567","2009-04-02",136.666672
"568","2009-04-03",130
"569","2009-04-06",136.666672
"570","2009-04-07",143.333328
"571","2009-04-08",136.666672
"572","2009-04-09",140
"573","2009-04-13",130
"574","2009-04-14",133.333328
"575","2009-04-15",130
"576","2009-04-16",140
"577","2009-04-17",160
"578","2009-04-20",146.666672
"579","2009-04-21",136.666672
"580","2009-04-22",133.333328
"581","2009-04-23",130
"582","2009-04-24",133.333328
"583","2009-04-27",130
"584","2009-04-28",143.333328
"585","2009-04-29",136.666672
"586","2009-04-30",130
"587","2009-05-01",123.333336
"588","2009-05-04",130
"589","2009-05-05",130
"590","2009-05-06",133.333328
"591","2009-05-07",126.666664
"592","2009-05-08",133.333328
"593","2009-05-11",136.666672
"594","2009-05-12",140
"595","2009-05-13",126.666664
"596","2009-05-14",120
"597","2009-05-15",120
"598","2009-05-18",130
"599","2009-05-19",126.666664
"600","2009-05-20",133.333328
"601","2009-05-21",126.666664
"602","2009-05-22",130
"603","2009-05-26",133.333328
"604","2009-05-27",150
"605","2009-05-28",166.666672
"606","2009-05-29",143.333328
"607","2009-06-01",150
"608","2009-06-02",153.333328
"609","2009-06-03",166.666672
"610","2009-06-04",210
"611","2009-06-05",176.666672
"612","2009-06-08",186.666672
"613","2009-06-09",186.666672
"614","2009-06-10",213.333328
"615","2009-06-11",220
"616","2009-06-12",190
"617","2009-06-15",193.333328
"618","2009-06-16",200
"619","2009-06-17",163.333328
"620","2009-06-18",156.666672
"621","2009-06-19",163.333328
"622","2009-06-22",163.333328
"623","2009-06-23",153.333328
"624","2009-06-24",150
"625","2009-06-25",166.666672
"626","2009-06-26",166.666672
"627","2009-06-29",160
"628","2009-06-30",163.333328
"629","2009-07-01",153.333328
"630","2009-07-02",136.666672
"631","2009-07-06",136.666672
"632","2009-07-07",133.333328
"633","2009-07-08",123.333336
"634","2009-07-09",140
"635","2009-07-10",133.333328
"636","2009-07-13",140
"637","2009-07-14",150
"638","2009-07-15",150
"639","2009-07-16",146.666672
"640","2009-07-17",136.666672
"641","2009-07-20",143.333328
"642","2009-07-21",146.666672
"643","2009-07-22",136.666672
"644","2009-07-23",140
"645","2009-07-24",150
"646","2009-07-27",153.333328
"647","2009-07-28",166.666672
"648","2009-07-29",166.666672
"649","2009-07-30",173.333328
"650","2009-07-31",173.333328
"651","2009-08-03",156.666672
"652","2009-08-04",153.333328
"653","2009-08-05",173.333328
"654","2009-08-06",156.666672
"655","2009-08-07",670
"656","2009-08-10",716.666687
"657","2009-08-11",620
"658","2009-08-12",573.333313
"659","2009-08-13",486.666656
"660","2009-08-14",416.666656
"661","2009-08-17",466.666656
"662","2009-08-18",460
"663","2009-08-19",463.333344
"664","2009-08-20",466.666656
"665","2009-08-21",456.666656
"666","2009-08-24",443.333344
"667","2009-08-25",470
"668","2009-08-26",490
"669","2009-08-27",486.666656
"670","2009-08-28",480
"671","2009-08-31",483.333344
"672","2009-09-01",440
"673","2009-09-02",440
"674","2009-09-03",496.666656
"675","2009-09-04",510
"676","2009-09-08",1886.666626
"677","2009-09-09",1333.333374
"678","2009-09-10",1420
"679","2009-09-11",1366.666626
"680","2009-09-14",1333.333374
"681","2009-09-15",1313.333374
"682","2009-09-16",1336.666626
"683","2009-09-17",1196.666626
"684","2009-09-18",1250
"685","2009-09-21",1203.333374
"686","2009-09-22",1153.333374
"687","2009-09-23",1296.666626
"688","2009-09-24",1246.666626
"689","2009-09-25",1243.333374
"690","2009-09-28",1243.333374
"691","2009-09-29",1190
"692","2009-09-30",1150
"693","2009-10-01",1136.666626
"694","2009-10-02",1053.333374
"695","2009-10-05",1086.666626
"696","2009-10-06",1023.333313
"697","2009-10-07",1053.333374
"698","2009-10-08",1010
"699","2009-10-09",1010
"700","2009-10-12",993.333313
"701","2009-10-13",990
"702","2009-10-14",1036.666626
"703","2009-10-15",1033.333374
"704","2009-10-16",1016.666687
"705","2009-10-19",983.333313
"706","2009-10-20",893.333313
"707","2009-10-21",853.333313
"708","2009-10-22",806.666687
"709","2009-10-23",773.333313
"710","2009-10-26",846.666687
"711","2009-10-27",766.666687
"712","2009-10-28",693.333313
"713","2009-10-29",710
"714","2009-10-30",673.333313
"715","2009-11-02",650
"716","2009-11-03",650
"717","2009-11-04",693.333313
"718","2009-11-05",700
"719","2009-11-06",716.666687
"720","2009-11-09",743.333313
"721","2009-11-10",740
"722","2009-11-11",700
"723","2009-11-12",696.666687
"724","2009-11-13",700
"725","2009-11-16",736.666687
"726","2009-11-17",730
"727","2009-11-18",700
"728","2009-11-19",680
"729","2009-11-20",683.333313
"730","2009-11-23",660
"731","2009-11-24",693.333313
"732","2009-11-25",683.333313
"733","2009-11-27",663.333313
"734","2009-11-30",683.333313
"735","2009-12-01",700
"736","2009-12-02",1063.333374
"737","2009-12-03",926.666687
"738","2009-12-04",836.666687
"739","2009-12-07",816.666687
"740","2009-12-08",843.333313
"741","2009-12-09",770
"742","2009-12-10",633.333313
"743","2009-12-11",646.666687
"744","2009-12-14",636.666687
"745","2009-12-15",640
"746","2009-12-16",640
"747","2009-12-17",583.333313
"748","2009-12-18",596.666687
"749","2009-12-21",600
"750","2009-12-22",660
"751","2009-12-23",663.333313
"752","2009-12-24",660
"753","2009-12-28",633.333313
"754","2009-12-29",620
"755","2009-12-30",613.333313
"756","2009-12-31",633.333313
"757","2010-01-04",663.333313
"758","2010-01-05",643.333313
"759","2010-01-06",640
"760","2010-01-07",726.666687
"761","2010-01-08",793.333313
"762","2010-01-11",753.333313
"763","2010-01-12",726.666687
"764","2010-01-13",746.666687
"765","2010-01-14",773.333313
"766","2010-01-15",800
"767","2010-01-19",790
"768","2010-01-20",773.333313
"769","2010-01-21",730
"770","2010-01-22",690
"771","2010-01-25",653.333313
"772","2010-01-26",630
"773","2010-01-27",673.333313
"774","2010-01-28",646.666687
"775","2010-01-29",633.333313
"776","2010-02-01",640
"777","2010-02-02",676.666687
"778","2010-02-03",683.333313
"779","2010-02-04",653.333313
"780","2010-02-05",640
"781","2010-02-08",643.333313
"782","2010-02-09",650
"783","2010-02-10",646.666687
"784","2010-02-11",643.333313
"785","2010-02-12",700
"786","2010-02-16",706.666687
"787","2010-02-17",666.666687
"788","2010-02-18",666.666687
"789","2010-02-19",673.333313
"790","2010-02-22",666.666687
"791","2010-02-23",640
"792","2010-02-24",626.666687
"793","2010-02-25",643.333313
"794","2010-02-26",643.333313
"795","2010-03-01",673.333313
"796","2010-03-02",660
"797","2010-03-03",720
"798","2010-03-04",676.666687
"799","2010-03-05",693.333313
"800","2010-03-08",663.333313
"801","2010-03-09",663.333313
"802","2010-03-10",676.666687
"803","2010-03-11",663.333313
"804","2010-03-12",676.666687
"805","2010-03-15",663.333313
"806","2010-03-16",653.333313
"807","2010-03-17",660
"808","2010-03-18",650
"809","2010-03-19",643.333313
"810","2010-03-22",643.333313
"811","2010-03-23",656.666687
"812","2010-03-24",663.333313
"813","2010-03-25",650
"814","2010-03-26",653.333313
"815","2010-03-29",643.333313
"816","2010-03-30",756.666687
"817","2010-03-31",696.666687
"818","2010-04-01",703.333313
"819","2010-04-05",736.666687
"820","2010-04-06",840
"821","2010-04-07",866.666687
"822","2010-04-08",866.666687
"823","2010-04-09",803.333313
"824","2010-04-12",796.666687
"825","2010-04-13",960
"826","2010-04-14",890
"827","2010-04-15",806.666687
"828","2010-04-16",790
"829","2010-04-19",776.666687
"830","2010-04-20",766.666687
"831","2010-04-21",783.333313
"832","2010-04-22",806.666687
"833","2010-04-23",783.333313
"834","2010-04-26",770
"835","2010-04-27",726.666687
"836","2010-04-28",723.333313
"837","2010-04-29",770
"838","2010-04-30",750
"839","2010-05-03",806.666687
"840","2010-05-04",750
"841","2010-05-05",720
"842","2010-05-06",680
"843","2010-05-07",653.333313
"844","2010-05-10",673.333313
"845","2010-05-11",730
"846","2010-05-12",733.333313
"847","2010-05-13",716.666687
"848","2010-05-14",670
"849","2010-05-17",656.666687
"850","2010-05-18",676.666687
"851","2010-05-19",650
"852","2010-05-20",596.666687
"853","2010-05-21",603.333313
"854","2010-05-24",580
"855","2010-05-25",563.333313
"856","2010-05-26",563.333313
"857","2010-05-27",576.666687
"858","2010-05-28",586.666687
"859","2010-06-01",520
"860","2010-06-02",556.666687
"861","2010-06-03",560
"862","2010-06-04",563.333313
"863","2010-06-07",526.666687
"864","2010-06-08",506.666656
"865","2010-06-09",536.666687
"866","2010-06-10",523.333313
"867","2010-06-11",550
"868","2010-06-14",540
"869","2010-06-15",570
"870","2010-06-16",600
"871","2010-06-17",603.333313
"872","2010-06-18",593.333313
"873","2010-06-21",586.666687
"874","2010-06-22",580
"875","2010-06-23",553.333313
"876","2010-06-24",550
"877","2010-06-25",563.333313
"878","2010-06-28",536.666687
"879","2010-06-29",493.333344
"880","2010-06-30",480
"881","2010-07-01",463.333344
"882","2010-07-02",486.666656
"883","2010-07-06",493.333344
"884","2010-07-07",520
"885","2010-07-08",526.666687
"886","2010-07-09",550
"887","2010-07-12",543.333313
"888","2010-07-13",543.333313
"889","2010-07-14",540
"890","2010-07-15",523.333313
"891","2010-07-16",496.666656
"892","2010-07-19",486.666656
"893","2010-07-20",483.333344
"894","2010-07-21",510
"895","2010-07-22",566.666687
"896","2010-07-23",576.666687
"897","2010-07-26",583.333313
"898","2010-07-27",546.666687
"899","2010-07-28",503.333344
"900","2010-07-29",506.666656
"901","2010-07-30",500
"902","2010-08-02",516.666687
"903","2010-08-03",503.333344
"904","2010-08-04",510
"905","2010-08-05",510
"906","2010-08-06",510
"907","2010-08-09",506.666656
"908","2010-08-10",490
"909","2010-08-11",436.666656
"910","2010-08-12",410
"911","2010-08-13",380
"912","2010-08-16",383.333344
"913","2010-08-17",350
"914","2010-08-18",390
"915","2010-08-19",386.666656
"916","2010-08-20",386.666656
"917","2010-08-23",390
"918","2010-08-24",396.666656
"919","2010-08-25",396.666656
"920","2010-08-26",413.333344
"921","2010-08-27",373.333344
"922","2010-08-30",383.333344
"923","2010-08-31",376.666656
"924","2010-09-01",373.333344
"925","2010-09-02",360
"926","2010-09-03",366.666656
"927","2010-09-07",363.333344
"928","2010-09-08",363.333344
"929","2010-09-09",353.333344
"930","2010-09-10",366.666656
"931","2010-09-13",526.666687
"932","2010-09-14",596.666687
"933","2010-09-15",536.666687
"934","2010-09-16",543.333313
"935","2010-09-17",513.333313
"936","2010-09-20",473.333344
"937","2010-09-21",456.666656
"938","2010-09-22",500
"939","2010-09-23",466.666656
"940","2010-09-24",470
"941","2010-09-27",530
"942","2010-09-28",543.333313
"943","2010-09-29",520
"944","2010-09-30",510
"945","2010-10-01",523.333313
"946","2010-10-04",520
"947","2010-10-05",513.333313
"948","2010-10-06",506.666656
"949","2010-10-07",503.333344
"950","2010-10-08",510
"951","2010-10-11",503.333344
"952","2010-10-12",530
"953","2010-10-13",516.666687
"954","2010-10-14",503.333344
"955","2010-10-15",503.333344
"956","2010-10-18",510
"957","2010-10-19",500
"958","2010-10-20",503.333344
"959","2010-10-21",530
"960","2010-10-22",510
"961","2010-10-25",503.333344
"962","2010-10-26",496.666656
"963","2010-10-27",490
"964","2010-10-28",490
"965","2010-10-29",503.333344
"966","2010-11-01",486.666656
"967","2010-11-02",486.666656
"968","2010-11-03",476.666656
"969","2010-11-04",466.666656
"970","2010-11-05",470
"971","2010-11-08",483.333344
"972","2010-11-09",480
"973","2010-11-10",493.333344
"974","2010-11-11",493.333344
"975","2010-11-12",466.666656
"976","2010-11-15",476.666656
"977","2010-11-16",453.333344
"978","2010-11-17",440
"979","2010-11-18",443.333344
"980","2010-11-19",433.333344
"981","2010-11-22",470
"982","2010-11-23",446.666656
