"","date","MDLA"
"1","2019-07-19",37.049999
"2","2019-07-22",36
"3","2019-07-23",36.73
"4","2019-07-24",40.540001
"5","2019-07-25",41.5
"6","2019-07-26",43
"7","2019-07-29",42.279999
"8","2019-07-30",41.080002
"9","2019-07-31",39.849998
"10","2019-08-01",37.959999
"11","2019-08-02",39.869999
"12","2019-08-05",38.32
"13","2019-08-06",37.619999
"14","2019-08-07",38.18
"15","2019-08-08",37
"16","2019-08-09",37.43
"17","2019-08-12",39.330002
"18","2019-08-13",41.450001
"19","2019-08-14",41.290001
"20","2019-08-15",40.09
"21","2019-08-16",39.650002
"22","2019-08-19",37.68
"23","2019-08-20",36.720001
"24","2019-08-21",37.41
"25","2019-08-22",37.23
"26","2019-08-23",37.759998
"27","2019-08-26",37.610001
"28","2019-08-27",38.349998
"29","2019-08-28",35.450001
"30","2019-08-29",35.889999
"31","2019-08-30",35.619999
"32","2019-09-03",34.200001
"33","2019-09-04",36.900002
"34","2019-09-05",36.48
"35","2019-09-06",34.169998
"36","2019-09-09",28.48
"37","2019-09-10",28.99
"38","2019-09-11",28.4
"39","2019-09-12",26.26
"40","2019-09-13",30.08
"41","2019-09-16",30.42
"42","2019-09-17",31.299999
"43","2019-09-18",31.25
"44","2019-09-19",30.040001
"45","2019-09-20",30.120001
"46","2019-09-23",30.309999
"47","2019-09-24",30.190001
"48","2019-09-25",30.66
"49","2019-09-26",29.5
"50","2019-09-27",27.51
"51","2019-09-30",27.43
"52","2019-10-01",26.41
"53","2019-10-02",27.709999
"54","2019-10-03",28.620001
"55","2019-10-04",29.799999
"56","2019-10-07",29.41
"57","2019-10-08",27.709999
"58","2019-10-09",27.530001
"59","2019-10-10",28.07
"60","2019-10-11",29.48
"61","2019-10-14",29.07
"62","2019-10-15",29.129999
"63","2019-10-16",27.360001
"64","2019-10-17",28.290001
"65","2019-10-18",28.52
"66","2019-10-21",26.299999
"67","2019-10-22",24.24
"68","2019-10-23",25.35
"69","2019-10-24",27.290001
"70","2019-10-25",27.15
"71","2019-10-28",28.200001
"72","2019-10-29",28.49
"73","2019-10-30",29.379999
"74","2019-10-31",29.08
"75","2019-11-01",29.77
"76","2019-11-04",30.16
"77","2019-11-05",29.389999
"78","2019-11-06",28.76
"79","2019-11-07",27.74
"80","2019-11-08",28.07
"81","2019-11-11",28.09
"82","2019-11-12",29.48
"83","2019-11-13",30.99
"84","2019-11-14",29.969999
"85","2019-11-15",30.129999
"86","2019-11-18",30.799999
"87","2019-11-19",30.68
"88","2019-11-20",31.709999
"89","2019-11-21",32.34
"90","2019-11-22",31.15
"91","2019-11-25",32
"92","2019-11-26",30.530001
"93","2019-11-27",30.559999
"94","2019-11-29",30.360001
"95","2019-12-02",30.809999
"96","2019-12-03",31.57
"97","2019-12-04",29.17
"98","2019-12-05",29.860001
"99","2019-12-06",28.01
"100","2019-12-09",28.799999
"101","2019-12-10",28.23
"102","2019-12-11",28.5
"103","2019-12-12",31.969999
"104","2019-12-13",31.629999
"105","2019-12-16",31.23
"106","2019-12-17",32.009998
"107","2019-12-18",31.440001
"108","2019-12-19",31.41
"109","2019-12-20",32.279999
"110","2019-12-23",31.530001
"111","2019-12-24",31.209999
"112","2019-12-26",31.74
"113","2019-12-27",31.66
"114","2019-12-30",31.870001
"115","2019-12-31",31.110001
"116","2020-01-02",31.01
"117","2020-01-03",29.959999
"118","2020-01-06",30.709999
"119","2020-01-07",30.950001
"120","2020-01-08",31.48
"121","2020-01-09",33.689999
"122","2020-01-10",33.459999
"123","2020-01-13",31.65
"124","2020-01-14",32.5
"125","2020-01-15",31.17
"126","2020-01-16",31.93
"127","2020-01-17",31.77
"128","2020-01-21",31.1
"129","2020-01-22",31.42
"130","2020-01-23",31.129999
"131","2020-01-24",30.629999
"132","2020-01-27",29.84
"133","2020-01-28",29.620001
"134","2020-01-29",29.190001
"135","2020-01-30",28.85
"136","2020-01-31",28.219999
"137","2020-02-03",28.84
"138","2020-02-04",28.01
"139","2020-02-05",27.790001
"140","2020-02-06",28.08
"141","2020-02-07",28.92
"142","2020-02-10",28.889999
"143","2020-02-11",29.75
"144","2020-02-12",29.75
"145","2020-02-13",29.49
"146","2020-02-14",30.5
"147","2020-02-18",30.799999
"148","2020-02-19",30.540001
"149","2020-02-20",30.68
"150","2020-02-21",30.43
"151","2020-02-24",29.379999
"152","2020-02-25",27.389999
"153","2020-02-26",26.15
"154","2020-02-27",25.34
"155","2020-02-28",24.809999
"156","2020-03-02",25.200001
"157","2020-03-03",24.41
"158","2020-03-04",25.190001
"159","2020-03-05",23.639999
"160","2020-03-06",22.48
"161","2020-03-09",18.290001
"162","2020-03-10",21.290001
"163","2020-03-11",19.85
"164","2020-03-12",19.049999
"165","2020-03-13",20.41
"166","2020-03-16",19.84
"167","2020-03-17",19.6
"168","2020-03-18",19.48
"169","2020-03-19",19.93
"170","2020-03-20",21.049999
"171","2020-03-23",21.25
"172","2020-03-24",22.059999
"173","2020-03-25",23.370001
"174","2020-03-26",22.84
"175","2020-03-27",21.73
"176","2020-03-30",20.620001
"177","2020-03-31",20.040001
"178","2020-04-01",17.91
"179","2020-04-02",17.25
"180","2020-04-03",16.83
"181","2020-04-06",17.99
"182","2020-04-07",18.469999
"183","2020-04-08",19.35
"184","2020-04-09",20
"185","2020-04-13",19.440001
"186","2020-04-14",20.52
"187","2020-04-15",19.1
"188","2020-04-16",20.08
"189","2020-04-17",21.440001
"190","2020-04-20",21.040001
"191","2020-04-21",20.57
"192","2020-04-22",22.1
"193","2020-04-23",21.74
"194","2020-04-24",21.639999
"195","2020-04-27",21.99
"196","2020-04-28",20.98
"197","2020-04-29",22.1
"198","2020-04-30",21.48
"199","2020-05-01",20.370001
"200","2020-05-04",20.620001
"201","2020-05-05",21.16
"202","2020-05-06",21.469999
"203","2020-05-07",22.67
"204","2020-05-08",23.73
"205","2020-05-11",23.85
"206","2020-05-12",23.26
"207","2020-05-13",23.610001
"208","2020-05-14",23.370001
"209","2020-05-15",24.67
"210","2020-05-18",25.84
"211","2020-05-19",27
"212","2020-05-20",26.73
"213","2020-05-21",26.74
"214","2020-05-22",26.969999
"215","2020-05-26",27.879999
"216","2020-05-27",27.969999
"217","2020-05-28",27.33
"218","2020-05-29",28.280001
"219","2020-06-01",29.9
"220","2020-06-02",29.6
"221","2020-06-03",26.01
"222","2020-06-04",24.459999
"223","2020-06-05",24.549999
"224","2020-06-08",27.530001
"225","2020-06-09",27.379999
"226","2020-06-10",26.809999
"227","2020-06-11",25.549999
"228","2020-06-12",26.01
"229","2020-06-15",27
"230","2020-06-16",26.879999
"231","2020-06-17",27.24
"232","2020-06-18",26.389999
"233","2020-06-19",27.129999
"234","2020-06-22",27.809999
"235","2020-06-23",27.940001
"236","2020-06-24",26.549999
"237","2020-06-25",27.5
"238","2020-06-26",26.25
"239","2020-06-29",25.01
"240","2020-06-30",25.24
"241","2020-07-01",27.41
"242","2020-07-02",27.93
"243","2020-07-06",27.84
"244","2020-07-07",28.52
"245","2020-07-08",29.41
"246","2020-07-09",31.82
"247","2020-07-10",30.049999
"248","2020-07-13",28.09
"249","2020-07-14",27.09
"250","2020-07-15",27.459999
"251","2020-07-16",27.1
"252","2020-07-17",27.91
"253","2020-07-20",29.58
"254","2020-07-21",29.82
"255","2020-07-22",29.91
"256","2020-07-23",30.35
"257","2020-07-24",29.75
"258","2020-07-27",31.58
"259","2020-07-28",30.280001
"260","2020-07-29",31.209999
"261","2020-07-30",30.52
"262","2020-07-31",30.73
"263","2020-08-03",30.25
"264","2020-08-04",30.48
"265","2020-08-05",31.09
"266","2020-08-06",30.790001
"267","2020-08-07",30.450001
"268","2020-08-10",30.23
"269","2020-08-11",30.27
"270","2020-08-12",30.58
"271","2020-08-13",30.83
"272","2020-08-14",30.92
"273","2020-08-17",30.370001
"274","2020-08-18",31.49
"275","2020-08-19",31.23
"276","2020-08-20",31.34
"277","2020-08-21",32.139999
"278","2020-08-24",32.580002
"279","2020-08-25",33.619999
"280","2020-08-26",34.16
"281","2020-08-27",34.540001
"282","2020-08-28",35.369999
"283","2020-08-31",36.189999
"284","2020-09-01",37.900002
"285","2020-09-02",40.200001
"286","2020-09-03",33.830002
"287","2020-09-04",31.35
"288","2020-09-08",32.490002
"289","2020-09-09",32.509998
"290","2020-09-10",31.6
"291","2020-09-11",30.91
"292","2020-09-14",31.17
"293","2020-09-15",29.15
"294","2020-09-16",27.440001
"295","2020-09-17",26.719999
"296","2020-09-18",26.24
"297","2020-09-21",26.969999
"298","2020-09-22",27.27
"299","2020-09-23",26.030001
"300","2020-09-24",26.469999
"301","2020-09-25",27.32
"302","2020-09-28",27.73
"303","2020-09-29",27.75
"304","2020-09-30",27.42
"305","2020-10-01",28.049999
"306","2020-10-02",27.219999
"307","2020-10-05",28.049999
"308","2020-10-06",28.879999
"309","2020-10-07",30.280001
"310","2020-10-08",30.280001
"311","2020-10-09",32.150002
"312","2020-10-12",31.379999
"313","2020-10-13",31.280001
"314","2020-10-14",31.25
"315","2020-10-15",30.43
"316","2020-10-16",31.18
"317","2020-10-19",31.48
"318","2020-10-20",30.84
"319","2020-10-21",29.98
"320","2020-10-22",31.48
"321","2020-10-23",32.07
"322","2020-10-26",31.030001
"323","2020-10-27",30.25
"324","2020-10-28",29.17
"325","2020-10-29",29.59
"326","2020-10-30",28.450001
"327","2020-11-02",26.969999
"328","2020-11-03",28.33
"329","2020-11-04",28.26
"330","2020-11-05",29.67
"331","2020-11-06",29.59
"332","2020-11-09",31.040001
"333","2020-11-10",29.99
"334","2020-11-11",30.709999
"335","2020-11-12",30.09
"336","2020-11-13",31
"337","2020-11-16",31.15
"338","2020-11-17",32.75
"339","2020-11-18",32.709999
"340","2020-11-19",33.889999
"341","2020-11-20",33.549999
"342","2020-11-23",34.200001
"343","2020-11-24",33.630001
"344","2020-11-25",34.509998
"345","2020-11-27",35.150002
