"","date","PTRS"
"157","2018-02-08",12.55
"158","2018-02-09",12.5
"159","2018-02-12",12.6
"160","2018-02-13",12.6
"161","2018-02-14",12.6
"162","2018-02-15",12.6
"163","2018-02-16",12.6
"164","2018-02-20",12.5
"165","2018-02-21",12.5
"166","2018-02-22",12.5
"167","2018-02-23",13
"168","2018-02-26",12.6
"169","2018-02-27",12.6
"170","2018-02-28",12.6
"171","2018-03-01",12.6
"172","2018-03-02",12.6
"173","2018-03-05",12.6
"174","2018-03-06",12.6
"175","2018-03-07",12.6
"176","2018-03-08",12.56
"177","2018-03-09",12.56
"178","2018-03-12",12.56
"179","2018-03-13",12.75
"180","2018-03-14",12.56
"181","2018-03-15",12.56
"182","2018-03-16",12.56
"183","2018-03-19",12.56
"184","2018-03-20",12.56
"185","2018-03-21",12.56
"186","2018-03-22",12.56
"187","2018-03-23",12.56
"188","2018-03-26",12.56
"189","2018-03-27",12.75
"190","2018-03-28",12.75
"191","2018-03-29",12.9
"192","2018-04-02",12.9
"193","2018-04-03",12.9
"194","2018-04-04",12.9
"195","2018-04-05",13
"196","2018-04-06",13
"197","2018-04-09",13
"198","2018-04-10",13
"199","2018-04-11",13
"200","2018-04-12",13
"201","2018-04-13",13
"202","2018-04-16",13.25
"203","2018-04-17",13.25
"204","2018-04-18",13.25
"205","2018-04-19",13.25
"206","2018-04-20",13.25
"207","2018-04-23",13
"208","2018-04-24",13
"209","2018-04-25",13
"210","2018-04-26",13.5
"211","2018-04-27",12.85
"212","2018-04-30",12.95
"213","2018-05-01",12.95
"214","2018-05-02",12.95
"215","2018-05-03",12.95
"216","2018-05-04",12.95
"217","2018-05-07",12.95
"218","2018-05-08",12.95
"219","2018-05-09",12.95
"220","2018-05-10",12.95
"221","2018-05-11",12.95
"222","2018-05-14",12.85
"223","2018-05-15",12.92
"224","2018-05-16",12.92
"225","2018-05-17",12.92
"226","2018-05-18",12.92
"227","2018-05-21",12.92
"228","2018-05-22",12.92
"229","2018-05-23",12.92
"230","2018-05-24",12.92
"231","2018-05-25",12.92
"232","2018-05-29",12.92
"233","2018-05-30",13.5
"234","2018-05-31",13.5
"235","2018-06-01",13.5
"236","2018-06-04",13.5
"237","2018-06-05",13.5
"238","2018-06-06",13.5
"239","2018-06-07",13.5
"240","2018-06-08",13.5
"241","2018-06-11",13.5
"242","2018-06-12",13.5
"243","2018-06-13",13.5
"244","2018-06-14",13.5
"245","2018-06-15",13.5
"246","2018-06-18",13.5
"247","2018-06-19",12.85
"248","2018-06-20",12.85
"249","2018-06-21",12.85
"250","2018-06-22",12.85
"251","2018-06-25",12.85
"252","2018-06-26",13.05
"253","2018-06-27",13.1
"254","2018-06-28",13.1
"255","2018-06-29",13.1
"256","2018-07-02",13.1
"257","2018-07-03",13.1
"258","2018-07-05",13.1
"259","2018-07-06",13.1
"260","2018-07-09",13.1
"261","2018-07-10",13.1
"262","2018-07-11",13.1
"263","2018-07-12",13.1
"264","2018-07-13",13.1
"265","2018-07-16",13.1
"266","2018-07-17",13.1
"267","2018-07-18",13.1
"268","2018-07-19",13.1
"269","2018-07-20",13.1
"270","2018-07-23",13.1
"271","2018-07-24",13.1
"272","2018-07-25",13.1
"273","2018-07-26",13
"274","2018-07-27",13
"275","2018-07-30",13
"276","2018-07-31",12.85
"277","2018-08-01",12.85
"278","2018-08-02",12.85
"279","2018-08-03",12.85
"280","2018-08-06",12.85
"281","2018-08-07",12.85
"282","2018-08-08",12.85
"283","2018-08-09",12.85
"284","2018-08-10",12.85
"285","2018-08-13",12.85
"286","2018-08-14",12.85
"287","2018-08-15",12.85
"288","2018-08-16",12.85
"289","2018-08-17",12.85
"290","2018-08-20",13.2
"291","2018-08-21",13.2
"292","2018-08-22",13.2
"293","2018-08-23",13.2
"294","2018-08-24",13.2
"295","2018-08-27",13.2
"296","2018-08-28",13.2
"297","2018-08-29",13.3
"298","2018-08-30",13.3
"299","2018-08-31",13.35
"300","2018-09-04",13.75
"301","2018-09-05",13.75
"302","2018-09-06",13.75
"303","2018-09-07",13.75
"304","2018-09-10",13.75
"305","2018-09-11",13.75
"306","2018-09-12",13.75
"307","2018-09-13",13.75
"308","2018-09-14",13.75
"309","2018-09-17",13
"310","2018-09-18",13
"311","2018-09-19",13.25
"312","2018-09-20",13.25
"313","2018-09-21",13.25
"314","2018-09-24",13.25
"315","2018-09-25",13.25
"316","2018-09-26",13.25
"317","2018-09-27",13.25
"318","2018-09-28",13.25
"319","2018-10-01",13.25
"320","2018-10-02",13.25
"321","2018-10-03",13.25
"322","2018-10-04",13
"323","2018-10-05",13
"324","2018-10-08",13.05
"325","2018-10-09",13.05
"326","2018-10-10",13.05
"327","2018-10-11",13.05
"328","2018-10-12",13.05
"329","2018-10-15",13.05
"330","2018-10-16",13.25
"331","2018-10-17",13.25
"332","2018-10-18",13.25
"333","2018-10-19",13.25
"334","2018-10-22",13.25
"335","2018-10-23",13.25
"336","2018-10-24",13.1
"337","2018-10-25",13.1
"338","2018-10-26",13.22
"339","2018-10-29",13.22
"340","2018-10-30",13.22
"341","2018-10-31",13.22
"342","2018-11-01",13.15
"343","2018-11-02",13.15
"344","2018-11-05",13.15
"345","2018-11-06",13.15
"346","2018-11-07",13.15
"347","2018-11-08",13.15
"348","2018-11-09",13.15
"349","2018-11-12",13.15
"350","2018-11-13",13.15
"351","2018-11-14",13.15
"352","2018-11-15",13.15
"353","2018-11-16",13.15
"354","2018-11-19",13.15
"355","2018-11-20",13.15
"356","2018-11-21",13.5
"357","2018-11-23",13.5
"358","2018-11-26",13.48
"359","2018-11-27",13.48
"360","2018-11-28",13.48
"361","2018-11-29",13.48
"362","2018-11-30",13.48
"363","2018-12-03",13.48
"364","2018-12-04",13.48
"365","2018-12-06",13.35
"366","2018-12-07",13.35
"367","2018-12-10",13.35
"368","2018-12-11",13.35
"369","2018-12-12",13.7
"370","2018-12-13",13.7
"371","2018-12-14",13.7
"372","2018-12-17",13.7
"373","2018-12-18",13.7
"374","2018-12-19",13.7
"375","2018-12-20",13.7
"376","2018-12-21",13.7
"377","2018-12-24",13.7
"378","2018-12-26",12
"379","2018-12-27",12.02
"380","2018-12-28",12.02
"381","2018-12-31",12.02
"382","2019-01-02",11.75
"383","2019-01-03",11.75
"384","2019-01-04",11.75
"385","2019-01-07",11.75
"386","2019-01-08",11.75
"387","2019-01-09",11.75
"388","2019-01-10",11.75
"389","2019-01-11",11.75
"390","2019-01-14",11.75
"391","2019-01-15",11.75
"392","2019-01-16",11.75
"393","2019-01-17",12.17
"394","2019-01-18",12.17
"395","2019-01-22",12.17
"396","2019-01-23",12.17
"397","2019-01-24",12.17
"398","2019-01-25",12.17
"399","2019-01-28",12.17
"400","2019-01-29",12.2
"401","2019-01-30",12.2
"402","2019-01-31",12.2
"403","2019-02-01",12.2
"404","2019-02-04",12.2
"405","2019-02-05",12.2
"406","2019-02-06",12.2
"407","2019-02-07",12.2
"408","2019-02-08",12.2
"409","2019-02-11",12.2
"410","2019-02-12",12.2
"411","2019-02-13",12.2
"412","2019-02-14",12.25
"413","2019-02-15",12
"414","2019-02-19",11.81
"415","2019-02-20",11.81
"416","2019-02-21",11.9
"417","2019-02-22",NA
"418","2019-02-25",12
"419","2019-02-26",12
"420","2019-02-27",12
"421","2019-02-28",12
"422","2019-03-01",12
"423","2019-03-04",12
"424","2019-03-05",12
"425","2019-03-06",12
"426","2019-03-07",12.2
"427","2019-03-08",NA
"428","2019-03-11",12.2
"429","2019-03-12",12.2
"430","2019-03-13",12.2
"431","2019-03-14",12.2
"432","2019-03-15",NA
"433","2019-03-18",12.48
"434","2019-03-19",12.48
"435","2019-03-20",12.48
"436","2019-03-21",12.48
"437","2019-03-22",12.48
"438","2019-03-25",12.48
"439","2019-03-26",12.48
"440","2019-03-27",12.5
"441","2019-03-28",NA
"442","2019-03-29",12.81
"443","2019-04-01",12.81
"444","2019-04-02",12.81
"445","2019-04-03",12.81
"446","2019-04-04",12.81
"447","2019-04-05",12.81
"448","2019-04-08",NA
"449","2019-04-09",NA
"450","2019-04-10",12.81
"451","2019-04-11",12.81
"452","2019-04-12",NA
"453","2019-04-15",NA
"454","2019-04-16",NA
"455","2019-04-17",NA
"456","2019-04-18",NA
"457","2019-04-22",NA
"458","2019-04-23",NA
"459","2019-04-24",NA
"460","2019-04-25",NA
"461","2019-04-26",NA
"462","2019-04-29",NA
"463","2019-04-30",NA
"464","2019-05-01",NA
"465","2019-05-02",NA
"466","2019-05-03",12.17
"467","2019-05-06",12.17
"468","2019-05-07",12.17
"469","2019-05-08",12.17
"470","2019-05-09",12.17
"471","2019-05-10",12.17
"472","2019-05-13",12.17
"473","2019-05-14",12.17
"474","2019-05-15",12.17
"475","2019-05-16",12.75
"476","2019-05-17",12.75
"477","2019-05-20",12.75
"478","2019-05-21",12.75
"479","2019-05-22",12.75
"480","2019-05-23",12.75
"481","2019-05-24",12.75
"482","2019-05-28",12.75
"483","2019-05-29",12.75
"484","2019-05-30",12.75
"485","2019-05-31",12.75
"486","2019-06-03",12.75
"487","2019-06-04",12.75
"488","2019-06-05",12.75
"489","2019-06-06",12.75
"490","2019-06-07",12.75
"491","2019-06-10",12.75
"492","2019-06-11",12.75
"493","2019-06-12",12.75
"494","2019-06-13",12.75
"495","2019-06-14",12.75
"496","2019-06-17",12.75
"497","2019-06-18",12.75
"498","2019-06-19",12.75
"499","2019-06-20",12.75
"500","2019-06-21",12.76
"501","2019-06-24",12.77
"502","2019-06-25",12.77
"503","2019-06-26",12.77
"504","2019-06-27",12.77
"505","2019-06-28",12.87
"506","2019-07-01",12.87
"507","2019-07-02",12.87
"508","2019-07-03",12.87
"509","2019-07-05",NA
"510","2019-07-08",12.87
"511","2019-07-09",12.87
"512","2019-07-10",12.87
"513","2019-07-11",12.87
"514","2019-07-12",12.87
"515","2019-07-15",12.87
"516","2019-07-16",12.87
"517","2019-07-17",12.92
"518","2019-07-18",12.92
"519","2019-07-19",12.92
"520","2019-07-22",12.92
"521","2019-07-23",12.92
"522","2019-07-24",13
"523","2019-07-25",13.01
"524","2019-07-26",13.02
"525","2019-07-29",13.1
"526","2019-07-30",13.1
"527","2019-07-31",13.1
"528","2019-08-01",13.1
"529","2019-08-02",13.1
"530","2019-08-05",13.02
"531","2019-08-06",13.02
"532","2019-08-07",13.02
"533","2019-08-08",13.02
"534","2019-08-09",12.05
"535","2019-08-12",12.75
"536","2019-08-13",12.77
"537","2019-08-14",12.77
"538","2019-08-15",12.77
"539","2019-08-16",12.77
"540","2019-08-19",12.77
"541","2019-08-20",12.77
"542","2019-08-21",12.6
"543","2019-08-22",12.6
"544","2019-08-23",12.66
"545","2019-08-26",12.66
"546","2019-08-27",12.66
"547","2019-08-28",12.85
"548","2019-08-29",12.61
"549","2019-08-30",12.61
"550","2019-09-03",NA
"551","2019-09-04",NA
"552","2019-09-05",12.61
"553","2019-09-06",12.61
"554","2019-09-09",12.61
"555","2019-09-10",12.61
"556","2019-09-11",12.61
"557","2019-09-12",12.61
"558","2019-09-13",12.26
"559","2019-09-16",12.26
"560","2019-09-17",12.26
"561","2019-09-18",12.26
"562","2019-09-19",12.35
"563","2019-09-20",12.5
"564","2019-09-23",12.5
"565","2019-09-24",12.5
"566","2019-09-25",12.7
"567","2019-09-26",12.7
"568","2019-09-27",12.7
"569","2019-09-30",12.75
"570","2019-10-01",12.75
"571","2019-10-02",12.75
"572","2019-10-03",12.35
"573","2019-10-04",NA
"574","2019-10-07",12.35
"575","2019-10-08",12.35
"576","2019-10-09",12.35
"577","2019-10-10",12.35
"578","2019-10-11",12.35
"579","2019-10-14",12.35
"580","2019-10-15",12.35
"581","2019-10-16",12.35
"582","2019-10-17",12.37
"583","2019-10-18",12.37
"584","2019-10-21",12.37
"585","2019-10-22",12.37
"586","2019-10-23",12.37
"587","2019-10-24",12.37
"588","2019-10-25",12.5
"589","2019-10-28",12.5
"590","2019-10-29",12.5
"591","2019-10-30",12.5
"592","2019-10-31",12.75
"593","2019-11-01",12.75
"594","2019-11-04",12.51
"595","2019-11-05",NA
"596","2019-11-06",NA
"597","2019-11-07",12.75
"598","2019-11-08",12.75
"599","2019-11-11",12.75
"600","2019-11-12",12.75
"601","2019-11-13",12.75
"602","2019-11-14",12.75
"603","2019-11-15",12.75
"604","2019-11-18",NA
"605","2019-11-19",NA
"606","2019-11-20",NA
"607","2019-11-21",NA
"608","2019-11-22",NA
"609","2019-11-25",NA
"610","2019-11-26",NA
"611","2019-11-27",NA
"612","2019-11-29",NA
"613","2019-12-02",NA
"614","2019-12-03",NA
"615","2019-12-04",NA
"616","2019-12-05",NA
"617","2019-12-06",NA
"618","2019-12-09",NA
"619","2019-12-10",NA
"620","2019-12-11",NA
"621","2019-12-12",NA
"622","2019-12-13",NA
"623","2019-12-16",NA
"624","2019-12-17",NA
"625","2019-12-18",NA
"626","2019-12-19",NA
"627","2019-12-20",NA
"628","2019-12-23",NA
"629","2019-12-24",NA
"630","2019-12-26",NA
"631","2019-12-27",NA
"632","2019-12-30",NA
"633","2019-12-31",NA
"634","2020-01-02",NA
"635","2020-01-03",3075
"636","2020-01-06",3075
"637","2020-01-07",3075
"638","2020-01-08",3075
"639","2020-01-09",3075
"640","2020-01-10",3075
"641","2020-01-13",3075
"642","2020-01-14",3075
"643","2020-01-15",3075
"644","2020-01-16",3075
"645","2020-01-17",3075
"646","2020-01-21",3075
"647","2020-01-22",3075
"648","2020-01-23",3075
"649","2020-01-24",3075
"650","2020-01-27",3075
"651","2020-01-28",3075
"652","2020-01-29",3075
"653","2020-01-30",3075
"654","2020-01-31",3075
"655","2020-02-03",3075
"656","2020-02-04",3075
"657","2020-02-05",3075
"658","2020-02-06",3075
"659","2020-02-07",3075
"660","2020-02-10",3075
"661","2020-02-11",3075
"662","2020-02-12",3075
"663","2020-02-13",3075
"664","2020-02-14",3075
"665","2020-02-18",3075
"666","2020-02-19",8.1
"667","2020-02-20",8
"668","2020-02-21",8.1
"669","2020-02-24",8.05
"670","2020-02-25",8.05
"671","2020-02-26",8.05
"672","2020-02-27",8
"673","2020-02-28",7.85
"674","2020-03-02",7.85
"675","2020-03-03",7.85
"676","2020-03-04",7.74
"677","2020-03-05",7.74
"678","2020-03-06",7.7
"679","2020-03-09",7.25
"680","2020-03-10",7.2
"681","2020-03-11",7.07
"682","2020-03-12",6.95
"683","2020-03-13",7
"684","2020-03-16",6.9
"685","2020-03-17",6.9
"686","2020-03-18",6
"687","2020-03-19",5.82
"688","2020-03-20",5.5
"689","2020-03-23",5.45
"690","2020-03-24",5.7
"691","2020-03-25",5.56
"692","2020-03-26",5.8
"693","2020-03-27",5.8
"694","2020-03-30",5.8
"695","2020-03-31",5.79
"696","2020-04-01",5.55
"697","2020-04-02",5.5
"698","2020-04-03",5.5
"699","2020-04-06",5.5
"700","2020-04-07",5.6
"701","2020-04-08",5.5
"702","2020-04-09",5.67
"703","2020-04-13",5.67
"704","2020-04-14",5.72
"705","2020-04-15",5.72
"706","2020-04-16",5.69
"707","2020-04-17",5.65
"708","2020-04-20",5.5
"709","2020-04-21",5.5
"710","2020-04-22",5.5
"711","2020-04-23",5.59
"712","2020-04-24",5.59
"713","2020-04-27",5.59
"714","2020-04-28",5.59
"715","2020-04-29",5.84
"716","2020-04-30",5.55
"717","2020-05-01",5.75
"718","2020-05-04",5.75
"719","2020-05-05",6.34
"720","2020-05-06",NA
"721","2020-05-07",NA
"722","2020-05-08",NA
"723","2020-05-11",NA
"724","2020-05-12",NA
"725","2020-05-13",NA
"726","2020-05-14",NA
"727","2020-05-15",NA
"728","2020-05-18",NA
"729","2020-05-19",NA
"730","2020-05-20",NA
"731","2020-05-21",NA
"732","2020-05-22",NA
"733","2020-05-26",NA
"734","2020-05-27",NA
"735","2020-05-28",NA
"736","2020-05-29",NA
"737","2020-06-01",NA
"738","2020-06-02",NA
"739","2020-06-03",NA
"740","2020-06-04",NA
"741","2020-06-05",3075
"742","2020-06-08",3075
"743","2020-06-09",3075
"744","2020-06-10",3075
"745","2020-06-11",3075
"746","2020-06-12",3075
"747","2020-06-15",3075
"748","2020-06-16",3075
"749","2020-06-17",3075
"750","2020-06-18",3075
"751","2020-06-19",3075
"752","2020-06-22",3075
"753","2020-06-23",3075
"754","2020-06-24",3075
"755","2020-06-25",3075
"756","2020-06-26",3075
"757","2020-06-29",3075
"758","2020-06-30",3075
"759","2020-07-01",3075
"760","2020-07-02",3075
"761","2020-07-06",3075
"762","2020-07-07",3075
"763","2020-07-08",3075
"764","2020-07-09",3075
"765","2020-07-10",3075
"766","2020-07-13",3075
"767","2020-07-14",3075
"768","2020-07-15",NA
"769","2020-07-16",3075
"770","2020-07-17",3075
"771","2020-07-20",NA
"772","2020-07-21",3075
"773","2020-07-22",3075
"774","2020-07-23",3075
"775","2020-07-24",3075
"776","2020-07-27",3075
"777","2020-07-28",3075
"778","2020-07-29",3075
"779","2020-07-30",3075
"780","2020-07-31",3075
"781","2020-08-03",NA
"782","2020-08-04",3075
"783","2020-08-05",3075
"784","2020-08-06",3075
"785","2020-08-07",3075
"786","2020-08-10",3075
"787","2020-08-11",3075
"788","2020-08-12",3075
"789","2020-08-13",3075
"790","2020-08-14",3075
"791","2020-08-17",3075
"792","2020-08-18",3075
"793","2020-08-19",6.64
"794","2020-08-20",6.29
"795","2020-08-21",6.5
"796","2020-08-24",6.1
"797","2020-08-25",6
"798","2020-08-26",6.09
"799","2020-08-27",5.65
"800","2020-08-28",5.75
"801","2020-08-31",5.48
"802","2020-09-01",5.75
"803","2020-09-02",5.7
"804","2020-09-03",5.66
"805","2020-09-04",5.96
"806","2020-09-08",5.75
"807","2020-09-09",5.75
"808","2020-09-10",5.75
"809","2020-09-11",5.75
"810","2020-09-14",5.65
"811","2020-09-15",5.87
"812","2020-09-16",5.76
"813","2020-09-17",5.92
"814","2020-09-18",6
"815","2020-09-21",5.76
"816","2020-09-22",5.99
"817","2020-09-23",5.79
"818","2020-09-24",5.53
"819","2020-09-25",5.25
"820","2020-09-28",5.77
"821","2020-09-29",5.6
"822","2020-09-30",5.63
"823","2020-10-01",5.28
"824","2020-10-02",5.3
"825","2020-10-05",5.06
"826","2020-10-06",5.11
"827","2020-10-07",5.23
"828","2020-10-08",5.1
"829","2020-10-09",5.25
"830","2020-10-12",5.55
"831","2020-10-13",5.41
"832","2020-10-14",5.14
"833","2020-10-15",5.47
"834","2020-10-16",5.3
"835","2020-10-19",5.1
"836","2020-10-20",5.25
"837","2020-10-21",5.4
"838","2020-10-22",5.41
"839","2020-10-23",5.3
"840","2020-10-26",5.35
"841","2020-10-27",5.13
"842","2020-10-28",5.18
"843","2020-10-29",5.12
"844","2020-10-30",5.02
"845","2020-11-02",5.14
"846","2020-11-03",5.11
"847","2020-11-04",5.3
"848","2020-11-05",3075
"849","2020-11-06",3075
"850","2020-11-09",3075
"851","2020-11-10",3075
"852","2020-11-11",3075
"853","2020-11-12",3075
"854","2020-11-13",3075
"855","2020-11-16",3075
"856","2020-11-17",3075
"857","2020-11-18",3075
"858","2020-11-19",3075
"859","2020-11-20",3075
"860","2020-11-23",3075
"861","2020-11-24",3075
"862","2020-11-25",3075
"863","2020-11-27",3075
