"","date","DAN"
"134","2008-07-14",6
"135","2008-07-15",6.1
"136","2008-07-16",6.56
"137","2008-07-17",6.95
"138","2008-07-18",6.65
"139","2008-07-21",6.74
"140","2008-07-22",7.01
"141","2008-07-23",6.92
"142","2008-07-24",6.73
"143","2008-07-25",6.53
"144","2008-07-28",6.26
"145","2008-07-29",6.47
"146","2008-07-30",6.38
"147","2008-07-31",6.38
"148","2008-08-01",5.92
"149","2008-08-04",5.51
"150","2008-08-05",5.75
"151","2008-08-06",5.99
"152","2008-08-07",5.84
"153","2008-08-08",6.4
"154","2008-08-11",6.45
"155","2008-08-12",6.39
"156","2008-08-13",6.27
"157","2008-08-14",6.4
"158","2008-08-15",6.55
"159","2008-08-18",6.65
"160","2008-08-19",6.49
"161","2008-08-20",6.38
"162","2008-08-21",6.32
"163","2008-08-22",6.42
"164","2008-08-25",6.15
"165","2008-08-26",6.16
"166","2008-08-27",6.3
"167","2008-08-28",6.44
"168","2008-08-29",6.34
"169","2008-09-02",6.42
"170","2008-09-03",6.51
"171","2008-09-04",6.26
"172","2008-09-05",6.47
"173","2008-09-08",6.49
"174","2008-09-09",6.32
"175","2008-09-10",6.27
"176","2008-09-11",6.5
"177","2008-09-12",6.65
"178","2008-09-15",6.24
"179","2008-09-16",6.56
"180","2008-09-17",5.85
"181","2008-09-18",5.5
"182","2008-09-19",6.19
"183","2008-09-22",5.96
"184","2008-09-23",5.98
"185","2008-09-24",5.8
"186","2008-09-25",5.8
"187","2008-09-26",5.41
"188","2008-09-29",4.83
"189","2008-09-30",4.84
"190","2008-10-01",4.48
"191","2008-10-02",3.97
"192","2008-10-03",4.15
"193","2008-10-06",3.91
"194","2008-10-07",3.56
"195","2008-10-08",3.33
"196","2008-10-09",3.35
"197","2008-10-10",3.35
"198","2008-10-13",3.7
"199","2008-10-14",3.73
"200","2008-10-15",3.2
"201","2008-10-16",3.5
"202","2008-10-17",3.03
"203","2008-10-20",3.01
"204","2008-10-21",2.59
"205","2008-10-22",2.14
"206","2008-10-23",1.53
"207","2008-10-24",1.47
"208","2008-10-27",1.26
"209","2008-10-28",1.52
"210","2008-10-29",1.51
"211","2008-10-30",1.61
"212","2008-10-31",1.9
"213","2008-11-03",2.09
"214","2008-11-04",2.23
"215","2008-11-05",1.89
"216","2008-11-06",1.7
"217","2008-11-07",1.6
"218","2008-11-10",1.39
"219","2008-11-11",1.3
"220","2008-11-12",1.15
"221","2008-11-13",1.2
"222","2008-11-14",1.05
"223","2008-11-17",0.89
"224","2008-11-18",0.71
"225","2008-11-19",0.4
"226","2008-11-20",0.51
"227","2008-11-21",0.51
"228","2008-11-24",0.68
"229","2008-11-25",0.82
"230","2008-11-26",0.94
"231","2008-11-28",0.95
"232","2008-12-01",0.78
"233","2008-12-02",0.84
"234","2008-12-03",0.86
"235","2008-12-04",0.79
"236","2008-12-05",0.85
"237","2008-12-08",1.3
"238","2008-12-09",1.04
"239","2008-12-10",1.08
"240","2008-12-11",0.75
"241","2008-12-12",0.8
"242","2008-12-15",0.69
"243","2008-12-16",0.74
"244","2008-12-17",0.71
"245","2008-12-18",0.63
"246","2008-12-19",0.7
"247","2008-12-22",0.67
"248","2008-12-23",0.69
"249","2008-12-24",0.71
"250","2008-12-26",0.73
"251","2008-12-29",0.65
"252","2008-12-30",0.65
"253","2008-12-31",0.74
"254","2009-01-02",0.81
"255","2009-01-05",0.82
"256","2009-01-06",1.06
"257","2009-01-07",1.09
"258","2009-01-08",1.1
"259","2009-01-09",0.97
"260","2009-01-12",0.85
"261","2009-01-13",0.91
"262","2009-01-14",0.7
"263","2009-01-15",0.69
"264","2009-01-16",0.69
"265","2009-01-20",0.55
"266","2009-01-21",0.6
"267","2009-01-22",0.6
"268","2009-01-23",0.61
"269","2009-01-26",0.66
"270","2009-01-27",0.76
"271","2009-01-28",0.85
"272","2009-01-29",0.77
"273","2009-01-30",0.73
"274","2009-02-02",0.84
"275","2009-02-03",0.83
"276","2009-02-04",0.77
"277","2009-02-05",0.81
"278","2009-02-06",0.87
"279","2009-02-09",0.79
"280","2009-02-10",0.59
"281","2009-02-11",0.67
"282","2009-02-12",0.64
"283","2009-02-13",0.65
"284","2009-02-17",0.53
"285","2009-02-18",0.5
"286","2009-02-19",0.48
"287","2009-02-20",0.44
"288","2009-02-23",0.41
"289","2009-02-24",0.47
"290","2009-02-25",0.4
"291","2009-02-26",0.37
"292","2009-02-27",0.36
"293","2009-03-02",0.33
"294","2009-03-03",0.28
"295","2009-03-04",0.3
"296","2009-03-05",0.21
"297","2009-03-06",0.23
"298","2009-03-09",0.2
"299","2009-03-10",0.4
"300","2009-03-11",0.25
"301","2009-03-12",0.28
"302","2009-03-13",0.31
"303","2009-03-16",0.41
"304","2009-03-17",0.49
"305","2009-03-18",0.51
"306","2009-03-19",0.47
"307","2009-03-20",0.49
"308","2009-03-23",0.56
"309","2009-03-24",0.5
"310","2009-03-25",0.55
"311","2009-03-26",0.64
"312","2009-03-27",0.59
"313","2009-03-30",0.49
"314","2009-03-31",0.46
"315","2009-04-01",0.49
"316","2009-04-02",0.55
"317","2009-04-03",0.66
"318","2009-04-06",0.65
"319","2009-04-07",0.57
"320","2009-04-08",0.63
"321","2009-04-09",0.71
"322","2009-04-13",0.72
"323","2009-04-14",0.73
"324","2009-04-15",0.75
"325","2009-04-16",0.77
"326","2009-04-17",0.86
"327","2009-04-20",0.76
"328","2009-04-21",0.82
"329","2009-04-22",0.8
"330","2009-04-23",0.69
"331","2009-04-24",0.73
"332","2009-04-27",0.7
"333","2009-04-28",0.69
"334","2009-04-29",0.73
"335","2009-04-30",0.79
"336","2009-05-01",0.73
"337","2009-05-04",0.88
"338","2009-05-05",1.47
"339","2009-05-06",1.98
"340","2009-05-07",1.69
"341","2009-05-08",2.24
"342","2009-05-11",2.02
"343","2009-05-12",1.77
"344","2009-05-13",1.43
"345","2009-05-14",1.56
"346","2009-05-15",1.45
"347","2009-05-18",1.61
"348","2009-05-19",1.64
"349","2009-05-20",1.59
"350","2009-05-21",1.39
"351","2009-05-22",1.34
"352","2009-05-26",1.42
"353","2009-05-27",1.4
"354","2009-05-28",1.4
"355","2009-05-29",1.31
"356","2009-06-01",1.33
"357","2009-06-02",1.3
"358","2009-06-03",1.26
"359","2009-06-04",1.31
"360","2009-06-05",1.3
"361","2009-06-08",1.27
"362","2009-06-09",1.52
"363","2009-06-10",1.88
"364","2009-06-11",1.84
"365","2009-06-12",1.79
"366","2009-06-15",1.51
"367","2009-06-16",1.45
"368","2009-06-17",1.38
"369","2009-06-18",1.41
"370","2009-06-19",1.53
"371","2009-06-22",1.33
"372","2009-06-23",1.19
"373","2009-06-24",1.14
"374","2009-06-25",1.24
"375","2009-06-26",1.35
"376","2009-06-29",1.35
"377","2009-06-30",1.28
"378","2009-07-01",1.37
"379","2009-07-02",1.4
"380","2009-07-06",1.38
"381","2009-07-07",1.29
"382","2009-07-08",1.17
"383","2009-07-09",1.25
"384","2009-07-10",1.73
"385","2009-07-13",1.91
"386","2009-07-14",2.04
"387","2009-07-15",2.15
"388","2009-07-16",2.15
"389","2009-07-17",2.12
"390","2009-07-20",2.59
"391","2009-07-21",2.49
"392","2009-07-22",2.67
"393","2009-07-23",2.81
"394","2009-07-24",2.98
"395","2009-07-27",2.97
"396","2009-07-28",2.85
"397","2009-07-29",2.88
"398","2009-07-30",3.07
"399","2009-07-31",3.51
"400","2009-08-03",4.32
"401","2009-08-04",4.65
"402","2009-08-05",4.67
"403","2009-08-06",4
"404","2009-08-07",4.75
"405","2009-08-10",5.01
"406","2009-08-11",4.65
"407","2009-08-12",4.85
"408","2009-08-13",4.62
"409","2009-08-14",4.48
"410","2009-08-17",4.22
"411","2009-08-18",4.62
"412","2009-08-19",5.13
"413","2009-08-20",5.62
"414","2009-08-21",5.71
"415","2009-08-24",5.44
"416","2009-08-25",5.78
"417","2009-08-26",5.74
"418","2009-08-27",5.71
"419","2009-08-28",5.46
"420","2009-08-31",5.23
"421","2009-09-01",4.85
"422","2009-09-02",4.66
"423","2009-09-03",4.87
"424","2009-09-04",5.07
"425","2009-09-08",5.05
"426","2009-09-09",5.29
"427","2009-09-10",5.36
"428","2009-09-11",5.61
"429","2009-09-14",6.18
"430","2009-09-15",6.47
"431","2009-09-16",6.51
"432","2009-09-17",6.18
"433","2009-09-18",6.24
"434","2009-09-21",5.75
"435","2009-09-22",7.13
"436","2009-09-23",7.05
"437","2009-09-24",6.83
"438","2009-09-25",6.75
"439","2009-09-28",6.68
"440","2009-09-29",6.51
"441","2009-09-30",6.81
"442","2009-10-01",6.3
"443","2009-10-02",6.05
"444","2009-10-05",6.35
"445","2009-10-06",6.72
"446","2009-10-07",6.74
"447","2009-10-08",6.88
"448","2009-10-09",6.95
"449","2009-10-12",6.99
"450","2009-10-13",6.88
"451","2009-10-14",7.1
"452","2009-10-15",7.21
"453","2009-10-16",6.75
"454","2009-10-19",6.92
"455","2009-10-20",6.97
"456","2009-10-21",7.09
"457","2009-10-22",7.24
"458","2009-10-23",7.01
"459","2009-10-26",6.81
"460","2009-10-27",6.5
"461","2009-10-28",5.74
"462","2009-10-29",5.98
"463","2009-10-30",5.66
"464","2009-11-02",5.8
"465","2009-11-03",6.06
"466","2009-11-04",5.94
"467","2009-11-05",6.01
"468","2009-11-06",6.62
"469","2009-11-09",7.02
"470","2009-11-10",7
"471","2009-11-11",7.27
"472","2009-11-12",6.9
"473","2009-11-13",7.09
"474","2009-11-16",7.29
"475","2009-11-17",7.2
"476","2009-11-18",7.25
"477","2009-11-19",6.98
"478","2009-11-20",6.82
"479","2009-11-23",6.94
"480","2009-11-24",6.91
"481","2009-11-25",7.21
"482","2009-11-27",6.98
"483","2009-11-30",7.28
"484","2009-12-01",7.86
"485","2009-12-02",8.04
"486","2009-12-03",8.26
"487","2009-12-04",8.24
"488","2009-12-07",8.21
"489","2009-12-08",8.5
"490","2009-12-09",8.74
"491","2009-12-10",8.64
"492","2009-12-11",9.07
"493","2009-12-14",9.19
"494","2009-12-15",9.43
"495","2009-12-16",9.4
"496","2009-12-17",9.64
"497","2009-12-18",10.76
"498","2009-12-21",10.95
"499","2009-12-22",10.5
"500","2009-12-23",10.75
"501","2009-12-24",10.9
"502","2009-12-28",10.79
"503","2009-12-29",10.89
"504","2009-12-30",10.85
"505","2009-12-31",10.84
"506","2010-01-04",11.14
"507","2010-01-05",12
"508","2010-01-06",11.59
"509","2010-01-07",11.6
"510","2010-01-08",12.02
"511","2010-01-11",12.4
"512","2010-01-12",11.28
"513","2010-01-13",11.64
"514","2010-01-14",11.83
"515","2010-01-15",11.56
"516","2010-01-19",11.45
"517","2010-01-20",11.25
"518","2010-01-21",10.76
"519","2010-01-22",10.2
"520","2010-01-25",10.09
"521","2010-01-26",10.23
"522","2010-01-27",10.47
"523","2010-01-28",10.36
"524","2010-01-29",10.31
"525","2010-02-01",10.73
"526","2010-02-02",10.78
"527","2010-02-03",10.9
"528","2010-02-04",10.07
"529","2010-02-05",9.72
"530","2010-02-08",9.51
"531","2010-02-09",10.24
"532","2010-02-10",10.34
"533","2010-02-11",10.44
"534","2010-02-12",10.43
"535","2010-02-16",10.65
"536","2010-02-17",10.8
"537","2010-02-18",10.9
"538","2010-02-19",10.99
"539","2010-02-22",10.89
"540","2010-02-23",10.64
"541","2010-02-24",10.94
"542","2010-02-25",11.05
"543","2010-02-26",11.37
"544","2010-03-01",11.5
"545","2010-03-02",11.27
"546","2010-03-03",11.66
"547","2010-03-04",11.73
"548","2010-03-05",11.9
"549","2010-03-08",12
"550","2010-03-09",11.92
"551","2010-03-10",11.63
"552","2010-03-11",11.83
"553","2010-03-12",11.73
"554","2010-03-15",11.81
"555","2010-03-16",11.95
"556","2010-03-17",11.93
"557","2010-03-18",11.77
"558","2010-03-19",11.94
"559","2010-03-22",12.56
"560","2010-03-23",12.89
"561","2010-03-24",12.81
"562","2010-03-25",12.48
"563","2010-03-26",12.48
"564","2010-03-29",12.4
"565","2010-03-30",12.25
"566","2010-03-31",11.88
"567","2010-04-01",11.78
"568","2010-04-05",12.46
"569","2010-04-06",12.46
"570","2010-04-07",12.49
"571","2010-04-08",12.6
"572","2010-04-09",12.89
"573","2010-04-12",13.29
"574","2010-04-13",13.19
"575","2010-04-14",13.57
"576","2010-04-15",13.67
"577","2010-04-16",13.11
"578","2010-04-19",13.01
"579","2010-04-20",13.07
"580","2010-04-21",13.03
"581","2010-04-22",13.17
"582","2010-04-23",13.7
"583","2010-04-26",13.63
"584","2010-04-27",12.77
"585","2010-04-28",12.54
"586","2010-04-29",13.45
"587","2010-04-30",13.36
"588","2010-05-03",13.76
"589","2010-05-04",13.07
"590","2010-05-05",12.62
"591","2010-05-06",12.1
"592","2010-05-07",11.43
"593","2010-05-10",12.28
"594","2010-05-11",12.6
"595","2010-05-12",12.98
"596","2010-05-13",12.64
"597","2010-05-14",12.03
"598","2010-05-17",11.41
"599","2010-05-18",11.01
"600","2010-05-19",10.88
"601","2010-05-20",9.9
"602","2010-05-21",10
"603","2010-05-24",9.98
"604","2010-05-25",10.25
"605","2010-05-26",10.44
"606","2010-05-27",11.28
"607","2010-05-28",10.86
"608","2010-06-01",10.44
"609","2010-06-02",11.11
"610","2010-06-03",11.97
"611","2010-06-04",11.03
"612","2010-06-07",10.23
"613","2010-06-08",10.39
"614","2010-06-09",10.22
"615","2010-06-10",10.9
"616","2010-06-11",11.46
"617","2010-06-14",11.38
"618","2010-06-15",11.92
"619","2010-06-16",11.6
"620","2010-06-17",11.77
"621","2010-06-18",11.99
"622","2010-06-21",11.89
"623","2010-06-22",11.37
"624","2010-06-23",11.32
"625","2010-06-24",11.01
"626","2010-06-25",11.25
"627","2010-06-28",11.13
"628","2010-06-29",10.29
"629","2010-06-30",10
"630","2010-07-01",9.68
"631","2010-07-02",9.49
"632","2010-07-06",9.2
"633","2010-07-07",10.18
"634","2010-07-08",10.41
"635","2010-07-09",10.6
"636","2010-07-12",10.5
"637","2010-07-13",11.18
"638","2010-07-14",11.03
"639","2010-07-15",10.94
"640","2010-07-16",10.29
"641","2010-07-19",10.3
"642","2010-07-20",10.74
"643","2010-07-21",10.55
"644","2010-07-22",11.24
"645","2010-07-23",11.67
"646","2010-07-26",11.91
"647","2010-07-27",11.61
"648","2010-07-28",11.56
"649","2010-07-29",11.6
"650","2010-07-30",11.88
"651","2010-08-02",12.52
"652","2010-08-03",12.31
"653","2010-08-04",12.56
"654","2010-08-05",12.7
"655","2010-08-06",12.56
"656","2010-08-09",12.44
"657","2010-08-10",12.11
"658","2010-08-11",11.29
"659","2010-08-12",11.25
"660","2010-08-13",11.1
"661","2010-08-16",11.1
"662","2010-08-17",11.44
"663","2010-08-18",11.46
"664","2010-08-19",10.96
"665","2010-08-20",10.92
"666","2010-08-23",10.67
"667","2010-08-24",10.35
"668","2010-08-25",10.54
"669","2010-08-26",10.21
"670","2010-08-27",10.67
"671","2010-08-30",10.18
"672","2010-08-31",10.26
"673","2010-09-01",10.77
"674","2010-09-02",11.09
"675","2010-09-03",11.25
"676","2010-09-07",10.84
"677","2010-09-08",10.45
"678","2010-09-09",10.23
"679","2010-09-10",10.25
"680","2010-09-13",10.49
"681","2010-09-14",10.52
"682","2010-09-15",10.95
"683","2010-09-16",11
"684","2010-09-17",11.09
"685","2010-09-20",11.63
"686","2010-09-21",11.69
"687","2010-09-22",11.72
"688","2010-09-23",11.53
"689","2010-09-24",12.11
"690","2010-09-27",12.1
"691","2010-09-28",12.34
"692","2010-09-29",12.51
"693","2010-09-30",12.32
"694","2010-10-01",12.52
"695","2010-10-04",12.16
"696","2010-10-05",12.87
"697","2010-10-06",12.91
"698","2010-10-07",12.74
"699","2010-10-08",13.31
"700","2010-10-11",13.21
"701","2010-10-12",13.23
"702","2010-10-13",13.46
"703","2010-10-14",13.44
"704","2010-10-15",13.54
"705","2010-10-18",13.38
"706","2010-10-19",13.05
"707","2010-10-20",13.32
"708","2010-10-21",13.51
"709","2010-10-22",13.71
"710","2010-10-25",13.8
"711","2010-10-26",13.89
"712","2010-10-27",13.68
"713","2010-10-28",14.2
"714","2010-10-29",14.17
"715","2010-11-01",14.1
"716","2010-11-02",14.5
"717","2010-11-03",14.53
"718","2010-11-04",14.84
"719","2010-11-05",15.02
"720","2010-11-08",14.79
"721","2010-11-09",14.51
"722","2010-11-10",14.85
"723","2010-11-11",14.92
"724","2010-11-12",14.57
"725","2010-11-15",14.52
"726","2010-11-16",13.98
"727","2010-11-17",14.43
"728","2010-11-18",14.92
"729","2010-11-19",15.12
"730","2010-11-22",15.04
"731","2010-11-23",14.8
"732","2010-11-24",15.19
"733","2010-11-26",15.19
"734","2010-11-29",15.16
"735","2010-11-30",15.11
"736","2010-12-01",15.67
"737","2010-12-02",15.91
"738","2010-12-03",16.16
"739","2010-12-06",16.16
"740","2010-12-07",16.23
"741","2010-12-08",16.049999
"742","2010-12-09",16.379999
"743","2010-12-10",16.68
"744","2010-12-13",16.459999
"745","2010-12-14",17.049999
"746","2010-12-15",16.870001
"747","2010-12-16",17
"748","2010-12-17",17.09
"749","2010-12-20",17.549999
"750","2010-12-21",17.65
"751","2010-12-22",17.42
"752","2010-12-23",17.41
"753","2010-12-27",17.389999
"754","2010-12-28",17.139999
"755","2010-12-29",17.1
"756","2010-12-30",17.059999
"757","2010-12-31",17.209999
"758","2011-01-03",17.549999
"759","2011-01-04",17.860001
"760","2011-01-05",18.24
"761","2011-01-06",17.969999
"762","2011-01-07",17.82
"763","2011-01-10",18.440001
"764","2011-01-11",18.27
"765","2011-01-12",18.5
"766","2011-01-13",18.309999
"767","2011-01-14",18.719999
"768","2011-01-18",18.879999
"769","2011-01-19",18
"770","2011-01-20",17.370001
"771","2011-01-21",17.030001
"772","2011-01-24",17.91
"773","2011-01-25",17.860001
"774","2011-01-26",18.190001
"775","2011-01-27",18.799999
"776","2011-01-28",17.5
"777","2011-01-31",17.92
"778","2011-02-01",18.370001
"779","2011-02-02",17.17
"780","2011-02-03",17.139999
"781","2011-02-04",17.049999
"782","2011-02-07",17.360001
"783","2011-02-08",17.309999
"784","2011-02-09",17.280001
"785","2011-02-10",18.24
"786","2011-02-11",18.540001
"787","2011-02-14",18.66
"788","2011-02-15",18.24
"789","2011-02-16",18.450001
"790","2011-02-17",18.73
"791","2011-02-18",18.549999
"792","2011-02-22",17.690001
"793","2011-02-23",17.799999
"794","2011-02-24",18.49
"795","2011-02-25",18.99
"796","2011-02-28",18.879999
"797","2011-03-01",18.299999
"798","2011-03-02",18.48
"799","2011-03-03",18.860001
"800","2011-03-04",18.75
"801","2011-03-07",18.299999
"802","2011-03-08",18.459999
"803","2011-03-09",18.16
"804","2011-03-10",17.370001
"805","2011-03-11",17.52
"806","2011-03-14",17.469999
"807","2011-03-15",17.15
"808","2011-03-16",16.59
"809","2011-03-17",16.34
"810","2011-03-18",16.75
"811","2011-03-21",17.16
"812","2011-03-22",16.969999
"813","2011-03-23",16.959999
"814","2011-03-24",17.200001
"815","2011-03-25",17.35
"816","2011-03-28",17.32
"817","2011-03-29",17.219999
"818","2011-03-30",17.809999
"819","2011-03-31",17.389999
"820","2011-04-01",17.49
"821","2011-04-04",17.48
"822","2011-04-05",18.17
"823","2011-04-06",18.120001
"824","2011-04-07",17.98
"825","2011-04-08",17.57
"826","2011-04-11",17.280001
"827","2011-04-12",17.1
"828","2011-04-13",17.24
"829","2011-04-14",16.98
"830","2011-04-15",17.049999
"831","2011-04-18",16.59
"832","2011-04-19",16.77
"833","2011-04-20",17.82
"834","2011-04-21",18.33
"835","2011-04-25",18.33
"836","2011-04-26",18.5
"837","2011-04-27",18.57
"838","2011-04-28",18.26
"839","2011-04-29",18.17
"840","2011-05-02",17.74
"841","2011-05-03",17.469999
"842","2011-05-04",17.75
"843","2011-05-05",17.879999
"844","2011-05-06",18.209999
"845","2011-05-09",18.110001
"846","2011-05-10",18.48
"847","2011-05-11",18.16
"848","2011-05-12",17.85
"849","2011-05-13",17.57
"850","2011-05-16",17.24
"851","2011-05-17",17.200001
"852","2011-05-18",17.530001
"853","2011-05-19",17.809999
"854","2011-05-20",17.42
"855","2011-05-23",17.25
"856","2011-05-24",16.92
"857","2011-05-25",17.32
"858","2011-05-26",17.549999
"859","2011-05-27",18.02
"860","2011-05-31",18.120001
"861","2011-06-01",17.24
"862","2011-06-02",17.17
"863","2011-06-03",17.15
"864","2011-06-06",16.870001
"865","2011-06-07",17.059999
"866","2011-06-08",16.809999
"867","2011-06-09",16.959999
"868","2011-06-10",16.6
"869","2011-06-13",16.299999
"870","2011-06-14",16.85
"871","2011-06-15",16.09
"872","2011-06-16",15.88
"873","2011-06-17",16.1
"874","2011-06-20",16.200001
"875","2011-06-21",16.84
"876","2011-06-22",16.77
"877","2011-06-23",16.98
"878","2011-06-24",17.200001
"879","2011-06-27",17.58
"880","2011-06-28",17.940001
"881","2011-06-29",18.41
"882","2011-06-30",18.299999
"883","2011-07-01",18.559999
"884","2011-07-05",18.459999
"885","2011-07-06",18.629999
"886","2011-07-07",18.9
"887","2011-07-08",18.719999
"888","2011-07-11",18.25
"889","2011-07-12",18.01
"890","2011-07-13",18.49
"891","2011-07-14",18.200001
"892","2011-07-15",18.57
"893","2011-07-18",18.16
"894","2011-07-19",18.77
"895","2011-07-20",18.360001
"896","2011-07-21",18.360001
"897","2011-07-22",18.48
"898","2011-07-25",18.389999
"899","2011-07-26",17.700001
"900","2011-07-27",17.299999
"901","2011-07-28",16.379999
"902","2011-07-29",16.67
"903","2011-08-01",16.549999
"904","2011-08-02",15.72
"905","2011-08-03",15.55
"906","2011-08-04",13.53
"907","2011-08-05",13.33
"908","2011-08-08",11.1
"909","2011-08-09",12.3
"910","2011-08-10",11.77
"911","2011-08-11",13.49
"912","2011-08-12",13.7
"913","2011-08-15",14.18
"914","2011-08-16",13.7
"915","2011-08-17",13.28
"916","2011-08-18",12.11
"917","2011-08-19",11.39
"918","2011-08-22",11.03
"919","2011-08-23",11.46
"920","2011-08-24",11.61
"921","2011-08-25",11.32
"922","2011-08-26",11.75
"923","2011-08-29",12.77
"924","2011-08-30",12.75
"925","2011-08-31",12.75
"926","2011-09-01",12.62
"927","2011-09-02",12.19
"928","2011-09-06",12.03
"929","2011-09-07",12.69
"930","2011-09-08",12.25
"931","2011-09-09",11.72
"932","2011-09-12",11.64
"933","2011-09-13",12.03
"934","2011-09-14",12.46
"935","2011-09-15",12.84
"936","2011-09-16",12.76
"937","2011-09-19",12.44
"938","2011-09-20",11.98
"939","2011-09-21",10.96
"940","2011-09-22",10.27
"941","2011-09-23",10.5
"942","2011-09-26",10.74
"943","2011-09-27",11.14
"944","2011-09-28",10.63
"945","2011-09-29",11.08
"946","2011-09-30",10.5
"947","2011-10-03",9.95
"948","2011-10-04",10.79
"949","2011-10-05",11.64
"950","2011-10-06",12.06
"951","2011-10-07",11.78
"952","2011-10-10",12.48
"953","2011-10-11",12.66
"954","2011-10-12",12.91
"955","2011-10-13",12.65
"956","2011-10-14",13.37
"957","2011-10-17",12.85
"958","2011-10-18",13.38
"959","2011-10-19",12.97
"960","2011-10-20",12.76
"961","2011-10-21",13.58
"962","2011-10-24",14.31
"963","2011-10-25",13.7
"964","2011-10-26",13.93
"965","2011-10-27",14.98
"966","2011-10-28",15.08
"967","2011-10-31",14.14
"968","2011-11-01",13.55
"969","2011-11-02",13.57
"970","2011-11-03",14.26
"971","2011-11-04",14.17
"972","2011-11-07",14.19
"973","2011-11-08",14.19
"974","2011-11-09",13.3
"975","2011-11-10",13.51
"976","2011-11-11",14.13
"977","2011-11-14",14
"978","2011-11-15",13.85
"979","2011-11-16",13.33
"980","2011-11-17",12.6
"981","2011-11-18",12.37
"982","2011-11-21",11.95
"983","2011-11-22",12.04
"984","2011-11-23",11.65
"985","2011-11-25",11.38
"986","2011-11-28",11.91
"987","2011-11-29",11.89
"988","2011-11-30",12.46
"989","2011-12-01",12.14
"990","2011-12-02",12.5
"991","2011-12-05",12.73
"992","2011-12-06",12.62
"993","2011-12-07",12.53
"994","2011-12-08",11.95
"995","2011-12-09",12.26
"996","2011-12-12",11.82
"997","2011-12-13",11.24
"998","2011-12-14",11.06
