"","date","AIZ"
"1","2007-01-03",55.84
"2","2007-01-04",56.389999
"3","2007-01-05",56
"4","2007-01-08",56.049999
"5","2007-01-09",55.709999
"6","2007-01-10",55.490002
"7","2007-01-11",56.549999
"8","2007-01-12",56.91
"9","2007-01-16",56.849998
"10","2007-01-17",56.75
"11","2007-01-18",56.799999
"12","2007-01-19",56.220001
"13","2007-01-22",56.130001
"14","2007-01-23",56.09
"15","2007-01-24",56.09
"16","2007-01-25",55.360001
"17","2007-01-26",55.34
"18","2007-01-29",55.950001
"19","2007-01-30",55.759998
"20","2007-01-31",55.580002
"21","2007-02-01",56.360001
"22","2007-02-02",57.130001
"23","2007-02-05",57.110001
"24","2007-02-06",56.98
"25","2007-02-07",56.75
"26","2007-02-08",53.889999
"27","2007-02-09",53.43
"28","2007-02-12",52.77
"29","2007-02-13",53.98
"30","2007-02-14",54.619999
"31","2007-02-15",54.639999
"32","2007-02-16",54.580002
"33","2007-02-20",54.349998
"34","2007-02-21",54.200001
"35","2007-02-22",54.299999
"36","2007-02-23",53.970001
"37","2007-02-26",53.950001
"38","2007-02-27",53.34
"39","2007-02-28",53.450001
"40","2007-03-01",53.450001
"41","2007-03-02",53.400002
"42","2007-03-05",52.27
"43","2007-03-06",53.139999
"44","2007-03-07",53.27
"45","2007-03-08",53.48
"46","2007-03-09",53.619999
"47","2007-03-12",53.889999
"48","2007-03-13",52.66
"49","2007-03-14",52.509998
"50","2007-03-15",52.779999
"51","2007-03-16",52.509998
"52","2007-03-19",53.75
"53","2007-03-20",54.150002
"54","2007-03-21",54.439999
"55","2007-03-22",53.75
"56","2007-03-23",53.84
"57","2007-03-26",53.849998
"58","2007-03-27",53.830002
"59","2007-03-28",53.18
"60","2007-03-29",53.75
"61","2007-03-30",53.630001
"62","2007-04-02",53.970001
"63","2007-04-03",56.200001
"64","2007-04-04",55.869999
"65","2007-04-05",57
"66","2007-04-09",55.75
"67","2007-04-10",55.830002
"68","2007-04-11",55.950001
"69","2007-04-12",55.849998
"70","2007-04-13",56.049999
"71","2007-04-16",56.889999
"72","2007-04-17",57.060001
"73","2007-04-18",57.639999
"74","2007-04-19",57.779999
"75","2007-04-20",58.259998
"76","2007-04-23",57.939999
"77","2007-04-24",58.599998
"78","2007-04-25",58.619999
"79","2007-04-26",58.27
"80","2007-04-27",57.900002
"81","2007-04-30",57.529999
"82","2007-05-01",57.419998
"83","2007-05-02",58.209999
"84","2007-05-03",60.25
"85","2007-05-04",59.630001
"86","2007-05-07",60.630001
"87","2007-05-08",60.540001
"88","2007-05-09",60.849998
"89","2007-05-10",59.91
"90","2007-05-11",60.41
"91","2007-05-14",60.060001
"92","2007-05-15",60.169998
"93","2007-05-16",60.389999
"94","2007-05-17",60.23
"95","2007-05-18",60.150002
"96","2007-05-21",60.080002
"97","2007-05-22",59.91
"98","2007-05-23",59.610001
"99","2007-05-24",58.689999
"100","2007-05-25",59.080002
"101","2007-05-29",58.98
"102","2007-05-30",59.200001
"103","2007-05-31",59.450001
"104","2007-06-01",59.549999
"105","2007-06-04",59.889999
"106","2007-06-05",59.119999
"107","2007-06-06",58.759998
"108","2007-06-07",57.810001
"109","2007-06-08",58.959999
"110","2007-06-11",58.759998
"111","2007-06-12",58.16
"112","2007-06-13",58.639999
"113","2007-06-14",58.73
"114","2007-06-15",59.049999
"115","2007-06-18",59.049999
"116","2007-06-19",58.939999
"117","2007-06-20",58.189999
"118","2007-06-21",58.52
"119","2007-06-22",57.889999
"120","2007-06-25",58.450001
"121","2007-06-26",58.509998
"122","2007-06-27",58.84
"123","2007-06-28",58.560001
"124","2007-06-29",58.919998
"125","2007-07-02",59.389999
"126","2007-07-03",59.82
"127","2007-07-05",58.650002
"128","2007-07-06",59.580002
"129","2007-07-09",59.18
"130","2007-07-10",58.32
"131","2007-07-11",58.639999
"132","2007-07-12",59.139999
"133","2007-07-13",59.310001
"134","2007-07-16",58.799999
"135","2007-07-17",52.950001
"136","2007-07-18",54.709999
"137","2007-07-19",55.259998
"138","2007-07-20",54.709999
"139","2007-07-23",54.380001
"140","2007-07-24",52.330002
"141","2007-07-25",52.950001
"142","2007-07-26",51.619999
"143","2007-07-27",50.919998
"144","2007-07-30",51.060001
"145","2007-07-31",50.720001
"146","2007-08-01",51.66
"147","2007-08-02",51.02
"148","2007-08-03",48.07
"149","2007-08-06",48.700001
"150","2007-08-07",51.009998
"151","2007-08-08",50.240002
"152","2007-08-09",47.5
"153","2007-08-10",49.349998
"154","2007-08-13",51.029999
"155","2007-08-14",49.810001
"156","2007-08-15",49.07
"157","2007-08-16",50.439999
"158","2007-08-17",50.860001
"159","2007-08-20",51.580002
"160","2007-08-21",51.34
"161","2007-08-22",51.880001
"162","2007-08-23",52.349998
"163","2007-08-24",53.029999
"164","2007-08-27",52.82
"165","2007-08-28",51.59
"166","2007-08-29",52.830002
"167","2007-08-30",51.330002
"168","2007-08-31",51.540001
"169","2007-09-04",51.93
"170","2007-09-05",50.139999
"171","2007-09-06",49.240002
"172","2007-09-07",49.099998
"173","2007-09-10",48.77
"174","2007-09-11",49.310001
"175","2007-09-12",49.299999
"176","2007-09-13",49.470001
"177","2007-09-14",49.549999
"178","2007-09-17",49.189999
"179","2007-09-18",52.290001
"180","2007-09-19",51.82
"181","2007-09-20",51.700001
"182","2007-09-21",52.07
"183","2007-09-24",51.509998
"184","2007-09-25",51.509998
"185","2007-09-26",52.25
"186","2007-09-27",53.240002
"187","2007-09-28",53.5
"188","2007-10-01",54.779999
"189","2007-10-02",55.18
"190","2007-10-03",54.82
"191","2007-10-04",54.740002
"192","2007-10-05",56.490002
"193","2007-10-08",55.57
"194","2007-10-09",55.950001
"195","2007-10-10",55.220001
"196","2007-10-11",54.279999
"197","2007-10-12",56.009998
"198","2007-10-15",56.450001
"199","2007-10-16",56.169998
"200","2007-10-17",56.099998
"201","2007-10-18",56.459999
"202","2007-10-19",54.889999
"203","2007-10-22",56.330002
"204","2007-10-23",56.549999
"205","2007-10-24",57.080002
"206","2007-10-25",56.299999
"207","2007-10-26",58.549999
"208","2007-10-29",58.66
"209","2007-10-30",58.509998
"210","2007-10-31",58.439999
"211","2007-11-01",62
"212","2007-11-02",64.580002
"213","2007-11-05",65.470001
"214","2007-11-06",65.690002
"215","2007-11-07",63.68
"216","2007-11-08",64.330002
"217","2007-11-09",63.450001
"218","2007-11-12",64.68
"219","2007-11-13",66.449997
"220","2007-11-14",64.220001
"221","2007-11-15",66.370003
"222","2007-11-16",65.669998
"223","2007-11-19",65.910004
"224","2007-11-20",66.449997
"225","2007-11-21",66.199997
"226","2007-11-23",66.110001
"227","2007-11-26",65.300003
"228","2007-11-27",65.68
"229","2007-11-28",67.279999
"230","2007-11-29",67.550003
"231","2007-11-30",65.43
"232","2007-12-03",65.010002
"233","2007-12-04",65.129997
"234","2007-12-05",65.779999
"235","2007-12-06",65.980003
"236","2007-12-07",65.209999
"237","2007-12-10",65.949997
"238","2007-12-11",63.75
"239","2007-12-12",65.580002
"240","2007-12-13",67.089996
"241","2007-12-14",65.860001
"242","2007-12-17",66.349998
"243","2007-12-18",67.18
"244","2007-12-19",67.300003
"245","2007-12-20",67.790001
"246","2007-12-21",68.269997
"247","2007-12-24",69.739998
"248","2007-12-26",69.199997
"249","2007-12-27",67.480003
"250","2007-12-28",67.730003
"251","2007-12-31",66.900002
"252","2008-01-02",65.699997
"253","2008-01-03",65.5
"254","2008-01-04",64.760002
"255","2008-01-07",64.440002
"256","2008-01-08",63.580002
"257","2008-01-09",65.690002
"258","2008-01-10",66.620003
"259","2008-01-11",66.75
"260","2008-01-14",68.300003
"261","2008-01-15",68.040001
"262","2008-01-16",67.139999
"263","2008-01-17",64.839996
"264","2008-01-18",62.900002
"265","2008-01-22",63.23
"266","2008-01-23",66.669998
"267","2008-01-24",65.199997
"268","2008-01-25",64.18
"269","2008-01-28",64.300003
"270","2008-01-29",64.690002
"271","2008-01-30",64.690002
"272","2008-01-31",64.779999
"273","2008-02-01",65.830002
"274","2008-02-04",67.050003
"275","2008-02-05",65.650002
"276","2008-02-06",64.339996
"277","2008-02-07",61.240002
"278","2008-02-08",62.639999
"279","2008-02-11",61.02
"280","2008-02-12",60.360001
