"","date","EVBG"
"1","2016-09-16",15.25
"2","2016-09-19",16.5
"3","2016-09-20",17.01
"4","2016-09-21",17.549999
"5","2016-09-22",16.860001
"6","2016-09-23",15.06
"7","2016-09-26",16.24
"8","2016-09-27",17.02
"9","2016-09-28",16.5
"10","2016-09-29",16.32
"11","2016-09-30",16.860001
"12","2016-10-03",16.74
"13","2016-10-04",17.01
"14","2016-10-05",15.72
"15","2016-10-06",16.219999
"16","2016-10-07",16.129999
"17","2016-10-10",15.76
"18","2016-10-11",15.68
"19","2016-10-12",15.14
"20","2016-10-13",15.2
"21","2016-10-14",15.57
"22","2016-10-17",14.97
"23","2016-10-18",14.78
"24","2016-10-19",14.44
"25","2016-10-20",14.83
"26","2016-10-21",15.14
"27","2016-10-24",15.45
"28","2016-10-25",15.56
"29","2016-10-26",15.59
"30","2016-10-27",15.18
"31","2016-10-28",14.55
"32","2016-10-31",14.72
"33","2016-11-01",14.56
"34","2016-11-02",14.42
"35","2016-11-03",14.01
"36","2016-11-04",13.88
"37","2016-11-07",14.54
"38","2016-11-08",14.43
"39","2016-11-09",14.89
"40","2016-11-10",15.25
"41","2016-11-11",15.23
"42","2016-11-14",15.22
"43","2016-11-15",15.38
"44","2016-11-16",15.39
"45","2016-11-17",16.120001
"46","2016-11-18",16.75
"47","2016-11-21",16.77
"48","2016-11-22",16.870001
"49","2016-11-23",16.57
"50","2016-11-25",16.58
"51","2016-11-28",16.99
"52","2016-11-29",16.15
"53","2016-11-30",15.91
"54","2016-12-01",15.53
"55","2016-12-02",15.26
"56","2016-12-05",15.93
"57","2016-12-06",16.200001
"58","2016-12-07",16.530001
"59","2016-12-08",17
"60","2016-12-09",16.940001
"61","2016-12-12",17.42
"62","2016-12-13",17.969999
"63","2016-12-14",17.92
"64","2016-12-15",19.059999
"65","2016-12-16",19.58
"66","2016-12-19",20.25
"67","2016-12-20",19.83
"68","2016-12-21",19.629999
"69","2016-12-22",19.26
"70","2016-12-23",19.43
"71","2016-12-27",18.83
"72","2016-12-28",18.059999
"73","2016-12-29",18.24
"74","2016-12-30",18.450001
"75","2017-01-03",18.049999
"76","2017-01-04",19.030001
"77","2017-01-05",19.33
"78","2017-01-06",19.309999
"79","2017-01-09",18.65
"80","2017-01-10",18.639999
"81","2017-01-11",19.110001
"82","2017-01-12",18.549999
"83","2017-01-13",19.02
"84","2017-01-17",18.709999
"85","2017-01-18",18.73
"86","2017-01-19",18.719999
"87","2017-01-20",18.58
"88","2017-01-23",18.309999
"89","2017-01-24",18.969999
"90","2017-01-25",19.5
"91","2017-01-26",19.459999
"92","2017-01-27",19.25
"93","2017-01-30",18.77
"94","2017-01-31",18.469999
"95","2017-02-01",18.540001
"96","2017-02-02",18.719999
"97","2017-02-03",18.969999
"98","2017-02-06",18.559999
"99","2017-02-07",18.52
"100","2017-02-08",18.26
"101","2017-02-09",18.440001
"102","2017-02-10",18.9
"103","2017-02-13",19.5
"104","2017-02-14",19.299999
"105","2017-02-15",19.6
"106","2017-02-16",19.18
"107","2017-02-17",18.950001
"108","2017-02-21",18.780001
"109","2017-02-22",18.879999
"110","2017-02-23",19.01
"111","2017-02-24",19.15
"112","2017-02-27",19.389999
"113","2017-02-28",19.040001
"114","2017-03-01",18.620001
"115","2017-03-02",18.780001
"116","2017-03-03",18.450001
"117","2017-03-06",18.040001
"118","2017-03-07",17.969999
"119","2017-03-08",17.049999
"120","2017-03-09",17.120001
"121","2017-03-10",17.549999
"122","2017-03-13",17.93
"123","2017-03-14",17.459999
"124","2017-03-15",17.950001
"125","2017-03-16",18.959999
"126","2017-03-17",19.719999
"127","2017-03-20",20.48
"128","2017-03-21",19.48
"129","2017-03-22",19.33
"130","2017-03-23",19.4
"131","2017-03-24",20.049999
"132","2017-03-27",20
"133","2017-03-28",20.33
"134","2017-03-29",20.639999
"135","2017-03-30",20.120001
"136","2017-03-31",20.530001
"137","2017-04-03",19.469999
"138","2017-04-04",20.139999
"139","2017-04-05",20.35
"140","2017-04-06",20.870001
"141","2017-04-07",20.379999
"142","2017-04-10",20.35
"143","2017-04-11",20.549999
"144","2017-04-12",20.75
"145","2017-04-13",20.74
"146","2017-04-17",21.33
"147","2017-04-18",22.190001
"148","2017-04-19",22.809999
"149","2017-04-20",22.809999
"150","2017-04-21",22.67
"151","2017-04-24",22.84
"152","2017-04-25",23.24
"153","2017-04-26",23.27
"154","2017-04-27",23.41
"155","2017-04-28",23.209999
"156","2017-05-01",23.549999
"157","2017-05-02",23.07
"158","2017-05-03",22.950001
"159","2017-05-04",22.639999
"160","2017-05-05",22.690001
"161","2017-05-08",22.969999
"162","2017-05-09",24.76
"163","2017-05-10",24.83
"164","2017-05-11",24.58
"165","2017-05-12",24.549999
"166","2017-05-15",25.379999
"167","2017-05-16",24.870001
"168","2017-05-17",24.26
"169","2017-05-18",24.65
"170","2017-05-19",25.01
"171","2017-05-22",25.129999
"172","2017-05-23",25.030001
"173","2017-05-24",25.370001
"174","2017-05-25",25.639999
"175","2017-05-26",26.469999
"176","2017-05-30",26.16
"177","2017-05-31",25.860001
"178","2017-06-01",26.209999
"179","2017-06-02",26.25
"180","2017-06-05",26.32
"181","2017-06-06",25.91
"182","2017-06-07",25.75
"183","2017-06-08",25.549999
"184","2017-06-09",24.15
"185","2017-06-12",23.73
"186","2017-06-13",23.92
"187","2017-06-14",24.23
"188","2017-06-15",23.67
"189","2017-06-16",24.209999
"190","2017-06-19",25.120001
"191","2017-06-20",24.82
"192","2017-06-21",24.77
"193","2017-06-22",24.57
"194","2017-06-23",24.959999
"195","2017-06-26",24.66
"196","2017-06-27",25.129999
"197","2017-06-28",26.370001
"198","2017-06-29",25.02
"199","2017-06-30",24.360001
"200","2017-07-03",23.57
"201","2017-07-05",23.379999
"202","2017-07-06",22.969999
"203","2017-07-07",23.43
"204","2017-07-10",23.299999
"205","2017-07-11",23.42
"206","2017-07-12",23.719999
"207","2017-07-13",23.18
"208","2017-07-14",22.74
"209","2017-07-17",22.9
"210","2017-07-18",22.950001
"211","2017-07-19",23.440001
