"","date","RTRX"
"82","2013-03-08",5.4
"83","2013-03-11",4.5
"84","2013-03-12",4.35
"85","2013-03-13",4.9
"86","2013-03-14",4.75
"87","2013-03-15",4.75
"88","2013-03-18",5.3
"89","2013-03-19",5.45
"90","2013-03-20",5.6
"91","2013-03-21",5.69
"92","2013-03-22",5.75
"93","2013-03-25",5.4
"94","2013-03-26",5
"95","2013-03-27",5.6
"96","2013-03-28",5.5
"97","2013-04-01",5.25
"98","2013-04-02",5.25
"99","2013-04-03",5.15
"100","2013-04-04",5.15
"101","2013-04-05",5.25
"102","2013-04-08",5.5
"103","2013-04-09",5.45
"104","2013-04-10",5.85
"105","2013-04-11",5.5
"106","2013-04-12",6
"107","2013-04-15",6.25
"108","2013-04-16",6.5
"109","2013-04-17",6.6
"110","2013-04-18",6.6
"111","2013-04-19",7
"112","2013-04-22",7.25
"113","2013-04-23",7.45
"114","2013-04-24",7.45
"115","2013-04-25",7.36
"116","2013-04-26",7.45
"117","2013-04-29",7.4
"118","2013-04-30",7.4
"119","2013-05-01",7.3
"120","2013-05-02",7.4
"121","2013-05-03",8.25
"122","2013-05-06",8.25
"123","2013-05-07",8.5
"124","2013-05-08",8.4
"125","2013-05-09",8.5
"126","2013-05-10",8.76
"127","2013-05-13",8.7
"128","2013-05-14",8.3
"129","2013-05-15",7.9
"130","2013-05-16",7.54
"131","2013-05-17",7.15
"132","2013-05-20",6.4
"133","2013-05-21",6.4
"134","2013-05-22",6
"135","2013-05-23",6
"136","2013-05-24",7
"137","2013-05-28",7.25
"138","2013-05-29",7
"139","2013-05-30",6.75
"140","2013-05-31",6.8
"141","2013-06-03",7
"142","2013-06-04",7.45
"143","2013-06-05",7.3
"144","2013-06-06",7.3
"145","2013-06-07",7.2
"146","2013-06-10",7.28
"147","2013-06-11",6.48
"148","2013-06-12",6
"149","2013-06-13",6
"150","2013-06-14",5.8
"151","2013-06-17",5.75
"152","2013-06-18",5.75
"153","2013-06-19",5.75
"154","2013-06-20",5.65
"155","2013-06-21",5.85
"156","2013-06-24",5.45
"157","2013-06-25",5.45
"158","2013-06-26",5.41
"159","2013-06-27",5
"160","2013-06-28",5.55
"161","2013-07-01",5
"162","2013-07-02",4.9
"163","2013-07-03",4.9
"164","2013-07-05",4.9
"165","2013-07-08",4.9
"166","2013-07-09",5
"167","2013-07-10",5
"168","2013-07-11",5
"169","2013-07-12",6.1
"170","2013-07-15",5.61
"171","2013-07-16",5.5
"172","2013-07-17",5.5
"173","2013-07-18",5.5
"174","2013-07-19",5.5
"175","2013-07-22",5.5
"176","2013-07-23",5.11
"177","2013-07-24",5.5
"178","2013-07-25",5.5
"179","2013-07-26",5.5
"180","2013-07-29",5.7
"181","2013-07-30",6
"182","2013-07-31",5.75
"183","2013-08-01",5.95
"184","2013-08-02",5.95
"185","2013-08-05",5.75
"186","2013-08-06",4.5
"187","2013-08-07",5
"188","2013-08-08",5
"189","2013-08-09",5.49
"190","2013-08-12",5
"191","2013-08-13",5
"192","2013-08-14",5
"193","2013-08-15",4.6
"194","2013-08-16",5.84
"195","2013-08-19",5.7
"196","2013-08-20",5.35
"197","2013-08-21",5.99
"198","2013-08-22",6.5
"199","2013-08-23",6.26
"200","2013-08-26",6.1
"201","2013-08-27",6.2
"202","2013-08-28",6
"203","2013-08-29",6
"204","2013-08-30",6
"205","2013-09-03",6
"206","2013-09-04",6.35
"207","2013-09-05",6
"208","2013-09-06",6
"209","2013-09-09",6.2
"210","2013-09-10",7.15
"211","2013-09-11",7.15
"212","2013-09-12",7.15
"213","2013-09-13",7.2
"214","2013-09-16",6.8
"215","2013-09-17",6.82
"216","2013-09-18",6.88
"217","2013-09-19",7.25
"218","2013-09-20",7.25
"219","2013-09-23",6.6
"220","2013-09-24",6.05
"221","2013-09-25",6
"222","2013-09-26",7.05
"223","2013-09-27",6.9
"224","2013-09-30",6.5
"225","2013-10-01",6.5
"226","2013-10-02",6.75
"227","2013-10-03",6.55
"228","2013-10-04",6.45
"229","2013-10-07",6.8
"230","2013-10-08",6.46
"231","2013-10-09",6.5
"232","2013-10-10",6.7
"233","2013-10-11",6.45
"234","2013-10-14",6.55
"235","2013-10-15",6.85
"236","2013-10-16",6.7
"237","2013-10-17",6.6
"238","2013-10-18",6.6
"239","2013-10-21",6.85
"240","2013-10-22",6.5
"241","2013-10-23",7.2
"242","2013-10-24",6.9
"243","2013-10-25",6.95
"244","2013-10-28",7
"245","2013-10-29",6.99
"246","2013-10-30",7
"247","2013-10-31",7
"248","2013-11-01",6.8
"249","2013-11-04",6.9
"250","2013-11-05",6.99
"251","2013-11-06",7
"252","2013-11-07",7.25
"253","2013-11-08",7.25
"254","2013-11-11",7
"255","2013-11-12",5.99
"256","2013-11-13",5.89
"257","2013-11-14",5.99
"258","2013-11-15",5.9
"259","2013-11-18",5.9
"260","2013-11-19",5.7
"261","2013-11-20",6
"262","2013-11-21",6
"263","2013-11-22",6.25
"264","2013-11-25",6.55
"265","2013-11-26",7
"266","2013-11-27",7
"267","2013-11-29",7
"268","2013-12-02",7.35
"269","2013-12-03",7.1
"270","2013-12-04",7.9
"271","2013-12-05",8.5
"272","2013-12-06",8.7
"273","2013-12-09",8.1
"274","2013-12-10",7.85
"275","2013-12-11",7.65
"276","2013-12-12",7
"277","2013-12-13",7.15
"278","2013-12-16",7.45
"279","2013-12-17",7
"280","2013-12-18",6.8
"281","2013-12-19",6.75
"282","2013-12-20",6.6
"283","2013-12-23",7
"284","2013-12-24",7.45
"285","2013-12-26",7
"286","2013-12-27",6.91
"287","2013-12-30",7.14
"288","2013-12-31",7
"289","2014-01-02",8
"290","2014-01-03",8.4
"291","2014-01-06",8.3
"292","2014-01-07",8.15
"293","2014-01-08",7.89
"294","2014-01-09",8.5
"295","2014-01-10",8.5
"296","2014-01-13",11.35
"297","2014-01-14",11.08
"298","2014-01-15",11.7
"299","2014-01-16",11.98
"300","2014-01-17",13.1
"301","2014-01-21",12.5
"302","2014-01-22",12.41
"303","2014-01-23",12.3
"304","2014-01-24",10.43
"305","2014-01-27",10.82
"306","2014-01-28",10.98
"307","2014-01-29",11.07
"308","2014-01-30",10.99
"309","2014-01-31",10.58
"310","2014-02-03",9.86
"311","2014-02-04",9.79
"312","2014-02-05",9.96
"313","2014-02-06",10.25
"314","2014-02-07",10.39
"315","2014-02-10",10.66
"316","2014-02-11",10.72
"317","2014-02-12",10.68
"318","2014-02-13",16
"319","2014-02-14",14.82
"320","2014-02-18",15.56
"321","2014-02-19",16
"322","2014-02-20",17.030001
"323","2014-02-21",19.469999
"324","2014-02-24",19
"325","2014-02-25",18.969999
"326","2014-02-26",19.1
"327","2014-02-27",19.129999
"328","2014-02-28",17.67
"329","2014-03-03",17.860001
"330","2014-03-04",18.32
"331","2014-03-05",18.559999
"332","2014-03-06",18.76
"333","2014-03-07",19.290001
"334","2014-03-10",19.809999
"335","2014-03-11",19.030001
"336","2014-03-12",18.77
"337","2014-03-13",17.74
"338","2014-03-14",17.35
"339","2014-03-17",17.48
"340","2014-03-18",18.719999
"341","2014-03-19",18.049999
"342","2014-03-20",19.280001
"343","2014-03-21",18.41
"344","2014-03-24",18.9
"345","2014-03-25",20.4
"346","2014-03-26",20.559999
"347","2014-03-27",19.549999
"348","2014-03-28",19.75
"349","2014-03-31",21.200001
"350","2014-04-01",21.459999
"351","2014-04-02",23.360001
"352","2014-04-03",21.110001
"353","2014-04-04",19.030001
"354","2014-04-07",17.99
"355","2014-04-08",19.33
"356","2014-04-09",20.370001
"357","2014-04-10",18.25
"358","2014-04-11",15.36
"359","2014-04-14",13.01
"360","2014-04-15",11.6
"361","2014-04-16",12.3
"362","2014-04-17",14.5
"363","2014-04-21",13.86
"364","2014-04-22",14.83
"365","2014-04-23",13.79
"366","2014-04-24",13.82
"367","2014-04-25",13.24
"368","2014-04-28",13.01
"369","2014-04-29",13.24
"370","2014-04-30",14.29
"371","2014-05-01",14.06
"372","2014-05-02",14.16
"373","2014-05-05",13.65
"374","2014-05-06",12.7
"375","2014-05-07",11.41
"376","2014-05-08",10.99
"377","2014-05-09",11.47
"378","2014-05-12",12.2
"379","2014-05-13",12.2
"380","2014-05-14",13.02
"381","2014-05-15",12.8
"382","2014-05-16",12.63
"383","2014-05-19",13.1
"384","2014-05-20",12.34
"385","2014-05-21",12.84
"386","2014-05-22",13.26
"387","2014-05-23",13.73
"388","2014-05-27",14.35
"389","2014-05-28",13.93
"390","2014-05-29",12.88
"391","2014-05-30",14.62
"392","2014-06-02",14.45
"393","2014-06-03",13.35
"394","2014-06-04",11.76
"395","2014-06-05",11.17
"396","2014-06-06",10.34
"397","2014-06-09",11.2
"398","2014-06-10",11.33
"399","2014-06-11",11.3
"400","2014-06-12",11.15
"401","2014-06-13",11.27
"402","2014-06-16",11.25
"403","2014-06-17",11.02
"404","2014-06-18",11.16
"405","2014-06-19",11.02
"406","2014-06-20",11.29
"407","2014-06-23",11.63
"408","2014-06-24",11.46
"409","2014-06-25",11.805
"410","2014-06-26",11.81
"411","2014-06-27",12.01
"412","2014-06-30",11.74
"413","2014-07-01",12.31
"414","2014-07-02",12.43
"415","2014-07-03",12.82
"416","2014-07-07",11.8
"417","2014-07-08",10.79
"418","2014-07-09",11.07
"419","2014-07-10",10.93
"420","2014-07-11",10.96
"421","2014-07-14",11.1
"422","2014-07-15",10.74
"423","2014-07-16",10.81
"424","2014-07-17",10.6
"425","2014-07-18",10.69
"426","2014-07-21",10.23
"427","2014-07-22",10.54
"428","2014-07-23",11.33
"429","2014-07-24",11.51
"430","2014-07-25",11.5
"431","2014-07-28",10.86
"432","2014-07-29",10.89
"433","2014-07-30",11.1
"434","2014-07-31",10.62
"435","2014-08-01",10.53
"436","2014-08-04",10.76
"437","2014-08-05",11.31
"438","2014-08-06",11.62
"439","2014-08-07",11.74
"440","2014-08-08",12.31
"441","2014-08-11",12.51
"442","2014-08-12",11.85
"443","2014-08-13",11.74
"444","2014-08-14",12.22
"445","2014-08-15",12.09
"446","2014-08-18",11.99
"447","2014-08-19",12.06
"448","2014-08-20",12.13
"449","2014-08-21",12.22
"450","2014-08-22",12.29
"451","2014-08-25",12.55
"452","2014-08-26",13.13
"453","2014-08-27",13.51
"454","2014-08-28",13.6
"455","2014-08-29",13.68
"456","2014-09-02",14.4
"457","2014-09-03",13.95
"458","2014-09-04",13.66
"459","2014-09-05",13.31
"460","2014-09-08",13.1
"461","2014-09-09",12.72
"462","2014-09-10",13.41
"463","2014-09-11",12.96
"464","2014-09-12",12.8
"465","2014-09-15",12.07
"466","2014-09-16",12.49
"467","2014-09-17",11.46
"468","2014-09-18",11.82
"469","2014-09-19",11.29
"470","2014-09-22",10.66
"471","2014-09-23",10.85
"472","2014-09-24",10.91
"473","2014-09-25",10.6
"474","2014-09-26",10.19
"475","2014-09-29",9.82
"476","2014-09-30",9.02
"477","2014-10-01",8.62
"478","2014-10-02",9.89
"479","2014-10-03",10.88
"480","2014-10-06",11
"481","2014-10-07",10.79
"482","2014-10-08",10.48
"483","2014-10-09",9.96
"484","2014-10-10",9.54
"485","2014-10-13",9.34
"486","2014-10-14",9.76
"487","2014-10-15",9.99
"488","2014-10-16",9.98
"489","2014-10-17",9.28
"490","2014-10-20",9.6
"491","2014-10-21",9.49
"492","2014-10-22",9.55
"493","2014-10-23",9.41
"494","2014-10-24",9.88
"495","2014-10-27",9.42
"496","2014-10-28",9.34
"497","2014-10-29",9.5
"498","2014-10-30",9.53
"499","2014-10-31",9.68
"500","2014-11-03",10.38
"501","2014-11-04",10.28
"502","2014-11-05",9.8
"503","2014-11-06",10.09
"504","2014-11-07",10.38
"505","2014-11-10",10.74
"506","2014-11-11",11.36
"507","2014-11-12",11.56
"508","2014-11-13",11.62
"509","2014-11-14",9.9
"510","2014-11-17",9.45
"511","2014-11-18",9.03
"512","2014-11-19",8.09
"513","2014-11-20",8.74
"514","2014-11-21",8.24
"515","2014-11-24",8.67
"516","2014-11-25",8.98
"517","2014-11-26",9.71
"518","2014-11-28",10.1
"519","2014-12-01",10.06
"520","2014-12-02",10.4
"521","2014-12-03",10.2
"522","2014-12-04",9.88
"523","2014-12-05",9.73
"524","2014-12-08",9.44
"525","2014-12-09",9.81
"526","2014-12-10",9.76
"527","2014-12-11",9.88
"528","2014-12-12",10.12
"529","2014-12-15",10.56
"530","2014-12-16",11.12
"531","2014-12-17",12.58
"532","2014-12-18",13.1
"533","2014-12-19",13.81
"534","2014-12-22",13.83
"535","2014-12-23",12.73
"536","2014-12-24",12.92
"537","2014-12-26",12.98
"538","2014-12-29",13
"539","2014-12-30",12.12
"540","2014-12-31",12.24
"541","2015-01-02",12.67
"542","2015-01-05",13.02
"543","2015-01-06",12.8
"544","2015-01-07",13.1
"545","2015-01-08",14.05
"546","2015-01-09",13.61
"547","2015-01-12",13.52
"548","2015-01-13",13.21
"549","2015-01-14",14.17
"550","2015-01-15",13.44
"551","2015-01-16",13.54
"552","2015-01-20",13.65
"553","2015-01-21",12.56
"554","2015-01-22",13.61
"555","2015-01-23",13.47
"556","2015-01-26",14.06
"557","2015-01-27",13.63
"558","2015-01-28",13.36
"559","2015-01-29",13.54
"560","2015-01-30",12.84
"561","2015-02-02",12.81
"562","2015-02-03",12.91
"563","2015-02-04",12.77
"564","2015-02-05",13.33
"565","2015-02-06",13.26
"566","2015-02-09",13.05
"567","2015-02-10",13.09
"568","2015-02-11",13.17
"569","2015-02-12",13.48
"570","2015-02-13",13.92
"571","2015-02-17",14.08
"572","2015-02-18",14.56
"573","2015-02-19",14.26
"574","2015-02-20",14.5
"575","2015-02-23",14.69
"576","2015-02-24",13.71
"577","2015-02-25",14.34
"578","2015-02-26",14.9
"579","2015-02-27",14.16
"580","2015-03-02",14.21
"581","2015-03-03",13.87
"582","2015-03-04",14.04
"583","2015-03-05",14.06
"584","2015-03-06",15.37
"585","2015-03-09",14.99
"586","2015-03-10",15.19
"587","2015-03-11",15.2
"588","2015-03-12",15.11
"589","2015-03-13",14.76
"590","2015-03-16",14.73
"591","2015-03-17",14.76
"592","2015-03-18",20.17
"593","2015-03-19",22.17
"594","2015-03-20",22.34
"595","2015-03-23",22.32
"596","2015-03-24",23
"597","2015-03-25",22.889999
"598","2015-03-26",22.139999
"599","2015-03-27",21.870001
"600","2015-03-30",24.16
"601","2015-03-31",23.959999
"602","2015-04-01",23.610001
"603","2015-04-02",23.85
"604","2015-04-06",23.42
"605","2015-04-07",23.09
"606","2015-04-08",23.629999
"607","2015-04-09",23.540001
"608","2015-04-10",23.200001
"609","2015-04-13",23.75
"610","2015-04-14",23.450001
"611","2015-04-15",24.17
"612","2015-04-16",24.360001
"613","2015-04-17",24.045
"614","2015-04-20",24.43
"615","2015-04-21",24.360001
"616","2015-04-22",24.450001
"617","2015-04-23",24.74
"618","2015-04-24",24.75
"619","2015-04-27",22.74
"620","2015-04-28",22.309999
"621","2015-04-29",22.790001
"622","2015-04-30",21.540001
"623","2015-05-01",22.809999
"624","2015-05-04",23.27
"625","2015-05-05",21.620001
"626","2015-05-06",22
"627","2015-05-07",22.459999
"628","2015-05-08",22.870001
"629","2015-05-11",23.66
"630","2015-05-12",24.200001
"631","2015-05-13",24.440001
"632","2015-05-14",24.66
"633","2015-05-15",26.27
"634","2015-05-18",26.98
"635","2015-05-19",26.690001
"636","2015-05-20",26.75
"637","2015-05-21",26.700001
"638","2015-05-22",26.610001
"639","2015-05-26",26.870001
"640","2015-05-27",30.049999
"641","2015-05-28",30.030001
"642","2015-05-29",31.639999
"643","2015-06-01",31.85
"644","2015-06-02",31.73
"645","2015-06-03",32.860001
"646","2015-06-04",33.490002
"647","2015-06-05",33.599998
"648","2015-06-08",32.59
"649","2015-06-09",31.59
"650","2015-06-10",32.07
"651","2015-06-11",31.18
"652","2015-06-12",31.75
"653","2015-06-15",30.9
"654","2015-06-16",32.400002
"655","2015-06-17",33.369999
"656","2015-06-18",33.98
"657","2015-06-19",32.959999
"658","2015-06-22",33.98
"659","2015-06-23",33.900002
"660","2015-06-24",33.360001
"661","2015-06-25",33.400002
"662","2015-06-26",32.75
"663","2015-06-29",31.76
"664","2015-06-30",33.150002
"665","2015-07-01",32.490002
"666","2015-07-02",31.85
"667","2015-07-06",31.75
"668","2015-07-07",32.549999
"669","2015-07-08",31.74
"670","2015-07-09",31.709999
"671","2015-07-10",33.59
"672","2015-07-13",34.950001
"673","2015-07-14",35.630001
"674","2015-07-15",35.66
"675","2015-07-16",35.990002
"676","2015-07-17",35.82
"677","2015-07-20",35.150002
"678","2015-07-21",34.470001
"679","2015-07-22",34.93
"680","2015-07-23",34.18
"681","2015-07-24",32.23
"682","2015-07-27",31.85
"683","2015-07-28",33.029999
"684","2015-07-29",32.009998
"685","2015-07-30",32.169998
"686","2015-07-31",31.74
"687","2015-08-03",31.940001
"688","2015-08-04",31.74
"689","2015-08-05",36.099998
"690","2015-08-06",34.369999
"691","2015-08-07",32.259998
"692","2015-08-10",31.940001
"693","2015-08-11",31.379999
"694","2015-08-12",31.629999
"695","2015-08-13",30.41
"696","2015-08-14",29.58
"697","2015-08-17",30.780001
"698","2015-08-18",28.959999
"699","2015-08-19",27.530001
"700","2015-08-20",27.23
"701","2015-08-21",26.98
"702","2015-08-24",25.969999
"703","2015-08-25",25.1
"704","2015-08-26",26.77
"705","2015-08-27",27.450001
"706","2015-08-28",27.84
"707","2015-08-31",27.42
"708","2015-09-01",26.5
"709","2015-09-02",27.959999
"710","2015-09-03",26.27
"711","2015-09-04",26.610001
"712","2015-09-08",27.940001
"713","2015-09-09",27.4
"714","2015-09-10",27.799999
"715","2015-09-11",28.57
"716","2015-09-14",28.030001
"717","2015-09-15",28.57
"718","2015-09-16",27.58
"719","2015-09-17",29.309999
"720","2015-09-18",28.57
"721","2015-09-21",25.1
"722","2015-09-22",22.639999
"723","2015-09-23",23.860001
"724","2015-09-24",23.360001
"725","2015-09-25",21.809999
"726","2015-09-28",19.940001
"727","2015-09-29",18.809999
"728","2015-09-30",20.26
"729","2015-10-01",20.690001
"730","2015-10-02",21.9
"731","2015-10-05",22.18
"732","2015-10-06",20.450001
"733","2015-10-07",19.969999
"734","2015-10-08",19.15
"735","2015-10-09",20.219999
"736","2015-10-12",19.74
"737","2015-10-13",18.1
"738","2015-10-14",18.25
"739","2015-10-15",19.879999
"740","2015-10-16",19.309999
"741","2015-10-19",19.139999
"742","2015-10-20",18.549999
"743","2015-10-21",18.48
"744","2015-10-22",17.84
"745","2015-10-23",18.43
"746","2015-10-26",18.719999
"747","2015-10-27",19.299999
"748","2015-10-28",19.68
"749","2015-10-29",19.08
"750","2015-10-30",19.129999
"751","2015-11-02",21
"752","2015-11-03",21.82
"753","2015-11-04",18.9
"754","2015-11-05",18.92
"755","2015-11-06",19.02
"756","2015-11-09",19.15
"757","2015-11-10",18.780001
"758","2015-11-11",18.629999
"759","2015-11-12",18.299999
"760","2015-11-13",18.719999
"761","2015-11-16",18.370001
"762","2015-11-17",18.52
"763","2015-11-18",20.049999
"764","2015-11-19",19
"765","2015-11-20",19.43
"766","2015-11-23",20.190001
"767","2015-11-24",21.370001
"768","2015-11-25",22.17
"769","2015-11-27",22.190001
"770","2015-11-30",22.35
"771","2015-12-01",22.83
"772","2015-12-02",22.280001
"773","2015-12-03",21.84
"774","2015-12-04",21.9
"775","2015-12-07",21.25
"776","2015-12-08",21.360001
"777","2015-12-09",20.549999
"778","2015-12-10",20.719999
"779","2015-12-11",20.139999
"780","2015-12-14",19.440001
"781","2015-12-15",20.26
"782","2015-12-16",21.35
"783","2015-12-17",20.940001
"784","2015-12-18",20.040001
"785","2015-12-21",20.16
"786","2015-12-22",19.969999
"787","2015-12-23",20.190001
"788","2015-12-24",19.809999
"789","2015-12-28",19.51
"790","2015-12-29",19.950001
"791","2015-12-30",19.68
"792","2015-12-31",19.290001
"793","2016-01-04",18.889999
"794","2016-01-05",18.26
"795","2016-01-06",18
"796","2016-01-07",17.6
"797","2016-01-08",18.01
"798","2016-01-11",17.370001
"799","2016-01-12",17.950001
"800","2016-01-13",16.870001
"801","2016-01-14",17.34
"802","2016-01-15",16.879999
"803","2016-01-19",15.73
"804","2016-01-20",16.74
"805","2016-01-21",16.59
"806","2016-01-22",16.700001
"807","2016-01-25",16.57
"808","2016-01-26",16.540001
"809","2016-01-27",15.82
"810","2016-01-28",15.09
"811","2016-01-29",14.97
"812","2016-02-01",15.65
"813","2016-02-02",15.31
"814","2016-02-03",15.63
"815","2016-02-04",15.76
"816","2016-02-05",14.93
"817","2016-02-08",14.16
"818","2016-02-09",13.74
"819","2016-02-10",13.64
"820","2016-02-11",13.97
"821","2016-02-12",14
"822","2016-02-16",14.2
"823","2016-02-17",14.83
"824","2016-02-18",14.19
"825","2016-02-19",14.61
"826","2016-02-22",14.81
"827","2016-02-23",14.5
"828","2016-02-24",14.98
"829","2016-02-25",14.6
"830","2016-02-26",14.56
"831","2016-02-29",14.23
"832","2016-03-01",14.92
"833","2016-03-02",15.4
"834","2016-03-03",14.52
"835","2016-03-04",14.87
"836","2016-03-07",15.78
"837","2016-03-08",15.21
"838","2016-03-09",14.82
"839","2016-03-10",14.49
"840","2016-03-11",15.01
"841","2016-03-14",14.93
"842","2016-03-15",14.07
"843","2016-03-16",13.94
"844","2016-03-17",13.82
"845","2016-03-18",13.89
"846","2016-03-21",13.81
"847","2016-03-22",13.9
"848","2016-03-23",13.09
"849","2016-03-24",12.52
"850","2016-03-28",12.33
"851","2016-03-29",12.79
"852","2016-03-30",13.39
"853","2016-03-31",13.66
"854","2016-04-01",14.37
"855","2016-04-04",14.44
"856","2016-04-05",14.37
"857","2016-04-06",14.84
"858","2016-04-07",15.1
"859","2016-04-08",14.8
"860","2016-04-11",14.43
"861","2016-04-12",14.66
"862","2016-04-13",15.3
"863","2016-04-14",15.56
"864","2016-04-15",15.45
"865","2016-04-18",15.58
"866","2016-04-19",15.27
"867","2016-04-20",15.06
"868","2016-04-21",15.4
"869","2016-04-22",15.61
"870","2016-04-25",15.37
"871","2016-04-26",14.67
"872","2016-04-27",14.39
"873","2016-04-28",14.14
"874","2016-04-29",13.78
"875","2016-05-02",14.26
"876","2016-05-03",13.73
"877","2016-05-04",15
"878","2016-05-05",14.9
"879","2016-05-06",14.61
"880","2016-05-09",15.29
"881","2016-05-10",15.66
"882","2016-05-11",15.31
"883","2016-05-12",15.14
"884","2016-05-13",15.41
"885","2016-05-16",15.59
"886","2016-05-17",15.55
"887","2016-05-18",16.33
"888","2016-05-19",16.23
"889","2016-05-20",16.76
"890","2016-05-23",16.799999
"891","2016-05-24",17.209999
"892","2016-05-25",17.219999
"893","2016-05-26",17.219999
"894","2016-05-27",17.469999
"895","2016-05-31",17.780001
"896","2016-06-01",17.799999
"897","2016-06-02",18.200001
"898","2016-06-03",17.68
"899","2016-06-06",18.030001
"900","2016-06-07",18.32
"901","2016-06-08",18.219999
"902","2016-06-09",17.700001
"903","2016-06-10",17.4
"904","2016-06-13",17.190001
"905","2016-06-14",16.559999
"906","2016-06-15",16.809999
"907","2016-06-16",17.459999
"908","2016-06-17",17.34
"909","2016-06-20",17.549999
"910","2016-06-21",18.09
"911","2016-06-22",18.48
"912","2016-06-23",18.49
"913","2016-06-24",17.799999
"914","2016-06-27",17.24
"915","2016-06-28",17.809999
"916","2016-06-29",17.950001
"917","2016-06-30",17.809999
"918","2016-07-01",18.459999
"919","2016-07-05",18.290001
"920","2016-07-06",18.49
"921","2016-07-07",18.299999
"922","2016-07-08",18.65
"923","2016-07-11",18.469999
"924","2016-07-12",18.57
"925","2016-07-13",18.09
"926","2016-07-14",18.09
"927","2016-07-15",18.48
"928","2016-07-18",17.6
"929","2016-07-19",17.5
"930","2016-07-20",17.85
"931","2016-07-21",17.77
"932","2016-07-22",18.120001
"933","2016-07-25",17.75
"934","2016-07-26",18.01
"935","2016-07-27",18.4
"936","2016-07-28",17.530001
"937","2016-07-29",17.93
"938","2016-08-01",18.17
"939","2016-08-02",18.309999
"940","2016-08-03",18.639999
"941","2016-08-04",18.77
"942","2016-08-05",18.91
"943","2016-08-08",18.66
"944","2016-08-09",18.280001
"945","2016-08-10",17.549999
"946","2016-08-11",17.450001
"947","2016-08-12",17.33
"948","2016-08-15",17.620001
"949","2016-08-16",17.309999
"950","2016-08-17",17.219999
"951","2016-08-18",17.030001
"952","2016-08-19",16.790001
"953","2016-08-22",17.08
"954","2016-08-23",16.98
"955","2016-08-24",16.42
"956","2016-08-25",16.219999
"957","2016-08-26",16.379999
"958","2016-08-29",16.190001
"959","2016-08-30",16.17
"960","2016-08-31",16.02
"961","2016-09-01",16.35
"962","2016-09-02",16.1
"963","2016-09-06",16.32
"964","2016-09-07",20.809999
"965","2016-09-08",21.370001
"966","2016-09-09",21.299999
"967","2016-09-12",22.030001
"968","2016-09-13",23.190001
"969","2016-09-14",23.26
"970","2016-09-15",24.23
"971","2016-09-16",24.25
"972","2016-09-19",23.24
"973","2016-09-20",23.42
"974","2016-09-21",23.75
"975","2016-09-22",23.27
"976","2016-09-23",22.57
"977","2016-09-26",22.360001
"978","2016-09-27",22.24
"979","2016-09-28",22.1
"980","2016-09-29",21.879999
"981","2016-09-30",22.379999
"982","2016-10-03",23.120001
"983","2016-10-04",22.780001
"984","2016-10-05",23.120001
"985","2016-10-06",23.049999
"986","2016-10-07",22.67
"987","2016-10-10",23.02
"988","2016-10-11",22.450001
"989","2016-10-12",22.040001
"990","2016-10-13",22.18
"991","2016-10-14",21.34
"992","2016-10-17",20.719999
"993","2016-10-18",20.65
"994","2016-10-19",20.309999
