"","date","TREC"
"85","2007-05-04",6.99
"86","2007-05-07",7.45
"87","2007-05-08",7.49
"88","2007-05-09",7.51
"89","2007-05-10",7.25
"90","2007-05-11",7.1
"91","2007-05-14",6.99
"92","2007-05-15",6.45
"93","2007-05-16",6.25
"94","2007-05-17",6.2
"95","2007-05-18",6.1
"96","2007-05-21",6.1
"97","2007-05-22",6
"98","2007-05-23",6.05
"99","2007-05-24",6.17
"100","2007-05-25",6.24
"101","2007-05-29",6.6
"102","2007-05-30",6.5
"103","2007-05-31",6.4
"104","2007-06-01",6.39
"105","2007-06-04",6.2
"106","2007-06-05",6.55
"107","2007-06-06",6.25
"108","2007-06-07",6.21
"109","2007-06-08",6.3
"110","2007-06-11",6.35
"111","2007-06-12",6.2
"112","2007-06-13",6.05
"113","2007-06-14",6.15
"114","2007-06-15",6.01
"115","2007-06-18",6.07
"116","2007-06-19",6.15
"117","2007-06-20",6.15
"118","2007-06-21",6.12
"119","2007-06-22",6.1
"120","2007-06-25",6.05
"121","2007-06-26",6.1
"122","2007-06-27",6.1
"123","2007-06-28",6.19
"124","2007-06-29",6.45
"125","2007-07-02",6.35
"126","2007-07-03",6.55
"127","2007-07-05",6.15
"128","2007-07-06",6.35
"129","2007-07-09",6.15
"130","2007-07-10",6.1
"131","2007-07-11",6.11
"132","2007-07-12",6.15
"133","2007-07-13",6.15
"134","2007-07-16",6.16
"135","2007-07-17",6.25
"136","2007-07-18",6.3
"137","2007-07-19",6.33
"138","2007-07-20",6.25
"139","2007-07-23",6.34
"140","2007-07-24",6.25
"141","2007-07-25",6.26
"142","2007-07-26",6.06
"143","2007-07-27",6.15
"144","2007-07-30",6.3
"145","2007-07-31",6.3
"146","2007-08-01",6.3
"147","2007-08-02",6.35
"148","2007-08-03",6.34
"149","2007-08-06",6.3
"150","2007-08-07",6.35
"151","2007-08-08",6.27
"152","2007-08-09",6.25
"153","2007-08-10",6.1
"154","2007-08-13",6.09
"155","2007-08-14",6.15
"156","2007-08-15",6.05
"157","2007-08-16",5.65
"158","2007-08-17",5.8
"159","2007-08-20",5.35
"160","2007-08-21",5.35
"161","2007-08-22",5.35
"162","2007-08-23",5.5
"163","2007-08-24",5.35
"164","2007-08-27",5.35
"165","2007-08-28",5.25
"166","2007-08-29",5.12
"167","2007-08-30",5.25
"168","2007-08-31",5.55
"169","2007-09-04",5.45
"170","2007-09-05",5.59
"171","2007-09-06",5.5
"172","2007-09-07",5.84
"173","2007-09-10",5.9
"174","2007-09-11",6.04
"175","2007-09-12",6.1
"176","2007-09-13",6.1
"177","2007-09-14",6.15
"178","2007-09-17",6.05
"179","2007-09-18",6.2
"180","2007-09-19",6.12
"181","2007-09-20",6.05
"182","2007-09-21",6.15
"183","2007-09-24",6.3
"184","2007-09-25",6.32
"185","2007-09-26",6.05
"186","2007-09-27",6.05
"187","2007-09-28",6.15
"188","2007-10-01",6.19
"189","2007-10-02",6.23
"190","2007-10-03",6.4
"191","2007-10-04",6.65
"192","2007-10-05",6.71
"193","2007-10-08",6.7
"194","2007-10-09",6.99
"195","2007-10-10",7
"196","2007-10-11",6.9
"197","2007-10-12",6.88
"198","2007-10-15",6.95
"199","2007-10-16",6.85
"200","2007-10-17",6.89
"201","2007-10-18",6.85
"202","2007-10-19",7
"203","2007-10-22",6.86
"204","2007-10-23",6.95
"205","2007-10-24",6.97
"206","2007-10-25",7.8
"207","2007-10-26",8.25
"208","2007-10-29",8.35
"209","2007-10-30",8.75
"210","2007-10-31",8.85
"211","2007-11-01",8.8
"212","2007-11-02",8.65
"213","2007-11-05",8.49
"214","2007-11-06",8.15
"215","2007-11-07",8.08
"216","2007-11-08",8.09
"217","2007-11-09",8
"218","2007-11-12",8
"219","2007-11-13",8.15
"220","2007-11-14",8.15
"221","2007-11-15",8.1
"222","2007-11-16",8.1
"223","2007-11-19",8.05
"224","2007-11-20",8
"225","2007-11-21",8.05
"226","2007-11-23",8.01
"227","2007-11-26",8.1
"228","2007-11-27",7.75
"229","2007-11-28",7.6
"230","2007-11-29",7.7
"231","2007-11-30",7.9
"232","2007-12-03",7.65
"233","2007-12-04",7.79
"234","2007-12-05",7.8
"235","2007-12-06",7.75
"236","2007-12-07",7.75
"237","2007-12-10",7.9
"238","2007-12-11",8
"239","2007-12-12",7.95
"240","2007-12-13",7.95
"241","2007-12-14",7.95
"242","2007-12-17",7.7
"243","2007-12-18",7.75
"244","2007-12-19",7.85
"245","2007-12-20",7.8
"246","2007-12-21",7.8
"247","2007-12-24",7.85
"248","2007-12-26",7.75
"249","2007-12-27",7.6
"250","2007-12-28",7.5
"251","2007-12-31",7.65
"252","2008-01-02",7.5
"253","2008-01-03",7.4
"254","2008-01-04",7.4
"255","2008-01-07",7
"256","2008-01-08",7
"257","2008-01-09",6.99
"258","2008-01-10",7.31
"259","2008-01-11",7.2
"260","2008-01-14",7.25
"261","2008-01-15",7.05
"262","2008-01-16",7.1
"263","2008-01-17",7.02
"264","2008-01-18",7
"265","2008-01-22",6.9
"266","2008-01-23",7.1
"267","2008-01-24",7.1
"268","2008-01-25",7.2
"269","2008-01-28",7.33
"270","2008-01-29",6.9
"271","2008-01-30",7.1
"272","2008-01-31",7.25
"273","2008-02-01",8
"274","2008-02-04",7.4
"275","2008-02-05",7.15
"276","2008-02-06",7.1
"277","2008-02-07",7
"278","2008-02-08",7.05
"279","2008-02-11",7
"280","2008-02-12",7
"281","2008-02-13",7.05
"282","2008-02-14",7
"283","2008-02-15",6.6
"284","2008-02-19",6.95
"285","2008-02-20",7
"286","2008-02-21",6.81
"287","2008-02-22",6.89
"288","2008-02-25",6.9
"289","2008-02-26",7
"290","2008-02-27",7
"291","2008-02-28",7
"292","2008-02-29",6.89
"293","2008-03-03",6.97
"294","2008-03-04",6.98
"295","2008-03-05",6.74
"296","2008-03-06",6.75
"297","2008-03-07",6.75
"298","2008-03-10",6.84
"299","2008-03-11",7
"300","2008-03-12",7
"301","2008-03-13",7
"302","2008-03-14",7.05
"303","2008-03-17",7
"304","2008-03-18",7.06
"305","2008-03-19",6.97
"306","2008-03-20",6.97
"307","2008-03-24",7.1
"308","2008-03-25",6.88
"309","2008-03-26",6.95
"310","2008-03-27",6.96
"311","2008-03-28",6.89
"312","2008-03-31",6.84
"313","2008-04-01",6.85
"314","2008-04-02",6.83
"315","2008-04-03",7.01
"316","2008-04-04",6.99
"317","2008-04-07",7
"318","2008-04-08",6.99
"319","2008-04-09",6.8
"320","2008-04-10",6.98
"321","2008-04-11",6.95
"322","2008-04-14",6.62
"323","2008-04-15",6.79
"324","2008-04-16",6.79
"325","2008-04-17",6.7
"326","2008-04-18",6.65
"327","2008-04-21",6.19
"328","2008-04-22",6.8
"329","2008-04-23",6.92
"330","2008-04-24",6.89
"331","2008-04-25",6.87
"332","2008-04-28",6.8
"333","2008-04-29",6.84
"334","2008-04-30",6.76
"335","2008-05-01",6.4
"336","2008-05-02",6.26
"337","2008-05-05",6.4
"338","2008-05-06",6.41
"339","2008-05-07",6.31
"340","2008-05-08",6.5
"341","2008-05-09",6.32
"342","2008-05-12",6
"343","2008-05-13",5.63
"344","2008-05-14",5.34
"345","2008-05-15",5.2
"346","2008-05-16",4.74
"347","2008-05-19",5.15
"348","2008-05-20",5.65
"349","2008-05-21",5.96
"350","2008-05-22",5.76
"351","2008-05-23",5.41
"352","2008-05-27",5.65
"353","2008-05-28",5.64
"354","2008-05-29",5.8
"355","2008-05-30",5.53
"356","2008-06-02",5.5
"357","2008-06-03",5.5
"358","2008-06-04",5.49
"359","2008-06-05",5.82
"360","2008-06-06",5.5
"361","2008-06-09",5.25
"362","2008-06-10",5.6
"363","2008-06-11",5.39
"364","2008-06-12",5.3
"365","2008-06-13",5.26
"366","2008-06-16",5.52
"367","2008-06-17",5.5
"368","2008-06-18",5.65
"369","2008-06-19",5.54
"370","2008-06-20",5.27
"371","2008-06-23",5.56
"372","2008-06-24",5.5
"373","2008-06-25",5.74
"374","2008-06-26",5.75
"375","2008-06-27",5.65
"376","2008-06-30",5.74
"377","2008-07-01",5.7
"378","2008-07-02",5.4
"379","2008-07-03",5.53
"380","2008-07-07",5.4
"381","2008-07-08",5.19
"382","2008-07-09",5.4
"383","2008-07-10",5.35
"384","2008-07-11",5.4
"385","2008-07-14",5.49
"386","2008-07-15",4.99
"387","2008-07-16",4.97
"388","2008-07-17",5
"389","2008-07-18",5
"390","2008-07-21",5
"391","2008-07-22",5
"392","2008-07-23",4.76
"393","2008-07-24",5.18
"394","2008-07-25",5.1
"395","2008-07-28",4.91
"396","2008-07-29",4.8
"397","2008-07-30",4.75
"398","2008-07-31",4.75
"399","2008-08-01",4.8
"400","2008-08-04",4.63
"401","2008-08-05",4.6
"402","2008-08-06",4.69
"403","2008-08-07",4.25
"404","2008-08-08",4.53
"405","2008-08-11",4.75
"406","2008-08-12",4.32
"407","2008-08-13",4.38
"408","2008-08-14",4.08
"409","2008-08-15",4.25
"410","2008-08-18",4.29
"411","2008-08-19",3.9
"412","2008-08-20",4.16
"413","2008-08-21",4.25
"414","2008-08-22",4.12
"415","2008-08-25",4.1
"416","2008-08-26",4.15
"417","2008-08-27",4.17
"418","2008-08-28",4.14
"419","2008-08-29",4.18
"420","2008-09-02",4.2
"421","2008-09-03",4.25
"422","2008-09-04",4.18
"423","2008-09-05",4.15
"424","2008-09-08",4.16
"425","2008-09-09",4.22
"426","2008-09-10",4.05
"427","2008-09-11",3.97
"428","2008-09-12",3.94
"429","2008-09-15",3.89
"430","2008-09-16",3.93
"431","2008-09-17",3.75
"432","2008-09-18",4.16
"433","2008-09-19",4.05
"434","2008-09-22",4.05
"435","2008-09-23",3.94
"436","2008-09-24",4
"437","2008-09-25",3.94
"438","2008-09-26",3.85
"439","2008-09-29",3.85
"440","2008-09-30",4.5
"441","2008-10-01",3.95
"442","2008-10-02",3.36
"443","2008-10-03",3.5
"444","2008-10-06",3.43
"445","2008-10-07",3.05
"446","2008-10-08",3.23
"447","2008-10-09",2.44
"448","2008-10-10",2.25
"449","2008-10-13",3.02
"450","2008-10-14",2.69
"451","2008-10-15",2.42
"452","2008-10-16",2.35
"453","2008-10-17",2.53
"454","2008-10-20",2.6
"455","2008-10-21",2.63
"456","2008-10-22",2.6
"457","2008-10-23",2.64
"458","2008-10-24",2.5
"459","2008-10-27",2.39
"460","2008-10-28",2.3
"461","2008-10-29",1.99
"462","2008-10-30",2.01
"463","2008-10-31",1.97
"464","2008-11-03",2
"465","2008-11-04",1.98
"466","2008-11-05",1.92
"467","2008-11-06",2
"468","2008-11-07",1.59
"469","2008-11-10",1.55
"470","2008-11-11",1.35
"471","2008-11-12",1.12
"472","2008-11-13",1.12
"473","2008-11-14",1.11
"474","2008-11-17",0.95
"475","2008-11-18",0.82
"476","2008-11-19",0.75
"477","2008-11-20",0.73
"478","2008-11-21",0.67
"479","2008-11-24",0.75
"480","2008-11-25",1.01
"481","2008-11-26",1.1
"482","2008-11-28",0.89
"483","2008-12-01",0.63
"484","2008-12-02",0.52
"485","2008-12-03",0.5
"486","2008-12-04",0.5
"487","2008-12-05",0.5
"488","2008-12-08",0.47
"489","2008-12-09",0.49
"490","2008-12-10",0.5
"491","2008-12-11",0.56
"492","2008-12-12",0.69
"493","2008-12-15",0.64
"494","2008-12-16",1.38
"495","2008-12-17",1.9
"496","2008-12-18",1.42
"497","2008-12-19",1.1
"498","2008-12-22",1.05
"499","2008-12-23",1.06
"500","2008-12-24",1.03
"501","2008-12-26",1.13
"502","2008-12-29",1.3
"503","2008-12-30",1.4
"504","2008-12-31",1.6
"505","2009-01-02",1.39
"506","2009-01-05",1.45
"507","2009-01-06",1.54
"508","2009-01-07",1.49
"509","2009-01-08",1.39
"510","2009-01-09",1.27
"511","2009-01-12",1.2
"512","2009-01-13",1.28
"513","2009-01-14",1.28
"514","2009-01-15",1.15
"515","2009-01-16",1.15
"516","2009-01-20",1.15
"517","2009-01-21",0.94
"518","2009-01-22",1.06
"519","2009-01-23",1.15
"520","2009-01-26",1.11
"521","2009-01-27",1.15
"522","2009-01-28",1.12
"523","2009-01-29",1.03
"524","2009-01-30",1.15
"525","2009-02-02",1.06
"526","2009-02-03",1.09
"527","2009-02-04",1
"528","2009-02-05",1
"529","2009-02-06",0.98
"530","2009-02-09",1
"531","2009-02-10",0.99
"532","2009-02-11",1
"533","2009-02-12",1.01
"534","2009-02-13",1.1
"535","2009-02-17",1.01
"536","2009-02-18",1.14
"537","2009-02-19",1
"538","2009-02-20",1.09
"539","2009-02-23",1
"540","2009-02-24",1
"541","2009-02-25",1
"542","2009-02-26",1.02
"543","2009-02-27",0.97
"544","2009-03-02",1.01
"545","2009-03-03",0.85
"546","2009-03-04",1
"547","2009-03-05",1.01
"548","2009-03-06",0.87
"549","2009-03-09",1.01
"550","2009-03-10",1.02
"551","2009-03-11",1.13
"552","2009-03-12",1.03
"553","2009-03-13",0.92
"554","2009-03-16",1.06
"555","2009-03-17",1.13
"556","2009-03-18",1
"557","2009-03-19",1.09
"558","2009-03-20",1.05
"559","2009-03-23",1.09
"560","2009-03-24",1.07
"561","2009-03-25",1.21
"562","2009-03-26",1.47
"563","2009-03-27",1.75
"564","2009-03-30",1.31
"565","2009-03-31",1.5
"566","2009-04-01",1.45
"567","2009-04-02",1.46
"568","2009-04-03",1.48
"569","2009-04-06",1.45
"570","2009-04-07",1.46
"571","2009-04-08",1.57
"572","2009-04-09",1.71
"573","2009-04-13",1.65
"574","2009-04-14",1.52
"575","2009-04-15",1.61
"576","2009-04-16",1.55
"577","2009-04-17",1.48
"578","2009-04-20",1.45
"579","2009-04-21",1.68
"580","2009-04-22",1.56
"581","2009-04-23",1.51
"582","2009-04-24",1.62
"583","2009-04-27",1.62
"584","2009-04-28",1.65
"585","2009-04-29",1.61
"586","2009-04-30",1.76
"587","2009-05-01",1.8
"588","2009-05-04",2.14
"589","2009-05-05",2.23
"590","2009-05-06",2.26
"591","2009-05-07",2.3
"592","2009-05-08",2.2
"593","2009-05-11",2.49
"594","2009-05-12",2.39
"595","2009-05-13",2.41
"596","2009-05-14",2.4
"597","2009-05-15",2.4
"598","2009-05-18",2.45
"599","2009-05-19",2.5
"600","2009-05-20",2.49
"601","2009-05-21",2.37
"602","2009-05-22",2.46
"603","2009-05-26",2.58
"604","2009-05-27",2.95
"605","2009-05-28",2.94
"606","2009-05-29",2.85
"607","2009-06-01",2.94
"608","2009-06-02",3.16
"609","2009-06-03",3.25
"610","2009-06-04",3.34
"611","2009-06-05",3.39
"612","2009-06-08",3.5
"613","2009-06-09",3.38
"614","2009-06-10",3.36
"615","2009-06-11",3.25
"616","2009-06-12",3.34
"617","2009-06-15",3.27
"618","2009-06-16",3.37
"619","2009-06-17",3.33
"620","2009-06-18",3.35
"621","2009-06-19",3.38
"622","2009-06-22",3.25
"623","2009-06-23",3.19
"624","2009-06-24",3.16
"625","2009-06-25",3.14
"626","2009-06-26",3.38
"627","2009-06-29",3.22
"628","2009-06-30",3.35
"629","2009-07-01",3.37
"630","2009-07-02",3.4
"631","2009-07-06",3.21
"632","2009-07-07",3.31
"633","2009-07-08",3.2
"634","2009-07-09",3.25
"635","2009-07-10",3.25
"636","2009-07-13",3.26
"637","2009-07-14",3.25
"638","2009-07-15",3.47
"639","2009-07-16",3.33
"640","2009-07-17",3.45
"641","2009-07-20",3.58
"642","2009-07-21",3.6
"643","2009-07-22",3.41
"644","2009-07-23",3.25
"645","2009-07-24",3.31
"646","2009-07-27",3.55
"647","2009-07-28",3.55
"648","2009-07-29",3.53
"649","2009-07-30",3.5
"650","2009-07-31",3.45
"651","2009-08-03",3.5
"652","2009-08-04",3.43
"653","2009-08-05",3.55
"654","2009-08-06",3.71
"655","2009-08-07",3.33
"656","2009-08-10",3.15
"657","2009-08-11",2.96
"658","2009-08-12",2.93
"659","2009-08-13",2.95
"660","2009-08-14",3
"661","2009-08-17",2.97
"662","2009-08-18",2.93
"663","2009-08-19",2.93
"664","2009-08-20",2.9
"665","2009-08-21",3.19
"666","2009-08-24",3.04
"667","2009-08-25",3
"668","2009-08-26",3.3
"669","2009-08-27",3.37
"670","2009-08-28",3.41
"671","2009-08-31",3.58
"672","2009-09-01",3.4
"673","2009-09-02",3.75
"674","2009-09-03",3.8
"675","2009-09-04",3.89
"676","2009-09-08",3.7
"677","2009-09-09",3.8
"678","2009-09-10",3.72
"679","2009-09-11",3.6
"680","2009-09-14",3.6
"681","2009-09-15",3.62
"682","2009-09-16",3.41
"683","2009-09-17",3.5
"684","2009-09-18",3.67
"685","2009-09-21",3.72
"686","2009-09-22",3.63
"687","2009-09-23",3.55
"688","2009-09-24",3.43
"689","2009-09-25",3.15
"690","2009-09-28",3.26
"691","2009-09-29",3.07
"692","2009-09-30",3.15
"693","2009-10-01",3.13
"694","2009-10-02",3.11
"695","2009-10-05",3.37
"696","2009-10-06",3.39
"697","2009-10-07",3.36
"698","2009-10-08",3.38
"699","2009-10-09",3.38
"700","2009-10-12",3.31
"701","2009-10-13",3.35
"702","2009-10-14",3.21
"703","2009-10-15",3.27
"704","2009-10-16",3.3
"705","2009-10-19",3.3
"706","2009-10-20",3.25
"707","2009-10-21",3.25
"708","2009-10-22",3.25
"709","2009-10-23",3.28
"710","2009-10-26",2.92
"711","2009-10-27",2.76
"712","2009-10-28",2.71
"713","2009-10-29",2.73
"714","2009-10-30",2.58
"715","2009-11-02",2.72
"716","2009-11-03",2.47
"717","2009-11-04",2.73
"718","2009-11-05",3
"719","2009-11-06",2.74
"720","2009-11-09",2.53
"721","2009-11-10",2.51
"722","2009-11-11",2.6
"723","2009-11-12",2.8
"724","2009-11-13",2.55
"725","2009-11-16",2.6
"726","2009-11-17",2.67
"727","2009-11-18",2.63
"728","2009-11-19",2.58
"729","2009-11-20",2.39
"730","2009-11-23",2.54
"731","2009-11-24",2.69
"732","2009-11-25",2.45
"733","2009-11-27",2.35
"734","2009-11-30",2.4
"735","2009-12-01",2.3
"736","2009-12-02",2.34
"737","2009-12-03",2.29
"738","2009-12-04",2.27
"739","2009-12-07",2.15
"740","2009-12-08",2.16
"741","2009-12-09",2.37
"742","2009-12-10",2.2
"743","2009-12-11",2.29
"744","2009-12-14",2.25
"745","2009-12-15",2.25
"746","2009-12-16",2.3
"747","2009-12-17",2.26
"748","2009-12-18",2.3
"749","2009-12-21",2.22
"750","2009-12-22",2.2
"751","2009-12-23",2.15
"752","2009-12-24",2.2
"753","2009-12-28",2.26
"754","2009-12-29",2.3
"755","2009-12-30",2.35
"756","2009-12-31",2.4
"757","2010-01-04",2.25
"758","2010-01-05",2.15
"759","2010-01-06",2.17
"760","2010-01-07",2.15
"761","2010-01-08",2.16
"762","2010-01-11",2.25
"763","2010-01-12",2.21
"764","2010-01-13",2.31
"765","2010-01-14",2.24
"766","2010-01-15",2.3
"767","2010-01-19",2.17
"768","2010-01-20",2.2
"769","2010-01-21",2.24
"770","2010-01-22",2.25
"771","2010-01-25",2.21
"772","2010-01-26",2.29
"773","2010-01-27",2.29
"774","2010-01-28",2.21
"775","2010-01-29",2.35
"776","2010-02-01",2.49
"777","2010-02-02",2.5
"778","2010-02-03",2.44
"779","2010-02-04",2.35
"780","2010-02-05",2.47
"781","2010-02-08",2.54
"782","2010-02-09",2.61
"783","2010-02-10",2.6
"784","2010-02-11",2.66
"785","2010-02-12",2.6
"786","2010-02-16",2.81
"787","2010-02-17",2.98
"788","2010-02-18",3.09
"789","2010-02-19",3.13
"790","2010-02-22",2.84
"791","2010-02-23",2.82
"792","2010-02-24",2.81
"793","2010-02-25",2.82
"794","2010-02-26",2.91
"795","2010-03-01",2.85
"796","2010-03-02",2.85
"797","2010-03-03",2.9
"798","2010-03-04",2.95
"799","2010-03-05",3
"800","2010-03-08",3.02
"801","2010-03-09",3.02
"802","2010-03-10",2.95
"803","2010-03-11",2.92
"804","2010-03-12",2.83
"805","2010-03-15",2.51
"806","2010-03-16",2.78
"807","2010-03-17",2.76
"808","2010-03-18",2.8
"809","2010-03-19",2.8
"810","2010-03-22",2.7
"811","2010-03-23",2.74
"812","2010-03-24",2.72
"813","2010-03-25",2.66
"814","2010-03-26",2.73
"815","2010-03-29",2.74
"816","2010-03-30",2.7
"817","2010-03-31",2.68
"818","2010-04-01",2.67
"819","2010-04-05",2.92
"820","2010-04-06",2.92
"821","2010-04-07",2.93
"822","2010-04-08",2.86
"823","2010-04-09",2.93
"824","2010-04-12",2.92
"825","2010-04-13",2.72
"826","2010-04-14",2.86
"827","2010-04-15",2.76
"828","2010-04-16",2.76
"829","2010-04-19",2.81
"830","2010-04-20",2.88
"831","2010-04-21",2.94
"832","2010-04-22",2.77
"833","2010-04-23",2.88
"834","2010-04-26",2.87
"835","2010-04-27",2.72
"836","2010-04-28",2.75
"837","2010-04-29",2.87
"838","2010-04-30",2.77
"839","2010-05-03",2.77
"840","2010-05-04",2.8
"841","2010-05-05",3.03
"842","2010-05-06",3.1
"843","2010-05-07",2.87
"844","2010-05-10",2.76
"845","2010-05-11",2.7
"846","2010-05-12",2.8
"847","2010-05-13",2.7
"848","2010-05-14",2.57
"849","2010-05-17",2.5
"850","2010-05-18",2.48
"851","2010-05-19",2.51
"852","2010-05-20",2.38
"853","2010-05-21",2.39
"854","2010-05-24",2.37
"855","2010-05-25",2.24
"856","2010-05-26",2.3
"857","2010-05-27",2.38
"858","2010-05-28",2.75
"859","2010-06-01",2.63
"860","2010-06-02",2.68
"861","2010-06-03",2.65
"862","2010-06-04",2.66
"863","2010-06-07",2.5
"864","2010-06-08",2.48
"865","2010-06-09",2.45
"866","2010-06-10",2.46
"867","2010-06-11",2.47
"868","2010-06-14",2.69
"869","2010-06-15",2.63
"870","2010-06-16",2.65
"871","2010-06-17",2.5
"872","2010-06-18",2.45
"873","2010-06-21",2.52
"874","2010-06-22",2.47
"875","2010-06-23",2.59
"876","2010-06-24",2.45
"877","2010-06-25",2.45
"878","2010-06-28",2.22
"879","2010-06-29",2.33
"880","2010-06-30",2.22
"881","2010-07-01",2.29
"882","2010-07-02",2.37
"883","2010-07-06",2.26
"884","2010-07-07",2.34
"885","2010-07-08",2.3
"886","2010-07-09",2.27
"887","2010-07-12",2.25
"888","2010-07-13",2.25
"889","2010-07-14",2.25
"890","2010-07-15",2.35
"891","2010-07-16",2.24
"892","2010-07-19",2.36
"893","2010-07-20",2.31
"894","2010-07-21",2.23
"895","2010-07-22",2.36
"896","2010-07-23",2.26
"897","2010-07-26",2.48
"898","2010-07-27",2.49
"899","2010-07-28",2.34
"900","2010-07-29",2.45
"901","2010-07-30",2.46
"902","2010-08-02",2.5
"903","2010-08-03",2.48
"904","2010-08-04",2.29
"905","2010-08-05",2.48
"906","2010-08-06",2.48
"907","2010-08-09",2.36
"908","2010-08-10",2.25
"909","2010-08-11",2.2
"910","2010-08-12",2.2
"911","2010-08-13",2.18
"912","2010-08-16",2.09
"913","2010-08-17",2.11
"914","2010-08-18",2.15
"915","2010-08-19",2.11
"916","2010-08-20",2.07
"917","2010-08-23",2.05
"918","2010-08-24",2
"919","2010-08-25",1.9
"920","2010-08-26",1.95
"921","2010-08-27",2.05
"922","2010-08-30",1.89
"923","2010-08-31",1.77
"924","2010-09-01",1.93
"925","2010-09-02",2.02
"926","2010-09-03",2.08
"927","2010-09-07",2.18
"928","2010-09-08",2.31
"929","2010-09-09",2.26
"930","2010-09-10",2.19
"931","2010-09-13",2.2
"932","2010-09-14",2.2
"933","2010-09-15",2.37
"934","2010-09-16",2.45
"935","2010-09-17",2.35
"936","2010-09-20",2.47
"937","2010-09-21",2.49
"938","2010-09-22",2.4
"939","2010-09-23",2.4
"940","2010-09-24",2.4
"941","2010-09-27",2.44
"942","2010-09-28",2.35
"943","2010-09-29",2.3
"944","2010-09-30",2.44
"945","2010-10-01",2.35
"946","2010-10-04",2.45
"947","2010-10-05",2.62
"948","2010-10-06",2.54
"949","2010-10-07",2.51
"950","2010-10-08",2.55
"951","2010-10-11",2.65
"952","2010-10-12",2.51
"953","2010-10-13",2.51
"954","2010-10-14",2.56
"955","2010-10-15",2.62
"956","2010-10-18",2.5
"957","2010-10-19",2.37
"958","2010-10-20",2.53
"959","2010-10-21",2.36
"960","2010-10-22",2.36
"961","2010-10-25",2.65
"962","2010-10-26",2.7
"963","2010-10-27",2.68
"964","2010-10-28",2.74
"965","2010-10-29",2.98
"966","2010-11-01",2.79
"967","2010-11-02",2.78
"968","2010-11-03",2.87
"969","2010-11-04",2.8
"970","2010-11-05",2.82
"971","2010-11-08",2.86
"972","2010-11-09",2.83
"973","2010-11-10",2.86
"974","2010-11-11",2.8
"975","2010-11-12",2.78
"976","2010-11-15",2.89
"977","2010-11-16",2.89
"978","2010-11-17",2.86
"979","2010-11-18",2.93
"980","2010-11-19",3.03
"981","2010-11-22",3.07
"982","2010-11-23",2.98
"983","2010-11-24",3.2
"984","2010-11-26",3.26
"985","2010-11-29",3.32
"986","2010-11-30",3.34
"987","2010-12-01",3.36
"988","2010-12-02",3.43
"989","2010-12-03",3.3
"990","2010-12-06",3.38
"991","2010-12-07",3.4
"992","2010-12-08",3.4
"993","2010-12-09",3.45
"994","2010-12-10",3.41
"995","2010-12-13",3.37
"996","2010-12-14",3.4
"997","2010-12-15",3.4
"998","2010-12-16",3.4
"999","2010-12-17",3.4
"1000","2010-12-20",3.39
"1001","2010-12-21",3.42
"1002","2010-12-22",3.4
"1003","2010-12-23",3.92
"1004","2010-12-27",4.24
"1005","2010-12-28",4.32
