"","date","WSC"
"180","2016-07-25",9.7
"181","2016-07-26",9.7
"182","2016-07-27",9.7
"183","2016-07-28",9.7
"184","2016-07-29",9.7
"185","2016-08-01",9.7
"186","2016-08-02",9.7
"187","2016-08-03",9.7
"188","2016-08-04",9.7
"189","2016-08-05",9.75
"190","2016-08-08",9.71
"191","2016-08-09",9.71
"192","2016-08-10",9.71
"193","2016-08-11",9.71
"194","2016-08-12",9.77
"195","2016-08-15",9.76
"196","2016-08-16",9.77
"197","2016-08-17",9.77
"198","2016-08-18",9.77
"199","2016-08-19",9.77
"200","2016-08-22",9.82
"201","2016-08-23",9.82
"202","2016-08-24",9.79
"203","2016-08-25",9.79
"204","2016-08-26",9.79
"205","2016-08-29",9.79
"206","2016-08-30",9.81
"207","2016-08-31",9.81
"208","2016-09-01",9.81
"209","2016-09-02",9.81
"210","2016-09-06",9.78
"211","2016-09-07",9.782
"212","2016-09-08",9.78
"213","2016-09-09",9.78
"214","2016-09-12",9.78
"215","2016-09-13",9.75
"216","2016-09-14",9.79
"217","2016-09-15",9.79
"218","2016-09-16",9.79
"219","2016-09-19",9.81
"220","2016-09-20",9.81
"221","2016-09-21",10.11
"222","2016-09-22",10.11
"223","2016-09-23",10.11
"224","2016-09-26",9.81
"225","2016-09-27",9.81
"226","2016-09-28",9.83
"227","2016-09-29",9.93
"228","2016-09-30",9.9
"229","2016-10-03",9.86
"230","2016-10-04",9.761
"231","2016-10-05",9.8
"232","2016-10-06",9.75
"233","2016-10-07",9.828
"234","2016-10-10",9.83
"235","2016-10-11",9.89
"236","2016-10-12",9.89
"237","2016-10-13",9.89
"238","2016-10-14",9.9
"239","2016-10-17",9.94
"240","2016-10-18",9.95
"241","2016-10-19",9.95
"242","2016-10-20",9.83
"243","2016-10-21",9.83
"244","2016-10-24",9.83
"245","2016-10-25",9.85
"246","2016-10-26",9.85
"247","2016-10-27",9.9
"248","2016-10-28",9.9
"249","2016-10-31",9.9
"250","2016-11-01",9.9
"251","2016-11-02",9.95
"252","2016-11-03",9.95
"253","2016-11-04",9.95
"254","2016-11-07",9.95
"255","2016-11-08",9.95
"256","2016-11-09",9.95
"257","2016-11-10",9.95
"258","2016-11-11",9.95
"259","2016-11-14",9.929
"260","2016-11-15",9.9
"261","2016-11-16",9.9
"262","2016-11-17",9.95
"263","2016-11-18",9.95
"264","2016-11-21",9.95
"265","2016-11-22",9.95
"266","2016-11-23",9.95
"267","2016-11-25",9.85
"268","2016-11-28",9.855
"269","2016-11-29",9.855
"270","2016-11-30",9.855
"271","2016-12-01",9.865
"272","2016-12-02",9.85
"273","2016-12-05",9.9
"274","2016-12-06",9.9
"275","2016-12-07",9.9
"276","2016-12-08",9.9
"277","2016-12-09",9.94
"278","2016-12-12",9.95
"279","2016-12-13",9.95
"280","2016-12-14",9.95
"281","2016-12-15",9.95
"282","2016-12-16",9.95
"283","2016-12-19",9.95
"284","2016-12-20",9.95
"285","2016-12-21",9.95
"286","2016-12-22",9.95
"287","2016-12-23",9.945
"288","2016-12-27",9.95
"289","2016-12-28",9.95
"290","2016-12-29",9.95
"291","2016-12-30",9.95
"292","2017-01-03",9.9
"293","2017-01-04",9.9
"294","2017-01-05",10
"295","2017-01-06",10
"296","2017-01-09",10
"297","2017-01-10",10
"298","2017-01-11",10
"299","2017-01-12",10
"300","2017-01-13",9.95
"301","2017-01-17",9.95
"302","2017-01-18",9.95
"303","2017-01-19",9.95
"304","2017-01-20",9.98
"305","2017-01-23",9.975
"306","2017-01-24",9.975
"307","2017-01-25",9.975
"308","2017-01-26",10
"309","2017-01-27",10
"310","2017-01-30",9.975
"311","2017-01-31",10
"312","2017-02-01",10.05
"313","2017-02-02",10.05
"314","2017-02-03",10.05
"315","2017-02-06",10.05
"316","2017-02-07",10.05
"317","2017-02-08",10.05
"318","2017-02-09",10.05
"319","2017-02-10",10.05
"320","2017-02-13",10.05
"321","2017-02-14",10.05
"322","2017-02-15",10
"323","2017-02-16",10
"324","2017-02-17",10
"325","2017-02-21",10
"326","2017-02-22",10
"327","2017-02-23",10
"328","2017-02-24",10.05
"329","2017-02-27",10
"330","2017-02-28",10
"331","2017-03-01",10.05
"332","2017-03-02",10.045
"333","2017-03-03",10.05
"334","2017-03-06",10.05
"335","2017-03-07",10.05
"336","2017-03-08",10.05
"337","2017-03-09",10.05
"338","2017-03-10",10.05
"339","2017-03-13",10.05
"340","2017-03-14",10
"341","2017-03-15",10
"342","2017-03-16",10
"343","2017-03-17",10
"344","2017-03-20",10.05
"345","2017-03-21",10.05
"346","2017-03-22",10.05
"347","2017-03-23",10.05
"348","2017-03-24",10.05
"349","2017-03-27",10.025
"350","2017-03-28",10
"351","2017-03-29",10
"352","2017-03-30",10
"353","2017-03-31",10
"354","2017-04-03",10
"355","2017-04-04",10.05
"356","2017-04-05",10.05
"357","2017-04-06",10.04
"358","2017-04-07",10.044
"359","2017-04-10",10.05
"360","2017-04-11",10.05
"361","2017-04-12",10.05
"362","2017-04-13",10.05
"363","2017-04-17",10.1
"364","2017-04-18",10.05
"365","2017-04-19",10.05
"366","2017-04-20",10.05
"367","2017-04-21",10.05
"368","2017-04-24",10.05
"369","2017-04-25",10.05
"370","2017-04-26",10.05
"371","2017-04-27",10.05
"372","2017-04-28",10.05
"373","2017-05-01",10.05
"374","2017-05-02",10
"375","2017-05-03",10
"376","2017-05-04",10
"377","2017-05-05",10
"378","2017-05-08",10
"379","2017-05-09",10
"380","2017-05-10",10
"381","2017-05-11",10
"382","2017-05-12",10
"383","2017-05-15",10.05
"384","2017-05-16",10.05
"385","2017-05-17",10.05
"386","2017-05-18",10.05
"387","2017-05-19",10.025
"388","2017-05-22",10
"389","2017-05-23",10.05
"390","2017-05-24",10.05
"391","2017-05-25",10.05
"392","2017-05-26",10.05
"393","2017-05-30",10.025
"394","2017-05-31",10.05
"395","2017-06-01",10
"396","2017-06-02",10
"397","2017-06-05",10
"398","2017-06-06",10.025
"399","2017-06-07",10.025
"400","2017-06-08",10.025
"401","2017-06-09",10.025
"402","2017-06-12",10
"403","2017-06-13",10
"404","2017-06-14",10
"405","2017-06-15",10
"406","2017-06-16",10.05
"407","2017-06-19",10.05
"408","2017-06-20",10.05
"409","2017-06-21",10.05
"410","2017-06-22",10.05
"411","2017-06-23",10.05
"412","2017-06-26",10.005
"413","2017-06-27",10
"414","2017-06-28",9.95
"415","2017-06-29",9.95
"416","2017-06-30",10
"417","2017-07-03",10
"418","2017-07-05",10
"419","2017-07-06",10
"420","2017-07-07",10
"421","2017-07-10",10
"422","2017-07-11",9.95
"423","2017-07-12",10
"424","2017-07-13",10
"425","2017-07-14",10
"426","2017-07-17",10.05
"427","2017-07-18",10.05
"428","2017-07-19",10.05
"429","2017-07-20",10.05
"430","2017-07-21",10
"431","2017-07-24",10
"432","2017-07-25",10
"433","2017-07-26",10
"434","2017-07-27",10.05
"435","2017-07-28",10.05
"436","2017-07-31",10.05
"437","2017-08-01",10.05
"438","2017-08-02",10.05
"439","2017-08-03",10.05
"440","2017-08-04",10.05
"441","2017-08-07",10.05
"442","2017-08-08",10.05
"443","2017-08-09",10.05
"444","2017-08-10",10.05
"445","2017-08-11",10.05
"446","2017-08-14",10.05
"447","2017-08-15",10.05
"448","2017-08-16",10.05
"449","2017-08-17",10.05
"450","2017-08-18",10.05
"451","2017-08-21",10.05
"452","2017-08-22",10.05
"453","2017-08-23",10.1
"454","2017-08-24",10.05
"455","2017-08-25",10.05
"456","2017-08-28",10.045
"457","2017-08-29",10
"458","2017-08-30",10.05
"459","2017-08-31",10.05
"460","2017-09-01",10.05
"461","2017-09-05",10.05
"462","2017-09-06",10
"463","2017-09-07",10.1
"464","2017-09-08",10.1
"465","2017-09-11",10
"466","2017-09-12",10.05
"467","2017-09-13",10.05
"468","2017-09-14",10.1
"469","2017-09-15",10.15
"470","2017-09-18",10.125
"471","2017-09-19",10.1
"472","2017-09-20",10.125
"473","2017-09-21",10.1
"474","2017-09-22",10.1
"475","2017-09-25",10.1
"476","2017-09-26",10.1
"477","2017-09-27",10.05
"478","2017-09-28",10.075
"479","2017-09-29",10.1
"480","2017-10-02",10.075
"481","2017-10-03",10.1
"482","2017-10-04",10.05
"483","2017-10-05",10.1
"484","2017-10-06",10.1
"485","2017-10-09",10.1
"486","2017-10-10",10.1
"487","2017-10-11",10.075
"488","2017-10-12",10.05
"489","2017-10-13",10.1
"490","2017-10-16",10.05
"491","2017-10-17",10.075
"492","2017-10-18",10.05
"493","2017-10-19",10.05
"494","2017-10-20",10.05
"495","2017-10-23",10.05
"496","2017-10-24",10
"497","2017-10-25",10.05
"498","2017-10-26",10.025
"499","2017-10-27",10
"500","2017-10-30",10.05
"501","2017-10-31",10.05
"502","2017-11-01",10.075
"503","2017-11-02",10.075
"504","2017-11-03",10.1
"505","2017-11-06",10.1
"506","2017-11-07",10
"507","2017-11-08",10.05
"508","2017-11-09",10.05
"509","2017-11-10",10.05
"510","2017-11-13",10
"511","2017-11-14",9.95
"512","2017-11-15",9.8
"513","2017-11-16",9.8
"514","2017-11-17",9.75
"515","2017-11-20",9.9
"516","2017-11-21",10
"517","2017-11-22",9.9
"518","2017-11-24",9.85
"519","2017-11-27",9.85
"520","2017-11-28",9.9
"521","2017-11-29",9.75
"522","2017-11-30",10.5
"523","2017-12-01",11.1
"524","2017-12-04",11.15
"525","2017-12-05",11.25
"526","2017-12-06",11.3
"527","2017-12-07",11.45
"528","2017-12-08",11.5
"529","2017-12-11",11.55
"530","2017-12-12",11.85
"531","2017-12-13",12.2
"532","2017-12-14",12.35
"533","2017-12-15",12.4
"534","2017-12-18",12.45
"535","2017-12-19",12.55
"536","2017-12-20",12.65
"537","2017-12-21",12.7
"538","2017-12-22",12.7
"539","2017-12-26",12.8
"540","2017-12-27",12.9
"541","2017-12-28",12.85
"542","2017-12-29",12.7
"543","2018-01-02",12.95
"544","2018-01-03",12.9
"545","2018-01-04",12.95
"546","2018-01-05",12.9
"547","2018-01-08",12.45
"548","2018-01-09",12.65
"549","2018-01-10",12.8
"550","2018-01-11",12.8
"551","2018-01-12",12.75
"552","2018-01-16",12.75
"553","2018-01-17",12.7
"554","2018-01-18",12.6
"555","2018-01-19",12.6
"556","2018-01-22",12.6
"557","2018-01-23",12.55
"558","2018-01-24",12.3
"559","2018-01-25",12.2
"560","2018-01-26",12.6
"561","2018-01-29",12.45
"562","2018-01-30",12.25
"563","2018-01-31",12.35
"564","2018-02-01",12.15
"565","2018-02-02",12.4
"566","2018-02-05",12.55
"567","2018-02-06",12.35
"568","2018-02-07",12.15
"569","2018-02-08",12.2
"570","2018-02-09",12.3
"571","2018-02-12",12.15
"572","2018-02-13",12.3
"573","2018-02-14",12.3
"574","2018-02-15",12.3
"575","2018-02-16",12.2
"576","2018-02-20",12.2
"577","2018-02-21",12.25
"578","2018-02-22",12.2
"579","2018-02-23",12.2
"580","2018-02-26",12.2
"581","2018-02-27",11.95
"582","2018-02-28",12.2
"583","2018-03-01",12.05
"584","2018-03-02",12.05
"585","2018-03-05",12.5
"586","2018-03-06",12.25
"587","2018-03-07",12.45
"588","2018-03-08",12.65
"589","2018-03-09",12.95
"590","2018-03-12",13.2
"591","2018-03-13",13.5
"592","2018-03-14",13.65
"593","2018-03-15",13.75
"594","2018-03-16",13.55
"595","2018-03-19",13.55
"596","2018-03-20",13.6
"597","2018-03-21",13.6
"598","2018-03-22",13.45
"599","2018-03-23",13.425
"600","2018-03-26",13.25
"601","2018-03-27",13.2
"602","2018-03-28",13.15
"603","2018-03-29",13.65
"604","2018-04-02",13.65
"605","2018-04-03",13.7
"606","2018-04-04",13.65
"607","2018-04-05",13.55
"608","2018-04-06",13.5
"609","2018-04-09",13.55
"610","2018-04-10",13.65
"611","2018-04-11",13.4
"612","2018-04-12",13.5
"613","2018-04-13",13.6
"614","2018-04-16",13.6
"615","2018-04-17",13.6
"616","2018-04-18",13.45
"617","2018-04-19",13.4
"618","2018-04-20",13.2
"619","2018-04-23",13.2
"620","2018-04-24",13.1
"621","2018-04-25",13
"622","2018-04-26",12.95
"623","2018-04-27",12.85
"624","2018-04-30",12.8
"625","2018-05-01",12.9
"626","2018-05-02",12.75
"627","2018-05-03",12.75
"628","2018-05-04",12.6
"629","2018-05-07",12.55
"630","2018-05-08",12.6
"631","2018-05-09",12.65
"632","2018-05-10",12.65
"633","2018-05-11",12.6
"634","2018-05-14",12.5
"635","2018-05-15",12.4
"636","2018-05-16",12.35
"637","2018-05-17",12.45
"638","2018-05-18",12.5
"639","2018-05-21",12.45
"640","2018-05-22",12.25
"641","2018-05-23",12.25
"642","2018-05-24",12.25
"643","2018-05-25",12.15
"644","2018-05-29",12.2
"645","2018-05-30",12.15
"646","2018-05-31",12.2
"647","2018-06-01",12
"648","2018-06-04",11.9
"649","2018-06-05",12.15
"650","2018-06-06",11.95
"651","2018-06-07",11.8
"652","2018-06-08",11.95
"653","2018-06-11",11.85
"654","2018-06-12",11.9
"655","2018-06-13",11.9
"656","2018-06-14",12.05
"657","2018-06-15",12.15
"658","2018-06-18",12.3
"659","2018-06-19",12.1
"660","2018-06-20",12.35
"661","2018-06-21",12.15
"662","2018-06-22",15.2
"663","2018-06-25",15
"664","2018-06-26",15.1
"665","2018-06-27",14.55
"666","2018-06-28",14.7
"667","2018-06-29",14.8
"668","2018-07-02",14.65
"669","2018-07-03",14.75
"670","2018-07-05",14.7
"671","2018-07-06",14.85
"672","2018-07-09",15.35
"673","2018-07-10",15.5
"674","2018-07-11",15.65
"675","2018-07-12",15.75
"676","2018-07-13",15.85
"677","2018-07-16",15.4
"678","2018-07-17",15.4
"679","2018-07-18",15.55
"680","2018-07-19",15.7
"681","2018-07-20",15.8
"682","2018-07-23",15.85
"683","2018-07-24",15.6
"684","2018-07-25",16.450001
"685","2018-07-26",16.9
"686","2018-07-27",16.85
"687","2018-07-30",16.950001
"688","2018-07-31",16.700001
"689","2018-08-01",16.450001
"690","2018-08-02",16.200001
"691","2018-08-03",16.549999
"692","2018-08-06",16.450001
"693","2018-08-07",16.450001
"694","2018-08-08",16
"695","2018-08-09",16.35
"696","2018-08-10",16.200001
"697","2018-08-13",15.9
"698","2018-08-14",15.95
"699","2018-08-15",15.775
"700","2018-08-16",15.9
"701","2018-08-17",16
"702","2018-08-20",15.95
"703","2018-08-21",16.049999
"704","2018-08-22",16.15
"705","2018-08-23",16.35
"706","2018-08-24",16.65
"707","2018-08-27",16.9
"708","2018-08-28",16.799999
"709","2018-08-29",17
"710","2018-08-30",17.15
"711","2018-08-31",17.450001
"712","2018-09-04",17.35
"713","2018-09-05",17.299999
"714","2018-09-06",17.25
"715","2018-09-07",17.25
"716","2018-09-10",17.1
"717","2018-09-11",17.15
"718","2018-09-12",17.200001
"719","2018-09-13",17.1
"720","2018-09-14",17.200001
"721","2018-09-17",16.950001
"722","2018-09-18",17.049999
"723","2018-09-19",16.9
"724","2018-09-20",17.1
"725","2018-09-21",17.15
"726","2018-09-24",16.85
"727","2018-09-25",17.049999
"728","2018-09-26",17.15
"729","2018-09-27",17.15
"730","2018-09-28",17.15
"731","2018-10-01",17.940001
"732","2018-10-02",17.799999
"733","2018-10-03",17.799999
"734","2018-10-04",17.700001
"735","2018-10-05",17.82
"736","2018-10-08",17.75
"737","2018-10-09",17.610001
"738","2018-10-10",17.190001
"739","2018-10-11",17
"740","2018-10-12",16.59
"741","2018-10-15",16.280001
"742","2018-10-16",16.620001
"743","2018-10-17",16.440001
"744","2018-10-18",16
"745","2018-10-19",15.52
"746","2018-10-22",15.2
"747","2018-10-23",15.08
"748","2018-10-24",14.4
"749","2018-10-25",14.83
"750","2018-10-26",14.66
"751","2018-10-29",14.21
"752","2018-10-30",14.2
"753","2018-10-31",14.84
"754","2018-11-01",15.04
"755","2018-11-02",15.38
"756","2018-11-05",15.55
"757","2018-11-06",15.78
"758","2018-11-07",15.88
"759","2018-11-08",15.83
"760","2018-11-09",16.889999
"761","2018-11-12",16.450001
"762","2018-11-13",16.07
"763","2018-11-14",15.74
"764","2018-11-15",15.44
"765","2018-11-16",15.12
"766","2018-11-19",14.27
"767","2018-11-20",13.3
"768","2018-11-21",13.73
"769","2018-11-23",13.29
"770","2018-11-26",13.58
"771","2018-11-27",13.57
"772","2018-11-28",13.77
"773","2018-11-29",13.72
"774","2018-11-30",13.78
"775","2018-12-03",13.95
"776","2018-12-04",13.43
"777","2018-12-06",13.15
"778","2018-12-07",12.47
"779","2018-12-10",12.02
"780","2018-12-11",12.1
"781","2018-12-12",11.92
"782","2018-12-13",11.81
"783","2018-12-14",11.39
"784","2018-12-17",10.81
"785","2018-12-18",10.61
"786","2018-12-19",10.2
"787","2018-12-20",9.36
"788","2018-12-21",8.65
"789","2018-12-24",8.67
"790","2018-12-26",8.91
"791","2018-12-27",8.65
"792","2018-12-28",9.39
"793","2018-12-31",9.42
"794","2019-01-02",9.6
"795","2019-01-03",9.49
"796","2019-01-04",9.95
"797","2019-01-07",10.53
"798","2019-01-08",10.24
"799","2019-01-09",10.63
"800","2019-01-10",10.31
"801","2019-01-11",9.99
"802","2019-01-14",10.02
"803","2019-01-15",10.14
"804","2019-01-16",10.17
"805","2019-01-17",10.07
"806","2019-01-18",10.58
"807","2019-01-22",10.21
"808","2019-01-23",10.07
"809","2019-01-24",10.39
"810","2019-01-25",10.32
"811","2019-01-28",10.06
"812","2019-01-29",10
"813","2019-01-30",10.27
"814","2019-01-31",10.25
"815","2019-02-01",9.97
"816","2019-02-04",9.87
"817","2019-02-05",10.03
"818","2019-02-06",10.06
"819","2019-02-07",9.93
"820","2019-02-08",9.88
"821","2019-02-11",10
"822","2019-02-12",10.19
"823","2019-02-13",10.28
"824","2019-02-14",10.21
"825","2019-02-15",10.29
"826","2019-02-19",10.3
"827","2019-02-20",10.49
"828","2019-02-21",10.44
"829","2019-02-22",10.28
"830","2019-02-25",10.25
"831","2019-02-26",10.24
"832","2019-02-27",10.24
"833","2019-02-28",10.19
"834","2019-03-01",10.4
"835","2019-03-04",10.68
"836","2019-03-05",10.37
"837","2019-03-06",10.06
"838","2019-03-07",9.96
"839","2019-03-08",10.03
"840","2019-03-11",10.31
"841","2019-03-12",10.58
"842","2019-03-13",10.56
"843","2019-03-14",10.75
"844","2019-03-15",11.3
"845","2019-03-18",11.28
"846","2019-03-19",11.12
"847","2019-03-20",11.69
"848","2019-03-21",11.67
"849","2019-03-22",11.36
"850","2019-03-25",11.02
"851","2019-03-26",10.93
"852","2019-03-27",10.8
"853","2019-03-28",10.98
"854","2019-03-29",11.09
"855","2019-04-01",11.11
"856","2019-04-02",11.54
"857","2019-04-03",11.97
"858","2019-04-04",11.93
"859","2019-04-05",11.81
"860","2019-04-08",11.87
"861","2019-04-09",11.65
"862","2019-04-10",11.83
"863","2019-04-11",11.87
"864","2019-04-12",12.11
"865","2019-04-15",12.28
"866","2019-04-16",12.26
"867","2019-04-17",12.15
"868","2019-04-18",12.41
"869","2019-04-22",12.5
"870","2019-04-23",12.96
"871","2019-04-24",12.99
"872","2019-04-25",13.14
"873","2019-04-26",13.21
"874","2019-04-29",13.35
"875","2019-04-30",13.47
"876","2019-05-01",13.57
"877","2019-05-02",13.74
"878","2019-05-03",14.45
"879","2019-05-06",14.22
"880","2019-05-07",13.77
"881","2019-05-08",14.09
"882","2019-05-09",14.05
"883","2019-05-10",14.36
"884","2019-05-13",13.7
"885","2019-05-14",14
"886","2019-05-15",14.27
"887","2019-05-16",14.2
"888","2019-05-17",14.22
"889","2019-05-20",14.16
"890","2019-05-21",14.24
"891","2019-05-22",14.23
"892","2019-05-23",13.91
"893","2019-05-24",13.96
"894","2019-05-28",13.76
"895","2019-05-29",13.97
"896","2019-05-30",13.86
"897","2019-05-31",13.58
"898","2019-06-03",13.44
"899","2019-06-04",13.8
"900","2019-06-05",14.2
"901","2019-06-06",14.22
"902","2019-06-07",14.22
"903","2019-06-10",14.59
"904","2019-06-11",14.45
"905","2019-06-12",14.28
"906","2019-06-13",14.51
"907","2019-06-14",14.5
"908","2019-06-17",14.51
"909","2019-06-18",14.69
"910","2019-06-19",14.65
"911","2019-06-20",14.49
"912","2019-06-21",14.51
"913","2019-06-24",14.36
"914","2019-06-25",14.19
"915","2019-06-26",14.39
"916","2019-06-27",14.79
"917","2019-06-28",15.04
"918","2019-07-01",14.89
"919","2019-07-02",15.1
"920","2019-07-03",15.18
"921","2019-07-05",15.25
"922","2019-07-08",15.18
"923","2019-07-09",15.24
"924","2019-07-10",15.39
"925","2019-07-11",15.25
"926","2019-07-12",15.28
"927","2019-07-15",15.15
"928","2019-07-16",15.04
"929","2019-07-17",14.89
"930","2019-07-18",15
"931","2019-07-19",14.92
"932","2019-07-22",14.85
"933","2019-07-23",15.1
"934","2019-07-24",15.5
"935","2019-07-25",15.48
"936","2019-07-26",15.58
"937","2019-07-29",15.61
"938","2019-07-30",15.9
"939","2019-07-31",15.92
"940","2019-08-01",15.49
"941","2019-08-02",15.46
"942","2019-08-05",14.43
"943","2019-08-06",14.05
"944","2019-08-07",13.84
"945","2019-08-08",14.35
"946","2019-08-09",14.58
"947","2019-08-12",14.08
"948","2019-08-13",14.47
"949","2019-08-14",14
"950","2019-08-15",14.09
"951","2019-08-16",14.44
"952","2019-08-19",14.52
"953","2019-08-20",14.3
"954","2019-08-21",14.34
"955","2019-08-22",14.34
"956","2019-08-23",13.66
"957","2019-08-26",13.64
"958","2019-08-27",13.46
"959","2019-08-28",13.49
"960","2019-08-29",13.83
"961","2019-08-30",13.95
"962","2019-09-03",13.9
"963","2019-09-04",14.1
"964","2019-09-05",14.71
"965","2019-09-06",14.59
"966","2019-09-09",15.17
"967","2019-09-10",15.44
"968","2019-09-11",15.62
"969","2019-09-12",15.7
"970","2019-09-13",16
"971","2019-09-16",16.18
"972","2019-09-17",15.92
"973","2019-09-18",15.8
"974","2019-09-19",15.93
"975","2019-09-20",15.91
"976","2019-09-23",15.87
"977","2019-09-24",15.43
"978","2019-09-25",15.62
"979","2019-09-26",16.594999
"980","2019-09-27",15.915
"981","2019-09-30",15.58
"982","2019-10-01",15.22
"983","2019-10-02",15.455
"984","2019-10-03",15.395
"985","2019-10-04",15.57
"986","2019-10-07",15.56
"987","2019-10-08",15.21
"988","2019-10-09",15.365
"989","2019-10-10",15.72
"990","2019-10-11",15.8
"991","2019-10-14",15.56
"992","2019-10-15",15.62
"993","2019-10-16",15.68
"994","2019-10-17",15.82
"995","2019-10-18",15.74
"996","2019-10-21",15.9
"997","2019-10-22",16
"998","2019-10-23",16.1
"999","2019-10-24",15.62
"1000","2019-10-25",15.86
"1001","2019-10-28",15.94
"1002","2019-10-29",16.09
"1003","2019-10-30",16.209999
"1004","2019-10-31",15.76
"1005","2019-11-01",16.27
"1006","2019-11-04",16.379999
"1007","2019-11-05",16.41
