"","date","CPIX"
"185","2010-05-05",10.18
"186","2010-05-06",10.07
"187","2010-05-07",10
"188","2010-05-10",10.35
"189","2010-05-11",10.63
"190","2010-05-12",10.64
"191","2010-05-13",10.15
"192","2010-05-14",8.59
"193","2010-05-17",7.89
"194","2010-05-18",7.12
"195","2010-05-19",6.82
"196","2010-05-20",6.5
"197","2010-05-21",6.48
"198","2010-05-24",6.73
"199","2010-05-25",7.03
"200","2010-05-26",6.49
"201","2010-05-27",6.93
"202","2010-05-28",6.96
"203","2010-06-01",6.69
"204","2010-06-02",7.17
"205","2010-06-03",7.13
"206","2010-06-04",6.5
"207","2010-06-07",6.61
"208","2010-06-08",6.75
"209","2010-06-09",6.66
"210","2010-06-10",6.74
"211","2010-06-11",6.98
"212","2010-06-14",7
"213","2010-06-15",6.98
"214","2010-06-16",6.93
"215","2010-06-17",6.93
"216","2010-06-18",7.01
"217","2010-06-21",6.97
"218","2010-06-22",6.76
"219","2010-06-23",6.58
"220","2010-06-24",7.04
"221","2010-06-25",7.13
"222","2010-06-28",6.86
"223","2010-06-29",6.42
"224","2010-06-30",6.42
"225","2010-07-01",6.07
"226","2010-07-02",6.05
"227","2010-07-06",5.54
"228","2010-07-07",6.06
"229","2010-07-08",6.18
"230","2010-07-09",5.98
"231","2010-07-12",6.03
"232","2010-07-13",6.32
"233","2010-07-14",6.24
"234","2010-07-15",6.42
"235","2010-07-16",5.77
"236","2010-07-19",5.9
"237","2010-07-20",5.95
"238","2010-07-21",5.7
"239","2010-07-22",5.88
"240","2010-07-23",6.11
"241","2010-07-26",6.4
"242","2010-07-27",6.42
"243","2010-07-28",6.15
"244","2010-07-29",6.02
"245","2010-07-30",6.25
"246","2010-08-02",6.26
"247","2010-08-03",6.25
"248","2010-08-04",6.32
"249","2010-08-05",6.18
"250","2010-08-06",6.27
"251","2010-08-09",6.43
"252","2010-08-10",6.41
"253","2010-08-11",6.2
"254","2010-08-12",6.3
"255","2010-08-13",6.64
"256","2010-08-16",6.38
"257","2010-08-17",5.85
"258","2010-08-18",5.92
"259","2010-08-19",5.83
"260","2010-08-20",6.02
"261","2010-08-23",5.41
"262","2010-08-24",4.95
"263","2010-08-25",4.98
"264","2010-08-26",4.92
"265","2010-08-27",5
"266","2010-08-30",4.7
"267","2010-08-31",5.05
"268","2010-09-01",4.95
"269","2010-09-02",4.94
"270","2010-09-03",5.08
"271","2010-09-07",5.06
"272","2010-09-08",4.97
"273","2010-09-09",4.98
"274","2010-09-10",4.97
"275","2010-09-13",5.15
"276","2010-09-14",5.19
"277","2010-09-15",5.29
"278","2010-09-16",5.5
"279","2010-09-17",5.46
"280","2010-09-20",5.76
"281","2010-09-21",5.75
"282","2010-09-22",5.89
"283","2010-09-23",5.72
"284","2010-09-24",5.91
"285","2010-09-27",5.76
"286","2010-09-28",5.95
"287","2010-09-29",5.9
"288","2010-09-30",5.81
"289","2010-10-01",5.77
"290","2010-10-04",5.75
"291","2010-10-05",6.12
"292","2010-10-06",6.12
"293","2010-10-07",5.81
"294","2010-10-08",5.91
"295","2010-10-11",5.92
"296","2010-10-12",6.38
"297","2010-10-13",6.56
"298","2010-10-14",6.64
"299","2010-10-15",6.85
"300","2010-10-18",6.92
"301","2010-10-19",6.6
"302","2010-10-20",6.82
"303","2010-10-21",6.66
"304","2010-10-22",6.67
"305","2010-10-25",6.68
"306","2010-10-26",6.61
"307","2010-10-27",6.45
"308","2010-10-28",6.35
"309","2010-10-29",6.27
"310","2010-11-01",6.26
"311","2010-11-02",6.48
"312","2010-11-03",6.4
"313","2010-11-04",6.9
"314","2010-11-05",7.1
"315","2010-11-08",6.89
"316","2010-11-09",6.54
"317","2010-11-10",6.92
"318","2010-11-11",6.9
"319","2010-11-12",6.51
"320","2010-11-15",6.63
"321","2010-11-16",6.35
"322","2010-11-17",6.54
"323","2010-11-18",6.87
"324","2010-11-19",6.88
"325","2010-11-22",6.96
"326","2010-11-23",6.86
"327","2010-11-24",6.91
"328","2010-11-26",6.9
"329","2010-11-29",6.9
"330","2010-11-30",6.86
"331","2010-12-01",6.95
"332","2010-12-02",7.14
"333","2010-12-03",6.97
"334","2010-12-06",7.22
"335","2010-12-07",7.32
"336","2010-12-08",7.36
"337","2010-12-09",7.61
"338","2010-12-10",7.69
"339","2010-12-13",7.34
"340","2010-12-14",7.22
"341","2010-12-15",7.32
"342","2010-12-16",6.65
"343","2010-12-17",6.48
"344","2010-12-20",6.63
"345","2010-12-21",6.9
"346","2010-12-22",6.15
"347","2010-12-23",6.29
"348","2010-12-27",6.17
"349","2010-12-28",6.14
"350","2010-12-29",6.08
"351","2010-12-30",6.09
"352","2010-12-31",5.99
"353","2011-01-03",6.13
"354","2011-01-04",6.12
"355","2011-01-05",6.07
"356","2011-01-06",6.01
"357","2011-01-07",5.84
"358","2011-01-10",5.67
"359","2011-01-11",5.6
"360","2011-01-12",5.7
"361","2011-01-13",5.67
"362","2011-01-14",6.72
"363","2011-01-18",6.75
"364","2011-01-19",6.52
"365","2011-01-20",6.3
"366","2011-01-21",6.17
"367","2011-01-24",6.05
"368","2011-01-25",6.08
"369","2011-01-26",6.22
"370","2011-01-27",6.25
"371","2011-01-28",6.05
"372","2011-01-31",6.2
"373","2011-02-01",6.2
"374","2011-02-02",6.18
"375","2011-02-03",6.11
"376","2011-02-04",6.13
"377","2011-02-07",6.13
"378","2011-02-08",6.24
"379","2011-02-09",6.24
"380","2011-02-10",6.26
"381","2011-02-11",6.24
"382","2011-02-14",6.26
"383","2011-02-15",6.22
"384","2011-02-16",6.38
"385","2011-02-17",6.3
"386","2011-02-18",6.3
"387","2011-02-22",5.98
"388","2011-02-23",5.76
"389","2011-02-24",5.95
"390","2011-02-25",6.19
"391","2011-02-28",6.12
"392","2011-03-01",5.75
"393","2011-03-02",5.59
"394","2011-03-03",5.83
"395","2011-03-04",5.71
"396","2011-03-07",5.79
"397","2011-03-08",6.24
"398","2011-03-09",5.52
"399","2011-03-10",5.25
"400","2011-03-11",5.16
"401","2011-03-14",5.19
"402","2011-03-15",5.07
"403","2011-03-16",4.96
"404","2011-03-17",4.98
"405","2011-03-18",4.98
"406","2011-03-21",5.22
"407","2011-03-22",5.21
"408","2011-03-23",5.25
"409","2011-03-24",5.28
"410","2011-03-25",5.31
"411","2011-03-28",5.39
"412","2011-03-29",5.45
"413","2011-03-30",5.49
"414","2011-03-31",5.53
"415","2011-04-01",5.49
"416","2011-04-04",5.46
"417","2011-04-05",5.22
"418","2011-04-06",5.26
"419","2011-04-07",5.24
"420","2011-04-08",5.19
"421","2011-04-11",5.15
"422","2011-04-12",5.16
"423","2011-04-13",5.19
"424","2011-04-14",5.18
"425","2011-04-15",5.24
"426","2011-04-18",5.15
"427","2011-04-19",5.1
"428","2011-04-20",5.12
"429","2011-04-21",5.16
"430","2011-04-25",5.12
"431","2011-04-26",5.1
"432","2011-04-27",5.05
"433","2011-04-28",5.04
"434","2011-04-29",5.04
"435","2011-05-02",4.97
"436","2011-05-03",5.03
"437","2011-05-04",5.02
"438","2011-05-05",5.1
"439","2011-05-06",5.19
"440","2011-05-09",5.15
"441","2011-05-10",5.14
"442","2011-05-11",5.04
"443","2011-05-12",4.96
"444","2011-05-13",4.95
"445","2011-05-16",4.96
"446","2011-05-17",4.98
"447","2011-05-18",5.14
"448","2011-05-19",5.17
"449","2011-05-20",5.17
"450","2011-05-23",5.05
"451","2011-05-24",5
"452","2011-05-25",4.95
"453","2011-05-26",5.04
"454","2011-05-27",5.02
"455","2011-05-31",5.14
"456","2011-06-01",4.98
"457","2011-06-02",5.08
"458","2011-06-03",5
"459","2011-06-06",4.98
"460","2011-06-07",4.96
"461","2011-06-08",4.93
"462","2011-06-09",4.89
"463","2011-06-10",4.86
"464","2011-06-13",4.89
"465","2011-06-14",4.92
"466","2011-06-15",4.86
"467","2011-06-16",5.04
"468","2011-06-17",4.93
"469","2011-06-20",5.01
"470","2011-06-21",5.07
"471","2011-06-22",5.15
"472","2011-06-23",5.29
"473","2011-06-24",5.86
"474","2011-06-27",5.6
"475","2011-06-28",5.72
"476","2011-06-29",5.74
"477","2011-06-30",5.75
"478","2011-07-01",5.83
"479","2011-07-05",5.81
"480","2011-07-06",5.97
"481","2011-07-07",5.9
"482","2011-07-08",6.29
"483","2011-07-11",6.24
"484","2011-07-12",6.38
"485","2011-07-13",6.27
"486","2011-07-14",6.2
"487","2011-07-15",6.21
"488","2011-07-18",6.29
"489","2011-07-19",6.16
"490","2011-07-20",6.15
"491","2011-07-21",6.3
"492","2011-07-22",6.35
"493","2011-07-25",6.31
"494","2011-07-26",6.39
"495","2011-07-27",6.29
"496","2011-07-28",6.15
"497","2011-07-29",6.15
"498","2011-08-01",6.18
"499","2011-08-02",6.03
"500","2011-08-03",6.09
"501","2011-08-04",5.91
"502","2011-08-05",6.18
"503","2011-08-08",5.91
"504","2011-08-09",5.86
"505","2011-08-10",5.93
"506","2011-08-11",5.87
"507","2011-08-12",5.99
"508","2011-08-15",6.2
"509","2011-08-16",5.92
"510","2011-08-17",6.06
"511","2011-08-18",5.83
"512","2011-08-19",5.99
"513","2011-08-22",5.94
"514","2011-08-23",5.73
"515","2011-08-24",5.87
"516","2011-08-25",5.84
"517","2011-08-26",5.86
"518","2011-08-29",6.1
"519","2011-08-30",6.1
"520","2011-08-31",6.23
"521","2011-09-01",6.22
"522","2011-09-02",5.98
"523","2011-09-06",5.84
"524","2011-09-07",5.94
"525","2011-09-08",5.87
"526","2011-09-09",5.77
"527","2011-09-12",5.52
"528","2011-09-13",5.44
"529","2011-09-14",5.47
"530","2011-09-15",5.45
"531","2011-09-16",5.36
"532","2011-09-19",5.55
"533","2011-09-20",5.31
"534","2011-09-21",5.24
"535","2011-09-22",5.33
"536","2011-09-23",5.43
"537","2011-09-26",5.31
"538","2011-09-27",5.43
"539","2011-09-28",5.39
"540","2011-09-29",5.59
"541","2011-09-30",5.58
"542","2011-10-03",5.55
"543","2011-10-04",5.66
"544","2011-10-05",5.66
"545","2011-10-06",5.72
"546","2011-10-07",5.7
"547","2011-10-10",5.73
"548","2011-10-11",5.73
"549","2011-10-12",5.75
"550","2011-10-13",5.65
"551","2011-10-14",5.57
"552","2011-10-17",5.58
"553","2011-10-18",5.46
"554","2011-10-19",5.43
"555","2011-10-20",5.47
"556","2011-10-21",5.43
"557","2011-10-24",5.5
"558","2011-10-25",5.5
"559","2011-10-26",5.61
"560","2011-10-27",5.74
"561","2011-10-28",5.82
"562","2011-10-31",5.7
"563","2011-11-01",5.7
"564","2011-11-02",5.83
"565","2011-11-03",5.92
"566","2011-11-04",5.83
"567","2011-11-07",5.77
"568","2011-11-08",5.77
"569","2011-11-09",6.02
"570","2011-11-10",5.7
"571","2011-11-11",5.8
"572","2011-11-14",5.78
"573","2011-11-15",5.67
"574","2011-11-16",5.54
"575","2011-11-17",5.41
"576","2011-11-18",5.73
"577","2011-11-21",5.8
"578","2011-11-22",5.95
"579","2011-11-23",5.94
"580","2011-11-25",5.89
"581","2011-11-28",5.97
"582","2011-11-29",5.9
"583","2011-11-30",5.96
"584","2011-12-01",5.9
"585","2011-12-02",5.89
"586","2011-12-05",5.95
"587","2011-12-06",5.92
"588","2011-12-07",5.95
"589","2011-12-08",5.89
"590","2011-12-09",5.83
"591","2011-12-12",5.9
"592","2011-12-13",5.76
"593","2011-12-14",5.8
"594","2011-12-15",5.93
"595","2011-12-16",5.93
"596","2011-12-19",5.76
"597","2011-12-20",5.81
"598","2011-12-21",5.72
"599","2011-12-22",5.83
"600","2011-12-23",5.72
"601","2011-12-27",5.69
"602","2011-12-28",5.65
"603","2011-12-29",5.66
"604","2011-12-30",5.38
"605","2012-01-03",5.68
"606","2012-01-04",5.7
"607","2012-01-05",5.73
"608","2012-01-06",5.73
"609","2012-01-09",5.86
"610","2012-01-10",5.91
"611","2012-01-11",5.88
"612","2012-01-12",5.93
"613","2012-01-13",6.05
"614","2012-01-17",6.03
"615","2012-01-18",6.12
"616","2012-01-19",6.04
"617","2012-01-20",6.07
"618","2012-01-23",6.1
"619","2012-01-24",6
"620","2012-01-25",5.94
"621","2012-01-26",6.04
"622","2012-01-27",6.1
"623","2012-01-30",6.07
"624","2012-01-31",6.07
"625","2012-02-01",6.07
"626","2012-02-02",6.12
"627","2012-02-03",6.12
"628","2012-02-06",6.06
"629","2012-02-07",6.05
"630","2012-02-08",6.75
"631","2012-02-09",7.5
"632","2012-02-10",7.64
"633","2012-02-13",7.68
"634","2012-02-14",7.68
"635","2012-02-15",7.5
"636","2012-02-16",7.5
"637","2012-02-17",7.59
"638","2012-02-21",7.87
"639","2012-02-22",7.91
"640","2012-02-23",7.8
"641","2012-02-24",7.88
"642","2012-02-27",7.72
"643","2012-02-28",7.73
"644","2012-02-29",7.93
"645","2012-03-01",7.71
"646","2012-03-02",7.84
"647","2012-03-05",7.79
"648","2012-03-06",7.6
"649","2012-03-07",7.57
"650","2012-03-08",7.54
"651","2012-03-09",7.73
"652","2012-03-12",7.72
"653","2012-03-13",7.66
"654","2012-03-14",7.76
"655","2012-03-15",7.75
"656","2012-03-16",7.72
"657","2012-03-19",7.74
"658","2012-03-20",7.74
"659","2012-03-21",7.72
"660","2012-03-22",7.59
"661","2012-03-23",7.55
"662","2012-03-26",7.55
"663","2012-03-27",7.51
"664","2012-03-28",7.53
"665","2012-03-29",7.53
"666","2012-03-30",7.5
"667","2012-04-02",7.6
"668","2012-04-03",7.69
"669","2012-04-04",7.68
"670","2012-04-05",7.61
"671","2012-04-09",7.59
"672","2012-04-10",7.46
"673","2012-04-11",7.5
"674","2012-04-12",7.54
"675","2012-04-13",7.5
"676","2012-04-16",7.48
"677","2012-04-17",7.53
"678","2012-04-18",7.81
"679","2012-04-19",7.71
"680","2012-04-20",7.69
"681","2012-04-23",7.6
"682","2012-04-24",7.54
"683","2012-04-25",7.46
"684","2012-04-26",7.61
"685","2012-04-27",7.63
"686","2012-04-30",7.32
"687","2012-05-01",7.3
"688","2012-05-02",7.38
"689","2012-05-03",7.36
"690","2012-05-04",7.06
"691","2012-05-07",6.89
"692","2012-05-08",6.8
"693","2012-05-09",6.77
"694","2012-05-10",6.75
"695","2012-05-11",6.79
"696","2012-05-14",6.75
"697","2012-05-15",6.76
"698","2012-05-16",6.75
"699","2012-05-17",6.71
"700","2012-05-18",6.59
"701","2012-05-21",6.41
"702","2012-05-22",6.12
"703","2012-05-23",6.04
"704","2012-05-24",5.96
"705","2012-05-25",6.09
"706","2012-05-29",6.18
"707","2012-05-30",6.04
"708","2012-05-31",6.14
"709","2012-06-01",6.16
"710","2012-06-04",6.08
"711","2012-06-05",6.01
"712","2012-06-06",6.12
"713","2012-06-07",6.15
"714","2012-06-08",6.4
"715","2012-06-11",6.07
"716","2012-06-12",6.03
"717","2012-06-13",6.31
"718","2012-06-14",6.29
"719","2012-06-15",6.31
"720","2012-06-18",6.35
"721","2012-06-19",6.4
"722","2012-06-20",6.09
"723","2012-06-21",6.07
"724","2012-06-22",6.05
"725","2012-06-25",6.19
"726","2012-06-26",6.15
"727","2012-06-27",6.49
"728","2012-06-28",6.44
"729","2012-06-29",6.46
"730","2012-07-02",6.48
"731","2012-07-03",6.52
"732","2012-07-05",6.45
"733","2012-07-06",6.43
"734","2012-07-09",6.42
"735","2012-07-10",6.48
"736","2012-07-11",6.44
"737","2012-07-12",6.46
"738","2012-07-13",6.5
"739","2012-07-16",6.24
"740","2012-07-17",5.91
"741","2012-07-18",6.01
"742","2012-07-19",6.05
"743","2012-07-20",6.09
"744","2012-07-23",6.08
"745","2012-07-24",5.99
"746","2012-07-25",6
"747","2012-07-26",6.12
"748","2012-07-27",6.08
"749","2012-07-30",6.15
"750","2012-07-31",6.1
"751","2012-08-01",6.04
"752","2012-08-02",5.98
"753","2012-08-03",6.02
"754","2012-08-06",5.96
"755","2012-08-07",5.98
"756","2012-08-08",5.99
"757","2012-08-09",5.99
"758","2012-08-10",5.99
"759","2012-08-13",5.92
"760","2012-08-14",5.92
"761","2012-08-15",5.94
"762","2012-08-16",5.95
"763","2012-08-17",6
"764","2012-08-20",6
"765","2012-08-21",5.97
"766","2012-08-22",5.97
"767","2012-08-23",5.96
"768","2012-08-24",5.98
"769","2012-08-27",5.99
"770","2012-08-28",6.01
"771","2012-08-29",5.95
"772","2012-08-30",5.93
"773","2012-08-31",6
"774","2012-09-04",5.98
"775","2012-09-05",5.97
"776","2012-09-06",6.05
"777","2012-09-07",6.03
"778","2012-09-10",6.03
"779","2012-09-11",6.03
"780","2012-09-12",6.05
"781","2012-09-13",6.07
"782","2012-09-14",6.04
"783","2012-09-17",6.07
"784","2012-09-18",6.02
"785","2012-09-19",6.05
"786","2012-09-20",6.1
"787","2012-09-21",6.18
"788","2012-09-24",6.35
"789","2012-09-25",6.41
"790","2012-09-26",6.67
"791","2012-09-27",6.58
"792","2012-09-28",6.46
"793","2012-10-01",6.36
"794","2012-10-02",6.27
"795","2012-10-03",6.25
"796","2012-10-04",6.4
"797","2012-10-05",6.31
"798","2012-10-08",6.29
"799","2012-10-09",6.27
"800","2012-10-10",6.25
"801","2012-10-11",6.28
"802","2012-10-12",6.23
"803","2012-10-15",6.15
"804","2012-10-16",6.23
"805","2012-10-17",6.26
"806","2012-10-18",6.23
"807","2012-10-19",6.17
"808","2012-10-22",6.2
"809","2012-10-23",6.17
"810","2012-10-24",6.15
"811","2012-10-25",6.18
"812","2012-10-26",6.04
"813","2012-10-31",5.87
"814","2012-11-01",6.12
"815","2012-11-02",6.06
"816","2012-11-05",5.82
"817","2012-11-06",5.84
"818","2012-11-07",5.83
"819","2012-11-08",5.49
"820","2012-11-09",4.81
"821","2012-11-12",4.55
"822","2012-11-13",4.53
"823","2012-11-14",4.49
"824","2012-11-15",4.47
"825","2012-11-16",4.52
"826","2012-11-19",4.52
"827","2012-11-20",4.52
"828","2012-11-21",4.38
"829","2012-11-23",4.39
"830","2012-11-26",4.23
"831","2012-11-27",4.35
"832","2012-11-28",4.42
"833","2012-11-29",4.44
"834","2012-11-30",4.48
"835","2012-12-03",4.47
"836","2012-12-04",4.4
"837","2012-12-05",4.34
"838","2012-12-06",4.37
"839","2012-12-07",4.31
"840","2012-12-10",4.3
"841","2012-12-11",4.31
"842","2012-12-12",4.28
"843","2012-12-13",4.31
"844","2012-12-14",4.3
"845","2012-12-17",4.28
"846","2012-12-18",4.32
"847","2012-12-19",4.44
"848","2012-12-20",4.43
"849","2012-12-21",4.35
"850","2012-12-24",4.36
"851","2012-12-26",4.27
"852","2012-12-27",4.29
"853","2012-12-28",4.12
"854","2012-12-31",4.2
"855","2013-01-02",4.28
"856","2013-01-03",4.34
"857","2013-01-04",4.47
"858","2013-01-07",4.45
"859","2013-01-08",4.49
"860","2013-01-09",4.53
"861","2013-01-10",4.53
"862","2013-01-11",4.53
"863","2013-01-14",4.55
"864","2013-01-15",4.52
"865","2013-01-16",4.33
"866","2013-01-17",4.24
"867","2013-01-18",4.11
"868","2013-01-22",4.14
"869","2013-01-23",4.11
"870","2013-01-24",4.11
"871","2013-01-25",4.08
"872","2013-01-28",4.14
"873","2013-01-29",4.29
"874","2013-01-30",4.27
"875","2013-01-31",4.2
"876","2013-02-01",4.41
"877","2013-02-04",4.43
"878","2013-02-05",4.4
"879","2013-02-06",4.42
"880","2013-02-07",4.4
"881","2013-02-08",4.44
"882","2013-02-11",4.48
"883","2013-02-12",4.49
"884","2013-02-13",4.52
"885","2013-02-14",4.62
"886","2013-02-15",4.51
"887","2013-02-19",4.39
"888","2013-02-20",4.34
"889","2013-02-21",4.2
"890","2013-02-22",4.25
"891","2013-02-25",4.19
"892","2013-02-26",4.27
"893","2013-02-27",4.26
"894","2013-02-28",4.38
"895","2013-03-01",4.14
"896","2013-03-04",4.39
"897","2013-03-05",4.49
"898","2013-03-06",4.52
"899","2013-03-07",4.54
"900","2013-03-08",4.63
"901","2013-03-11",4.56
"902","2013-03-12",4.61
"903","2013-03-13",4.63
"904","2013-03-14",4.63
"905","2013-03-15",5.09
"906","2013-03-18",4.78
"907","2013-03-19",4.78
"908","2013-03-20",4.78
"909","2013-03-21",4.7
"910","2013-03-22",4.77
"911","2013-03-25",4.84
"912","2013-03-26",4.86
"913","2013-03-27",4.92
"914","2013-03-28",4.98
"915","2013-04-01",5.13
"916","2013-04-02",5.09
"917","2013-04-03",5.12
"918","2013-04-04",5
"919","2013-04-05",4.97
"920","2013-04-08",5
"921","2013-04-09",5.08
"922","2013-04-10",5.35
"923","2013-04-11",5.3
"924","2013-04-12",5.23
"925","2013-04-15",4.93
"926","2013-04-16",5.08
"927","2013-04-17",4.87
"928","2013-04-18",4.8
"929","2013-04-19",4.99
"930","2013-04-22",5.02
"931","2013-04-23",5.09
"932","2013-04-24",4.72
"933","2013-04-25",4.72
"934","2013-04-26",4.72
"935","2013-04-29",4.7
"936","2013-04-30",4.68
"937","2013-05-01",4.56
"938","2013-05-02",4.8
"939","2013-05-03",5.06
"940","2013-05-06",5.01
"941","2013-05-07",5.01
"942","2013-05-08",5.01
"943","2013-05-09",4.87
"944","2013-05-10",4.81
"945","2013-05-13",4.93
"946","2013-05-14",5.02
"947","2013-05-15",5
"948","2013-05-16",4.95
"949","2013-05-17",4.94
"950","2013-05-20",4.84
"951","2013-05-21",4.65
"952","2013-05-22",4.7
"953","2013-05-23",4.75
"954","2013-05-24",4.91
"955","2013-05-28",5.08
"956","2013-05-29",5.05
"957","2013-05-30",4.9
"958","2013-05-31",4.85
"959","2013-06-03",4.95
"960","2013-06-04",5
"961","2013-06-05",5
"962","2013-06-06",5.09
"963","2013-06-07",5.1
"964","2013-06-10",5.18
"965","2013-06-11",5.1
"966","2013-06-12",5.09
"967","2013-06-13",5.09
"968","2013-06-14",5.07
"969","2013-06-17",5.04
"970","2013-06-18",5.04
"971","2013-06-19",5.03
"972","2013-06-20",5.03
"973","2013-06-21",5.04
"974","2013-06-24",5.04
"975","2013-06-25",5.04
"976","2013-06-26",5.06
"977","2013-06-27",5.05
"978","2013-06-28",5.11
"979","2013-07-01",5.2
"980","2013-07-02",5.31
"981","2013-07-03",5.35
"982","2013-07-05",5.35
"983","2013-07-08",5.4
"984","2013-07-09",5.31
"985","2013-07-10",5.32
"986","2013-07-11",5.35
"987","2013-07-12",5.43
"988","2013-07-15",5.46
"989","2013-07-16",5.46
"990","2013-07-17",5.5
"991","2013-07-18",5.5
"992","2013-07-19",5.53
"993","2013-07-22",5.53
"994","2013-07-23",5.6
"995","2013-07-24",5.6
"996","2013-07-25",5.76
"997","2013-07-26",5.67
"998","2013-07-29",5.59
"999","2013-07-30",5.73
"1000","2013-07-31",5.6
