"","date","MANU"
"85","2012-12-12",13.75
"86","2012-12-13",13.72
"87","2012-12-14",13.59
"88","2012-12-17",13.59
"89","2012-12-18",13.61
"90","2012-12-19",13.94
"91","2012-12-20",13.99
"92","2012-12-21",13.96
"93","2012-12-24",13.87
"94","2012-12-26",14.01
"95","2012-12-27",13.95
"96","2012-12-28",13.9
"97","2012-12-31",14.05
"98","2013-01-02",14.36
"99","2013-01-03",14.24
"100","2013-01-04",14.49
"101","2013-01-07",14.03
"102","2013-01-08",14.14
"103","2013-01-09",14.35
"104","2013-01-10",14.21
"105","2013-01-11",14.43
"106","2013-01-14",14.53
"107","2013-01-15",15.29
"108","2013-01-16",15.15
"109","2013-01-17",15.4
"110","2013-01-18",15.5
"111","2013-01-22",16.67
"112","2013-01-23",16.950001
"113","2013-01-24",17.49
"114","2013-01-25",16.889999
"115","2013-01-28",16.48
"116","2013-01-29",16.34
"117","2013-01-30",16.780001
"118","2013-01-31",16.799999
"119","2013-02-01",16.799999
"120","2013-02-04",16.65
"121","2013-02-05",17.02
"122","2013-02-06",17.5
"123","2013-02-07",18.35
"124","2013-02-08",18.66
"125","2013-02-11",18.719999
"126","2013-02-12",18.719999
"127","2013-02-13",18.709999
"128","2013-02-14",18.540001
"129","2013-02-15",18.51
"130","2013-02-19",18.82
"131","2013-02-20",18.620001
"132","2013-02-21",18.370001
"133","2013-02-22",18.360001
"134","2013-02-25",17.93
"135","2013-02-26",17.33
"136","2013-02-27",17.5
"137","2013-02-28",17.530001
"138","2013-03-01",17.370001
"139","2013-03-04",16.950001
"140","2013-03-05",17.379999
"141","2013-03-06",17.23
"142","2013-03-07",17.01
"143","2013-03-08",17.030001
"144","2013-03-11",16.83
"145","2013-03-12",16.700001
"146","2013-03-13",16.66
"147","2013-03-14",16.690001
"148","2013-03-15",16.57
"149","2013-03-18",17.1
"150","2013-03-19",16.620001
"151","2013-03-20",16.690001
"152","2013-03-21",16.610001
"153","2013-03-22",16.6
"154","2013-03-25",16.82
"155","2013-03-26",16.780001
"156","2013-03-27",17
"157","2013-03-28",16.75
"158","2013-04-01",16.799999
"159","2013-04-02",16.389999
"160","2013-04-03",16.469999
"161","2013-04-04",16.639999
"162","2013-04-05",16.690001
"163","2013-04-08",17.219999
"164","2013-04-09",17
"165","2013-04-10",16.98
"166","2013-04-11",17.17
"167","2013-04-12",17.190001
"168","2013-04-15",16.99
"169","2013-04-16",17.4
"170","2013-04-17",17.360001
"171","2013-04-18",17.219999
"172","2013-04-19",17.75
"173","2013-04-22",17.709999
"174","2013-04-23",17.26
"175","2013-04-24",17.16
"176","2013-04-25",17.24
"177","2013-04-26",17.889999
"178","2013-04-29",17.67
"179","2013-04-30",17.98
"180","2013-05-01",18.41
"181","2013-05-02",19.040001
"182","2013-05-03",18.469999
"183","2013-05-06",18.52
"184","2013-05-07",18.77
"185","2013-05-08",18.440001
"186","2013-05-09",18.02
"187","2013-05-10",18.02
"188","2013-05-13",18.16
"189","2013-05-14",18.190001
"190","2013-05-15",18.24
"191","2013-05-16",18.07
"192","2013-05-17",17.76
"193","2013-05-20",17.85
"194","2013-05-21",17.889999
"195","2013-05-22",17.66
"196","2013-05-23",17.74
"197","2013-05-24",17.870001
"198","2013-05-28",17.209999
"199","2013-05-29",17.32
"200","2013-05-30",17.09
"201","2013-05-31",16.77
"202","2013-06-03",16.68
"203","2013-06-04",16.950001
"204","2013-06-05",16.75
"205","2013-06-06",16.809999
"206","2013-06-07",16.9
"207","2013-06-10",17.02
"208","2013-06-11",16.690001
"209","2013-06-12",15.16
"210","2013-06-13",15.76
"211","2013-06-14",15.96
"212","2013-06-17",16.129999
"213","2013-06-18",16.209999
"214","2013-06-19",16.209999
"215","2013-06-20",15.95
"216","2013-06-21",15.88
"217","2013-06-24",15.95
"218","2013-06-25",16.190001
"219","2013-06-26",16.32
"220","2013-06-27",16.07
"221","2013-06-28",15.92
"222","2013-07-01",16.129999
"223","2013-07-02",16.530001
"224","2013-07-03",16.67
"225","2013-07-05",16.950001
"226","2013-07-08",16.860001
"227","2013-07-09",17.17
"228","2013-07-10",16.870001
"229","2013-07-11",17.209999
"230","2013-07-12",17.370001
"231","2013-07-15",17.85
"232","2013-07-16",17.15
"233","2013-07-17",17.5
"234","2013-07-18",17.4
"235","2013-07-19",17.65
"236","2013-07-22",17.25
"237","2013-07-23",16.860001
"238","2013-07-24",16.82
"239","2013-07-25",16.82
"240","2013-07-26",16.76
"241","2013-07-29",16.809999
"242","2013-07-30",16.860001
"243","2013-07-31",16.58
"244","2013-08-01",16.6
"245","2013-08-02",16.52
"246","2013-08-05",16.5
"247","2013-08-06",16.639999
"248","2013-08-07",17
"249","2013-08-08",17.5
"250","2013-08-09",16.99
"251","2013-08-12",17.15
"252","2013-08-13",17.57
"253","2013-08-14",17.41
"254","2013-08-15",17.389999
"255","2013-08-16",17.41
"256","2013-08-19",17.48
"257","2013-08-20",17.389999
"258","2013-08-21",17.25
"259","2013-08-22",17.360001
"260","2013-08-23",17.299999
"261","2013-08-26",17.290001
"262","2013-08-27",17
"263","2013-08-28",16.75
"264","2013-08-29",16.92
"265","2013-08-30",16.860001
"266","2013-09-03",16.84
"267","2013-09-04",16.870001
"268","2013-09-05",17
"269","2013-09-06",16.99
"270","2013-09-09",17.059999
"271","2013-09-10",16.879999
"272","2013-09-11",17
"273","2013-09-12",17.139999
"274","2013-09-13",17.18
"275","2013-09-16",17.01
"276","2013-09-17",17.110001
"277","2013-09-18",17.469999
"278","2013-09-19",17.6
"279","2013-09-20",17.549999
"280","2013-09-23",17.299999
"281","2013-09-24",17.41
"282","2013-09-25",17.450001
"283","2013-09-26",17.389999
"284","2013-09-27",17.610001
"285","2013-09-30",17.370001
"286","2013-10-01",17.07
"287","2013-10-02",17.459999
"288","2013-10-03",17.040001
"289","2013-10-04",16.9
"290","2013-10-07",16.950001
"291","2013-10-08",16.9
"292","2013-10-09",16.99
"293","2013-10-10",16.870001
"294","2013-10-11",17.040001
"295","2013-10-14",17.1
"296","2013-10-15",17.26
"297","2013-10-16",17.18
"298","2013-10-17",16.83
"299","2013-10-18",16.870001
"300","2013-10-21",16.85
"301","2013-10-22",16.83
"302","2013-10-23",16.49
"303","2013-10-24",16.129999
"304","2013-10-25",16.08
"305","2013-10-28",16.209999
"306","2013-10-29",16.370001
"307","2013-10-30",16.299999
"308","2013-10-31",16.299999
"309","2013-11-01",16.08
"310","2013-11-04",16.219999
"311","2013-11-05",15.59
"312","2013-11-06",15.86
"313","2013-11-07",15.49
"314","2013-11-08",15.62
"315","2013-11-11",16.07
"316","2013-11-12",15.8
"317","2013-11-13",15.75
"318","2013-11-14",16.09
"319","2013-11-15",16.280001
"320","2013-11-18",16.870001
"321","2013-11-19",16.950001
"322","2013-11-20",16.889999
"323","2013-11-21",16.98
"324","2013-11-22",16.93
"325","2013-11-25",16.940001
"326","2013-11-26",16.719999
"327","2013-11-27",16.969999
"328","2013-11-29",17.08
"329","2013-12-02",17.030001
"330","2013-12-03",17.08
"331","2013-12-04",17.040001
"332","2013-12-05",17.24
"333","2013-12-06",17.540001
"334","2013-12-09",17.24
"335","2013-12-10",16.969999
"336","2013-12-11",16.98
"337","2013-12-12",16.799999
"338","2013-12-13",16.040001
"339","2013-12-16",15.46
"340","2013-12-17",15.15
"341","2013-12-18",15.19
"342","2013-12-19",15.26
"343","2013-12-20",15.23
"344","2013-12-23",15.33
"345","2013-12-24",15.42
"346","2013-12-26",15.41
"347","2013-12-27",15.24
"348","2013-12-30",15.48
"349","2013-12-31",15.53
"350","2014-01-02",15.34
"351","2014-01-03",15.35
"352","2014-01-06",15.42
"353","2014-01-07",15.39
"354","2014-01-08",15.15
"355","2014-01-09",15.23
"356","2014-01-10",15.16
"357","2014-01-13",15.16
"358","2014-01-14",15.05
"359","2014-01-15",14.82
"360","2014-01-16",15.19
"361","2014-01-17",15.2
"362","2014-01-21",15.09
"363","2014-01-22",14.98
"364","2014-01-23",14.96
"365","2014-01-24",15.02
"366","2014-01-27",14.78
"367","2014-01-28",14.95
"368","2014-01-29",14.76
"369","2014-01-30",14.81
"370","2014-01-31",15.69
"371","2014-02-03",14.98
"372","2014-02-04",14.94
"373","2014-02-05",14.78
"374","2014-02-06",15.02
"375","2014-02-07",15.04
"376","2014-02-10",14.83
"377","2014-02-11",15.23
"378","2014-02-12",14.61
"379","2014-02-13",14.57
"380","2014-02-14",14.84
"381","2014-02-18",14.65
"382","2014-02-19",14.47
"383","2014-02-20",14.6
"384","2014-02-21",14.5
"385","2014-02-24",14.56
"386","2014-02-25",14.65
"387","2014-02-26",14.95
"388","2014-02-27",15
"389","2014-02-28",15.42
"390","2014-03-03",14.98
"391","2014-03-04",15.04
"392","2014-03-05",15.19
"393","2014-03-06",15.12
"394","2014-03-07",14.91
"395","2014-03-10",15.84
"396","2014-03-11",15.74
"397","2014-03-12",16.42
"398","2014-03-13",16.120001
"399","2014-03-14",16.059999
"400","2014-03-17",16.110001
"401","2014-03-18",15.89
"402","2014-03-19",15.75
"403","2014-03-20",15.62
"404","2014-03-21",15.77
"405","2014-03-24",15.82
"406","2014-03-25",16.139999
"407","2014-03-26",16.18
"408","2014-03-27",17.01
"409","2014-03-28",17.190001
"410","2014-03-31",17.24
"411","2014-04-01",16.940001
"412","2014-04-02",16.6
"413","2014-04-03",16.23
"414","2014-04-04",16.09
"415","2014-04-07",15.86
"416","2014-04-08",16.799999
"417","2014-04-09",16.870001
"418","2014-04-10",16.629999
"419","2014-04-11",16.01
"420","2014-04-14",17.030001
"421","2014-04-15",16.26
"422","2014-04-16",17.950001
"423","2014-04-17",17.889999
"424","2014-04-21",17.719999
"425","2014-04-22",18.780001
"426","2014-04-23",17.85
"427","2014-04-24",17.610001
"428","2014-04-25",17.620001
"429","2014-04-28",16.93
"430","2014-04-29",16.809999
"431","2014-04-30",16.629999
"432","2014-05-01",16.51
"433","2014-05-02",16.620001
"434","2014-05-05",16.969999
"435","2014-05-06",17.42
"436","2014-05-07",17.15
"437","2014-05-08",17.16
"438","2014-05-09",16.77
"439","2014-05-12",16.709999
"440","2014-05-13",16.780001
"441","2014-05-14",16.610001
"442","2014-05-15",16.58
"443","2014-05-16",16.85
"444","2014-05-19",16.67
"445","2014-05-20",16.49
"446","2014-05-21",16.700001
"447","2014-05-22",16.65
"448","2014-05-23",16.52
"449","2014-05-27",16.299999
"450","2014-05-28",16.190001
"451","2014-05-29",16.27
"452","2014-05-30",16.540001
"453","2014-06-02",16.65
"454","2014-06-03",16.68
"455","2014-06-04",16.84
"456","2014-06-05",17.02
"457","2014-06-06",16.799999
"458","2014-06-09",17.5
"459","2014-06-10",17.360001
"460","2014-06-11",17.309999
"461","2014-06-12",17.469999
"462","2014-06-13",17.299999
"463","2014-06-16",17.42
"464","2014-06-17",17.440001
"465","2014-06-18",17.719999
"466","2014-06-19",17.780001
"467","2014-06-20",17.5
"468","2014-06-23",17.379999
"469","2014-06-24",17.450001
"470","2014-06-25",17.52
"471","2014-06-26",17.610001
"472","2014-06-27",17.84
"473","2014-06-30",17.450001
"474","2014-07-01",17.709999
"475","2014-07-02",17.690001
"476","2014-07-03",17.73
"477","2014-07-07",17.84
"478","2014-07-08",17.610001
"479","2014-07-09",17.360001
"480","2014-07-10",17.9
"481","2014-07-11",17.780001
"482","2014-07-14",18.639999
"483","2014-07-15",18.57
"484","2014-07-16",18.969999
"485","2014-07-17",19.25
"486","2014-07-18",19.32
"487","2014-07-21",19.57
"488","2014-07-22",19.51
"489","2014-07-23",19.629999
"490","2014-07-24",19.58
"491","2014-07-25",19.35
"492","2014-07-28",19.01
"493","2014-07-29",19.42
"494","2014-07-30",19.309999
"495","2014-07-31",18.65
"496","2014-08-01",18.5
"497","2014-08-04",17.18
"498","2014-08-05",17.450001
"499","2014-08-06",17
"500","2014-08-07",17
"501","2014-08-08",17.23
"502","2014-08-11",17.290001
"503","2014-08-12",17.25
"504","2014-08-13",17.25
"505","2014-08-14",17.25
"506","2014-08-15",17.35
"507","2014-08-18",17.76
"508","2014-08-19",17.700001
"509","2014-08-20",17.629999
"510","2014-08-21",17.58
"511","2014-08-22",17.549999
"512","2014-08-25",17.860001
"513","2014-08-26",17.66
"514","2014-08-27",17.469999
"515","2014-08-28",17.42
"516","2014-08-29",17.059999
"517","2014-09-02",17.01
"518","2014-09-03",17
"519","2014-09-04",16.75
"520","2014-09-05",16.33
"521","2014-09-08",15.6
"522","2014-09-09",15.56
"523","2014-09-10",15.19
"524","2014-09-11",15.76
"525","2014-09-12",16.24
"526","2014-09-15",16.030001
"527","2014-09-16",16.08
"528","2014-09-17",16.25
"529","2014-09-18",16.299999
"530","2014-09-19",16.459999
"531","2014-09-22",16.4
"532","2014-09-23",16.389999
"533","2014-09-24",16.49
"534","2014-09-25",16.26
"535","2014-09-26",16.4
"536","2014-09-29",16.4
"537","2014-09-30",16.48
"538","2014-10-01",16.389999
"539","2014-10-02",16.32
"540","2014-10-03",16.57
"541","2014-10-06",16.309999
"542","2014-10-07",16.120001
"543","2014-10-08",16.49
"544","2014-10-09",16.42
"545","2014-10-10",16.33
"546","2014-10-13",16.26
"547","2014-10-14",16.299999
"548","2014-10-15",16.120001
"549","2014-10-16",16.059999
"550","2014-10-17",16.08
"551","2014-10-20",16.42
"552","2014-10-21",16.459999
"553","2014-10-22",16.219999
"554","2014-10-23",16.190001
"555","2014-10-24",16.07
"556","2014-10-27",15.98
"557","2014-10-28",16.059999
"558","2014-10-29",16.030001
"559","2014-10-30",15.96
"560","2014-10-31",15.98
"561","2014-11-03",16.07
"562","2014-11-04",15.81
"563","2014-11-05",15.73
"564","2014-11-06",15.83
"565","2014-11-07",15.86
"566","2014-11-10",15.78
"567","2014-11-11",15.86
"568","2014-11-12",16.139999
"569","2014-11-13",16.25
"570","2014-11-14",16.309999
"571","2014-11-17",16.290001
"572","2014-11-18",16.139999
"573","2014-11-19",15.91
"574","2014-11-20",15.85
"575","2014-11-21",16.18
"576","2014-11-24",16.290001
"577","2014-11-25",16.42
"578","2014-11-26",16.58
"579","2014-11-28",16.440001
"580","2014-12-01",16.040001
"581","2014-12-02",16.209999
"582","2014-12-03",16.040001
"583","2014-12-04",16.030001
"584","2014-12-05",16.379999
"585","2014-12-08",16.43
"586","2014-12-09",14.78
"587","2014-12-10",15.2
"588","2014-12-11",15.23
"589","2014-12-12",15.24
"590","2014-12-15",15.51
"591","2014-12-16",15.5
"592","2014-12-17",15.68
"593","2014-12-18",15.62
"594","2014-12-19",15.64
"595","2014-12-22",15.79
"596","2014-12-23",15.76
"597","2014-12-24",15.65
"598","2014-12-26",15.94
"599","2014-12-29",15.8
"600","2014-12-30",15.96
"601","2014-12-31",15.9
"602","2015-01-02",15.81
"603","2015-01-05",15.75
"604","2015-01-06",15.49
"605","2015-01-07",15.51
"606","2015-01-08",15.7
"607","2015-01-09",15.26
"608","2015-01-12",15.96
"609","2015-01-13",16.200001
"610","2015-01-14",16.200001
"611","2015-01-15",16.059999
"612","2015-01-16",16.17
"613","2015-01-20",16.049999
"614","2015-01-21",15.86
"615","2015-01-22",16.09
"616","2015-01-23",15.92
"617","2015-01-26",15.89
"618","2015-01-27",15.92
"619","2015-01-28",16
"620","2015-01-29",16.02
"621","2015-01-30",15.98
"622","2015-02-02",16.1
"623","2015-02-03",16.23
"624","2015-02-04",16.32
"625","2015-02-05",16.35
"626","2015-02-06",16.33
"627","2015-02-09",16.26
"628","2015-02-10",17.030001
"629","2015-02-11",17.23
"630","2015-02-12",17.41
"631","2015-02-13",17.200001
"632","2015-02-17",16.950001
"633","2015-02-18",16.91
"634","2015-02-19",16.49
"635","2015-02-20",16.42
"636","2015-02-23",16.280001
"637","2015-02-24",16.389999
"638","2015-02-25",16.209999
"639","2015-02-26",15.99
"640","2015-02-27",15.99
"641","2015-03-02",16
"642","2015-03-03",16.01
"643","2015-03-04",15.88
"644","2015-03-05",15.77
"645","2015-03-06",15.73
"646","2015-03-09",15.71
"647","2015-03-10",15.58
"648","2015-03-11",15.54
"649","2015-03-12",15.49
"650","2015-03-13",15.42
"651","2015-03-16",15.57
"652","2015-03-17",15.5
"653","2015-03-18",15.52
"654","2015-03-19",15.49
"655","2015-03-20",15.53
"656","2015-03-23",15.76
"657","2015-03-24",16.02
"658","2015-03-25",15.75
"659","2015-03-26",15.77
"660","2015-03-27",16.450001
"661","2015-03-30",16.27
"662","2015-03-31",15.91
"663","2015-04-01",15.83
"664","2015-04-02",15.87
"665","2015-04-06",15.92
"666","2015-04-07",15.87
"667","2015-04-08",15.78
"668","2015-04-09",15.65
"669","2015-04-10",15.66
"670","2015-04-13",15.99
"671","2015-04-14",16.059999
"672","2015-04-15",16.02
"673","2015-04-16",15.98
"674","2015-04-17",15.77
"675","2015-04-20",15.77
"676","2015-04-21",15.81
"677","2015-04-22",15.75
"678","2015-04-23",15.79
"679","2015-04-24",15.79
"680","2015-04-27",15.81
"681","2015-04-28",15.56
"682","2015-04-29",15.6
"683","2015-04-30",15.52
"684","2015-05-01",15.65
"685","2015-05-04",15.49
"686","2015-05-05",15.26
"687","2015-05-06",15.15
"688","2015-05-07",15.2
"689","2015-05-08",15.17
"690","2015-05-11",15.5
"691","2015-05-12",15.51
"692","2015-05-13",15.57
"693","2015-05-14",16.01
"694","2015-05-15",16.610001
"695","2015-05-18",16.34
"696","2015-05-19",16.559999
"697","2015-05-20",16.530001
"698","2015-05-21",16.549999
"699","2015-05-22",16.41
"700","2015-05-26",16.639999
"701","2015-05-27",16.959999
"702","2015-05-28",16.959999
"703","2015-05-29",17.07
"704","2015-06-01",17
"705","2015-06-02",16.790001
"706","2015-06-03",16.940001
"707","2015-06-04",16.93
"708","2015-06-05",16.84
"709","2015-06-08",16.540001
"710","2015-06-09",16.540001
"711","2015-06-10",16.52
"712","2015-06-11",16.4
"713","2015-06-12",16.27
"714","2015-06-15",16.33
"715","2015-06-16",16.27
"716","2015-06-17",17.059999
"717","2015-06-18",17.65
"718","2015-06-19",17.9
"719","2015-06-22",17.790001
"720","2015-06-23",18.129999
"721","2015-06-24",18.16
"722","2015-06-25",18.4
"723","2015-06-26",18.42
"724","2015-06-29",18.370001
"725","2015-06-30",17.860001
"726","2015-07-01",18.15
"727","2015-07-02",18.02
"728","2015-07-06",17.719999
"729","2015-07-07",17.66
"730","2015-07-08",17.16
"731","2015-07-09",17.309999
"732","2015-07-10",17.559999
"733","2015-07-13",18.24
"734","2015-07-14",17.76
"735","2015-07-15",17.809999
"736","2015-07-16",18.26
"737","2015-07-17",18.120001
"738","2015-07-20",17.91
"739","2015-07-21",17.76
"740","2015-07-22",17.92
"741","2015-07-23",17.6
"742","2015-07-24",17.92
"743","2015-07-27",17.610001
"744","2015-07-28",17.32
"745","2015-07-29",17.809999
"746","2015-07-30",18.15
"747","2015-07-31",18.48
"748","2015-08-03",18.440001
"749","2015-08-04",18.469999
"750","2015-08-05",18.35
"751","2015-08-06",18.209999
"752","2015-08-07",18.370001
"753","2015-08-10",18.559999
"754","2015-08-11",18.48
"755","2015-08-12",18.42
"756","2015-08-13",18.799999
"757","2015-08-14",18.610001
"758","2015-08-17",18.440001
"759","2015-08-18",18.280001
"760","2015-08-19",18.23
"761","2015-08-20",17.66
"762","2015-08-21",18.77
"763","2015-08-24",17.85
"764","2015-08-25",17.57
"765","2015-08-26",17.610001
"766","2015-08-27",18.02
"767","2015-08-28",18.09
"768","2015-08-31",17.77
"769","2015-09-01",17.379999
"770","2015-09-02",17.700001
"771","2015-09-03",18.110001
"772","2015-09-04",17.65
"773","2015-09-08",18.379999
"774","2015-09-09",17.629999
"775","2015-09-10",17.6
"776","2015-09-11",17.67
"777","2015-09-14",17.82
"778","2015-09-15",18.07
"779","2015-09-16",18.379999
"780","2015-09-17",17.969999
"781","2015-09-18",17.950001
"782","2015-09-21",18.139999
"783","2015-09-22",17.83
"784","2015-09-23",18.01
"785","2015-09-24",17.84
"786","2015-09-25",17.59
"787","2015-09-28",17.51
"788","2015-09-29",17.43
"789","2015-09-30",17.17
"790","2015-10-01",17.299999
"791","2015-10-02",17.360001
"792","2015-10-05",17.620001
"793","2015-10-06",17.639999
"794","2015-10-07",17.610001
"795","2015-10-08",17.620001
"796","2015-10-09",17.57
"797","2015-10-12",17.74
"798","2015-10-13",17.620001
"799","2015-10-14",17.58
"800","2015-10-15",17.690001
"801","2015-10-16",17.790001
"802","2015-10-19",17.809999
"803","2015-10-20",17.74
"804","2015-10-21",17.75
"805","2015-10-22",18.02
"806","2015-10-23",18.02
"807","2015-10-26",18.17
"808","2015-10-27",18.23
"809","2015-10-28",18.27
"810","2015-10-29",18.25
"811","2015-10-30",18.200001
"812","2015-11-02",18.059999
"813","2015-11-03",18.15
"814","2015-11-04",18.01
"815","2015-11-05",18.219999
"816","2015-11-06",18.17
"817","2015-11-09",17.959999
"818","2015-11-10",17.91
"819","2015-11-11",18.129999
"820","2015-11-12",18.99
"821","2015-11-13",18.870001
"822","2015-11-16",18.75
"823","2015-11-17",18.709999
"824","2015-11-18",18.540001
"825","2015-11-19",18.5
"826","2015-11-20",18.59
"827","2015-11-23",18.370001
"828","2015-11-24",18.09
"829","2015-11-25",18.379999
"830","2015-11-27",18.700001
"831","2015-11-30",18.4
"832","2015-12-01",18.6
"833","2015-12-02",18.5
"834","2015-12-03",18.35
"835","2015-12-04",18.870001
"836","2015-12-07",18.77
"837","2015-12-08",18.540001
"838","2015-12-09",18.379999
"839","2015-12-10",18.309999
"840","2015-12-11",18.02
"841","2015-12-14",17.82
"842","2015-12-15",18.030001
"843","2015-12-16",18.110001
"844","2015-12-17",18.120001
"845","2015-12-18",17.969999
"846","2015-12-21",18.030001
"847","2015-12-22",18.219999
"848","2015-12-23",18.040001
"849","2015-12-24",18.34
"850","2015-12-28",18.18
"851","2015-12-29",18.16
"852","2015-12-30",17.889999
"853","2015-12-31",17.809999
"854","2016-01-04",17.450001
"855","2016-01-05",17.459999
"856","2016-01-06",17.5
"857","2016-01-07",16.27
"858","2016-01-08",16.08
"859","2016-01-11",16.1
"860","2016-01-12",16.01
"861","2016-01-13",15.66
"862","2016-01-14",15.42
"863","2016-01-15",15.16
"864","2016-01-19",14.89
"865","2016-01-20",15.33
"866","2016-01-21",15.36
"867","2016-01-22",15.79
"868","2016-01-25",15.72
"869","2016-01-26",15.57
"870","2016-01-27",15.38
"871","2016-01-28",15.47
"872","2016-01-29",15.67
"873","2016-02-01",15.75
"874","2016-02-02",15.2
"875","2016-02-03",15.05
"876","2016-02-04",15.03
"877","2016-02-05",14.52
"878","2016-02-08",14.1
"879","2016-02-09",13.79
"880","2016-02-10",13.63
"881","2016-02-11",14.47
"882","2016-02-12",14.62
"883","2016-02-16",14.62
"884","2016-02-17",15.01
"885","2016-02-18",15
"886","2016-02-19",14.83
"887","2016-02-22",14.98
"888","2016-02-23",14.8
"889","2016-02-24",14.47
"890","2016-02-25",14.31
"891","2016-02-26",14.13
"892","2016-02-29",14.22
"893","2016-03-01",14.23
"894","2016-03-02",14.4
"895","2016-03-03",14.37
"896","2016-03-04",14.39
"897","2016-03-07",14.31
"898","2016-03-08",14.32
"899","2016-03-09",14.39
"900","2016-03-10",14.11
"901","2016-03-11",14.1
"902","2016-03-14",14.12
"903","2016-03-15",13.7
"904","2016-03-16",13.83
"905","2016-03-17",13.92
"906","2016-03-18",13.86
"907","2016-03-21",13.66
"908","2016-03-22",13.33
"909","2016-03-23",13.64
"910","2016-03-24",13.52
"911","2016-03-28",13.87
"912","2016-03-29",13.84
"913","2016-03-30",14.26
"914","2016-03-31",14.44
"915","2016-04-01",14.1
"916","2016-04-04",13.94
"917","2016-04-05",13.91
"918","2016-04-06",13.92
"919","2016-04-07",13.83
"920","2016-04-08",13.79
"921","2016-04-11",13.83
"922","2016-04-12",13.85
"923","2016-04-13",14.02
"924","2016-04-14",14.18
"925","2016-04-15",14.09
"926","2016-04-18",14.2
"927","2016-04-19",14.41
"928","2016-04-20",14.77
"929","2016-04-21",14.66
"930","2016-04-22",15.74
"931","2016-04-25",16.290001
"932","2016-04-26",17.73
"933","2016-04-27",17.700001
"934","2016-04-28",17.139999
"935","2016-04-29",17.09
"936","2016-05-02",17.15
"937","2016-05-03",17.15
"938","2016-05-04",17.18
"939","2016-05-05",16.9
"940","2016-05-06",16.98
"941","2016-05-09",16.889999
"942","2016-05-10",17.040001
"943","2016-05-11",16.719999
"944","2016-05-12",16.91
"945","2016-05-13",16.200001
"946","2016-05-16",16.99
"947","2016-05-17",16.809999
"948","2016-05-18",16.530001
"949","2016-05-19",16.41
"950","2016-05-20",16.799999
"951","2016-05-23",17.040001
"952","2016-05-24",16.950001
"953","2016-05-25",17.040001
"954","2016-05-26",16.98
"955","2016-05-27",17.120001
"956","2016-05-31",17.07
"957","2016-06-01",16.799999
"958","2016-06-02",16.91
"959","2016-06-03",16.870001
"960","2016-06-06",16.93
"961","2016-06-07",17.01
"962","2016-06-08",16.85
"963","2016-06-09",16.790001
"964","2016-06-10",16.780001
"965","2016-06-13",16.629999
"966","2016-06-14",16.66
"967","2016-06-15",16.709999
"968","2016-06-16",16.639999
"969","2016-06-17",16.459999
"970","2016-06-20",16.67
"971","2016-06-21",16.959999
"972","2016-06-22",16.719999
"973","2016-06-23",16.98
"974","2016-06-24",16.379999
"975","2016-06-27",15.79
"976","2016-06-28",15.67
"977","2016-06-29",16.33
"978","2016-06-30",15.93
"979","2016-07-01",15.94
