"","date","NTES"
"228","2007-11-27",3.868
"229","2007-11-28",3.954
"230","2007-11-29",4.022
"231","2007-11-30",4.054
"232","2007-12-03",4.054
"233","2007-12-04",4.112
"234","2007-12-05",4.14
"235","2007-12-06",4.138
"236","2007-12-07",4.158
"237","2007-12-10",4.126
"238","2007-12-11",4.086
"239","2007-12-12",4.074
"240","2007-12-13",4.066
"241","2007-12-14",4.002
"242","2007-12-17",3.972
"243","2007-12-18",3.962
"244","2007-12-19",3.802
"245","2007-12-20",3.812
"246","2007-12-21",3.832
"247","2007-12-24",3.88
"248","2007-12-26",3.866
"249","2007-12-27",3.806
"250","2007-12-28",3.8
"251","2007-12-31",3.792
"252","2008-01-02",3.742
"253","2008-01-03",3.832
"254","2008-01-04",3.794
"255","2008-01-07",3.8
"256","2008-01-08",3.792
"257","2008-01-09",3.78
"258","2008-01-10",3.852
"259","2008-01-11",3.828
"260","2008-01-14",3.892
"261","2008-01-15",3.838
"262","2008-01-16",3.776
"263","2008-01-17",3.762
"264","2008-01-18",3.742
"265","2008-01-22",3.64
"266","2008-01-23",3.598
"267","2008-01-24",3.706
"268","2008-01-25",3.722
"269","2008-01-28",3.668
"270","2008-01-29",3.604
"271","2008-01-30",3.526
"272","2008-01-31",3.614
"273","2008-02-01",3.636
"274","2008-02-04",3.596
"275","2008-02-05",3.5
"276","2008-02-06",3.444
"277","2008-02-07",3.428
"278","2008-02-08",3.52
"279","2008-02-11",3.534
"280","2008-02-12",3.43
"281","2008-02-13",3.496
"282","2008-02-14",3.514
"283","2008-02-15",3.52
"284","2008-02-19",3.736
"285","2008-02-20",3.78
"286","2008-02-21",4.174
"287","2008-02-22",4.162
"288","2008-02-25",4.122
"289","2008-02-26",4.17
"290","2008-02-27",4.226
"291","2008-02-28",4.21
"292","2008-02-29",4.29
"293","2008-03-03",4.292
"294","2008-03-04",4.202
"295","2008-03-05",4.14
"296","2008-03-06",4.18
"297","2008-03-07",4.134
"298","2008-03-10",4.032
"299","2008-03-11",4.098
"300","2008-03-12",4.088
"301","2008-03-13",4.048
"302","2008-03-14",4.036
"303","2008-03-17",3.71
"304","2008-03-18",3.76
"305","2008-03-19",3.25
"306","2008-03-20",3.448
"307","2008-03-24",3.526
"308","2008-03-25",3.632
"309","2008-03-26",3.674
"310","2008-03-27",3.738
"311","2008-03-28",3.784
"312","2008-03-31",3.842
"313","2008-04-01",3.89
"314","2008-04-02",3.878
"315","2008-04-03",3.892
"316","2008-04-04",3.874
"317","2008-04-07",3.992
"318","2008-04-08",3.87
"319","2008-04-09",3.834
"320","2008-04-10",3.852
"321","2008-04-11",3.856
"322","2008-04-14",3.848
"323","2008-04-15",3.994
"324","2008-04-16",4.042
"325","2008-04-17",4.08
"326","2008-04-18",4.068
"327","2008-04-21",4.074
"328","2008-04-22",4.018
"329","2008-04-23",4.018
"330","2008-04-24",4.006
"331","2008-04-25",4.072
"332","2008-04-28",4.298
"333","2008-04-29",4.46
"334","2008-04-30",4.464
"335","2008-05-01",4.62
"336","2008-05-02",4.652
"337","2008-05-05",4.732
"338","2008-05-06",4.734
"339","2008-05-07",4.646
"340","2008-05-08",4.532
"341","2008-05-09",4.65
"342","2008-05-12",4.828
"343","2008-05-13",4.886
"344","2008-05-14",4.882
"345","2008-05-15",4.92
"346","2008-05-16",4.992
"347","2008-05-19",4.682
"348","2008-05-20",4.828
"349","2008-05-21",4.81
"350","2008-05-22",4.52
"351","2008-05-23",4.612
"352","2008-05-27",4.568
"353","2008-05-28",4.562
"354","2008-05-29",4.55
"355","2008-05-30",4.55
"356","2008-06-02",4.376
"357","2008-06-03",4.4
"358","2008-06-04",4.504
"359","2008-06-05",4.602
"360","2008-06-06",4.69
"361","2008-06-09",4.648
"362","2008-06-10",4.4
"363","2008-06-11",4.276
"364","2008-06-12",4.21
"365","2008-06-13",4.598
"366","2008-06-16",4.636
"367","2008-06-17",4.65
"368","2008-06-18",4.67
"369","2008-06-19",4.61
"370","2008-06-20",4.388
"371","2008-06-23",4.264
"372","2008-06-24",4.162
"373","2008-06-25",4.282
"374","2008-06-26",4.31
"375","2008-06-27",4.138
"376","2008-06-30",4.358
"377","2008-07-01",4.402
"378","2008-07-02",4.378
"379","2008-07-03",4.254
"380","2008-07-07",4.2
"381","2008-07-08",4.25
"382","2008-07-09",4.248
"383","2008-07-10",4.254
"384","2008-07-11",4.114
"385","2008-07-14",3.986
"386","2008-07-15",3.868
"387","2008-07-16",4.188
"388","2008-07-17",4.164
"389","2008-07-18",4.174
"390","2008-07-21",4.496
"391","2008-07-22",4.574
"392","2008-07-23",4.556
"393","2008-07-24",4.602
"394","2008-07-25",4.574
"395","2008-07-28",4.352
"396","2008-07-29",4.414
"397","2008-07-30",4.448
"398","2008-07-31",4.54
"399","2008-08-01",4.624
"400","2008-08-04",4.622
"401","2008-08-05",4.854
"402","2008-08-06",4.876
"403","2008-08-07",4.63
"404","2008-08-08",4.45
"405","2008-08-11",4.562
"406","2008-08-12",4.538
"407","2008-08-13",4.81
"408","2008-08-14",5.016
"409","2008-08-15",5.088
"410","2008-08-18",4.958
"411","2008-08-19",5.086
"412","2008-08-20",5.174
"413","2008-08-21",5.25
"414","2008-08-22",5.362
"415","2008-08-25",5.39
"416","2008-08-26",5.26
"417","2008-08-27",5.31
"418","2008-08-28",5.31
"419","2008-08-29",5.222
"420","2008-09-02",5.256
"421","2008-09-03",5.136
"422","2008-09-04",4.96
"423","2008-09-05",4.87
"424","2008-09-08",4.904
"425","2008-09-09",4.622
"426","2008-09-10",4.556
"427","2008-09-11",4.458
"428","2008-09-12",4.516
"429","2008-09-15",4.4
"430","2008-09-16",4.448
"431","2008-09-17",4.378
"432","2008-09-18",4.59
"433","2008-09-19",4.918
"434","2008-09-22",4.616
"435","2008-09-23",4.596
"436","2008-09-24",4.59
"437","2008-09-25",4.592
"438","2008-09-26",4.47
"439","2008-09-29",4.048
"440","2008-09-30",4.56
"441","2008-10-01",4.348
"442","2008-10-02",4.104
"443","2008-10-03",4
"444","2008-10-06",3.932
"445","2008-10-07",3.86
"446","2008-10-08",3.976
"447","2008-10-09",3.932
"448","2008-10-10",3.736
"449","2008-10-13",4.28
"450","2008-10-14",4.38
"451","2008-10-15",4.182
"452","2008-10-16",4.198
"453","2008-10-17",4.368
"454","2008-10-20",4.528
"455","2008-10-21",4.344
"456","2008-10-22",4.456
"457","2008-10-23",4.306
"458","2008-10-24",3.828
"459","2008-10-27",3.548
"460","2008-10-28",3.93
"461","2008-10-29",4.116
"462","2008-10-30",4.434
"463","2008-10-31",4.5
"464","2008-11-03",4.546
"465","2008-11-04",4.564
"466","2008-11-05",4.41
"467","2008-11-06",4.268
"468","2008-11-07",4.344
"469","2008-11-10",4.348
"470","2008-11-11",4.194
"471","2008-11-12",3.954
"472","2008-11-13",3.986
"473","2008-11-14",3.93
"474","2008-11-17",3.804
"475","2008-11-18",3.644
"476","2008-11-19",3.136
"477","2008-11-20",3.176
"478","2008-11-21",3.18
"479","2008-11-24",3.602
"480","2008-11-25",3.498
"481","2008-11-26",3.812
"482","2008-11-28",3.68
"483","2008-12-01",3.564
"484","2008-12-02",3.552
"485","2008-12-03",3.812
"486","2008-12-04",3.722
"487","2008-12-05",3.77
"488","2008-12-08",3.958
"489","2008-12-09",3.922
"490","2008-12-10",4.04
"491","2008-12-11",3.888
"492","2008-12-12",3.898
"493","2008-12-15",3.9
"494","2008-12-16",4.166
"495","2008-12-17",4.312
"496","2008-12-18",4.184
"497","2008-12-19",4.204
"498","2008-12-22",4.16
"499","2008-12-23",4.17
"500","2008-12-24",4.152
"501","2008-12-26",4.144
"502","2008-12-29",4.3
"503","2008-12-30",4.42
"504","2008-12-31",4.42
"505","2009-01-02",4.556
"506","2009-01-05",4.138
"507","2009-01-06",4.006
"508","2009-01-07",3.764
"509","2009-01-08",3.79
"510","2009-01-09",3.714
"511","2009-01-12",3.608
"512","2009-01-13",3.656
"513","2009-01-14",3.412
"514","2009-01-15",3.482
"515","2009-01-16",3.508
"516","2009-01-20",3.454
"517","2009-01-21",3.52
"518","2009-01-22",3.456
"519","2009-01-23",3.582
"520","2009-01-26",3.544
"521","2009-01-27",3.656
"522","2009-01-28",3.738
"523","2009-01-29",3.73
"524","2009-01-30",3.802
"525","2009-02-02",3.746
"526","2009-02-03",3.818
"527","2009-02-04",3.82
"528","2009-02-05",3.892
"529","2009-02-06",4.11
"530","2009-02-09",4.046
"531","2009-02-10",3.938
"532","2009-02-11",3.95
"533","2009-02-12",3.862
"534","2009-02-13",3.85
"535","2009-02-17",3.722
"536","2009-02-18",3.816
"537","2009-02-19",3.868
"538","2009-02-20",3.844
"539","2009-02-23",3.726
"540","2009-02-24",3.818
"541","2009-02-25",3.74
"542","2009-02-26",3.752
"543","2009-02-27",4.096
"544","2009-03-02",4.09
"545","2009-03-03",4.178
"546","2009-03-04",4.182
"547","2009-03-05",4.102
"548","2009-03-06",4.21
"549","2009-03-09",4.18
"550","2009-03-10",4.346
"551","2009-03-11",4.202
"552","2009-03-12",4.218
"553","2009-03-13",4.446
"554","2009-03-16",4.35
"555","2009-03-17",4.668
"556","2009-03-18",4.686
"557","2009-03-19",4.562
"558","2009-03-20",4.46
"559","2009-03-23",4.82
"560","2009-03-24",4.95
"561","2009-03-25",4.978
"562","2009-03-26",4.964
"563","2009-03-27",4.92
"564","2009-03-30",5.058
"565","2009-03-31",5.37
"566","2009-04-01",5.29
"567","2009-04-02",5.332
"568","2009-04-03",5.452
"569","2009-04-06",5.72
"570","2009-04-07",5.574
"571","2009-04-08",5.496
"572","2009-04-09",5.69
"573","2009-04-13",5.874
"574","2009-04-14",5.842
"575","2009-04-15",5.958
"576","2009-04-16",6.16
"577","2009-04-17",6.024
"578","2009-04-20",5.784
"579","2009-04-21",6.04
"580","2009-04-22",5.986
"581","2009-04-23",6.058
"582","2009-04-24",6.182
"583","2009-04-27",6.05
"584","2009-04-28",5.932
"585","2009-04-29",6.018
"586","2009-04-30",6.036
"587","2009-05-01",5.994
"588","2009-05-04",6.152
"589","2009-05-05",6.218
"590","2009-05-06",6.402
"591","2009-05-07",6.188
"592","2009-05-08",6.186
"593","2009-05-11",6.192
"594","2009-05-12",6.236
"595","2009-05-13",6.17
"596","2009-05-14",6.11
"597","2009-05-15",6.09
"598","2009-05-18",6.118
"599","2009-05-19",6.116
"600","2009-05-20",5.8
"601","2009-05-21",6.352
"602","2009-05-22",6.55
"603","2009-05-26",6.41
"604","2009-05-27",6.324
"605","2009-05-28",6.85
"606","2009-05-29",6.916
"607","2009-06-01",7.162
"608","2009-06-02",7.164
"609","2009-06-03",7.256
"610","2009-06-04",7.464
"611","2009-06-05",7.588
"612","2009-06-08",7.498
"613","2009-06-09",7.644
"614","2009-06-10",7.62
"615","2009-06-11",7.332
"616","2009-06-12",7.15
"617","2009-06-15",7.008
"618","2009-06-16",7.038
"619","2009-06-17",7.016
"620","2009-06-18",7.07
"621","2009-06-19",7.072
"622","2009-06-22",6.76
"623","2009-06-23",6.8
"624","2009-06-24",7.33
"625","2009-06-25",7.504
"626","2009-06-26",7.536
"627","2009-06-29",7.192
"628","2009-06-30",7.036
"629","2009-07-01",6.926
"630","2009-07-02",6.706
"631","2009-07-06",6.782
"632","2009-07-07",6.808
"633","2009-07-08",6.524
"634","2009-07-09",6.85
"635","2009-07-10",6.866
"636","2009-07-13",7.002
"637","2009-07-14",7.09
"638","2009-07-15",7.232
"639","2009-07-16",7.678
"640","2009-07-17",7.834
"641","2009-07-20",8.196
"642","2009-07-21",8.324
"643","2009-07-22",8.72
"644","2009-07-23",8.674
"645","2009-07-24",8.436
"646","2009-07-27",8.238
"647","2009-07-28",8.34
"648","2009-07-29",8.368
"649","2009-07-30",8.566
"650","2009-07-31",8.812
"651","2009-08-03",9.18
"652","2009-08-04",9.056
"653","2009-08-05",9.118
"654","2009-08-06",8.796
"655","2009-08-07",8.75
"656","2009-08-10",9.072
"657","2009-08-11",9.002
"658","2009-08-12",9.33
"659","2009-08-13",8.368
"660","2009-08-14",8.3
"661","2009-08-17",8.042
"662","2009-08-18",8.276
"663","2009-08-19",8.288
"664","2009-08-20",8.348
"665","2009-08-21",8.5
"666","2009-08-24",8.456
"667","2009-08-25",8.516
"668","2009-08-26",8.564
"669","2009-08-27",8.49
"670","2009-08-28",8.41
"671","2009-08-31",8.398
"672","2009-09-01",8.28
"673","2009-09-02",8.284
"674","2009-09-03",8.264
"675","2009-09-04",8.504
"676","2009-09-08",8.846
"677","2009-09-09",8.99
"678","2009-09-10",8.886
"679","2009-09-11",8.692
"680","2009-09-14",8.514
"681","2009-09-15",8.43
"682","2009-09-16",8.872
"683","2009-09-17",9.094
"684","2009-09-18",9.048
"685","2009-09-21",8.758
"686","2009-09-22",8.98
"687","2009-09-23",9.4
"688","2009-09-24",9.188
"689","2009-09-25",8.874
"690","2009-09-28",8.818
"691","2009-09-29",9.076
"692","2009-09-30",9.136
"693","2009-10-01",8.956
"694","2009-10-02",8.788
"695","2009-10-05",8.6
"696","2009-10-06",8.896
"697","2009-10-07",8.886
"698","2009-10-08",8.338
"699","2009-10-09",8.102
"700","2009-10-12",7.67
"701","2009-10-13",8.122
"702","2009-10-14",7.998
"703","2009-10-15",7.958
"704","2009-10-16",7.694
"705","2009-10-19",7.872
"706","2009-10-20",7.78
"707","2009-10-21",7.606
"708","2009-10-22",7.51
"709","2009-10-23",7.48
"710","2009-10-26",7.484
"711","2009-10-27",7.142
"712","2009-10-28",7.2
"713","2009-10-29",7.698
"714","2009-10-30",7.724
"715","2009-11-02",7.538
"716","2009-11-03",7.63
"717","2009-11-04",7.916
"718","2009-11-05",7.924
"719","2009-11-06",8.136
"720","2009-11-09",8.4
"721","2009-11-10",8.358
"722","2009-11-11",8.47
"723","2009-11-12",8.33
"724","2009-11-13",8.002
"725","2009-11-16",8.296
"726","2009-11-17",8.388
"727","2009-11-18",8.138
"728","2009-11-19",7.44
"729","2009-11-20",7.65
"730","2009-11-23",7.57
"731","2009-11-24",7.496
"732","2009-11-25",7.558
"733","2009-11-27",7.468
"734","2009-11-30",7.648
"735","2009-12-01",7.952
"736","2009-12-02",7.954
"737","2009-12-03",7.75
"738","2009-12-04",7.544
"739","2009-12-07",7.446
"740","2009-12-08",7.36
"741","2009-12-09",7.24
"742","2009-12-10",7.262
"743","2009-12-11",7.326
"744","2009-12-14",7.404
"745","2009-12-15",7.404
"746","2009-12-16",7.526
"747","2009-12-17",7.502
"748","2009-12-18",7.44
"749","2009-12-21",7.454
"750","2009-12-22",7.43
"751","2009-12-23",7.5
"752","2009-12-24",7.54
"753","2009-12-28",7.472
"754","2009-12-29",7.508
"755","2009-12-30",7.402
"756","2009-12-31",7.524
"757","2010-01-04",8.332
"758","2010-01-05",8.37
"759","2010-01-06",8.38
"760","2010-01-07",8.112
"761","2010-01-08",7.96
"762","2010-01-11",7.802
"763","2010-01-12",7.674
"764","2010-01-13",7.67
"765","2010-01-14",7.828
"766","2010-01-15",7.462
"767","2010-01-19",7.44
"768","2010-01-20",7.236
"769","2010-01-21",7.15
"770","2010-01-22",6.698
"771","2010-01-25",6.772
"772","2010-01-26",6.574
"773","2010-01-27",6.67
"774","2010-01-28",6.548
"775","2010-01-29",6.56
"776","2010-02-01",6.598
"777","2010-02-02",6.734
"778","2010-02-03",6.848
"779","2010-02-04",6.62
"780","2010-02-05",6.5
"781","2010-02-08",6.786
"782","2010-02-09",6.834
"783","2010-02-10",6.794
"784","2010-02-11",6.958
"785","2010-02-12",7.484
"786","2010-02-16",7.588
"787","2010-02-17",7.628
"788","2010-02-18",7.626
"789","2010-02-19",7.55
"790","2010-02-22",7.488
"791","2010-02-23",7.488
"792","2010-02-24",7.648
"793","2010-02-25",7.674
"794","2010-02-26",7.772
"795","2010-03-01",7.662
"796","2010-03-02",7.556
"797","2010-03-03",7.416
"798","2010-03-04",7.598
"799","2010-03-05",7.838
"800","2010-03-08",7.95
"801","2010-03-09",7.972
"802","2010-03-10",7.966
"803","2010-03-11",8.006
"804","2010-03-12",8.04
"805","2010-03-15",8.006
"806","2010-03-16",7.98
"807","2010-03-17",8.142
"808","2010-03-18",8.254
"809","2010-03-19",8.122
"810","2010-03-22",8.042
"811","2010-03-23",7.778
"812","2010-03-24",7.472
"813","2010-03-25",7.284
"814","2010-03-26",7.254
"815","2010-03-29",7.348
"816","2010-03-30",7.346
"817","2010-03-31",7.104
"818","2010-04-01",7.208
"819","2010-04-05",7.186
"820","2010-04-06",7.3
"821","2010-04-07",7.204
"822","2010-04-08",7.318
"823","2010-04-09",7.422
"824","2010-04-12",7.202
"825","2010-04-13",7.25
"826","2010-04-14",7.28
"827","2010-04-15",7.164
"828","2010-04-16",7.02
"829","2010-04-19",7.032
"830","2010-04-20",7.24
"831","2010-04-21",7.138
"832","2010-04-22",7.288
"833","2010-04-23",7.396
"834","2010-04-26",7.482
"835","2010-04-27",7.294
"836","2010-04-28",7.004
"837","2010-04-29",7.102
"838","2010-04-30",6.982
"839","2010-05-03",6.88
"840","2010-05-04",6.55
"841","2010-05-05",6.556
"842","2010-05-06",6.41
"843","2010-05-07",6.424
"844","2010-05-10",6.728
"845","2010-05-11",6.616
"846","2010-05-12",6.696
"847","2010-05-13",6.694
"848","2010-05-14",6.65
"849","2010-05-17",6.43
"850","2010-05-18",6.266
"851","2010-05-19",6.222
"852","2010-05-20",6.006
"853","2010-05-21",6.03
"854","2010-05-24",5.978
"855","2010-05-25",5.784
"856","2010-05-26",5.826
"857","2010-05-27",6.13
"858","2010-05-28",6.072
"859","2010-06-01",6.062
"860","2010-06-02",6.24
"861","2010-06-03",6.41
"862","2010-06-04",6.252
"863","2010-06-07",6.076
"864","2010-06-08",6.07
"865","2010-06-09",5.936
"866","2010-06-10",5.982
"867","2010-06-11",6.084
"868","2010-06-14",6.194
"869","2010-06-15",6.2
"870","2010-06-16",6.16
"871","2010-06-17",6.048
"872","2010-06-18",6.07
"873","2010-06-21",6.666
"874","2010-06-22",6.308
"875","2010-06-23",6.364
"876","2010-06-24",6.262
"877","2010-06-25",6.258
"878","2010-06-28",6.348
"879","2010-06-29",6.124
"880","2010-06-30",6.342
"881","2010-07-01",6.584
"882","2010-07-02",6.496
"883","2010-07-06",6.614
"884","2010-07-07",6.694
"885","2010-07-08",6.768
"886","2010-07-09",6.7
"887","2010-07-12",6.732
"888","2010-07-13",6.86
"889","2010-07-14",6.678
"890","2010-07-15",6.748
"891","2010-07-16",6.6
"892","2010-07-19",6.706
"893","2010-07-20",6.89
"894","2010-07-21",6.86
"895","2010-07-22",7.32
"896","2010-07-23",7.364
"897","2010-07-26",7.712
"898","2010-07-27",7.328
"899","2010-07-28",7.432
"900","2010-07-29",7.42
"901","2010-07-30",7.66
"902","2010-08-02",7.774
"903","2010-08-03",7.926
"904","2010-08-04",7.978
"905","2010-08-05",7.974
"906","2010-08-06",7.782
"907","2010-08-09",7.92
"908","2010-08-10",7.698
"909","2010-08-11",7.544
"910","2010-08-12",7.436
"911","2010-08-13",7.452
"912","2010-08-16",7.6
"913","2010-08-17",7.432
"914","2010-08-18",7.3
"915","2010-08-19",8.188
"916","2010-08-20",8.374
"917","2010-08-23",8.228
"918","2010-08-24",8.204
"919","2010-08-25",8.046
"920","2010-08-26",8.01
"921","2010-08-27",8.218
"922","2010-08-30",8.076
"923","2010-08-31",7.946
"924","2010-09-01",8.04
"925","2010-09-02",7.98
"926","2010-09-03",8.004
"927","2010-09-07",7.508
"928","2010-09-08",7.766
"929","2010-09-09",7.698
"930","2010-09-10",7.682
"931","2010-09-13",7.958
"932","2010-09-14",7.982
"933","2010-09-15",7.854
"934","2010-09-16",7.814
"935","2010-09-17",7.58
"936","2010-09-20",7.676
"937","2010-09-21",7.65
"938","2010-09-22",7.642
"939","2010-09-23",7.796
"940","2010-09-24",7.762
"941","2010-09-27",7.99
"942","2010-09-28",7.948
"943","2010-09-29",7.94
"944","2010-09-30",7.888
"945","2010-10-01",8.03
"946","2010-10-04",8.048
"947","2010-10-05",7.816
"948","2010-10-06",7.592
"949","2010-10-07",7.624
"950","2010-10-08",7.744
"951","2010-10-11",7.588
"952","2010-10-12",7.568
"953","2010-10-13",7.618
"954","2010-10-14",7.588
"955","2010-10-15",7.79
"956","2010-10-18",7.8
"957","2010-10-19",7.754
"958","2010-10-20",7.902
"959","2010-10-21",7.914
"960","2010-10-22",7.948
"961","2010-10-25",8.474
"962","2010-10-26",8.526
"963","2010-10-27",8.358
"964","2010-10-28",8.182
"965","2010-10-29",8.364
"966","2010-11-01",8.15
"967","2010-11-02",8.168
"968","2010-11-03",8.06
"969","2010-11-04",8
"970","2010-11-05",8.218
"971","2010-11-08",8.622
"972","2010-11-09",8.224
"973","2010-11-10",8.234
"974","2010-11-11",8.118
"975","2010-11-12",8.246
"976","2010-11-15",8.106
"977","2010-11-16",7.92
"978","2010-11-17",8.184
"979","2010-11-18",7.924
"980","2010-11-19",7.77
"981","2010-11-22",7.806
"982","2010-11-23",7.646
"983","2010-11-24",7.776
"984","2010-11-26",7.784
"985","2010-11-29",7.72
"986","2010-11-30",7.636
"987","2010-12-01",7.792
"988","2010-12-02",7.76
"989","2010-12-03",7.924
"990","2010-12-06",7.954
"991","2010-12-07",7.772
"992","2010-12-08",7.642
"993","2010-12-09",7.496
"994","2010-12-10",7.57
"995","2010-12-13",7.524
"996","2010-12-14",7.544
"997","2010-12-15",7.52
"998","2010-12-16",7.246
"999","2010-12-17",7.272
