"","date","SEDG"
"1","2015-03-26",20.700001
"2","2015-03-27",21.07
"3","2015-03-30",22.07
"4","2015-03-31",21.93
"5","2015-04-01",22.24
"6","2015-04-02",23.07
"7","2015-04-06",22.48
"8","2015-04-07",23.209999
"9","2015-04-08",23.719999
"10","2015-04-09",24.280001
"11","2015-04-10",24.129999
"12","2015-04-13",24.33
"13","2015-04-14",24.51
"14","2015-04-15",24.23
"15","2015-04-16",25.450001
"16","2015-04-17",24.75
"17","2015-04-20",24.615
"18","2015-04-21",23.68
"19","2015-04-22",23.809999
"20","2015-04-23",24.790001
"21","2015-04-24",24.889999
"22","2015-04-27",25.440001
"23","2015-04-28",26.6
"24","2015-04-29",25.74
"25","2015-04-30",25
"26","2015-05-01",26.77
"27","2015-05-04",28.610001
"28","2015-05-05",27.530001
"29","2015-05-06",26.08
"30","2015-05-07",26.389999
"31","2015-05-08",31.1
"32","2015-05-11",33.959999
"33","2015-05-12",34.139999
"34","2015-05-13",32.220001
"35","2015-05-14",34.209999
"36","2015-05-15",37.349998
"37","2015-05-18",37.23
"38","2015-05-19",35.689999
"39","2015-05-20",35.849998
"40","2015-05-21",35.419998
"41","2015-05-22",34.220001
"42","2015-05-26",35.98
"43","2015-05-27",36.689999
"44","2015-05-28",37.919998
"45","2015-05-29",37.439999
"46","2015-06-01",40
"47","2015-06-02",37.450001
"48","2015-06-03",38.509998
"49","2015-06-04",40.810001
"50","2015-06-05",39.380001
"51","2015-06-08",38.669998
"52","2015-06-09",38.799999
"53","2015-06-10",38.349998
"54","2015-06-11",38.599998
"55","2015-06-12",37.099998
"56","2015-06-15",37.529999
"57","2015-06-16",38.91
"58","2015-06-17",39.509998
"59","2015-06-18",39.200001
"60","2015-06-19",42.200001
"61","2015-06-22",39.509998
"62","2015-06-23",39.43
"63","2015-06-24",39.560001
"64","2015-06-25",39.02
"65","2015-06-26",38.18
"66","2015-06-29",35.669998
"67","2015-06-30",36.349998
"68","2015-07-01",36.68
"69","2015-07-02",36.09
"70","2015-07-06",32.790001
"71","2015-07-07",30.719999
"72","2015-07-08",27.48
"73","2015-07-09",27.91
"74","2015-07-10",31.889999
"75","2015-07-13",33.439999
"76","2015-07-14",32.5
"77","2015-07-15",32.080002
"78","2015-07-16",31.9
"79","2015-07-17",31.35
"80","2015-07-20",32.049999
"81","2015-07-21",30.18
"82","2015-07-22",29.27
"83","2015-07-23",29.110001
"84","2015-07-24",29.440001
"85","2015-07-27",27.99
"86","2015-07-28",30.139999
"87","2015-07-29",30.799999
"88","2015-07-30",31.33
"89","2015-07-31",30.870001
"90","2015-08-03",31.299999
"91","2015-08-04",29.719999
"92","2015-08-05",30.75
"93","2015-08-06",27.4
"94","2015-08-07",28.59
"95","2015-08-10",27.83
"96","2015-08-11",28
"97","2015-08-12",30.299999
"98","2015-08-13",27.26
"99","2015-08-14",27.280001
"100","2015-08-17",27.879999
"101","2015-08-18",26.879999
"102","2015-08-19",25.09
"103","2015-08-20",24.6
"104","2015-08-21",22.440001
"105","2015-08-24",23.200001
"106","2015-08-25",24
"107","2015-08-26",23.889999
"108","2015-08-27",25.52
"109","2015-08-28",25.41
"110","2015-08-31",25.120001
"111","2015-09-01",24.860001
"112","2015-09-02",25.41
"113","2015-09-03",27.120001
"114","2015-09-04",26.540001
"115","2015-09-08",27.049999
"116","2015-09-09",26.84
"117","2015-09-10",27.950001
"118","2015-09-11",28.790001
"119","2015-09-14",27.559999
"120","2015-09-15",28.42
"121","2015-09-16",27.870001
"122","2015-09-17",27.09
"123","2015-09-18",27.6
"124","2015-09-21",25.9
"125","2015-09-22",25.190001
"126","2015-09-23",24.299999
"127","2015-09-24",23.889999
"128","2015-09-25",24.540001
"129","2015-09-28",21.57
"130","2015-09-29",22.58
"131","2015-09-30",22.92
"132","2015-10-01",21.76
"133","2015-10-02",22.700001
"134","2015-10-05",24.51
"135","2015-10-06",24.370001
"136","2015-10-07",24.65
"137","2015-10-08",25.110001
"138","2015-10-09",24.219999
"139","2015-10-12",23.799999
"140","2015-10-13",22.57
"141","2015-10-14",22.129999
"142","2015-10-15",23.690001
"143","2015-10-16",22.450001
"144","2015-10-19",22.92
"145","2015-10-20",22.450001
"146","2015-10-21",21.360001
"147","2015-10-22",21.58
"148","2015-10-23",20.92
"149","2015-10-26",21.629999
"150","2015-10-27",19.844999
"151","2015-10-28",20.530001
"152","2015-10-29",20.4
"153","2015-10-30",18.49
"154","2015-11-02",18.09
"155","2015-11-03",18.83
"156","2015-11-04",17.18
"157","2015-11-05",22.01
"158","2015-11-06",20.52
"159","2015-11-09",18.540001
"160","2015-11-10",17.5
"161","2015-11-11",15.46
"162","2015-11-12",16.120001
