"","date","KIN"
"95","2014-04-30",15.89
"96","2014-05-01",15.42
"97","2014-05-02",14.96
"98","2014-05-05",15.31
"99","2014-05-06",14.43
"100","2014-05-07",15.07
"101","2014-05-08",14.38
"102","2014-05-09",14.57
"103","2014-05-12",16.629999
"104","2014-05-13",15.03
"105","2014-05-14",15.29
"106","2014-05-15",15.06
"107","2014-05-16",15.2
"108","2014-05-19",15.68
"109","2014-05-20",16.75
"110","2014-05-21",16.889999
"111","2014-05-22",16.91
"112","2014-05-23",18.110001
"113","2014-05-27",17.209999
"114","2014-05-28",16.73
"115","2014-05-29",16.889999
"116","2014-05-30",16.9
"117","2014-06-02",16.24
"118","2014-06-03",15.77
"119","2014-06-04",15.41
"120","2014-06-05",15.41
"121","2014-06-06",16.530001
"122","2014-06-09",17.57
"123","2014-06-10",19.48
"124","2014-06-11",18.969999
"125","2014-06-12",18.82
"126","2014-06-13",18.75
"127","2014-06-16",18.51
"128","2014-06-17",18.85
"129","2014-06-18",18.85
"130","2014-06-19",18.735001
"131","2014-06-20",18.93
"132","2014-06-23",18.82
"133","2014-06-24",18.700001
"134","2014-06-25",18.950001
"135","2014-06-26",18.92
"136","2014-06-27",18.84
"137","2014-06-30",18.639999
"138","2014-07-01",19.35
"139","2014-07-02",19.379999
"140","2014-07-03",18.790001
"141","2014-07-07",17.24
"142","2014-07-08",16.719999
"143","2014-07-09",16.540001
"144","2014-07-10",16.209999
"145","2014-07-11",16.02
"146","2014-07-14",16.549999
"147","2014-07-15",16
"148","2014-07-16",15.62
"149","2014-07-17",14.86
"150","2014-07-18",15.24
"151","2014-07-21",15.04
"152","2014-07-22",15.32
"153","2014-07-23",15.78
"154","2014-07-24",16.32
"155","2014-07-25",17.299999
"156","2014-07-28",16.6
"157","2014-07-29",16.35
"158","2014-07-30",15.98
"159","2014-07-31",15.24
"160","2014-08-01",14.82
"161","2014-08-04",14.98
"162","2014-08-05",14.99
"163","2014-08-06",15.76
"164","2014-08-07",15.28
"165","2014-08-08",15.47
"166","2014-08-11",16.200001
"167","2014-08-12",16.040001
"168","2014-08-13",15.82
"169","2014-08-14",15.12
"170","2014-08-15",14.83
"171","2014-08-18",15.09
"172","2014-08-19",14.61
"173","2014-08-20",14.21
"174","2014-08-21",10.21
"175","2014-08-22",10.23
"176","2014-08-25",10.37
"177","2014-08-26",10.65
"178","2014-08-27",10.83
"179","2014-08-28",10.97
"180","2014-08-29",10.91
"181","2014-09-02",10.56
"182","2014-09-03",10.63
"183","2014-09-04",11
"184","2014-09-05",10.99
"185","2014-09-08",10.52
"186","2014-09-09",10.49
"187","2014-09-10",10.51
"188","2014-09-11",10.57
"189","2014-09-12",10.52
"190","2014-09-15",10.49
"191","2014-09-16",10.16
"192","2014-09-17",10.39
"193","2014-09-18",10.57
"194","2014-09-19",10.12
"195","2014-09-22",10.23
"196","2014-09-23",9.52
"197","2014-09-24",10.1
"198","2014-09-25",9.51
"199","2014-09-26",9.47
"200","2014-09-29",9.7
"201","2014-09-30",9.25
"202","2014-10-01",9.29
"203","2014-10-02",9.79
"204","2014-10-03",9.89
"205","2014-10-06",9.78
"206","2014-10-07",9.51
"207","2014-10-08",9.7
"208","2014-10-09",9.52
"209","2014-10-10",9.09
"210","2014-10-13",8.89
"211","2014-10-14",8.94
"212","2014-10-15",8.6
"213","2014-10-16",9.07
"214","2014-10-17",8.99
"215","2014-10-20",8.92
"216","2014-10-21",9.02
"217","2014-10-22",8.95
"218","2014-10-23",9.03
"219","2014-10-24",9.06
"220","2014-10-27",9.08
"221","2014-10-28",9.18
"222","2014-10-29",9.16
"223","2014-10-30",9.06
"224","2014-10-31",9.17
"225","2014-11-03",9.42
"226","2014-11-04",9.27
"227","2014-11-05",9.35
"228","2014-11-06",9.29
"229","2014-11-07",9
"230","2014-11-10",8.86
"231","2014-11-11",8.84
"232","2014-11-12",9.01
"233","2014-11-13",8.98
"234","2014-11-14",8.74
"235","2014-11-17",8.75
"236","2014-11-18",8.91
"237","2014-11-19",8.88
"238","2014-11-20",9.2
"239","2014-11-21",9.75
"240","2014-11-24",9.92
"241","2014-11-25",9.83
"242","2014-11-26",9.93
"243","2014-11-28",9.62
"244","2014-12-01",9.2
"245","2014-12-02",9.26
"246","2014-12-03",9.24
"247","2014-12-04",6.1
"248","2014-12-05",6.75
"249","2014-12-08",6.45
"250","2014-12-09",6.63
"251","2014-12-10",6.55
"252","2014-12-11",6.68
"253","2014-12-12",6.67
"254","2014-12-15",6.6
"255","2014-12-16",6.52
"256","2014-12-17",6.79
"257","2014-12-18",6.78
"258","2014-12-19",6.88
"259","2014-12-22",6.74
"260","2014-12-23",6.66
"261","2014-12-24",6.77
"262","2014-12-26",6.87
"263","2014-12-29",6.9
"264","2014-12-30",7.08
"265","2014-12-31",7.45
"266","2015-01-02",7.44
"267","2015-01-05",7.47
"268","2015-01-06",7.04
"269","2015-01-07",7.08
"270","2015-01-08",7.21
"271","2015-01-09",7.43
"272","2015-01-12",7.2
"273","2015-01-13",7.24
"274","2015-01-14",7.35
"275","2015-01-15",7.06
"276","2015-01-16",7.12
"277","2015-01-20",7.13
"278","2015-01-21",6.85
"279","2015-01-22",6.91
"280","2015-01-23",6.95
"281","2015-01-26",6.96
"282","2015-01-27",6.93
"283","2015-01-28",6.69
"284","2015-01-29",6.69
"285","2015-01-30",6.31
"286","2015-02-02",6.36
"287","2015-02-03",6.55
"288","2015-02-04",6.32
"289","2015-02-05",6.46
"290","2015-02-06",6.47
"291","2015-02-09",6.61
"292","2015-02-10",6.62
"293","2015-02-11",6.62
"294","2015-02-12",7
"295","2015-02-13",6.79
"296","2015-02-17",7
"297","2015-02-18",7.04
"298","2015-02-19",6.94
"299","2015-02-20",6.77
"300","2015-02-23",6.84
"301","2015-02-24",6.69
"302","2015-02-25",6.84
"303","2015-02-26",6.81
"304","2015-02-27",6.71
"305","2015-03-02",6.73
"306","2015-03-03",6.72
"307","2015-03-04",6.81
"308","2015-03-05",6.88
"309","2015-03-06",6.68
"310","2015-03-09",6.73
"311","2015-03-10",6.75
"312","2015-03-11",6.81
"313","2015-03-12",6.86
"314","2015-03-13",6.77
"315","2015-03-16",6.77
"316","2015-03-17",6.78
"317","2015-03-18",6.94
"318","2015-03-19",7.09
"319","2015-03-20",7.2
"320","2015-03-23",7.32
"321","2015-03-24",7.34
"322","2015-03-25",6.99
"323","2015-03-26",6.7
"324","2015-03-27",6.86
"325","2015-03-30",7.06
"326","2015-03-31",7.14
"327","2015-04-01",6.89
"328","2015-04-02",6.77
"329","2015-04-06",6.85
"330","2015-04-07",6.87
"331","2015-04-08",6.87
"332","2015-04-09",6.85
"333","2015-04-10",6.98
"334","2015-04-13",6.92
"335","2015-04-14",6.97
"336","2015-04-15",7.23
"337","2015-04-16",7.35
"338","2015-04-17",7.08
"339","2015-04-20",7.21
"340","2015-04-21",7.2
"341","2015-04-22",7.45
"342","2015-04-23",7.52
"343","2015-04-24",7.33
"344","2015-04-27",7.22
"345","2015-04-28",7.23
"346","2015-04-29",7.13
"347","2015-04-30",6.82
"348","2015-05-01",6.85
"349","2015-05-04",6.9
"350","2015-05-05",7
"351","2015-05-06",7.1
"352","2015-05-07",7
"353","2015-05-08",7.1
"354","2015-05-11",7.09
"355","2015-05-12",7.07
"356","2015-05-13",7.08
"357","2015-05-14",7.39
"358","2015-05-15",7.29
"359","2015-05-18",7.23
"360","2015-05-19",7.14
"361","2015-05-20",7
"362","2015-05-21",6.81
"363","2015-05-22",6.8
"364","2015-05-26",6.5
"365","2015-05-27",6.33
"366","2015-05-28",6.63
"367","2015-05-29",6.45
"368","2015-06-01",6.22
"369","2015-06-02",6.33
"370","2015-06-03",6.86
"371","2015-06-04",7.07
"372","2015-06-05",7.13
"373","2015-06-08",7.24
"374","2015-06-09",7.37
"375","2015-06-10",7.46
"376","2015-06-11",7.63
"377","2015-06-12",7.64
"378","2015-06-15",7.63
"379","2015-06-16",7.59
"380","2015-06-17",7.59
"381","2015-06-18",7.6
"382","2015-06-19",7.46
"383","2015-06-22",7.72
"384","2015-06-23",7.83
"385","2015-06-24",7.43
"386","2015-06-25",7.16
"387","2015-06-26",6.83
"388","2015-06-29",6.75
"389","2015-06-30",6.82
"390","2015-07-01",6.71
"391","2015-07-02",6.79
"392","2015-07-06",6.86
"393","2015-07-07",6.79
"394","2015-07-08",6.6
"395","2015-07-09",6.76
"396","2015-07-10",6.71
"397","2015-07-13",7.02
"398","2015-07-14",7.04
"399","2015-07-15",7.18
"400","2015-07-16",7.22
"401","2015-07-17",7.04
"402","2015-07-20",6.73
"403","2015-07-21",6.68
"404","2015-07-22",6.63
"405","2015-07-23",6.55
"406","2015-07-24",6.56
"407","2015-07-27",6.25
"408","2015-07-28",6.18
"409","2015-07-29",6.16
"410","2015-07-30",6.24
"411","2015-07-31",6.24
"412","2015-08-03",5.96
"413","2015-08-04",5.99
"414","2015-08-05",5.89
"415","2015-08-06",5.52
"416","2015-08-07",5.56
"417","2015-08-10",6.06
"418","2015-08-11",6.07
"419","2015-08-12",5.9
"420","2015-08-13",6.07
"421","2015-08-14",5.9
"422","2015-08-17",5.94
"423","2015-08-18",5.91
"424","2015-08-19",5.9
"425","2015-08-20",5.9
"426","2015-08-21",5.93
"427","2015-08-24",5.51
"428","2015-08-25",5.77
"429","2015-08-26",5.72
"430","2015-08-27",5.98
"431","2015-08-28",5.91
"432","2015-08-31",5.92
"433","2015-09-01",6
"434","2015-09-02",6.02
"435","2015-09-03",6.04
"436","2015-09-04",6.05
"437","2015-09-08",6.07
"438","2015-09-09",6.04
"439","2015-09-10",6.15
"440","2015-09-11",6.19
"441","2015-09-14",6
"442","2015-09-15",6.03
"443","2015-09-16",6.02
"444","2015-09-17",6.01
"445","2015-09-18",6
"446","2015-09-21",6
"447","2015-09-22",6.02
"448","2015-09-23",5.99
"449","2015-09-24",6.03
"450","2015-09-25",6.01
"451","2015-09-28",5.37
"452","2015-09-29",5.11
"453","2015-09-30",5.2
"454","2015-10-01",5.11
"455","2015-10-02",5.09
"456","2015-10-05",5.11
"457","2015-10-06",5.12
"458","2015-10-07",5.11
"459","2015-10-08",5.11
"460","2015-10-09",5.19
"461","2015-10-12",5.38
"462","2015-10-13",5.42
"463","2015-10-14",5.3
"464","2015-10-15",6.02
"465","2015-10-16",5.95
"466","2015-10-19",6.11
"467","2015-10-20",5.9
"468","2015-10-21",5.58
"469","2015-10-22",5.38
"470","2015-10-23",5.51
"471","2015-10-26",5.39
"472","2015-10-27",5.34
"473","2015-10-28",5.34
"474","2015-10-29",5.46
"475","2015-10-30",5.38
"476","2015-11-02",5.36
"477","2015-11-03",5.41
"478","2015-11-04",5.44
"479","2015-11-05",5.33
"480","2015-11-06",5.35
"481","2015-11-09",5.53
"482","2015-11-10",5.665
"483","2015-11-11",5.51
"484","2015-11-12",5.58
"485","2015-11-13",5.47
"486","2015-11-16",4.73
"487","2015-11-17",4.89
"488","2015-11-18",4.3
"489","2015-11-19",4.06
"490","2015-11-20",4.07
"491","2015-11-23",4
"492","2015-11-24",4.02
"493","2015-11-25",3.99
"494","2015-11-27",3.94
"495","2015-11-30",3.99
"496","2015-12-01",3.96
"497","2015-12-02",3.93
"498","2015-12-03",3.84
"499","2015-12-04",3.79
"500","2015-12-07",3.66
"501","2015-12-08",3.25
"502","2015-12-09",3.35
"503","2015-12-10",3.4
"504","2015-12-11",3.63
"505","2015-12-14",3.6
"506","2015-12-15",3.54
"507","2015-12-16",3.72
"508","2015-12-17",3.84
"509","2015-12-18",3.91
"510","2015-12-21",3.95
"511","2015-12-22",3.81
"512","2015-12-23",3.76
"513","2015-12-24",3.99
"514","2015-12-28",3.57
"515","2015-12-29",3.56
"516","2015-12-30",3.45
"517","2015-12-31",3.4
"518","2016-01-04",3.51
"519","2016-01-05",3.58
"520","2016-01-06",3.49
"521","2016-01-07",3.59
"522","2016-01-08",3.45
"523","2016-01-11",3.38
"524","2016-01-12",3.33
"525","2016-01-13",3.29
"526","2016-01-14",3.36
"527","2016-01-15",3.29
"528","2016-01-19",3.24
"529","2016-01-20",3.18
"530","2016-01-21",3.29
"531","2016-01-22",3.4
"532","2016-01-25",3.15
"533","2016-01-26",3.28
"534","2016-01-27",3.25
"535","2016-01-28",3.25
"536","2016-01-29",3.3
"537","2016-02-01",3.42
"538","2016-02-02",3.4
"539","2016-02-03",3.4
"540","2016-02-04",3.41
"541","2016-02-05",3.39
"542","2016-02-08",3.34
"543","2016-02-09",3.3
"544","2016-02-10",3.3
"545","2016-02-11",3.31
"546","2016-02-12",3.49
"547","2016-02-16",3.63
"548","2016-02-17",3.91
"549","2016-02-18",3.88
"550","2016-02-19",3.91
"551","2016-02-22",4.06
"552","2016-02-23",4.08
"553","2016-02-24",3.94
"554","2016-02-25",3.89
"555","2016-02-26",3.84
"556","2016-02-29",3.82
"557","2016-03-01",3.84
"558","2016-03-02",3.81
"559","2016-03-03",3.76
"560","2016-03-04",3.66
"561","2016-03-07",3.9
"562","2016-03-08",3.5
"563","2016-03-09",3.63
"564","2016-03-10",3.61
"565","2016-03-11",3.63
"566","2016-03-14",3.57
"567","2016-03-15",3.51
"568","2016-03-16",3.41
"569","2016-03-17",3.44
"570","2016-03-18",3.43
"571","2016-03-21",3.51
"572","2016-03-22",3.54
"573","2016-03-23",3.53
"574","2016-03-24",3.6
"575","2016-03-28",3.66
"576","2016-03-29",3.54
"577","2016-03-30",3.57
"578","2016-03-31",3.45
"579","2016-04-01",3.42
"580","2016-04-04",3.54
"581","2016-04-05",3.6
"582","2016-04-06",3.81
"583","2016-04-07",3.81
"584","2016-04-08",3.8
"585","2016-04-11",3.58
"586","2016-04-12",3.54
"587","2016-04-13",3.65
"588","2016-04-14",3.58
"589","2016-04-15",3.52
"590","2016-04-18",3.54
"591","2016-04-19",3.47
"592","2016-04-20",3.52
"593","2016-04-21",3.64
"594","2016-04-22",3.67
"595","2016-04-25",3.75
"596","2016-04-26",3.7
"597","2016-04-27",3.78
"598","2016-04-28",3.64
"599","2016-04-29",3.68
"600","2016-05-02",3.62
"601","2016-05-03",3.52
"602","2016-05-04",3.43
"603","2016-05-05",3.361
"604","2016-05-06",3.32
"605","2016-05-09",3.32
"606","2016-05-10",3.4
"607","2016-05-11",3.56
"608","2016-05-12",3.6
"609","2016-05-13",3.66
"610","2016-05-16",3.86
"611","2016-05-17",3.98
"612","2016-05-18",4.05
"613","2016-05-19",4.09
"614","2016-05-20",4.08
"615","2016-05-23",4.07
"616","2016-05-24",4.12
"617","2016-05-25",4.14
"618","2016-05-26",4.14
"619","2016-05-27",4.01
"620","2016-05-31",4.08
"621","2016-06-01",4.105
"622","2016-06-02",4.06
"623","2016-06-03",4.05
"624","2016-06-06",4.03
"625","2016-06-07",3.86
"626","2016-06-08",3.71
"627","2016-06-09",3.685
"628","2016-06-10",3.45
"629","2016-06-13",3.49
"630","2016-06-14",3.47
"631","2016-06-15",3.5
"632","2016-06-16",3.51
"633","2016-06-17",3.5
"634","2016-06-20",3.51
"635","2016-06-21",3.5
"636","2016-06-22",3.5
"637","2016-06-23",3.54
"638","2016-06-24",3.53
"639","2016-06-27",3.25
"640","2016-06-28",3.31
"641","2016-06-29",3.52
"642","2016-06-30",3.54
"643","2016-07-01",3.55
"644","2016-07-05",3.64
"645","2016-07-06",3.72
"646","2016-07-07",3.75
"647","2016-07-08",3.7
"648","2016-07-11",3.715
"649","2016-07-12",3.72
"650","2016-07-13",3.77
"651","2016-07-14",3.85
"652","2016-07-15",3.8
"653","2016-07-18",3.79
"654","2016-07-19",3.77
"655","2016-07-20",3.81
"656","2016-07-21",3.965
"657","2016-07-22",3.89
"658","2016-07-25",3.92
"659","2016-07-26",3.95
"660","2016-07-27",3.88
"661","2016-07-28",3.88
"662","2016-07-29",3.92
"663","2016-08-01",3.939
"664","2016-08-02",3.96
"665","2016-08-03",3.98
"666","2016-08-04",3.92
"667","2016-08-05",4.01
"668","2016-08-08",3.955
"669","2016-08-09",3.975
"670","2016-08-10",3.97
"671","2016-08-11",3.98
"672","2016-08-12",3.97
"673","2016-08-15",3.93
"674","2016-08-16",4.19
"675","2016-08-17",4.12
"676","2016-08-18",4.09
"677","2016-08-19",4.08
"678","2016-08-22",3.98
"679","2016-08-23",4.02
"680","2016-08-24",4.25
"681","2016-08-25",4.44
"682","2016-08-26",4.4
"683","2016-08-29",4.32
"684","2016-08-30",4.38
"685","2016-08-31",4.16
"686","2016-09-01",4.15
"687","2016-09-02",4.2
"688","2016-09-06",4.32
"689","2016-09-07",4.54
"690","2016-09-08",4.87
"691","2016-09-09",5.09
"692","2016-09-12",5.14
"693","2016-09-13",4.78
"694","2016-09-14",4.52
"695","2016-09-15",4.61
"696","2016-09-16",4.81
"697","2016-09-19",4.81
"698","2016-09-20",4.56
"699","2016-09-21",4.98
"700","2016-09-22",5.18
"701","2016-09-23",5.15
"702","2016-09-26",4.97
"703","2016-09-27",5.05
"704","2016-09-28",5.01
"705","2016-09-29",4.76
"706","2016-09-30",4.99
"707","2016-10-03",5.27
"708","2016-10-04",5.12
"709","2016-10-05",5.49
"710","2016-10-06",4.97
"711","2016-10-07",4.89
"712","2016-10-10",5.4
"713","2016-10-11",5.05
"714","2016-10-12",5.2
"715","2016-10-13",5.4
"716","2016-10-14",5.45
"717","2016-10-17",5.15
"718","2016-10-18",5.2
"719","2016-10-19",5.15
"720","2016-10-20",5.1
"721","2016-10-21",5.35
"722","2016-10-24",5.375
"723","2016-10-25",5.4
"724","2016-10-26",5.15
"725","2016-10-27",5.425
"726","2016-10-28",5.375
"727","2016-10-31",5.4
"728","2016-11-01",5.225
"729","2016-11-02",5.05
"730","2016-11-03",5.1
"731","2016-11-04",4.95
"732","2016-11-07",5.1
"733","2016-11-08",5.35
"734","2016-11-09",5.4
"735","2016-11-10",5.05
"736","2016-11-11",4.775
"737","2016-11-14",4.6
"738","2016-11-15",4.45
"739","2016-11-16",4.5
"740","2016-11-17",4.6
"741","2016-11-18",4.35
"742","2016-11-21",4.3
"743","2016-11-22",4.2
"744","2016-11-23",4.5
"745","2016-11-25",4.45
"746","2016-11-28",4.8
"747","2016-11-29",4.35
"748","2016-11-30",4.25
"749","2016-12-01",4.05
"750","2016-12-02",3.955
"751","2016-12-05",4.05
"752","2016-12-06",4.2
"753","2016-12-07",4.15
"754","2016-12-08",4.15
"755","2016-12-09",4.65
"756","2016-12-12",4.75
"757","2016-12-13",4.75
"758","2016-12-14",4.8
"759","2016-12-15",5
"760","2016-12-16",5
"761","2016-12-19",4.85
"762","2016-12-20",4.8
"763","2016-12-21",4.8
"764","2016-12-22",4.8
"765","2016-12-23",4.85
"766","2016-12-27",4.6
"767","2016-12-28",4.35
"768","2016-12-29",4.375
"769","2016-12-30",4.25
"770","2017-01-03",5.15
"771","2017-01-04",5.1
"772","2017-01-05",5.3
"773","2017-01-06",5.35
"774","2017-01-09",5.65
"775","2017-01-10",5.75
"776","2017-01-11",5.7
"777","2017-01-12",5.75
"778","2017-01-13",6.3
"779","2017-01-17",6.5
"780","2017-01-18",6.5
"781","2017-01-19",6.7
"782","2017-01-20",6.45
"783","2017-01-23",6.4
"784","2017-01-24",6.35
"785","2017-01-25",6.4
"786","2017-01-26",6.55
"787","2017-01-27",6.6
"788","2017-01-30",6.45
"789","2017-01-31",6.55
"790","2017-02-01",6.4
"791","2017-02-02",6.5
"792","2017-02-03",6.3
"793","2017-02-06",6.4
"794","2017-02-07",6.35
"795","2017-02-08",6.35
"796","2017-02-09",6.3
"797","2017-02-10",6.3
"798","2017-02-13",6.25
"799","2017-02-14",6.2
"800","2017-02-15",6.25
"801","2017-02-16",6.2
"802","2017-02-17",6
"803","2017-02-21",5.95
"804","2017-02-22",5.8
"805","2017-02-23",5.3
"806","2017-02-24",5.25
"807","2017-02-27",5.3
"808","2017-02-28",5.2
"809","2017-03-01",5.35
"810","2017-03-02",5.95
"811","2017-03-03",6.05
"812","2017-03-06",6.1
"813","2017-03-07",6
"814","2017-03-08",6.15
"815","2017-03-09",6.2
"816","2017-03-10",6.2
"817","2017-03-13",6.4
"818","2017-03-14",6.55
"819","2017-03-15",6.95
"820","2017-03-16",7.05
"821","2017-03-17",6.8
"822","2017-03-20",7
"823","2017-03-21",7.2
"824","2017-03-22",6.95
"825","2017-03-23",6.9
"826","2017-03-24",7.2
"827","2017-03-27",7.1
"828","2017-03-28",7
"829","2017-03-29",7.05
"830","2017-03-30",7.1
"831","2017-03-31",7.05
"832","2017-04-03",7.25
"833","2017-04-04",7.15
"834","2017-04-05",7
"835","2017-04-06",7.45
"836","2017-04-07",7.3
"837","2017-04-10",7.25
"838","2017-04-11",7.2
"839","2017-04-12",7.2
"840","2017-04-13",7.15
"841","2017-04-17",7.15
"842","2017-04-18",7.1
"843","2017-04-19",7
"844","2017-04-20",6.95
"845","2017-04-21",7.15
"846","2017-04-24",7.15
"847","2017-04-25",6.85
"848","2017-04-26",6.9
"849","2017-04-27",7
"850","2017-04-28",6.95
"851","2017-05-01",6.65
"852","2017-05-02",6.65
"853","2017-05-03",6.95
"854","2017-05-04",6.8
"855","2017-05-05",6.9
"856","2017-05-08",6.65
"857","2017-05-09",6.7
"858","2017-05-10",7
"859","2017-05-11",6.95
"860","2017-05-12",7
"861","2017-05-15",7.05
"862","2017-05-16",7.05
"863","2017-05-17",6.9
"864","2017-05-18",7
"865","2017-05-19",7
"866","2017-05-22",6.95
"867","2017-05-23",6.9
"868","2017-05-24",7
"869","2017-05-25",7.05
"870","2017-05-26",7.15
"871","2017-05-30",7
"872","2017-05-31",6.8
"873","2017-06-01",6.95
"874","2017-06-02",7.05
"875","2017-06-05",7
"876","2017-06-06",6.95
"877","2017-06-07",6.85
"878","2017-06-08",6.75
"879","2017-06-09",6.7
"880","2017-06-12",6.65
"881","2017-06-13",7
"882","2017-06-14",7
"883","2017-06-15",6.95
"884","2017-06-16",7.1
"885","2017-06-19",7
"886","2017-06-20",7.05
"887","2017-06-21",7.85
"888","2017-06-22",7.9
"889","2017-06-23",8.25
"890","2017-06-26",8.1
"891","2017-06-27",8.5
"892","2017-06-28",9.25
"893","2017-06-29",9.25
"894","2017-06-30",8.6
"895","2017-07-03",8.8
"896","2017-07-05",8.65
"897","2017-07-06",8.6
"898","2017-07-07",8.6
"899","2017-07-10",8.5
"900","2017-07-11",7.85
"901","2017-07-12",7.75
"902","2017-07-13",7.65
"903","2017-07-14",7.7
"904","2017-07-17",7.85
"905","2017-07-18",7.675
"906","2017-07-19",7.75
"907","2017-07-20",7.9
"908","2017-07-21",7.6
"909","2017-07-24",7.65
"910","2017-07-25",7.75
"911","2017-07-26",7.6
"912","2017-07-27",7.45
"913","2017-07-28",7.1
"914","2017-07-31",7.3
"915","2017-08-01",7.2
"916","2017-08-02",7.3
"917","2017-08-03",7.1
"918","2017-08-04",7.2
"919","2017-08-07",7.35
"920","2017-08-08",7.2
"921","2017-08-09",7.1
"922","2017-08-10",6.85
"923","2017-08-11",7.1
"924","2017-08-14",7.3
"925","2017-08-15",7.1
"926","2017-08-16",7.1
"927","2017-08-17",6.75
"928","2017-08-18",6.95
"929","2017-08-21",6.75
"930","2017-08-22",7.2
"931","2017-08-23",7.3
"932","2017-08-24",7.55
"933","2017-08-25",7.35
"934","2017-08-28",7.45
"935","2017-08-29",7.2
"936","2017-08-30",7.45
"937","2017-08-31",7.6
"938","2017-09-01",7.55
"939","2017-09-05",7.45
"940","2017-09-06",7.4
"941","2017-09-07",7.55
"942","2017-09-08",7.55
"943","2017-09-11",7.5
"944","2017-09-12",7.5
"945","2017-09-13",7.35
"946","2017-09-14",7.4
"947","2017-09-15",7.4
"948","2017-09-18",7.3
"949","2017-09-19",7.4
"950","2017-09-20",7.4
"951","2017-09-21",7.35
"952","2017-09-22",7.4
"953","2017-09-25",7.35
"954","2017-09-26",7.35
"955","2017-09-27",7.6
"956","2017-09-28",7.9
"957","2017-09-29",7.85
"958","2017-10-02",7.95
"959","2017-10-03",7.85
"960","2017-10-04",8.05
"961","2017-10-05",8
"962","2017-10-06",8.1
"963","2017-10-09",8.05
"964","2017-10-10",8.1
"965","2017-10-11",8.05
"966","2017-10-12",8.15
"967","2017-10-13",8.35
"968","2017-10-16",8.35
"969","2017-10-17",8.15
"970","2017-10-18",8
"971","2017-10-19",7.95
"972","2017-10-20",7.95
"973","2017-10-23",7.65
"974","2017-10-24",7.45
"975","2017-10-25",7.5
"976","2017-10-26",7.4
"977","2017-10-27",7.4
"978","2017-10-30",7.25
"979","2017-10-31",7.45
"980","2017-11-01",7.1
"981","2017-11-02",7.3
"982","2017-11-03",7.25
"983","2017-11-06",7.45
"984","2017-11-07",7.6
"985","2017-11-08",7.4
"986","2017-11-09",7.25
"987","2017-11-10",7.15
"988","2017-11-13",7.25
"989","2017-11-14",7.05
"990","2017-11-15",7.2
"991","2017-11-16",7.35
"992","2017-11-17",7.35
"993","2017-11-20",7.45
"994","2017-11-21",7.5
"995","2017-11-22",7.35
"996","2017-11-24",7.4
"997","2017-11-27",7.35
"998","2017-11-28",7.6
"999","2017-11-29",7.55
"1000","2017-11-30",7.65
