"","date","JCOM"
"1","2007-01-03",28.5
"2","2007-01-04",28.75
"3","2007-01-05",27.879999
"4","2007-01-08",27.66
"5","2007-01-09",27.66
"6","2007-01-10",25.07
"7","2007-01-11",25.83
"8","2007-01-12",25.709999
"9","2007-01-16",25.42
"10","2007-01-17",24.549999
"11","2007-01-18",24.5
"12","2007-01-19",24.870001
"13","2007-01-22",24.42
"14","2007-01-23",24.780001
"15","2007-01-24",25.459999
"16","2007-01-25",25.52
"17","2007-01-26",25.549999
"18","2007-01-29",25.620001
"19","2007-01-30",26.07
"20","2007-01-31",26.48
"21","2007-02-01",25.959999
"22","2007-02-02",25.959999
"23","2007-02-05",25.700001
"24","2007-02-06",25.77
"25","2007-02-07",25.540001
"26","2007-02-08",25.469999
"27","2007-02-09",24.940001
"28","2007-02-12",23.75
"29","2007-02-13",23.889999
"30","2007-02-14",24
"31","2007-02-15",24.030001
"32","2007-02-16",23.870001
"33","2007-02-20",23.969999
"34","2007-02-21",24.01
"35","2007-02-22",24.17
"36","2007-02-23",23.860001
"37","2007-02-26",23.25
"38","2007-02-27",23.01
"39","2007-02-28",24.040001
"40","2007-03-01",24.129999
"41","2007-03-02",23.690001
"42","2007-03-05",23.719999
"43","2007-03-06",24.299999
"44","2007-03-07",23.73
"45","2007-03-08",24.09
"46","2007-03-09",24.129999
"47","2007-03-12",24.700001
"48","2007-03-13",27.23
"49","2007-03-14",27.379999
"50","2007-03-15",27.790001
"51","2007-03-16",27.9
"52","2007-03-19",28.049999
"53","2007-03-20",28.440001
"54","2007-03-21",28.59
"55","2007-03-22",28.5
"56","2007-03-23",28.389999
"57","2007-03-26",28.26
"58","2007-03-27",27.639999
"59","2007-03-28",27.379999
"60","2007-03-29",27.66
"61","2007-03-30",27.719999
"62","2007-04-02",27.959999
"63","2007-04-03",28.07
"64","2007-04-04",28.17
"65","2007-04-05",28.15
"66","2007-04-09",27.92
"67","2007-04-10",28.17
"68","2007-04-11",28.15
"69","2007-04-12",28.25
"70","2007-04-13",28.68
"71","2007-04-16",29.459999
"72","2007-04-17",30.139999
"73","2007-04-18",28.74
"74","2007-04-19",28.66
"75","2007-04-20",29.84
"76","2007-04-23",29.459999
"77","2007-04-24",29.32
"78","2007-04-25",29.58
"79","2007-04-26",30.299999
"80","2007-04-27",30.1
"81","2007-04-30",28.76
"82","2007-05-01",28.65
"83","2007-05-02",29.200001
"84","2007-05-03",29.67
"85","2007-05-04",29.59
"86","2007-05-07",30.459999
"87","2007-05-08",30.709999
"88","2007-05-09",31.24
"89","2007-05-10",30.57
"90","2007-05-11",31.35
"91","2007-05-14",31.379999
"92","2007-05-15",31.15
"93","2007-05-16",32.139999
"94","2007-05-17",31.360001
"95","2007-05-18",31.360001
"96","2007-05-21",31.959999
"97","2007-05-22",32.470001
"98","2007-05-23",32
"99","2007-05-24",31.42
"100","2007-05-25",31.43
"101","2007-05-29",31.67
"102","2007-05-30",32.389999
"103","2007-05-31",33.330002
"104","2007-06-01",33.93
"105","2007-06-04",33.950001
"106","2007-06-05",33.970001
"107","2007-06-06",33.919998
"108","2007-06-07",32.810001
"109","2007-06-08",32.720001
"110","2007-06-11",32.580002
"111","2007-06-12",32.279999
"112","2007-06-13",32.34
"113","2007-06-14",32.77
"114","2007-06-15",33.509998
"115","2007-06-18",33.529999
"116","2007-06-19",34.73
"117","2007-06-20",35.369999
"118","2007-06-21",35.200001
"119","2007-06-22",34.580002
"120","2007-06-25",34.630001
"121","2007-06-26",34
"122","2007-06-27",34.540001
"123","2007-06-28",34.91
"124","2007-06-29",34.900002
"125","2007-07-02",35.400002
"126","2007-07-03",34.990002
"127","2007-07-05",35.25
"128","2007-07-06",35.279999
"129","2007-07-09",35.540001
"130","2007-07-10",34.720001
"131","2007-07-11",35.369999
"132","2007-07-12",35.990002
"133","2007-07-13",36
"134","2007-07-16",35.849998
"135","2007-07-17",36.419998
"136","2007-07-18",36.73
"137","2007-07-19",37.23
"138","2007-07-20",36.259998
"139","2007-07-23",36.029999
"140","2007-07-24",34.73
"141","2007-07-25",34.950001
"142","2007-07-26",33.650002
"143","2007-07-27",32.720001
"144","2007-07-30",33.150002
"145","2007-07-31",32.639999
"146","2007-08-01",32.889999
"147","2007-08-02",33.470001
"148","2007-08-03",32.450001
"149","2007-08-06",34.709999
"150","2007-08-07",35.650002
"151","2007-08-08",35.950001
"152","2007-08-09",34.09
"153","2007-08-10",34.169998
"154","2007-08-13",34.860001
"155","2007-08-14",34.16
"156","2007-08-15",33.810001
"157","2007-08-16",34.18
"158","2007-08-17",34.900002
"159","2007-08-20",35.400002
"160","2007-08-21",35.77
"161","2007-08-22",35.700001
"162","2007-08-23",34.279999
"163","2007-08-24",34.720001
"164","2007-08-27",34.189999
"165","2007-08-28",33.389999
"166","2007-08-29",34.41
"167","2007-08-30",33.779999
"168","2007-08-31",34
"169","2007-09-04",34.669998
"170","2007-09-05",34.900002
"171","2007-09-06",35.540001
"172","2007-09-07",33.799999
"173","2007-09-10",34.16
"174","2007-09-11",34.259998
"175","2007-09-12",34.790001
"176","2007-09-13",33.689999
"177","2007-09-14",34.139999
"178","2007-09-17",33.540001
"179","2007-09-18",34.810001
"180","2007-09-19",36.09
"181","2007-09-20",34.029999
"182","2007-09-21",34.02
"183","2007-09-24",33.259998
"184","2007-09-25",33.27
"185","2007-09-26",33.189999
"186","2007-09-27",32.860001
"187","2007-09-28",32.73
"188","2007-10-01",33.279999
"189","2007-10-02",34.029999
"190","2007-10-03",33.82
"191","2007-10-04",34.360001
"192","2007-10-05",35.07
"193","2007-10-08",34.599998
"194","2007-10-09",34.889999
"195","2007-10-10",34.630001
"196","2007-10-11",33.52
"197","2007-10-12",34.23
"198","2007-10-15",32.66
"199","2007-10-16",32.669998
"200","2007-10-17",32.5
"201","2007-10-18",32.529999
"202","2007-10-19",31.18
"203","2007-10-22",33.32
"204","2007-10-23",33.720001
"205","2007-10-24",33.009998
"206","2007-10-25",33.169998
"207","2007-10-26",33.599998
"208","2007-10-29",33.540001
"209","2007-10-30",33.049999
"210","2007-10-31",33.689999
"211","2007-11-01",31.99
"212","2007-11-02",32.59
"213","2007-11-05",32.049999
"214","2007-11-06",32.27
"215","2007-11-07",30.93
"216","2007-11-08",25.360001
"217","2007-11-09",24.879999
"218","2007-11-12",25.32
"219","2007-11-13",26.719999
"220","2007-11-14",26.469999
"221","2007-11-15",25.309999
"222","2007-11-16",24.92
"223","2007-11-19",23.959999
"224","2007-11-20",23.32
"225","2007-11-21",24.040001
"226","2007-11-23",24.25
"227","2007-11-26",24.360001
"228","2007-11-27",23.940001
"229","2007-11-28",24.51
"230","2007-11-29",23.83
"231","2007-11-30",24.32
"232","2007-12-03",23.879999
"233","2007-12-04",23.690001
"234","2007-12-05",23.190001
"235","2007-12-06",24
"236","2007-12-07",23.73
"237","2007-12-10",23.620001
"238","2007-12-11",22.73
"239","2007-12-12",22.360001
"240","2007-12-13",22.58
"241","2007-12-14",21.879999
"242","2007-12-17",21.9
"243","2007-12-18",21.99
"244","2007-12-19",21.889999
"245","2007-12-20",21.549999
"246","2007-12-21",22
"247","2007-12-24",21.92
"248","2007-12-26",22.110001
"249","2007-12-27",22.1
"250","2007-12-28",21.83
"251","2007-12-31",21.17
"252","2008-01-02",21.5
"253","2008-01-03",22.08
"254","2008-01-04",21.08
"255","2008-01-07",20.49
"256","2008-01-08",20.049999
"257","2008-01-09",20.49
"258","2008-01-10",20.450001
"259","2008-01-11",20.4
"260","2008-01-14",20.780001
"261","2008-01-15",20.379999
"262","2008-01-16",20.709999
"263","2008-01-17",19.74
"264","2008-01-18",19.17
"265","2008-01-22",18.959999
"266","2008-01-23",18.59
"267","2008-01-24",18.93
"268","2008-01-25",18.969999
"269","2008-01-28",19.549999
"270","2008-01-29",20.440001
"271","2008-01-30",20.219999
"272","2008-01-31",21.91
"273","2008-02-01",21.51
"274","2008-02-04",21.219999
"275","2008-02-05",21.059999
"276","2008-02-06",20.190001
"277","2008-02-07",20.950001
"278","2008-02-08",19.540001
"279","2008-02-11",19.6
"280","2008-02-12",19.9
"281","2008-02-13",20.24
"282","2008-02-14",19.65
"283","2008-02-15",19.709999
"284","2008-02-19",19.24
"285","2008-02-20",19.040001
"286","2008-02-21",19.860001
"287","2008-02-22",19.68
"288","2008-02-25",20.5
"289","2008-02-26",21.23
"290","2008-02-27",21.49
"291","2008-02-28",21.09
"292","2008-02-29",21.52
"293","2008-03-03",21.030001
"294","2008-03-04",21.370001
"295","2008-03-05",22.610001
"296","2008-03-06",22.110001
"297","2008-03-07",22.700001
"298","2008-03-10",20.629999
"299","2008-03-11",22.280001
"300","2008-03-12",22.25
"301","2008-03-13",22.700001
"302","2008-03-14",22
"303","2008-03-17",21.969999
"304","2008-03-18",22.700001
"305","2008-03-19",21.76
"306","2008-03-20",22.469999
"307","2008-03-24",23.4
"308","2008-03-25",23.959999
"309","2008-03-26",24
