"","date","ARTW"
"272","2008-01-31",12.45
"273","2008-02-01",13.38
"274","2008-02-04",12.815
"275","2008-02-05",12.71
"276","2008-02-06",12.76
"277","2008-02-07",12.315
"278","2008-02-08",12.275
"279","2008-02-11",13.25
"280","2008-02-12",13.385
"281","2008-02-13",13.15
"282","2008-02-14",13.565
"283","2008-02-15",13.6
"284","2008-02-19",10.025
"285","2008-02-20",9.75
"286","2008-02-21",8.675
"287","2008-02-22",8.025
"288","2008-02-25",8.25
"289","2008-02-26",8.65
"290","2008-02-27",9.05
"291","2008-02-28",8.755
"292","2008-02-29",8.63
"293","2008-03-03",8.75
"294","2008-03-04",8.81
"295","2008-03-05",8.99
"296","2008-03-06",9
"297","2008-03-07",9.05
"298","2008-03-10",8.95
"299","2008-03-11",9.05
"300","2008-03-12",8.95
"301","2008-03-13",9.08
"302","2008-03-14",8.96
"303","2008-03-17",8.95
"304","2008-03-18",9
"305","2008-03-19",8.975
"306","2008-03-20",8.925
"307","2008-03-24",8.775
"308","2008-03-25",9.725
"309","2008-03-26",9.71
"310","2008-03-27",9.715
"311","2008-03-28",9.525
"312","2008-03-31",9.645
"313","2008-04-01",9.92
"314","2008-04-02",9.39
"315","2008-04-03",9.13
"316","2008-04-04",10.625
"317","2008-04-07",11.085
"318","2008-04-08",11
"319","2008-04-09",11.505
"320","2008-04-10",11.36
"321","2008-04-11",11.155
"322","2008-04-14",11.245
"323","2008-04-15",11.165
"324","2008-04-16",11.58
"325","2008-04-17",11.24
"326","2008-04-18",11.895
"327","2008-04-21",12.125
"328","2008-04-22",12.165
"329","2008-04-23",11.61
"330","2008-04-24",11.855
"331","2008-04-25",12.1
"332","2008-04-28",12.29
"333","2008-04-29",11.25
"334","2008-04-30",10.755
"335","2008-05-01",10.81
"336","2008-05-02",10.76
"337","2008-05-05",10.78
"338","2008-05-06",10.615
"339","2008-05-07",10.645
"340","2008-05-08",10.53
"341","2008-05-09",11.13
"342","2008-05-12",10.81
"343","2008-05-13",10.82
"344","2008-05-14",10.67
"345","2008-05-15",11.085
"346","2008-05-16",10.985
"347","2008-05-19",11.135
"348","2008-05-20",10.755
"349","2008-05-21",10.365
"350","2008-05-22",10.545
"351","2008-05-23",10.35
"352","2008-05-27",10.48
"353","2008-05-28",10.405
"354","2008-05-29",10.21
"355","2008-05-30",10.1
"356","2008-06-02",10.24
"357","2008-06-03",10.15
"358","2008-06-04",10.195
"359","2008-06-05",10.275
"360","2008-06-06",10.105
"361","2008-06-09",10.725
"362","2008-06-10",10.425
"363","2008-06-11",10.22
"364","2008-06-12",9.975
"365","2008-06-13",10.115
"366","2008-06-16",10.4
"367","2008-06-17",10.7
"368","2008-06-18",9.95
"369","2008-06-19",10
"370","2008-06-20",10.005
"371","2008-06-23",10.075
"372","2008-06-24",10.655
"373","2008-06-25",10.5
"374","2008-06-26",10.09
"375","2008-06-27",9.855
"376","2008-06-30",9.885
"377","2008-07-01",9.505
"378","2008-07-02",9.475
"379","2008-07-03",9.145
"380","2008-07-07",9.495
"381","2008-07-08",9.7
"382","2008-07-09",12.255
"383","2008-07-10",13.29
"384","2008-07-11",13.53
"385","2008-07-14",13.23
"386","2008-07-15",14.285
"387","2008-07-16",14.305
"388","2008-07-17",14.27
"389","2008-07-18",14.15
"390","2008-07-21",13.6
"391","2008-07-22",13.25
"392","2008-07-23",13
"393","2008-07-24",12.07
"394","2008-07-25",12.31
"395","2008-07-28",11.645
"396","2008-07-29",11.62
"397","2008-07-30",13.175
"398","2008-07-31",13.03
"399","2008-08-01",12.7
"400","2008-08-04",12.07
"401","2008-08-05",11.58
"402","2008-08-06",13.54
"403","2008-08-07",13.4
"404","2008-08-08",13.82
"405","2008-08-11",14.21
"406","2008-08-12",16.5
"407","2008-08-13",18
"408","2008-08-14",19.08
"409","2008-08-15",15.2
"410","2008-08-18",13.48
"411","2008-08-19",13.41
"412","2008-08-20",12.8
"413","2008-08-21",12.91
"414","2008-08-22",13.11
"415","2008-08-25",12.78
"416","2008-08-26",12.45
"417","2008-08-27",12.89
"418","2008-08-28",13.31
"419","2008-08-29",13.15
"420","2008-09-02",12.89
"421","2008-09-03",12.79
"422","2008-09-04",11.72
"423","2008-09-05",11.23
"424","2008-09-08",11.72
"425","2008-09-09",10.78
"426","2008-09-10",10.75
"427","2008-09-11",10.5
"428","2008-09-12",10.54
"429","2008-09-15",10
"430","2008-09-16",9
"431","2008-09-17",8.15
"432","2008-09-18",8.16
"433","2008-09-19",9.95
"434","2008-09-22",9.01
"435","2008-09-23",8.9
"436","2008-09-24",8.3
"437","2008-09-25",8.7
"438","2008-09-26",8.74
"439","2008-09-29",8.08
"440","2008-09-30",7.91
"441","2008-10-01",7.23
"442","2008-10-02",6.55
"443","2008-10-03",6.82
"444","2008-10-06",6
"445","2008-10-07",3.4
"446","2008-10-08",3.32
"447","2008-10-09",3.3
"448","2008-10-10",3.1
"449","2008-10-13",3.7
"450","2008-10-14",3.71
"451","2008-10-15",3.65
"452","2008-10-16",3.9
"453","2008-10-17",4.1
"454","2008-10-20",4
"455","2008-10-21",4.3
"456","2008-10-22",3.75
"457","2008-10-23",3.61
"458","2008-10-24",3.6
"459","2008-10-27",3.65
"460","2008-10-28",3.6
"461","2008-10-29",3.96
"462","2008-10-30",3.88
"463","2008-10-31",4.1
"464","2008-11-03",4.23
"465","2008-11-04",4.7
"466","2008-11-05",4.35
"467","2008-11-06",4
"468","2008-11-07",4.07
"469","2008-11-10",4.65
"470","2008-11-11",4.28
"471","2008-11-12",4
"472","2008-11-13",3.6
"473","2008-11-14",3.8
"474","2008-11-17",4.23
"475","2008-11-18",4.15
"476","2008-11-19",4
"477","2008-11-20",3.25
"478","2008-11-21",3.24
"479","2008-11-24",3.8
"480","2008-11-25",3.45
"481","2008-11-26",4
"482","2008-11-28",4.08
"483","2008-12-01",3.96
"484","2008-12-02",3.75
"485","2008-12-03",4.07
"486","2008-12-04",4.18
"487","2008-12-05",4.23
"488","2008-12-08",4.05
"489","2008-12-09",3.77
"490","2008-12-10",4.19
"491","2008-12-11",4.34
"492","2008-12-12",3.7
"493","2008-12-15",3.94
"494","2008-12-16",3.93
"495","2008-12-17",3.85
"496","2008-12-18",3.97
"497","2008-12-19",3.85
"498","2008-12-22",3.95
"499","2008-12-23",3.9
"500","2008-12-24",3.75
"501","2008-12-26",3.75
"502","2008-12-29",3.75
"503","2008-12-30",3.73
"504","2008-12-31",3.62
"505","2009-01-02",3.42
"506","2009-01-05",3.56
"507","2009-01-06",3.6
"508","2009-01-07",3.64
"509","2009-01-08",3.64
"510","2009-01-09",3.84
"511","2009-01-12",3.45
"512","2009-01-13",3.11
"513","2009-01-14",3.01
"514","2009-01-15",3.26
"515","2009-01-16",3.23
"516","2009-01-20",3.22
"517","2009-01-21",3.77
"518","2009-01-22",3.29
"519","2009-01-23",3.2
"520","2009-01-26",3.29
"521","2009-01-27",3.23
"522","2009-01-28",3.5
"523","2009-01-29",3.69
"524","2009-01-30",3.67
"525","2009-02-02",3.6
"526","2009-02-03",3.06
"527","2009-02-04",3.64
"528","2009-02-05",3.7
"529","2009-02-06",4.1
"530","2009-02-09",4.56
"531","2009-02-10",4.8
"532","2009-02-11",4.73
"533","2009-02-12",4.48
"534","2009-02-13",4.4
"535","2009-02-17",4.41
"536","2009-02-18",4.26
"537","2009-02-19",4.06
"538","2009-02-20",4.05
"539","2009-02-23",4
"540","2009-02-24",4.23
"541","2009-02-25",4.05
"542","2009-02-26",3.96
"543","2009-02-27",3.55
"544","2009-03-02",3.4
"545","2009-03-03",3.26
"546","2009-03-04",3.72
"547","2009-03-05",3.75
"548","2009-03-06",3.74
"549","2009-03-09",3.64
"550","2009-03-10",3.75
"551","2009-03-11",3.88
"552","2009-03-12",3.49
"553","2009-03-13",3.75
"554","2009-03-16",3.6
"555","2009-03-17",3.4
"556","2009-03-18",3.61
"557","2009-03-19",3.45
"558","2009-03-20",3.5
"559","2009-03-23",3.8
"560","2009-03-24",3.89
"561","2009-03-25",3.92
"562","2009-03-26",3.98
"563","2009-03-27",3.63
"564","2009-03-30",3.91
"565","2009-03-31",4.05
"566","2009-04-01",3.99
"567","2009-04-02",4
"568","2009-04-03",3.87
"569","2009-04-06",3.82
"570","2009-04-07",4
"571","2009-04-08",3.95
"572","2009-04-09",3.8
"573","2009-04-13",3.49
"574","2009-04-14",3.65
"575","2009-04-15",3.82
"576","2009-04-16",3.91
"577","2009-04-17",3.9
"578","2009-04-20",3.9
"579","2009-04-21",3.86
"580","2009-04-22",3.7
"581","2009-04-23",3.7
"582","2009-04-24",3.63
"583","2009-04-27",3.6
"584","2009-04-28",3.85
"585","2009-04-29",3.9
"586","2009-04-30",3.88
"587","2009-05-01",3.85
"588","2009-05-04",4.25
"589","2009-05-05",4.3
"590","2009-05-06",4.3
"591","2009-05-07",5
"592","2009-05-08",5.11
"593","2009-05-11",4.97
"594","2009-05-12",5
"595","2009-05-13",4.38
"596","2009-05-14",4.65
"597","2009-05-15",4.85
"598","2009-05-18",5.4
"599","2009-05-19",5.21
"600","2009-05-20",5.84
"601","2009-05-21",5.2
"602","2009-05-22",5.47
"603","2009-05-26",5.33
"604","2009-05-27",5.34
"605","2009-05-28",5.45
"606","2009-05-29",5.54
"607","2009-06-01",5.7
"608","2009-06-02",5.8
"609","2009-06-03",5.56
"610","2009-06-04",5.8
"611","2009-06-05",5.83
"612","2009-06-08",5.8
"613","2009-06-09",5.8
"614","2009-06-10",5.82
"615","2009-06-11",5.8
"616","2009-06-12",5.46
"617","2009-06-15",5.27
"618","2009-06-16",5.5
"619","2009-06-17",5.25
"620","2009-06-18",5.49
"621","2009-06-19",5.2
"622","2009-06-22",4.5
"623","2009-06-23",5.49
"624","2009-06-24",5.47
"625","2009-06-25",4.9
"626","2009-06-26",4.87
"627","2009-06-29",5.13
"628","2009-06-30",4.8
"629","2009-07-01",5.25
"630","2009-07-02",4.85
"631","2009-07-06",4.82
"632","2009-07-07",4.05
"633","2009-07-08",4.02
"634","2009-07-09",4.25
"635","2009-07-10",4.4
"636","2009-07-13",4.16
"637","2009-07-14",4.15
"638","2009-07-15",4.2
"639","2009-07-16",4.15
"640","2009-07-17",4.49
"641","2009-07-20",4.45
"642","2009-07-21",4.5
"643","2009-07-22",4.91
"644","2009-07-23",4.88
"645","2009-07-24",5
"646","2009-07-27",4.95
"647","2009-07-28",5
"648","2009-07-29",4.99
"649","2009-07-30",5.13
"650","2009-07-31",5.4
"651","2009-08-03",5.5
"652","2009-08-04",5.31
"653","2009-08-05",5.3
"654","2009-08-06",4.87
"655","2009-08-07",5.05
"656","2009-08-10",4.93
"657","2009-08-11",4.87
"658","2009-08-12",4.75
"659","2009-08-13",5
"660","2009-08-14",5.3
"661","2009-08-17",4.8
"662","2009-08-18",5
"663","2009-08-19",5.28
"664","2009-08-20",5.01
"665","2009-08-21",5.1
"666","2009-08-24",5.04
"667","2009-08-25",4.99
"668","2009-08-26",5.14
"669","2009-08-27",5.13
"670","2009-08-28",5.06
"671","2009-08-31",5.04
"672","2009-09-01",4.9
"673","2009-09-02",4.76
"674","2009-09-03",4.65
"675","2009-09-04",4.75
"676","2009-09-08",4.83
"677","2009-09-09",4.88
"678","2009-09-10",5
"679","2009-09-11",5
"680","2009-09-14",5
"681","2009-09-15",4.98
"682","2009-09-16",4.96
"683","2009-09-17",5.13
"684","2009-09-18",5.1
"685","2009-09-21",5.19
"686","2009-09-22",5.24
"687","2009-09-23",5.33
"688","2009-09-24",4.92
"689","2009-09-25",5.2
"690","2009-09-28",5.3
"691","2009-09-29",5.03
"692","2009-09-30",5.07
"693","2009-10-01",5
"694","2009-10-02",4.94
"695","2009-10-05",5.24
"696","2009-10-06",5.17
"697","2009-10-07",5.2
"698","2009-10-08",4.91
"699","2009-10-09",5.14
"700","2009-10-12",4.29
"701","2009-10-13",4.22
"702","2009-10-14",3.99
"703","2009-10-15",3.94
"704","2009-10-16",3.98
"705","2009-10-19",4.07
"706","2009-10-20",4.02
"707","2009-10-21",4
"708","2009-10-22",3.95
"709","2009-10-23",3.9
"710","2009-10-26",3.96
"711","2009-10-27",3.98
"712","2009-10-28",3.96
"713","2009-10-29",3.85
"714","2009-10-30",3.8
"715","2009-11-02",3.55
"716","2009-11-03",3.56
"717","2009-11-04",3.8
"718","2009-11-05",3.73
"719","2009-11-06",4
"720","2009-11-09",3.9
"721","2009-11-10",3.86
"722","2009-11-11",3.96
"723","2009-11-12",3.71
"724","2009-11-13",3.99
"725","2009-11-16",4.19
"726","2009-11-17",4.09
"727","2009-11-18",4
"728","2009-11-19",4
"729","2009-11-20",4
"730","2009-11-23",4.14
"731","2009-11-24",4
"732","2009-11-25",3.96
"733","2009-11-27",4.14
"734","2009-11-30",3.86
"735","2009-12-01",4.01
"736","2009-12-02",4
"737","2009-12-03",4
"738","2009-12-04",3.98
"739","2009-12-07",4.18
"740","2009-12-08",4.11
"741","2009-12-09",4.3
"742","2009-12-10",3.91
"743","2009-12-11",4.19
"744","2009-12-14",4.04
"745","2009-12-15",4.13
"746","2009-12-16",4.02
"747","2009-12-17",3.87
"748","2009-12-18",4.1
"749","2009-12-21",4
"750","2009-12-22",4.07
"751","2009-12-23",3.87
"752","2009-12-24",4.13
"753","2009-12-28",3.98
"754","2009-12-29",4.05
"755","2009-12-30",3.9
"756","2009-12-31",4.24
"757","2010-01-04",4.24
"758","2010-01-05",4.2
"759","2010-01-06",4.06
"760","2010-01-07",4.12
"761","2010-01-08",4.06
"762","2010-01-11",4.18
"763","2010-01-12",4.3
"764","2010-01-13",4.32
"765","2010-01-14",4.44
"766","2010-01-15",4.26
"767","2010-01-19",4.22
"768","2010-01-20",4.21
"769","2010-01-21",4.25
"770","2010-01-22",4.38
"771","2010-01-25",4.26
"772","2010-01-26",4.25
"773","2010-01-27",4.38
"774","2010-01-28",4.24
"775","2010-01-29",4.05
"776","2010-02-01",4.15
"777","2010-02-02",4.15
"778","2010-02-03",4.28
"779","2010-02-04",3.96
"780","2010-02-05",3.96
"781","2010-02-08",3.9
"782","2010-02-09",3.9
"783","2010-02-10",4.12
"784","2010-02-11",4
"785","2010-02-12",4.01
"786","2010-02-16",4.08
"787","2010-02-17",4.08
"788","2010-02-18",4
"789","2010-02-19",3.98
"790","2010-02-22",4.62
"791","2010-02-23",4.5
"792","2010-02-24",4.55
"793","2010-02-25",4.53
"794","2010-02-26",4.7
"795","2010-03-01",4.82
"796","2010-03-02",4.85
"797","2010-03-03",5.01
"798","2010-03-04",5.25
"799","2010-03-05",5.22
"800","2010-03-08",5.21
"801","2010-03-09",5.35
"802","2010-03-10",5.2
"803","2010-03-11",5.6
"804","2010-03-12",5.55
"805","2010-03-15",5.74
"806","2010-03-16",5.72
"807","2010-03-17",5.85
"808","2010-03-18",5.95
"809","2010-03-19",5.9
"810","2010-03-22",5.9
"811","2010-03-23",5.94
"812","2010-03-24",6.04
"813","2010-03-25",6.12
"814","2010-03-26",6.16
"815","2010-03-29",6.28
"816","2010-03-30",6.17
"817","2010-03-31",6.16
"818","2010-04-01",6.32
"819","2010-04-05",6.26
"820","2010-04-06",6.5
"821","2010-04-07",6.4
"822","2010-04-08",6.34
"823","2010-04-09",6.35
"824","2010-04-12",6
"825","2010-04-13",5.94
"826","2010-04-14",6.1
"827","2010-04-15",6.18
"828","2010-04-16",6.1
"829","2010-04-19",6
"830","2010-04-20",6.05
"831","2010-04-21",6.19
"832","2010-04-22",6.15
"833","2010-04-23",6.3
"834","2010-04-26",6.2
"835","2010-04-27",6.34
"836","2010-04-28",6.24
"837","2010-04-29",6.17
"838","2010-04-30",6.11
"839","2010-05-03",6
"840","2010-05-04",5.92
"841","2010-05-05",5.97
"842","2010-05-06",6.2
"843","2010-05-07",5.76
"844","2010-05-10",5.81
"845","2010-05-11",5.79
"846","2010-05-12",6
"847","2010-05-13",6.17
"848","2010-05-14",5.97
"849","2010-05-17",5.84
"850","2010-05-18",5.85
"851","2010-05-19",5.9
"852","2010-05-20",5.25
"853","2010-05-21",5.81
"854","2010-05-24",5.35
"855","2010-05-25",5.83
"856","2010-05-26",5.7
"857","2010-05-27",6.01
"858","2010-05-28",6
"859","2010-06-01",6
"860","2010-06-02",6.05
"861","2010-06-03",6.05
"862","2010-06-04",5.98
"863","2010-06-07",5.6
"864","2010-06-08",5.85
"865","2010-06-09",5.9
"866","2010-06-10",5.9
"867","2010-06-11",6
"868","2010-06-14",5.6
"869","2010-06-15",6
"870","2010-06-16",6
"871","2010-06-17",6
"872","2010-06-18",6.04
"873","2010-06-21",6.14
"874","2010-06-22",5.72
"875","2010-06-23",5.5
"876","2010-06-24",5.19
"877","2010-06-25",5.4
"878","2010-06-28",5.51
"879","2010-06-29",5.3
"880","2010-06-30",5.2
"881","2010-07-01",5.38
"882","2010-07-02",5.1
"883","2010-07-06",4.78
"884","2010-07-07",5.14
"885","2010-07-08",5.25
"886","2010-07-09",5.2
"887","2010-07-12",5.35
"888","2010-07-13",5.15
"889","2010-07-14",5
"890","2010-07-15",5
"891","2010-07-16",5.03
"892","2010-07-19",4.9
"893","2010-07-20",5.02
"894","2010-07-21",5.12
"895","2010-07-22",5
"896","2010-07-23",4.95
"897","2010-07-26",4.95
"898","2010-07-27",4.97
"899","2010-07-28",4.99
"900","2010-07-29",5.07
"901","2010-07-30",4.9
"902","2010-08-02",5.12
"903","2010-08-03",5.08
"904","2010-08-04",5.17
"905","2010-08-05",5.17
"906","2010-08-06",5.01
"907","2010-08-09",5.15
"908","2010-08-10",5.17
"909","2010-08-11",5.24
"910","2010-08-12",5.24
"911","2010-08-13",5.5
"912","2010-08-16",5.45
"913","2010-08-17",5.69
"914","2010-08-18",5.87
"915","2010-08-19",5.7
"916","2010-08-20",5.84
"917","2010-08-23",5.68
"918","2010-08-24",5.33
"919","2010-08-25",5.3
"920","2010-08-26",5.49
"921","2010-08-27",5.7
"922","2010-08-30",5.59
"923","2010-08-31",5.49
"924","2010-09-01",5.79
"925","2010-09-02",6.1
"926","2010-09-03",6.12
"927","2010-09-07",6.01
"928","2010-09-08",5.91
"929","2010-09-09",5.95
"930","2010-09-10",6
"931","2010-09-13",5.91
"932","2010-09-14",6.02
"933","2010-09-15",6.01
"934","2010-09-16",6.01
"935","2010-09-17",6.2
"936","2010-09-20",5.95
"937","2010-09-21",6.06
"938","2010-09-22",6.15
"939","2010-09-23",6.1
"940","2010-09-24",6.18
"941","2010-09-27",6.29
"942","2010-09-28",6.2
"943","2010-09-29",6.25
"944","2010-09-30",6.3
"945","2010-10-01",6.43
"946","2010-10-04",6.21
"947","2010-10-05",6.5
"948","2010-10-06",6.63
"949","2010-10-07",6.8
"950","2010-10-08",7.1
"951","2010-10-11",9.37
"952","2010-10-12",9.76
"953","2010-10-13",9.9
"954","2010-10-14",9.44
"955","2010-10-15",10.1
"956","2010-10-18",10.64
"957","2010-10-19",9.26
"958","2010-10-20",10.04
"959","2010-10-21",9.81
"960","2010-10-22",9.72
"961","2010-10-25",11.22
"962","2010-10-26",10.46
"963","2010-10-27",9.99
"964","2010-10-28",9.9
"965","2010-10-29",10.23
"966","2010-11-01",9.7
"967","2010-11-02",9.49
"968","2010-11-03",9.61
"969","2010-11-04",9.83
"970","2010-11-05",9.9
"971","2010-11-08",9.9
"972","2010-11-09",10.57
"973","2010-11-10",10.49
"974","2010-11-11",10.35
"975","2010-11-12",9.92
"976","2010-11-15",10.06
"977","2010-11-16",9.78
"978","2010-11-17",9.56
"979","2010-11-18",9.89
"980","2010-11-19",9.62
"981","2010-11-22",10.2
"982","2010-11-23",9.65
"983","2010-11-24",9.98
"984","2010-11-26",9.46
"985","2010-11-29",10
"986","2010-11-30",9.55
"987","2010-12-01",9.5
"988","2010-12-02",9.8
"989","2010-12-03",9.65
"990","2010-12-06",9.65
"991","2010-12-07",9.51
"992","2010-12-08",9.43
"993","2010-12-09",9.9
"994","2010-12-10",9.9
"995","2010-12-13",9.64
"996","2010-12-14",9.8
"997","2010-12-15",9.63
"998","2010-12-16",9.97
"999","2010-12-17",9.89
"1000","2010-12-20",9.55
"1001","2010-12-21",9.77
"1002","2010-12-22",9.7
"1003","2010-12-23",9.99
"1004","2010-12-27",11.42
"1005","2010-12-28",11.01
"1006","2010-12-29",11.38
