"","date","BLD"
"1","2015-06-17",22.75
"2","2015-06-18",22.75
"3","2015-06-19",22.75
"4","2015-06-22",22.75
"5","2015-06-23",22.75
"6","2015-06-24",25.9
"7","2015-06-25",25.9
"8","2015-06-26",25.9
"9","2015-06-29",26
"10","2015-06-30",29
"11","2015-07-01",27
"12","2015-07-02",27.809999
"13","2015-07-06",28.99
"14","2015-07-07",28.139999
"15","2015-07-08",27.1
"16","2015-07-09",26.950001
"17","2015-07-10",28.790001
"18","2015-07-13",29.57
"19","2015-07-14",30.1
"20","2015-07-15",29.190001
"21","2015-07-16",29.34
"22","2015-07-17",31.110001
"23","2015-07-20",31.440001
"24","2015-07-21",31.129999
"25","2015-07-22",30.879999
"26","2015-07-23",30.610001
"27","2015-07-24",30.33
"28","2015-07-27",30.23
"29","2015-07-28",30
"30","2015-07-29",29.299999
"31","2015-07-30",29.09
"32","2015-07-31",28.76
"33","2015-08-03",29.25
"34","2015-08-04",28.83
"35","2015-08-05",28.700001
"36","2015-08-06",28.780001
"37","2015-08-07",28.5
"38","2015-08-10",28.969999
"39","2015-08-11",29.77
"40","2015-08-12",29.620001
"41","2015-08-13",30.059999
"42","2015-08-14",30.35
"43","2015-08-17",31.879999
"44","2015-08-18",32.32
"45","2015-08-19",32.57
"46","2015-08-20",32.709999
"47","2015-08-21",31.98
"48","2015-08-24",30.629999
"49","2015-08-25",30.35
"50","2015-08-26",30.639999
"51","2015-08-27",30.27
"52","2015-08-28",31.51
"53","2015-08-31",31.719999
"54","2015-09-01",31.98
"55","2015-09-02",33.049999
"56","2015-09-03",33.32
"57","2015-09-04",33.43
"58","2015-09-08",34.02
"59","2015-09-09",34.169998
"60","2015-09-10",34.34
"61","2015-09-11",34.830002
"62","2015-09-14",35.41
"63","2015-09-15",34.25
"64","2015-09-16",34.919998
"65","2015-09-17",35.650002
"66","2015-09-18",34.75
"67","2015-09-21",32.82
"68","2015-09-22",31.51
"69","2015-09-23",31.620001
"70","2015-09-24",31.65
"71","2015-09-25",32.189999
"72","2015-09-28",30.83
"73","2015-09-29",30
"74","2015-09-30",30.969999
"75","2015-10-01",30.5
"76","2015-10-02",30.959999
"77","2015-10-05",32.900002
"78","2015-10-06",32.080002
"79","2015-10-07",32.889999
"80","2015-10-08",32.759998
"81","2015-10-09",32.439999
"82","2015-10-12",31.59
"83","2015-10-13",31.32
"84","2015-10-14",29.799999
"85","2015-10-15",29.57
"86","2015-10-16",29.27
"87","2015-10-19",29.950001
"88","2015-10-20",30.91
"89","2015-10-21",30.42
"90","2015-10-22",30.98
"91","2015-10-23",30.25
"92","2015-10-26",29.5
"93","2015-10-27",28.790001
"94","2015-10-28",28.530001
"95","2015-10-29",27.790001
"96","2015-10-30",28.129999
"97","2015-11-02",27.84
"98","2015-11-03",30.799999
"99","2015-11-04",31.040001
"100","2015-11-05",29.549999
"101","2015-11-06",29.370001
"102","2015-11-09",29.290001
"103","2015-11-10",29.209999
"104","2015-11-11",28.98
"105","2015-11-12",28.65
"106","2015-11-13",28.42
"107","2015-11-16",28.59
"108","2015-11-17",28.51
"109","2015-11-18",28.5
"110","2015-11-19",28.35
"111","2015-11-20",28.16
"112","2015-11-23",28.209999
"113","2015-11-24",29.549999
"114","2015-11-25",30.85
"115","2015-11-27",30.52
"116","2015-11-30",30.459999
"117","2015-12-01",30.940001
"118","2015-12-02",30.5
"119","2015-12-03",30.5
"120","2015-12-04",30.51
"121","2015-12-07",30.559999
"122","2015-12-08",30.360001
"123","2015-12-09",29.5
"124","2015-12-10",29.42
"125","2015-12-11",29.41
"126","2015-12-14",29.34
"127","2015-12-15",29
"128","2015-12-16",30
"129","2015-12-17",29.15
"130","2015-12-18",29.16
"131","2015-12-21",30.219999
"132","2015-12-22",30.77
"133","2015-12-23",30.809999
"134","2015-12-24",30.790001
"135","2015-12-28",30.49
"136","2015-12-29",30.950001
"137","2015-12-30",30.780001
"138","2015-12-31",30.77
"139","2016-01-04",29.870001
"140","2016-01-05",29.610001
"141","2016-01-06",29.129999
"142","2016-01-07",27.360001
"143","2016-01-08",26.690001
"144","2016-01-11",26.73
"145","2016-01-12",26.139999
"146","2016-01-13",25.73
"147","2016-01-14",24.75
"148","2016-01-15",24.889999
"149","2016-01-19",24.469999
"150","2016-01-20",25.15
"151","2016-01-21",25.16
"152","2016-01-22",26.799999
"153","2016-01-25",25.790001
"154","2016-01-26",26.950001
"155","2016-01-27",26.15
"156","2016-01-28",25.780001
"157","2016-01-29",26.780001
"158","2016-02-01",26.68
"159","2016-02-02",25.690001
"160","2016-02-03",26.51
"161","2016-02-04",26.65
"162","2016-02-05",25.889999
"163","2016-02-08",24.5
"164","2016-02-09",24.08
"165","2016-02-10",23.969999
"166","2016-02-11",23.280001
"167","2016-02-12",23.719999
"168","2016-02-16",24.290001
"169","2016-02-17",24.74
"170","2016-02-18",24.299999
"171","2016-02-19",24.950001
"172","2016-02-22",26.299999
"173","2016-02-23",26.129999
"174","2016-02-24",26.950001
"175","2016-02-25",27.59
"176","2016-02-26",26.83
"177","2016-02-29",26.98
"178","2016-03-01",28.450001
"179","2016-03-02",28.5
"180","2016-03-03",28.459999
"181","2016-03-04",28.700001
"182","2016-03-07",28.59
"183","2016-03-08",28
"184","2016-03-09",28.809999
"185","2016-03-10",28.51
"186","2016-03-11",29.200001
"187","2016-03-14",28.99
"188","2016-03-15",28.280001
"189","2016-03-16",28.370001
"190","2016-03-17",28.450001
"191","2016-03-18",29.35
"192","2016-03-21",29.4
"193","2016-03-22",29.52
"194","2016-03-23",28.9
"195","2016-03-24",29.290001
"196","2016-03-28",29.139999
"197","2016-03-29",29.559999
"198","2016-03-30",29.280001
"199","2016-03-31",29.74
"200","2016-04-01",29.610001
"201","2016-04-04",29.709999
"202","2016-04-05",30.15
"203","2016-04-06",31.360001
"204","2016-04-07",31.4
"205","2016-04-08",31.530001
"206","2016-04-11",31.16
"207","2016-04-12",30.799999
"208","2016-04-13",30.809999
"209","2016-04-14",30.77
"210","2016-04-15",31.120001
"211","2016-04-18",31.76
"212","2016-04-19",32.07
"213","2016-04-20",31.66
"214","2016-04-21",31.219999
"215","2016-04-22",31.639999
"216","2016-04-25",31.76
"217","2016-04-26",31.799999
"218","2016-04-27",31.98
"219","2016-04-28",31.15
"220","2016-04-29",31.219999
"221","2016-05-02",31.83
"222","2016-05-03",31.540001
"223","2016-05-04",31.17
"224","2016-05-05",32.18
"225","2016-05-06",33.380001
"226","2016-05-09",32.450001
"227","2016-05-10",32.599998
"228","2016-05-11",33.459999
"229","2016-05-12",33.459999
"230","2016-05-13",34.32
"231","2016-05-16",34.59
"232","2016-05-17",34.709999
"233","2016-05-18",34.470001
"234","2016-05-19",34.139999
"235","2016-05-20",34.880001
"236","2016-05-23",34.450001
"237","2016-05-24",36.07
"238","2016-05-25",35.41
"239","2016-05-26",35.68
"240","2016-05-27",36.360001
"241","2016-05-31",36.139999
"242","2016-06-01",36.349998
"243","2016-06-02",35.830002
"244","2016-06-03",35.669998
"245","2016-06-06",36
"246","2016-06-07",36.099998
"247","2016-06-08",37.400002
"248","2016-06-09",37.41
"249","2016-06-10",36.470001
"250","2016-06-13",35.360001
"251","2016-06-14",35.189999
"252","2016-06-15",35.330002
"253","2016-06-16",35.349998
"254","2016-06-17",36.029999
"255","2016-06-20",36.990002
"256","2016-06-21",37.189999
"257","2016-06-22",37.669998
"258","2016-06-23",37.200001
"259","2016-06-24",35.830002
"260","2016-06-27",34.16
"261","2016-06-28",35
"262","2016-06-29",36.040001
"263","2016-06-30",36.200001
"264","2016-07-01",35.990002
"265","2016-07-05",35.880001
"266","2016-07-06",36.389999
"267","2016-07-07",36.599998
"268","2016-07-08",37.540001
"269","2016-07-11",37.75
"270","2016-07-12",37.57
"271","2016-07-13",38
"272","2016-07-14",37.279999
"273","2016-07-15",37.93
"274","2016-07-18",38.009998
"275","2016-07-19",37.68
"276","2016-07-20",38
"277","2016-07-21",37.799999
"278","2016-07-22",37.810001
"279","2016-07-25",38.290001
"280","2016-07-26",38.650002
"281","2016-07-27",38
"282","2016-07-28",38
"283","2016-07-29",37.759998
"284","2016-08-01",37.810001
"285","2016-08-02",37.689999
"286","2016-08-03",37.919998
"287","2016-08-04",35.099998
"288","2016-08-05",34.950001
"289","2016-08-08",35.130001
"290","2016-08-09",34.959999
"291","2016-08-10",34.560001
"292","2016-08-11",34.25
"293","2016-08-12",33.830002
"294","2016-08-15",34.25
"295","2016-08-16",34.16
"296","2016-08-17",33.75
"297","2016-08-18",33.849998
"298","2016-08-19",33.23
"299","2016-08-22",33.459999
"300","2016-08-23",34.310001
"301","2016-08-24",34.029999
"302","2016-08-25",34.080002
"303","2016-08-26",33.959999
"304","2016-08-29",33.93
"305","2016-08-30",34.029999
"306","2016-08-31",34.119999
"307","2016-09-01",34.57
"308","2016-09-02",34.700001
"309","2016-09-06",34.599998
"310","2016-09-07",34.689999
"311","2016-09-08",34.5
"312","2016-09-09",33.18
"313","2016-09-12",33.34
"314","2016-09-13",32.900002
"315","2016-09-14",32.91
"316","2016-09-15",33
"317","2016-09-16",32.16
"318","2016-09-19",33.41
"319","2016-09-20",32.560001
"320","2016-09-21",32.93
"321","2016-09-22",33.720001
"322","2016-09-23",33.759998
"323","2016-09-26",33.75
"324","2016-09-27",33.810001
"325","2016-09-28",33.900002
"326","2016-09-29",33.259998
"327","2016-09-30",33.200001
"328","2016-10-03",33.080002
"329","2016-10-04",32.939999
"330","2016-10-05",33.41
"331","2016-10-06",33.549999
"332","2016-10-07",33.209999
"333","2016-10-10",33.639999
"334","2016-10-11",32.93
"335","2016-10-12",33.25
"336","2016-10-13",32.57
"337","2016-10-14",32.009998
"338","2016-10-17",32.169998
"339","2016-10-18",31.82
"340","2016-10-19",31.709999
"341","2016-10-20",30.6
"342","2016-10-21",30.59
"343","2016-10-24",30.860001
"344","2016-10-25",29.85
"345","2016-10-26",30.450001
"346","2016-10-27",29.540001
"347","2016-10-28",29.860001
"348","2016-10-31",30.129999
"349","2016-11-01",29.790001
"350","2016-11-02",29.52
"351","2016-11-03",29.6
"352","2016-11-04",30.559999
"353","2016-11-07",31.08
"354","2016-11-08",31.1
"355","2016-11-09",32.669998
"356","2016-11-10",34.189999
"357","2016-11-11",35.049999
"358","2016-11-14",35.880001
"359","2016-11-15",36.200001
"360","2016-11-16",35.82
"361","2016-11-17",36.66
"362","2016-11-18",37.02
"363","2016-11-21",36.970001
"364","2016-11-22",37.209999
"365","2016-11-23",37.16
"366","2016-11-25",37.5
"367","2016-11-28",36.959999
"368","2016-11-29",37.060001
"369","2016-11-30",36.290001
"370","2016-12-01",36.68
"371","2016-12-02",36.740002
"372","2016-12-05",37.029999
"373","2016-12-06",37.580002
"374","2016-12-07",38.490002
"375","2016-12-08",39.419998
"376","2016-12-09",39.040001
"377","2016-12-12",38.27
"378","2016-12-13",37.919998
"379","2016-12-14",37.23
"380","2016-12-15",36.290001
"381","2016-12-16",36.41
"382","2016-12-19",36.470001
"383","2016-12-20",36.700001
"384","2016-12-21",36.400002
"385","2016-12-22",35.98
"386","2016-12-23",36.02
"387","2016-12-27",36.400002
"388","2016-12-28",35.75
"389","2016-12-29",35.939999
"390","2016-12-30",35.599998
"391","2017-01-03",36.450001
"392","2017-01-04",37.540001
"393","2017-01-05",37.73
"394","2017-01-06",37.009998
"395","2017-01-09",36.77
"396","2017-01-10",37.240002
"397","2017-01-11",37.529999
"398","2017-01-12",37.09
"399","2017-01-13",37.619999
"400","2017-01-17",36.669998
"401","2017-01-18",36.689999
"402","2017-01-19",36.139999
"403","2017-01-20",36.82
"404","2017-01-23",36.889999
"405","2017-01-24",37.860001
"406","2017-01-25",38.259998
"407","2017-01-26",37.919998
"408","2017-01-27",37.549999
"409","2017-01-30",37.150002
"410","2017-01-31",37.110001
"411","2017-02-01",37.330002
"412","2017-02-02",37.720001
"413","2017-02-03",38.240002
"414","2017-02-06",38.040001
"415","2017-02-07",37.610001
"416","2017-02-08",37.43
"417","2017-02-09",37.759998
"418","2017-02-10",38.48
"419","2017-02-13",38.220001
"420","2017-02-14",37.990002
"421","2017-02-15",38.16
"422","2017-02-16",38.139999
"423","2017-02-17",37.919998
"424","2017-02-21",38.389999
"425","2017-02-22",38.619999
"426","2017-02-23",38.549999
"427","2017-02-24",38.700001
"428","2017-02-27",40.799999
"429","2017-02-28",41.98
"430","2017-03-01",44.150002
"431","2017-03-02",43.84
"432","2017-03-03",43.939999
"433","2017-03-06",43.900002
"434","2017-03-07",43.98
"435","2017-03-08",43.619999
"436","2017-03-09",43.790001
"437","2017-03-10",44.48
"438","2017-03-13",44.889999
"439","2017-03-14",44.630001
"440","2017-03-15",46.040001
"441","2017-03-16",47.240002
"442","2017-03-17",47.490002
"443","2017-03-20",46.400002
"444","2017-03-21",45.59
"445","2017-03-22",45.240002
"446","2017-03-23",45.689999
"447","2017-03-24",45.740002
"448","2017-03-27",45.66
"449","2017-03-28",46.43
"450","2017-03-29",46.700001
"451","2017-03-30",46.740002
"452","2017-03-31",47
"453","2017-04-03",46.700001
"454","2017-04-04",46.650002
"455","2017-04-05",46.619999
"456","2017-04-06",46.82
"457","2017-04-07",46.549999
"458","2017-04-10",46.110001
"459","2017-04-11",47.439999
"460","2017-04-12",46.349998
"461","2017-04-13",45.98
"462","2017-04-17",46.389999
"463","2017-04-18",46.790001
"464","2017-04-19",46.98
"465","2017-04-20",48.990002
"466","2017-04-21",49.68
"467","2017-04-24",49.509998
"468","2017-04-25",50.130001
"469","2017-04-26",51.450001
"470","2017-04-27",51.400002
"471","2017-04-28",51.189999
"472","2017-05-01",51.470001
"473","2017-05-02",51.330002
"474","2017-05-03",51.34
"475","2017-05-04",51.619999
"476","2017-05-05",51.599998
"477","2017-05-08",51.119999
"478","2017-05-09",53.700001
"479","2017-05-10",52.25
"480","2017-05-11",52.209999
"481","2017-05-12",51.869999
"482","2017-05-15",52.139999
"483","2017-05-16",51.759998
"484","2017-05-17",49.869999
"485","2017-05-18",51.049999
"486","2017-05-19",51.639999
"487","2017-05-22",51.810001
"488","2017-05-23",52.060001
"489","2017-05-24",52.009998
"490","2017-05-25",52.889999
"491","2017-05-26",53.73
"492","2017-05-30",53.599998
"493","2017-05-31",53.549999
"494","2017-06-01",53.779999
"495","2017-06-02",54.419998
"496","2017-06-05",52.490002
"497","2017-06-06",52.619999
"498","2017-06-07",52.470001
"499","2017-06-08",52.91
"500","2017-06-09",52.619999
"501","2017-06-12",52.900002
