"","date","NCTY"
"1","2007-01-03",977.400024
"2","2007-01-04",961.200012
"3","2007-01-05",918
"4","2007-01-08",914.700012
"5","2007-01-09",922.5
"6","2007-01-10",950.400024
"7","2007-01-11",1005
"8","2007-01-12",1006.799988
"9","2007-01-16",1027.5
"10","2007-01-17",1010.400024
"11","2007-01-18",971.099976
"12","2007-01-19",972
"13","2007-01-22",996
"14","2007-01-23",1059.599976
"15","2007-01-24",1140.900024
"16","2007-01-25",1127.699951
"17","2007-01-26",1128.900024
"18","2007-01-29",1131
"19","2007-01-30",1126.5
"20","2007-01-31",1105.5
"21","2007-02-01",1082.699951
"22","2007-02-02",1109.699951
"23","2007-02-05",1109.099976
"24","2007-02-06",1082.699951
"25","2007-02-07",1110.300049
"26","2007-02-08",1105.5
"27","2007-02-09",1069.199951
"28","2007-02-12",1107.599976
"29","2007-02-13",1140.900024
"30","2007-02-14",1175.400024
"31","2007-02-15",1080
"32","2007-02-16",1085.699951
"33","2007-02-20",1081.5
"34","2007-02-21",1103.099976
"35","2007-02-22",1097.699951
"36","2007-02-23",1102.199951
"37","2007-02-26",1140
"38","2007-02-27",976.5
"39","2007-02-28",1020.299988
"40","2007-03-01",1005.599976
"41","2007-03-02",994.5
"42","2007-03-05",927
"43","2007-03-06",1006.5
"44","2007-03-07",976.200012
"45","2007-03-08",981.599976
"46","2007-03-09",975.599976
"47","2007-03-12",1008
"48","2007-03-13",999.900024
"49","2007-03-14",1024.800049
"50","2007-03-15",1049.699951
"51","2007-03-16",1024.199951
"52","2007-03-19",1009.5
"53","2007-03-20",975
"54","2007-03-21",986.700012
"55","2007-03-22",1033.5
"56","2007-03-23",1046.400024
"57","2007-03-26",1049.099976
"58","2007-03-27",1028.699951
"59","2007-03-28",1014.299988
"60","2007-03-29",992.400024
"61","2007-03-30",1010.400024
"62","2007-04-02",1044
"63","2007-04-03",1122.900024
"64","2007-04-04",1117.199951
"65","2007-04-05",1056.599976
"66","2007-04-09",1230
"67","2007-04-10",1174.800049
"68","2007-04-11",1199.699951
"69","2007-04-12",1200
"70","2007-04-13",1191.599976
"71","2007-04-16",1199.099976
"72","2007-04-17",1206.900024
"73","2007-04-18",1252.5
"74","2007-04-19",1248
"75","2007-04-20",1273.5
"76","2007-04-23",1230
"77","2007-04-24",1235.699951
"78","2007-04-25",1233.599976
"79","2007-04-26",1252.800049
"80","2007-04-27",1263.599976
"81","2007-04-30",1227.300049
"82","2007-05-01",1206.599976
"83","2007-05-02",1249.199951
"84","2007-05-03",1273.5
"85","2007-05-04",1257.300049
"86","2007-05-07",1251
"87","2007-05-08",1226.400024
"88","2007-05-09",1253.699951
"89","2007-05-10",1237.199951
"90","2007-05-11",1296
"91","2007-05-14",1263
"92","2007-05-15",1206.300049
"93","2007-05-16",1200
"94","2007-05-17",1156.5
"95","2007-05-18",1184.099976
"96","2007-05-21",1306.199951
"97","2007-05-22",1326.900024
"98","2007-05-23",1267.199951
"99","2007-05-24",1247.699951
"100","2007-05-25",1281.599976
"101","2007-05-29",1267.5
"102","2007-05-30",1257
"103","2007-05-31",1279.199951
"104","2007-06-01",1300.800049
"105","2007-06-04",1318.800049
"106","2007-06-05",1327.800049
"107","2007-06-06",1323.300049
"108","2007-06-07",1280.099976
"109","2007-06-08",1302.599976
"110","2007-06-11",1289.400024
"111","2007-06-12",1292.400024
"112","2007-06-13",1320
"113","2007-06-14",1320.300049
"114","2007-06-15",1336.800049
"115","2007-06-18",1312.5
"116","2007-06-19",1321.800049
"117","2007-06-20",1350
"118","2007-06-21",1353.300049
"119","2007-06-22",1388.699951
"120","2007-06-25",1395.599976
"121","2007-06-26",1360.5
"122","2007-06-27",1343.699951
"123","2007-06-28",1362.300049
"124","2007-06-29",1387.800049
"125","2007-07-02",1429.800049
"126","2007-07-03",1491
"127","2007-07-05",1496.699951
"128","2007-07-06",1497
"129","2007-07-09",1491
"130","2007-07-10",1470
"131","2007-07-11",1456.5
"132","2007-07-12",1502.699951
"133","2007-07-13",1559.099976
"134","2007-07-16",1481.099976
"135","2007-07-17",1486.5
"136","2007-07-18",1514.699951
"137","2007-07-19",1529.099976
"138","2007-07-20",1530
"139","2007-07-23",1551
"140","2007-07-24",1520.699951
"141","2007-07-25",1505.400024
"142","2007-07-26",1496.699951
"143","2007-07-27",1468.199951
"144","2007-07-30",1464.599976
"145","2007-07-31",1470
"146","2007-08-01",1262.099976
"147","2007-08-02",1402.5
"148","2007-08-03",1344.900024
"149","2007-08-06",1279.800049
"150","2007-08-07",1326.300049
"151","2007-08-08",1324.5
"152","2007-08-09",1296
"153","2007-08-10",1318.5
"154","2007-08-13",1280.099976
"155","2007-08-14",1268.099976
"156","2007-08-15",1139.400024
"157","2007-08-16",1145.699951
"158","2007-08-17",1170.599976
"159","2007-08-20",1140.599976
"160","2007-08-21",1180.5
"161","2007-08-22",1188.599976
"162","2007-08-23",1172.699951
"163","2007-08-24",1161.900024
"164","2007-08-27",1168.199951
"165","2007-08-28",1210.5
"166","2007-08-29",1095.599976
"167","2007-08-30",1094.099976
"168","2007-08-31",1067.400024
"169","2007-09-04",1129.800049
"170","2007-09-05",1086
"171","2007-09-06",1134.599976
"172","2007-09-07",1115.699951
"173","2007-09-10",1081.199951
"174","2007-09-11",1063.800049
"175","2007-09-12",1096.5
"176","2007-09-13",1104
"177","2007-09-14",1102.5
"178","2007-09-17",1083
"179","2007-09-18",1065.599976
"180","2007-09-19",1058.400024
"181","2007-09-20",1086.300049
"182","2007-09-21",1087.199951
"183","2007-09-24",1062.599976
"184","2007-09-25",1020
"185","2007-09-26",967.5
"186","2007-09-27",991.5
"187","2007-09-28",1034.699951
"188","2007-10-01",1002
"189","2007-10-02",963.599976
"190","2007-10-03",897
"191","2007-10-04",989.099976
"192","2007-10-05",1013.700012
"193","2007-10-08",1019.400024
"194","2007-10-09",1028.699951
"195","2007-10-10",1052.699951
"196","2007-10-11",1065
"197","2007-10-12",1017
"198","2007-10-15",985.799988
"199","2007-10-16",975
"200","2007-10-17",969.900024
"201","2007-10-18",972.299988
"202","2007-10-19",910.200012
"203","2007-10-22",899.099976
"204","2007-10-23",968.099976
"205","2007-10-24",933.900024
"206","2007-10-25",901.200012
"207","2007-10-26",881.099976
"208","2007-10-29",857.700012
"209","2007-10-30",918.599976
"210","2007-10-31",952.5
"211","2007-11-01",1012.799988
"212","2007-11-02",993
"213","2007-11-05",1003.200012
"214","2007-11-06",1026
"215","2007-11-07",992.099976
"216","2007-11-08",960
"217","2007-11-09",929.099976
"218","2007-11-12",870
"219","2007-11-13",903
"220","2007-11-14",896.400024
"221","2007-11-15",949.5
"222","2007-11-16",645.900024
"223","2007-11-19",605.099976
"224","2007-11-20",619.5
"225","2007-11-21",613.799988
"226","2007-11-23",646.799988
"227","2007-11-26",696.299988
"228","2007-11-27",738
"229","2007-11-28",754.5
"230","2007-11-29",744
"231","2007-11-30",773.099976
"232","2007-12-03",700.5
"233","2007-12-04",724.5
"234","2007-12-05",714.900024
"235","2007-12-06",723.599976
"236","2007-12-07",756.299988
"237","2007-12-10",767.400024
"238","2007-12-11",735.599976
"239","2007-12-12",747.299988
"240","2007-12-13",720.299988
"241","2007-12-14",723.299988
"242","2007-12-17",720.299988
"243","2007-12-18",721.5
"244","2007-12-19",731.700012
"245","2007-12-20",720.900024
"246","2007-12-21",720.299988
"247","2007-12-24",726
"248","2007-12-26",705
"249","2007-12-27",669.299988
"250","2007-12-28",658.200012
"251","2007-12-31",639.599976
"252","2008-01-02",649.799988
"253","2008-01-03",643.799988
"254","2008-01-04",628.5
"255","2008-01-07",626.099976
"256","2008-01-08",604.5
"257","2008-01-09",591.900024
"258","2008-01-10",595.799988
"259","2008-01-11",591.900024
"260","2008-01-14",630.599976
"261","2008-01-15",637.5
"262","2008-01-16",649.200012
"263","2008-01-17",652.799988
"264","2008-01-18",566.700012
"265","2008-01-22",560.099976
"266","2008-01-23",555.299988
"267","2008-01-24",534.599976
"268","2008-01-25",533.099976
"269","2008-01-28",546.599976
"270","2008-01-29",555.599976
"271","2008-01-30",523.200012
"272","2008-01-31",544.5
"273","2008-02-01",534
"274","2008-02-04",560.400024
"275","2008-02-05",528.599976
"276","2008-02-06",520.200012
"277","2008-02-07",534
"278","2008-02-08",515.400024
"279","2008-02-11",492.899994
"280","2008-02-12",502.5
"281","2008-02-13",546.900024
"282","2008-02-14",546.299988
"283","2008-02-15",534.599976
"284","2008-02-19",515.099976
"285","2008-02-20",514.200012
"286","2008-02-21",539.700012
"287","2008-02-22",591.299988
"288","2008-02-25",611.400024
"289","2008-02-26",622.200012
"290","2008-02-27",663
"291","2008-02-28",687
"292","2008-02-29",645.599976
"293","2008-03-03",627.299988
"294","2008-03-04",615.299988
"295","2008-03-05",618.299988
"296","2008-03-06",606.299988
"297","2008-03-07",604.5
"298","2008-03-10",584.700012
"299","2008-03-11",634.5
"300","2008-03-12",587.700012
"301","2008-03-13",585.599976
"302","2008-03-14",569.400024
"303","2008-03-17",527.700012
"304","2008-03-18",540.299988
"305","2008-03-19",520.799988
"306","2008-03-20",524.400024
"307","2008-03-24",576
"308","2008-03-25",609.599976
"309","2008-03-26",601.5
"310","2008-03-27",594.299988
"311","2008-03-28",574.5
"312","2008-03-31",615
"313","2008-04-01",605.099976
"314","2008-04-02",605.700012
"315","2008-04-03",609
"316","2008-04-04",597
"317","2008-04-07",632.700012
"318","2008-04-08",592.5
"319","2008-04-09",564.299988
"320","2008-04-10",564.599976
"321","2008-04-11",562.5
"322","2008-04-14",597
"323","2008-04-15",597.599976
"324","2008-04-16",599.400024
"325","2008-04-17",595.799988
"326","2008-04-18",603.900024
"327","2008-04-21",606.599976
"328","2008-04-22",601.200012
"329","2008-04-23",615
"330","2008-04-24",644.400024
"331","2008-04-25",631.799988
"332","2008-04-28",637.200012
"333","2008-04-29",634.799988
"334","2008-04-30",644.099976
"335","2008-05-01",638.700012
"336","2008-05-02",640.5
"337","2008-05-05",664.799988
"338","2008-05-06",671.400024
"339","2008-05-07",641.700012
"340","2008-05-08",629.700012
"341","2008-05-09",655.200012
"342","2008-05-12",668.099976
"343","2008-05-13",718.200012
"344","2008-05-14",762.900024
"345","2008-05-15",802.5
"346","2008-05-16",757.5
"347","2008-05-19",773.700012
"348","2008-05-20",772.200012
"349","2008-05-21",740.400024
"350","2008-05-22",744
"351","2008-05-23",702
"352","2008-05-27",748.799988
"353","2008-05-28",753
"354","2008-05-29",745.5
"355","2008-05-30",776.700012
"356","2008-06-02",736.5
"357","2008-06-03",744
"358","2008-06-04",750.599976
"359","2008-06-05",773.700012
"360","2008-06-06",773.099976
"361","2008-06-09",777.299988
"362","2008-06-10",777.900024
"363","2008-06-11",772.5
"364","2008-06-12",761.700012
"365","2008-06-13",779.099976
"366","2008-06-16",776.400024
"367","2008-06-17",753.299988
"368","2008-06-18",711.599976
"369","2008-06-19",720.599976
"370","2008-06-20",662.400024
"371","2008-06-23",697.799988
"372","2008-06-24",685.799988
"373","2008-06-25",678.900024
"374","2008-06-26",669.599976
"375","2008-06-27",675
"376","2008-06-30",677.400024
"377","2008-07-01",673.5
"378","2008-07-02",736.200012
"379","2008-07-03",704.700012
"380","2008-07-07",735.599976
"381","2008-07-08",794.700012
"382","2008-07-09",808.799988
"383","2008-07-10",764.099976
"384","2008-07-11",750.900024
"385","2008-07-14",756.599976
"386","2008-07-15",741.299988
"387","2008-07-16",766.5
"388","2008-07-17",805.5
"389","2008-07-18",795
"390","2008-07-21",792.900024
"391","2008-07-22",824.099976
"392","2008-07-23",847.799988
"393","2008-07-24",695.400024
"394","2008-07-25",696
"395","2008-07-28",675
"396","2008-07-29",675.900024
"397","2008-07-30",669
"398","2008-07-31",670.799988
"399","2008-08-01",681.900024
"400","2008-08-04",720
"401","2008-08-05",730.200012
"402","2008-08-06",744.900024
"403","2008-08-07",730.5
"404","2008-08-08",684.900024
"405","2008-08-11",672
"406","2008-08-12",684.900024
"407","2008-08-13",544.799988
"408","2008-08-14",573.599976
"409","2008-08-15",563.400024
"410","2008-08-18",562.799988
"411","2008-08-19",558
"412","2008-08-20",573.900024
"413","2008-08-21",572.700012
"414","2008-08-22",582.299988
"415","2008-08-25",570
"416","2008-08-26",572.099976
"417","2008-08-27",558.900024
"418","2008-08-28",555
"419","2008-08-29",549
"420","2008-09-02",549.299988
"421","2008-09-03",558
"422","2008-09-04",539.400024
"423","2008-09-05",581.400024
"424","2008-09-08",577.799988
"425","2008-09-09",531.900024
"426","2008-09-10",508.799988
"427","2008-09-11",497.700012
"428","2008-09-12",539.099976
"429","2008-09-15",519.299988
"430","2008-09-16",525.299988
"431","2008-09-17",483.299988
"432","2008-09-18",511.5
"433","2008-09-19",562.5
"434","2008-09-22",537.599976
"435","2008-09-23",546
"436","2008-09-24",534.599976
"437","2008-09-25",541.200012
"438","2008-09-26",555.900024
"439","2008-09-29",505.5
"440","2008-09-30",503.700012
"441","2008-10-01",485.100006
"442","2008-10-02",534
"443","2008-10-03",481.799988
"444","2008-10-06",463.200012
"445","2008-10-07",434.700012
"446","2008-10-08",457.5
"447","2008-10-09",455.700012
"448","2008-10-10",438
"449","2008-10-13",476.700012
"450","2008-10-14",495
"451","2008-10-15",461.700012
"452","2008-10-16",424.5
"453","2008-10-17",414
"454","2008-10-20",423.600006
"455","2008-10-21",414.899994
"456","2008-10-22",405
"457","2008-10-23",399.899994
"458","2008-10-24",386.399994
"459","2008-10-27",365.399994
"460","2008-10-28",364.5
"461","2008-10-29",391.5
"462","2008-10-30",422.100006
"463","2008-10-31",426.600006
"464","2008-11-03",422.700012
"465","2008-11-04",419.399994
"466","2008-11-05",404.100006
"467","2008-11-06",387.600006
"468","2008-11-07",390
"469","2008-11-10",400.200012
"470","2008-11-11",382.200012
"471","2008-11-12",361.200012
"472","2008-11-13",378.899994
"473","2008-11-14",361.200012
"474","2008-11-17",369
"475","2008-11-18",400.799988
"476","2008-11-19",302.700012
"477","2008-11-20",322.200012
"478","2008-11-21",327.600006
"479","2008-11-24",329.399994
"480","2008-11-25",322.799988
"481","2008-11-26",379.200012
"482","2008-11-28",385.200012
"483","2008-12-01",345.899994
"484","2008-12-02",351
"485","2008-12-03",327
"486","2008-12-04",332.399994
"487","2008-12-05",367.799988
"488","2008-12-08",369
"489","2008-12-09",361.5
"490","2008-12-10",346.200012
"491","2008-12-11",354.299988
"492","2008-12-12",365.399994
"493","2008-12-15",374.100006
"494","2008-12-16",375.899994
"495","2008-12-17",378
"496","2008-12-18",373.200012
"497","2008-12-19",413.100006
"498","2008-12-22",408.600006
"499","2008-12-23",403.5
"500","2008-12-24",384.600006
"501","2008-12-26",392.700012
"502","2008-12-29",389.100006
"503","2008-12-30",410.399994
"504","2008-12-31",399.600006
"505","2009-01-02",420.299988
"506","2009-01-05",423
"507","2009-01-06",426.899994
"508","2009-01-07",434.100006
"509","2009-01-08",443.399994
"510","2009-01-09",449.399994
"511","2009-01-12",421.5
"512","2009-01-13",423.299988
"513","2009-01-14",414
"514","2009-01-15",444.299988
"515","2009-01-16",448.5
"516","2009-01-20",423.899994
"517","2009-01-21",481.200012
"518","2009-01-22",473.399994
"519","2009-01-23",471.299988
"520","2009-01-26",474.299988
"521","2009-01-27",481.200012
"522","2009-01-28",480
"523","2009-01-29",455.700012
"524","2009-01-30",453.600006
"525","2009-02-02",447
"526","2009-02-03",448.799988
"527","2009-02-04",445.799988
"528","2009-02-05",449.399994
"529","2009-02-06",444.899994
"530","2009-02-09",447.600006
"531","2009-02-10",443.100006
"532","2009-02-11",440.700012
"533","2009-02-12",435
"534","2009-02-13",434.700012
"535","2009-02-17",401.399994
"536","2009-02-18",382.799988
"537","2009-02-19",375.299988
"538","2009-02-20",366
"539","2009-02-23",396.600006
"540","2009-02-24",340.799988
"541","2009-02-25",359.100006
"542","2009-02-26",353.100006
"543","2009-02-27",350.100006
"544","2009-03-02",323.700012
"545","2009-03-03",307.5
"546","2009-03-04",303.299988
"547","2009-03-05",296.700012
"548","2009-03-06",284.700012
"549","2009-03-09",279.899994
"550","2009-03-10",305.700012
"551","2009-03-11",326.399994
"552","2009-03-12",336.899994
"553","2009-03-13",348.299988
"554","2009-03-16",387.899994
"555","2009-03-17",382.5
"556","2009-03-18",387
"557","2009-03-19",412.200012
"558","2009-03-20",398.100006
"559","2009-03-23",409.799988
"560","2009-03-24",383.399994
"561","2009-03-25",384.299988
"562","2009-03-26",414
"563","2009-03-27",414.899994
"564","2009-03-30",371.100006
"565","2009-03-31",404.700012
"566","2009-04-01",388.5
"567","2009-04-02",415.200012
"568","2009-04-03",417.299988
"569","2009-04-06",424.5
"570","2009-04-07",448.799988
"571","2009-04-08",412.5
"572","2009-04-09",417.899994
"573","2009-04-13",397.5
"574","2009-04-14",396.600006
"575","2009-04-15",298.799988
"576","2009-04-16",268.5
"577","2009-04-17",321
"578","2009-04-20",287.700012
"579","2009-04-21",282.299988
"580","2009-04-22",286.799988
"581","2009-04-23",280.5
"582","2009-04-24",279.600006
"583","2009-04-27",276.299988
"584","2009-04-28",277.799988
"585","2009-04-29",281.399994
"586","2009-04-30",279.600006
"587","2009-05-01",280.5
"588","2009-05-04",289.799988
"589","2009-05-05",284.700012
"590","2009-05-06",283.799988
"591","2009-05-07",277.5
"592","2009-05-08",277.200012
"593","2009-05-11",283.799988
"594","2009-05-12",280.5
"595","2009-05-13",272.399994
"596","2009-05-14",274.5
"597","2009-05-15",277.799988
"598","2009-05-18",283.200012
"599","2009-05-19",280.799988
"600","2009-05-20",277.799988
"601","2009-05-21",271.200012
"602","2009-05-22",269.100006
"603","2009-05-26",269.700012
"604","2009-05-27",268.5
"605","2009-05-28",270.899994
"606","2009-05-29",274.200012
"607","2009-06-01",278.100006
"608","2009-06-02",318.299988
"609","2009-06-03",355.5
"610","2009-06-04",348.299988
"611","2009-06-05",345.299988
"612","2009-06-08",333.600006
"613","2009-06-09",347.700012
"614","2009-06-10",348
"615","2009-06-11",344.700012
"616","2009-06-12",332.399994
"617","2009-06-15",313.799988
"618","2009-06-16",306.899994
"619","2009-06-17",308.399994
"620","2009-06-18",294.600006
"621","2009-06-19",300.600006
"622","2009-06-22",316.200012
"623","2009-06-23",311.399994
"624","2009-06-24",313.200012
"625","2009-06-25",315.600006
"626","2009-06-26",320.100006
"627","2009-06-29",315
"628","2009-06-30",304.5
"629","2009-07-01",292.5
"630","2009-07-02",284.100006
"631","2009-07-06",279.600006
"632","2009-07-07",279.600006
"633","2009-07-08",263.100006
"634","2009-07-09",272.399994
"635","2009-07-10",263.399994
"636","2009-07-13",259.5
"637","2009-07-14",250.199997
