"","date","EBIX"
"1","2007-01-03",2.955555
"2","2007-01-04",2.877778
"3","2007-01-05",2.894444
"4","2007-01-08",2.978889
"5","2007-01-09",3.011111
"6","2007-01-10",3.011111
"7","2007-01-11",3.011111
"8","2007-01-12",3.083333
"9","2007-01-16",3.096667
"10","2007-01-17",3.1
"11","2007-01-18",3.111111
"12","2007-01-19",3.035556
"13","2007-01-22",3.055556
"14","2007-01-23",3.083333
"15","2007-01-24",3.046667
"16","2007-01-25",2.928889
"17","2007-01-26",2.822222
"18","2007-01-29",2.777778
"19","2007-01-30",2.825556
"20","2007-01-31",2.837778
"21","2007-02-01",2.856667
"22","2007-02-02",2.882222
"23","2007-02-05",2.932222
"24","2007-02-06",2.888889
"25","2007-02-07",2.891111
"26","2007-02-08",3
"27","2007-02-09",2.942222
"28","2007-02-12",2.844445
"29","2007-02-13",2.724444
"30","2007-02-14",2.741111
"31","2007-02-15",3.001111
"32","2007-02-16",2.958889
"33","2007-02-20",3.216667
"34","2007-02-21",3.132222
"35","2007-02-22",3.083333
"36","2007-02-23",3.222222
"37","2007-02-26",3.151111
"38","2007-02-27",3.111111
"39","2007-02-28",3.111111
"40","2007-03-01",3.055556
"41","2007-03-02",2.968889
"42","2007-03-05",2.916667
"43","2007-03-06",2.841111
"44","2007-03-07",2.841111
"45","2007-03-08",2.856667
"46","2007-03-09",2.856667
"47","2007-03-12",2.886667
"48","2007-03-13",2.843333
"49","2007-03-14",2.892222
"50","2007-03-15",2.892222
"51","2007-03-16",2.85
"52","2007-03-19",2.85
"53","2007-03-20",3.078889
"54","2007-03-21",3.081111
"55","2007-03-22",3.025556
"56","2007-03-23",3.077778
"57","2007-03-26",3.086667
"58","2007-03-27",3.082222
"59","2007-03-28",3.086667
"60","2007-03-29",3.086667
"61","2007-03-30",3.221111
"62","2007-04-02",3.366667
"63","2007-04-03",3.333333
"64","2007-04-04",3.294445
"65","2007-04-05",3.23
"66","2007-04-09",3.266667
"67","2007-04-10",3.266667
"68","2007-04-11",3.261111
"69","2007-04-12",3.321111
"70","2007-04-13",3.515556
"71","2007-04-16",3.666667
"72","2007-04-17",3.641111
"73","2007-04-18",3.722222
"74","2007-04-19",3.642222
"75","2007-04-20",3.588889
"76","2007-04-23",3.421111
"77","2007-04-24",3.422222
"78","2007-04-25",3.421111
"79","2007-04-26",3.444444
"80","2007-04-27",3.431111
"81","2007-04-30",3.371111
"82","2007-05-01",3.377778
"83","2007-05-02",3.404444
"84","2007-05-03",3.444444
"85","2007-05-04",3.332222
"86","2007-05-07",3.307778
"87","2007-05-08",3.247778
"88","2007-05-09",3.267778
"89","2007-05-10",3.238889
"90","2007-05-11",3.444444
"91","2007-05-14",3.317778
"92","2007-05-15",3.805556
"93","2007-05-16",4.038889
"94","2007-05-17",4.111111
"95","2007-05-18",4.015555
"96","2007-05-21",4.023334
"97","2007-05-22",4.015555
"98","2007-05-23",4.086667
"99","2007-05-24",4.076667
"100","2007-05-25",4.098889
"101","2007-05-29",4.103333
"102","2007-05-30",4.071111
"103","2007-05-31",4.113333
"104","2007-06-01",4.264444
"105","2007-06-04",4.316667
"106","2007-06-05",4.47
"107","2007-06-06",4.666667
"108","2007-06-07",4.543334
"109","2007-06-08",4.444445
"110","2007-06-11",4.577778
"111","2007-06-12",4.401111
"112","2007-06-13",4.184444
"113","2007-06-14",4.293334
"114","2007-06-15",4.296667
"115","2007-06-18",4.443333
"116","2007-06-19",4.443333
"117","2007-06-20",4.283333
"118","2007-06-21",4.4
"119","2007-06-22",4.414444
"120","2007-06-25",4.471111
"121","2007-06-26",4.382222
"122","2007-06-27",4.466667
"123","2007-06-28",4.4
"124","2007-06-29",4.466667
"125","2007-07-02",4.416667
"126","2007-07-03",4.662222
"127","2007-07-05",4.656667
"128","2007-07-06",4.633333
"129","2007-07-09",4.722222
"130","2007-07-10",4.717778
"131","2007-07-11",4.715556
"132","2007-07-12",4.733333
"133","2007-07-13",4.716667
"134","2007-07-16",4.697778
"135","2007-07-17",4.67
"136","2007-07-18",4.482222
"137","2007-07-19",4.444445
"138","2007-07-20",4.385556
"139","2007-07-23",4.435555
"140","2007-07-24",4.366667
"141","2007-07-25",4.246666
"142","2007-07-26",4.194445
"143","2007-07-27",4.233333
"144","2007-07-30",4.182222
"145","2007-07-31",4.211111
"146","2007-08-01",4.333333
"147","2007-08-02",4.505556
"148","2007-08-03",4.604445
"149","2007-08-06",4.981111
"150","2007-08-07",5.076667
"151","2007-08-08",4.964445
"152","2007-08-09",4.883333
"153","2007-08-10",4.678889
"154","2007-08-13",4.983333
"155","2007-08-14",4.944445
"156","2007-08-15",5
"157","2007-08-16",4.85
"158","2007-08-17",5
"159","2007-08-20",5.247778
"160","2007-08-21",5.33
"161","2007-08-22",5.298889
"162","2007-08-23",5.521111
"163","2007-08-24",5.638889
"164","2007-08-27",5.666667
"165","2007-08-28",5.624444
"166","2007-08-29",5.682222
"167","2007-08-30",5.666667
"168","2007-08-31",5.877778
"169","2007-09-04",5.711111
"170","2007-09-05",5.593333
"171","2007-09-06",5.595556
"172","2007-09-07",5.566667
"173","2007-09-10",5.478889
"174","2007-09-11",5.466667
"175","2007-09-12",5.282222
"176","2007-09-13",5.234445
"177","2007-09-14",5.241111
"178","2007-09-17",5.303333
"179","2007-09-18",5.33
"180","2007-09-19",5.472222
"181","2007-09-20",5.635556
"182","2007-09-21",5.553333
"183","2007-09-24",5.666667
"184","2007-09-25",5.611111
"185","2007-09-26",5.664444
"186","2007-09-27",5.538889
"187","2007-09-28",5.516667
"188","2007-10-01",5.781111
"189","2007-10-02",5.648889
"190","2007-10-03",5.665555
"191","2007-10-04",5.665555
"192","2007-10-05",5.666667
"193","2007-10-08",5.653333
"194","2007-10-09",5.516667
"195","2007-10-10",5.666667
"196","2007-10-11",5.54
"197","2007-10-12",5.555555
"198","2007-10-15",5.666667
"199","2007-10-16",5.662222
"200","2007-10-17",5.621111
"201","2007-10-18",5.583333
"202","2007-10-19",5.555555
"203","2007-10-22",5.611111
"204","2007-10-23",5.566667
"205","2007-10-24",5.621111
"206","2007-10-25",5.641111
"207","2007-10-26",5.714445
"208","2007-10-29",5.777778
"209","2007-10-30",5.776667
"210","2007-10-31",6.882222
"211","2007-11-01",6.685555
"212","2007-11-02",6.695556
"213","2007-11-05",6.737778
"214","2007-11-06",6.944445
"215","2007-11-07",7.281111
"216","2007-11-08",7.433333
"217","2007-11-09",7.422222
"218","2007-11-12",6.996666
"219","2007-11-13",6.943333
"220","2007-11-14",6.666667
"221","2007-11-15",6.823333
"222","2007-11-16",6.943333
"223","2007-11-19",6.771111
"224","2007-11-20",6.774445
"225","2007-11-21",6.664444
"226","2007-11-23",6.555555
"227","2007-11-26",6.654444
"228","2007-11-27",6.504445
"229","2007-11-28",6.464445
"230","2007-11-29",6.861111
"231","2007-11-30",7.111111
"232","2007-12-03",7.035555
"233","2007-12-04",6.986667
"234","2007-12-05",6.972222
"235","2007-12-06",7.002222
"236","2007-12-07",6.987778
"237","2007-12-10",7.093333
"238","2007-12-11",7.027778
"239","2007-12-12",7.024445
"240","2007-12-13",6.781111
"241","2007-12-14",6.8
"242","2007-12-17",7
"243","2007-12-18",7.223333
"244","2007-12-19",7.293334
"245","2007-12-20",7.41
"246","2007-12-21",7.726666
"247","2007-12-24",8.108889
"248","2007-12-26",7.9
"249","2007-12-27",7.783333
"250","2007-12-28",7.875556
"251","2007-12-31",8.132222
"252","2008-01-02",8.221111
"253","2008-01-03",8.611111
"254","2008-01-04",8.336667
"255","2008-01-07",8.161111
"256","2008-01-08",7.888889
"257","2008-01-09",7.53
"258","2008-01-10",7.617778
"259","2008-01-11",7.946667
"260","2008-01-14",7.544445
"261","2008-01-15",7.523334
"262","2008-01-16",7.694445
"263","2008-01-17",7.444445
"264","2008-01-18",7.403333
"265","2008-01-22",6.89
"266","2008-01-23",7.222222
"267","2008-01-24",7.354445
"268","2008-01-25",7.217778
"269","2008-01-28",7
"270","2008-01-29",6.974444
"271","2008-01-30",6.888889
"272","2008-01-31",7.128889
"273","2008-02-01",7.166667
"274","2008-02-04",7.767778
"275","2008-02-05",7.578889
"276","2008-02-06",7.138889
"277","2008-02-07",7.072222
"278","2008-02-08",6.98
"279","2008-02-11",7.184444
"280","2008-02-12",7.311111
"281","2008-02-13",7.611111
"282","2008-02-14",7.511111
"283","2008-02-15",7.445556
"284","2008-02-19",7.433333
"285","2008-02-20",7.51
"286","2008-02-21",7.555555
"287","2008-02-22",7.861111
"288","2008-02-25",8.193334
"289","2008-02-26",8.388889
"290","2008-02-27",8.361111
"291","2008-02-28",8.333333
"292","2008-02-29",8.444445
"293","2008-03-03",8.555555
"294","2008-03-04",8.275556
