"","date","FLXN"
"272","2015-03-12",24.540001
"273","2015-03-13",25.860001
"274","2015-03-16",26.139999
"275","2015-03-17",26.809999
"276","2015-03-18",26.700001
"277","2015-03-19",29.059999
"278","2015-03-20",28.32
"279","2015-03-23",26.51
"280","2015-03-24",24.75
"281","2015-03-25",22.84
"282","2015-03-26",22.790001
"283","2015-03-27",22.379999
"284","2015-03-30",23.27
"285","2015-03-31",22.52
"286","2015-04-01",22.639999
"287","2015-04-02",23.059999
"288","2015-04-06",22.92
"289","2015-04-07",22.99
"290","2015-04-08",22.969999
"291","2015-04-09",23.07
"292","2015-04-10",23.030001
"293","2015-04-13",22.200001
"294","2015-04-14",21.4
"295","2015-04-15",20.42
"296","2015-04-16",20.940001
"297","2015-04-17",19.23
"298","2015-04-20",19.01
"299","2015-04-21",19.549999
"300","2015-04-22",18.77
"301","2015-04-23",18.549999
"302","2015-04-24",18.52
"303","2015-04-27",16.799999
"304","2015-04-28",16.870001
"305","2015-04-29",16.82
"306","2015-04-30",16.02
"307","2015-05-01",16.610001
"308","2015-05-04",18
"309","2015-05-05",18.52
"310","2015-05-06",19.99
"311","2015-05-07",20.09
"312","2015-05-08",18.9
"313","2015-05-11",18.59
"314","2015-05-12",18.549999
"315","2015-05-13",17.809999
"316","2015-05-14",18.65
"317","2015-05-15",18.450001
"318","2015-05-18",19.18
"319","2015-05-19",18.950001
"320","2015-05-20",19.67
"321","2015-05-21",19.24
"322","2015-05-22",19.18
"323","2015-05-26",20
"324","2015-05-27",19.870001
"325","2015-05-28",19.5
"326","2015-05-29",19.91
"327","2015-06-01",19.16
"328","2015-06-02",19.049999
"329","2015-06-03",19.27
"330","2015-06-04",18.709999
"331","2015-06-05",19
"332","2015-06-08",22.01
"333","2015-06-09",22.32
"334","2015-06-10",23.01
"335","2015-06-11",21.790001
"336","2015-06-12",22.059999
"337","2015-06-15",22.48
"338","2015-06-16",21.99
"339","2015-06-17",21.85
"340","2015-06-18",20.91
"341","2015-06-19",20.209999
"342","2015-06-22",21.6
"343","2015-06-23",22.040001
"344","2015-06-24",21.030001
"345","2015-06-25",22.309999
"346","2015-06-26",21.6
"347","2015-06-29",20.799999
"348","2015-06-30",21.889999
"349","2015-07-01",21.58
"350","2015-07-02",21.190001
"351","2015-07-06",22.5
"352","2015-07-07",23.290001
"353","2015-07-08",22.1
"354","2015-07-09",22.43
"355","2015-07-10",23.74
"356","2015-07-13",24.280001
"357","2015-07-14",25.049999
"358","2015-07-15",25.799999
"359","2015-07-16",25.620001
"360","2015-07-17",25.549999
"361","2015-07-20",25.09
"362","2015-07-21",24.959999
"363","2015-07-22",25.559999
"364","2015-07-23",25.4
"365","2015-07-24",23.5
"366","2015-07-27",22.77
"367","2015-07-28",22.59
"368","2015-07-29",20.93
"369","2015-07-30",22.620001
"370","2015-07-31",23.4
"371","2015-08-03",24.32
"372","2015-08-04",23.76
"373","2015-08-05",23.93
"374","2015-08-06",22.540001
"375","2015-08-07",23.110001
"376","2015-08-10",23.57
"377","2015-08-11",22.450001
"378","2015-08-12",22.75
"379","2015-08-13",22.969999
"380","2015-08-14",23.1
"381","2015-08-17",24.17
"382","2015-08-18",24.209999
"383","2015-08-19",24.15
"384","2015-08-20",24.08
"385","2015-08-21",24.389999
"386","2015-08-24",22.889999
"387","2015-08-25",22.76
"388","2015-08-26",23.969999
"389","2015-08-27",24.709999
"390","2015-08-28",25.290001
"391","2015-08-31",24.110001
"392","2015-09-01",24.559999
"393","2015-09-02",26.32
"394","2015-09-03",25.639999
"395","2015-09-04",27.290001
"396","2015-09-08",29
"397","2015-09-09",22.02
"398","2015-09-10",23.280001
"399","2015-09-11",23.42
"400","2015-09-14",24.5
"401","2015-09-15",23.51
"402","2015-09-16",23.48
"403","2015-09-17",22.76
"404","2015-09-18",24.99
"405","2015-09-21",25.120001
"406","2015-09-22",25.09
"407","2015-09-23",25.059999
"408","2015-09-24",23.379999
"409","2015-09-25",19.01
"410","2015-09-28",16.4
"411","2015-09-29",14.43
"412","2015-09-30",14.86
"413","2015-10-01",13.64
"414","2015-10-02",14.5
"415","2015-10-05",15.14
"416","2015-10-06",13.95
"417","2015-10-07",14.8
"418","2015-10-08",14.92
"419","2015-10-09",15.19
"420","2015-10-12",15.21
"421","2015-10-13",14.38
"422","2015-10-14",13.88
"423","2015-10-15",15.48
"424","2015-10-16",15.1
"425","2015-10-19",15.5
"426","2015-10-20",15.01
"427","2015-10-21",14.51
"428","2015-10-22",14.29
"429","2015-10-23",15.51
"430","2015-10-26",16.26
"431","2015-10-27",17.15
"432","2015-10-28",17.42
"433","2015-10-29",16.790001
"434","2015-10-30",16.48
"435","2015-11-02",17.41
"436","2015-11-03",17.370001
"437","2015-11-04",18.16
"438","2015-11-05",17.709999
"439","2015-11-06",17.469999
"440","2015-11-09",17.24
"441","2015-11-10",16.99
"442","2015-11-11",16.959999
"443","2015-11-12",16.83
"444","2015-11-13",17.059999
"445","2015-11-16",16.540001
"446","2015-11-17",16.98
"447","2015-11-18",17.65
"448","2015-11-19",16.950001
"449","2015-11-20",16.969999
"450","2015-11-23",17.33
"451","2015-11-24",17.51
"452","2015-11-25",18.6
"453","2015-11-27",19.450001
"454","2015-11-30",19.440001
"455","2015-12-01",19.01
"456","2015-12-02",19.549999
"457","2015-12-03",19.059999
"458","2015-12-04",19.24
"459","2015-12-07",18.9
"460","2015-12-08",19
"461","2015-12-09",18.42
"462","2015-12-10",19.530001
"463","2015-12-11",19.77
"464","2015-12-14",19.690001
"465","2015-12-15",19.860001
"466","2015-12-16",20.75
"467","2015-12-17",19.309999
"468","2015-12-18",19.030001
"469","2015-12-21",19.620001
"470","2015-12-22",19.48
"471","2015-12-23",19.200001
"472","2015-12-24",19.43
"473","2015-12-28",19.040001
"474","2015-12-29",19.32
"475","2015-12-30",19.02
"476","2015-12-31",19.27
"477","2016-01-04",18.200001
"478","2016-01-05",18.780001
"479","2016-01-06",16.969999
"480","2016-01-07",15.69
"481","2016-01-08",15.41
"482","2016-01-11",15.56
"483","2016-01-12",15.67
"484","2016-01-13",15.32
"485","2016-01-14",15.81
"486","2016-01-15",15.61
"487","2016-01-19",14.98
"488","2016-01-20",15.86
"489","2016-01-21",15.76
"490","2016-01-22",15.7
"491","2016-01-25",15.57
"492","2016-01-26",15.56
"493","2016-01-27",15.11
"494","2016-01-28",14.96
"495","2016-01-29",15.48
"496","2016-02-01",15.98
"497","2016-02-02",14.87
"498","2016-02-03",14.03
"499","2016-02-04",14.13
"500","2016-02-05",13.2
"501","2016-02-08",11.31
"502","2016-02-09",11.24
"503","2016-02-10",11.41
"504","2016-02-11",11.25
"505","2016-02-12",10.6
"506","2016-02-16",10.9
"507","2016-02-17",13
"508","2016-02-18",11.91
"509","2016-02-19",10.91
"510","2016-02-22",10.9
"511","2016-02-23",10.42
"512","2016-02-24",9.86
"513","2016-02-25",9.81
"514","2016-02-26",9.75
"515","2016-02-29",9.46
"516","2016-03-01",9.46
"517","2016-03-02",10.02
"518","2016-03-03",10.08
"519","2016-03-04",9.74
"520","2016-03-07",10.81
"521","2016-03-08",10.04
"522","2016-03-09",10.08
"523","2016-03-10",9.71
"524","2016-03-11",8.97
"525","2016-03-14",9.72
"526","2016-03-15",8.44
"527","2016-03-16",8.28
"528","2016-03-17",8.12
"529","2016-03-18",8.47
"530","2016-03-21",8.59
"531","2016-03-22",9.03
"532","2016-03-23",8.65
"533","2016-03-24",8.81
"534","2016-03-28",8.55
"535","2016-03-29",9.01
"536","2016-03-30",9
"537","2016-03-31",9.2
"538","2016-04-01",9.42
"539","2016-04-04",10.95
"540","2016-04-05",11
"541","2016-04-06",12.3
"542","2016-04-07",12.24
"543","2016-04-08",11.76
"544","2016-04-11",11.79
"545","2016-04-12",11.86
"546","2016-04-13",12.31
"547","2016-04-14",12.65
"548","2016-04-15",12.85
"549","2016-04-18",13.39
"550","2016-04-19",12.56
"551","2016-04-20",12.41
"552","2016-04-21",13.12
"553","2016-04-22",12.76
"554","2016-04-25",12.58
"555","2016-04-26",12.15
"556","2016-04-27",10.61
"557","2016-04-28",10.76
"558","2016-04-29",10.4
"559","2016-05-02",10.63
"560","2016-05-03",11.28
"561","2016-05-04",10.19
"562","2016-05-05",10.11
"563","2016-05-06",9.75
"564","2016-05-09",10.18
"565","2016-05-10",10.04
"566","2016-05-11",9.42
"567","2016-05-12",8.59
"568","2016-05-13",8.75
"569","2016-05-16",9.67
"570","2016-05-17",9.6
"571","2016-05-18",10.24
"572","2016-05-19",9.68
"573","2016-05-20",10.49
"574","2016-05-23",10.6
"575","2016-05-24",11.54
"576","2016-05-25",11.45
"577","2016-05-26",17.23
"578","2016-05-27",15.53
"579","2016-05-31",17.440001
"580","2016-06-01",16.83
"581","2016-06-02",17.049999
"582","2016-06-03",16.120001
"583","2016-06-06",16.73
"584","2016-06-07",16.09
"585","2016-06-08",14.1
"586","2016-06-09",14.03
"587","2016-06-10",13.83
"588","2016-06-13",13.89
"589","2016-06-14",13.75
"590","2016-06-15",13.72
"591","2016-06-16",13.91
"592","2016-06-17",13.28
"593","2016-06-20",14.02
"594","2016-06-21",13.77
"595","2016-06-22",13.82
"596","2016-06-23",14.84
"597","2016-06-24",13.93
"598","2016-06-27",13.48
"599","2016-06-28",15.08
"600","2016-06-29",14.88
"601","2016-06-30",14.97
"602","2016-07-01",15.4
"603","2016-07-05",15.55
"604","2016-07-06",16.24
"605","2016-07-07",15.79
"606","2016-07-08",16.25
"607","2016-07-11",15.86
"608","2016-07-12",16.41
"609","2016-07-13",15.63
"610","2016-07-14",15.12
"611","2016-07-15",15.61
"612","2016-07-18",15.9
"613","2016-07-19",15.34
"614","2016-07-20",15.9
"615","2016-07-21",16.58
"616","2016-07-22",16.85
"617","2016-07-25",16.610001
"618","2016-07-26",16.57
"619","2016-07-27",17.09
"620","2016-07-28",16.620001
"621","2016-07-29",16.559999
"622","2016-08-01",16.51
"623","2016-08-02",16.34
"624","2016-08-03",16.74
"625","2016-08-04",17.25
"626","2016-08-05",17.549999
"627","2016-08-08",17.75
"628","2016-08-09",17.969999
"629","2016-08-10",16.870001
"630","2016-08-11",17.16
"631","2016-08-12",17.5
"632","2016-08-15",17.85
"633","2016-08-16",17.73
"634","2016-08-17",17.809999
"635","2016-08-18",17.74
"636","2016-08-19",17.799999
"637","2016-08-22",18
"638","2016-08-23",17.860001
"639","2016-08-24",16.75
"640","2016-08-25",16.690001
"641","2016-08-26",16.969999
"642","2016-08-29",16.84
"643","2016-08-30",16.92
"644","2016-08-31",16.68
"645","2016-09-01",16.91
"646","2016-09-02",16.83
"647","2016-09-06",17.059999
"648","2016-09-07",17
"649","2016-09-08",16.950001
"650","2016-09-09",15.82
"651","2016-09-12",16.35
"652","2016-09-13",15.87
"653","2016-09-14",16.07
"654","2016-09-15",16.1
"655","2016-09-16",17.290001
"656","2016-09-19",16.76
"657","2016-09-20",17.030001
"658","2016-09-21",17.360001
"659","2016-09-22",17.780001
"660","2016-09-23",18.02
"661","2016-09-26",17.49
"662","2016-09-27",18.77
"663","2016-09-28",19.379999
"664","2016-09-29",19.01
"665","2016-09-30",19.540001
"666","2016-10-03",19.57
"667","2016-10-04",19.719999
"668","2016-10-05",20.98
"669","2016-10-06",20.43
"670","2016-10-07",19.99
"671","2016-10-10",20.450001
"672","2016-10-11",18.959999
"673","2016-10-12",18.879999
"674","2016-10-13",18.57
"675","2016-10-14",18.66
"676","2016-10-17",19.309999
"677","2016-10-18",20.5
"678","2016-10-19",20.07
"679","2016-10-20",20.5
"680","2016-10-21",20.530001
"681","2016-10-24",19.84
"682","2016-10-25",19.799999
"683","2016-10-26",19.58
"684","2016-10-27",19.190001
"685","2016-10-28",19.040001
"686","2016-10-31",19.1
"687","2016-11-01",19.530001
"688","2016-11-02",18.530001
"689","2016-11-03",16.93
"690","2016-11-04",17.4
"691","2016-11-07",18.24
"692","2016-11-08",17.959999
"693","2016-11-09",19.92
"694","2016-11-10",21.65
"695","2016-11-11",21.629999
"696","2016-11-14",20.969999
"697","2016-11-15",20.290001
"698","2016-11-16",18.1
"699","2016-11-17",18.049999
"700","2016-11-18",18.209999
"701","2016-11-21",17.92
"702","2016-11-22",18.01
"703","2016-11-23",18.52
"704","2016-11-25",18.33
"705","2016-11-28",17.629999
"706","2016-11-29",17.379999
"707","2016-11-30",16.5
"708","2016-12-01",16.559999
"709","2016-12-02",17.52
"710","2016-12-05",18.309999
"711","2016-12-06",18.879999
"712","2016-12-07",19.02
"713","2016-12-08",19.49
"714","2016-12-09",19.549999
"715","2016-12-12",18.75
"716","2016-12-13",18.629999
"717","2016-12-14",19.049999
"718","2016-12-15",19.530001
"719","2016-12-16",19.42
"720","2016-12-19",19.15
"721","2016-12-20",18.559999
"722","2016-12-21",18.18
"723","2016-12-22",18.57
"724","2016-12-23",20.709999
"725","2016-12-27",20.73
"726","2016-12-28",19.92
"727","2016-12-29",19.049999
"728","2016-12-30",19.02
"729","2017-01-03",18.92
"730","2017-01-04",19.379999
"731","2017-01-05",19.110001
"732","2017-01-06",19.610001
"733","2017-01-09",19.77
"734","2017-01-10",20
"735","2017-01-11",19.02
"736","2017-01-12",19.07
"737","2017-01-13",19.190001
"738","2017-01-17",18.559999
"739","2017-01-18",18.98
"740","2017-01-19",18.5
"741","2017-01-20",18.440001
"742","2017-01-23",18.889999
"743","2017-01-24",18.74
"744","2017-01-25",18.959999
"745","2017-01-26",18.709999
"746","2017-01-27",19.209999
"747","2017-01-30",18.709999
"748","2017-01-31",19.4
"749","2017-02-01",19.440001
"750","2017-02-02",19.43
"751","2017-02-03",20.01
"752","2017-02-06",19.73
"753","2017-02-07",19.040001
"754","2017-02-08",18.34
"755","2017-02-09",18.66
"756","2017-02-10",18.48
"757","2017-02-13",18.379999
"758","2017-02-14",18.790001
"759","2017-02-15",19.41
"760","2017-02-16",19.280001
"761","2017-02-17",19.23
"762","2017-02-21",19.66
"763","2017-02-22",19.34
"764","2017-02-23",18.940001
"765","2017-02-24",19.27
"766","2017-02-27",20.610001
"767","2017-02-28",20.049999
"768","2017-03-01",20.450001
"769","2017-03-02",20.879999
"770","2017-03-03",21.219999
"771","2017-03-06",20.75
"772","2017-03-07",20.82
"773","2017-03-08",20.700001
"774","2017-03-09",20.629999
"775","2017-03-10",20.73
"776","2017-03-13",20.709999
"777","2017-03-14",19.84
"778","2017-03-15",20.049999
"779","2017-03-16",20.27
"780","2017-03-17",20.26
"781","2017-03-20",20.799999
"782","2017-03-21",19.540001
"783","2017-03-22",19.68
"784","2017-03-23",26.25
"785","2017-03-24",27.27
"786","2017-03-27",29.26
"787","2017-03-28",27.48
"788","2017-03-29",26.969999
"789","2017-03-30",27.08
"790","2017-03-31",26.91
"791","2017-04-03",27.43
"792","2017-04-04",27.5
"793","2017-04-05",26.23
"794","2017-04-06",27.09
"795","2017-04-07",26.42
"796","2017-04-10",26.620001
"797","2017-04-11",26.59
"798","2017-04-12",26.15
"799","2017-04-13",27.969999
"800","2017-04-17",28.02
"801","2017-04-18",27.6
"802","2017-04-19",26.959999
"803","2017-04-20",26.959999
"804","2017-04-21",26.370001
"805","2017-04-24",26.209999
"806","2017-04-25",25.959999
"807","2017-04-26",20.6
"808","2017-04-27",20.940001
"809","2017-04-28",20.41
"810","2017-05-01",21.01
"811","2017-05-02",19.719999
"812","2017-05-03",19.93
"813","2017-05-04",19.43
"814","2017-05-05",18.57
"815","2017-05-08",18.610001
"816","2017-05-09",19.32
"817","2017-05-10",19.450001
"818","2017-05-11",19.469999
"819","2017-05-12",19.309999
"820","2017-05-15",18.290001
"821","2017-05-16",18.07
"822","2017-05-17",17.41
"823","2017-05-18",17.440001
"824","2017-05-19",17.620001
"825","2017-05-22",19.190001
"826","2017-05-23",19.59
"827","2017-05-24",19.35
"828","2017-05-25",18.74
"829","2017-05-26",18.280001
"830","2017-05-30",17.42
"831","2017-05-31",17.09
"832","2017-06-01",17.129999
"833","2017-06-02",17.48
"834","2017-06-05",17.16
"835","2017-06-06",17.030001
"836","2017-06-07",17.02
"837","2017-06-08",17.41
"838","2017-06-09",17.07
"839","2017-06-12",17.040001
"840","2017-06-13",17.200001
"841","2017-06-14",17.110001
"842","2017-06-15",16.969999
"843","2017-06-16",17.200001
"844","2017-06-19",17.790001
"845","2017-06-20",18.08
"846","2017-06-21",19.52
"847","2017-06-22",20.16
"848","2017-06-23",20.59
"849","2017-06-26",21.74
"850","2017-06-27",20.83
"851","2017-06-28",21.559999
"852","2017-06-29",20.559999
"853","2017-06-30",20.219999
"854","2017-07-03",21.08
"855","2017-07-05",22.32
"856","2017-07-06",22
"857","2017-07-07",21.799999
"858","2017-07-10",21.23
"859","2017-07-11",22.16
"860","2017-07-12",24.110001
"861","2017-07-13",23.9
"862","2017-07-14",23.799999
"863","2017-07-17",23.15
"864","2017-07-18",23.360001
"865","2017-07-19",23.610001
"866","2017-07-20",23.58
"867","2017-07-21",23.82
"868","2017-07-24",24.51
"869","2017-07-25",24.17
"870","2017-07-26",24.540001
"871","2017-07-27",23.83
"872","2017-07-28",24.1
"873","2017-07-31",22.799999
"874","2017-08-01",22.35
"875","2017-08-02",22.530001
"876","2017-08-03",22.01
"877","2017-08-04",22.200001
"878","2017-08-07",22.24
"879","2017-08-08",22.25
"880","2017-08-09",21.77
"881","2017-08-10",21.870001
"882","2017-08-11",22.83
"883","2017-08-14",22.690001
"884","2017-08-15",22.33
"885","2017-08-16",22.27
"886","2017-08-17",22.040001
"887","2017-08-18",22.120001
"888","2017-08-21",22.440001
"889","2017-08-22",22.889999
"890","2017-08-23",23.709999
"891","2017-08-24",25.530001
"892","2017-08-25",24.48
"893","2017-08-28",24.469999
"894","2017-08-29",24.33
"895","2017-08-30",24.42
"896","2017-08-31",25.700001
"897","2017-09-01",24.1
"898","2017-09-05",23.35
"899","2017-09-06",23.51
"900","2017-09-07",23.870001
"901","2017-09-08",23.76
"902","2017-09-11",24
"903","2017-09-12",23.26
"904","2017-09-13",23.790001
"905","2017-09-14",23.610001
"906","2017-09-15",24.120001
"907","2017-09-18",25.299999
"908","2017-09-19",26
"909","2017-09-20",25.77
"910","2017-09-21",26.68
"911","2017-09-22",25.809999
"912","2017-09-25",25.059999
"913","2017-09-26",23.6
"914","2017-09-27",23.99
"915","2017-09-28",23.889999
"916","2017-09-29",24.18
"917","2017-10-02",26.24
"918","2017-10-03",26.49
"919","2017-10-04",26.15
"920","2017-10-05",27.120001
"921","2017-10-06",29.93
"922","2017-10-09",28.24
"923","2017-10-10",27.17
"924","2017-10-11",26.209999
"925","2017-10-12",25.76
"926","2017-10-13",25.530001
"927","2017-10-16",25.01
"928","2017-10-17",25.370001
"929","2017-10-18",24.280001
"930","2017-10-19",23.73
"931","2017-10-20",23.15
"932","2017-10-23",21.98
"933","2017-10-24",21.639999
"934","2017-10-25",20.41
"935","2017-10-26",19.620001
"936","2017-10-27",21.629999
"937","2017-10-30",22.6
"938","2017-10-31",22.01
"939","2017-11-01",22.1
"940","2017-11-02",22.120001
"941","2017-11-03",23.25
"942","2017-11-06",23.469999
"943","2017-11-07",23.709999
"944","2017-11-08",22.940001
"945","2017-11-09",23.860001
"946","2017-11-10",23.99
"947","2017-11-13",23.48
"948","2017-11-14",22.549999
"949","2017-11-15",23.33
"950","2017-11-16",23.66
"951","2017-11-17",23.57
"952","2017-11-20",23.780001
"953","2017-11-21",23.41
"954","2017-11-22",23.49
"955","2017-11-24",26.32
"956","2017-11-27",24.469999
"957","2017-11-28",24.65
"958","2017-11-29",25.200001
"959","2017-11-30",25.91
"960","2017-12-01",25.66
"961","2017-12-04",25.700001
"962","2017-12-05",25.440001
"963","2017-12-06",24.940001
"964","2017-12-07",25.18
"965","2017-12-08",25.469999
"966","2017-12-11",24.91
"967","2017-12-12",24.82
"968","2017-12-13",25.66
"969","2017-12-14",24.450001
"970","2017-12-15",25.219999
"971","2017-12-18",24.360001
"972","2017-12-19",24.33
"973","2017-12-20",24.690001
"974","2017-12-21",24.969999
"975","2017-12-22",25.129999
"976","2017-12-26",25.469999
"977","2017-12-27",25.82
"978","2017-12-28",25.870001
