"","date","IIPR"
"1","2016-12-01",19.15
"2","2016-12-02",18.450001
"3","2016-12-05",NA
"4","2016-12-06",16.65
"5","2016-12-07",16.889999
"6","2016-12-08",17.200001
"7","2016-12-09",16.950001
"8","2016-12-12",16.82
"9","2016-12-13",16.75
"10","2016-12-14",16.4
"11","2016-12-15",16.870001
"12","2016-12-16",16.469999
"13","2016-12-19",16.73
"14","2016-12-20",17.67
"15","2016-12-21",18.059999
"16","2016-12-22",18.129999
"17","2016-12-23",18.549999
"18","2016-12-27",18.549999
"19","2016-12-28",18.674
"20","2016-12-29",17.9
"21","2016-12-30",18.190001
"22","2017-01-03",18.700001
"23","2017-01-04",18.83
"24","2017-01-05",19.709999
"25","2017-01-06",19.25
"26","2017-01-09",19.120001
"27","2017-01-10",18.73
"28","2017-01-11",18.389999
"29","2017-01-12",18.15
"30","2017-01-13",18.559999
"31","2017-01-17",18.950001
"32","2017-01-18",18.679001
"33","2017-01-19",19.059999
"34","2017-01-20",18.861
"35","2017-01-23",18.809999
"36","2017-01-24",18.700001
"37","2017-01-25",18.99
"38","2017-01-26",18.75
"39","2017-01-27",18.763
"40","2017-01-30",18.802
"41","2017-01-31",18.587999
"42","2017-02-01",18.200001
"43","2017-02-02",17.9
"44","2017-02-03",18.139999
"45","2017-02-06",17.969999
"46","2017-02-07",17.93
"47","2017-02-08",18.027
"48","2017-02-09",18.02
"49","2017-02-10",18.049999
"50","2017-02-13",17.950001
"51","2017-02-14",17.780001
"52","2017-02-15",17.950001
"53","2017-02-16",17.599001
"54","2017-02-17",17.75
"55","2017-02-21",17.809999
"56","2017-02-22",18
"57","2017-02-23",18.049999
"58","2017-02-24",17.1
"59","2017-02-27",16.889999
"60","2017-02-28",16.51
"61","2017-03-01",16.33
"62","2017-03-02",16.450001
"63","2017-03-03",16.25
"64","2017-03-06",16.280001
"65","2017-03-07",15.9
"66","2017-03-08",15.6
"67","2017-03-09",15.549
"68","2017-03-10",15.499
"69","2017-03-13",15.69
"70","2017-03-14",15.86
"71","2017-03-15",16.93
"72","2017-03-16",16.950001
"73","2017-03-17",17.040001
"74","2017-03-20",17.5
"75","2017-03-21",17
"76","2017-03-22",17.34
"77","2017-03-23",16.5
"78","2017-03-24",16.35
"79","2017-03-27",16.6
"80","2017-03-28",16.65
"81","2017-03-29",17.139999
"82","2017-03-30",17.15
"83","2017-03-31",17.059999
"84","2017-04-03",17.379999
"85","2017-04-04",17.6
"86","2017-04-05",17.700001
"87","2017-04-06",18.01
"88","2017-04-07",18
"89","2017-04-10",18.1
"90","2017-04-11",18.129999
"91","2017-04-12",18.15
"92","2017-04-13",18.25
"93","2017-04-17",18.4
"94","2017-04-18",18.09
"95","2017-04-19",18.25
"96","2017-04-20",18.01
"97","2017-04-21",18.440001
"98","2017-04-24",17.540001
"99","2017-04-25",17.92
"100","2017-04-26",17.66
"101","2017-04-27",17.83
"102","2017-04-28",18
"103","2017-05-01",17.68
"104","2017-05-02",17.389999
"105","2017-05-03",16.91
"106","2017-05-04",17.15
"107","2017-05-05",16.860001
"108","2017-05-08",17.200001
"109","2017-05-09",17.9
"110","2017-05-10",17.700001
"111","2017-05-11",17.806999
"112","2017-05-12",18
"113","2017-05-15",17.620001
"114","2017-05-16",17.799999
"115","2017-05-17",17.6
"116","2017-05-18",17.620001
"117","2017-05-19",17.860001
"118","2017-05-22",17.351
"119","2017-05-23",17.35
"120","2017-05-24",17.68
"121","2017-05-25",17.040001
"122","2017-05-26",17.24
"123","2017-05-30",17.799999
"124","2017-05-31",17.77
"125","2017-06-01",17.629999
"126","2017-06-02",17.649
"127","2017-06-05",17.559
"128","2017-06-06",17.309999
"129","2017-06-07",17.25
"130","2017-06-08",17.889999
"131","2017-06-09",17.5
"132","2017-06-12",17.35
"133","2017-06-13",17.139999
"134","2017-06-14",17.15
"135","2017-06-15",17.01
"136","2017-06-16",17.309999
"137","2017-06-19",17.18
"138","2017-06-20",17.09
"139","2017-06-21",17.370001
"140","2017-06-22",17.469999
"141","2017-06-23",17.799999
"142","2017-06-26",17.5
"143","2017-06-27",17.07
"144","2017-06-28",16.889999
"145","2017-06-29",16.639999
"146","2017-06-30",16.75
"147","2017-07-03",16.620001
"148","2017-07-05",16.93
"149","2017-07-06",16.690001
"150","2017-07-07",16.700001
"151","2017-07-10",16.6
"152","2017-07-11",16.34
"153","2017-07-12",16.15
"154","2017-07-13",16.299999
"155","2017-07-14",16.399
"156","2017-07-17",16.27
"157","2017-07-18",16.5
"158","2017-07-19",16.299999
"159","2017-07-20",16.530001
"160","2017-07-21",16.66
"161","2017-07-24",16.17
"162","2017-07-25",16.469999
"163","2017-07-26",17.087
"164","2017-07-27",17.370001
"165","2017-07-28",17.65
"166","2017-07-31",18.25
"167","2017-08-01",18.030001
"168","2017-08-02",17.559999
"169","2017-08-03",17.360001
"170","2017-08-04",17.719999
"171","2017-08-07",17.92
"172","2017-08-08",18
"173","2017-08-09",17.690001
"174","2017-08-10",17.74
"175","2017-08-11",17.33
"176","2017-08-14",17.885
"177","2017-08-15",17.219999
"178","2017-08-16",16.83
"179","2017-08-17",17.025
"180","2017-08-18",16.700001
"181","2017-08-21",16.554001
"182","2017-08-22",16.799999
"183","2017-08-23",17.32
"184","2017-08-24",17.440001
"185","2017-08-25",17.66
"186","2017-08-28",17.459999
"187","2017-08-29",17.01
"188","2017-08-30",16.92
"189","2017-08-31",17.08
"190","2017-09-01",17.030001
"191","2017-09-05",16.780001
"192","2017-09-06",16.6
"193","2017-09-07",16.58
"194","2017-09-08",17.35
"195","2017-09-11",17.52
"196","2017-09-12",17.65
"197","2017-09-13",17.700001
"198","2017-09-14",17.639999
"199","2017-09-15",18.1
"200","2017-09-18",17.879999
"201","2017-09-19",17.82
"202","2017-09-20",17.559999
"203","2017-09-21",17.58
"204","2017-09-22",18.059999
"205","2017-09-25",18.1
"206","2017-09-26",18.5
"207","2017-09-27",18.35
"208","2017-09-28",18.389999
"209","2017-09-29",18.700001
"210","2017-10-02",18.690001
"211","2017-10-03",18.709999
"212","2017-10-04",18.870001
"213","2017-10-05",18.98
"214","2017-10-06",18.83
"215","2017-10-09",19.1
"216","2017-10-10",19.1
"217","2017-10-11",19.16
"218","2017-10-12",19.09
"219","2017-10-13",19.32
"220","2017-10-16",18.77
"221","2017-10-17",18.17
"222","2017-10-18",18.780001
"223","2017-10-19",18.25
"224","2017-10-20",18.360001
"225","2017-10-23",18.76
"226","2017-10-24",19.17
"227","2017-10-25",19.4
"228","2017-10-26",19.4
"229","2017-10-27",19.389999
"230","2017-10-30",19.790001
"231","2017-10-31",19.709999
"232","2017-11-01",19.540001
"233","2017-11-02",19.5
"234","2017-11-03",19.629999
"235","2017-11-06",19.424
"236","2017-11-07",19.559999
"237","2017-11-08",19.549999
"238","2017-11-09",19.6
"239","2017-11-10",19.59
"240","2017-11-13",19.66
"241","2017-11-14",19.690001
"242","2017-11-15",19.370001
"243","2017-11-16",19.67
"244","2017-11-17",19.49
"245","2017-11-20",18.85
"246","2017-11-21",18.99
"247","2017-11-22",19.15
"248","2017-11-24",19.129999
"249","2017-11-27",19.049999
"250","2017-11-28",18.825001
"251","2017-11-29",18.41
"252","2017-11-30",18.15
"253","2017-12-01",18.9
"254","2017-12-04",19.16
"255","2017-12-05",19.280001
"256","2017-12-06",19.360001
"257","2017-12-07",19.93
"258","2017-12-08",19.879999
"259","2017-12-11",20.799999
"260","2017-12-12",19.879999
"261","2017-12-13",20.32
"262","2017-12-14",22.6
"263","2017-12-15",24.799999
"264","2017-12-18",24.76
"265","2017-12-19",23.469999
"266","2017-12-20",24.9
"267","2017-12-21",24.139999
"268","2017-12-22",24.67
"269","2017-12-26",26.059999
"270","2017-12-27",28
"271","2017-12-28",28.639999
"272","2017-12-29",32.310001
"273","2018-01-02",36.57
"274","2018-01-03",32.080002
"275","2018-01-04",26.01
"276","2018-01-05",29.42
"277","2018-01-08",29.450001
"278","2018-01-09",30.629999
"279","2018-01-10",31.709999
"280","2018-01-11",32.5
"281","2018-01-12",30.25
"282","2018-01-16",33.790001
"283","2018-01-17",31.299999
"284","2018-01-18",28.370001
"285","2018-01-19",28.17
"286","2018-01-22",28.23
"287","2018-01-23",29.969999
"288","2018-01-24",30.93
"289","2018-01-25",30.120001
"290","2018-01-26",29.209999
"291","2018-01-29",28.440001
"292","2018-01-30",27.620001
"293","2018-01-31",28.57
"294","2018-02-01",26.74
"295","2018-02-02",26.549999
"296","2018-02-05",26.35
"297","2018-02-06",26.07
"298","2018-02-07",26.780001
"299","2018-02-08",26.290001
"300","2018-02-09",26.49
"301","2018-02-12",25.889999
"302","2018-02-13",26.59
"303","2018-02-14",25.83
"304","2018-02-15",26.02
"305","2018-02-16",25.92
"306","2018-02-20",25.75
"307","2018-02-21",25.360001
"308","2018-02-22",25.799999
"309","2018-02-23",25.889999
"310","2018-02-26",25.33
"311","2018-02-27",24.42
"312","2018-02-28",24.959999
"313","2018-03-01",24.629999
"314","2018-03-02",24.98
"315","2018-03-05",26.08
"316","2018-03-06",27.040001
"317","2018-03-07",26.559999
"318","2018-03-08",26.940001
"319","2018-03-09",26.549999
"320","2018-03-12",27.34
"321","2018-03-13",27.16
