"","date","FDUS"
"376","2012-12-17",16.15
"377","2012-12-18",16.25
"378","2012-12-19",16.35
"379","2012-12-20",16.35
"380","2012-12-21",16.690001
"381","2012-12-24",16.75
"382","2012-12-26",16.440001
"383","2012-12-27",16.18
"384","2012-12-28",16.02
"385","2012-12-31",16.450001
"386","2013-01-02",16.57
"387","2013-01-03",16.52
"388","2013-01-04",16.790001
"389","2013-01-07",16.950001
"390","2013-01-08",17.190001
"391","2013-01-09",17.18
"392","2013-01-10",17.389999
"393","2013-01-11",17.34
"394","2013-01-14",16.93
"395","2013-01-15",17.139999
"396","2013-01-16",17.43
"397","2013-01-17",17.41
"398","2013-01-18",17.440001
"399","2013-01-22",17.48
"400","2013-01-23",17.549999
"401","2013-01-24",17.48
"402","2013-01-25",17.6
"403","2013-01-28",17.98
"404","2013-01-29",18.049999
"405","2013-01-30",18.059999
"406","2013-01-31",17.93
"407","2013-02-01",18.030001
"408","2013-02-04",18.01
"409","2013-02-05",17.6
"410","2013-02-06",17.91
"411","2013-02-07",17.870001
"412","2013-02-08",17.860001
"413","2013-02-11",17.93
"414","2013-02-12",17.75
"415","2013-02-13",18.049999
"416","2013-02-14",18.18
"417","2013-02-15",18.120001
"418","2013-02-19",18.43
"419","2013-02-20",17.75
"420","2013-02-21",17.709999
"421","2013-02-22",18.18
"422","2013-02-25",17.41
"423","2013-02-26",17.82
"424","2013-02-27",17.93
"425","2013-02-28",18
"426","2013-03-01",18.389999
"427","2013-03-04",18.450001
"428","2013-03-05",18.620001
"429","2013-03-06",18.469999
"430","2013-03-07",18.83
"431","2013-03-08",19.02
"432","2013-03-11",18.92
"433","2013-03-12",18.41
"434","2013-03-13",18.23
"435","2013-03-14",18.41
"436","2013-03-15",18.450001
"437","2013-03-18",18.4
"438","2013-03-19",18.49
"439","2013-03-20",18.440001
"440","2013-03-21",18.25
"441","2013-03-22",18.83
"442","2013-03-25",18.85
"443","2013-03-26",18.6
"444","2013-03-27",18.360001
"445","2013-03-28",19.15
"446","2013-04-01",18.969999
"447","2013-04-02",19.139999
"448","2013-04-03",18.610001
"449","2013-04-04",18.889999
"450","2013-04-05",18.83
"451","2013-04-08",18.450001
"452","2013-04-09",18.4
"453","2013-04-10",18.690001
"454","2013-04-11",18.540001
"455","2013-04-12",18.370001
"456","2013-04-15",17.280001
"457","2013-04-16",18.110001
"458","2013-04-17",17.65
"459","2013-04-18",17.559999
"460","2013-04-19",18.34
"461","2013-04-22",18.68
"462","2013-04-23",18.76
"463","2013-04-24",18.790001
"464","2013-04-25",18.93
"465","2013-04-26",18.77
"466","2013-04-29",18.82
"467","2013-04-30",18.799999
"468","2013-05-01",18.27
"469","2013-05-02",18.559999
"470","2013-05-03",18.709999
"471","2013-05-06",18.59
"472","2013-05-07",18.68
"473","2013-05-08",18.52
"474","2013-05-09",18.110001
"475","2013-05-10",18.139999
"476","2013-05-13",18.16
"477","2013-05-14",18.33
"478","2013-05-15",18.610001
"479","2013-05-16",18.76
"480","2013-05-17",18.709999
"481","2013-05-20",18.799999
"482","2013-05-21",18.93
"483","2013-05-22",18.379999
"484","2013-05-23",18.559999
"485","2013-05-24",18.98
"486","2013-05-28",18.709999
"487","2013-05-29",18.48
"488","2013-05-30",19.08
"489","2013-05-31",19.02
"490","2013-06-03",19.17
"491","2013-06-04",18.82
"492","2013-06-05",18.52
"493","2013-06-06",18.9
"494","2013-06-07",18.629999
"495","2013-06-10",18.35
"496","2013-06-11",18.16
"497","2013-06-12",18.219999
"498","2013-06-13",18.34
"499","2013-06-14",18.15
"500","2013-06-17",18.389999
"501","2013-06-18",18.74
"502","2013-06-19",18.389999
"503","2013-06-20",17.65
"504","2013-06-21",18.15
"505","2013-06-24",17.6
"506","2013-06-25",17.969999
"507","2013-06-26",18
"508","2013-06-27",18.24
"509","2013-06-28",18.709999
"510","2013-07-01",18.790001
"511","2013-07-02",18.700001
"512","2013-07-03",18.700001
"513","2013-07-05",18.75
"514","2013-07-08",18.85
"515","2013-07-09",18.92
"516","2013-07-10",18.91
"517","2013-07-11",18.889999
"518","2013-07-12",19.059999
"519","2013-07-15",19.16
"520","2013-07-16",19.07
"521","2013-07-17",19.200001
"522","2013-07-18",19.17
"523","2013-07-19",19.25
"524","2013-07-22",19.030001
"525","2013-07-23",19.35
"526","2013-07-24",18.67
"527","2013-07-25",19.290001
"528","2013-07-26",19.290001
"529","2013-07-29",19.290001
"530","2013-07-30",19.43
"531","2013-07-31",19.440001
"532","2013-08-01",19.290001
"533","2013-08-02",19.469999
"534","2013-08-05",19.65
"535","2013-08-06",19.57
"536","2013-08-07",19.440001
"537","2013-08-08",19.459999
"538","2013-08-09",19.360001
"539","2013-08-12",19.42
"540","2013-08-13",19.290001
"541","2013-08-14",19.43
"542","2013-08-15",19.09
"543","2013-08-16",18.6
"544","2013-08-19",18.68
"545","2013-08-20",19.120001
"546","2013-08-21",19
"547","2013-08-22",19.139999
"548","2013-08-23",19.389999
"549","2013-08-26",19.549999
"550","2013-08-27",18.950001
"551","2013-08-28",19.209999
"552","2013-08-29",19.450001
"553","2013-08-30",18.74
"554","2013-09-03",19.059999
"555","2013-09-04",19.209999
"556","2013-09-05",19.1
"557","2013-09-06",19.27
"558","2013-09-09",19.540001
"559","2013-09-10",19.040001
"560","2013-09-11",19.01
"561","2013-09-12",18.9
"562","2013-09-13",19.209999
"563","2013-09-16",19.209999
"564","2013-09-17",19.23
"565","2013-09-18",19.33
"566","2013-09-19",19.24
"567","2013-09-20",19.639999
"568","2013-09-23",19.73
"569","2013-09-24",19.51
"570","2013-09-25",19.51
"571","2013-09-26",19.43
"572","2013-09-27",19.27
"573","2013-09-30",19.4
"574","2013-10-01",19.379999
"575","2013-10-02",18.940001
"576","2013-10-03",18.790001
"577","2013-10-04",19.02
"578","2013-10-07",18.950001
"579","2013-10-08",18.639999
"580","2013-10-09",18.870001
"581","2013-10-10",19.290001
"582","2013-10-11",19.809999
"583","2013-10-14",19.780001
"584","2013-10-15",19.469999
"585","2013-10-16",19.559999
"586","2013-10-17",19.73
"587","2013-10-18",19.93
"588","2013-10-21",19.809999
"589","2013-10-22",19.860001
"590","2013-10-23",20.16
"591","2013-10-24",20.34
"592","2013-10-25",20.52
"593","2013-10-28",20.780001
"594","2013-10-29",20.940001
"595","2013-10-30",20.58
"596","2013-10-31",20.309999
"597","2013-11-01",20.370001
"598","2013-11-04",20.280001
"599","2013-11-05",20.34
"600","2013-11-06",20.120001
"601","2013-11-07",19.870001
"602","2013-11-08",20.540001
"603","2013-11-11",19.93
"604","2013-11-12",20.459999
"605","2013-11-13",20.209999
"606","2013-11-14",20.51
"607","2013-11-15",20.74
"608","2013-11-18",21.02
"609","2013-11-19",21
"610","2013-11-20",21.08
"611","2013-11-21",21.52
"612","2013-11-22",21.6
"613","2013-11-25",21.85
"614","2013-11-26",22.040001
"615","2013-11-27",21.299999
"616","2013-11-29",21.709999
"617","2013-12-02",21.58
"618","2013-12-03",21.360001
"619","2013-12-04",20.620001
"620","2013-12-05",20.02
"621","2013-12-06",20.110001
"622","2013-12-09",20.07
"623","2013-12-10",19.83
"624","2013-12-11",19.559999
"625","2013-12-12",18.860001
"626","2013-12-13",19.110001
"627","2013-12-16",20.549999
"628","2013-12-17",20.18
"629","2013-12-18",21
"630","2013-12-19",20.719999
"631","2013-12-20",20.540001
"632","2013-12-23",21.110001
"633","2013-12-24",21.530001
"634","2013-12-26",22.01
"635","2013-12-27",22.290001
"636","2013-12-30",21.84
"637","2013-12-31",21.74
"638","2014-01-02",21.25
"639","2014-01-03",21.43
"640","2014-01-06",21.17
"641","2014-01-07",21.09
"642","2014-01-08",20.99
"643","2014-01-09",21.15
"644","2014-01-10",20.709999
"645","2014-01-13",20.66
"646","2014-01-14",20.969999
"647","2014-01-15",21.129999
"648","2014-01-16",20.98
"649","2014-01-17",21.18
"650","2014-01-21",21.75
"651","2014-01-22",21.889999
"652","2014-01-23",21.99
"653","2014-01-24",21.200001
"654","2014-01-27",21.200001
"655","2014-01-28",21.110001
"656","2014-01-29",20.799999
"657","2014-01-30",20.99
"658","2014-01-31",20.77
"659","2014-02-03",20.01
"660","2014-02-04",19.879999
"661","2014-02-05",19.76
"662","2014-02-06",19.790001
"663","2014-02-07",20.26
"664","2014-02-10",20.280001
"665","2014-02-11",20.4
"666","2014-02-12",20.51
"667","2014-02-13",21.09
"668","2014-02-14",21.16
"669","2014-02-18",21.42
"670","2014-02-19",21.02
"671","2014-02-20",21.139999
"672","2014-02-21",21.200001
"673","2014-02-24",21.450001
"674","2014-02-25",20.809999
"675","2014-02-26",20.959999
"676","2014-02-27",21.040001
"677","2014-02-28",20.99
"678","2014-03-03",21.02
"679","2014-03-04",20.93
"680","2014-03-05",20.74
"681","2014-03-06",20.85
"682","2014-03-07",20.790001
"683","2014-03-10",20.540001
"684","2014-03-11",20.15
"685","2014-03-12",20.549999
"686","2014-03-13",20.389999
"687","2014-03-14",20.51
"688","2014-03-17",20.24
"689","2014-03-18",20.25
"690","2014-03-19",19.299999
"691","2014-03-20",19.200001
"692","2014-03-21",18.98
"693","2014-03-24",19.360001
"694","2014-03-25",18.91
"695","2014-03-26",18
"696","2014-03-27",17.860001
"697","2014-03-28",19.139999
"698","2014-03-31",19.309999
"699","2014-04-01",19.68
"700","2014-04-02",19.34
"701","2014-04-03",19.58
"702","2014-04-04",19.27
"703","2014-04-07",18.77
"704","2014-04-08",19.129999
"705","2014-04-09",19.23
"706","2014-04-10",18.969999
"707","2014-04-11",19.209999
"708","2014-04-14",19.459999
"709","2014-04-15",19.27
"710","2014-04-16",18.98
"711","2014-04-17",19.16
"712","2014-04-21",18.879999
"713","2014-04-22",18.98
"714","2014-04-23",18.809999
"715","2014-04-24",18.690001
"716","2014-04-25",18.639999
"717","2014-04-28",18.309999
"718","2014-04-29",18.030001
"719","2014-04-30",18.32
"720","2014-05-01",18.120001
"721","2014-05-02",17.99
"722","2014-05-05",17.860001
"723","2014-05-06",17.780001
"724","2014-05-07",17.809999
"725","2014-05-08",17.43
"726","2014-05-09",16.629999
"727","2014-05-12",17.219999
"728","2014-05-13",17.34
"729","2014-05-14",16.92
"730","2014-05-15",16.950001
"731","2014-05-16",17.48
"732","2014-05-19",17.67
"733","2014-05-20",17.459999
"734","2014-05-21",17.26
"735","2014-05-22",17.92
"736","2014-05-23",18.1
"737","2014-05-27",18.15
"738","2014-05-28",18.559999
"739","2014-05-29",18.299999
"740","2014-05-30",18.379999
"741","2014-06-02",18.299999
"742","2014-06-03",18.389999
"743","2014-06-04",18.530001
"744","2014-06-05",18.639999
"745","2014-06-06",18.9
"746","2014-06-09",19.09
"747","2014-06-10",19
"748","2014-06-11",18.549999
"749","2014-06-12",18.639999
"750","2014-06-13",18.85
"751","2014-06-16",19.059999
"752","2014-06-17",19.120001
"753","2014-06-18",19.43
"754","2014-06-19",19.66
"755","2014-06-20",19.77
"756","2014-06-23",19.51
"757","2014-06-24",19.25
"758","2014-06-25",19.610001
"759","2014-06-26",20.440001
"760","2014-06-27",20.1
"761","2014-06-30",20.540001
"762","2014-07-01",20.040001
"763","2014-07-02",19.75
"764","2014-07-03",19.74
"765","2014-07-07",19.459999
"766","2014-07-08",19.08
"767","2014-07-09",19.139999
"768","2014-07-10",19.209999
"769","2014-07-11",19.49
"770","2014-07-14",19.77
"771","2014-07-15",19.450001
"772","2014-07-16",19.34
"773","2014-07-17",19.049999
"774","2014-07-18",18.9
"775","2014-07-21",19.07
"776","2014-07-22",18.940001
"777","2014-07-23",18.85
"778","2014-07-24",18.91
"779","2014-07-25",18.93
"780","2014-07-28",18.66
"781","2014-07-29",18.74
"782","2014-07-30",18.66
"783","2014-07-31",17.98
"784","2014-08-01",17.969999
"785","2014-08-04",17.629999
"786","2014-08-05",17.74
"787","2014-08-06",17.83
"788","2014-08-07",17.9
"789","2014-08-08",18.41
"790","2014-08-11",18.08
"791","2014-08-12",18.190001
"792","2014-08-13",18.200001
"793","2014-08-14",18.18
"794","2014-08-15",18.1
"795","2014-08-18",18.370001
"796","2014-08-19",18.49
"797","2014-08-20",19.129999
"798","2014-08-21",18.969999
"799","2014-08-22",18.620001
"800","2014-08-25",18.67
"801","2014-08-26",18.65
"802","2014-08-27",18.440001
"803","2014-08-28",18.48
"804","2014-08-29",18.65
"805","2014-09-02",18.65
"806","2014-09-03",18.559999
"807","2014-09-04",18.48
"808","2014-09-05",18.389999
"809","2014-09-08",18.42
"810","2014-09-09",18.360001
"811","2014-09-10",18.129999
"812","2014-09-11",18.15
"813","2014-09-12",18.18
"814","2014-09-15",17.860001
"815","2014-09-16",17.67
"816","2014-09-17",17.76
"817","2014-09-18",17.780001
"818","2014-09-19",17.360001
"819","2014-09-22",17.25
"820","2014-09-23",17.280001
"821","2014-09-24",17.309999
"822","2014-09-25",17.16
"823","2014-09-26",17.4
"824","2014-09-29",17.360001
"825","2014-09-30",16.51
"826","2014-10-01",16.82
"827","2014-10-02",16.83
"828","2014-10-03",16.57
"829","2014-10-06",16.639999
"830","2014-10-07",16.83
"831","2014-10-08",16.889999
"832","2014-10-09",16.58
"833","2014-10-10",16.450001
"834","2014-10-13",16.4
"835","2014-10-14",16.200001
"836","2014-10-15",16.26
"837","2014-10-16",16.469999
"838","2014-10-17",16.610001
"839","2014-10-20",16.790001
"840","2014-10-21",16.879999
"841","2014-10-22",17
"842","2014-10-23",17
"843","2014-10-24",17.02
"844","2014-10-27",16.950001
"845","2014-10-28",17.08
"846","2014-10-29",17.1
"847","2014-10-30",17.09
"848","2014-10-31",16.98
"849","2014-11-03",16.92
"850","2014-11-04",17.049999
"851","2014-11-05",16.83
"852","2014-11-06",16.57
"853","2014-11-07",17
"854","2014-11-10",16.91
"855","2014-11-11",16.950001
"856","2014-11-12",16.9
"857","2014-11-13",17.07
"858","2014-11-14",16.98
"859","2014-11-17",16.92
"860","2014-11-18",16.719999
"861","2014-11-19",16.540001
"862","2014-11-20",16.549999
"863","2014-11-21",16.41
"864","2014-11-24",16.450001
"865","2014-11-25",16.57
"866","2014-11-26",16.610001
"867","2014-11-28",16.5
"868","2014-12-01",15.81
"869","2014-12-02",15.63
"870","2014-12-03",15.06
"871","2014-12-04",14.85
"872","2014-12-05",15.03
"873","2014-12-08",14.33
"874","2014-12-09",14.75
"875","2014-12-10",14.8
"876","2014-12-11",14.12
"877","2014-12-12",14.29
"878","2014-12-15",13.71
"879","2014-12-16",13.91
"880","2014-12-17",14.23
"881","2014-12-18",14.71
"882","2014-12-19",14.62
"883","2014-12-22",14.48
"884","2014-12-23",14.87
"885","2014-12-24",15.11
"886","2014-12-26",14.95
"887","2014-12-29",14.8
"888","2014-12-30",14.92
"889","2014-12-31",14.85
"890","2015-01-02",14.77
"891","2015-01-05",14.84
"892","2015-01-06",14.84
"893","2015-01-07",14.89
"894","2015-01-08",15.02
"895","2015-01-09",15.14
"896","2015-01-12",15.21
"897","2015-01-13",15.61
"898","2015-01-14",14.98
"899","2015-01-15",15.23
"900","2015-01-16",15.32
"901","2015-01-20",15.37
"902","2015-01-21",15.36
"903","2015-01-22",15.1
"904","2015-01-23",15.01
"905","2015-01-26",14.88
"906","2015-01-27",14.73
"907","2015-01-28",14.44
"908","2015-01-29",14.54
"909","2015-01-30",14.4
"910","2015-02-02",14.44
"911","2015-02-03",15.2
"912","2015-02-04",15.26
"913","2015-02-05",15.87
"914","2015-02-06",16.040001
"915","2015-02-09",15.94
"916","2015-02-10",15.9
"917","2015-02-11",15.89
"918","2015-02-12",15.9
"919","2015-02-13",16.040001
"920","2015-02-17",16.43
"921","2015-02-18",16.18
"922","2015-02-19",16.290001
"923","2015-02-20",16.440001
"924","2015-02-23",16.440001
"925","2015-02-24",16.59
"926","2015-02-25",16.610001
"927","2015-02-26",16.42
"928","2015-02-27",16.6
"929","2015-03-02",16.9
"930","2015-03-03",17.02
"931","2015-03-04",16.780001
"932","2015-03-05",17.01
"933","2015-03-06",16.9
"934","2015-03-09",16.969999
"935","2015-03-10",16.17
"936","2015-03-11",16.6
"937","2015-03-12",16.65
"938","2015-03-13",16.639999
"939","2015-03-16",16.790001
"940","2015-03-17",16.540001
"941","2015-03-18",16.129999
"942","2015-03-19",15.94
"943","2015-03-20",16.17
"944","2015-03-23",16.629999
"945","2015-03-24",16.299999
"946","2015-03-25",16.459999
"947","2015-03-26",16.33
"948","2015-03-27",16.280001
"949","2015-03-30",16.040001
"950","2015-03-31",15.37
"951","2015-04-01",15.83
"952","2015-04-02",15.75
"953","2015-04-06",15.73
"954","2015-04-07",15.76
"955","2015-04-08",15.78
"956","2015-04-09",16.02
"957","2015-04-10",15.83
"958","2015-04-13",16.200001
"959","2015-04-14",16.35
"960","2015-04-15",16.309999
"961","2015-04-16",16.49
"962","2015-04-17",16.48
"963","2015-04-20",16.559999
"964","2015-04-21",16.65
"965","2015-04-22",16.65
"966","2015-04-23",16.700001
"967","2015-04-24",16.9
"968","2015-04-27",16.440001
"969","2015-04-28",16.790001
"970","2015-04-29",16.719999
"971","2015-04-30",16.65
"972","2015-05-01",16.59
"973","2015-05-04",16.49
"974","2015-05-05",16.5
"975","2015-05-06",16.66
"976","2015-05-07",16.719999
"977","2015-05-08",16.360001
"978","2015-05-11",16.16
"979","2015-05-12",16.280001
"980","2015-05-13",16.559999
"981","2015-05-14",16.24
"982","2015-05-15",16.379999
