"","date","WYND"
"1","2007-01-03",14.713318
"2","2007-01-04",14.564334
"3","2007-01-05",14.555305
"4","2007-01-08",14.568849
"5","2007-01-09",14.582393
"6","2007-01-10",14.650113
"7","2007-01-11",14.772009
"8","2007-01-12",14.677201
"9","2007-01-16",14.632054
"10","2007-01-17",14.442438
"11","2007-01-18",14.27991
"12","2007-01-19",14.12641
"13","2007-01-22",13.936794
"14","2007-01-23",13.990971
"15","2007-01-24",14.036118
"16","2007-01-25",13.521444
"17","2007-01-26",13.72009
"18","2007-01-29",13.544018
"19","2007-01-30",13.828443
"20","2007-01-31",14.085779
"21","2007-02-01",14.514672
"22","2007-02-02",14.69526
"23","2007-02-05",14.799097
"24","2007-02-06",14.848759
"25","2007-02-07",14.916478
"26","2007-02-08",15.291197
"27","2007-02-09",15.309255
"28","2007-02-12",15.286682
"29","2007-02-13",15.72009
"30","2007-02-14",15.733634
"31","2007-02-15",15.6614
"32","2007-02-16",15.65237
"33","2007-02-20",15.950338
"34","2007-02-21",15.801354
"35","2007-02-22",15.93228
"36","2007-02-23",16.018059
"37","2007-02-26",15.977427
"38","2007-02-27",15.45824
"39","2007-02-28",15.891648
"40","2007-03-01",15.869075
"41","2007-03-02",15.697517
"42","2007-03-05",15.286682
"43","2007-03-06",15.521444
"44","2007-03-07",15.607224
"45","2007-03-08",15.6614
"46","2007-03-09",15.534988
"47","2007-03-12",15.399549
"48","2007-03-13",15.020316
"49","2007-03-14",14.717833
"50","2007-03-15",14.952596
"51","2007-03-16",14.862303
"52","2007-03-19",15.255079
"53","2007-03-20",15.363431
"54","2007-03-21",15.607224
"55","2007-03-22",15.530474
"56","2007-03-23",15.521444
"57","2007-03-26",15.620768
"58","2007-03-27",15.250565
"59","2007-03-28",15.178329
"60","2007-03-29",15.349887
"61","2007-03-30",15.417607
"62","2007-04-02",15.733634
"63","2007-04-03",15.738149
"64","2007-04-04",15.724605
"65","2007-04-05",15.670429
"66","2007-04-09",15.665915
"67","2007-04-10",15.656885
"68","2007-04-11",15.6614
"69","2007-04-12",15.530474
"70","2007-04-13",15.760722
"71","2007-04-16",15.896163
"72","2007-04-17",15.841987
"73","2007-04-18",16.176073
"74","2007-04-19",15.778781
"75","2007-04-20",15.882619
"76","2007-04-23",16.040632
"77","2007-04-24",15.891648
"78","2007-04-25",16.130926
"79","2007-04-26",16.022573
"80","2007-04-27",16.117382
"81","2007-04-30",15.620768
"82","2007-05-01",16.288939
"83","2007-05-02",16.56885
"84","2007-05-03",16.839729
"85","2007-05-04",16.613995
