"","date","LBTYB"
"1","2007-01-03",15.082135
"2","2007-01-04",15.236139
"3","2007-01-05",15.236139
"4","2007-01-08",15.236139
"5","2007-01-09",15.236139
"6","2007-01-10",15.441479
"7","2007-01-11",15.703285
"8","2007-01-12",15.72382
"9","2007-01-16",15.852156
"10","2007-01-17",15.852156
"11","2007-01-18",15.847023
"12","2007-01-19",15.657084
"13","2007-01-22",15.708419
"14","2007-01-23",15.708419
"15","2007-01-24",15.708419
"16","2007-01-25",15.349076
"17","2007-01-26",15.349076
"18","2007-01-29",15.313142
"19","2007-01-30",15.323409
"20","2007-01-31",15.323409
"21","2007-02-01",15.215606
"22","2007-02-02",15.179671
"23","2007-02-05",15.451745
"24","2007-02-06",15.451745
"25","2007-02-07",15.451745
"26","2007-02-08",15.451745
"27","2007-02-09",15.272074
"28","2007-02-12",15.082135
"29","2007-02-13",15.246407
"30","2007-02-14",15.323409
"31","2007-02-15",15.323409
"32","2007-02-16",15.323409
"33","2007-02-20",15.323409
"34","2007-02-21",15.323409
"35","2007-02-22",15.323409
"36","2007-02-23",15.323409
"37","2007-02-26",15.323409
"38","2007-02-27",14.964066
"39","2007-02-28",14.887064
"40","2007-03-01",15.231007
"41","2007-03-02",15.569816
"42","2007-03-05",15.569816
"43","2007-03-06",15.508214
"44","2007-03-07",15.508214
"45","2007-03-08",15.759753
"46","2007-03-09",15.569816
"47","2007-03-12",15.959959
"48","2007-03-13",15.72382
"49","2007-03-14",15.487679
"50","2007-03-15",15.487679
"51","2007-03-16",15.657084
"52","2007-03-19",15.657084
"53","2007-03-20",16.401438
"54","2007-03-21",16.673512
"55","2007-03-22",16.683779
"56","2007-03-23",16.683779
"57","2007-03-26",16.59651
"58","2007-03-27",17.01232
"59","2007-03-28",16.724846
"60","2007-03-29",16.724846
"61","2007-03-30",16.303902
"62","2007-04-02",17.017454
"63","2007-04-03",17.679672
"64","2007-04-04",17.679672
"65","2007-04-05",17.910677
"66","2007-04-09",17.910677
"67","2007-04-10",17.910677
"68","2007-04-11",17.910677
"69","2007-04-12",17.910677
"70","2007-04-13",18.008213
"71","2007-04-16",18.008213
"72","2007-04-17",17.982546
"73","2007-04-18",17.982546
"74","2007-04-19",17.813141
"75","2007-04-20",17.813141
"76","2007-04-23",17.992813
"77","2007-04-24",17.992813
"78","2007-04-25",18.92197
"79","2007-04-26",18.685831
"80","2007-04-27",18.814169
"81","2007-04-30",18.480494
"82","2007-05-01",18.583162
"83","2007-05-02",18.583162
"84","2007-05-03",18.583162
"85","2007-05-04",18.583162
"86","2007-05-07",19.419918
"87","2007-05-08",19.419918
"88","2007-05-09",19.419918
"89","2007-05-10",19.419918
"90","2007-05-11",19.419918
"91","2007-05-14",19.353182
"92","2007-05-15",19.353182
"93","2007-05-16",19.306982
"94","2007-05-17",19.306982
"95","2007-05-18",19.306982
"96","2007-05-21",19.306982
"97","2007-05-22",19.306982
"98","2007-05-23",19.306982
"99","2007-05-24",19.132444
"100","2007-05-25",19.132444
"101","2007-05-29",19.132444
"102","2007-05-30",19.132444
"103","2007-05-31",19.763861
"104","2007-06-01",20.143738
"105","2007-06-04",20.143738
"106","2007-06-05",19.933266
"107","2007-06-06",19.460985
"108","2007-06-07",19.11191
"109","2007-06-08",19.106775
"110","2007-06-11",19.26078
"111","2007-06-12",19.26078
"112","2007-06-13",20.138603
"113","2007-06-14",20.513348
"114","2007-06-15",20.261806
"115","2007-06-18",20.261806
"116","2007-06-19",20.318275
"117","2007-06-20",20.323408
"118","2007-06-21",20.918892
"119","2007-06-22",20.918892
"120","2007-06-25",20.549282
"121","2007-06-26",20.836756
"122","2007-06-27",21.134497
"123","2007-06-28",21.134497
"124","2007-06-29",21.098562
"125","2007-07-02",21.468172
"126","2007-07-03",21.442505
"127","2007-07-05",21.652977
"128","2007-07-06",21.935318
"129","2007-07-09",22.191992
"130","2007-07-10",22.109856
"131","2007-07-11",22.227926
"132","2007-07-12",22.448666
"133","2007-07-13",22.843943
"134","2007-07-16",22.895277
"135","2007-07-17",23.00308
"136","2007-07-18",22.982546
"137","2007-07-19",22.982546
"138","2007-07-20",22.453798
"139","2007-07-23",22.602669
"140","2007-07-24",22.104723
"141","2007-07-25",21.801847
"142","2007-07-26",21.2423
"143","2007-07-27",21.026693
