"","date","TPB"
"89","2016-09-15",13.45
"90","2016-09-16",13.07
"91","2016-09-19",13.06
"92","2016-09-20",13.3
"93","2016-09-21",13.55
"94","2016-09-22",13.89
"95","2016-09-23",13.49
"96","2016-09-26",12.88
"97","2016-09-27",12.5
"98","2016-09-28",12.15
"99","2016-09-29",12.16
"100","2016-09-30",12.02
"101","2016-10-03",12.86
"102","2016-10-04",12.64
"103","2016-10-05",12.47
"104","2016-10-06",12.5
"105","2016-10-07",12.44
"106","2016-10-10",12.43
"107","2016-10-11",12.3
"108","2016-10-12",12.27
"109","2016-10-13",12.2
"110","2016-10-14",12.21
"111","2016-10-17",12.5
"112","2016-10-18",12.49
"113","2016-10-19",12.5
"114","2016-10-20",12.65
"115","2016-10-21",13.32
"116","2016-10-24",13.48
"117","2016-10-25",13
"118","2016-10-26",12.47
"119","2016-10-27",12.35
"120","2016-10-28",12.4
"121","2016-10-31",12.35
"122","2016-11-01",12.89
"123","2016-11-02",12.85
"124","2016-11-03",12.94
"125","2016-11-04",12.8
"126","2016-11-07",12.91
"127","2016-11-08",13.29
"128","2016-11-09",15.13
"129","2016-11-10",14.57
"130","2016-11-11",15.2
"131","2016-11-14",15.09
"132","2016-11-15",15.02
"133","2016-11-16",13.53
"134","2016-11-17",12.48
"135","2016-11-18",13.76
"136","2016-11-21",14.13
"137","2016-11-22",14.54
"138","2016-11-23",14.06
"139","2016-11-25",14.5
"140","2016-11-28",14.48
"141","2016-11-29",14.02
"142","2016-11-30",14.52
"143","2016-12-01",14.16
"144","2016-12-02",14.26
"145","2016-12-05",14.48
"146","2016-12-06",14.34
"147","2016-12-07",14.47
"148","2016-12-08",14.39
"149","2016-12-09",13.53
"150","2016-12-12",12.87
"151","2016-12-13",13.74
"152","2016-12-14",13.25
"153","2016-12-15",13.1
"154","2016-12-16",12.8
"155","2016-12-19",12.5
"156","2016-12-20",12.07
"157","2016-12-21",12.74
"158","2016-12-22",12.94
"159","2016-12-23",13.07
"160","2016-12-27",13.21
"161","2016-12-28",12.52
"162","2016-12-29",12.93
"163","2016-12-30",12.25
"164","2017-01-03",12.46
"165","2017-01-04",13.22
"166","2017-01-05",13.01
"167","2017-01-06",12.96
"168","2017-01-09",13.13
"169","2017-01-10",12.63
"170","2017-01-11",12.75
"171","2017-01-12",12.82
"172","2017-01-13",12.96
"173","2017-01-17",13.05
"174","2017-01-18",12.99
"175","2017-01-19",12.96
"176","2017-01-20",13.13
"177","2017-01-23",13.1
"178","2017-01-24",12.86
"179","2017-01-25",13.2
"180","2017-01-26",13.27
"181","2017-01-27",13.21
"182","2017-01-30",13.29
"183","2017-01-31",13.28
"184","2017-02-01",13.13
"185","2017-02-02",12.99
"186","2017-02-03",13
"187","2017-02-06",13.05
"188","2017-02-07",13.03
"189","2017-02-08",13.08
"190","2017-02-09",13.02
"191","2017-02-10",13
"192","2017-02-13",12.64
"193","2017-02-14",13.2
"194","2017-02-15",13.08
"195","2017-02-16",13.04
"196","2017-02-17",13.23
"197","2017-02-21",13.31
"198","2017-02-22",13.04
"199","2017-02-23",13.03
"200","2017-02-24",13.16
"201","2017-02-27",13.2
"202","2017-02-28",13.17
"203","2017-03-01",13.25
"204","2017-03-02",13.28
"205","2017-03-03",13.23
"206","2017-03-06",13.25
"207","2017-03-07",13.21
"208","2017-03-08",13.38
"209","2017-03-09",13.31
"210","2017-03-10",13.25
"211","2017-03-13",13.72
"212","2017-03-14",13.88
"213","2017-03-15",14.05
"214","2017-03-16",14.42
"215","2017-03-17",14.84
"216","2017-03-20",15.49
"217","2017-03-21",15.06
"218","2017-03-22",15.27
"219","2017-03-23",15.58
"220","2017-03-24",15.48
"221","2017-03-27",15.83
"222","2017-03-28",15.42
"223","2017-03-29",15.33
"224","2017-03-30",15.17
"225","2017-03-31",15.6
"226","2017-04-03",15.69
"227","2017-04-04",15.64
"228","2017-04-05",15.55
"229","2017-04-06",15.72
"230","2017-04-07",15.88
"231","2017-04-10",16.26
"232","2017-04-11",16.07
"233","2017-04-12",15.99
"234","2017-04-13",16.049999
"235","2017-04-17",16.02
"236","2017-04-18",16.07
"237","2017-04-19",15.98
"238","2017-04-20",16.040001
"239","2017-04-21",16.09
"240","2017-04-24",17.120001
"241","2017-04-25",16.51
"242","2017-04-26",16.299999
"243","2017-04-27",16.309999
"244","2017-04-28",15.81
"245","2017-05-01",16.120001
"246","2017-05-02",16.15
"247","2017-05-03",15.91
"248","2017-05-04",15.85
"249","2017-05-05",15.77
"250","2017-05-08",15.12
"251","2017-05-09",15.09
"252","2017-05-10",16.07
"253","2017-05-11",16.1
"254","2017-05-12",15.4
"255","2017-05-15",15.45
"256","2017-05-16",15.51
"257","2017-05-17",15.41
"258","2017-05-18",15.46
"259","2017-05-19",15.6
"260","2017-05-22",16.940001
"261","2017-05-23",16.77
"262","2017-05-24",16.620001
"263","2017-05-25",16.18
"264","2017-05-26",16.32
"265","2017-05-30",16.34
"266","2017-05-31",16.75
"267","2017-06-01",16.65
"268","2017-06-02",16.620001
"269","2017-06-05",16.360001
"270","2017-06-06",16.77
"271","2017-06-07",16.82
"272","2017-06-08",16.76
"273","2017-06-09",16.610001
"274","2017-06-12",15.36
"275","2017-06-13",15.71
"276","2017-06-14",15.25
"277","2017-06-15",15.37
"278","2017-06-16",15.54
"279","2017-06-19",15.53
"280","2017-06-20",15.24
"281","2017-06-21",16.280001
"282","2017-06-22",15.98
"283","2017-06-23",16.299999
"284","2017-06-26",15.52
"285","2017-06-27",15.52
"286","2017-06-28",15.79
"287","2017-06-29",15.53
"288","2017-06-30",15.34
"289","2017-07-03",15.18
"290","2017-07-05",14.96
"291","2017-07-06",14.77
"292","2017-07-07",14.95
"293","2017-07-10",14.9
"294","2017-07-11",15.09
"295","2017-07-12",15.18
"296","2017-07-13",14.98
"297","2017-07-14",15.15
"298","2017-07-17",15.04
"299","2017-07-18",15.11
"300","2017-07-19",15.5
"301","2017-07-20",15.39
"302","2017-07-21",15.06
"303","2017-07-24",14.52
"304","2017-07-25",14.78
"305","2017-07-26",15.56
"306","2017-07-27",15.65
"307","2017-07-28",15.64
"308","2017-07-31",15.42
"309","2017-08-01",15.32
"310","2017-08-02",15.01
"311","2017-08-03",14.72
"312","2017-08-04",15.1
"313","2017-08-07",15.25
"314","2017-08-08",15.06
"315","2017-08-09",15.03
"316","2017-08-10",15.82
"317","2017-08-11",16.959999
"318","2017-08-14",15.95
"319","2017-08-15",15.65
"320","2017-08-16",16.52
"321","2017-08-17",16.360001
"322","2017-08-18",16.700001
"323","2017-08-21",16.82
"324","2017-08-22",16.9
"325","2017-08-23",17
"326","2017-08-24",17.030001
"327","2017-08-25",16.99
"328","2017-08-28",16.92
"329","2017-08-29",16.98
"330","2017-08-30",17.23
"331","2017-08-31",17.200001
"332","2017-09-01",16.969999
"333","2017-09-05",16.34
"334","2017-09-06",16.379999
"335","2017-09-07",16.4
"336","2017-09-08",16.709999
"337","2017-09-11",17.09
"338","2017-09-12",17.049999
"339","2017-09-13",16.83
"340","2017-09-14",17.049999
"341","2017-09-15",16.719999
"342","2017-09-18",17.43
"343","2017-09-19",17.6
"344","2017-09-20",17.43
"345","2017-09-21",17.17
"346","2017-09-22",17.32
"347","2017-09-25",17.16
"348","2017-09-26",17.17
"349","2017-09-27",17.049999
"350","2017-09-28",16.99
"351","2017-09-29",17
"352","2017-10-02",17.17
"353","2017-10-03",17.219999
"354","2017-10-04",17.4
"355","2017-10-05",17.040001
"356","2017-10-06",17.27
"357","2017-10-09",17.42
"358","2017-10-10",17.889999
"359","2017-10-11",18.139999
"360","2017-10-12",18.65
"361","2017-10-13",18.629999
"362","2017-10-16",18.610001
"363","2017-10-17",18.790001
"364","2017-10-18",18.639999
"365","2017-10-19",18.48
"366","2017-10-20",18.139999
"367","2017-10-23",17.969999
"368","2017-10-24",18.129999
"369","2017-10-25",17.780001
"370","2017-10-26",17.9
"371","2017-10-27",17.950001
"372","2017-10-30",17.549999
"373","2017-10-31",17.5
"374","2017-11-01",17.41
"375","2017-11-02",17.26
"376","2017-11-03",17.110001
"377","2017-11-06",16.93
"378","2017-11-07",16.42
"379","2017-11-08",16.01
"380","2017-11-09",15.6
"381","2017-11-10",15.61
"382","2017-11-13",15.88
"383","2017-11-14",16.299999
"384","2017-11-15",16.17
"385","2017-11-16",16.889999
"386","2017-11-17",16.73
"387","2017-11-20",17.02
"388","2017-11-21",17.370001
"389","2017-11-22",17.5
"390","2017-11-24",17.379999
"391","2017-11-27",17.26
"392","2017-11-28",17.360001
"393","2017-11-29",17.530001
"394","2017-11-30",17.440001
"395","2017-12-01",17.620001
"396","2017-12-04",17.24
"397","2017-12-05",17.23
"398","2017-12-06",17.540001
"399","2017-12-07",17.540001
"400","2017-12-08",17.440001
"401","2017-12-11",17.469999
"402","2017-12-12",17.66
"403","2017-12-13",17.92
"404","2017-12-14",17.77
"405","2017-12-15",18.09
"406","2017-12-18",18.15
"407","2017-12-19",17.92
"408","2017-12-20",17.99
"409","2017-12-21",17.91
"410","2017-12-22",18.15
"411","2017-12-26",18.42
"412","2017-12-27",19.42
"413","2017-12-28",20.700001
"414","2017-12-29",21.129999
"415","2018-01-02",20.799999
"416","2018-01-03",20.66
"417","2018-01-04",20.469999
"418","2018-01-05",21.200001
"419","2018-01-08",21.83
"420","2018-01-09",21.16
"421","2018-01-10",21.42
"422","2018-01-11",21.639999
"423","2018-01-12",22.379999
"424","2018-01-16",21.360001
"425","2018-01-17",21.27
"426","2018-01-18",20.82
"427","2018-01-19",21.110001
"428","2018-01-22",21.379999
"429","2018-01-23",21.93
"430","2018-01-24",21.790001
"431","2018-01-25",21.610001
"432","2018-01-26",21.450001
"433","2018-01-29",22.040001
"434","2018-01-30",21.98
"435","2018-01-31",22
"436","2018-02-01",22.08
"437","2018-02-02",22
"438","2018-02-05",21.440001
"439","2018-02-06",21.120001
"440","2018-02-07",21.15
"441","2018-02-08",20.5
"442","2018-02-09",20.83
"443","2018-02-12",20.85
"444","2018-02-13",21.559999
"445","2018-02-14",21.129999
"446","2018-02-15",21.23
"447","2018-02-16",21.41
"448","2018-02-20",21.049999
"449","2018-02-21",20.76
"450","2018-02-22",20.379999
"451","2018-02-23",21.52
"452","2018-02-26",21.84
"453","2018-02-27",21.43
"454","2018-02-28",20.9
"455","2018-03-01",20.440001
"456","2018-03-02",20.57
"457","2018-03-05",20.709999
"458","2018-03-06",20.879999
"459","2018-03-07",21.209999
"460","2018-03-08",21.42
"461","2018-03-09",21.67
"462","2018-03-12",21.57
"463","2018-03-13",21.49
"464","2018-03-14",21.52
"465","2018-03-15",21.549999
"466","2018-03-16",20.35
"467","2018-03-19",20.76
"468","2018-03-20",21.08
"469","2018-03-21",20.540001
"470","2018-03-22",20.360001
"471","2018-03-23",20.209999
"472","2018-03-26",19.93
"473","2018-03-27",19.68
"474","2018-03-28",19.49
"475","2018-03-29",19.440001
"476","2018-04-02",19.26
"477","2018-04-03",19.700001
"478","2018-04-04",19.98
"479","2018-04-05",20.139999
"480","2018-04-06",20.09
"481","2018-04-09",20.48
"482","2018-04-10",21.370001
"483","2018-04-11",21.08
"484","2018-04-12",20.98
"485","2018-04-13",21.530001
"486","2018-04-16",21.799999
"487","2018-04-17",21.690001
"488","2018-04-18",21.24
"489","2018-04-19",21.15
"490","2018-04-20",20.68
"491","2018-04-23",20.860001
"492","2018-04-24",20.799999
"493","2018-04-25",20.73
"494","2018-04-26",21.120001
"495","2018-04-27",21
"496","2018-04-30",21.219999
"497","2018-05-01",21.530001
"498","2018-05-02",21.709999
"499","2018-05-03",21.959999
"500","2018-05-04",21.879999
"501","2018-05-07",22.07
"502","2018-05-08",21.610001
"503","2018-05-09",21.450001
"504","2018-05-10",22.780001
"505","2018-05-11",23.040001
"506","2018-05-14",23
"507","2018-05-15",23.33
"508","2018-05-16",23.74
"509","2018-05-17",24.370001
"510","2018-05-18",23.77
"511","2018-05-21",23.91
"512","2018-05-22",24.700001
"513","2018-05-23",24.950001
"514","2018-05-24",25.959999
"515","2018-05-25",26.120001
"516","2018-05-29",25.879999
"517","2018-05-30",26.889999
"518","2018-05-31",27.08
"519","2018-06-01",27.23
"520","2018-06-04",28.16
"521","2018-06-05",27.99
"522","2018-06-06",28.620001
"523","2018-06-07",28.85
"524","2018-06-08",28.85
"525","2018-06-11",29.01
"526","2018-06-12",30.16
"527","2018-06-13",30.1
"528","2018-06-14",31.23
"529","2018-06-15",32.080002
"530","2018-06-18",31.15
"531","2018-06-19",30.790001
"532","2018-06-20",31.68
"533","2018-06-21",31.940001
"534","2018-06-22",31.700001
"535","2018-06-25",31.18
"536","2018-06-26",31.049999
"537","2018-06-27",31.68
"538","2018-06-28",31.950001
"539","2018-06-29",31.9
"540","2018-07-02",32.299999
"541","2018-07-03",32.48
"542","2018-07-05",32.75
"543","2018-07-06",33.209999
"544","2018-07-09",32.950001
"545","2018-07-10",32.93
"546","2018-07-11",33.259998
"547","2018-07-12",32.869999
"548","2018-07-13",32.639999
"549","2018-07-16",31.860001
"550","2018-07-17",31.639999
"551","2018-07-18",32.610001
"552","2018-07-19",32.75
"553","2018-07-20",33.389999
"554","2018-07-23",33.240002
"555","2018-07-24",33.189999
"556","2018-07-25",33.369999
"557","2018-07-26",33
"558","2018-07-27",32.869999
"559","2018-07-30",33.02
"560","2018-07-31",33.459999
"561","2018-08-01",33.990002
"562","2018-08-02",34.220001
"563","2018-08-03",34
"564","2018-08-06",34.119999
"565","2018-08-07",34.099998
"566","2018-08-08",28.870001
"567","2018-08-09",33.119999
"568","2018-08-10",33.369999
"569","2018-08-13",33.93
"570","2018-08-14",33.189999
"571","2018-08-15",31.879999
"572","2018-08-16",31.799999
"573","2018-08-17",32.049999
"574","2018-08-20",32.049999
"575","2018-08-21",31.98
"576","2018-08-22",32.610001
"577","2018-08-23",33.040001
"578","2018-08-24",33.669998
"579","2018-08-27",33.400002
"580","2018-08-28",33.549999
"581","2018-08-29",33.34
"582","2018-08-30",33.799999
"583","2018-08-31",33.66
"584","2018-09-04",33.73
"585","2018-09-05",34.599998
"586","2018-09-06",37.259998
"587","2018-09-07",39.799999
"588","2018-09-10",42.209999
"589","2018-09-11",43.470001
"590","2018-09-12",40.759998
"591","2018-09-13",38.849998
"592","2018-09-14",39.639999
"593","2018-09-17",40.02
"594","2018-09-18",41.16
"595","2018-09-19",42.389999
"596","2018-09-20",42.43
"597","2018-09-21",42.27
"598","2018-09-24",41.459999
"599","2018-09-25",41
"600","2018-09-26",40.18
"601","2018-09-27",41.369999
"602","2018-09-28",41.459999
"603","2018-10-01",40.619999
"604","2018-10-02",40.400002
"605","2018-10-03",40.099998
"606","2018-10-04",39.130001
"607","2018-10-05",39.18
"608","2018-10-08",43.900002
"609","2018-10-09",43.610001
"610","2018-10-10",42.73
"611","2018-10-11",40.619999
"612","2018-10-12",40.59
"613","2018-10-15",41.119999
"614","2018-10-16",42
"615","2018-10-17",41.77
"616","2018-10-18",40.970001
"617","2018-10-19",41.139999
"618","2018-10-22",42.880001
"619","2018-10-23",41.150002
"620","2018-10-24",40.049999
"621","2018-10-25",41.639999
"622","2018-10-26",39.509998
"623","2018-10-29",39.43
"624","2018-10-30",40.880001
"625","2018-10-31",41.099998
"626","2018-11-01",41.580002
"627","2018-11-02",41.169998
"628","2018-11-05",41.869999
"629","2018-11-06",41.950001
"630","2018-11-07",37.330002
"631","2018-11-08",38.110001
"632","2018-11-09",37.240002
"633","2018-11-12",35.57
"634","2018-11-13",34.240002
"635","2018-11-14",33.080002
"636","2018-11-15",34.700001
"637","2018-11-16",34.279999
"638","2018-11-19",32.970001
"639","2018-11-20",32.130001
"640","2018-11-21",31.709999
"641","2018-11-23",31.58
"642","2018-11-26",30.639999
"643","2018-11-27",30.07
"644","2018-11-28",29.49
"645","2018-11-29",29.370001
"646","2018-11-30",29.799999
"647","2018-12-03",30.49
"648","2018-12-04",29.700001
"649","2018-12-06",29.200001
"650","2018-12-07",28.700001
"651","2018-12-10",28.860001
"652","2018-12-11",28.940001
"653","2018-12-12",29.809999
"654","2018-12-13",29.799999
"655","2018-12-14",28.66
"656","2018-12-17",27.65
"657","2018-12-18",27.360001
"658","2018-12-19",27.290001
"659","2018-12-20",28.01
"660","2018-12-21",28.209999
"661","2018-12-24",27.32
"662","2018-12-26",28.48
"663","2018-12-27",27.99
"664","2018-12-28",27.940001
"665","2018-12-31",27.219999
"666","2019-01-02",27.459999
"667","2019-01-03",27.290001
"668","2019-01-04",29.059999
"669","2019-01-07",28.389999
"670","2019-01-08",29.74
"671","2019-01-09",29.51
"672","2019-01-10",29.35
"673","2019-01-11",29.290001
"674","2019-01-14",28.950001
"675","2019-01-15",30.940001
"676","2019-01-16",32.130001
"677","2019-01-17",31.65
"678","2019-01-18",33.009998
"679","2019-01-22",32.98
"680","2019-01-23",33.080002
"681","2019-01-24",32.27
"682","2019-01-25",32.209999
"683","2019-01-28",32.23
"684","2019-01-29",32.459999
"685","2019-01-30",33.950001
"686","2019-01-31",35.41
"687","2019-02-01",36.540001
"688","2019-02-04",36.439999
"689","2019-02-05",35.830002
"690","2019-02-06",34.830002
"691","2019-02-07",34.380001
"692","2019-02-08",37.07
"693","2019-02-11",37.509998
"694","2019-02-12",38.169998
"695","2019-02-13",38.599998
"696","2019-02-14",38.369999
"697","2019-02-15",38.759998
"698","2019-02-19",38.560001
"699","2019-02-20",40.130001
"700","2019-02-21",40.689999
"701","2019-02-22",41
"702","2019-02-25",40.150002
"703","2019-02-26",39.59
"704","2019-02-27",39.919998
"705","2019-02-28",40.889999
"706","2019-03-01",40.82
"707","2019-03-04",39.650002
"708","2019-03-05",44.720001
"709","2019-03-06",42.099998
"710","2019-03-07",43.59
"711","2019-03-08",44.02
"712","2019-03-11",47.080002
"713","2019-03-12",46.889999
"714","2019-03-13",47.689999
"715","2019-03-14",48.560001
"716","2019-03-15",48.009998
"717","2019-03-18",49.700001
"718","2019-03-19",48.900002
"719","2019-03-20",47.630001
"720","2019-03-21",47.099998
"721","2019-03-22",44.709999
"722","2019-03-25",45.5
"723","2019-03-26",45.330002
"724","2019-03-27",44.369999
"725","2019-03-28",45.459999
"726","2019-03-29",46.09
"727","2019-04-01",46.560001
"728","2019-04-02",46
"729","2019-04-03",44.549999
"730","2019-04-04",43.349998
"731","2019-04-05",43.259998
"732","2019-04-08",43.310001
"733","2019-04-09",42.990002
"734","2019-04-10",43.619999
"735","2019-04-11",43.68
"736","2019-04-12",44.580002
"737","2019-04-15",45.110001
"738","2019-04-16",45.240002
"739","2019-04-17",44.029999
"740","2019-04-18",42.669998
"741","2019-04-22",43.799999
"742","2019-04-23",43.599998
"743","2019-04-24",43
"744","2019-04-25",41.07
"745","2019-04-26",41.349998
"746","2019-04-29",41.549999
"747","2019-04-30",42.77
"748","2019-05-01",50.450001
"749","2019-05-02",51.860001
"750","2019-05-03",52.189999
"751","2019-05-06",53.240002
"752","2019-05-07",52.950001
"753","2019-05-08",52.450001
"754","2019-05-09",52.75
"755","2019-05-10",47.700001
"756","2019-05-13",47.959999
"757","2019-05-14",50.02
"758","2019-05-15",50.060001
"759","2019-05-16",51.349998
"760","2019-05-17",50.540001
"761","2019-05-20",50.91
"762","2019-05-21",50.150002
"763","2019-05-22",49.830002
"764","2019-05-23",49.400002
"765","2019-05-24",50.439999
"766","2019-05-28",48.849998
"767","2019-05-29",49.27
"768","2019-05-30",50.400002
"769","2019-05-31",49.23
"770","2019-06-03",49
"771","2019-06-04",50.990002
"772","2019-06-05",52.060001
"773","2019-06-06",52.360001
"774","2019-06-07",52.919998
"775","2019-06-10",54.189999
"776","2019-06-11",53.189999
"777","2019-06-12",53.529999
"778","2019-06-13",52.52
"779","2019-06-14",50.98
"780","2019-06-17",51.240002
"781","2019-06-18",49.73
"782","2019-06-19",50.330002
"783","2019-06-20",49.790001
"784","2019-06-21",47.419998
"785","2019-06-24",47.48
"786","2019-06-25",48.080002
"787","2019-06-26",46.689999
"788","2019-06-27",47.740002
"789","2019-06-28",48.98
"790","2019-07-01",49.709999
"791","2019-07-02",51.689999
"792","2019-07-03",52.189999
"793","2019-07-05",51.759998
"794","2019-07-08",51.880001
"795","2019-07-09",52.02
"796","2019-07-10",53.240002
"797","2019-07-11",52.799999
"798","2019-07-12",52.540001
"799","2019-07-15",51.23
"800","2019-07-16",52.740002
"801","2019-07-17",52.150002
"802","2019-07-18",54.689999
"803","2019-07-19",53.549999
"804","2019-07-22",47.82
"805","2019-07-23",46.799999
"806","2019-07-24",46.110001
"807","2019-07-25",41.43
"808","2019-07-26",41.860001
"809","2019-07-29",42.48
"810","2019-07-30",40.57
"811","2019-07-31",37.130001
"812","2019-08-01",37.25
"813","2019-08-02",38.970001
"814","2019-08-05",38.299999
"815","2019-08-06",39.91
"816","2019-08-07",39.150002
"817","2019-08-08",38.900002
"818","2019-08-09",38.169998
"819","2019-08-12",37.630001
"820","2019-08-13",37.709999
"821","2019-08-14",36.669998
"822","2019-08-15",36.68
"823","2019-08-16",36.689999
"824","2019-08-19",37.709999
"825","2019-08-20",37.740002
"826","2019-08-21",37.950001
"827","2019-08-22",38.740002
"828","2019-08-23",36.82
"829","2019-08-26",36.68
"830","2019-08-27",34.540001
"831","2019-08-28",35.220001
"832","2019-08-29",35.5
"833","2019-08-30",35.849998
"834","2019-09-03",34.540001
"835","2019-09-04",32.110001
"836","2019-09-05",31.77
"837","2019-09-06",32.259998
"838","2019-09-09",30.459999
"839","2019-09-10",28.68
"840","2019-09-11",26.879999
"841","2019-09-12",28.129999
"842","2019-09-13",26.700001
"843","2019-09-16",24.99
"844","2019-09-17",26.27
"845","2019-09-18",25.41
"846","2019-09-19",23.959999
"847","2019-09-20",24.99
"848","2019-09-23",24.08
"849","2019-09-24",24.58
"850","2019-09-25",23.540001
"851","2019-09-26",23.530001
"852","2019-09-27",22.85
"853","2019-09-30",23.059999
"854","2019-10-01",23.219999
"855","2019-10-02",23
"856","2019-10-03",23.26
"857","2019-10-04",23.860001
"858","2019-10-07",24.01
"859","2019-10-08",23.99
"860","2019-10-09",23.99
"861","2019-10-10",23.620001
"862","2019-10-11",22.73
"863","2019-10-14",21.91
"864","2019-10-15",22.379999
"865","2019-10-16",22.34
"866","2019-10-17",23.540001
"867","2019-10-18",22.299999
"868","2019-10-21",21.719999
"869","2019-10-22",21.84
"870","2019-10-23",21
"871","2019-10-24",20.889999
"872","2019-10-25",21.25
"873","2019-10-28",21.530001
"874","2019-10-29",21.07
"875","2019-10-30",20.549999
"876","2019-10-31",20.870001
"877","2019-11-01",24.43
"878","2019-11-04",25.450001
"879","2019-11-05",25.530001
"880","2019-11-06",26.309999
"881","2019-11-07",25.209999
"882","2019-11-08",26.67
"883","2019-11-11",25.799999
"884","2019-11-12",26.32
"885","2019-11-13",26.25
"886","2019-11-14",26.42
"887","2019-11-15",26.450001
"888","2019-11-18",27.51
"889","2019-11-19",25.52
"890","2019-11-20",25.91
"891","2019-11-21",26.459999
"892","2019-11-22",26.700001
"893","2019-11-25",26.83
"894","2019-11-26",27.57
"895","2019-11-27",27.459999
"896","2019-11-29",27.610001
"897","2019-12-02",27.02
"898","2019-12-03",27.049999
"899","2019-12-04",26.74
"900","2019-12-05",26.59
"901","2019-12-06",26.25
"902","2019-12-09",26.77
"903","2019-12-10",26.889999
"904","2019-12-11",26.370001
"905","2019-12-12",26.059999
"906","2019-12-13",26.120001
"907","2019-12-16",26.02
"908","2019-12-17",26.030001
"909","2019-12-18",26.639999
"910","2019-12-19",26.360001
"911","2019-12-20",26.58
"912","2019-12-23",26.85
"913","2019-12-24",27.4
"914","2019-12-26",27.219999
"915","2019-12-27",27.57
"916","2019-12-30",27.620001
"917","2019-12-31",28.6
"918","2020-01-02",28.01
"919","2020-01-03",27.889999
"920","2020-01-06",28
"921","2020-01-07",28.709999
"922","2020-01-08",28.58
"923","2020-01-09",29
"924","2020-01-10",28.969999
"925","2020-01-13",29.049999
"926","2020-01-14",28.299999
"927","2020-01-15",27.860001
"928","2020-01-16",28.120001
"929","2020-01-17",27.48
"930","2020-01-21",27.07
"931","2020-01-22",26.91
"932","2020-01-23",26.219999
"933","2020-01-24",25.76
"934","2020-01-27",25.17
"935","2020-01-28",24.290001
"936","2020-01-29",24.26
"937","2020-01-30",23.450001
"938","2020-01-31",22.84
"939","2020-02-03",22.58
"940","2020-02-04",21.719999
"941","2020-02-05",21.620001
"942","2020-02-06",22.059999
"943","2020-02-07",21.530001
"944","2020-02-10",22.15
"945","2020-02-11",21.98
"946","2020-02-12",22.15
"947","2020-02-13",22.139999
"948","2020-02-14",21.75
"949","2020-02-18",22.530001
"950","2020-02-19",23.469999
"951","2020-02-20",23.469999
"952","2020-02-21",24.25
"953","2020-02-24",23.82
"954","2020-02-25",22.639999
"955","2020-02-26",25.35
"956","2020-02-27",25.41
"957","2020-02-28",26.15
"958","2020-03-02",25.879999
"959","2020-03-03",25.59
"960","2020-03-04",25.93
"961","2020-03-05",24.459999
"962","2020-03-06",23.959999
"963","2020-03-09",22.02
"964","2020-03-10",21.98
"965","2020-03-11",20.290001
"966","2020-03-12",17.09
"967","2020-03-13",18.950001
"968","2020-03-16",15.43
"969","2020-03-17",15.69
"970","2020-03-18",14.85
"971","2020-03-19",17.299999
"972","2020-03-20",16.35
"973","2020-03-23",16.49
