"","date","JACK"
"1","2007-01-03",30.514999
"2","2007-01-04",30.709999
"3","2007-01-05",30.129999
"4","2007-01-08",30.16
"5","2007-01-09",30.15
"6","2007-01-10",30.65
"7","2007-01-11",31.07
"8","2007-01-12",31.370001
"9","2007-01-16",30.940001
"10","2007-01-17",30.985001
"11","2007-01-18",30.635
"12","2007-01-19",30.700001
"13","2007-01-22",30.625
"14","2007-01-23",31.275
"15","2007-01-24",31.485001
"16","2007-01-25",30.815001
"17","2007-01-26",30.459999
"18","2007-01-29",30.415001
"19","2007-01-30",30.584999
"20","2007-01-31",30.895
"21","2007-02-01",31.26
"22","2007-02-02",31.375
"23","2007-02-05",31.065001
"24","2007-02-06",31.285
"25","2007-02-07",31.620001
"26","2007-02-08",31.620001
"27","2007-02-09",31.23
"28","2007-02-12",31.23
"29","2007-02-13",31.545
"30","2007-02-14",31.860001
"31","2007-02-15",32
"32","2007-02-16",31.844999
"33","2007-02-20",32.285
"34","2007-02-21",35.509998
"35","2007-02-22",34.98
"36","2007-02-23",35.689999
"37","2007-02-26",35.400002
"38","2007-02-27",33.994999
"39","2007-02-28",34.125
"40","2007-03-01",34.455002
"41","2007-03-02",34.41
"42","2007-03-05",34.029999
"43","2007-03-06",34.785
"44","2007-03-07",34.455002
"45","2007-03-08",34.525002
"46","2007-03-09",35.035
"47","2007-03-12",34.970001
"48","2007-03-13",33.974998
"49","2007-03-14",34.049999
"50","2007-03-15",34.25
"51","2007-03-16",34.040001
"52","2007-03-19",34.59
"53","2007-03-20",35.064999
"54","2007-03-21",35.380001
"55","2007-03-22",35.025002
"56","2007-03-23",35.055
"57","2007-03-26",34.674999
"58","2007-03-27",34.235001
"59","2007-03-28",34.139999
"60","2007-03-29",34.099998
"61","2007-03-30",34.564999
"62","2007-04-02",34.514999
"63","2007-04-03",35.400002
"64","2007-04-04",35.43
"65","2007-04-05",35.724998
"66","2007-04-09",35.689999
"67","2007-04-10",35.279999
"68","2007-04-11",34.529999
"69","2007-04-12",34.174999
"70","2007-04-13",33.884998
"71","2007-04-16",34.355
"72","2007-04-17",34.165001
"73","2007-04-18",33.919998
"74","2007-04-19",33.195
"75","2007-04-20",33.349998
"76","2007-04-23",32.904999
"77","2007-04-24",33.41
"78","2007-04-25",33.855
"79","2007-04-26",34.564999
"80","2007-04-27",34.110001
"81","2007-04-30",33.310001
"82","2007-05-01",33.724998
"83","2007-05-02",34.619999
"84","2007-05-03",34.450001
"85","2007-05-04",34.459999
"86","2007-05-07",35.255001
"87","2007-05-08",35.195
"88","2007-05-09",35.505001
"89","2007-05-10",35.005001
"90","2007-05-11",35.619999
"91","2007-05-14",36.939999
"92","2007-05-15",37.415001
"93","2007-05-16",38.639999
"94","2007-05-17",37.970001
"95","2007-05-18",37.849998
"96","2007-05-21",38.060001
"97","2007-05-22",38.799999
"98","2007-05-23",38.380001
"99","2007-05-24",37.91
"100","2007-05-25",38.005001
"101","2007-05-29",38.150002
"102","2007-05-30",38.009998
"103","2007-05-31",38.235001
"104","2007-06-01",38.525002
"105","2007-06-04",38.82
"106","2007-06-05",38.424999
"107","2007-06-06",37.404999
"108","2007-06-07",36.419998
"109","2007-06-08",36.919998
"110","2007-06-11",36.994999
"111","2007-06-12",36.575001
"112","2007-06-13",37.099998
"113","2007-06-14",37.285
"114","2007-06-15",37.400002
"115","2007-06-18",37.435001
"116","2007-06-19",37.43
"117","2007-06-20",36.5
"118","2007-06-21",35.965
"119","2007-06-22",35.215
"120","2007-06-25",35.330002
"121","2007-06-26",35.285
"122","2007-06-27",35.514999
"123","2007-06-28",35.48
"124","2007-06-29",35.470001
"125","2007-07-02",35.529999
"126","2007-07-03",36.32
"127","2007-07-05",36.084999
"128","2007-07-06",35.889999
"129","2007-07-09",35.75
"130","2007-07-10",34.924999
"131","2007-07-11",34.740002
"132","2007-07-12",34.825001
"133","2007-07-13",34.73
"134","2007-07-16",34.619999
"135","2007-07-17",34.700001
"136","2007-07-18",34.610001
"137","2007-07-19",34.924999
"138","2007-07-20",34.285
"139","2007-07-23",35.939999
"140","2007-07-24",35.5
"141","2007-07-25",34.465
"142","2007-07-26",33.055
"143","2007-07-27",31.945
"144","2007-07-30",32.349998
"145","2007-07-31",31.995001
"146","2007-08-01",31.35
"147","2007-08-02",32.634998
"148","2007-08-03",31
"149","2007-08-06",31.959999
"150","2007-08-07",32.884998
"151","2007-08-08",29.605
"152","2007-08-09",28.110001
"153","2007-08-10",29.875
"154","2007-08-13",31.885
"155","2007-08-14",31.51
"156","2007-08-15",31.34
"157","2007-08-16",31.82
"158","2007-08-17",31.780001
"159","2007-08-20",32.560001
"160","2007-08-21",32.955002
"161","2007-08-22",33.525002
"162","2007-08-23",32.790001
"163","2007-08-24",32.895
"164","2007-08-27",32.705002
"165","2007-08-28",31.440001
"166","2007-08-29",31.58
"167","2007-08-30",30.945
"168","2007-08-31",31.110001
"169","2007-09-04",31.15
"170","2007-09-05",31.055
"171","2007-09-06",30.940001
"172","2007-09-07",30.1
"173","2007-09-10",29.445
"174","2007-09-11",29.790001
"175","2007-09-12",29.1
"176","2007-09-13",29.885
"177","2007-09-14",30.690001
"178","2007-09-17",29.695
"179","2007-09-18",31.285
"180","2007-09-19",31.68
"181","2007-09-20",31.115
"182","2007-09-21",31.23
"183","2007-09-24",31.57
"184","2007-09-25",31.805
"185","2007-09-26",32.615002
"186","2007-09-27",33.375
"187","2007-09-28",32.419998
"188","2007-10-01",32.654999
"189","2007-10-02",33.025002
"190","2007-10-03",32.709999
"191","2007-10-04",32.794998
"192","2007-10-05",33.880001
"193","2007-10-08",34.689999
"194","2007-10-09",34.450001
"195","2007-10-10",33.965
"196","2007-10-11",33.18
"197","2007-10-12",32.830002
"198","2007-10-15",31.77
"199","2007-10-16",31.25
"200","2007-10-17",31.450001
"201","2007-10-18",32.139999
"202","2007-10-19",31.15
"203","2007-10-22",32.220001
"204","2007-10-23",32.419998
"205","2007-10-24",31.43
"206","2007-10-25",30.76
"207","2007-10-26",30.950001
"208","2007-10-29",31.190001
"209","2007-10-30",31.379999
"210","2007-10-31",31.370001
"211","2007-11-01",29.83
"212","2007-11-02",30.24
"213","2007-11-05",28.76
"214","2007-11-06",28.77
"215","2007-11-07",27.59
"216","2007-11-08",27.48
"217","2007-11-09",27.049999
"218","2007-11-12",27.549999
"219","2007-11-13",27.99
"220","2007-11-14",27.030001
"221","2007-11-15",27.08
"222","2007-11-16",31.75
"223","2007-11-19",31.610001
"224","2007-11-20",30.92
"225","2007-11-21",31.02
"226","2007-11-23",31.5
"227","2007-11-26",30.120001
"228","2007-11-27",29.51
"229","2007-11-28",30.25
"230","2007-11-29",29.719999
"231","2007-11-30",29.950001
"232","2007-12-03",29.280001
"233","2007-12-04",28.34
"234","2007-12-05",28.110001
"235","2007-12-06",29.139999
"236","2007-12-07",28.290001
"237","2007-12-10",28.459999
"238","2007-12-11",27.73
"239","2007-12-12",27.6
"240","2007-12-13",26.639999
"241","2007-12-14",27.379999
"242","2007-12-17",26.83
"243","2007-12-18",26.549999
"244","2007-12-19",25.66
"245","2007-12-20",25.27
"246","2007-12-21",26.139999
"247","2007-12-24",26.360001
"248","2007-12-26",26.17
"249","2007-12-27",26.120001
"250","2007-12-28",26.25
"251","2007-12-31",25.77
"252","2008-01-02",24.99
"253","2008-01-03",24.110001
"254","2008-01-04",23.25
"255","2008-01-07",23.950001
"256","2008-01-08",23.610001
"257","2008-01-09",24.389999
"258","2008-01-10",24.52
"259","2008-01-11",23.4
"260","2008-01-14",23.18
"261","2008-01-15",23.58
"262","2008-01-16",24.620001
"263","2008-01-17",24.290001
"264","2008-01-18",23.870001
"265","2008-01-22",25.549999
"266","2008-01-23",27.469999
"267","2008-01-24",26.9
"268","2008-01-25",26.549999
"269","2008-01-28",26.450001
"270","2008-01-29",27.49
"271","2008-01-30",27.950001
"272","2008-01-31",29.09
"273","2008-02-01",29.809999
"274","2008-02-04",28.219999
"275","2008-02-05",27.65
"276","2008-02-06",26.5
"277","2008-02-07",26.57
"278","2008-02-08",26.049999
"279","2008-02-11",26.34
"280","2008-02-12",27.09
"281","2008-02-13",27.68
"282","2008-02-14",26.4
"283","2008-02-15",25.889999
"284","2008-02-19",26.610001
"285","2008-02-20",28.639999
"286","2008-02-21",26.700001
"287","2008-02-22",26.969999
"288","2008-02-25",27.290001
"289","2008-02-26",28.309999
"290","2008-02-27",28.32
"291","2008-02-28",27.120001
"292","2008-02-29",26.27
"293","2008-03-03",26.190001
"294","2008-03-04",26.16
"295","2008-03-05",27.030001
"296","2008-03-06",25.74
"297","2008-03-07",25.4
"298","2008-03-10",24.530001
"299","2008-03-11",24.9
"300","2008-03-12",24.84
"301","2008-03-13",25.379999
"302","2008-03-14",24.68
"303","2008-03-17",24.219999
"304","2008-03-18",25.65
"305","2008-03-19",25.25
"306","2008-03-20",27.299999
"307","2008-03-24",27.690001
"308","2008-03-25",27.49
"309","2008-03-26",26.870001
"310","2008-03-27",26.65
"311","2008-03-28",26.16
"312","2008-03-31",26.870001
"313","2008-04-01",28.5
"314","2008-04-02",27.870001
"315","2008-04-03",28.049999
"316","2008-04-04",27.91
"317","2008-04-07",27.42
"318","2008-04-08",27.08
"319","2008-04-09",26.73
"320","2008-04-10",27.129999
"321","2008-04-11",26.299999
"322","2008-04-14",25.75
"323","2008-04-15",26.17
"324","2008-04-16",26.639999
"325","2008-04-17",26.950001
"326","2008-04-18",27.049999
"327","2008-04-21",26.639999
"328","2008-04-22",26.540001
"329","2008-04-23",26.360001
"330","2008-04-24",26.92
"331","2008-04-25",27.209999
"332","2008-04-28",27.15
