"","date","GOLF"
"1","2016-10-28",17.950001
"2","2016-10-31",17.41
"3","2016-11-01",17.459999
"4","2016-11-02",17.459999
"5","2016-11-03",17.299999
"6","2016-11-04",17.809999
"7","2016-11-07",18.27
"8","2016-11-08",18.24
"9","2016-11-09",18.360001
"10","2016-11-10",18.33
"11","2016-11-11",18.459999
"12","2016-11-14",18.540001
"13","2016-11-15",18.559999
"14","2016-11-16",18.620001
"15","2016-11-17",18.59
"16","2016-11-18",18.950001
"17","2016-11-21",19.02
"18","2016-11-22",20.02
"19","2016-11-23",20.25
"20","2016-11-25",20.24
"21","2016-11-28",20.17
"22","2016-11-29",19.959999
"23","2016-11-30",19.959999
"24","2016-12-01",19.92
"25","2016-12-02",19.4
"26","2016-12-05",19.24
"27","2016-12-06",19
"28","2016-12-07",19.059999
"29","2016-12-08",19.379999
"30","2016-12-09",21.440001
"31","2016-12-12",21.51
"32","2016-12-13",21.389999
"33","2016-12-14",20.25
"34","2016-12-15",20.219999
"35","2016-12-16",19.129999
"36","2016-12-19",19.57
"37","2016-12-20",19.65
"38","2016-12-21",19.42
"39","2016-12-22",19.469999
"40","2016-12-23",19.610001
"41","2016-12-27",19.43
"42","2016-12-28",19
"43","2016-12-29",19.32
"44","2016-12-30",19.709999
"45","2017-01-03",19.5
"46","2017-01-04",19.16
"47","2017-01-05",18.92
"48","2017-01-06",19.049999
"49","2017-01-09",19.690001
"50","2017-01-10",19.040001
"51","2017-01-11",19.59
"52","2017-01-12",19.09
"53","2017-01-13",18.870001
"54","2017-01-17",18.82
"55","2017-01-18",19.32
"56","2017-01-19",19.34
"57","2017-01-20",19.32
"58","2017-01-23",19.25
"59","2017-01-24",19.360001
"60","2017-01-25",19.200001
"61","2017-01-26",18.879999
"62","2017-01-27",18.719999
"63","2017-01-30",18.379999
"64","2017-01-31",18.549999
"65","2017-02-01",18.51
"66","2017-02-02",18.15
"67","2017-02-03",17.860001
"68","2017-02-06",17.719999
"69","2017-02-07",17.68
"70","2017-02-08",17.48
"71","2017-02-09",17.799999
"72","2017-02-10",17.719999
"73","2017-02-13",17.68
"74","2017-02-14",17.809999
"75","2017-02-15",18.01
"76","2017-02-16",17.6
"77","2017-02-17",17.639999
"78","2017-02-21",17.620001
"79","2017-02-22",17.559999
"80","2017-02-23",17.559999
"81","2017-02-24",17.52
"82","2017-02-27",17.719999
"83","2017-02-28",17.51
"84","2017-03-01",17.74
"85","2017-03-02",17.68
"86","2017-03-03",17.610001
"87","2017-03-06",17.73
"88","2017-03-07",17.65
"89","2017-03-08",17.99
"90","2017-03-09",18.08
"91","2017-03-10",18.049999
"92","2017-03-13",17.51
"93","2017-03-14",17.43
"94","2017-03-15",17.92
"95","2017-03-16",18.299999
"96","2017-03-17",18.209999
"97","2017-03-20",18.139999
"98","2017-03-21",17.77
"99","2017-03-22",18.120001
"100","2017-03-23",17.809999
"101","2017-03-24",17.76
"102","2017-03-27",17.440001
"103","2017-03-28",17.09
"104","2017-03-29",17.33
"105","2017-03-30",17.209999
"106","2017-03-31",17.280001
"107","2017-04-03",17.26
"108","2017-04-04",17.059999
"109","2017-04-05",17.209999
"110","2017-04-06",17.280001
"111","2017-04-07",17.219999
"112","2017-04-10",17.57
"113","2017-04-11",17.18
"114","2017-04-12",17.41
"115","2017-04-13",17.540001
"116","2017-04-17",17.92
"117","2017-04-18",18.110001
"118","2017-04-19",17.92
"119","2017-04-20",18.129999
"120","2017-04-21",18.1
"121","2017-04-24",18.129999
"122","2017-04-25",18.07
"123","2017-04-26",18.139999
"124","2017-04-27",18.17
"125","2017-04-28",18.26
"126","2017-05-01",18.190001
"127","2017-05-02",18.15
"128","2017-05-03",18.139999
"129","2017-05-04",18.24
"130","2017-05-05",19.110001
"131","2017-05-08",20.01
"132","2017-05-09",19.84
"133","2017-05-10",19.959999
"134","2017-05-11",19.799999
"135","2017-05-12",19.65
"136","2017-05-15",19.58
"137","2017-05-16",19.700001
"138","2017-05-17",18.860001
"139","2017-05-18",18.98
"140","2017-05-19",18.799999
"141","2017-05-22",18.75
"142","2017-05-23",18.65
"143","2017-05-24",18.67
"144","2017-05-25",18.66
"145","2017-05-26",18.940001
"146","2017-05-30",18.75
"147","2017-05-31",19
"148","2017-06-01",19.049999
"149","2017-06-02",18.93
"150","2017-06-05",19.01
"151","2017-06-06",19
"152","2017-06-07",19.01
"153","2017-06-08",18.969999
"154","2017-06-09",19.190001
"155","2017-06-12",19.370001
"156","2017-06-13",19.27
"157","2017-06-14",19.23
"158","2017-06-15",19.040001
"159","2017-06-16",19.030001
"160","2017-06-19",19.809999
"161","2017-06-20",19.17
"162","2017-06-21",19.15
"163","2017-06-22",19.290001
"164","2017-06-23",19.549999
"165","2017-06-26",19.620001
"166","2017-06-27",19.620001
"167","2017-06-28",19.889999
"168","2017-06-29",20
"169","2017-06-30",19.84
"170","2017-07-03",19.889999
"171","2017-07-05",19.969999
"172","2017-07-06",19.860001
"173","2017-07-07",19.9
"174","2017-07-10",19.82
"175","2017-07-11",19.200001
"176","2017-07-12",19.43
"177","2017-07-13",19.58
"178","2017-07-14",19.59
"179","2017-07-17",19.639999
"180","2017-07-18",20.24
"181","2017-07-19",20.34
"182","2017-07-20",19.83
"183","2017-07-21",18.76
"184","2017-07-24",18.719999
"185","2017-07-25",18.73
"186","2017-07-26",18.950001
"187","2017-07-27",18.5
"188","2017-07-28",18.58
"189","2017-07-31",18.469999
"190","2017-08-01",18.68
"191","2017-08-02",18.58
"192","2017-08-03",18.27
"193","2017-08-04",18.299999
"194","2017-08-07",17.6
"195","2017-08-08",17.16
"196","2017-08-09",17.08
"197","2017-08-10",17.040001
"198","2017-08-11",15.59
"199","2017-08-14",15.95
"200","2017-08-15",16.209999
"201","2017-08-16",16.16
"202","2017-08-17",16.030001
"203","2017-08-18",16.440001
"204","2017-08-21",16.879999
"205","2017-08-22",16.52
"206","2017-08-23",16.450001
"207","2017-08-24",16.57
"208","2017-08-25",16.83
"209","2017-08-28",16.92
"210","2017-08-29",16.76
"211","2017-08-30",16.370001
"212","2017-08-31",16.440001
"213","2017-09-01",16.360001
"214","2017-09-05",16.049999
"215","2017-09-06",16.25
"216","2017-09-07",16.65
"217","2017-09-08",16.469999
"218","2017-09-11",16.459999
"219","2017-09-12",17.01
"220","2017-09-13",17.23
"221","2017-09-14",17.030001
"222","2017-09-15",16.860001
"223","2017-09-18",16.790001
"224","2017-09-19",16.98
"225","2017-09-20",16.700001
"226","2017-09-21",16.85
"227","2017-09-22",17.09
"228","2017-09-25",17.049999
"229","2017-09-26",17.129999
"230","2017-09-27",17.559999
"231","2017-09-28",17.73
"232","2017-09-29",17.76
"233","2017-10-02",18.030001
"234","2017-10-03",17.870001
"235","2017-10-04",17.75
"236","2017-10-05",18.040001
"237","2017-10-06",18.02
"238","2017-10-09",17.98
"239","2017-10-10",18
"240","2017-10-11",17.73
"241","2017-10-12",17.73
"242","2017-10-13",17.709999
"243","2017-10-16",17.700001
"244","2017-10-17",17.940001
"245","2017-10-18",18.1
"246","2017-10-19",17.959999
"247","2017-10-20",18.309999
"248","2017-10-23",18.200001
"249","2017-10-24",18.25
"250","2017-10-25",18.35
"251","2017-10-26",18.440001
"252","2017-10-27",18.290001
"253","2017-10-30",18.110001
"254","2017-10-31",18.469999
"255","2017-11-01",18.209999
"256","2017-11-02",18.200001
"257","2017-11-03",18.09
"258","2017-11-06",18.120001
"259","2017-11-07",18
"260","2017-11-08",18.26
"261","2017-11-09",18.74
"262","2017-11-10",19.219999
"263","2017-11-13",17.469999
"264","2017-11-14",17.629999
"265","2017-11-15",17.950001
"266","2017-11-16",18.41
"267","2017-11-17",18.91
"268","2017-11-20",19.15
"269","2017-11-21",19.209999
"270","2017-11-22",19.209999
"271","2017-11-24",19.23
"272","2017-11-27",18.93
"273","2017-11-28",19.25
"274","2017-11-29",19.49
"275","2017-11-30",19.870001
"276","2017-12-01",19.83
"277","2017-12-04",20.4
"278","2017-12-05",20.17
"279","2017-12-06",19.85
"280","2017-12-07",20.219999
"281","2017-12-08",20.030001
"282","2017-12-11",19.940001
"283","2017-12-12",19.780001
"284","2017-12-13",20.040001
"285","2017-12-14",19.959999
"286","2017-12-15",20.440001
"287","2017-12-18",20.559999
"288","2017-12-19",20.700001
"289","2017-12-20",20.73
"290","2017-12-21",20.940001
"291","2017-12-22",21.23
"292","2017-12-26",21.280001
"293","2017-12-27",21.139999
"294","2017-12-28",21.17
"295","2017-12-29",21.08
"296","2018-01-02",20.85
"297","2018-01-03",20.77
"298","2018-01-04",20.58
"299","2018-01-05",20.950001
"300","2018-01-08",21.200001
"301","2018-01-09",20.77
"302","2018-01-10",20.889999
"303","2018-01-11",21.09
"304","2018-01-12",21.440001
"305","2018-01-16",20.82
"306","2018-01-17",21.15
"307","2018-01-18",20.85
"308","2018-01-19",21.49
"309","2018-01-22",21.33
"310","2018-01-23",21.58
"311","2018-01-24",21.59
"312","2018-01-25",21.719999
"313","2018-01-26",21.9
"314","2018-01-29",21.68
"315","2018-01-30",21.360001
"316","2018-01-31",21.450001
"317","2018-02-01",21.35
"318","2018-02-02",20.92
"319","2018-02-05",19.690001
"320","2018-02-06",20.129999
"321","2018-02-07",20.26
"322","2018-02-08",20.360001
"323","2018-02-09",21.049999
"324","2018-02-12",21.1
"325","2018-02-13",21.190001
"326","2018-02-14",21.25
"327","2018-02-15",21.530001
"328","2018-02-16",21.17
"329","2018-02-20",21.01
"330","2018-02-21",20.940001
"331","2018-02-22",21.26
"332","2018-02-23",21.290001
"333","2018-02-26",21.77
"334","2018-02-27",21.26
"335","2018-02-28",21.190001
"336","2018-03-01",21.01
"337","2018-03-02",21.059999
"338","2018-03-05",21.48
"339","2018-03-06",22.120001
"340","2018-03-07",22.41
"341","2018-03-08",22.59
"342","2018-03-09",23.01
"343","2018-03-12",22.85
"344","2018-03-13",23.33
"345","2018-03-14",23.780001
"346","2018-03-15",23.76
"347","2018-03-16",24.09
"348","2018-03-19",23.76
"349","2018-03-20",23.799999
"350","2018-03-21",23.51
"351","2018-03-22",23.51
"352","2018-03-23",23.139999
"353","2018-03-26",23.459999
"354","2018-03-27",23.059999
"355","2018-03-28",23.07
"356","2018-03-29",23.09
"357","2018-04-02",22.59
"358","2018-04-03",23.25
"359","2018-04-04",23.469999
"360","2018-04-05",24.01
"361","2018-04-06",23.85
"362","2018-04-09",23.629999
"363","2018-04-10",24.02
"364","2018-04-11",24.110001
"365","2018-04-12",24.32
"366","2018-04-13",24.110001
"367","2018-04-16",24.299999
"368","2018-04-17",24.309999
"369","2018-04-18",23.799999
"370","2018-04-19",23.549999
"371","2018-04-20",23.23
"372","2018-04-23",23.77
"373","2018-04-24",23.98
"374","2018-04-25",24.1
"375","2018-04-26",24.07
"376","2018-04-27",24.17
"377","2018-04-30",24.16
"378","2018-05-01",24.32
"379","2018-05-02",24.450001
"380","2018-05-03",22.059999
"381","2018-05-04",22.35
"382","2018-05-07",22.959999
"383","2018-05-08",23.35
"384","2018-05-09",23.129999
"385","2018-05-10",23.040001
"386","2018-05-11",23.059999
"387","2018-05-14",22.99
"388","2018-05-15",23.07
"389","2018-05-16",23.57
"390","2018-05-17",23.77
"391","2018-05-18",23.77
"392","2018-05-21",23.889999
"393","2018-05-22",23.870001
"394","2018-05-23",23.870001
