"","date","JE"
"1","2009-01-05",269.940002
"2","2009-01-06",271.920013
"3","2009-01-07",256.079987
"4","2009-01-08",252.119995
"5","2009-01-09",254.100006
"6","2009-01-12",240.899994
"7","2009-01-13",228.360001
"8","2009-01-14",220.440002
"9","2009-01-15",212.520004
"10","2009-01-16",215.820007
"11","2009-01-20",216.149994
"12","2009-01-21",225.059998
"13","2009-01-22",239.25
"14","2009-01-23",240.570007
"15","2009-01-26",246.509995
"16","2009-01-27",249.149994
"17","2009-01-28",260.040009
"18","2009-01-29",266.640015
"19","2009-01-30",267.630005
"20","2009-02-02",260.040009
"21","2009-02-03",262.350006
"22","2009-02-04",262.019989
"23","2009-02-05",264.98999
"24","2009-02-06",276.540009
"25","2009-02-09",282.809998
"26","2009-02-10",280.829987
"27","2009-02-11",280.829987
"28","2009-02-12",281.820007
"29","2009-02-13",281.820007
"30","2009-02-17",279.179993
"31","2009-02-18",274.559998
"32","2009-02-19",275.220001
"33","2009-02-20",259.709991
"34","2009-02-23",263.339996
"35","2009-02-24",261.690002
"36","2009-02-25",259.380005
"37","2009-02-26",281.48999
"38","2009-02-27",281.48999
"39","2009-03-02",263.01001
"40","2009-03-03",266.309998
"41","2009-03-04",266.309998
"42","2009-03-05",266.309998
"43","2009-03-06",265.980011
"44","2009-03-09",261.029999
"45","2009-03-10",264.98999
"46","2009-03-11",264.98999
"47","2009-03-12",264.98999
"48","2009-03-13",264.98999
"49","2009-03-16",274.230011
"50","2009-03-17",274.230011
"51","2009-03-18",284.130005
"52","2009-03-19",286.769989
"53","2009-03-20",284.790009
"54","2009-03-23",283.140015
"55","2009-03-24",291.390015
"56","2009-03-25",286.440002
"57","2009-03-26",286.440002
"58","2009-03-27",280.5
"59","2009-03-30",280.5
"60","2009-03-31",280.5
"61","2009-04-01",275.220001
"62","2009-04-02",291.059998
"63","2009-04-03",298.320007
"64","2009-04-06",297.98999
"65","2009-04-07",309.540009
"66","2009-04-08",319.440002
"67","2009-04-09",325.709991
"68","2009-04-13",329.670013
"69","2009-04-14",334.950012
"70","2009-04-15",334.619995
"71","2009-04-16",337.920013
"72","2009-04-17",339.570007
"73","2009-04-20",331.980011
"74","2009-04-21",331.980011
"75","2009-04-22",335.940002
"76","2009-04-23",327.359985
"77","2009-04-24",337.920013
"78","2009-04-27",336.929993
"79","2009-04-28",336.929993
"80","2009-04-29",337.920013
"81","2009-04-30",336.929993
"82","2009-05-01",337.26001
"83","2009-05-04",337.26001
"84","2009-05-05",337.26001
"85","2009-05-06",337.26001
"86","2009-05-07",340.890015
"87","2009-05-08",340.890015
"88","2009-05-11",341.880005
"89","2009-05-12",341.220001
"90","2009-05-13",332.309998
"91","2009-05-14",345.839996
"92","2009-05-15",317.130005
"93","2009-05-18",317.130005
"94","2009-05-19",330
"95","2009-05-20",335.609985
"96","2009-05-21",331.320007
"97","2009-05-22",334.619995
"98","2009-05-26",334.619995
"99","2009-05-27",330.329987
"100","2009-05-28",328.679993
"101","2009-05-29",335.279999
"102","2009-06-01",338.910004
"103","2009-06-02",346.170013
"104","2009-06-03",334.619995
"105","2009-06-04",334.619995
"106","2009-06-05",328.350006
"107","2009-06-08",330.660004
"108","2009-06-09",330.660004
"109","2009-06-10",328.350006
"110","2009-06-11",336.600006
"111","2009-06-12",325.709991
"112","2009-06-15",317.459991
"113","2009-06-16",308.220001
"114","2009-06-17",308.549988
"115","2009-06-18",308.880005
"116","2009-06-19",311.519989
"117","2009-06-22",297.329987
"118","2009-06-23",294.690002
"119","2009-06-24",297.98999
"120","2009-06-25",297.98999
"121","2009-06-26",322.079987
"122","2009-06-29",317.790009
"123","2009-06-30",321.089996
"124","2009-07-01",328.019989
"125","2009-07-02",325.049988
"126","2009-07-06",321.75
"127","2009-07-07",313.5
"128","2009-07-08",308.549988
"129","2009-07-09",315.809998
"130","2009-07-10",315.149994
"131","2009-07-13",318.450012
"132","2009-07-14",329.670013
"133","2009-07-15",342.540009
"134","2009-07-16",343.859985
"135","2009-07-17",348.149994
"136","2009-07-20",348.809998
"137","2009-07-21",342.209991
"138","2009-07-22",348.149994
"139","2009-07-23",353.100006
"140","2009-07-24",357.390015
"141","2009-07-27",372.899994
"142","2009-07-28",367.619995
"143","2009-07-29",365.970001
"144","2009-07-30",378.179993
"145","2009-07-31",381.149994
"146","2009-08-03",408.869995
"147","2009-08-04",392.700012
"148","2009-08-05",395.339996
"149","2009-08-06",395.01001
"150","2009-08-07",396
"151","2009-08-10",393.359985
"152","2009-08-11",382.140015
"153","2009-08-12",387.75
"154","2009-08-13",392.040009
"155","2009-08-14",389.399994
"156","2009-08-17",376.529999
"157","2009-08-18",379.829987
"158","2009-08-19",386.100006
"159","2009-08-20",386.100006
"160","2009-08-21",382.470001
"161","2009-08-24",388.410004
"162","2009-08-25",384.119995
"163","2009-08-26",380.48999
"164","2009-08-27",378.839996
"165","2009-08-28",388.079987
"166","2009-08-31",386.100006
"167","2009-09-01",386.100006
"168","2009-09-02",380.820007
"169","2009-09-03",385.109985
"170","2009-09-04",387.420013
"171","2009-09-08",391.380005
"172","2009-09-09",388.73999
"173","2009-09-10",388.73999
"174","2009-09-11",383.130005
"175","2009-09-14",382.140015
"176","2009-09-15",384.119995
"177","2009-09-16",388.73999
"178","2009-09-17",405.23999
"179","2009-09-18",416.130005
"180","2009-09-21",419.100006
"181","2009-09-22",437.910004
"182","2009-09-23",428.670013
"183","2009-09-24",415.140015
"184","2009-09-25",414.149994
"185","2009-09-28",418.440002
"186","2009-09-29",418.109985
"187","2009-09-30",428.339996
"188","2009-10-01",418.769989
"189","2009-10-02",417.779999
"190","2009-10-05",422.730011
"191","2009-10-06",432.299988
"192","2009-10-07",432.630005
"193","2009-10-08",438.899994
"194","2009-10-09",436.920013
"195","2009-10-12",436.920013
"196","2009-10-13",437.25
"197","2009-10-14",439.230011
"198","2009-10-15",433.290009
"199","2009-10-16",433.290009
"200","2009-10-19",425.700012
"201","2009-10-20",432.630005
"202","2009-10-21",434.940002
"203","2009-10-22",429
"204","2009-10-23",424.049988
"205","2009-10-26",410.519989
"206","2009-10-27",406.559998
"207","2009-10-28",396
"208","2009-10-29",410.190002
"209","2009-10-30",400.619995
"210","2009-11-02",397.320007
"211","2009-11-03",402.269989
"212","2009-11-04",404.25
"213","2009-11-05",405.570007
"214","2009-11-06",420.75
"215","2009-11-09",421.73999
"216","2009-11-10",413.48999
"217","2009-11-11",415.470001
"218","2009-11-12",412.170013
"219","2009-11-13",413.48999
"220","2009-11-16",416.130005
"221","2009-11-17",410.190002
"222","2009-11-18",403.589996
"223","2009-11-19",401.940002
"224","2009-11-20",391.049988
"225","2009-11-23",397.980011
"226","2009-11-24",397.980011
"227","2009-11-25",402.600006
"228","2009-11-27",395.01001
"229","2009-11-30",403.920013
"230","2009-12-01",412.5
"231","2009-12-02",410.519989
"232","2009-12-03",411.51001
"233","2009-12-04",408.869995
"234","2009-12-07",412.5
"235","2009-12-08",411.179993
"236","2009-12-09",417.119995
"237","2009-12-10",427.350006
"238","2009-12-11",424.380005
"239","2009-12-14",429
"240","2009-12-15",430.649994
"241","2009-12-16",439.890015
"242","2009-12-17",433.619995
"243","2009-12-18",438.23999
"244","2009-12-21",441.540009
"245","2009-12-22",443.519989
"246","2009-12-23",452.76001
"247","2009-12-24",454.079987
"248","2009-12-28",465.299988
"249","2009-12-29",456.059998
"250","2009-12-30",449.790009
"251","2009-12-31",454.079987
"252","2010-01-04",451.440002
"253","2010-01-05",449.130005
"254","2010-01-06",444.839996
