"","date","CPK"
"1","2007-01-03",20.333334
"2","2007-01-04",20.266666
"3","2007-01-05",20.013334
"4","2007-01-08",19.853333
"5","2007-01-09",19.5
"6","2007-01-10",19.326666
"7","2007-01-11",19.613333
"8","2007-01-12",19.606667
"9","2007-01-16",19.540001
"10","2007-01-17",19.686666
"11","2007-01-18",19.5
"12","2007-01-19",19.566668
"13","2007-01-22",19.493334
"14","2007-01-23",19.686666
"15","2007-01-24",19.633333
"16","2007-01-25",19.533333
"17","2007-01-26",19.566668
"18","2007-01-29",19.540001
"19","2007-01-30",19.553333
"20","2007-01-31",19.639999
"21","2007-02-01",19.633333
"22","2007-02-02",19.68
"23","2007-02-05",19.74
"24","2007-02-06",19.82
"25","2007-02-07",19.860001
"26","2007-02-08",19.806667
"27","2007-02-09",19.860001
"28","2007-02-12",19.959999
"29","2007-02-13",19.76
"30","2007-02-14",19.626667
"31","2007-02-15",19.506666
"32","2007-02-16",19.666666
"33","2007-02-20",19.860001
"34","2007-02-21",19.733334
"35","2007-02-22",20.34
"36","2007-02-23",20.433332
"37","2007-02-26",20.533333
"38","2007-02-27",20.066668
"39","2007-02-28",20.433332
"40","2007-03-01",20.593334
"41","2007-03-02",19.666666
"42","2007-03-05",19.933332
"43","2007-03-06",19.966667
"44","2007-03-07",19.906666
"45","2007-03-08",19.906666
"46","2007-03-09",19.959999
"47","2007-03-12",19.953333
"48","2007-03-13",19.986666
"49","2007-03-14",20.286667
"50","2007-03-15",20.353333
"51","2007-03-16",20.5
"52","2007-03-19",20.360001
"53","2007-03-20",20.506666
"54","2007-03-21",20.639999
"55","2007-03-22",20.559999
"56","2007-03-23",20.653334
"57","2007-03-26",20.533333
"58","2007-03-27",20.5
"59","2007-03-28",20.466667
"60","2007-03-29",20.5
"61","2007-03-30",20.626667
"62","2007-04-02",20.566668
"63","2007-04-03",20.646667
"64","2007-04-04",20.66
"65","2007-04-05",20.746666
"66","2007-04-09",20.766666
"67","2007-04-10",21.053333
"68","2007-04-11",21.16
"69","2007-04-12",21.066668
"70","2007-04-13",21.066668
"71","2007-04-16",21.066668
"72","2007-04-17",21.013334
"73","2007-04-18",20.92
"74","2007-04-19",21.120001
"75","2007-04-20",21.073334
"76","2007-04-23",21.153334
"77","2007-04-24",21.346666
"78","2007-04-25",21.52
"79","2007-04-26",21.406666
"80","2007-04-27",21.059999
"81","2007-04-30",21.219999
"82","2007-05-01",20.6
"83","2007-05-02",21.206667
"84","2007-05-03",21.706667
"85","2007-05-04",21.993334
"86","2007-05-07",22.186666
"87","2007-05-08",22.186666
"88","2007-05-09",22.406666
"89","2007-05-10",22.393333
"90","2007-05-11",22.513334
"91","2007-05-14",22.486666
"92","2007-05-15",22.440001
"93","2007-05-16",22.700001
"94","2007-05-17",22.846666
"95","2007-05-18",22.860001
"96","2007-05-21",23.066668
"97","2007-05-22",23.153334
"98","2007-05-23",23.306667
"99","2007-05-24",23.293333
"100","2007-05-25",23.226667
"101","2007-05-29",23.299999
"102","2007-05-30",23.200001
"103","2007-05-31",23.206667
"104","2007-06-01",22.366667
"105","2007-06-04",22.459999
"106","2007-06-05",23.040001
"107","2007-06-06",23.073334
"108","2007-06-07",23.02
"109","2007-06-08",22.746666
"110","2007-06-11",22.940001
"111","2007-06-12",22.613333
"112","2007-06-13",22.1
"113","2007-06-14",22.346666
"114","2007-06-15",22.706667
"115","2007-06-18",22.700001
"116","2007-06-19",22.906666
"117","2007-06-20",22.926666
"118","2007-06-21",22.1
"119","2007-06-22",22
"120","2007-06-25",21.673334
"121","2007-06-26",21.566668
"122","2007-06-27",22.200001
"123","2007-06-28",22.526667
"124","2007-06-29",22.826666
"125","2007-07-02",22.84
"126","2007-07-03",23.326666
"127","2007-07-05",23.566668
"128","2007-07-06",23.946667
"129","2007-07-09",23.933332
"130","2007-07-10",24.18
"131","2007-07-11",23.98
"132","2007-07-12",24.34
"133","2007-07-13",24.233334
"134","2007-07-16",24.193333
"135","2007-07-17",23.986666
"136","2007-07-18",23.793333
"137","2007-07-19",23.74
"138","2007-07-20",23.453333
"139","2007-07-23",23.446667
"140","2007-07-24",22.34
"141","2007-07-25",22.48
"142","2007-07-26",21.879999
"143","2007-07-27",21.713333
"144","2007-07-30",21.32
"145","2007-07-31",21.74
"146","2007-08-01",22.586666
"147","2007-08-02",22.633333
"148","2007-08-03",22.066668
"149","2007-08-06",22.126667
"150","2007-08-07",22.040001
"151","2007-08-08",21.219999
"152","2007-08-09",21.293333
"153","2007-08-10",22.426666
"154","2007-08-13",21.986666
"155","2007-08-14",21.1
"156","2007-08-15",19.153334
"157","2007-08-16",21.106667
"158","2007-08-17",20.726667
"159","2007-08-20",20.766666
"160","2007-08-21",21.16
"161","2007-08-22",21.233334
"162","2007-08-23",21.860001
"163","2007-08-24",20.866667
"164","2007-08-27",21.586666
"165","2007-08-28",21.5
"166","2007-08-29",20.433332
"167","2007-08-30",21.24
"168","2007-08-31",21.073334
"169","2007-09-04",20.646667
"170","2007-09-05",20.473333
"171","2007-09-06",20.366667
"172","2007-09-07",21.42
"173","2007-09-10",21.1
"174","2007-09-11",20.860001
"175","2007-09-12",21.353333
"176","2007-09-13",21.073334
"177","2007-09-14",21.086666
"178","2007-09-17",21.133333
"179","2007-09-18",21.666666
"180","2007-09-19",22.166666
"181","2007-09-20",22.446667
"182","2007-09-21",22.553333
"183","2007-09-24",21.833334
"184","2007-09-25",21.866667
"185","2007-09-26",22.059999
"186","2007-09-27",22.326666
"187","2007-09-28",22.626667
"188","2007-10-01",22.866667
"189","2007-10-02",22.299999
"190","2007-10-03",21.753334
"191","2007-10-04",21.766666
"192","2007-10-05",22.566668
"193","2007-10-08",22.4
"194","2007-10-09",22.653334
"195","2007-10-10",22.42
"196","2007-10-11",22.673334
"197","2007-10-12",22.666666
"198","2007-10-15",22.586666
"199","2007-10-16",22.773333
"200","2007-10-17",22.853333
"201","2007-10-18",22.893333
"202","2007-10-19",22.526667
"203","2007-10-22",22.833334
"204","2007-10-23",22.566668
"205","2007-10-24",22.959999
"206","2007-10-25",22.706667
"207","2007-10-26",23.059999
"208","2007-10-29",23.073334
"209","2007-10-30",23.686666
"210","2007-10-31",23.613333
"211","2007-11-01",23.533333
"212","2007-11-02",23.546667
"213","2007-11-05",23.333334
"214","2007-11-06",23.373333
"215","2007-11-07",23.113333
"216","2007-11-08",23
"217","2007-11-09",23.066668
"218","2007-11-12",22.713333
"219","2007-11-13",22.719999
"220","2007-11-14",23.053333
"221","2007-11-15",23.66
"222","2007-11-16",23.966667
"223","2007-11-19",23.493334
"224","2007-11-20",23.306667
"225","2007-11-21",23.066668
"226","2007-11-23",22.833334
"227","2007-11-26",22.773333
"228","2007-11-27",22.926666
"229","2007-11-28",22.926666
"230","2007-11-29",22.626667
"231","2007-11-30",22.5
"232","2007-12-03",22.073334
"233","2007-12-04",22.026667
"234","2007-12-05",22.246666
"235","2007-12-06",22.073334
"236","2007-12-07",22.02
"237","2007-12-10",22.066668
"238","2007-12-11",21.546667
"239","2007-12-12",21.926666
"240","2007-12-13",21.966667
"241","2007-12-14",20.746666
"242","2007-12-17",20.48
"243","2007-12-18",20.653334
"244","2007-12-19",20.833334
"245","2007-12-20",20.853333
"246","2007-12-21",21.366667
"247","2007-12-24",21.639999
"248","2007-12-26",21.5
"249","2007-12-27",21.033333
"250","2007-12-28",21.040001
"251","2007-12-31",21.233334
"252","2008-01-02",20.526667
"253","2008-01-03",20.333334
"254","2008-01-04",20.773333
"255","2008-01-07",20.426666
"256","2008-01-08",20.626667
"257","2008-01-09",22.066668
"258","2008-01-10",21.986666
"259","2008-01-11",21.853333
"260","2008-01-14",21.653334
"261","2008-01-15",20.9
"262","2008-01-16",19.866667
"263","2008-01-17",19.846666
"264","2008-01-18",19.299999
"265","2008-01-22",19.1
"266","2008-01-23",19.066668
"267","2008-01-24",18.793333
"268","2008-01-25",18.933332
"269","2008-01-28",19.18
"270","2008-01-29",19
"271","2008-01-30",19.646667
"272","2008-01-31",20.073334
"273","2008-02-01",19.766666
"274","2008-02-04",20.386667
"275","2008-02-05",19.84
"276","2008-02-06",19.559999
"277","2008-02-07",19.799999
"278","2008-02-08",19.84
"279","2008-02-11",19.966667
"280","2008-02-12",20.013334
"281","2008-02-13",20.32
"282","2008-02-14",20.146667
"283","2008-02-15",20.033333
"284","2008-02-19",20.273333
"285","2008-02-20",20.446667
"286","2008-02-21",19.973333
"287","2008-02-22",19.613333
"288","2008-02-25",19.513334
"289","2008-02-26",19.620001
"290","2008-02-27",19.753334
"291","2008-02-28",19.986666
"292","2008-02-29",19.106667
"293","2008-03-03",18.92
"294","2008-03-04",18.933332
"295","2008-03-05",18.886667
"296","2008-03-06",18.393333
"297","2008-03-07",19.093334
"298","2008-03-10",18.433332
"299","2008-03-11",19.52
"300","2008-03-12",20.066668
"301","2008-03-13",19.639999
"302","2008-03-14",19.513334
"303","2008-03-17",20
"304","2008-03-18",19.700001
"305","2008-03-19",19.879999
"306","2008-03-20",20.4
"307","2008-03-24",19.946667
"308","2008-03-25",20.120001
"309","2008-03-26",20.153334
"310","2008-03-27",19.700001
"311","2008-03-28",19.866667
"312","2008-03-31",19.76
"313","2008-04-01",20.286667
"314","2008-04-02",20.313334
"315","2008-04-03",20.053333
"316","2008-04-04",20.153334
"317","2008-04-07",20.626667
"318","2008-04-08",20.493334
"319","2008-04-09",20.713333
"320","2008-04-10",20.74
"321","2008-04-11",20.246666
"322","2008-04-14",19.766666
"323","2008-04-15",20.046667
"324","2008-04-16",20.32
"325","2008-04-17",20.066668
"326","2008-04-18",20.200001
"327","2008-04-21",19.84
"328","2008-04-22",19.68
"329","2008-04-23",19.646667
"330","2008-04-24",19.506666
"331","2008-04-25",19.733334
"332","2008-04-28",19.673334
"333","2008-04-29",19.566668
"334","2008-04-30",19.826666
"335","2008-05-01",19.566668
"336","2008-05-02",19.353333
"337","2008-05-05",18.940001
"338","2008-05-06",18.58
"339","2008-05-07",18.846666
"340","2008-05-08",19.540001
"341","2008-05-09",19.533333
"342","2008-05-12",19.333334
"343","2008-05-13",19.5
"344","2008-05-14",19.246666
"345","2008-05-15",19.08
"346","2008-05-16",19.026667
"347","2008-05-19",18.853333
"348","2008-05-20",18.986666
"349","2008-05-21",18.833334
"350","2008-05-22",18.84
"351","2008-05-23",18.719999
"352","2008-05-27",18.98
"353","2008-05-28",18.773333
"354","2008-05-29",18.66
"355","2008-05-30",18.513334
"356","2008-06-02",18.786667
"357","2008-06-03",18.833334
"358","2008-06-04",18.780001
"359","2008-06-05",18.733334
"360","2008-06-06",18.793333
"361","2008-06-09",18.766666
"362","2008-06-10",18.553333
"363","2008-06-11",17.893333
"364","2008-06-12",18.433332
"365","2008-06-13",18.48
"366","2008-06-16",18.379999
"367","2008-06-17",18.459999
"368","2008-06-18",18.266666
"369","2008-06-19",18.200001
"370","2008-06-20",17.786667
"371","2008-06-23",17.353333
"372","2008-06-24",17.073334
"373","2008-06-25",17.333334
"374","2008-06-26",17.026667
"375","2008-06-27",17.299999
"376","2008-06-30",17.146667
"377","2008-07-01",17.293333
"378","2008-07-02",16.986666
"379","2008-07-03",16.813334
"380","2008-07-07",16.946667
"381","2008-07-08",17.526667
"382","2008-07-09",16.84
"383","2008-07-10",17.266666
"384","2008-07-11",17.506666
"385","2008-07-14",17.173334
"386","2008-07-15",17.5
"387","2008-07-16",17.813334
"388","2008-07-17",17.559999
"389","2008-07-18",17.073334
"390","2008-07-21",17.040001
"391","2008-07-22",17.553333
"392","2008-07-23",17.58
"393","2008-07-24",16.866667
"394","2008-07-25",17.633333
"395","2008-07-28",17.533333
"396","2008-07-29",18.153334
"397","2008-07-30",19.059999
"398","2008-07-31",19.059999
"399","2008-08-01",19.459999
"400","2008-08-04",19.02
"401","2008-08-05",19.346666
"402","2008-08-06",19.08
"403","2008-08-07",18.946667
"404","2008-08-08",19.440001
"405","2008-08-11",19.546667
"406","2008-08-12",19.459999
"407","2008-08-13",19.513334
"408","2008-08-14",19.393333
"409","2008-08-15",19.799999
"410","2008-08-18",20.1
"411","2008-08-19",20.206667
"412","2008-08-20",21.08
"413","2008-08-21",21
"414","2008-08-22",21.006666
"415","2008-08-25",20.733334
"416","2008-08-26",20.793333
"417","2008-08-27",20.780001
"418","2008-08-28",20.620001
"419","2008-08-29",20.186666
"420","2008-09-02",20.486666
"421","2008-09-03",20.326666
"422","2008-09-04",19.766666
"423","2008-09-05",19.6
"424","2008-09-08",20.253334
"425","2008-09-09",20.120001
"426","2008-09-10",20.173334
"427","2008-09-11",20.213333
"428","2008-09-12",19.98
"429","2008-09-15",19.466667
"430","2008-09-16",20.24
"431","2008-09-17",19.719999
"432","2008-09-18",21.933332
"433","2008-09-19",22.58
"434","2008-09-22",21.973333
"435","2008-09-23",22.193333
"436","2008-09-24",21.366667
"437","2008-09-25",22.446667
"438","2008-09-26",22.046667
"439","2008-09-29",21.586666
