"","date","IAC"
"1","2007-01-03",10.728927
"2","2007-01-04",10.82893
"3","2007-01-05",10.723212
"4","2007-01-08",10.686069
"5","2007-01-09",10.717498
"6","2007-01-10",10.948935
"7","2007-01-11",10.811787
"8","2007-01-12",10.811787
"9","2007-01-16",10.857503
"10","2007-01-17",10.914647
"11","2007-01-18",11.011793
"12","2007-01-19",11.163227
"13","2007-01-22",11.106082
"14","2007-01-23",11.177513
"15","2007-01-24",11.194656
"16","2007-01-25",10.903218
"17","2007-01-26",10.783215
"18","2007-01-29",10.863217
"19","2007-01-30",10.891789
"20","2007-01-31",10.971792
"21","2007-02-01",10.951792
"22","2007-02-02",11.037509
"23","2007-02-05",11.220372
"24","2007-02-06",11.063224
"25","2007-02-07",11.380377
"26","2007-02-08",11.403235
"27","2007-02-09",11.320375
"28","2007-02-12",11.26323
"29","2007-02-13",11.354662
"30","2007-02-14",11.386091
"31","2007-02-15",11.386091
"32","2007-02-16",11.380377
"33","2007-02-20",11.451808
"34","2007-02-21",11.503239
"35","2007-02-22",11.586099
"36","2007-02-23",11.59467
"37","2007-02-26",11.640386
"38","2007-02-27",11.306089
"39","2007-02-28",11.200371
"40","2007-03-01",11.037509
"41","2007-03-02",10.826073
"42","2007-03-05",10.706069
"43","2007-03-06",10.763214
"44","2007-03-07",10.723212
"45","2007-03-08",10.743214
"46","2007-03-09",10.69464
"47","2007-03-12",10.671782
"48","2007-03-13",10.434631
"49","2007-03-14",10.423203
"50","2007-03-15",10.466062
"51","2007-03-16",10.454632
"52","2007-03-19",10.577494
"53","2007-03-20",10.566065
"54","2007-03-21",10.69464
"55","2007-03-22",10.871789
"56","2007-03-23",10.917504
"57","2007-03-26",10.99465
"58","2007-03-27",11.040366
"59","2007-03-28",10.780357
"60","2007-03-29",10.740355
"61","2007-03-30",10.774643
"62","2007-04-02",10.631781
"63","2007-04-03",10.731784
"64","2007-04-04",10.7775
"65","2007-04-05",10.806072
"66","2007-04-09",10.914647
"67","2007-04-10",11.040366
"68","2007-04-11",10.94322
"69","2007-04-12",11.01465
"70","2007-04-13",10.928934
"71","2007-04-16",10.960363
"72","2007-04-17",11.02608
"73","2007-04-18",11.011793
"74","2007-04-19",10.971792
"75","2007-04-20",10.99465
"76","2007-04-23",10.740355
"77","2007-04-24",10.69464
"78","2007-04-25",10.968935
"79","2007-04-26",11.057509
"80","2007-04-27",11.080367
"81","2007-04-30",10.891789
"82","2007-05-01",10.931791
"83","2007-05-02",11.02608
"84","2007-05-03",10.314628
"85","2007-05-04",10.257483
"86","2007-05-07",10.10605
"87","2007-05-08",10.123193
"88","2007-05-09",10.077477
"89","2007-05-10",9.923186
"90","2007-05-11",9.957473
"91","2007-05-14",9.834612
"92","2007-05-15",9.683178
"93","2007-05-16",9.763181
"94","2007-05-17",9.648891
"95","2007-05-18",9.811754
"96","2007-05-21",9.868898
"97","2007-05-22",9.82604
"98","2007-05-23",9.920329
"99","2007-05-24",9.82604
"100","2007-05-25",9.837469
"101","2007-05-29",9.82604
"102","2007-05-30",9.811754
"103","2007-05-31",9.886042
"104","2007-06-01",9.943187
"105","2007-06-04",9.943187
"106","2007-06-05",9.943187
"107","2007-06-06",9.771752
"108","2007-06-07",9.477457
"109","2007-06-08",9.666035
"110","2007-06-11",9.694607
"111","2007-06-12",9.417455
"112","2007-06-13",9.603175
"113","2007-06-14",9.646034
"114","2007-06-15",9.814611
"115","2007-06-18",9.823183
"116","2007-06-19",10.066048
"117","2007-06-20",10.040333
"118","2007-06-21",10.000332
"119","2007-06-22",9.808896
"120","2007-06-25",9.886042
"121","2007-06-26",9.96033
"122","2007-06-27",9.928901
"123","2007-06-28",9.9089
"124","2007-06-29",9.888899
"125","2007-07-02",9.840326
"126","2007-07-03",9.803182
"127","2007-07-05",9.768895
"128","2007-07-06",9.780324
"129","2007-07-09",9.677464
"130","2007-07-10",9.543174
"131","2007-07-11",9.534602
"132","2007-07-12",9.606032
"133","2007-07-13",9.580317
"134","2007-07-16",9.440313
"135","2007-07-17",9.480314
"136","2007-07-18",9.480314
"137","2007-07-19",9.594604
"138","2007-07-20",9.483171
"139","2007-07-23",9.323166
"140","2007-07-24",9.09173
"141","2007-07-25",8.90601
"142","2007-07-26",8.757433
"143","2007-07-27",8.671716
"144","2007-07-30",8.674573
"145","2007-07-31",8.2117
"146","2007-08-01",8.188843
"147","2007-08-02",8.188843
"148","2007-08-03",7.828831
"149","2007-08-06",7.657397
"150","2007-08-07",7.631681
"151","2007-08-08",7.563108
"152","2007-08-09",7.463105
"153","2007-08-10",7.800259
"154","2007-08-13",7.991693
"155","2007-08-14",7.954549
"156","2007-08-15",7.89169
"157","2007-08-16",7.660254
"158","2007-08-17",7.791687
"159","2007-08-20",7.857403
"160","2007-08-21",7.885976
"161","2007-08-22",7.848832
"162","2007-08-23",7.768829
"163","2007-08-24",8.031694
"164","2007-08-27",7.897405
"165","2007-08-28",7.700255
"166","2007-08-29",7.805973
"167","2007-08-30",7.814545
"168","2007-08-31",7.940263
"169","2007-09-04",7.997408
"170","2007-09-05",7.911691
"171","2007-09-06",7.940263
"172","2007-09-07",7.885976
"173","2007-09-10",7.86026
"174","2007-09-11",7.903119
"175","2007-09-12",7.92312
"176","2007-09-13",7.905976
"177","2007-09-14",7.977407
"178","2007-09-17",7.748828
"179","2007-09-18",8.014551
"180","2007-09-19",8.054553
"181","2007-09-20",8.074553
"182","2007-09-21",8.011694
"183","2007-09-24",8.040266
"184","2007-09-25",8.145985
"185","2007-09-26",8.417422
"186","2007-09-27",8.463138
"187","2007-09-28",8.477424
"188","2007-10-01",8.571712
"189","2007-10-02",8.485995
"190","2007-10-03",8.514568
"191","2007-10-04",8.577427
"192","2007-10-05",8.571712
"193","2007-10-08",8.557426
"194","2007-10-09",8.497424
"195","2007-10-10",8.49171
"196","2007-10-11",8.340277
"197","2007-10-12",8.463138
"198","2007-10-15",8.368849
"199","2007-10-16",8.320275
"200","2007-10-17",8.448852
"201","2007-10-18",8.35742
"202","2007-10-19",8.117412
"203","2007-10-22",8.188843
"204","2007-10-23",7.965978
"205","2007-10-24",7.825974
"206","2007-10-25",7.805973
"207","2007-10-26",7.734542
"208","2007-10-29",7.957407
"209","2007-10-30",8.111697
"210","2007-10-31",8.417422
"211","2007-11-01",8.520283
"212","2007-11-02",8.463138
"213","2007-11-05",9.097445
"214","2007-11-06",8.888866
"215","2007-11-07",8.494567
"216","2007-11-08",8.477424
"217","2007-11-09",8.385992
"218","2007-11-12",8.414564
"219","2007-11-13",8.505996
"220","2007-11-14",8.283132
"221","2007-11-15",8.14027
"222","2007-11-16",8.111697
"223","2007-11-19",7.885976
"224","2007-11-20",7.877404
"225","2007-11-21",7.897405
"226","2007-11-23",7.814545
"227","2007-11-26",7.574537
"228","2007-11-27",7.737399
"229","2007-11-28",7.865975
"230","2007-11-29",8.071696
"231","2007-11-30",7.951692
"232","2007-12-03",7.914548
"233","2007-12-04",7.905976
"234","2007-12-05",8.134555
"235","2007-12-06",8.188843
"236","2007-12-07",8.131698
"237","2007-12-10",8.145985
"238","2007-12-11",7.885976
"239","2007-12-12",7.92312
"240","2007-12-13",7.817402
"241","2007-12-14",7.677397
"242","2007-12-17",7.611681
"243","2007-12-18",7.648825
"244","2007-12-19",7.665968
"245","2007-12-20",7.765972
"246","2007-12-21",7.854546
"247","2007-12-24",7.917405
"248","2007-12-26",7.874547
"249","2007-12-27",7.740256
"250","2007-12-28",7.711684
"251","2007-12-31",7.691683
"252","2008-01-02",7.50882
"253","2008-01-03",7.408817
"254","2008-01-04",7.225954
"255","2008-01-07",7.277384
"256","2008-01-08",7.02309
"257","2008-01-09",6.948802
"258","2008-01-10",6.863085
"259","2008-01-11",6.740223
"260","2008-01-14",6.97166
"261","2008-01-15",6.808797
"262","2008-01-16",7.060234
"263","2008-01-17",7.020233
"264","2008-01-18",6.891657
"265","2008-01-22",6.823083
"266","2008-01-23",7.071663
"267","2008-01-24",7.065948
"268","2008-01-25",6.97166
"269","2008-01-28",7.191667
"270","2008-01-29",7.328815
"271","2008-01-30",7.268812
"272","2008-01-31",7.411674
"273","2008-02-01",7.503106
"274","2008-02-04",7.348815
"275","2008-02-05",7.014518
"276","2008-02-06",6.52593
"277","2008-02-07",6.563075
"278","2008-02-08",6.317352
"279","2008-02-11",6.274494
"280","2008-02-12",6.337353
"281","2008-02-13",6.440214
"282","2008-02-14",6.243064
"283","2008-02-15",6.251636
"284","2008-02-19",6.191634
"285","2008-02-20",6.28878
"286","2008-02-21",6.143061
"287","2008-02-22",6.200205
"288","2008-02-25",6.303066
"289","2008-02-26",6.523073
"290","2008-02-27",6.285923
"291","2008-02-28",6.134489
"292","2008-02-29",5.685903
"293","2008-03-03",5.765905
"294","2008-03-04",5.625901
"295","2008-03-05",5.660188
"296","2008-03-06",5.574471
"297","2008-03-07",5.580185
"298","2008-03-10",5.431609
"299","2008-03-11",5.585899
"300","2008-03-12",5.560184
"301","2008-03-13",5.765905
"302","2008-03-14",5.87448
"303","2008-03-17",5.674474
"304","2008-03-18",5.914482
"305","2008-03-19",5.80305
"306","2008-03-20",6.031629
"307","2008-03-24",6.200205
"308","2008-03-25",6.060201
"309","2008-03-26",6.011628
"310","2008-03-27",5.931625
"311","2008-03-28",5.85448
"312","2008-03-31",5.931625
"313","2008-04-01",6.063058
"314","2008-04-02",6.111631
"315","2008-04-03",6.220206
"316","2008-04-04",6.117346
"317","2008-04-07",6.140203
"318","2008-04-08",6.060201
"319","2008-04-09",5.923053
"320","2008-04-10",6.037343
"321","2008-04-11",5.88591
"322","2008-04-14",5.831622
"323","2008-04-15",5.757334
"324","2008-04-16",5.800192
"325","2008-04-17",5.900196
"326","2008-04-18",6.083059
"327","2008-04-21",5.960197
"328","2008-04-22",5.725904
"329","2008-04-23",5.691617
"330","2008-04-24",5.77162
"331","2008-04-25",5.797335
"332","2008-04-28",5.834479
"333","2008-04-29",5.845908
"334","2008-04-30",5.945911
"335","2008-05-01",6.065915
"336","2008-05-02",6.140203
"337","2008-05-05",6.137346
"338","2008-05-06",6.128775
