"","date","FISV"
"1","2007-01-03",12.8925
"2","2007-01-04",13.165
"3","2007-01-05",13.115
"4","2007-01-08",13.1475
"5","2007-01-09",13.1875
"6","2007-01-10",13.1525
"7","2007-01-11",13.295
"8","2007-01-12",13.24
"9","2007-01-16",13.385
"10","2007-01-17",13.2775
"11","2007-01-18",13.0675
"12","2007-01-19",13.1025
"13","2007-01-22",12.99
"14","2007-01-23",13.0675
"15","2007-01-24",13.315
"16","2007-01-25",12.925
"17","2007-01-26",12.955
"18","2007-01-29",12.97
"19","2007-01-30",12.9725
"20","2007-01-31",13.15
"21","2007-02-01",13.0025
"22","2007-02-02",13.4525
"23","2007-02-05",13.375
"24","2007-02-06",13.27
"25","2007-02-07",13.445
"26","2007-02-08",13.43
"27","2007-02-09",13.2625
"28","2007-02-12",13.325
"29","2007-02-13",13.4275
"30","2007-02-14",13.575
"31","2007-02-15",13.705
"32","2007-02-16",13.68
"33","2007-02-20",13.7575
"34","2007-02-21",13.7
"35","2007-02-22",13.7225
"36","2007-02-23",13.6725
"37","2007-02-26",13.545
"38","2007-02-27",13.22
"39","2007-02-28",13.24
"40","2007-03-01",13.155
"41","2007-03-02",12.96
"42","2007-03-05",12.8425
"43","2007-03-06",13.035
"44","2007-03-07",12.9125
"45","2007-03-08",12.95
"46","2007-03-09",12.9875
"47","2007-03-12",12.9475
"48","2007-03-13",12.6525
"49","2007-03-14",12.815
"50","2007-03-15",12.8375
"51","2007-03-16",12.7175
"52","2007-03-19",12.83
"53","2007-03-20",13.0175
"54","2007-03-21",13.34
"55","2007-03-22",13.4075
"56","2007-03-23",13.3725
"57","2007-03-26",13.4525
"58","2007-03-27",13.39
"59","2007-03-28",13.2325
"60","2007-03-29",13.2475
"61","2007-03-30",13.265
"62","2007-04-02",13.485
"63","2007-04-03",13.5575
"64","2007-04-04",13.6225
"65","2007-04-05",13.7575
"66","2007-04-09",13.5675
"67","2007-04-10",13.575
"68","2007-04-11",13.5025
"69","2007-04-12",13.5975
"70","2007-04-13",13.565
"71","2007-04-16",13.6275
"72","2007-04-17",13.6075
"73","2007-04-18",13.4825
"74","2007-04-19",13.45
"75","2007-04-20",13.745
"76","2007-04-23",13.755
"77","2007-04-24",13.7625
"78","2007-04-25",13.7125
"79","2007-04-26",13.335
"80","2007-04-27",13.4275
"81","2007-04-30",13.2925
"82","2007-05-01",13.2025
"83","2007-05-02",13.22
"84","2007-05-03",13.2075
"85","2007-05-04",13.115
"86","2007-05-07",13.085
"87","2007-05-08",13.05
"88","2007-05-09",12.9775
"89","2007-05-10",13.1075
"90","2007-05-11",13.2325
"91","2007-05-14",13.1525
"92","2007-05-15",13.16
"93","2007-05-16",13.2325
"94","2007-05-17",13.2675
"95","2007-05-18",13.3775
"96","2007-05-21",13.375
"97","2007-05-22",13.3075
"98","2007-05-23",13.2425
"99","2007-05-24",13.0925
"100","2007-05-25",13.435
"101","2007-05-29",14.08
"102","2007-05-30",14.7475
"103","2007-05-31",14.8125
"104","2007-06-01",14.72
"105","2007-06-04",14.5425
"106","2007-06-05",14.4125
"107","2007-06-06",14.3425
"108","2007-06-07",14.1125
"109","2007-06-08",14.3175
"110","2007-06-11",14.1275
"111","2007-06-12",14.1225
"112","2007-06-13",14.525
"113","2007-06-14",14.425
"114","2007-06-15",14.625
"115","2007-06-18",14.685
"116","2007-06-19",14.7125
"117","2007-06-20",14.5075
"118","2007-06-21",14.54
"119","2007-06-22",14.2375
"120","2007-06-25",14.0325
"121","2007-06-26",14.2175
"122","2007-06-27",14.2975
"123","2007-06-28",14.3125
"124","2007-06-29",14.2
"125","2007-07-02",14.2025
"126","2007-07-03",14.2475
"127","2007-07-05",14.13
"128","2007-07-06",14.28
"129","2007-07-09",14.415
"130","2007-07-10",14.1625
"131","2007-07-11",14.15
"132","2007-07-12",14.2575
"133","2007-07-13",14.2725
"134","2007-07-16",14.2
"135","2007-07-17",14.255
"136","2007-07-18",14.24
"137","2007-07-19",14.1275
"138","2007-07-20",13.8875
"139","2007-07-23",13.9925
"140","2007-07-24",13.675
"141","2007-07-25",13.6725
"142","2007-07-26",12.7125
"143","2007-07-27",12.385
"144","2007-07-30",12.4625
"145","2007-07-31",12.355
"146","2007-08-01",12.2975
"147","2007-08-02",12.375
"148","2007-08-03",11.945
"149","2007-08-06",12.0575
"150","2007-08-07",11.8925
"151","2007-08-08",11.9525
"152","2007-08-09",11.685
"153","2007-08-10",11.76
"154","2007-08-13",12.09
"155","2007-08-14",11.99
"156","2007-08-15",11.89
"157","2007-08-16",11.92
"158","2007-08-17",12.0775
"159","2007-08-20",12.0075
"160","2007-08-21",12.005
"161","2007-08-22",11.9125
"162","2007-08-23",11.9875
"163","2007-08-24",12.0975
"164","2007-08-27",11.9325
"165","2007-08-28",11.6075
"166","2007-08-29",11.6575
"167","2007-08-30",11.655
"168","2007-08-31",11.63
"169","2007-09-04",11.9625
"170","2007-09-05",11.7625
"171","2007-09-06",11.82
"172","2007-09-07",11.605
"173","2007-09-10",11.645
"174","2007-09-11",11.735
"175","2007-09-12",11.78
"176","2007-09-13",11.835
"177","2007-09-14",11.97
"178","2007-09-17",11.85
"179","2007-09-18",12.1525
"180","2007-09-19",12.3775
"181","2007-09-20",12.3525
"182","2007-09-21",12.3325
"183","2007-09-24",12.4125
"184","2007-09-25",12.615
"185","2007-09-26",12.6025
"186","2007-09-27",12.7175
"187","2007-09-28",12.715
"188","2007-10-01",12.945
"189","2007-10-02",13.23
"190","2007-10-03",13.75
"191","2007-10-04",13.685
"192","2007-10-05",13.705
"193","2007-10-08",13.625
"194","2007-10-09",13.665
"195","2007-10-10",13.6875
"196","2007-10-11",13.4925
"197","2007-10-12",13.6225
"198","2007-10-15",13.39
"199","2007-10-16",13.2975
"200","2007-10-17",13.31
"201","2007-10-18",13.2125
"202","2007-10-19",12.895
"203","2007-10-22",13.0975
"204","2007-10-23",13.115
"205","2007-10-24",13.04
"206","2007-10-25",13.2675
"207","2007-10-26",13.5275
"208","2007-10-29",13.6
"209","2007-10-30",13.7475
"210","2007-10-31",13.85
"211","2007-11-01",13.5975
"212","2007-11-02",13.865
"213","2007-11-05",13.6275
"214","2007-11-06",13.5925
"215","2007-11-07",13.235
"216","2007-11-08",12.8525
"217","2007-11-09",12.9775
"218","2007-11-12",12.97
"219","2007-11-13",13.1975
"220","2007-11-14",13.22
"221","2007-11-15",13.185
"222","2007-11-16",13.1625
"223","2007-11-19",12.8925
"224","2007-11-20",12.9175
"225","2007-11-21",12.77
"226","2007-11-23",12.815
"227","2007-11-26",12.34
"228","2007-11-27",12.735
"229","2007-11-28",13.0125
"230","2007-11-29",13.03
"231","2007-11-30",12.8325
"232","2007-12-03",12.9075
"233","2007-12-04",12.6975
"234","2007-12-05",12.9125
"235","2007-12-06",13.305
"236","2007-12-07",13.4275
"237","2007-12-10",13.745
"238","2007-12-11",13.5525
"239","2007-12-12",13.71
"240","2007-12-13",13.3475
"241","2007-12-14",13.505
"242","2007-12-17",13.465
"243","2007-12-18",13.44
"244","2007-12-19",13.535
"245","2007-12-20",13.5725
"246","2007-12-21",13.67
"247","2007-12-24",13.7625
"248","2007-12-26",13.9275
"249","2007-12-27",13.7325
"250","2007-12-28",14.0075
"251","2007-12-31",13.8725
"252","2008-01-02",13.815
"253","2008-01-03",13.725
"254","2008-01-04",13.355
"255","2008-01-07",13.36
"256","2008-01-08",13.205
"257","2008-01-09",13.395
"258","2008-01-10",13.42
"259","2008-01-11",13.0075
"260","2008-01-14",12.765
"261","2008-01-15",12.51
"262","2008-01-16",12.5375
"263","2008-01-17",12.375
"264","2008-01-18",12.3475
"265","2008-01-22",12.0275
"266","2008-01-23",12.175
"267","2008-01-24",12.3275
"268","2008-01-25",12.0575
"269","2008-01-28",12.45
"270","2008-01-29",12.485
"271","2008-01-30",12.435
"272","2008-01-31",12.8425
"273","2008-02-01",13.0225
"274","2008-02-04",12.91
"275","2008-02-05",12.525
"276","2008-02-06",12.3975
"277","2008-02-07",12.805
"278","2008-02-08",12.7
"279","2008-02-11",12.815
"280","2008-02-12",12.875
"281","2008-02-13",13.0625
"282","2008-02-14",12.83
"283","2008-02-15",12.9475
"284","2008-02-19",12.6725
"285","2008-02-20",12.9575
"286","2008-02-21",12.7575
"287","2008-02-22",12.9875
"288","2008-02-25",13.27
"289","2008-02-26",13.485
"290","2008-02-27",13.5525
"291","2008-02-28",13.2175
"292","2008-02-29",13.155
"293","2008-03-03",13.1125
"294","2008-03-04",13.315
"295","2008-03-05",13.2625
"296","2008-03-06",12.745
"297","2008-03-07",12.4925
"298","2008-03-10",12.35
"299","2008-03-11",12.73
"300","2008-03-12",12.3825
"301","2008-03-13",12.185
"302","2008-03-14",12.045
"303","2008-03-17",11.87
"304","2008-03-18",11.8225
"305","2008-03-19",12.02
"306","2008-03-20",12.175
"307","2008-03-24",12.3275
"308","2008-03-25",12.39
"309","2008-03-26",12.2325
"310","2008-03-27",12.0425
"311","2008-03-28",11.94
"312","2008-03-31",12.0225
"313","2008-04-01",12.7175
"314","2008-04-02",12.8275
"315","2008-04-03",12.8175
"316","2008-04-04",12.8825
"317","2008-04-07",12.745
"318","2008-04-08",12.6125
"319","2008-04-09",12.565
"320","2008-04-10",12.6525
"321","2008-04-11",12.28
"322","2008-04-14",12.2025
"323","2008-04-15",12.2675
"324","2008-04-16",12.75
"325","2008-04-17",12.7225
"326","2008-04-18",13.525
"327","2008-04-21",13.335
"328","2008-04-22",12.86
