"","date","FSS"
"74","2007-04-19",16.280001
"75","2007-04-20",16.719999
"76","2007-04-23",16.51
"77","2007-04-24",16.27
"78","2007-04-25",16.389999
"79","2007-04-26",16.139999
"80","2007-04-27",16.280001
"81","2007-04-30",15.79
"82","2007-05-01",15.96
"83","2007-05-02",16.290001
"84","2007-05-03",16.52
"85","2007-05-04",16.200001
"86","2007-05-07",16.209999
"87","2007-05-08",16.18
"88","2007-05-09",16.389999
"89","2007-05-10",15.81
"90","2007-05-11",16.040001
"91","2007-05-14",15.73
"92","2007-05-15",15.62
"93","2007-05-16",15.56
"94","2007-05-17",15.39
"95","2007-05-18",15.53
"96","2007-05-21",15.77
"97","2007-05-22",15.7
"98","2007-05-23",15.47
"99","2007-05-24",15.21
"100","2007-05-25",15.36
"101","2007-05-29",15.91
"102","2007-05-30",16.139999
"103","2007-05-31",16.34
"104","2007-06-01",16.370001
"105","2007-06-04",16.66
"106","2007-06-05",16.5
"107","2007-06-06",16.41
"108","2007-06-07",16.120001
"109","2007-06-08",16.42
"110","2007-06-11",16.4
"111","2007-06-12",16.08
"112","2007-06-13",15.64
"113","2007-06-14",15.52
"114","2007-06-15",16.030001
"115","2007-06-18",15.8
"116","2007-06-19",15.9
"117","2007-06-20",15.48
"118","2007-06-21",15.76
"119","2007-06-22",15.95
"120","2007-06-25",15.89
"121","2007-06-26",15.78
"122","2007-06-27",15.93
"123","2007-06-28",15.95
"124","2007-06-29",15.86
"125","2007-07-02",15.97
"126","2007-07-03",16.110001
"127","2007-07-05",16.219999
"128","2007-07-06",16.18
"129","2007-07-09",16.139999
"130","2007-07-10",15.86
"131","2007-07-11",15.98
"132","2007-07-12",16.41
"133","2007-07-13",16.360001
"134","2007-07-16",16.1
"135","2007-07-17",16.09
"136","2007-07-18",15.92
"137","2007-07-19",15.94
"138","2007-07-20",15.74
"139","2007-07-23",15.82
"140","2007-07-24",15.49
"141","2007-07-25",15.67
"142","2007-07-26",15.19
"143","2007-07-27",14.7
"144","2007-07-30",13.83
"145","2007-07-31",13.45
"146","2007-08-01",13.6
"147","2007-08-02",13.5
"148","2007-08-03",12.98
"149","2007-08-06",13.38
"150","2007-08-07",14.81
"151","2007-08-08",14.82
"152","2007-08-09",15.85
"153","2007-08-10",15.29
"154","2007-08-13",14.98
"155","2007-08-14",14.18
"156","2007-08-15",14.23
"157","2007-08-16",14.59
"158","2007-08-17",15.28
"159","2007-08-20",15.44
"160","2007-08-21",15.27
"161","2007-08-22",15.43
"162","2007-08-23",15.06
"163","2007-08-24",15.38
"164","2007-08-27",15.42
"165","2007-08-28",14.93
"166","2007-08-29",15.56
"167","2007-08-30",15.19
"168","2007-08-31",15.3
"169","2007-09-04",15.47
"170","2007-09-05",15.15
"171","2007-09-06",15.19
"172","2007-09-07",14.6
"173","2007-09-10",14.63
"174","2007-09-11",14.5
"175","2007-09-12",14.28
"176","2007-09-13",14.13
"177","2007-09-14",14.39
"178","2007-09-17",14.26
"179","2007-09-18",15.12
"180","2007-09-19",15.62
"181","2007-09-20",15.34
"182","2007-09-21",15.21
"183","2007-09-24",14.94
"184","2007-09-25",15.24
"185","2007-09-26",15.39
"186","2007-09-27",15.68
"187","2007-09-28",15.36
"188","2007-10-01",15.47
"189","2007-10-02",15.8
"190","2007-10-03",15.68
"191","2007-10-04",15.65
"192","2007-10-05",16
"193","2007-10-08",15.91
"194","2007-10-09",16.01
"195","2007-10-10",16.01
"196","2007-10-11",15.76
"197","2007-10-12",15.6
"198","2007-10-15",15.27
"199","2007-10-16",15.2
"200","2007-10-17",15.19
"201","2007-10-18",15.1
"202","2007-10-19",14.64
"203","2007-10-22",14.69
"204","2007-10-23",15.07
"205","2007-10-24",15.09
"206","2007-10-25",13.13
"207","2007-10-26",13.79
"208","2007-10-29",13.73
"209","2007-10-30",13.33
"210","2007-10-31",13.39
"211","2007-11-01",13.16
"212","2007-11-02",13.06
"213","2007-11-05",12.77
"214","2007-11-06",13.01
"215","2007-11-07",12.7
"216","2007-11-08",12.84
"217","2007-11-09",12.85
"218","2007-11-12",12.77
"219","2007-11-13",12.96
"220","2007-11-14",12.6
"221","2007-11-15",12.5
"222","2007-11-16",12.14
"223","2007-11-19",11.81
"224","2007-11-20",11.81
"225","2007-11-21",11.46
"226","2007-11-23",11.87
"227","2007-11-26",11.21
"228","2007-11-27",11.31
"229","2007-11-28",11.74
"230","2007-11-29",11.71
"231","2007-11-30",11.5
"232","2007-12-03",11.13
"233","2007-12-04",11.54
"234","2007-12-05",11.83
"235","2007-12-06",12.22
"236","2007-12-07",12.33
"237","2007-12-10",12.33
"238","2007-12-11",11.84
"239","2007-12-12",11.51
"240","2007-12-13",11.35
"241","2007-12-14",11.18
"242","2007-12-17",10.93
"243","2007-12-18",11.21
"244","2007-12-19",11.08
"245","2007-12-20",11.13
"246","2007-12-21",11.6
"247","2007-12-24",11.9
"248","2007-12-26",11.89
"249","2007-12-27",11.39
"250","2007-12-28",11.38
"251","2007-12-31",11.22
"252","2008-01-02",10.95
"253","2008-01-03",10.84
"254","2008-01-04",10.16
"255","2008-01-07",10.21
"256","2008-01-08",10
"257","2008-01-09",10.05
"258","2008-01-10",10
"259","2008-01-11",9.84
"260","2008-01-14",10.01
"261","2008-01-15",9.71
"262","2008-01-16",9.76
"263","2008-01-17",9.41
"264","2008-01-18",9.58
"265","2008-01-22",9.89
"266","2008-01-23",10.66
"267","2008-01-24",10.18
"268","2008-01-25",10.75
"269","2008-01-28",11.07
"270","2008-01-29",11.19
"271","2008-01-30",11.09
"272","2008-01-31",11.59
"273","2008-02-01",11.42
"274","2008-02-04",11.3
"275","2008-02-05",10.71
"276","2008-02-06",10.61
"277","2008-02-07",10.68
"278","2008-02-08",10.77
"279","2008-02-11",10.85
"280","2008-02-12",11.13
"281","2008-02-13",11.3
"282","2008-02-14",11.12
"283","2008-02-15",11.07
"284","2008-02-19",10.99
"285","2008-02-20",10.99
"286","2008-02-21",10.77
"287","2008-02-22",10.59
"288","2008-02-25",11.11
"289","2008-02-26",11
"290","2008-02-27",12.5
"291","2008-02-28",12.38
"292","2008-02-29",12.07
"293","2008-03-03",12.08
"294","2008-03-04",12.13
"295","2008-03-05",11.96
"296","2008-03-06",11.58
"297","2008-03-07",11.88
"298","2008-03-10",11.9
"299","2008-03-11",12.59
"300","2008-03-12",12.39
"301","2008-03-13",12.71
"302","2008-03-14",12.29
"303","2008-03-17",12.43
"304","2008-03-18",13.37
"305","2008-03-19",12.9
"306","2008-03-20",13
"307","2008-03-24",13.62
"308","2008-03-25",13.91
"309","2008-03-26",14.35
"310","2008-03-27",13.39
"311","2008-03-28",13.85
"312","2008-03-31",13.96
"313","2008-04-01",14.43
"314","2008-04-02",14.52
"315","2008-04-03",14.36
"316","2008-04-04",14.33
"317","2008-04-07",13.57
"318","2008-04-08",13.69
"319","2008-04-09",13.23
"320","2008-04-10",13.57
"321","2008-04-11",13.16
"322","2008-04-14",13.2
"323","2008-04-15",13.58
"324","2008-04-16",13.88
"325","2008-04-17",13.81
"326","2008-04-18",14.34
"327","2008-04-21",14.22
"328","2008-04-22",13.85
"329","2008-04-23",13.81
"330","2008-04-24",14.04
"331","2008-04-25",14.13
"332","2008-04-28",14.11
"333","2008-04-29",14.03
"334","2008-04-30",13.88
"335","2008-05-01",14.21
"336","2008-05-02",12.93
"337","2008-05-05",13.12
"338","2008-05-06",13.46
"339","2008-05-07",13.09
"340","2008-05-08",13.25
"341","2008-05-09",13.3
"342","2008-05-12",13.57
"343","2008-05-13",13.54
"344","2008-05-14",13.71
"345","2008-05-15",13.77
"346","2008-05-16",13.48
"347","2008-05-19",13.21
"348","2008-05-20",13.24
"349","2008-05-21",13.13
"350","2008-05-22",13.06
"351","2008-05-23",12.68
"352","2008-05-27",12.96
"353","2008-05-28",13.17
"354","2008-05-29",13.36
"355","2008-05-30",13.48
"356","2008-06-02",12.97
"357","2008-06-03",13.03
"358","2008-06-04",13.2
"359","2008-06-05",13.76
"360","2008-06-06",13.63
"361","2008-06-09",13.65
"362","2008-06-10",13.76
"363","2008-06-11",13.31
"364","2008-06-12",13.44
"365","2008-06-13",13.56
"366","2008-06-16",13.79
"367","2008-06-17",13.64
"368","2008-06-18",13.72
"369","2008-06-19",14.4
"370","2008-06-20",13.93
"371","2008-06-23",13.76
"372","2008-06-24",13.9
"373","2008-06-25",14.01
"374","2008-06-26",12.22
"375","2008-06-27",12.26
"376","2008-06-30",12
"377","2008-07-01",11.88
"378","2008-07-02",11.79
"379","2008-07-03",11.79
"380","2008-07-07",11.91
"381","2008-07-08",13.16
"382","2008-07-09",11.82
"383","2008-07-10",11.75
"384","2008-07-11",11.46
"385","2008-07-14",11.19
"386","2008-07-15",11.49
"387","2008-07-16",12.29
"388","2008-07-17",12.69
"389","2008-07-18",12.23
"390","2008-07-21",12.1
"391","2008-07-22",12.96
"392","2008-07-23",12.8
"393","2008-07-24",12.74
"394","2008-07-25",13.16
"395","2008-07-28",13.6
"396","2008-07-29",13.96
"397","2008-07-30",14.69
"398","2008-07-31",14.37
"399","2008-08-01",14.04
"400","2008-08-04",14.3
"401","2008-08-05",14.8
"402","2008-08-06",14.92
"403","2008-08-07",14.49
"404","2008-08-08",14.96
"405","2008-08-11",15.57
"406","2008-08-12",15.66
"407","2008-08-13",15.81
"408","2008-08-14",15.96
"409","2008-08-15",15.98
"410","2008-08-18",15.81
"411","2008-08-19",15.7
"412","2008-08-20",15.6
"413","2008-08-21",15.34
"414","2008-08-22",15.35
"415","2008-08-25",15.21
"416","2008-08-26",15.27
"417","2008-08-27",15.95
"418","2008-08-28",16.25
"419","2008-08-29",16.030001
"420","2008-09-02",15.93
"421","2008-09-03",16.33
"422","2008-09-04",15.65
"423","2008-09-05",15.31
"424","2008-09-08",15.31
"425","2008-09-09",15.04
"426","2008-09-10",15.18
"427","2008-09-11",15.2
"428","2008-09-12",15.71
"429","2008-09-15",14.93
"430","2008-09-16",15.72
"431","2008-09-17",14.94
"432","2008-09-18",15.02
"433","2008-09-19",15.46
"434","2008-09-22",14.9
"435","2008-09-23",14.23
"436","2008-09-24",13.99
"437","2008-09-25",13.9
"438","2008-09-26",13.92
"439","2008-09-29",12.79
"440","2008-09-30",13.7
"441","2008-10-01",12.11
"442","2008-10-02",11.19
"443","2008-10-03",10.92
"444","2008-10-06",10.97
"445","2008-10-07",10.3
"446","2008-10-08",10.2
"447","2008-10-09",9.18
"448","2008-10-10",9.58
"449","2008-10-13",9.76
"450","2008-10-14",9.89
"451","2008-10-15",8.78
"452","2008-10-16",8.82
"453","2008-10-17",8.51
"454","2008-10-20",8.8
"455","2008-10-21",8.21
"456","2008-10-22",7.71
"457","2008-10-23",7.32
"458","2008-10-24",6.96
"459","2008-10-27",6.5
"460","2008-10-28",7.19
"461","2008-10-29",7.66
"462","2008-10-30",7.96
"463","2008-10-31",8.51
"464","2008-11-03",8.27
"465","2008-11-04",8.54
"466","2008-11-05",8.8
"467","2008-11-06",8.21
"468","2008-11-07",7.99
"469","2008-11-10",7.83
"470","2008-11-11",7.62
"471","2008-11-12",6.86
"472","2008-11-13",7.61
"473","2008-11-14",6.84
"474","2008-11-17",6.86
"475","2008-11-18",6.68
"476","2008-11-19",6.01
"477","2008-11-20",5.46
"478","2008-11-21",5.55
"479","2008-11-24",6.02
"480","2008-11-25",6.27
"481","2008-11-26",6.87
"482","2008-11-28",7.02
"483","2008-12-01",5.97
"484","2008-12-02",6.59
"485","2008-12-03",6.8
"486","2008-12-04",6.72
"487","2008-12-05",7.09
"488","2008-12-08",7.65
"489","2008-12-09",7.53
"490","2008-12-10",7.6
"491","2008-12-11",7.24
"492","2008-12-12",7.65
"493","2008-12-15",7.19
"494","2008-12-16",7.82
"495","2008-12-17",7.89
"496","2008-12-18",7.89
"497","2008-12-19",8.55
"498","2008-12-22",8.07
"499","2008-12-23",7.72
"500","2008-12-24",7.6
"501","2008-12-26",7.86
"502","2008-12-29",7.66
"503","2008-12-30",7.75
"504","2008-12-31",8.21
"505","2009-01-02",8.56
"506","2009-01-05",8.7
"507","2009-01-06",9
"508","2009-01-07",8.62
"509","2009-01-08",8.81
"510","2009-01-09",8.37
"511","2009-01-12",8.04
"512","2009-01-13",7.99
"513","2009-01-14",7.52
"514","2009-01-15",7.71
"515","2009-01-16",7.81
"516","2009-01-20",7.06
"517","2009-01-21",7.44
"518","2009-01-22",7.1
"519","2009-01-23",7.21
"520","2009-01-26",7.31
"521","2009-01-27",7.4
"522","2009-01-28",7.87
"523","2009-01-29",7.18
"524","2009-01-30",6.75
"525","2009-02-02",6.96
"526","2009-02-03",7
"527","2009-02-04",7.17
"528","2009-02-05",7.4
"529","2009-02-06",7.84
"530","2009-02-09",7.65
"531","2009-02-10",7.27
"532","2009-02-11",7.45
"533","2009-02-12",7.41
"534","2009-02-13",7.41
"535","2009-02-17",6.97
"536","2009-02-18",7.1
"537","2009-02-19",6.97
"538","2009-02-20",6.68
"539","2009-02-23",6.45
"540","2009-02-24",6.9
"541","2009-02-25",6.44
"542","2009-02-26",6.89
"543","2009-02-27",6.32
"544","2009-03-02",5.14
"545","2009-03-03",4.81
"546","2009-03-04",4.61
"547","2009-03-05",3.96
"548","2009-03-06",3.99
"549","2009-03-09",3.75
"550","2009-03-10",3.92
"551","2009-03-11",3.98
"552","2009-03-12",4.42
"553","2009-03-13",4.37
"554","2009-03-16",4.38
"555","2009-03-17",4.81
"556","2009-03-18",5.03
"557","2009-03-19",5.21
"558","2009-03-20",4.81
"559","2009-03-23",5.58
"560","2009-03-24",5.24
"561","2009-03-25",5.29
"562","2009-03-26",5.77
"563","2009-03-27",5.57
"564","2009-03-30",5.22
"565","2009-03-31",5.27
"566","2009-04-01",5.42
"567","2009-04-02",6.02
"568","2009-04-03",6.27
"569","2009-04-06",6.02
"570","2009-04-07",5.69
"571","2009-04-08",5.79
"572","2009-04-09",6.14
"573","2009-04-13",6.06
"574","2009-04-14",5.69
"575","2009-04-15",6.18
"576","2009-04-16",6.47
"577","2009-04-17",7.31
"578","2009-04-20",6.04
"579","2009-04-21",7.04
"580","2009-04-22",7.14
"581","2009-04-23",6.97
"582","2009-04-24",7.7
"583","2009-04-27",7.42
"584","2009-04-28",7.61
"585","2009-04-29",8.35
"586","2009-04-30",7.77
"587","2009-05-01",8.53
"588","2009-05-04",9.02
"589","2009-05-05",8.92
"590","2009-05-06",8.69
"591","2009-05-07",8.29
"592","2009-05-08",8.85
"593","2009-05-11",8.53
"594","2009-05-12",8.31
"595","2009-05-13",7.68
"596","2009-05-14",8.02
"597","2009-05-15",8.17
"598","2009-05-18",8.6
"599","2009-05-19",8.64
"600","2009-05-20",8.53
"601","2009-05-21",8.48
"602","2009-05-22",8.3
"603","2009-05-26",8.92
"604","2009-05-27",8.43
"605","2009-05-28",8.51
"606","2009-05-29",8.58
"607","2009-06-01",8.5
"608","2009-06-02",8.8
"609","2009-06-03",8.48
"610","2009-06-04",8.87
"611","2009-06-05",8.76
"612","2009-06-08",8.51
"613","2009-06-09",8.64
"614","2009-06-10",8.25
"615","2009-06-11",8.25
"616","2009-06-12",8.25
"617","2009-06-15",7.59
"618","2009-06-16",7.39
"619","2009-06-17",7.55
"620","2009-06-18",7.22
"621","2009-06-19",7.23
"622","2009-06-22",7.07
"623","2009-06-23",6.94
"624","2009-06-24",7.23
"625","2009-06-25",7.43
"626","2009-06-26",7.66
"627","2009-06-29",7.64
"628","2009-06-30",7.65
"629","2009-07-01",8.02
"630","2009-07-02",7.46
"631","2009-07-06",7.5
"632","2009-07-07",7.5
"633","2009-07-08",7.46
"634","2009-07-09",7.45
"635","2009-07-10",7.39
"636","2009-07-13",7.72
"637","2009-07-14",7.72
"638","2009-07-15",8.03
"639","2009-07-16",8.21
"640","2009-07-17",8.41
"641","2009-07-20",8.4
"642","2009-07-21",8.45
"643","2009-07-22",8.48
"644","2009-07-23",8.96
"645","2009-07-24",8.86
"646","2009-07-27",8.93
"647","2009-07-28",8.8
"648","2009-07-29",8.71
"649","2009-07-30",9.13
"650","2009-07-31",8.86
"651","2009-08-03",8.83
"652","2009-08-04",8.78
"653","2009-08-05",8.43
"654","2009-08-06",8.07
"655","2009-08-07",8.53
"656","2009-08-10",8.29
"657","2009-08-11",8.06
"658","2009-08-12",8.6
"659","2009-08-13",8.62
"660","2009-08-14",8.22
"661","2009-08-17",7.89
"662","2009-08-18",8.03
"663","2009-08-19",7.97
"664","2009-08-20",7.96
"665","2009-08-21",7.99
"666","2009-08-24",7.87
"667","2009-08-25",7.69
"668","2009-08-26",7.48
"669","2009-08-27",7.48
"670","2009-08-28",7.21
"671","2009-08-31",7.15
"672","2009-09-01",6.98
"673","2009-09-02",6.9
"674","2009-09-03",7.03
"675","2009-09-04",7.13
"676","2009-09-08",7.27
"677","2009-09-09",7.35
"678","2009-09-10",7.33
"679","2009-09-11",7.27
"680","2009-09-14",7.46
"681","2009-09-15",7.33
"682","2009-09-16",7.5
"683","2009-09-17",7.3
"684","2009-09-18",7.74
"685","2009-09-21",7.52
"686","2009-09-22",7.8
"687","2009-09-23",7.66
"688","2009-09-24",7.59
"689","2009-09-25",7.5
"690","2009-09-28",7.75
"691","2009-09-29",7.49
"692","2009-09-30",7.19
"693","2009-10-01",7.01
"694","2009-10-02",6.62
"695","2009-10-05",6.76
"696","2009-10-06",6.95
"697","2009-10-07",6.98
"698","2009-10-08",6.99
"699","2009-10-09",7.02
"700","2009-10-12",7
"701","2009-10-13",6.95
"702","2009-10-14",7.2
"703","2009-10-15",7.33
"704","2009-10-16",7.18
"705","2009-10-19",7.42
"706","2009-10-20",7.28
"707","2009-10-21",7.08
"708","2009-10-22",7.26
"709","2009-10-23",6.84
"710","2009-10-26",6.82
"711","2009-10-27",6.72
"712","2009-10-28",6.13
"713","2009-10-29",6.31
"714","2009-10-30",6.14
"715","2009-11-02",6.13
"716","2009-11-03",6.19
"717","2009-11-04",6.16
"718","2009-11-05",6.48
"719","2009-11-06",6.51
"720","2009-11-09",6.74
"721","2009-11-10",6.38
"722","2009-11-11",6.45
"723","2009-11-12",6.23
"724","2009-11-13",6.31
"725","2009-11-16",6.33
"726","2009-11-17",6.11
"727","2009-11-18",5.95
"728","2009-11-19",5.79
"729","2009-11-20",5.92
"730","2009-11-23",5.87
"731","2009-11-24",5.67
"732","2009-11-25",5.7
"733","2009-11-27",5.56
"734","2009-11-30",5.73
"735","2009-12-01",5.72
"736","2009-12-02",5.54
"737","2009-12-03",5.53
"738","2009-12-04",5.79
"739","2009-12-07",5.85
"740","2009-12-08",5.83
"741","2009-12-09",5.75
"742","2009-12-10",5.72
"743","2009-12-11",5.87
"744","2009-12-14",5.94
"745","2009-12-15",5.97
"746","2009-12-16",5.96
"747","2009-12-17",5.89
"748","2009-12-18",6.1
"749","2009-12-21",6.09
"750","2009-12-22",5.95
"751","2009-12-23",6.13
"752","2009-12-24",6.18
"753","2009-12-28",6.12
"754","2009-12-29",6
"755","2009-12-30",6
"756","2009-12-31",6.02
"757","2010-01-04",6.36
"758","2010-01-05",6.46
"759","2010-01-06",6.56
"760","2010-01-07",6.42
"761","2010-01-08",6.56
"762","2010-01-11",6.85
"763","2010-01-12",6.75
"764","2010-01-13",6.8
"765","2010-01-14",6.91
"766","2010-01-15",6.79
"767","2010-01-19",6.98
"768","2010-01-20",6.74
"769","2010-01-21",6.83
"770","2010-01-22",6.62
"771","2010-01-25",6.78
"772","2010-01-26",6.66
"773","2010-01-27",6.8
"774","2010-01-28",6.66
"775","2010-01-29",6.49
"776","2010-02-01",6.56
"777","2010-02-02",6.59
"778","2010-02-03",6.48
"779","2010-02-04",6.14
"780","2010-02-05",6.24
"781","2010-02-08",6.1
"782","2010-02-09",6.23
"783","2010-02-10",6.06
"784","2010-02-11",6.31
"785","2010-02-12",6.41
"786","2010-02-16",6.59
"787","2010-02-17",6.77
"788","2010-02-18",6.96
"789","2010-02-19",7.13
"790","2010-02-22",7.13
"791","2010-02-23",7.4
"792","2010-02-24",7.74
"793","2010-02-25",7.7
"794","2010-02-26",7.67
"795","2010-03-01",8.23
"796","2010-03-02",8.39
"797","2010-03-03",8.46
"798","2010-03-04",8.54
"799","2010-03-05",8.6
"800","2010-03-08",8.72
"801","2010-03-09",8.83
"802","2010-03-10",9
"803","2010-03-11",9
"804","2010-03-12",8.94
"805","2010-03-15",8.91
"806","2010-03-16",8.86
"807","2010-03-17",9.12
"808","2010-03-18",9.14
"809","2010-03-19",8.92
"810","2010-03-22",9.38
"811","2010-03-23",9.44
"812","2010-03-24",9.28
"813","2010-03-25",9.17
"814","2010-03-26",9.15
"815","2010-03-29",9.3
"816","2010-03-30",9.28
"817","2010-03-31",9.01
"818","2010-04-01",9.22
"819","2010-04-05",9.33
"820","2010-04-06",9.31
"821","2010-04-07",9.29
"822","2010-04-08",9.21
"823","2010-04-09",9.19
"824","2010-04-12",9.29
"825","2010-04-13",9.26
"826","2010-04-14",9.3
"827","2010-04-15",9.57
"828","2010-04-16",9.6
"829","2010-04-19",9.6
"830","2010-04-20",9.8
"831","2010-04-21",9.74
"832","2010-04-22",10.01
"833","2010-04-23",10.16
"834","2010-04-26",10.04
"835","2010-04-27",9.58
"836","2010-04-28",9.59
"837","2010-04-29",10.19
"838","2010-04-30",8.06
"839","2010-05-03",8.04
"840","2010-05-04",7.37
"841","2010-05-05",7.38
"842","2010-05-06",6.46
"843","2010-05-07",6.53
"844","2010-05-10",6.74
"845","2010-05-11",6.73
"846","2010-05-12",6.95
"847","2010-05-13",6.85
"848","2010-05-14",6.58
"849","2010-05-17",6.95
"850","2010-05-18",6.95
"851","2010-05-19",6.88
"852","2010-05-20",6.36
"853","2010-05-21",6.58
"854","2010-05-24",6.38
"855","2010-05-25",6.35
"856","2010-05-26",6.56
"857","2010-05-27",7.01
"858","2010-05-28",6.81
"859","2010-06-01",6.33
"860","2010-06-02",6.62
"861","2010-06-03",6.55
"862","2010-06-04",6.24
"863","2010-06-07",6
"864","2010-06-08",5.83
"865","2010-06-09",5.83
"866","2010-06-10",6.1
"867","2010-06-11",6.14
"868","2010-06-14",6.65
"869","2010-06-15",6.66
"870","2010-06-16",6.43
"871","2010-06-17",6.46
"872","2010-06-18",6.66
"873","2010-06-21",6.59
"874","2010-06-22",6.36
"875","2010-06-23",6.41
"876","2010-06-24",6.03
"877","2010-06-25",6.4
"878","2010-06-28",6.38
"879","2010-06-29",6.09
"880","2010-06-30",6.04
"881","2010-07-01",5.77
"882","2010-07-02",5.79
"883","2010-07-06",5.49
"884","2010-07-07",5.84
"885","2010-07-08",6.04
"886","2010-07-09",6.17
"887","2010-07-12",6.06
"888","2010-07-13",6.28
"889","2010-07-14",6.24
"890","2010-07-15",6.16
"891","2010-07-16",5.81
"892","2010-07-19",5.84
"893","2010-07-20",6.09
"894","2010-07-21",6.03
"895","2010-07-22",6.37
"896","2010-07-23",6.6
"897","2010-07-26",6.79
"898","2010-07-27",6.83
"899","2010-07-28",6.84
"900","2010-07-29",6.89
"901","2010-07-30",5.96
"902","2010-08-02",6.03
"903","2010-08-03",5.86
"904","2010-08-04",5.89
"905","2010-08-05",5.88
"906","2010-08-06",5.98
"907","2010-08-09",6
"908","2010-08-10",5.83
"909","2010-08-11",5.55
"910","2010-08-12",5.5
"911","2010-08-13",5.25
"912","2010-08-16",5.38
"913","2010-08-17",5.49
"914","2010-08-18",5.63
"915","2010-08-19",5.36
"916","2010-08-20",5.37
"917","2010-08-23",5.08
"918","2010-08-24",5.04
"919","2010-08-25",5.07
"920","2010-08-26",5.01
"921","2010-08-27",5.13
"922","2010-08-30",5.18
"923","2010-08-31",5.27
"924","2010-09-01",5.5
"925","2010-09-02",5.62
"926","2010-09-03",5.81
"927","2010-09-07",5.5
"928","2010-09-08",5.56
"929","2010-09-09",5.71
"930","2010-09-10",5.62
"931","2010-09-13",5.74
"932","2010-09-14",5.55
"933","2010-09-15",5.58
"934","2010-09-16",5.49
"935","2010-09-17",5.33
"936","2010-09-20",5.65
"937","2010-09-21",5.37
"938","2010-09-22",5.32
"939","2010-09-23",5.24
"940","2010-09-24",5.56
"941","2010-09-27",5.39
"942","2010-09-28",5.54
"943","2010-09-29",5.39
"944","2010-09-30",5.39
"945","2010-10-01",5.35
"946","2010-10-04",5.31
"947","2010-10-05",5.4
"948","2010-10-06",5.4
"949","2010-10-07",5.38
"950","2010-10-08",5.44
"951","2010-10-11",5.43
"952","2010-10-12",5.4
"953","2010-10-13",5.59
"954","2010-10-14",5.67
"955","2010-10-15",5.7
"956","2010-10-18",5.77
"957","2010-10-19",5.56
"958","2010-10-20",5.68
"959","2010-10-21",5.68
"960","2010-10-22",5.72
"961","2010-10-25",5.74
"962","2010-10-26",5.75
"963","2010-10-27",5.73
"964","2010-10-28",5.63
"965","2010-10-29",5.65
"966","2010-11-01",5.39
"967","2010-11-02",5.41
"968","2010-11-03",5.7
"969","2010-11-04",6.16
"970","2010-11-05",6.1
"971","2010-11-08",6.07
"972","2010-11-09",6.14
"973","2010-11-10",6.19
"974","2010-11-11",6.11
"975","2010-11-12",6.08
"976","2010-11-15",6.2
"977","2010-11-16",6.08
"978","2010-11-17",6.06
"979","2010-11-18",6.2
"980","2010-11-19",6.4
"981","2010-11-22",6.31
"982","2010-11-23",6.21
"983","2010-11-24",6.43
"984","2010-11-26",6.36
"985","2010-11-29",6.51
"986","2010-11-30",6.41
"987","2010-12-01",6.67
"988","2010-12-02",6.79
"989","2010-12-03",6.94
"990","2010-12-06",6.8
"991","2010-12-07",6.67
"992","2010-12-08",6.48
"993","2010-12-09",6.46
"994","2010-12-10",6.41
"995","2010-12-13",6.42
"996","2010-12-14",6.47
"997","2010-12-15",6.47
"998","2010-12-16",6.56
