"","date","ON"
"1974","2014-11-03",8.17
"1975","2014-11-04",8.09
"1976","2014-11-05",8.21
"1977","2014-11-06",8.28
"1978","2014-11-07",8.25
"1979","2014-11-10",8.25
"1980","2014-11-11",8.28
"1981","2014-11-12",8.29
"1982","2014-11-13",8.19
"1983","2014-11-14",8.29
"1984","2014-11-17",8.39
"1985","2014-11-18",8.52
"1986","2014-11-19",8.46
"1987","2014-11-20",8.46
"1988","2014-11-21",8.62
"1989","2014-11-24",8.82
"1990","2014-11-25",8.83
"1991","2014-11-26",9.08
"1992","2014-11-28",9.03
"1993","2014-12-01",9.54
"1994","2014-12-02",9.45
"1995","2014-12-03",9.8
"1996","2014-12-04",9.84
"1997","2014-12-05",10.22
"1998","2014-12-08",10.01
"1999","2014-12-09",10.01
"2000","2014-12-10",9.73
"2001","2014-12-11",9.77
"2002","2014-12-12",9.65
"2003","2014-12-15",9.64
"2004","2014-12-16",9.57
"2005","2014-12-17",9.66
"2006","2014-12-18",10.04
"2007","2014-12-19",10.08
"2008","2014-12-22",10.21
"2009","2014-12-23",10.17
"2010","2014-12-24",10.22
"2011","2014-12-26",10.21
"2012","2014-12-29",10.2
"2013","2014-12-30",10.1
"2014","2014-12-31",10.13
"2015","2015-01-02",10.2
"2016","2015-01-05",9.93
"2017","2015-01-06",9.96
"2018","2015-01-07",10.12
"2019","2015-01-08",10.37
"2020","2015-01-09",10.36
"2021","2015-01-12",10.39
"2022","2015-01-13",10.08
"2023","2015-01-14",9.97
"2024","2015-01-15",9.68
"2025","2015-01-16",9.84
"2026","2015-01-20",9.96
"2027","2015-01-21",9.93
"2028","2015-01-22",10.13
"2029","2015-01-23",10.07
"2030","2015-01-26",10.16
"2031","2015-01-27",10.03
"2032","2015-01-28",10.1
"2033","2015-01-29",10.03
"2034","2015-01-30",10.01
"2035","2015-02-02",9.94
"2036","2015-02-03",10.25
"2037","2015-02-04",10.39
"2038","2015-02-05",10.27
"2039","2015-02-06",11.39
"2040","2015-02-09",11.54
"2041","2015-02-10",11.6
"2042","2015-02-11",11.55
"2043","2015-02-12",11.61
"2044","2015-02-13",11.95
"2045","2015-02-17",11.99
"2046","2015-02-18",12.16
"2047","2015-02-19",11.91
"2048","2015-02-20",12.02
"2049","2015-02-23",12.02
"2050","2015-02-24",12.24
"2051","2015-02-25",12.02
"2052","2015-02-26",12.86
"2053","2015-02-27",12.75
"2054","2015-03-02",13.16
"2055","2015-03-03",12.87
"2056","2015-03-04",13.02
"2057","2015-03-05",13.04
"2058","2015-03-06",12.9
"2059","2015-03-09",12.9
"2060","2015-03-10",12.74
"2061","2015-03-11",12.68
"2062","2015-03-12",12.66
"2063","2015-03-13",12.55
"2064","2015-03-16",12.84
"2065","2015-03-17",12.66
"2066","2015-03-18",12.76
"2067","2015-03-19",12.73
"2068","2015-03-20",12.93
"2069","2015-03-23",12.7
"2070","2015-03-24",12.38
"2071","2015-03-25",11.91
"2072","2015-03-26",11.63
"2073","2015-03-27",11.8
"2074","2015-03-30",12.13
"2075","2015-03-31",12.11
"2076","2015-04-01",11.49
"2077","2015-04-02",11.7
"2078","2015-04-06",11.54
"2079","2015-04-07",11.54
"2080","2015-04-08",11.52
"2081","2015-04-09",11.57
"2082","2015-04-10",11.58
"2083","2015-04-13",11.64
"2084","2015-04-14",11.46
"2085","2015-04-15",11.94
"2086","2015-04-16",12.37
"2087","2015-04-17",11.84
"2088","2015-04-20",11.81
"2089","2015-04-21",12.17
"2090","2015-04-22",12.36
"2091","2015-04-23",12.25
"2092","2015-04-24",11.62
"2093","2015-04-27",11.59
"2094","2015-04-28",11.56
"2095","2015-04-29",11.67
"2096","2015-04-30",11.52
"2097","2015-05-01",11.81
"2098","2015-05-04",12.5
"2099","2015-05-05",12.06
"2100","2015-05-06",12.1
"2101","2015-05-07",12.09
"2102","2015-05-08",12.3
"2103","2015-05-11",12.43
"2104","2015-05-12",12.41
"2105","2015-05-13",12.37
"2106","2015-05-14",12.44
"2107","2015-05-15",12.61
"2108","2015-05-18",12.81
"2109","2015-05-19",12.77
"2110","2015-05-20",12.61
"2111","2015-05-21",12.57
"2112","2015-05-22",12.66
"2113","2015-05-26",12.47
"2114","2015-05-27",13.01
"2115","2015-05-28",12.99
"2116","2015-05-29",13.26
"2117","2015-06-01",13.09
"2118","2015-06-02",12.98
"2119","2015-06-03",13.26
"2120","2015-06-04",12.88
"2121","2015-06-05",12.93
"2122","2015-06-08",12.48
"2123","2015-06-09",12.47
"2124","2015-06-10",12.64
"2125","2015-06-11",12.78
"2126","2015-06-12",12.39
"2127","2015-06-15",12.41
"2128","2015-06-16",12.51
"2129","2015-06-17",12.37
"2130","2015-06-18",12.59
"2131","2015-06-19",12.51
"2132","2015-06-22",12.55
"2133","2015-06-23",12.58
"2134","2015-06-24",12.52
"2135","2015-06-25",12.51
"2136","2015-06-26",12
"2137","2015-06-29",11.72
"2138","2015-06-30",11.69
"2139","2015-07-01",11.57
"2140","2015-07-02",11.46
"2141","2015-07-06",11.26
"2142","2015-07-07",11.35
"2143","2015-07-08",11.06
"2144","2015-07-09",10.9
"2145","2015-07-10",11.34
"2146","2015-07-13",11.17
"2147","2015-07-14",11.22
"2148","2015-07-15",11.08
"2149","2015-07-16",10.86
"2150","2015-07-17",10.87
"2151","2015-07-20",10.74
"2152","2015-07-21",10.84
"2153","2015-07-22",10.3
"2154","2015-07-23",10.53
"2155","2015-07-24",10.31
"2156","2015-07-27",10.14
"2157","2015-07-28",10.54
"2158","2015-07-29",10.73
"2159","2015-07-30",10.72
"2160","2015-07-31",10.62
"2161","2015-08-03",10.34
"2162","2015-08-04",10.21
"2163","2015-08-05",10.31
"2164","2015-08-06",10.16
"2165","2015-08-07",10.25
"2166","2015-08-10",10.43
"2167","2015-08-11",10.01
"2168","2015-08-12",10.1
"2169","2015-08-13",9.87
"2170","2015-08-14",9.91
"2171","2015-08-17",10.1
"2172","2015-08-18",9.85
"2173","2015-08-19",9.67
"2174","2015-08-20",9.27
"2175","2015-08-21",9.18
"2176","2015-08-24",8.95
"2177","2015-08-25",8.89
"2178","2015-08-26",9.44
"2179","2015-08-27",9.79
"2180","2015-08-28",9.88
"2181","2015-08-31",9.56
"2182","2015-09-01",9.22
"2183","2015-09-02",9.37
"2184","2015-09-03",9.86
"2185","2015-09-04",9.66
"2186","2015-09-08",10.47
"2187","2015-09-09",10.23
"2188","2015-09-10",10.14
"2189","2015-09-11",10.22
"2190","2015-09-14",10.08
"2191","2015-09-15",10.23
"2192","2015-09-16",10.25
"2193","2015-09-17",10.17
"2194","2015-09-18",9.92
"2195","2015-09-21",9.78
"2196","2015-09-22",9.5
"2197","2015-09-23",9.38
"2198","2015-09-24",9.26
"2199","2015-09-25",9.33
"2200","2015-09-28",8.97
"2201","2015-09-29",9.08
"2202","2015-09-30",9.4
"2203","2015-10-01",9.29
"2204","2015-10-02",9.53
"2205","2015-10-05",9.83
"2206","2015-10-06",9.89
"2207","2015-10-07",10.28
"2208","2015-10-08",10.3
"2209","2015-10-09",10
"2210","2015-10-12",9.89
"2211","2015-10-13",10.03
"2212","2015-10-14",10.74
"2213","2015-10-15",10.6
"2214","2015-10-16",10.49
"2215","2015-10-19",10.39
"2216","2015-10-20",10.56
"2217","2015-10-21",10.3
"2218","2015-10-22",10.88
"2219","2015-10-23",11.48
"2220","2015-10-26",10.99
"2221","2015-10-27",10.81
"2222","2015-10-28",11.03
"2223","2015-10-29",10.28
"2224","2015-10-30",11
"2225","2015-11-02",11.18
"2226","2015-11-03",11.21
"2227","2015-11-04",11.54
"2228","2015-11-05",11.28
"2229","2015-11-06",11.6
"2230","2015-11-09",11.51
"2231","2015-11-10",11.22
"2232","2015-11-11",11.23
"2233","2015-11-12",10.85
"2234","2015-11-13",10.72
"2235","2015-11-16",10.67
"2236","2015-11-17",10.74
"2237","2015-11-18",9.89
"2238","2015-11-19",10.1
"2239","2015-11-20",10.16
"2240","2015-11-23",10.15
"2241","2015-11-24",10.35
"2242","2015-11-25",10.46
"2243","2015-11-27",10.73
"2244","2015-11-30",10.96
"2245","2015-12-01",11.27
"2246","2015-12-02",11.33
"2247","2015-12-03",11.08
"2248","2015-12-04",11.37
"2249","2015-12-07",11.24
"2250","2015-12-08",10.46
"2251","2015-12-09",10.13
"2252","2015-12-10",10.15
"2253","2015-12-11",9.9
"2254","2015-12-14",10.11
"2255","2015-12-15",10.27
"2256","2015-12-16",10.32
"2257","2015-12-17",9.96
"2258","2015-12-18",10.01
"2259","2015-12-21",10.09
"2260","2015-12-22",10.07
"2261","2015-12-23",10.09
"2262","2015-12-24",10.14
"2263","2015-12-28",10
"2264","2015-12-29",10.11
"2265","2015-12-30",9.95
"2266","2015-12-31",9.8
"2267","2016-01-04",9.7
"2268","2016-01-05",9.68
"2269","2016-01-06",9.19
"2270","2016-01-07",8.64
"2271","2016-01-08",8.53
"2272","2016-01-11",8.57
"2273","2016-01-12",8.55
"2274","2016-01-13",8.3
"2275","2016-01-14",8.5
"2276","2016-01-15",8.22
"2277","2016-01-19",8.07
"2278","2016-01-20",8.27
"2279","2016-01-21",8.39
"2280","2016-01-22",8.34
"2281","2016-01-25",8.25
"2282","2016-01-26",8.4
"2283","2016-01-27",8.25
"2284","2016-01-28",8.11
"2285","2016-01-29",8.56
"2286","2016-02-01",8.67
"2287","2016-02-02",8.18
"2288","2016-02-03",8.27
"2289","2016-02-04",8.49
"2290","2016-02-05",8.05
"2291","2016-02-08",7.4
"2292","2016-02-09",7.08
"2293","2016-02-10",7.15
"2294","2016-02-11",7.05
"2295","2016-02-12",7.07
"2296","2016-02-16",7.51
"2297","2016-02-17",7.9
"2298","2016-02-18",7.61
"2299","2016-02-19",7.68
"2300","2016-02-22",7.97
"2301","2016-02-23",8.02
"2302","2016-02-24",8.3
"2303","2016-02-25",8.29
"2304","2016-02-26",8.39
"2305","2016-02-29",8.39
"2306","2016-03-01",8.65
"2307","2016-03-02",8.82
"2308","2016-03-03",8.94
"2309","2016-03-04",8.87
"2310","2016-03-07",9.01
"2311","2016-03-08",8.7
"2312","2016-03-09",8.86
"2313","2016-03-10",8.88
"2314","2016-03-11",9.26
"2315","2016-03-14",9.1
"2316","2016-03-15",9.08
"2317","2016-03-16",9.19
"2318","2016-03-17",9.26
"2319","2016-03-18",9.48
"2320","2016-03-21",9.44
"2321","2016-03-22",9.53
"2322","2016-03-23",9.38
"2323","2016-03-24",9.39
"2324","2016-03-28",9.41
"2325","2016-03-29",9.88
"2326","2016-03-30",9.71
"2327","2016-03-31",9.59
"2328","2016-04-01",9.7
"2329","2016-04-04",9.58
"2330","2016-04-05",9.59
"2331","2016-04-06",9.75
"2332","2016-04-07",9.52
"2333","2016-04-08",9.51
"2334","2016-04-11",9.46
"2335","2016-04-12",9.43
"2336","2016-04-13",9.72
"2337","2016-04-14",9.75
"2338","2016-04-15",9.66
"2339","2016-04-18",9.65
"2340","2016-04-19",9.58
"2341","2016-04-20",9.86
"2342","2016-04-21",9.81
"2343","2016-04-22",9.83
"2344","2016-04-25",9.59
"2345","2016-04-26",9.99
"2346","2016-04-27",10
"2347","2016-04-28",9.75
"2348","2016-04-29",9.47
"2349","2016-05-02",9.68
"2350","2016-05-03",9.49
"2351","2016-05-04",9.27
"2352","2016-05-05",9.29
"2353","2016-05-06",9.41
"2354","2016-05-09",9.11
"2355","2016-05-10",9.38
"2356","2016-05-11",9.39
"2357","2016-05-12",8.97
"2358","2016-05-13",8.95
"2359","2016-05-16",9
"2360","2016-05-17",8.95
"2361","2016-05-18",9.21
"2362","2016-05-19",9.03
"2363","2016-05-20",9.19
"2364","2016-05-23",9.18
"2365","2016-05-24",9.38
"2366","2016-05-25",9.51
"2367","2016-05-26",9.51
"2368","2016-05-27",9.66
"2369","2016-05-31",9.77
"2370","2016-06-01",9.95
"2371","2016-06-02",9.86
"2372","2016-06-03",9.71
"2373","2016-06-06",9.81
"2374","2016-06-07",10.07
"2375","2016-06-08",10.02
"2376","2016-06-09",10.02
"2377","2016-06-10",9.8
"2378","2016-06-13",9.98
"2379","2016-06-14",9.77
"2380","2016-06-15",9.7
"2381","2016-06-16",9.49
"2382","2016-06-17",9.45
"2383","2016-06-20",9.78
"2384","2016-06-21",9.78
"2385","2016-06-22",9.69
"2386","2016-06-23",9.87
"2387","2016-06-24",9.09
"2388","2016-06-27",8.24
"2389","2016-06-28",8.67
"2390","2016-06-29",8.69
"2391","2016-06-30",8.82
"2392","2016-07-01",8.78
"2393","2016-07-05",8.46
"2394","2016-07-06",8.47
"2395","2016-07-07",8.72
"2396","2016-07-08",8.91
"2397","2016-07-11",9.17
"2398","2016-07-12",9.31
"2399","2016-07-13",9.3
"2400","2016-07-14",9.44
"2401","2016-07-15",9.39
"2402","2016-07-18",9.51
"2403","2016-07-19",9.47
"2404","2016-07-20",9.66
"2405","2016-07-21",9.53
"2406","2016-07-22",9.56
"2407","2016-07-25",9.6
"2408","2016-07-26",10.17
"2409","2016-07-27",10.2
"2410","2016-07-28",10.07
"2411","2016-07-29",10.03
"2412","2016-08-01",10.03
"2413","2016-08-02",9.71
"2414","2016-08-03",9.7
"2415","2016-08-04",9.78
"2416","2016-08-05",9.99
"2417","2016-08-08",10.11
"2418","2016-08-09",10.33
"2419","2016-08-10",10.3
"2420","2016-08-11",10.27
"2421","2016-08-12",10.1
"2422","2016-08-15",10.38
"2423","2016-08-16",10.22
"2424","2016-08-17",10.3
"2425","2016-08-18",10.23
"2426","2016-08-19",10.24
"2427","2016-08-22",10.36
"2428","2016-08-23",10.61
"2429","2016-08-24",10.71
"2430","2016-08-25",11.01
"2431","2016-08-26",11.03
"2432","2016-08-29",10.98
"2433","2016-08-30",10.89
"2434","2016-08-31",10.8
"2435","2016-09-01",10.99
"2436","2016-09-02",11.03
"2437","2016-09-06",10.88
"2438","2016-09-07",10.92
"2439","2016-09-08",10.74
"2440","2016-09-09",10.26
"2441","2016-09-12",10.44
"2442","2016-09-13",10.24
"2443","2016-09-14",10.39
"2444","2016-09-15",10.78
"2445","2016-09-16",11.31
"2446","2016-09-19",11.52
"2447","2016-09-20",11.58
"2448","2016-09-21",11.78
"2449","2016-09-22",12.04
"2450","2016-09-23",11.71
"2451","2016-09-26",11.61
"2452","2016-09-27",11.79
"2453","2016-09-28",11.93
"2454","2016-09-29",12.1
"2455","2016-09-30",12.32
"2456","2016-10-03",12.22
"2457","2016-10-04",12.18
"2458","2016-10-05",12.4
"2459","2016-10-06",12.43
"2460","2016-10-07",12.28
"2461","2016-10-10",12.13
"2462","2016-10-11",11.79
"2463","2016-10-12",11.65
"2464","2016-10-13",11.57
"2465","2016-10-14",11.59
"2466","2016-10-17",11.51
"2467","2016-10-18",11.67
"2468","2016-10-19",11.72
"2469","2016-10-20",11.81
"2470","2016-10-21",11.82
"2471","2016-10-24",12.09
"2472","2016-10-25",11.91
"2473","2016-10-26",11.71
"2474","2016-10-27",11.64
"2475","2016-10-28",11.53
"2476","2016-10-31",11.67
"2477","2016-11-01",11.69
"2478","2016-11-02",11.48
"2479","2016-11-03",11.51
"2480","2016-11-04",11.57
"2481","2016-11-07",11.46
"2482","2016-11-08",11.18
"2483","2016-11-09",11.22
"2484","2016-11-10",10.95
"2485","2016-11-11",11.22
"2486","2016-11-14",11.4
"2487","2016-11-15",11.53
"2488","2016-11-16",11.45
"2489","2016-11-17",11.48
"2490","2016-11-18",11.17
"2491","2016-11-21",11.47
"2492","2016-11-22",11.88
"2493","2016-11-23",12.44
"2494","2016-11-25",12.43
"2495","2016-11-28",12.12
"2496","2016-11-29",11.91
"2497","2016-11-30",11.78
"2498","2016-12-01",10.97
"2499","2016-12-02",11.12
"2500","2016-12-05",11.23
"2501","2016-12-06",11.36
"2502","2016-12-07",11.82
"2503","2016-12-08",11.91
"2504","2016-12-09",12.22
"2505","2016-12-12",11.96
"2506","2016-12-13",12.41
"2507","2016-12-14",12.48
"2508","2016-12-15",13.03
"2509","2016-12-16",12.84
"2510","2016-12-19",12.82
"2511","2016-12-20",12.81
"2512","2016-12-21",12.69
"2513","2016-12-22",12.73
"2514","2016-12-23",12.97
"2515","2016-12-27",13.13
"2516","2016-12-28",13.07
"2517","2016-12-29",12.97
"2518","2016-12-30",12.76
"2519","2017-01-03",12.69
"2520","2017-01-04",13
"2521","2017-01-05",12.85
"2522","2017-01-06",13.01
"2523","2017-01-09",13.34
"2524","2017-01-10",13.45
"2525","2017-01-11",13.51
"2526","2017-01-12",13.43
"2527","2017-01-13",13.47
"2528","2017-01-17",13.18
"2529","2017-01-18",13.26
"2530","2017-01-19",13.11
"2531","2017-01-20",13.4
"2532","2017-01-23",13.5
"2533","2017-01-24",13.62
"2534","2017-01-25",13.9
"2535","2017-01-26",13.86
"2536","2017-01-27",13.88
"2537","2017-01-30",13.75
"2538","2017-01-31",13.32
"2539","2017-02-01",13.7
"2540","2017-02-02",13.69
"2541","2017-02-03",13.94
"2542","2017-02-06",13.87
"2543","2017-02-07",13.96
"2544","2017-02-08",14.01
"2545","2017-02-09",13.96
"2546","2017-02-10",14.14
"2547","2017-02-13",14.94
"2548","2017-02-14",15.31
"2549","2017-02-15",15.63
"2550","2017-02-16",15.53
"2551","2017-02-17",15.6
"2552","2017-02-21",15.98
"2553","2017-02-22",16
"2554","2017-02-23",15.62
"2555","2017-02-24",15.33
"2556","2017-02-27",15.53
"2557","2017-02-28",15.13
"2558","2017-03-01",15.33
"2559","2017-03-02",15.16
"2560","2017-03-03",15.21
"2561","2017-03-06",15.26
"2562","2017-03-07",15.29
"2563","2017-03-08",15.03
"2564","2017-03-09",15.2
"2565","2017-03-10",15.22
"2566","2017-03-13",15.31
"2567","2017-03-14",15.35
"2568","2017-03-15",15.22
"2569","2017-03-16",15.24
"2570","2017-03-17",15.25
"2571","2017-03-20",15.25
"2572","2017-03-21",14.66
"2573","2017-03-22",14.91
"2574","2017-03-23",14.96
"2575","2017-03-24",15.18
"2576","2017-03-27",15.01
"2577","2017-03-28",15.29
"2578","2017-03-29",15.18
"2579","2017-03-30",15.42
"2580","2017-03-31",15.49
"2581","2017-04-03",15.07
"2582","2017-04-04",14.9
"2583","2017-04-05",14.79
"2584","2017-04-06",15.08
"2585","2017-04-07",15.15
"2586","2017-04-10",15.1
"2587","2017-04-11",14.6
"2588","2017-04-12",14.24
"2589","2017-04-13",14.11
"2590","2017-04-17",14.28
"2591","2017-04-18",14.45
"2592","2017-04-19",14.5
"2593","2017-04-20",14.83
"2594","2017-04-21",14.19
"2595","2017-04-24",14.65
"2596","2017-04-25",14.52
"2597","2017-04-26",14.42
"2598","2017-04-27",14.66
"2599","2017-04-28",14.18
"2600","2017-05-01",14.35
"2601","2017-05-02",13.95
"2602","2017-05-03",13.9
"2603","2017-05-04",14.07
"2604","2017-05-05",14.42
"2605","2017-05-08",14.43
"2606","2017-05-09",15.01
"2607","2017-05-10",14.79
"2608","2017-05-11",14.88
"2609","2017-05-12",14.82
"2610","2017-05-15",15.32
"2611","2017-05-16",15.94
"2612","2017-05-17",15.06
"2613","2017-05-18",15.18
"2614","2017-05-19",15.42
"2615","2017-05-22",15.57
"2616","2017-05-23",15.29
"2617","2017-05-24",15.5
"2618","2017-05-25",15.5
"2619","2017-05-26",15.49
"2620","2017-05-30",15.59
"2621","2017-05-31",15.48
"2622","2017-06-01",15.58
"2623","2017-06-02",15.86
"2624","2017-06-05",16.110001
"2625","2017-06-06",16.09
"2626","2017-06-07",16.25
"2627","2017-06-08",16.65
"2628","2017-06-09",16.1
"2629","2017-06-12",15.73
"2630","2017-06-13",15.97
"2631","2017-06-14",15.67
"2632","2017-06-15",15.43
"2633","2017-06-16",15.38
"2634","2017-06-19",15.65
"2635","2017-06-20",15.08
"2636","2017-06-21",15.1
"2637","2017-06-22",14.96
"2638","2017-06-23",15.07
"2639","2017-06-26",14.97
"2640","2017-06-27",14.37
"2641","2017-06-28",14.65
"2642","2017-06-29",14.22
"2643","2017-06-30",14.04
"2644","2017-07-03",13.8
"2645","2017-07-05",14.05
"2646","2017-07-06",14.07
"2647","2017-07-07",14.3
"2648","2017-07-10",14.45
"2649","2017-07-11",14.46
"2650","2017-07-12",14.93
"2651","2017-07-13",14.9
"2652","2017-07-14",15.08
"2653","2017-07-17",15.01
"2654","2017-07-18",15.35
"2655","2017-07-19",15.66
"2656","2017-07-20",15.72
"2657","2017-07-21",15.2
"2658","2017-07-24",15.13
"2659","2017-07-25",15.08
"2660","2017-07-26",15.64
"2661","2017-07-27",15.24
"2662","2017-07-28",15.08
"2663","2017-07-31",14.95
"2664","2017-08-01",15.05
"2665","2017-08-02",14.8
"2666","2017-08-03",14.91
"2667","2017-08-04",15.1
"2668","2017-08-07",16.33
"2669","2017-08-08",16.440001
"2670","2017-08-09",16.360001
"2671","2017-08-10",15.57
"2672","2017-08-11",15.94
"2673","2017-08-14",16.450001
"2674","2017-08-15",16.450001
"2675","2017-08-16",16.5
"2676","2017-08-17",15.99
"2677","2017-08-18",15.94
"2678","2017-08-21",15.75
"2679","2017-08-22",16.040001
"2680","2017-08-23",16.299999
"2681","2017-08-24",16.33
"2682","2017-08-25",16.030001
"2683","2017-08-28",16.139999
"2684","2017-08-29",16.18
"2685","2017-08-30",17.059999
"2686","2017-08-31",17.08
"2687","2017-09-01",17.25
"2688","2017-09-05",16.799999
"2689","2017-09-06",16.559999
"2690","2017-09-07",16.75
"2691","2017-09-08",16.6
"2692","2017-09-11",17.120001
"2693","2017-09-12",16.99
"2694","2017-09-13",16.82
"2695","2017-09-14",16.9
"2696","2017-09-15",17.379999
"2697","2017-09-18",17.459999
"2698","2017-09-19",17.620001
"2699","2017-09-20",17.379999
"2700","2017-09-21",17.389999
"2701","2017-09-22",17.639999
"2702","2017-09-25",17.67
"2703","2017-09-26",17.700001
"2704","2017-09-27",18.15
"2705","2017-09-28",18.34
"2706","2017-09-29",18.469999
"2707","2017-10-02",18.790001
"2708","2017-10-03",18.91
"2709","2017-10-04",19.08
"2710","2017-10-05",19.200001
"2711","2017-10-06",19.23
"2712","2017-10-09",19.309999
"2713","2017-10-10",19.379999
"2714","2017-10-11",19.42
"2715","2017-10-12",19.24
"2716","2017-10-13",19.57
"2717","2017-10-16",19.59
"2718","2017-10-17",19.6
"2719","2017-10-18",19.709999
"2720","2017-10-19",19.67
"2721","2017-10-20",20.07
"2722","2017-10-23",20.08
"2723","2017-10-24",20.370001
"2724","2017-10-25",20.219999
"2725","2017-10-26",20.4
"2726","2017-10-27",20.75
"2727","2017-10-30",20.959999
"2728","2017-10-31",21.32
"2729","2017-11-01",21.17
"2730","2017-11-02",21.24
"2731","2017-11-03",21.65
"2732","2017-11-06",21.41
"2733","2017-11-07",21.610001
"2734","2017-11-08",21.85
"2735","2017-11-09",21.43
"2736","2017-11-10",21.559999
"2737","2017-11-13",21.58
"2738","2017-11-14",21.42
"2739","2017-11-15",21.1
"2740","2017-11-16",21.389999
"2741","2017-11-17",21.440001
"2742","2017-11-20",21.719999
"2743","2017-11-21",21.940001
"2744","2017-11-22",21.370001
"2745","2017-11-24",21.530001
"2746","2017-11-27",21.110001
"2747","2017-11-28",21.120001
"2748","2017-11-29",19.98
"2749","2017-11-30",20.08
"2750","2017-12-01",19.860001
"2751","2017-12-04",18.98
"2752","2017-12-05",19.16
"2753","2017-12-06",19.219999
"2754","2017-12-07",19.5
"2755","2017-12-08",19.42
"2756","2017-12-11",19.48
"2757","2017-12-12",19.360001
"2758","2017-12-13",19.51
"2759","2017-12-14",19.540001
"2760","2017-12-15",19.9
"2761","2017-12-18",20.84
"2762","2017-12-19",20.799999
"2763","2017-12-20",20.959999
"2764","2017-12-21",20.9
"2765","2017-12-22",20.860001
"2766","2017-12-26",20.870001
"2767","2017-12-27",21.16
"2768","2017-12-28",21.129999
"2769","2017-12-29",20.940001
"2770","2018-01-02",21.809999
"2771","2018-01-03",22.780001
"2772","2018-01-04",22.780001
"2773","2018-01-05",22.83
"2774","2018-01-08",22.969999
"2775","2018-01-09",22.92
"2776","2018-01-10",22.639999
"2777","2018-01-11",23.08
"2778","2018-01-12",23.57
"2779","2018-01-16",23.5
"2780","2018-01-17",23.92
"2781","2018-01-18",24.74
"2782","2018-01-19",25.040001
"2783","2018-01-22",25.370001
"2784","2018-01-23",25.15
"2785","2018-01-24",24.59
"2786","2018-01-25",23.82
"2787","2018-01-26",25.139999
"2788","2018-01-29",25.42
"2789","2018-01-30",24.74
"2790","2018-01-31",24.74
"2791","2018-02-01",24.32
"2792","2018-02-02",23.690001
"2793","2018-02-05",22.639999
"2794","2018-02-06",22.68
"2795","2018-02-07",22.059999
"2796","2018-02-08",20.809999
"2797","2018-02-09",21.15
"2798","2018-02-12",21.34
"2799","2018-02-13",21.76
"2800","2018-02-14",22.34
"2801","2018-02-15",22.799999
"2802","2018-02-16",22.540001
"2803","2018-02-20",23.559999
"2804","2018-02-21",23.23
"2805","2018-02-22",23.139999
"2806","2018-02-23",23.74
"2807","2018-02-26",24.370001
"2808","2018-02-27",24.33
"2809","2018-02-28",23.92
"2810","2018-03-01",23.860001
"2811","2018-03-02",24.43
"2812","2018-03-05",24.459999
"2813","2018-03-06",25.469999
"2814","2018-03-07",25.76
"2815","2018-03-08",26.059999
"2816","2018-03-09",26.59
"2817","2018-03-12",26.799999
"2818","2018-03-13",26.02
"2819","2018-03-14",25.74
"2820","2018-03-15",25.76
"2821","2018-03-16",25.870001
"2822","2018-03-19",25.51
"2823","2018-03-20",25.950001
"2824","2018-03-21",26.5
"2825","2018-03-22",25.9
"2826","2018-03-23",25.040001
"2827","2018-03-26",26.120001
"2828","2018-03-27",24.959999
"2829","2018-03-28",23.809999
"2830","2018-03-29",24.459999
"2831","2018-04-02",23.370001
"2832","2018-04-03",23.530001
"2833","2018-04-04",24.33
"2834","2018-04-05",24.219999
"2835","2018-04-06",23.42
"2836","2018-04-09",23.559999
"2837","2018-04-10",24.540001
"2838","2018-04-11",24.59
"2839","2018-04-12",25.360001
"2840","2018-04-13",25.01
"2841","2018-04-16",25.049999
"2842","2018-04-17",25.74
"2843","2018-04-18",25.559999
"2844","2018-04-19",24.01
"2845","2018-04-20",23.629999
"2846","2018-04-23",23.48
"2847","2018-04-24",23.309999
"2848","2018-04-25",23.120001
"2849","2018-04-26",23.75
"2850","2018-04-27",22.98
"2851","2018-04-30",22.08
"2852","2018-05-01",22.16
"2853","2018-05-02",22.200001
"2854","2018-05-03",22.08
"2855","2018-05-04",22.639999
"2856","2018-05-07",22.860001
"2857","2018-05-08",22.92
"2858","2018-05-09",23.26
"2859","2018-05-10",23.610001
"2860","2018-05-11",23.389999
"2861","2018-05-14",23.690001
"2862","2018-05-15",23.66
"2863","2018-05-16",23.82
"2864","2018-05-17",23.700001
"2865","2018-05-18",23.700001
"2866","2018-05-21",23.84
"2867","2018-05-22",24.18
"2868","2018-05-23",24.15
"2869","2018-05-24",25.02
"2870","2018-05-25",25.85
"2871","2018-05-29",25.469999
"2872","2018-05-30",25.58
"2873","2018-05-31",25.129999
"2874","2018-06-01",25.75
"2875","2018-06-04",26.200001
"2876","2018-06-05",26.219999
"2877","2018-06-06",26.16
"2878","2018-06-07",25.719999
"2879","2018-06-08",25.200001
"2880","2018-06-11",25.1
"2881","2018-06-12",25.110001
"2882","2018-06-13",25.299999
"2883","2018-06-14",25.889999
"2884","2018-06-15",25.610001
"2885","2018-06-18",25.370001
"2886","2018-06-19",24.76
"2887","2018-06-20",25.17
"2888","2018-06-21",24.690001
"2889","2018-06-22",24.08
"2890","2018-06-25",23.17
"2891","2018-06-26",23.1
"2892","2018-06-27",22.469999
"2893","2018-06-28",22.280001
"2894","2018-06-29",22.24
"2895","2018-07-02",22.59
"2896","2018-07-03",22.15
"2897","2018-07-05",22.82
"2898","2018-07-06",23.1
"2899","2018-07-09",23.33
