"","date","KELYA"
"1","2007-01-03",29.15
"2","2007-01-04",28.99
"3","2007-01-05",29.040001
"4","2007-01-08",29.32
"5","2007-01-09",29.190001
"6","2007-01-10",28.76
"7","2007-01-11",29.65
"8","2007-01-12",29.540001
"9","2007-01-16",29.32
"10","2007-01-17",29.299999
"11","2007-01-18",28.74
"12","2007-01-19",29.049999
"13","2007-01-22",28.889999
"14","2007-01-23",29.41
"15","2007-01-24",29.299999
"16","2007-01-25",29.059999
"17","2007-01-26",29.950001
"18","2007-01-29",30.1
"19","2007-01-30",30.33
"20","2007-01-31",31.01
"21","2007-02-01",31.459999
"22","2007-02-02",31.1
"23","2007-02-05",30.33
"24","2007-02-06",31
"25","2007-02-07",31.24
"26","2007-02-08",31.57
"27","2007-02-09",31.440001
"28","2007-02-12",31.32
"29","2007-02-13",31.549999
"30","2007-02-14",31.6
"31","2007-02-15",31.51
"32","2007-02-16",31.799999
"33","2007-02-20",32.040001
"34","2007-02-21",32.310001
"35","2007-02-22",32.279999
"36","2007-02-23",32.41
"37","2007-02-26",32.23
"38","2007-02-27",30.6
"39","2007-02-28",30.77
"40","2007-03-01",30.84
"41","2007-03-02",30.57
"42","2007-03-05",30.219999
"43","2007-03-06",30.709999
"44","2007-03-07",30.860001
"45","2007-03-08",31.07
"46","2007-03-09",31.35
"47","2007-03-12",31.469999
"48","2007-03-13",31.09
"49","2007-03-14",31.09
"50","2007-03-15",31.25
"51","2007-03-16",31.1
"52","2007-03-19",31.309999
"53","2007-03-20",32.009998
"54","2007-03-21",32.299999
"55","2007-03-22",32.610001
"56","2007-03-23",32.439999
"57","2007-03-26",32.630001
"58","2007-03-27",32.349998
"59","2007-03-28",32.290001
"60","2007-03-29",32.189999
"61","2007-03-30",32.200001
"62","2007-04-02",32.470001
"63","2007-04-03",33.310001
"64","2007-04-04",32.509998
"65","2007-04-05",32.389999
"66","2007-04-09",32.619999
"67","2007-04-10",32.919998
"68","2007-04-11",32.380001
"69","2007-04-12",32.970001
"70","2007-04-13",32.619999
"71","2007-04-16",33.459999
"72","2007-04-17",33.68
"73","2007-04-18",33.360001
"74","2007-04-19",33.240002
"75","2007-04-20",33.529999
"76","2007-04-23",33.580002
"77","2007-04-24",30.01
"78","2007-04-25",29.700001
"79","2007-04-26",29.5
"80","2007-04-27",29.469999
"81","2007-04-30",28.700001
"82","2007-05-01",28.93
"83","2007-05-02",28.940001
"84","2007-05-03",28.799999
"85","2007-05-04",28.799999
"86","2007-05-07",28.219999
"87","2007-05-08",27.92
"88","2007-05-09",28.75
"89","2007-05-10",28.379999
"90","2007-05-11",28.549999
"91","2007-05-14",28.049999
"92","2007-05-15",27.65
"93","2007-05-16",27.780001
"94","2007-05-17",27.629999
"95","2007-05-18",27.700001
"96","2007-05-21",28.35
"97","2007-05-22",28.65
"98","2007-05-23",28.17
"99","2007-05-24",27.35
"100","2007-05-25",28.610001
"101","2007-05-29",28.620001
"102","2007-05-30",28.860001
"103","2007-05-31",28.82
"104","2007-06-01",28.9
"105","2007-06-04",29.02
"106","2007-06-05",28.26
"107","2007-06-06",28.15
"108","2007-06-07",27.809999
"109","2007-06-08",27.950001
"110","2007-06-11",27.790001
"111","2007-06-12",27.1
"112","2007-06-13",27.709999
"113","2007-06-14",27.799999
"114","2007-06-15",27.969999
"115","2007-06-18",27.6
"116","2007-06-19",27.549999
"117","2007-06-20",27.309999
"118","2007-06-21",27.33
"119","2007-06-22",27.040001
"120","2007-06-25",26.99
"121","2007-06-26",27.15
"122","2007-06-27",27.610001
"123","2007-06-28",28.1
"124","2007-06-29",27.459999
"125","2007-07-02",27.950001
"126","2007-07-03",27.879999
"127","2007-07-05",27.809999
"128","2007-07-06",27.6
"129","2007-07-09",27.58
"130","2007-07-10",26.75
"131","2007-07-11",26.969999
"132","2007-07-12",27.85
"133","2007-07-13",27.559999
"134","2007-07-16",27.18
"135","2007-07-17",27.549999
"136","2007-07-18",27.32
"137","2007-07-19",27.33
"138","2007-07-20",27.15
"139","2007-07-23",26.91
"140","2007-07-24",25.35
"141","2007-07-25",25.68
"142","2007-07-26",25.129999
"143","2007-07-27",24.540001
"144","2007-07-30",24.860001
"145","2007-07-31",24.85
"146","2007-08-01",23.799999
"147","2007-08-02",23
"148","2007-08-03",21.4
"149","2007-08-06",21.48
"150","2007-08-07",21.08
"151","2007-08-08",20.82
"152","2007-08-09",19.92
"153","2007-08-10",22.1
"154","2007-08-13",22.870001
"155","2007-08-14",22.43
"156","2007-08-15",22.379999
"157","2007-08-16",23.25
"158","2007-08-17",23.18
"159","2007-08-20",23.57
"160","2007-08-21",22.49
"161","2007-08-22",22.75
"162","2007-08-23",22.98
"163","2007-08-24",23.030001
"164","2007-08-27",23.15
"165","2007-08-28",22.559999
"166","2007-08-29",23.15
"167","2007-08-30",22.93
"168","2007-08-31",22.719999
"169","2007-09-04",22.75
"170","2007-09-05",22.84
"171","2007-09-06",22.969999
"172","2007-09-07",22.209999
"173","2007-09-10",21.870001
"174","2007-09-11",21.74
"175","2007-09-12",21.59
"176","2007-09-13",21.59
"177","2007-09-14",21.610001
"178","2007-09-17",21.49
"179","2007-09-18",22.09
"180","2007-09-19",21.959999
"181","2007-09-20",21.15
"182","2007-09-21",21.049999
"183","2007-09-24",20.51
"184","2007-09-25",20.23
"185","2007-09-26",20.200001
"186","2007-09-27",20.139999
"187","2007-09-28",19.809999
"188","2007-10-01",21.35
"189","2007-10-02",21.110001
"190","2007-10-03",21.35
"191","2007-10-04",21.629999
"192","2007-10-05",22.379999
"193","2007-10-08",22.690001
"194","2007-10-09",21.959999
"195","2007-10-10",21.860001
"196","2007-10-11",21.91
"197","2007-10-12",21.870001
"198","2007-10-15",21.709999
"199","2007-10-16",21.290001
"200","2007-10-17",21.08
"201","2007-10-18",20.92
"202","2007-10-19",20.370001
"203","2007-10-22",20.809999
"204","2007-10-23",20.870001
"205","2007-10-24",20.219999
"206","2007-10-25",20.290001
"207","2007-10-26",20.18
"208","2007-10-29",20.530001
"209","2007-10-30",20.299999
"210","2007-10-31",21.030001
"211","2007-11-01",20.4
"212","2007-11-02",20.610001
"213","2007-11-05",20.059999
"214","2007-11-06",20.110001
"215","2007-11-07",19.190001
"216","2007-11-08",19.82
"217","2007-11-09",19.83
"218","2007-11-12",20.23
"219","2007-11-13",20.610001
"220","2007-11-14",21.08
"221","2007-11-15",20.9
"222","2007-11-16",20.620001
"223","2007-11-19",20.129999
"224","2007-11-20",19.870001
"225","2007-11-21",19.33
"226","2007-11-23",19.950001
"227","2007-11-26",19.01
"228","2007-11-27",18.76
"229","2007-11-28",19.33
"230","2007-11-29",19
"231","2007-11-30",19.049999
"232","2007-12-03",18.93
"233","2007-12-04",18.74
"234","2007-12-05",19.290001
"235","2007-12-06",19.5
"236","2007-12-07",19.370001
"237","2007-12-10",19.77
"238","2007-12-11",19.15
"239","2007-12-12",19.540001
