"","date","GRIF"
"1","2007-01-03",32.599998
"2","2007-01-04",32.599998
"3","2007-01-05",32.599998
"4","2007-01-08",32.599998
"5","2007-01-09",32.32
"6","2007-01-10",32.799999
"7","2007-01-11",32.32
"8","2007-01-12",32.790001
"9","2007-01-16",32.790001
"10","2007-01-17",33
"11","2007-01-18",33
"12","2007-01-19",33
"13","2007-01-22",33
"14","2007-01-23",33.200001
"15","2007-01-24",32.77
"16","2007-01-25",32.77
"17","2007-01-26",33.200001
"18","2007-01-29",31.799999
"19","2007-01-30",33
"20","2007-01-31",32.990002
"21","2007-02-01",32.919998
"22","2007-02-02",32.919998
"23","2007-02-05",32.919998
"24","2007-02-06",32.919998
"25","2007-02-07",34.82
"26","2007-02-08",34.790001
"27","2007-02-09",35.990002
"28","2007-02-12",35.990002
"29","2007-02-13",35.68
"30","2007-02-14",35.32
"31","2007-02-15",35.32
"32","2007-02-16",35.32
"33","2007-02-20",36.5
"34","2007-02-21",36.5
"35","2007-02-22",36.16
"36","2007-02-23",36.639999
"37","2007-02-26",36.790001
"38","2007-02-27",37
"39","2007-02-28",37.419998
"40","2007-03-01",37.419998
"41","2007-03-02",37.07
"42","2007-03-05",36.259998
"43","2007-03-06",36.259998
"44","2007-03-07",36.259998
"45","2007-03-08",36.259998
"46","2007-03-09",36.32
"47","2007-03-12",36.310001
"48","2007-03-13",36.040001
"49","2007-03-14",36.040001
"50","2007-03-15",36.040001
"51","2007-03-16",36.040001
"52","2007-03-19",36.040001
"53","2007-03-20",37.369999
"54","2007-03-21",37.369999
"55","2007-03-22",37.369999
"56","2007-03-23",37.369999
"57","2007-03-26",36.040001
"58","2007-03-27",35.580002
"59","2007-03-28",35.580002
"60","2007-03-29",35.599998
"61","2007-03-30",35.5
"62","2007-04-02",35.5
"63","2007-04-03",35
"64","2007-04-04",35
"65","2007-04-05",35
"66","2007-04-09",35
"67","2007-04-10",35
"68","2007-04-11",35.049999
"69","2007-04-12",35.049999
"70","2007-04-13",35.049999
"71","2007-04-16",35.5
"72","2007-04-17",35.5
"73","2007-04-18",35.099998
"74","2007-04-19",36.5
"75","2007-04-20",35.610001
"76","2007-04-23",35.860001
"77","2007-04-24",35.950001
"78","2007-04-25",35.5
"79","2007-04-26",35.299999
"80","2007-04-27",35.25
"81","2007-04-30",34.200001
"82","2007-05-01",34.630001
"83","2007-05-02",34.52
"84","2007-05-03",35.209999
"85","2007-05-04",36.299999
"86","2007-05-07",37.380001
"87","2007-05-08",36.889999
"88","2007-05-09",36.889999
"89","2007-05-10",37.240002
"90","2007-05-11",37.23
"91","2007-05-14",38
"92","2007-05-15",37.669998
"93","2007-05-16",37.669998
"94","2007-05-17",37
"95","2007-05-18",36.27
"96","2007-05-21",36.5
"97","2007-05-22",36.860001
"98","2007-05-23",36.689999
"99","2007-05-24",36.799999
"100","2007-05-25",36.599998
"101","2007-05-29",36.880001
"102","2007-05-30",37.02
"103","2007-05-31",37.279999
"104","2007-06-01",37.290001
"105","2007-06-04",36.610001
"106","2007-06-05",36.560001
"107","2007-06-06",36.560001
"108","2007-06-07",37
"109","2007-06-08",36.709999
"110","2007-06-11",36.5
"111","2007-06-12",36.200001
"112","2007-06-13",35.150002
"113","2007-06-14",34.639999
"114","2007-06-15",34.98
"115","2007-06-18",35
"116","2007-06-19",35.5
"117","2007-06-20",35.52
"118","2007-06-21",35.41
"119","2007-06-22",35.189999
"120","2007-06-25",35.099998
"121","2007-06-26",35.669998
"122","2007-06-27",35.810001
"123","2007-06-28",36.240002
"124","2007-06-29",36.23
"125","2007-07-02",36.200001
"126","2007-07-03",35.650002
"127","2007-07-05",35.669998
"128","2007-07-06",35.669998
"129","2007-07-09",36.189999
"130","2007-07-10",36.330002
"131","2007-07-11",36.290001
"132","2007-07-12",36.32
"133","2007-07-13",37.209999
"134","2007-07-16",37.580002
"135","2007-07-17",37.73
"136","2007-07-18",37.759998
"137","2007-07-19",38.220001
"138","2007-07-20",38
"139","2007-07-23",37.669998
"140","2007-07-24",37.75
"141","2007-07-25",38.490002
"142","2007-07-26",37.889999
"143","2007-07-27",37.459999
"144","2007-07-30",37.259998
"145","2007-07-31",37.790001
"146","2007-08-01",37.77
"147","2007-08-02",38.310001
"148","2007-08-03",37.110001
"149","2007-08-06",35.27
"150","2007-08-07",34.509998
"151","2007-08-08",33.049999
"152","2007-08-09",34
"153","2007-08-10",33.009998
"154","2007-08-13",32.689999
"155","2007-08-14",32.689999
"156","2007-08-15",34.990002
"157","2007-08-16",34.5
"158","2007-08-17",34.5
"159","2007-08-20",34.5
"160","2007-08-21",34.470001
"161","2007-08-22",34.689999
"162","2007-08-23",34.549999
"163","2007-08-24",34.5
"164","2007-08-27",32.950001
"165","2007-08-28",33.209999
"166","2007-08-29",35.07
"167","2007-08-30",35.07
"168","2007-08-31",35.07
"169","2007-09-04",35.07
"170","2007-09-05",35.700001
"171","2007-09-06",32.5
"172","2007-09-07",35.669998
"173","2007-09-10",35.709999
"174","2007-09-11",34.400002
"175","2007-09-12",36.75
"176","2007-09-13",35.790001
"177","2007-09-14",35.790001
"178","2007-09-17",35.790001
"179","2007-09-18",35.790001
"180","2007-09-19",35.790001
"181","2007-09-20",35.790001
"182","2007-09-21",37
"183","2007-09-24",37
"184","2007-09-25",36.25
"185","2007-09-26",36.25
"186","2007-09-27",36.25
"187","2007-09-28",37
"188","2007-10-01",37
"189","2007-10-02",37
"190","2007-10-03",37
"191","2007-10-04",35.450001
"192","2007-10-05",35.5
"193","2007-10-08",35.5
"194","2007-10-09",38.599998
"195","2007-10-10",37.939999
"196","2007-10-11",37.939999
"197","2007-10-12",37.07
"198","2007-10-15",36.759998
"199","2007-10-16",37.459999
"200","2007-10-17",36.5
"201","2007-10-18",36.470001
"202","2007-10-19",35.560001
"203","2007-10-22",38.25
"204","2007-10-23",37.060001
