"","date","NVTA"
"82","2015-06-10",14.76
"83","2015-06-11",15.51
"84","2015-06-12",15.19
"85","2015-06-15",15.29
"86","2015-06-16",14.67
"87","2015-06-17",15.15
"88","2015-06-18",14.83
"89","2015-06-19",14.06
"90","2015-06-22",14.97
"91","2015-06-23",15.36
"92","2015-06-24",15.14
"93","2015-06-25",15
"94","2015-06-26",15.02
"95","2015-06-29",14.61
"96","2015-06-30",14.88
"97","2015-07-01",15.05
"98","2015-07-02",15.12
"99","2015-07-06",15.39
"100","2015-07-07",14.92
"101","2015-07-08",13.99
"102","2015-07-09",13.03
"103","2015-07-10",13.2
"104","2015-07-13",13.03
"105","2015-07-14",13.1
"106","2015-07-15",12.75
"107","2015-07-16",12.36
"108","2015-07-17",12.47
"109","2015-07-20",12.28
"110","2015-07-21",11.96
"111","2015-07-22",11.62
"112","2015-07-23",11.24
"113","2015-07-24",10.53
"114","2015-07-27",10.39
"115","2015-07-28",10.37
"116","2015-07-29",9.97
"117","2015-07-30",9.72
"118","2015-07-31",9.99
"119","2015-08-03",9.91
"120","2015-08-04",9.9
"121","2015-08-05",9.61
"122","2015-08-06",8.97
"123","2015-08-07",10.06
"124","2015-08-10",9.45
"125","2015-08-11",8.98
"126","2015-08-12",9
"127","2015-08-13",8.84
"128","2015-08-14",8.7
"129","2015-08-17",8.81
"130","2015-08-18",8.53
"131","2015-08-19",8.88
"132","2015-08-20",8.52
"133","2015-08-21",8.56
"134","2015-08-24",8.59
"135","2015-08-25",8.77
"136","2015-08-26",9.15
"137","2015-08-27",9.44
"138","2015-08-28",10.88
"139","2015-08-31",10.21
"140","2015-09-01",9.83
"141","2015-09-02",9.69
"142","2015-09-03",9.78
"143","2015-09-04",10.55
"144","2015-09-08",10.85
"145","2015-09-09",10.94
"146","2015-09-10",11.1
"147","2015-09-11",11.1
"148","2015-09-14",10.99
"149","2015-09-15",11.02
"150","2015-09-16",10.33
"151","2015-09-17",10.39
"152","2015-09-18",10.32
"153","2015-09-21",10.58
"154","2015-09-22",10.25
"155","2015-09-23",9.95
"156","2015-09-24",9.3
"157","2015-09-25",8.34
"158","2015-09-28",6.95
"159","2015-09-29",7.07
"160","2015-09-30",7.22
"161","2015-10-01",7.01
"162","2015-10-02",7.4
"163","2015-10-05",7.38
"164","2015-10-06",7.21
"165","2015-10-07",7.91
"166","2015-10-08",7.87
"167","2015-10-09",7.99
"168","2015-10-12",8.27
"169","2015-10-13",8.23
"170","2015-10-14",8.39
"171","2015-10-15",9.26
"172","2015-10-16",9.58
"173","2015-10-19",9.65
"174","2015-10-20",9.24
"175","2015-10-21",8.93
"176","2015-10-22",8.91
"177","2015-10-23",8.86
"178","2015-10-26",8.89
"179","2015-10-27",8.98
"180","2015-10-28",8.96
"181","2015-10-29",8.02
"182","2015-10-30",7.62
"183","2015-11-02",8.13
"184","2015-11-03",8.65
"185","2015-11-04",8.51
"186","2015-11-05",7.68
"187","2015-11-06",8.14
"188","2015-11-09",7.81
"189","2015-11-10",7.22
"190","2015-11-11",6.78
"191","2015-11-12",6.8
"192","2015-11-13",6.62
"193","2015-11-16",6.73
"194","2015-11-17",6.55
"195","2015-11-18",6.78
"196","2015-11-19",6.74
"197","2015-11-20",6.96
"198","2015-11-23",7.17
"199","2015-11-24",7.4
"200","2015-11-25",7.76
"201","2015-11-27",8.06
"202","2015-11-30",7.69
"203","2015-12-01",7.55
"204","2015-12-02",7.32
"205","2015-12-03",7.17
"206","2015-12-04",7.33
"207","2015-12-07",7.06
"208","2015-12-08",7.2
"209","2015-12-09",7.49
"210","2015-12-10",7.54
"211","2015-12-11",7.4
"212","2015-12-14",7.33
"213","2015-12-15",7.51
"214","2015-12-16",7.81
"215","2015-12-17",8.22
"216","2015-12-18",8.12
"217","2015-12-21",8.11
"218","2015-12-22",8.19
"219","2015-12-23",8.14
"220","2015-12-24",8.05
"221","2015-12-28",8.49
"222","2015-12-29",8.44
"223","2015-12-30",8.33
"224","2015-12-31",8.21
"225","2016-01-04",7.3
"226","2016-01-05",7.46
"227","2016-01-06",7.28
"228","2016-01-07",7.01
"229","2016-01-08",7.52
"230","2016-01-11",7.25
"231","2016-01-12",7.54
"232","2016-01-13",7.27
"233","2016-01-14",7.46
"234","2016-01-15",7.14
"235","2016-01-19",6.97
"236","2016-01-20",7.21
"237","2016-01-21",7.51
"238","2016-01-22",8.01
"239","2016-01-25",8.03
"240","2016-01-26",8.35
"241","2016-01-27",7.16
"242","2016-01-28",6.76
"243","2016-01-29",7
"244","2016-02-01",7.01
"245","2016-02-02",7.01
"246","2016-02-03",7.39
"247","2016-02-04",7.26
"248","2016-02-05",7.26
"249","2016-02-08",7.07
"250","2016-02-09",6.84
"251","2016-02-10",5.95
"252","2016-02-11",6.55
"253","2016-02-12",6.33
"254","2016-02-16",6.5
"255","2016-02-17",7.03
"256","2016-02-18",7.23
"257","2016-02-19",7.39
"258","2016-02-22",7.77
"259","2016-02-23",7.8
"260","2016-02-24",8.2
"261","2016-02-25",8.18
"262","2016-02-26",9
"263","2016-02-29",8.63
"264","2016-03-01",8.99
"265","2016-03-02",9.01
"266","2016-03-03",9.13
"267","2016-03-04",9.35
"268","2016-03-07",9.51
"269","2016-03-08",8.89
"270","2016-03-09",8.56
"271","2016-03-10",8.41
"272","2016-03-11",8.57
"273","2016-03-14",8.56
"274","2016-03-15",8.28
"275","2016-03-16",8.29
"276","2016-03-17",8.5
"277","2016-03-18",9.42
"278","2016-03-21",9.19
"279","2016-03-22",9.17
"280","2016-03-23",8.74
"281","2016-03-24",8.92
"282","2016-03-28",8.98
"283","2016-03-29",9.64
"284","2016-03-30",9.87
"285","2016-03-31",10.23
"286","2016-04-01",10.7
"287","2016-04-04",11.1
"288","2016-04-05",10.82
"289","2016-04-06",11.04
"290","2016-04-07",11.26
"291","2016-04-08",11.62
"292","2016-04-11",10.9
"293","2016-04-12",10.83
"294","2016-04-13",10.5
"295","2016-04-14",10.69
"296","2016-04-15",10.85
"297","2016-04-18",10.6
"298","2016-04-19",10.7
"299","2016-04-20",10.45
"300","2016-04-21",10.65
"301","2016-04-22",10.7
"302","2016-04-25",10.7
"303","2016-04-26",10.3
"304","2016-04-27",10.35
"305","2016-04-28",10.24
"306","2016-04-29",9.54
"307","2016-05-02",9.83
"308","2016-05-03",9.42
"309","2016-05-04",9.01
"310","2016-05-05",9.18
"311","2016-05-06",9.1
"312","2016-05-09",9.6
"313","2016-05-10",9
"314","2016-05-11",8.84
"315","2016-05-12",8.73
"316","2016-05-13",8.84
"317","2016-05-16",8.78
"318","2016-05-17",8.48
"319","2016-05-18",8.45
"320","2016-05-19",8.35
"321","2016-05-20",8.15
"322","2016-05-23",8.57
"323","2016-05-24",9.27
"324","2016-05-25",9.2
"325","2016-05-26",9.41
"326","2016-05-27",9.5
"327","2016-05-31",9.1
"328","2016-06-01",9.49
"329","2016-06-02",9.53
"330","2016-06-03",9.62
"331","2016-06-06",9.55
"332","2016-06-07",9.09
"333","2016-06-08",9.05
"334","2016-06-09",8.74
"335","2016-06-10",8.12
"336","2016-06-13",7.85
"337","2016-06-14",7.77
"338","2016-06-15",7.7
"339","2016-06-16",8.03
"340","2016-06-17",7.72
"341","2016-06-20",7.84
"342","2016-06-21",8.18
"343","2016-06-22",8.14
"344","2016-06-23",8.24
"345","2016-06-24",8.5
"346","2016-06-27",7.65
"347","2016-06-28",7.66
"348","2016-06-29",7.3
"349","2016-06-30",7.39
"350","2016-07-01",7.6
"351","2016-07-05",7.99
"352","2016-07-06",8.16
"353","2016-07-07",8.54
"354","2016-07-08",9.04
"355","2016-07-11",8.87
"356","2016-07-12",9.05
"357","2016-07-13",8.81
"358","2016-07-14",8.35
"359","2016-07-15",8.61
"360","2016-07-18",8.11
"361","2016-07-19",7.84
"362","2016-07-20",7.69
"363","2016-07-21",7.75
"364","2016-07-22",8.07
"365","2016-07-25",7.81
"366","2016-07-26",8.18
"367","2016-07-27",9.03
"368","2016-07-28",8.69
"369","2016-07-29",8.77
"370","2016-08-01",8.4
"371","2016-08-02",8.36
"372","2016-08-03",8.53
"373","2016-08-04",8.44
"374","2016-08-05",8.65
"375","2016-08-08",9.42
"376","2016-08-09",9.68
"377","2016-08-10",8.95
"378","2016-08-11",8.9
"379","2016-08-12",8.94
"380","2016-08-15",9.48
"381","2016-08-16",8.81
"382","2016-08-17",8.83
"383","2016-08-18",8.66
"384","2016-08-19",8.46
"385","2016-08-22",8.57
"386","2016-08-23",8.74
"387","2016-08-24",8.01
"388","2016-08-25",7.92
"389","2016-08-26",7.57
"390","2016-08-29",8.22
"391","2016-08-30",7.76
"392","2016-08-31",7.85
"393","2016-09-01",8.34
"394","2016-09-02",8.51
"395","2016-09-06",8.94
"396","2016-09-07",8.92
"397","2016-09-08",8.54
"398","2016-09-09",7.77
"399","2016-09-12",7.83
"400","2016-09-13",7.77
"401","2016-09-14",7.74
"402","2016-09-15",7.88
"403","2016-09-16",8.18
"404","2016-09-19",7.79
"405","2016-09-20",7.89
"406","2016-09-21",8.3
"407","2016-09-22",8.78
"408","2016-09-23",8.43
"409","2016-09-26",8.45
"410","2016-09-27",8.7
"411","2016-09-28",8.76
"412","2016-09-29",8.39
"413","2016-09-30",8.76
"414","2016-10-03",8.44
"415","2016-10-04",8.26
"416","2016-10-05",8.43
"417","2016-10-06",8.51
"418","2016-10-07",8.3
"419","2016-10-10",8.03
"420","2016-10-11",7.76
"421","2016-10-12",7.78
"422","2016-10-13",7.31
"423","2016-10-14",7.77
"424","2016-10-17",7.49
"425","2016-10-18",7.68
"426","2016-10-19",7.8
"427","2016-10-20",7.64
"428","2016-10-21",7.64
"429","2016-10-24",7.58
"430","2016-10-25",7.51
"431","2016-10-26",7.48
"432","2016-10-27",7.34
"433","2016-10-28",7.35
"434","2016-10-31",7.68
"435","2016-11-01",7.43
"436","2016-11-02",6.68
"437","2016-11-03",6.35
"438","2016-11-04",6.9
"439","2016-11-07",7.52
"440","2016-11-08",7.81
"441","2016-11-09",8.44
"442","2016-11-10",9.19
"443","2016-11-11",9
"444","2016-11-14",8.62
"445","2016-11-15",8.53
"446","2016-11-16",6.97
"447","2016-11-17",6.01
"448","2016-11-18",6.06
"449","2016-11-21",6.82
"450","2016-11-22",6.95
"451","2016-11-23",7.35
"452","2016-11-25",7.35
"453","2016-11-28",7.15
"454","2016-11-29",6.95
"455","2016-11-30",6.87
"456","2016-12-01",6.79
"457","2016-12-02",6.95
"458","2016-12-05",7.05
"459","2016-12-06",6.98
"460","2016-12-07",6.87
"461","2016-12-08",6.96
"462","2016-12-09",7.24
"463","2016-12-12",7.18
"464","2016-12-13",7.49
"465","2016-12-14",7.42
"466","2016-12-15",7.19
"467","2016-12-16",7.3
"468","2016-12-19",7.2
"469","2016-12-20",7.46
"470","2016-12-21",7.3
"471","2016-12-22",7.1
"472","2016-12-23",7.14
"473","2016-12-27",7.38
"474","2016-12-28",7.63
"475","2016-12-29",7.84
"476","2016-12-30",7.94
"477","2017-01-03",8.75
"478","2017-01-04",9.27
"479","2017-01-05",8.68
"480","2017-01-06",8.54
"481","2017-01-09",8.97
"482","2017-01-10",9.26
"483","2017-01-11",9
"484","2017-01-12",8.94
"485","2017-01-13",8.81
"486","2017-01-17",8.5
"487","2017-01-18",8.34
"488","2017-01-19",7.95
"489","2017-01-20",8.51
"490","2017-01-23",9.07
"491","2017-01-24",8.86
"492","2017-01-25",8.83
"493","2017-01-26",8.32
"494","2017-01-27",8.48
"495","2017-01-30",8.3
"496","2017-01-31",8.37
"497","2017-02-01",8.68
"498","2017-02-02",8.72
"499","2017-02-03",9.06
"500","2017-02-06",9.14
"501","2017-02-07",8.8
"502","2017-02-08",8.69
"503","2017-02-09",8.87
"504","2017-02-10",8.87
"505","2017-02-13",9.16
"506","2017-02-14",9.82
"507","2017-02-15",10.13
"508","2017-02-16",9.61
"509","2017-02-17",9.54
"510","2017-02-21",10.23
"511","2017-02-22",10.11
"512","2017-02-23",10.15
"513","2017-02-24",10.11
"514","2017-02-27",10.65
"515","2017-02-28",10.31
"516","2017-03-01",10.69
"517","2017-03-02",10.58
"518","2017-03-03",10.23
"519","2017-03-06",10.09
"520","2017-03-07",10.24
"521","2017-03-08",10.5
"522","2017-03-09",10.31
"523","2017-03-10",10.64
"524","2017-03-13",10.31
"525","2017-03-14",10.27
"526","2017-03-15",10.32
"527","2017-03-16",10.31
"528","2017-03-17",10.36
"529","2017-03-20",10.12
"530","2017-03-21",9.88
"531","2017-03-22",10.12
"532","2017-03-23",10.59
"533","2017-03-24",10.4
"534","2017-03-27",10.55
"535","2017-03-28",10.53
"536","2017-03-29",11.11
"537","2017-03-30",11.15
"538","2017-03-31",11.06
"539","2017-04-03",11.51
"540","2017-04-04",11.35
"541","2017-04-05",10.76
"542","2017-04-06",11.05
"543","2017-04-07",11.39
"544","2017-04-10",11.12
"545","2017-04-11",10.86
"546","2017-04-12",10.37
"547","2017-04-13",10.48
"548","2017-04-17",10.5
"549","2017-04-18",10.39
"550","2017-04-19",10.37
"551","2017-04-20",10.53
"552","2017-04-21",10.38
"553","2017-04-24",10.39
"554","2017-04-25",10.67
"555","2017-04-26",11.01
"556","2017-04-27",11.15
"557","2017-04-28",11.03
"558","2017-05-01",11.16
"559","2017-05-02",11.13
"560","2017-05-03",10.91
"561","2017-05-04",10.79
"562","2017-05-05",10.8
"563","2017-05-08",10.78
"564","2017-05-09",9.79
"565","2017-05-10",9.6
"566","2017-05-11",9.77
"567","2017-05-12",9.79
"568","2017-05-15",9.83
"569","2017-05-16",9.67
"570","2017-05-17",9.16
"571","2017-05-18",8.9
"572","2017-05-19",9.01
"573","2017-05-22",8.85
"574","2017-05-23",8.64
"575","2017-05-24",8.43
"576","2017-05-25",8.42
"577","2017-05-26",8.6
"578","2017-05-30",8.56
"579","2017-05-31",8.58
"580","2017-06-01",8.96
"581","2017-06-02",9.28
"582","2017-06-05",8.88
"583","2017-06-06",8.98
"584","2017-06-07",8.89
"585","2017-06-08",9.08
"586","2017-06-09",9.21
"587","2017-06-12",9.18
"588","2017-06-13",9.31
"589","2017-06-14",9.46
"590","2017-06-15",9.49
"591","2017-06-16",9.35
"592","2017-06-19",9.48
"593","2017-06-20",9.43
"594","2017-06-21",9.59
"595","2017-06-22",9.59
"596","2017-06-23",9.55
"597","2017-06-26",9.64
"598","2017-06-27",9.32
"599","2017-06-28",9.63
"600","2017-06-29",9.74
"601","2017-06-30",9.56
"602","2017-07-03",9.55
"603","2017-07-05",9.48
"604","2017-07-06",9.14
"605","2017-07-07",9.22
"606","2017-07-10",9.13
"607","2017-07-11",9.49
"608","2017-07-12",9.71
"609","2017-07-13",9.64
"610","2017-07-14",9.66
"611","2017-07-17",10.05
"612","2017-07-18",9.39
"613","2017-07-19",9.49
"614","2017-07-20",9.34
"615","2017-07-21",9.33
"616","2017-07-24",9.39
"617","2017-07-25",9.35
"618","2017-07-26",9.37
"619","2017-07-27",9.61
"620","2017-07-28",9.51
"621","2017-07-31",9.28
"622","2017-08-01",9.99
"623","2017-08-02",10.04
"624","2017-08-03",10.15
"625","2017-08-04",10.34
"626","2017-08-07",10.12
"627","2017-08-08",9.23
"628","2017-08-09",9.22
"629","2017-08-10",9.11
"630","2017-08-11",9.19
"631","2017-08-14",9.9
"632","2017-08-15",9.68
"633","2017-08-16",9.77
"634","2017-08-17",9.55
"635","2017-08-18",9.6
"636","2017-08-21",9.6
"637","2017-08-22",9.81
"638","2017-08-23",10.04
"639","2017-08-24",10.4
"640","2017-08-25",9.84
"641","2017-08-28",9.79
"642","2017-08-29",9.66
"643","2017-08-30",9.65
"644","2017-08-31",9.82
"645","2017-09-01",9.84
"646","2017-09-05",9.81
"647","2017-09-06",9.52
"648","2017-09-07",9.42
"649","2017-09-08",9.38
"650","2017-09-11",9.38
"651","2017-09-12",9.42
"652","2017-09-13",9.41
"653","2017-09-14",9.24
"654","2017-09-15",9.06
"655","2017-09-18",8.92
"656","2017-09-19",8.89
"657","2017-09-20",8.91
"658","2017-09-21",8.96
"659","2017-09-22",9.09
"660","2017-09-25",8.99
"661","2017-09-26",8.94
"662","2017-09-27",9.11
"663","2017-09-28",9.16
"664","2017-09-29",9.37
"665","2017-10-02",9.84
"666","2017-10-03",9.9
"667","2017-10-04",9.99
"668","2017-10-05",9.65
"669","2017-10-06",9.89
"670","2017-10-09",9.88
"671","2017-10-10",9.94
"672","2017-10-11",9.95
"673","2017-10-12",9.76
"674","2017-10-13",9.8
"675","2017-10-16",9.84
"676","2017-10-17",9.85
"677","2017-10-18",9.89
"678","2017-10-19",9.7
"679","2017-10-20",9.92
"680","2017-10-23",9.87
"681","2017-10-24",9.44
"682","2017-10-25",8.99
"683","2017-10-26",8.62
"684","2017-10-27",9.09
"685","2017-10-30",8.67
"686","2017-10-31",8.44
"687","2017-11-01",8.44
"688","2017-11-02",8.43
"689","2017-11-03",8.31
"690","2017-11-06",8.14
"691","2017-11-07",9.15
"692","2017-11-08",8.95
"693","2017-11-09",9
"694","2017-11-10",8.62
"695","2017-11-13",8.2
"696","2017-11-14",7.86
"697","2017-11-15",8.25
"698","2017-11-16",8.19
"699","2017-11-17",8.26
"700","2017-11-20",8.39
"701","2017-11-21",8.45
"702","2017-11-22",8.65
"703","2017-11-24",8.55
"704","2017-11-27",8.59
"705","2017-11-28",8.55
"706","2017-11-29",8.52
"707","2017-11-30",8.74
"708","2017-12-01",8.7
"709","2017-12-04",8.56
"710","2017-12-05",8.49
"711","2017-12-06",8.5
"712","2017-12-07",8.68
"713","2017-12-08",8.64
"714","2017-12-11",8.45
"715","2017-12-12",8.21
"716","2017-12-13",8.46
"717","2017-12-14",8.33
"718","2017-12-15",8.55
"719","2017-12-18",8.55
"720","2017-12-19",8.56
"721","2017-12-20",9.1
"722","2017-12-21",9.23
"723","2017-12-22",9.1
"724","2017-12-26",9.28
"725","2017-12-27",9.57
"726","2017-12-28",9.54
"727","2017-12-29",9.08
"728","2018-01-02",9.34
"729","2018-01-03",9.53
"730","2018-01-04",9.82
"731","2018-01-05",10.05
"732","2018-01-08",8.63
"733","2018-01-09",9.18
"734","2018-01-10",9.3
"735","2018-01-11",8.91
"736","2018-01-12",7.58
"737","2018-01-16",7.26
"738","2018-01-17",6.77
"739","2018-01-18",7.03
"740","2018-01-19",7.14
"741","2018-01-22",7.25
"742","2018-01-23",7.58
"743","2018-01-24",7.31
"744","2018-01-25",7.03
"745","2018-01-26",7.05
"746","2018-01-29",7.19
"747","2018-01-30",7
"748","2018-01-31",6.89
"749","2018-02-01",6.53
"750","2018-02-02",6.52
"751","2018-02-05",6.06
"752","2018-02-06",6.22
"753","2018-02-07",6.37
"754","2018-02-08",6.17
"755","2018-02-09",6.24
"756","2018-02-12",6.29
"757","2018-02-13",6.09
"758","2018-02-14",6.16
"759","2018-02-15",6.19
"760","2018-02-16",6.48
"761","2018-02-20",6.23
"762","2018-02-21",6.33
"763","2018-02-22",6.43
"764","2018-02-23",6.53
"765","2018-02-26",6.56
"766","2018-02-27",6.63
"767","2018-02-28",6.59
"768","2018-03-01",6.8
"769","2018-03-02",6.84
"770","2018-03-05",7.02
"771","2018-03-06",7.25
"772","2018-03-07",7.33
"773","2018-03-08",7.49
"774","2018-03-09",7.68
"775","2018-03-12",7.93
"776","2018-03-13",7.54
"777","2018-03-14",7.4
"778","2018-03-15",7.59
"779","2018-03-16",7.56
"780","2018-03-19",7.43
"781","2018-03-20",7.3
"782","2018-03-21",7.42
"783","2018-03-22",7.28
"784","2018-03-23",7.02
"785","2018-03-26",7
"786","2018-03-27",5.41
"787","2018-03-28",4.7
"788","2018-03-29",4.69
"789","2018-04-02",4.87
"790","2018-04-03",5.09
"791","2018-04-04",5
"792","2018-04-05",5.22
"793","2018-04-06",4.98
"794","2018-04-09",5.2
"795","2018-04-10",5.12
"796","2018-04-11",5.62
"797","2018-04-12",5.59
"798","2018-04-13",5.67
"799","2018-04-16",5.54
"800","2018-04-17",5.78
"801","2018-04-18",5.81
"802","2018-04-19",5.78
"803","2018-04-20",5.71
"804","2018-04-23",5.59
"805","2018-04-24",5.68
"806","2018-04-25",5.53
"807","2018-04-26",5.73
"808","2018-04-27",5.6
"809","2018-04-30",5.53
"810","2018-05-01",5.51
"811","2018-05-02",5.5
"812","2018-05-03",5.4
"813","2018-05-04",5.5
"814","2018-05-07",5.82
"815","2018-05-08",5.6
"816","2018-05-09",5.92
"817","2018-05-10",6.57
"818","2018-05-11",6.92
"819","2018-05-14",6.99
"820","2018-05-15",6.96
"821","2018-05-16",6.48
"822","2018-05-17",6.54
"823","2018-05-18",6.8
"824","2018-05-21",7.24
"825","2018-05-22",7.46
"826","2018-05-23",7.72
"827","2018-05-24",7.82
"828","2018-05-25",7.27
"829","2018-05-29",7.35
"830","2018-05-30",7.45
"831","2018-05-31",7.4
"832","2018-06-01",7.5
"833","2018-06-04",7.71
"834","2018-06-05",7.63
"835","2018-06-06",7.71
"836","2018-06-07",7.75
"837","2018-06-08",7.79
"838","2018-06-11",7.88
"839","2018-06-12",7.96
"840","2018-06-13",8.1
"841","2018-06-14",8.09
"842","2018-06-15",8.12
"843","2018-06-18",8.42
"844","2018-06-19",8.3
"845","2018-06-20",8.19
"846","2018-06-21",8.01
"847","2018-06-22",8.08
"848","2018-06-25",7.49
"849","2018-06-26",7.64
"850","2018-06-27",7.27
"851","2018-06-28",7.22
"852","2018-06-29",7.35
"853","2018-07-02",7.54
"854","2018-07-03",7.57
"855","2018-07-05",7.73
"856","2018-07-06",7.96
"857","2018-07-09",7.84
"858","2018-07-10",8.11
"859","2018-07-11",8.15
"860","2018-07-12",8.26
"861","2018-07-13",8.29
"862","2018-07-16",8.31
"863","2018-07-17",8.37
"864","2018-07-18",8.33
"865","2018-07-19",8.67
"866","2018-07-20",8.41
"867","2018-07-23",8.55
"868","2018-07-24",8.61
"869","2018-07-25",8.81
"870","2018-07-26",8.7
"871","2018-07-27",8.37
"872","2018-07-30",8.42
"873","2018-07-31",8.84
"874","2018-08-01",8.69
"875","2018-08-02",8.25
"876","2018-08-03",8.26
"877","2018-08-06",8.01
"878","2018-08-07",8.04
"879","2018-08-08",9.44
"880","2018-08-09",9.91
"881","2018-08-10",9.95
"882","2018-08-13",9.98
"883","2018-08-14",10.06
"884","2018-08-15",10.38
"885","2018-08-16",10.48
"886","2018-08-17",10.21
"887","2018-08-20",10.59
"888","2018-08-21",10.85
"889","2018-08-22",11.33
"890","2018-08-23",11.99
"891","2018-08-24",12.56
"892","2018-08-27",13.07
"893","2018-08-28",13.16
"894","2018-08-29",14.16
"895","2018-08-30",14.17
"896","2018-08-31",14.81
"897","2018-09-04",14.52
"898","2018-09-05",14.25
"899","2018-09-06",14.18
"900","2018-09-07",13.95
"901","2018-09-10",13.51
"902","2018-09-11",13.88
"903","2018-09-12",13.71
"904","2018-09-13",13.62
"905","2018-09-14",15.58
"906","2018-09-17",16.52
"907","2018-09-18",18.309999
"908","2018-09-19",16.120001
"909","2018-09-20",16.889999
"910","2018-09-21",16.719999
"911","2018-09-24",16.700001
"912","2018-09-25",16.129999
"913","2018-09-26",16.67
"914","2018-09-27",16.719999
"915","2018-09-28",16.73
"916","2018-10-01",16.379999
"917","2018-10-02",14.78
"918","2018-10-03",14.86
"919","2018-10-04",14.42
"920","2018-10-05",14.24
"921","2018-10-08",14.28
"922","2018-10-09",14.55
"923","2018-10-10",13.57
"924","2018-10-11",13.27
"925","2018-10-12",13.9
"926","2018-10-15",13.8
"927","2018-10-16",14.2
"928","2018-10-17",13.73
"929","2018-10-18",13.09
"930","2018-10-19",12.86
"931","2018-10-22",12.8
"932","2018-10-23",13.01
"933","2018-10-24",12.23
"934","2018-10-25",13.02
"935","2018-10-26",12.65
"936","2018-10-29",12.59
"937","2018-10-30",13.24
"938","2018-10-31",14.19
"939","2018-11-01",14.27
"940","2018-11-02",14.58
"941","2018-11-05",14.33
"942","2018-11-06",14.34
"943","2018-11-07",14.46
"944","2018-11-08",12.83
"945","2018-11-09",13.01
"946","2018-11-12",13.28
"947","2018-11-13",12.24
"948","2018-11-14",12.11
"949","2018-11-15",12.9
"950","2018-11-16",13.24
"951","2018-11-19",12.78
"952","2018-11-20",12.11
"953","2018-11-21",12.57
"954","2018-11-23",13.07
"955","2018-11-26",13.53
"956","2018-11-27",13.39
"957","2018-11-28",14
"958","2018-11-29",13.8
"959","2018-11-30",13.93
"960","2018-12-03",14.47
"961","2018-12-04",13.22
"962","2018-12-06",13.35
"963","2018-12-07",12.35
"964","2018-12-10",12.43
"965","2018-12-11",12.45
"966","2018-12-12",12.6
"967","2018-12-13",12.47
"968","2018-12-14",12.04
"969","2018-12-17",11
"970","2018-12-18",11.24
"971","2018-12-19",11.64
"972","2018-12-20",10.58
"973","2018-12-21",9.54
"974","2018-12-24",9.26
"975","2018-12-26",10.19
"976","2018-12-27",10.01
"977","2018-12-28",10.18
"978","2018-12-31",11.06
"979","2019-01-02",11.31
"980","2019-01-03",10.65
"981","2019-01-04",11.68
"982","2019-01-07",13.6
"983","2019-01-08",13.07
"984","2019-01-09",14.11
"985","2019-01-10",14.25
"986","2019-01-11",14.09
"987","2019-01-14",13.65
"988","2019-01-15",14.3
"989","2019-01-16",14.3
"990","2019-01-17",14.32
"991","2019-01-18",14.94
"992","2019-01-22",14.73
"993","2019-01-23",14.4
"994","2019-01-24",14.43
"995","2019-01-25",14.79
"996","2019-01-28",13.98
"997","2019-01-29",13.86
"998","2019-01-30",14
"999","2019-01-31",14.08
