"","date","EXFO"
"323","2008-04-15",5.2
"324","2008-04-16",5.45
"325","2008-04-17",5.48
"326","2008-04-18",5.83
"327","2008-04-21",5.8
"328","2008-04-22",5.6
"329","2008-04-23",5.62
"330","2008-04-24",5.54
"331","2008-04-25",5.4
"332","2008-04-28",5.42
"333","2008-04-29",5.54
"334","2008-04-30",5.71
"335","2008-05-01",5.67
"336","2008-05-02",5.87
"337","2008-05-05",5.87
"338","2008-05-06",5.73
"339","2008-05-07",5.66
"340","2008-05-08",5.69
"341","2008-05-09",5.88
"342","2008-05-12",5.63
"343","2008-05-13",5.67
"344","2008-05-14",5.7
"345","2008-05-15",5.9
"346","2008-05-16",5.93
"347","2008-05-19",6.14
"348","2008-05-20",6.08
"349","2008-05-21",5.97
"350","2008-05-22",5.9
"351","2008-05-23",5.74
"352","2008-05-27",5.65
"353","2008-05-28",5.5
"354","2008-05-29",5.44
"355","2008-05-30",5.58
"356","2008-06-02",5.35
"357","2008-06-03",5.28
"358","2008-06-04",5.32
"359","2008-06-05",5.47
"360","2008-06-06",5.26
"361","2008-06-09",5.3
"362","2008-06-10",5.25
"363","2008-06-11",5.24
"364","2008-06-12",4.89
"365","2008-06-13",4.69
"366","2008-06-16",4.76
"367","2008-06-17",4.99
"368","2008-06-18",5.15
"369","2008-06-19",5.11
"370","2008-06-20",4.7
"371","2008-06-23",5.06
"372","2008-06-24",5.18
"373","2008-06-25",5
"374","2008-06-26",4.81
"375","2008-06-27",4.45
"376","2008-06-30",4.45
"377","2008-07-01",4.44
"378","2008-07-02",4.32
"379","2008-07-03",4.39
"380","2008-07-07",4.17
"381","2008-07-08",4.11
"382","2008-07-09",4.2
"383","2008-07-10",4.22
"384","2008-07-11",4.18
"385","2008-07-14",4.2
"386","2008-07-15",4.29
"387","2008-07-16",4.43
"388","2008-07-17",4.18
"389","2008-07-18",4.34
"390","2008-07-21",4.31
"391","2008-07-22",4.41
"392","2008-07-23",4.4
"393","2008-07-24",4.35
"394","2008-07-25",4.41
"395","2008-07-28",4.3
"396","2008-07-29",4.45
"397","2008-07-30",4.39
"398","2008-07-31",4.4
"399","2008-08-01",4.49
"400","2008-08-04",4.43
"401","2008-08-05",4.29
"402","2008-08-06",4.29
"403","2008-08-07",4.24
"404","2008-08-08",4.13
"405","2008-08-11",4.24
"406","2008-08-12",4.25
"407","2008-08-13",4.15
"408","2008-08-14",4.25
"409","2008-08-15",4.15
"410","2008-08-18",4.22
"411","2008-08-19",4.16
"412","2008-08-20",4.03
"413","2008-08-21",3.96
"414","2008-08-22",3.97
"415","2008-08-25",3.98
"416","2008-08-26",4.05
"417","2008-08-27",4.24
"418","2008-08-28",4.16
"419","2008-08-29",4.2
"420","2008-09-02",4.33
"421","2008-09-03",4.57
"422","2008-09-04",4.47
"423","2008-09-05",4.39
"424","2008-09-08",4.32
"425","2008-09-09",4.04
"426","2008-09-10",4.2
"427","2008-09-11",4.14
"428","2008-09-12",4.07
"429","2008-09-15",3.89
"430","2008-09-16",3.82
"431","2008-09-17",3.8
"432","2008-09-18",3.93
"433","2008-09-19",3.93
"434","2008-09-22",3.86
"435","2008-09-23",3.85
"436","2008-09-24",3.68
"437","2008-09-25",3.55
"438","2008-09-26",3.35
"439","2008-09-29",3.24
"440","2008-09-30",3.26
"441","2008-10-01",3.19
"442","2008-10-02",3.06
"443","2008-10-03",2.91
"444","2008-10-06",2.65
"445","2008-10-07",2.54
"446","2008-10-08",2.74
"447","2008-10-09",2.52
"448","2008-10-10",2.93
"449","2008-10-13",2.76
"450","2008-10-14",2.74
"451","2008-10-15",2.39
"452","2008-10-16",2.13
"453","2008-10-17",2.26
"454","2008-10-20",2.39
"455","2008-10-21",2.36
"456","2008-10-22",2.27
"457","2008-10-23",2.4
"458","2008-10-24",2.32
"459","2008-10-27",2.44
"460","2008-10-28",2.62
"461","2008-10-29",2.79
"462","2008-10-30",2.82
"463","2008-10-31",2.82
"464","2008-11-03",2.8
"465","2008-11-04",2.96
"466","2008-11-05",2.93
"467","2008-11-06",2.78
"468","2008-11-07",2.83
"469","2008-11-10",2.95
"470","2008-11-11",2.86
"471","2008-11-12",2.74
"472","2008-11-13",2.78
"473","2008-11-14",2.75
"474","2008-11-17",2.74
"475","2008-11-18",2.63
"476","2008-11-19",2.52
"477","2008-11-20",2.35
"478","2008-11-21",2.32
"479","2008-11-24",2.37
"480","2008-11-25",2.42
"481","2008-11-26",2.44
"482","2008-11-28",2.44
"483","2008-12-01",2.42
"484","2008-12-02",2.53
"485","2008-12-03",2.56
"486","2008-12-04",2.5
"487","2008-12-05",2.52
"488","2008-12-08",2.61
"489","2008-12-09",2.58
"490","2008-12-10",2.61
"491","2008-12-11",2.69
"492","2008-12-12",2.71
"493","2008-12-15",2.83
"494","2008-12-16",2.67
"495","2008-12-17",2.5
"496","2008-12-18",2.71
"497","2008-12-19",2.76
"498","2008-12-22",2.99
"499","2008-12-23",3.15
"500","2008-12-24",3.12
"501","2008-12-26",3.45
"502","2008-12-29",3.17
"503","2008-12-30",3.16
"504","2008-12-31",3
"505","2009-01-02",3.23
"506","2009-01-05",3.23
"507","2009-01-06",3.05
"508","2009-01-07",2.98
"509","2009-01-08",3.19
"510","2009-01-09",3.04
"511","2009-01-12",3.05
"512","2009-01-13",2.99
"513","2009-01-14",3.05
"514","2009-01-15",2.99
"515","2009-01-16",2.96
"516","2009-01-20",3.19
"517","2009-01-21",3.16
"518","2009-01-22",3.15
"519","2009-01-23",3.12
"520","2009-01-26",3.17
"521","2009-01-27",3.17
"522","2009-01-28",3.14
"523","2009-01-29",3.21
"524","2009-01-30",3.52
"525","2009-02-02",3.42
"526","2009-02-03",3.89
"527","2009-02-04",3.75
"528","2009-02-05",3.91
"529","2009-02-06",3.91
"530","2009-02-09",3.85
"531","2009-02-10",3.79
"532","2009-02-11",3.6
"533","2009-02-12",3.73
"534","2009-02-13",3.96
"535","2009-02-17",3.72
"536","2009-02-18",3.38
"537","2009-02-19",3.41
"538","2009-02-20",3.25
"539","2009-02-23",3.26
"540","2009-02-24",3.2
"541","2009-02-25",3.1
"542","2009-02-26",3.24
"543","2009-02-27",3.16
"544","2009-03-02",3
"545","2009-03-03",3.09
"546","2009-03-04",2.93
"547","2009-03-05",2.83
"548","2009-03-06",2.73
"549","2009-03-09",2.51
"550","2009-03-10",2.48
"551","2009-03-11",2.62
"552","2009-03-12",2.72
"553","2009-03-13",3.05
"554","2009-03-16",2.96
"555","2009-03-17",3.21
"556","2009-03-18",3.27
"557","2009-03-19",3.36
"558","2009-03-20",3.31
"559","2009-03-23",3.48
"560","2009-03-24",3.38
"561","2009-03-25",3.56
"562","2009-03-26",3.49
"563","2009-03-27",3.39
"564","2009-03-30",3.38
"565","2009-03-31",3.36
"566","2009-04-01",3.3
"567","2009-04-02",3.43
"568","2009-04-03",3.46
"569","2009-04-06",3.51
"570","2009-04-07",3.6
"571","2009-04-08",3.8
"572","2009-04-09",3.83
"573","2009-04-13",3.74
"574","2009-04-14",3.61
"575","2009-04-15",3.82
"576","2009-04-16",3.74
"577","2009-04-17",3.78
"578","2009-04-20",3.78
"579","2009-04-21",3.82
"580","2009-04-22",3.85
"581","2009-04-23",3.85
"582","2009-04-24",3.96
"583","2009-04-27",3.89
"584","2009-04-28",3.75
"585","2009-04-29",3.76
"586","2009-04-30",3.82
"587","2009-05-01",3.84
"588","2009-05-04",3.94
"589","2009-05-05",4.11
"590","2009-05-06",4.03
"591","2009-05-07",4.09
"592","2009-05-08",4.41
"593","2009-05-11",4.33
"594","2009-05-12",4.32
"595","2009-05-13",4.26
"596","2009-05-14",4.26
"597","2009-05-15",4.2
"598","2009-05-18",4.29
"599","2009-05-19",4.39
"600","2009-05-20",4.43
"601","2009-05-21",4.39
"602","2009-05-22",4.47
"603","2009-05-26",4.47
"604","2009-05-27",4.51
"605","2009-05-28",4.69
"606","2009-05-29",4.73
"607","2009-06-01",4.66
"608","2009-06-02",3.8
"609","2009-06-03",3.8
"610","2009-06-04",3.81
"611","2009-06-05",3.68
"612","2009-06-08",3.41
"613","2009-06-09",3.64
"614","2009-06-10",3.33
"615","2009-06-11",3.39
"616","2009-06-12",3.32
"617","2009-06-15",3.39
"618","2009-06-16",3.46
"619","2009-06-17",3.47
"620","2009-06-18",3.42
"621","2009-06-19",3.37
"622","2009-06-22",3.28
"623","2009-06-23",3.23
"624","2009-06-24",3.27
"625","2009-06-25",3.33
"626","2009-06-26",3.41
"627","2009-06-29",3.41
"628","2009-06-30",3.14
"629","2009-07-01",2.74
"630","2009-07-02",3.07
"631","2009-07-06",3.1
"632","2009-07-07",2.85
"633","2009-07-08",2.96
"634","2009-07-09",2.81
"635","2009-07-10",2.89
"636","2009-07-13",2.89
"637","2009-07-14",2.99
"638","2009-07-15",3.15
"639","2009-07-16",3.02
"640","2009-07-17",3
"641","2009-07-20",3.24
"642","2009-07-21",3.28
"643","2009-07-22",3.29
"644","2009-07-23",3.32
"645","2009-07-24",3.36
"646","2009-07-27",3.26
"647","2009-07-28",3.21
"648","2009-07-29",3.15
"649","2009-07-30",3.07
"650","2009-07-31",3.11
"651","2009-08-03",3.13
"652","2009-08-04",3.16
"653","2009-08-05",3.18
"654","2009-08-06",3.16
"655","2009-08-07",3.13
"656","2009-08-10",3.16
"657","2009-08-11",3.13
"658","2009-08-12",3.1
"659","2009-08-13",3.11
"660","2009-08-14",3.1
"661","2009-08-17",3.01
"662","2009-08-18",3.05
"663","2009-08-19",3.1
"664","2009-08-20",3.07
"665","2009-08-21",3.11
"666","2009-08-24",3.11
"667","2009-08-25",3.07
"668","2009-08-26",3.05
"669","2009-08-27",3.05
"670","2009-08-28",3.05
"671","2009-08-31",2.99
"672","2009-09-01",2.93
"673","2009-09-02",2.81
"674","2009-09-03",2.95
"675","2009-09-04",3.05
"676","2009-09-08",3.21
"677","2009-09-09",3.32
"678","2009-09-10",3.35
"679","2009-09-11",3.45
"680","2009-09-14",3.35
"681","2009-09-15",3.65
"682","2009-09-16",3.73
"683","2009-09-17",3.85
"684","2009-09-18",3.73
"685","2009-09-21",3.7
"686","2009-09-22",3.68
"687","2009-09-23",3.79
"688","2009-09-24",3.57
"689","2009-09-25",3.36
"690","2009-09-28",3.43
"691","2009-09-29",3.5
"692","2009-09-30",3.51
"693","2009-10-01",3.43
"694","2009-10-02",3.57
"695","2009-10-05",3.35
"696","2009-10-06",3.48
"697","2009-10-07",3.59
"698","2009-10-08",3.6
"699","2009-10-09",3.6
"700","2009-10-12",3.55
"701","2009-10-13",3.69
"702","2009-10-14",3.54
"703","2009-10-15",3.68
"704","2009-10-16",3.51
"705","2009-10-19",3.74
"706","2009-10-20",3.63
"707","2009-10-21",3.65
"708","2009-10-22",3.79
"709","2009-10-23",3.75
"710","2009-10-26",3.65
"711","2009-10-27",3.71
"712","2009-10-28",3.65
"713","2009-10-29",3.7
"714","2009-10-30",3.66
"715","2009-11-02",3.64
"716","2009-11-03",3.7
"717","2009-11-04",3.73
"718","2009-11-05",3.72
"719","2009-11-06",3.69
"720","2009-11-09",3.78
"721","2009-11-10",3.78
"722","2009-11-11",3.78
"723","2009-11-12",3.76
"724","2009-11-13",3.76
"725","2009-11-16",3.76
"726","2009-11-17",3.75
"727","2009-11-18",3.75
"728","2009-11-19",3.71
"729","2009-11-20",3.66
"730","2009-11-23",3.74
"731","2009-11-24",3.81
"732","2009-11-25",3.79
"733","2009-11-27",3.74
"734","2009-11-30",3.68
"735","2009-12-01",3.69
"736","2009-12-02",3.73
"737","2009-12-03",3.66
"738","2009-12-04",3.68
"739","2009-12-07",3.68
"740","2009-12-08",3.65
"741","2009-12-09",3.67
"742","2009-12-10",3.7
"743","2009-12-11",3.67
"744","2009-12-14",3.8
"745","2009-12-15",3.74
"746","2009-12-16",3.82
"747","2009-12-17",3.75
"748","2009-12-18",3.8
"749","2009-12-21",3.78
"750","2009-12-22",3.78
"751","2009-12-23",3.76
"752","2009-12-24",3.76
"753","2009-12-28",3.7
"754","2009-12-29",3.91
"755","2009-12-30",3.87
"756","2009-12-31",3.85
"757","2010-01-04",3.9
"758","2010-01-05",4.55
"759","2010-01-06",4.67
"760","2010-01-07",4.3
"761","2010-01-08",4.38
"762","2010-01-11",4.42
"763","2010-01-12",4.58
"764","2010-01-13",4.96
"765","2010-01-14",4.98
"766","2010-01-15",5.11
"767","2010-01-19",5.44
"768","2010-01-20",5.29
"769","2010-01-21",5.72
"770","2010-01-22",5.2
"771","2010-01-25",5.26
"772","2010-01-26",5.06
"773","2010-01-27",5
"774","2010-01-28",5.1
"775","2010-01-29",5.08
"776","2010-02-01",5.38
"777","2010-02-02",5.34
"778","2010-02-03",5.45
"779","2010-02-04",5.2
"780","2010-02-05",5.21
"781","2010-02-08",5.16
"782","2010-02-09",5.35
"783","2010-02-10",5.6
"784","2010-02-11",5.6
"785","2010-02-12",5.63
"786","2010-02-16",5.83
"787","2010-02-17",5.93
"788","2010-02-18",6
"789","2010-02-19",5.98
"790","2010-02-22",5.94
"791","2010-02-23",5.64
"792","2010-02-24",5.44
"793","2010-02-25",5.43
"794","2010-02-26",5.49
"795","2010-03-01",5.74
"796","2010-03-02",5.67
"797","2010-03-03",5.75
"798","2010-03-04",5.91
"799","2010-03-05",5.82
"800","2010-03-08",5.9
"801","2010-03-09",6.1
"802","2010-03-10",6.32
"803","2010-03-11",6.55
"804","2010-03-12",6.59
"805","2010-03-15",6.2
"806","2010-03-16",6.04
"807","2010-03-17",6.1
"808","2010-03-18",6.14
"809","2010-03-19",5.9
"810","2010-03-22",5.91
"811","2010-03-23",5.97
"812","2010-03-24",5.91
"813","2010-03-25",5.95
"814","2010-03-26",6.2
"815","2010-03-29",6.35
"816","2010-03-30",6.31
"817","2010-03-31",6.2
"818","2010-04-01",6.01
"819","2010-04-05",5.79
"820","2010-04-06",5.64
"821","2010-04-07",5.61
"822","2010-04-08",5.75
"823","2010-04-09",6.22
"824","2010-04-12",6.36
"825","2010-04-13",6.18
"826","2010-04-14",6.03
"827","2010-04-15",6.28
"828","2010-04-16",6.18
"829","2010-04-19",6.12
"830","2010-04-20",6.15
"831","2010-04-21",6.11
"832","2010-04-22",6.15
"833","2010-04-23",6.13
"834","2010-04-26",6.12
"835","2010-04-27",6.06
"836","2010-04-28",6.04
"837","2010-04-29",6.1
"838","2010-04-30",6.1
"839","2010-05-03",6.09
"840","2010-05-04",5.79
"841","2010-05-05",5.8
"842","2010-05-06",5.69
"843","2010-05-07",5.45
"844","2010-05-10",5.84
"845","2010-05-11",6.1
"846","2010-05-12",5.75
"847","2010-05-13",5.65
"848","2010-05-14",5.49
"849","2010-05-17",5.38
"850","2010-05-18",5.28
"851","2010-05-19",5.15
"852","2010-05-20",4.92
"853","2010-05-21",5.09
"854","2010-05-24",5.02
"855","2010-05-25",4.79
"856","2010-05-26",4.93
"857","2010-05-27",5
"858","2010-05-28",4.9
"859","2010-06-01",4.99
"860","2010-06-02",5.23
"861","2010-06-03",5.1
"862","2010-06-04",4.95
"863","2010-06-07",4.98
"864","2010-06-08",5.08
"865","2010-06-09",5.02
"866","2010-06-10",5.1
"867","2010-06-11",5.15
"868","2010-06-14",5.19
"869","2010-06-15",5.17
"870","2010-06-16",5.17
"871","2010-06-17",5.25
"872","2010-06-18",5.27
"873","2010-06-21",5.29
"874","2010-06-22",5.26
"875","2010-06-23",5.23
"876","2010-06-24",5.12
"877","2010-06-25",5.29
"878","2010-06-28",5.3
"879","2010-06-29",5.3
"880","2010-06-30",4.98
"881","2010-07-01",5.03
"882","2010-07-02",5.27
"883","2010-07-06",5.33
"884","2010-07-07",5.44
"885","2010-07-08",5.47
"886","2010-07-09",5.62
"887","2010-07-12",5.56
"888","2010-07-13",5.6
"889","2010-07-14",5.59
"890","2010-07-15",5.65
"891","2010-07-16",5.59
"892","2010-07-19",5.53
"893","2010-07-20",5.61
"894","2010-07-21",5.74
"895","2010-07-22",5.77
"896","2010-07-23",5.79
"897","2010-07-26",5.87
"898","2010-07-27",5.88
"899","2010-07-28",5.82
"900","2010-07-29",5.86
"901","2010-07-30",5.87
"902","2010-08-02",5.94
"903","2010-08-03",5.99
"904","2010-08-04",5.8
"905","2010-08-05",5.94
"906","2010-08-06",5.93
"907","2010-08-09",5.92
"908","2010-08-10",5.87
"909","2010-08-11",5.87
"910","2010-08-12",5.79
"911","2010-08-13",5.63
"912","2010-08-16",5.62
"913","2010-08-17",5.69
"914","2010-08-18",5.59
"915","2010-08-19",5.61
"916","2010-08-20",5.53
"917","2010-08-23",5.5
"918","2010-08-24",5.43
"919","2010-08-25",5.43
"920","2010-08-26",5.46
"921","2010-08-27",5.54
"922","2010-08-30",5.46
"923","2010-08-31",5.47
"924","2010-09-01",5.28
"925","2010-09-02",5.42
"926","2010-09-03",5.52
"927","2010-09-07",5.62
"928","2010-09-08",5.58
"929","2010-09-09",5.58
"930","2010-09-10",5.76
"931","2010-09-13",5.77
"932","2010-09-14",5.67
"933","2010-09-15",5.52
"934","2010-09-16",5.63
"935","2010-09-17",5.59
"936","2010-09-20",5.58
"937","2010-09-21",5.58
"938","2010-09-22",5.4
"939","2010-09-23",5.38
"940","2010-09-24",5.33
"941","2010-09-27",5.4
"942","2010-09-28",5.35
"943","2010-09-29",5.62
"944","2010-09-30",5.71
"945","2010-10-01",5.72
"946","2010-10-04",5.67
"947","2010-10-05",5.87
"948","2010-10-06",5.77
"949","2010-10-07",5.82
"950","2010-10-08",5.79
"951","2010-10-11",5.71
"952","2010-10-12",5.81
"953","2010-10-13",6.35
"954","2010-10-14",6.25
"955","2010-10-15",6.19
"956","2010-10-18",6.03
"957","2010-10-19",5.92
"958","2010-10-20",5.99
"959","2010-10-21",5.78
"960","2010-10-22",5.8
"961","2010-10-25",5.89
"962","2010-10-26",5.85
"963","2010-10-27",5.71
"964","2010-10-28",5.76
"965","2010-10-29",5.95
"966","2010-11-01",5.93
"967","2010-11-02",5.83
"968","2010-11-03",5.91
"969","2010-11-04",6.04
"970","2010-11-05",6.04
"971","2010-11-08",6.04
"972","2010-11-09",6.08
"973","2010-11-10",6.1
"974","2010-11-11",6.04
"975","2010-11-12",6.04
"976","2010-11-15",6.04
"977","2010-11-16",5.97
"978","2010-11-17",5.99
"979","2010-11-18",6.12
"980","2010-11-19",6.09
"981","2010-11-22",6.12
"982","2010-11-23",6.01
"983","2010-11-24",6.13
"984","2010-11-26",6.07
"985","2010-11-29",6.17
"986","2010-11-30",6.19
"987","2010-12-01",6.19
"988","2010-12-02",6.4
"989","2010-12-03",6.38
"990","2010-12-06",6.5
"991","2010-12-07",6.38
"992","2010-12-08",6.38
"993","2010-12-09",6.66
"994","2010-12-10",6.7
"995","2010-12-13",6.76
"996","2010-12-14",6.8
"997","2010-12-15",6.8
"998","2010-12-16",6.86
"999","2010-12-17",6.91
"1000","2010-12-20",6.8
